source_row_id,target_match_norm,match_method,match_score,score_margin
1,,unmatched,43.47826086956522,1.9397993311036785
2,,county_level_ballot,0.0,0.0
3,AUTAUGAVILLE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
4,,unmatched,83.41463414634147,31.240721102863212
5,90 BOOTH VOLUNTEER FIRE DEPARTMENT,fuzzy,95.38461538461537,10.563186813186803
6,CAMELLIA BAPTIST CHURCH,exact,100.0,100.0
7,,unmatched,85.5,43.192307692307686
8,,unmatched,83.41463414634147,36.77827050997784
9,80 INDEPENDENCE VOLUNTEER FIRE DEPARTMENT,fuzzy,96.20253164556962,15.694057069298438
10,,unmatched,91.30434782608697,9.486166007905155
11,,unmatched,85.5,0.0
12,,unmatched,88.66666666666666,47.39080459770114
13,OLD KINGSTON VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
14,,unmatched,52.63157894736843,1.6511867905056903
15,PRATTMONT BAPTIST CHURCH,exact,100.0,100.0
16,,unmatched,47.05882352941176,4.03995560488346
17,,county_level_ballot,0.0,0.0
18,,unmatched,43.47826086956522,1.9397993311036785
19,,unmatched,85.5,27.31818181818182
20,,unmatched,90.0,12.051282051282058
21,50 WHITE CITY VOLUNTEER FIRE DEPARTMENT,fuzzy,96.0,15.491525423728817
22,,county_level_ballot,0.0,0.0
23,,unmatched,78.43137254901961,1.5082956259426936
24,BAY MINETTE CIVIC CENTER,exact,100.0,100.0
25,BELFOREST COMMUNITY CENTER,exact,100.0,100.0
26,BON SECOUR MORG CHAPEL,fuzzy,93.61702127659575,48.91113892365457
27,BROMLEY VOLUNTEER FIRE DEPARTMENT SUBST,exact,100.0,100.0
28,,unmatched,84.44444444444444,36.013071895424844
29,CROSSROADS DURANT,exact,100.0,100.0
30,DAPHNE CIVIC CENTER,exact,100.0,100.0
31,DAPHNE HIGH SCHOOL,exact,100.0,100.0
32,,unmatched,85.71428571428572,0.2142857142857224
33,ELBERTA CIVIC CENTER,exact,100.0,100.0
34,ELLISVILLE COMMUNITY CENTER,exact,100.0,100.0
35,,unmatched,84.0,5.568627450980387
36,FAIRHOPE CIVIC CENTER,exact,100.0,100.0
37,FOLEY CIVIC CENTER,exact,100.0,100.0
38,FT MORGAN VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
39,GATESWOOD VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
40,,unmatched,67.41935483870968,18.63886703383163
41,JOSEPHINE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
42,,unmatched,60.86956521739131,13.04347826086957
43,LILLIAN COMMUNITY,exact,100.0,100.0
44,,unmatched,58.46153846153846,10.635451505016718
45,LOTTIE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
46,,unmatched,51.81818181818182,1.8181818181818201
47,,unmatched,88.88888888888889,40.74074074074073
48,MARLOW VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
49,,unmatched,80.0,2.051282051282058
50,NEW LIFE ASSEMBLY OF GOD,exact,100.0,100.0
51,ORANGE BEACH COMMUNITY,fuzzy,95.0,9.5
52,PERDIDO BEACH VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
53,PERDIDO VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
54,PINEGROVE VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
55,PT CLEAR SAINT FRANCIS,fuzzy,93.61702127659575,47.17257683215131
56,,county_level_ballot,0.0,0.0
57,RABUN VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
58,,unmatched,84.44444444444444,30.785907859078584
59,ROSINTON METHODIST,exact,100.0,100.0
60,,unmatched,85.5,0.0
61,,unmatched,63.33333333333332,18.33333333333333
62,,unmatched,62.745098039215684,3.9215686274509736
63,,unmatched,84.82142857142857,0.37698412698412653
64,,unmatched,65.76923076923076,2.1328671328671263
65,STOCKTON CIVIC BUILDING,exact,100.0,100.0
66,SUMMERDALE COMMUNITY,fuzzy,95.0,9.5
67,TENSAW VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
68,,unmatched,77.94871794871794,0.0
69,,unmatched,90.0,5.178571428571431
70,,county_level_ballot,0.0,0.0
71,BAKERHILL TOWN HALL,exact,100.0,100.0
72,BEVILL CENTER,exact,100.0,100.0
73,BLUE SPRINGS CITY HALL,exact,100.0,100.0
74,,unmatched,85.5,9.5
75,CLAYTON COURTHOUSE,exact,100.0,100.0
76,CLIO CITY HALL,exact,100.0,100.0
77,ELAMVILLE VOLUNTEER FIRE,exact,100.0,100.0
78,EUFAULA COMMUNITY CENTER,exact,100.0,100.0
79,EUFAULA WATER BOARD,exact,100.0,100.0
80,FELLOWSHIP BAPTIST,exact,100.0,100.0
81,GREENS CROSSROADS,exact,100.0,100.0
82,LOUISVILLE CITY HALL,exact,100.0,100.0
83,MOUNT ANDREW COMMUNITY CENTER,exact,100.0,100.0
84,,county_level_ballot,0.0,0.0
85,SANFORD AVENUE GYM,fuzzy,94.44444444444444,52.091503267973856
86,SPRINGHILL VOLUNTEER FIRE DEPARTMENT,exact,100.0,100.0
87,,unmatched,40.0,0.0
88,TEXASVILLE COMMUNITY CENTER,exact,100.0,100.0
89,,county_level_ballot,0.0,0.0
90,ALTERNATIVE SCHOOL,exact,100.0,100.0
91,BRENT CITY HALL,exact,100.0,100.0
92,CENTREVILLE ROCK BUILDING,exact,100.0,100.0
93,EOLINE FIRE DEPARTMENT,exact,100.0,100.0
94,GREENPOND FIRE DEPARTMENT,exact,100.0,100.0
95,LAWLEY COMMUNITY CENTER,exact,100.0,100.0
96,NATIONAL GUARD ARMORY,exact,100.0,100.0
97,,county_level_ballot,0.0,0.0
98,SIX MILE COMMUNITY CENTER,exact,100.0,100.0
99,,county_level_ballot,0.0,0.0
100,ALLGOOD TOWN HALL,exact,100.0,100.0
101,BLOUNT SPRINGS,exact,100.0,100.0
102,BLOUNTSVILLE,exact,100.0,100.0
103,BROOKSVILLE,exact,100.0,100.0
104,CLEVELAND,exact,100.0,100.0
105,DALLAS SELFVILLE,exact,100.0,100.0
106,HAYDEN,exact,100.0,100.0
107,HOLLY SPRINGS,exact,100.0,100.0
108,LOCUST FORK,exact,100.0,100.0
109,MOUNT HIGH,exact,100.0,100.0
110,MURPHREE VALLEY,exact,100.0,100.0
111,NECTAR,exact,100.0,100.0
112,ONEONTA,exact,100.0,100.0
113,PINE MOUNTAIN,exact,100.0,100.0
114,,county_level_ballot,0.0,0.0
115,REMLAP,exact,100.0,100.0
116,ROCK SPRINGS,exact,100.0,100.0
117,ROSA,exact,100.0,100.0
118,ROYAL,exact,100.0,100.0
119,SMOKE RISE,exact,100.0,100.0
120,SNEAD COMMUNITY CENTER,exact,100.0,100.0
121,SAINT MOUNTAIN,exact,100.0,100.0
122,SUGAR CREEK BANGOR,exact,100.0,100.0
123,SUMMIT,exact,100.0,100.0
124,SUSAN MOORE,exact,100.0,100.0
125,,county_level_ballot,0.0,0.0
126,,county_level_ballot,0.0,0.0
127,FIRST UNITED METH WEAVER,exact,100.0,100.0
128,,county_level_ballot,0.0,0.0
129,ALEXANDRIA CIVITAN CLUB,exact,100.0,100.0
130,ANGEL FIRE STATION,exact,100.0,100.0
131,ANNISTON FIRST PRSBY CHU,fuzzy,94.11764705882352,8.617647058823522
132,ANNISTON CARVER CENTER,exact,100.0,100.0
133,ANNISTON GOLDEN SPRINGS,exact,100.0,100.0
134,ANNISTON MEETING CENTER,exact,100.0,100.0
135,MENTAL HEALTH CENTER,fuzzy,95.0,17.972972972972983
136,ANNISTON THANKFUL BAPTIST,exact,100.0,100.0
137,ASBERRY BAPTIST CHURCH,exact,100.0,100.0
138,BETTA VIEW CHURCH CHRIST,fuzzy,95.0,9.5
139,BOILING SPRINGS BAPTIST CHURCH,exact,100.0,100.0
140,,unmatched,85.5,22.16666666666668
141,,unmatched,88.52459016393442,3.0245901639344197
142,,unmatched,85.5,0.0
143,CHOCCOLOCCO COMMUNITY CENTER,exact,100.0,100.0
144,,unmatched,90.56603773584906,14.566037735849065
145,EAGLEPOINT CHURCH,exact,100.0,100.0
146,EULATON UNITED METHODIST,exact,100.0,100.0
147,,unmatched,85.5,22.754901960784316
148,FRIENDSHIP BAPTIST CHURCH,exact,100.0,100.0
149,FRIENDSHIP COMMUNITY CENTER,exact,100.0,100.0
150,GLENWOOD MEADOWS MTG RM,exact,100.0,100.0
151,GOD S COVENANT MINISTRY,fuzzy,97.77777777777777,49.17312661498707
152,HOBSON CITY CITY HALL,exact,100.0,100.0
153,JACKSONVILLE FIRST BAPTIST,exact,100.0,100.0
154,JACKSONVILLE WESTSIDE BAP,fuzzy,92.5925925925926,7.092592592592595
155,LEATHERWOOD RD CIVIL DEF,exact,100.0,100.0
156,,unmatched,63.829787234042556,7.6934235976789225
157,OAK GROVE BAPTIST CHU,fuzzy,93.33333333333333,19.42028985507247
158,OHATCHEE FIRST BAPTIST CHU,fuzzy,94.54545454545455,9.045454545454547
159,OXFORD CHEAHA CLUBHOUSE,exact,100.0,100.0
160,OXFORD LAKE PARK CIV CENTER,fuzzy,96.42857142857143,46.42857142857143
161,OXFORD PUBLIC LIBRARY,exact,100.0,100.0
162,,unmatched,76.36363636363637,14.322820037105764
163,PIEDMONT FIRE STATION,exact,100.0,100.0
164,,unmatched,59.607843137254896,0.9871534820824763
