state,election_year,election_date,official_url,retrieved_at,local_path,media_type,size_bytes,sha256,duplicate_of,coverage
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Hancock-Knott/KENTON.txt,2026-08-22T05:49:18+00:00,data/raw/southern_sos_elections/KY/2006/KENTON.txt,text/plain,10737,00be51197fa20cc7106091b783a43bd8b1d22413c2cee3541d23314d9f7e51cc,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Hancock-Knott/KNOTT.txt,2026-08-22T05:49:18+00:00,data/raw/southern_sos_elections/KY/2006/KNOTT.txt,text/plain,4505,8596ed60acf9cb6a5bfb0ee360f3012dda4f25de3ee0a8d11b59d4679f350904,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/KNOX.txt,2026-08-22T05:49:18+00:00,data/raw/southern_sos_elections/KY/2006/KNOX.txt,text/plain,6719,02b0d8225ba4c2a300d3c25fc8aceb11e74f3b773b45626b0e28dbfbe0172390,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LARUE.txt,2026-08-22T05:49:18+00:00,data/raw/southern_sos_elections/KY/2006/LARUE.txt,text/plain,5981,a75d1e1b8176514eacd492132bb62122fcccd2c457fe40f7e4f93b40ee3981f1,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LAUREL.txt,2026-08-22T05:49:18+00:00,data/raw/southern_sos_elections/KY/2006/LAUREL.txt,text/plain,8441,04c9ad19b7552d8153c43882774bf1dd8e06fc69276e181c81217e7f808567df,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LAWRENCE.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LAWRENCE.txt,text/plain,5981,136867c9d5b89f9ab7ce8af3b1d095c7750495ab0848898d53b4331872ab2d3e,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LEE.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LEE.txt,text/plain,4587,558435b155001fd9b6b0a8016de24a34d230623c757a76121e0259d1bb0beea4,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LESLIE.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LESLIE.txt,text/plain,6473,15c7fd9855a216a06cea86f4ef2efa5287e7edbd14b933af6e8e259807c5034b,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LETCHER.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LETCHER.txt,text/plain,4587,c208cf29a0a33f9d1dfccac0c97cadb485eba3aeebd66d2bacfaccc018616572,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LEWIS.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LEWIS.txt,text/plain,7211,3aed72c7d91f1f38f1a8aa0f5df8bb7a9e16ac95d62fade910de65c2ef14208a,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LINCOLN.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LINCOLN.txt,text/plain,7949,62f8cd811ecde0580c1354bab9b0d1ab03e59d9f32728f68b93962a672cce073,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LIVINGST.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LIVINGST.txt,text/plain,6719,b1c3220c6b6cb369dc74f43c9a65b5497c28bf8a078164e8aff5034a5b3b9146,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LOGAN.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LOGAN.txt,text/plain,5571,ff3820e1d7d6a9e69c8ab7a2d2f17c76669e6703656f4e7ea76412c17d039646,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/LYON.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/LYON.txt,text/plain,6227,6aeb4988697f60621fb609348f085b106c3878f253bd343402b4da1b54f58b76,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/MCCRACKE.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/MCCRACKE.txt,text/plain,10327,dabf98ad71dd3b530d0af839512a43af65841d60ea8f6c3d2ce87de4c1250a7b,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/MCCREARY.txt,2026-08-22T05:49:19+00:00,data/raw/southern_sos_elections/KY/2006/MCCREARY.txt,text/plain,6637,009c638312cef41efb2a87ffc5e596176213cdc5074f24fb9e35cc2052995293,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Knox-McLean/MCLEAN.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MCLEAN.txt,text/plain,6063,de28040266cc81d5f6d97d4ed6213c0d0bcb54529e150b1e354cbc679be1b92b,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MADISON.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MADISON.txt,text/plain,9917,7e1bbd39644cfd3af2c98ea3ae1818eb1d3b2f5b9423fac262f1862eeff30cd5,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MAGOFFIN.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MAGOFFIN.txt,text/plain,4505,b95657c52faf7e02d731b1b1887a464a9d97cdfcee269b6418c090217e5ab1a8,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MARION.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MARION.txt,text/plain,6555,d9eeefaf929cf815d4c85abe866dd8e39291d88b87e004743e89f3ae78f2161d,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MARSHALL.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MARSHALL.txt,text/plain,7047,1ee88f828aaf51f062123bb423e3498873251edbc393b5a43ab537d64dd5abb8,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MARTIN.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MARTIN.txt,text/plain,6063,15ae02a56cd934f2ef70dd94998edac18c8f8e2a19f8b2397651bff3b491eab0,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MASON.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MASON.txt,text/plain,6391,c82580aad562f7f24334b3792c559a3133dc075bfb80c604fd83db6ec43ffad4,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MEADE.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MEADE.txt,text/plain,6555,1a993357b9ca63eb9c9cc44be7d288d2a9a065e3e79a3e9514150759d45004e8,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MENIFEE.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MENIFEE.txt,text/plain,5981,ea58794637fee8152f348111969b020fa93bbaf6ea095d63e9796b47c0fb3fdb,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MERCER.txt,2026-08-22T05:49:20+00:00,data/raw/southern_sos_elections/KY/2006/MERCER.txt,text/plain,6637,1a8da628cee8be73b23983dc33cddcf86d170c8e176f4aedf0f2975c1b139e36,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/METCALFE.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/METCALFE.txt,text/plain,5407,99cd249b0f954c3b1b52ca1a5616097aa6dde0c463ceff6456b30a6c20c8377a,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MONROE.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/MONROE.txt,text/plain,5407,f7480ac5f80cce0466865b34aecd9a79bd16333cb7222800eeb5267925b1c204,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MONTGOME.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/MONTGOME.txt,text/plain,6637,cd21928af6ef898c60790538ab0b5f9659f80d289aecbc55f1d5d28da2fc429b,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MORGAN.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/MORGAN.txt,text/plain,5489,be044d7f7a26ef18384abb49928d7ec172ea7a3ae4e773bc8450c036945aadd3,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/MUHLENBE.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/MUHLENBE.txt,text/plain,6227,8e0dff89272f6b67b7b6fd7d411fa13529e7691a51c960361c9e2796b9f35b8f,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Madison-Nelson/NELSON.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/NELSON.txt,text/plain,5899,070bf4213122c608ad4ce9a5c5b1ef777be9e8d75d19e5a07ff79fdedcd7be4a,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/NICHOLAS.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/NICHOLAS.txt,text/plain,6883,2844c4cd103f48a9a54dc5bb2ca47a8e766950d5c775e884e26071896e7ba8dd,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/OHIO.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/OHIO.txt,text/plain,7785,f5af42d1791a458386f63f9db65c52c22bf64d8250f80c0907d00453d4d4bb18,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/OLDHAM.txt,2026-08-22T05:49:21+00:00,data/raw/southern_sos_elections/KY/2006/OLDHAM.txt,text/plain,7949,3aec1318531194b96681d910f2376cf232aedd8cf45cce56e2730a03a8d3f9df,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/OWEN.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/OWEN.txt,text/plain,6309,e9521019bf888caa7433e9567a558d056bf0b7cea0f76289f18200221079dcfd,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/OWSLEY.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/OWSLEY.txt,text/plain,4587,b0f22caeb5a4e147f9e231532e66128eeb48b6ddb915003589a9fa2e0dfa3e16,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/PENDLETO.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/PENDLETO.txt,text/plain,6801,7b359e48c2846f1bdbfa1f922620813bb629ce427da1e1109ee4bd3117c8ce81,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/PERRY.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/PERRY.txt,text/plain,4669,db1ce9c8c244cf2d437dc14a2c3acf5b934f1ac2ea857791d24143a23a4d55f9,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/PIKE.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/PIKE.txt,text/plain,7375,0255a58b279889ed204a3abf205459e0904034ad0f00a23bfe4fc67d679911fd,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/POWELL.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/POWELL.txt,text/plain,4669,74d72c48832d3caa9f2ecf754a660f61d018c717d9be7d93136ab07ca4320faa,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/PULASKI.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/PULASKI.txt,text/plain,8933,b123647e91a1a8f164d2694699c06ef3d811dfdf54f78f131c0f70428df2c157,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/ROBERTSO.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/ROBERTSO.txt,text/plain,6883,92dcd89716f1122d12ea6f352fb0845404197c059be2e514e089b2d86dc733ef,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/ROCKCAST.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/ROCKCAST.txt,text/plain,7375,8ba47d1409f69454f2e53a3b3a9da42bafad0c5e07689c595ea225d01c72b435,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/ROWAN.txt,2026-08-22T05:49:22+00:00,data/raw/southern_sos_elections/KY/2006/ROWAN.txt,text/plain,6555,a03378d6d99d44aa23569346d5d1f157f468627bcf2af5f69d918657eb080fab,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/RUSSELL.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/RUSSELL.txt,text/plain,5325,c1481f7e9e0770ba1bcdaee9b3de1efa9d801878bb6e9d4a6964fee7f0cdc90f,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Nicholas-Scott/SCOTT.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/SCOTT.txt,text/plain,7375,c723658e040b92516a992d249baedb54964747ea98fd4f8e89d6c9530cacd9aa,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/SHELBY.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/SHELBY.txt,text/plain,7621,74f55981c2ae8aba33fc5fbab58874d2be1db73027cf22c5e569b419c584428e,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/SIMPSON.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/SIMPSON.txt,text/plain,5489,110271499ad73733fb640fb6c0fb4cdc4c547bd97b82f52c45757ca2c22ccad2,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/SPENCER.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/SPENCER.txt,text/plain,8851,8fc6607ea7d199d41c3d1a4870083bae18d1bba472b49742a2c8e682435d3bb9,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/TAYLOR.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/TAYLOR.txt,text/plain,6637,1e8b21648e3b6a2b03fbfd1f39c71c041e039717aca7818a2db718ec39c0bd50,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/todd.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/todd.txt,text/plain,5571,5d1ec09be6fbd886e72641f0ba8f3b7db7201dacd185e0fa72c92a5a8bfa6eaa,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/TRIGG.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/TRIGG.txt,text/plain,6883,49aac9a0d4ffa62704f46bac232aa9592fd0d2287be29fc172e760999135b968,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/TRIMBLE.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/TRIMBLE.txt,text/plain,7375,9133720ff5369f0bea99b1ceaf434d75b48d964cf85568e0e3091eff1ee652d6,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/UNION.txt,2026-08-22T05:49:23+00:00,data/raw/southern_sos_elections/KY/2006/UNION.txt,text/plain,6473,7cd71b6f5c590479d5edc8333a54aca960a450727aa7aeaefe6271e9f946b0a6,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/WARREN.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2006/WARREN.txt,text/plain,9999,e4b9a203ced84d5b8a857e69d3bf1900533599809f927c42a01359ab8c2ad3a3,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/WASHINGT.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2006/WASHINGT.txt,text/plain,6637,522231ec74e6bcf9ad2869efee13ff981981cf8181483ca7c354e37a24f4ef7b,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/WAYNE.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2006/WAYNE.txt,text/plain,5981,e84d3f5d4700b7fda8ddd0058b235a79ef25c5b6cbbbedd83d0e42c3e8d2a3c4,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/WEBSTER.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2006/WEBSTER.txt,text/plain,6637,c86fcc30c485be2de9b9cff52faa007957ab62226c44c6f713ab74434cf12271,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/WHITLEY.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2006/WHITLEY.txt,text/plain,6637,6b1bbdce8ca145912175b31f769127b1a08828aa80a3da0d83d4ceb91326c95e,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/WOLFE.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2006/WOLFE.txt,text/plain,5489,3a83efc70b70372baa62b433f9c217caa92786823f4bfc879a7a37dba1234cd7,,unknown
KY,2006,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2006/General%20Election/Shelby-Woodford/WOODFORD.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2006/WOODFORD.txt,text/plain,6637,4bd2e77b57f891826ffe5fdee2595b5be716974deaffd7381914f73ac6c97451,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/STATEwidebyoffice.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2000/STATEwidebyoffice_c92616bb4199.txt,text/plain,15329,c92616bb4199c1131c0a7b9587e7d12d1f74093d1df5e2d11337d63bbe2d7322,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/statewidebyCOUNTY.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2000/statewidebyCOUNTY_76ae7c6227e0.txt,text/plain,63135,76ae7c6227e085ef7d7067e59a938ef19424f5f4d64cd68501059b37f98fe728,,county
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Oct07Conregstat.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2000/Oct07Conregstat.txt,text/plain,2720,777b34d5d539ee2974583a80cc7819af16213e3281ccd942d3551804b0d57803,,registration
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Oct07Senregstat.txt,2026-08-22T05:49:24+00:00,data/raw/southern_sos_elections/KY/2000/Oct07Senregstat.txt,text/plain,11832,5ed0ffbab2cd8dc94de751c642ecc3e4ab334fdff59bc0ff7291033b0e883099,,registration
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Oct07Houregstat.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/Oct07Houregstat.txt,text/plain,30192,6b64e7177cd84fefedb8c9c43253d5afa8242bbc8d77afe7ac2a9e5bebb9793f,,registration
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Oct07Counregstat.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/Oct07Counregstat.txt,text/plain,19040,9c17d5872a566a0e3d4c907cc26d0b23a7436051b6f1714f087bc98355303e33,,registration
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Oct07Precregstat.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/Oct07Precregstat.txt,text/plain,817904,62b0749c52723d87d70beeeefe817f163286c882054792c5057f732d4a6a78ce,,registration
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/ADAIR.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/ADAIR_f27fc1fddea1.txt,text/plain,5161,f27fc1fddea18e73e386fa99e8101c32c6eb93fd88ea7b998278b9ff1ec10d67,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/ALLEN.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/ALLEN_ac9b8dcb7300.txt,text/plain,5161,ac9b8dcb7300049f11e54bd4346480f9b821333153348f2716d12f7efe111d80,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/ANDERSON.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/ANDERSON_118dd164328a.txt,text/plain,4259,118dd164328ab69e593f7daa195371290f3db17c3d053e1418dffa2991f4147d,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/BALLARD.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/BALLARD_d64d6a95a66a.txt,text/plain,4259,d64d6a95a66a3d20f9d775b7a2ff9b31761413d6a4fad6bb94813229fabfda1c,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/BARREN.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/BARREN_202934237a26.txt,text/plain,4259,202934237a26f5b9a2308176903e4a964054fb427b7a1ac4fba7c634df38c27b,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/BATH.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/BATH_059670b7d38b.txt,text/plain,4259,059670b7d38b979dffb2caf514f92295f32a1d8f1dfe2db9481be254fa6bf703,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/BELL.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/BELL_79616c4de666.txt,text/plain,5161,79616c4de6669dd2342030c8bb30b15d8dd04598ef06fbf58b7a49ef5595d2de,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/BOONE.txt,2026-08-22T05:49:25+00:00,data/raw/southern_sos_elections/KY/2000/BOONE_2a1c0746db8f.txt,text/plain,5079,2a1c0746db8ff57d516c04cd0517757851c23eca7158375232f4460ef56c5278,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/BOURBON.txt,2026-08-22T05:49:26+00:00,data/raw/southern_sos_elections/KY/2000/BOURBON_a5844984449b.txt,text/plain,5161,a5844984449bcaea4444e05a1080ea658e944c3bd810342b8e4d21b1634879d2,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/BOYD.txt,2026-08-22T05:49:26+00:00,data/raw/southern_sos_elections/KY/2000/BOYD_20eec9686e3f.txt,text/plain,4259,20eec9686e3f9a80373786b0f14f0c8b890142ce354ebb304c51f32a778d4413,,unknown
KY,2000,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2000-2009/2007/General%20Election/Adair-Bullitt/BOYLE.txt,2026-08-22T05:49:26+00:00,data/raw/southern_sos_elections/KY/2000/BOYLE_9dc48a7dedea.txt,text/plain,4259,9dc48a7dedea346e74f3c9d8dfcb3cba2955781a74e7a4db4ac0fbf7b550d0c5,,unknown
