source_file_id,provider,source_url,retrieved_at,source_last_modified,sha256,size_bytes,media_type,license_or_terms,state_code,cycle,geography_vintage,authoritative_scope,ingest_status,local_path
OPENELECTIONS-2012-MS-COUNTY,OpenElections conversion of Mississippi Secretary of State,https://raw.githubusercontent.com/openelections/openelections-data-ms/ed58cb2d2480744f02aac7a285b47d10676ff14d/2012/20121106__ms__general.csv,2026-09-04T05:37:00.883541+00:00,,94fd40be822441413de67f22cb6969d0217b21778563bc75d984a0be6727d352,55413,text/csv,OpenElections public repository; converted official Mississippi county results,MS,2012,2012 county reporting units,County-level reconciliation for 2012 Mississippi general-election returns,acquired,data/raw/openelections_historical_gaps/MS/2012/20121106__ms__general.csv
