source_file_id,provider,source_url,retrieved_at,source_last_modified,sha256,size_bytes,media_type,license_or_terms,state_code,cycle,chamber,geography_vintage,authoritative_scope,ingest_status,local_path
CENSUS-TIGER-2020-FL-SLDL-DETAILED,U.S. Census Bureau,https://www2.census.gov/geo/tiger/TIGER2020/SLDL/tl_2020_12_sldl.zip,2026-09-04T04:06:20.257369+00:00,"Tue, 02 Feb 2021 01:42:03 GMT",2e03f0d7a1b0f6491e10f5a1af069470e92d12fb4c845d9d97b020a686bed451,2248463,application/zip,U.S. Census Bureau public data; TIGER/Line attribution required,FL,2020,lower,TIGER/Line 2020 full-resolution state legislative district,Detailed geometry supplement; usable only after same-plan overlay validation,acquired,data/raw/census/southern_2020_detailed_plan_supplements/tl_2020_12_sldl.zip
CENSUS-TIGER-2020-FL-SLDU-DETAILED,U.S. Census Bureau,https://www2.census.gov/geo/tiger/TIGER2020/SLDU/tl_2020_12_sldu.zip,2026-09-04T04:06:20.257369+00:00,"Tue, 02 Feb 2021 01:42:04 GMT",d94108c686c11f15e80cc9ffe93724cdf9832b9d16e1a8bc1963540cd8672239,1525280,application/zip,U.S. Census Bureau public data; TIGER/Line attribution required,FL,2020,upper,TIGER/Line 2020 full-resolution state legislative district,Detailed geometry supplement; usable only after same-plan overlay validation,acquired,data/raw/census/southern_2020_detailed_plan_supplements/tl_2020_12_sldu.zip
CENSUS-TIGER-2020-NC-SLDL-DETAILED,U.S. Census Bureau,https://www2.census.gov/geo/tiger/TIGER2020/SLDL/tl_2020_37_sldl.zip,2026-09-04T04:06:20.257369+00:00,"Tue, 02 Feb 2021 01:48:04 GMT",8a7a67017d6f39c5cf5afe980cedd2046c22383eec808c45735aa419d02470e3,5437404,application/zip,U.S. Census Bureau public data; TIGER/Line attribution required,NC,2020,lower,TIGER/Line 2020 full-resolution state legislative district,Detailed geometry supplement; usable only after same-plan overlay validation,acquired,data/raw/census/southern_2020_detailed_plan_supplements/tl_2020_37_sldl.zip
CENSUS-TIGER-2020-NC-SLDU-DETAILED,U.S. Census Bureau,https://www2.census.gov/geo/tiger/TIGER2020/SLDU/tl_2020_37_sldu.zip,2026-09-04T04:06:20.258369+00:00,"Tue, 02 Feb 2021 01:48:05 GMT",41eda6be31c2e441476c74def39396677370d48a5b060eaf29694def70f02c21,3349222,application/zip,U.S. Census Bureau public data; TIGER/Line attribution required,NC,2020,upper,TIGER/Line 2020 full-resolution state legislative district,Detailed geometry supplement; usable only after same-plan overlay validation,acquired,data/raw/census/southern_2020_detailed_plan_supplements/tl_2020_37_sldu.zip
CENSUS-TIGER-2020-TX-SLDL-DETAILED,U.S. Census Bureau,https://www2.census.gov/geo/tiger/TIGER2020/SLDL/tl_2020_48_sldl.zip,2026-09-04T04:06:20.258369+00:00,"Tue, 02 Feb 2021 01:50:42 GMT",0191679018842835667098862439dc0e8e776ec3766c3a5fad20cedf9d1edd40,6430099,application/zip,U.S. Census Bureau public data; TIGER/Line attribution required,TX,2020,lower,TIGER/Line 2020 full-resolution state legislative district,Detailed geometry supplement; usable only after same-plan overlay validation,acquired,data/raw/census/southern_2020_detailed_plan_supplements/tl_2020_48_sldl.zip
CENSUS-TIGER-2020-TX-SLDU-DETAILED,U.S. Census Bureau,https://www2.census.gov/geo/tiger/TIGER2020/SLDU/tl_2020_48_sldu.zip,2026-09-04T04:06:20.259369+00:00,"Tue, 02 Feb 2021 01:50:43 GMT",26865d8fadb05e33a7ecf1d095742585fb52db942f01c07f92b3461ba3781c49,3276671,application/zip,U.S. Census Bureau public data; TIGER/Line attribution required,TX,2020,upper,TIGER/Line 2020 full-resolution state legislative district,Detailed geometry supplement; usable only after same-plan overlay validation,acquired,data/raw/census/southern_2020_detailed_plan_supplements/tl_2020_48_sldu.zip
