source_file_id,provider,source_url,retrieved_at,sha256,media_type,size_bytes,license_or_terms,state_code,cycle,geography_vintage,authoritative_scope,ingest_status,acquisition_method,data_kind,local_path,request_parameters,query_scope,record_count,response_limit,notes
finance:ar:contributions_and_loans:2022:102e918f07:1de2be43fe61,Arkansas Secretary of State,https://api-ethics-disclosures.sos.arkansas.gov/api/ExportData/GetExportPublicDownloadData,2026-08-30T18:37:51+00:00,1de2be43fe61cee7910bb1f77349c6625fd6d25e9bfc0d965c45d325153ea909,text/csv,410645,official public records; reuse terms not stated on download page,AR,2022,not_applicable,reported campaign-finance contributions_and_loans filed in 2022; statewide current-system export,acquired_unparsed,official_public_api_export,contributions_and_loans,data/raw/finance/southern/AR/2022_contributions_and_loans.csv,"{""filingYear"":""2022"",""transactionTypeCode"":""TCON"",""type"":""CSV""}",,,,Raw provider artifact; may include non-legislative filers.
finance:ar:expenditures:2022:9ae9012d63:cc8a32ce3922,Arkansas Secretary of State,https://api-ethics-disclosures.sos.arkansas.gov/api/ExportData/GetExportPublicDownloadData,2026-08-30T18:37:51+00:00,cc8a32ce39229732adaceead45974c1957ec9a04e37e5cf571c626a1f19048a4,text/csv,14274,official public records; reuse terms not stated on download page,AR,2022,not_applicable,reported campaign-finance expenditures filed in 2022; statewide current-system export,acquired_unparsed,official_public_api_export,expenditures,data/raw/finance/southern/AR/2022_expenditures.csv,"{""filingYear"":""2022"",""transactionTypeCode"":""TEXP"",""type"":""CSV""}",,,,Raw provider artifact; may include non-legislative filers.
finance:ar:contributions_and_loans:2023:46c376207c:ca7a90e6e2ec,Arkansas Secretary of State,https://api-ethics-disclosures.sos.arkansas.gov/api/ExportData/GetExportPublicDownloadData,2026-08-30T18:37:52+00:00,ca7a90e6e2eca3d3b2f1e9b535d78f997b8b0135b83b9eeb807dd44280b901dd,text/csv,69496828,official public records; reuse terms not stated on download page,AR,2023,not_applicable,reported campaign-finance contributions_and_loans filed in 2023; statewide current-system export,acquired_unparsed,official_public_api_export,contributions_and_loans,data/raw/finance/southern/AR/2023_contributions_and_loans.csv,"{""filingYear"":""2023"",""transactionTypeCode"":""TCON"",""type"":""CSV""}",,,,Raw provider artifact; may include non-legislative filers.
finance:ar:expenditures:2023:b18f6408c7:6a503a3dc0e2,Arkansas Secretary of State,https://api-ethics-disclosures.sos.arkansas.gov/api/ExportData/GetExportPublicDownloadData,2026-08-30T18:37:52+00:00,6a503a3dc0e282f8c499861a70e8582844a44016d60516f73f5404433559cb27,text/csv,2882691,official public records; reuse terms not stated on download page,AR,2023,not_applicable,reported campaign-finance expenditures filed in 2023; statewide current-system export,acquired_unparsed,official_public_api_export,expenditures,data/raw/finance/southern/AR/2023_expenditures.csv,"{""filingYear"":""2023"",""transactionTypeCode"":""TEXP"",""type"":""CSV""}",,,,Raw provider artifact; may include non-legislative filers.
finance:ar:contributions_and_loans:2024:d116e5590b:7e8e9d3ff7e5,Arkansas Secretary of State,https://api-ethics-disclosures.sos.arkansas.gov/api/ExportData/GetExportPublicDownloadData,2026-08-30T18:37:54+00:00,7e8e9d3ff7e53678b8c46a5ff081479335956208147ac7a85d83f448f83d9c31,text/csv,102791310,official public records; reuse terms not stated on download page,AR,2024,not_applicable,reported campaign-finance contributions_and_loans filed in 2024; statewide current-system export,acquired_unparsed,official_public_api_export,contributions_and_loans,data/raw/finance/southern/AR/2024_contributions_and_loans.csv,"{""filingYear"":""2024"",""transactionTypeCode"":""TCON"",""type"":""CSV""}",,,,Raw provider artifact; may include non-legislative filers.
finance:ar:expenditures:2024:37f203fec2:0906ba7d9116,Arkansas Secretary of State,https://api-ethics-disclosures.sos.arkansas.gov/api/ExportData/GetExportPublicDownloadData,2026-08-30T18:37:55+00:00,0906ba7d9116b705bb83fe46f053dbe45f6df0a27920ec52cd87a723053a2797,text/csv,5060077,official public records; reuse terms not stated on download page,AR,2024,not_applicable,reported campaign-finance expenditures filed in 2024; statewide current-system export,acquired_unparsed,official_public_api_export,expenditures,data/raw/finance/southern/AR/2024_expenditures.csv,"{""filingYear"":""2024"",""transactionTypeCode"":""TEXP"",""type"":""CSV""}",,,,Raw provider artifact; may include non-legislative filers.
finance:fl:contributions:2016:a87cddcfa5:e8610fb43eba,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:43+00:00,e8610fb43eba67d17582d438376ac400a642eaf59e1eecdd51f40803f85650f5,text/tab-separated-values,348848,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning A",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/A.tsv,"{""CanFName"":"""",""CanLName"":""A"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=A,2868,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:da230887c8:88c581f01ef3,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:46+00:00,88c581f01ef306b2d17bf856aa68d76d755199d8f5e5eedf131339cb12a9815f,text/tab-separated-values,971171,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning B",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/B.tsv,"{""CanFName"":"""",""CanLName"":""B"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=B,7893,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:74bca5a1a8:b7bb0f8e7145,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:47+00:00,b7bb0f8e71456aeb4af2ddbe7567ad323231eb8c66980537e12ec587a4ed2238,text/tab-separated-values,231017,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning C",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/C.tsv,"{""CanFName"":"""",""CanLName"":""C"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=C,1806,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:2fad5f11b2:34623c63337a,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:47+00:00,34623c63337a4d8cd08ba216557ca8487a43f9ee3cfc3591d0e260e46e28dcdc,text/tab-separated-values,190962,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning D",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/D.tsv,"{""CanFName"":"""",""CanLName"":""D"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=D,1302,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:3d53e352b3:1e0ecc3a1c85,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:48+00:00,1e0ecc3a1c85d15b70660bbb0d2ff0b3794b8fb3ebc74e12cebcd760f8f6acc7,text/tab-separated-values,4801,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning E",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/E.tsv,"{""CanFName"":"""",""CanLName"":""E"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=E,38,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:d7a9cf1a60:6e36a76be2d8,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:49+00:00,6e36a76be2d859dba02de55ed716cb13a12c55553dbf5bda99ab5ba1c853724d,text/tab-separated-values,469684,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning F",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/F.tsv,"{""CanFName"":"""",""CanLName"":""F"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=F,3625,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:fe9888ccc3:54c41321d987,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:51+00:00,54c41321d987224d24d1ee7ff4d24ec23152e813543f6e1a92cf7b87b73c96f5,text/tab-separated-values,675434,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning G",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/G.tsv,"{""CanFName"":"""",""CanLName"":""G"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=G,5461,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:a24f62e7a1:7aa2896fa2de,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:53+00:00,7aa2896fa2de401e57859c45ac02370b5cf36dd5036e7eff6e3a11debf8760c0,text/tab-separated-values,493416,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning H",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/H.tsv,"{""CanFName"":"""",""CanLName"":""H"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=H,3984,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:b3984a847b:18d1bed2fc9a,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:53+00:00,18d1bed2fc9a38a003f908bd0ed79cad98ef8373ef21283185cb053c86ec1625,text/tab-separated-values,212,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning I",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/I.tsv,"{""CanFName"":"""",""CanLName"":""I"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=I,1,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:969671f249:5027d381f676,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:53+00:00,5027d381f67693c280195ffecbc60df6c63310b65c350449ea187000043f6355,text/tab-separated-values,3084,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning J",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/J.tsv,"{""CanFName"":"""",""CanLName"":""J"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=J,26,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:c2d1d11b3f:bc298b659e89,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:54+00:00,bc298b659e8916a07ddc77caa10bd45345ede0df7aee4151b39241afca5ad01b,text/tab-separated-values,136486,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning K",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/K.tsv,"{""CanFName"":"""",""CanLName"":""K"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=K,1144,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:fe6d7b82e5:f141cff8a47b,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:55+00:00,f141cff8a47b22c5a8018aad59893265baceec09d713496d34eb8a0866d392ea,text/tab-separated-values,155751,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning L",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/L.tsv,"{""CanFName"":"""",""CanLName"":""L"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=L,1226,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:81a92eba3f:f7761eeb75dc,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:56+00:00,f7761eeb75dce2c722aa13252838935cb1e375f690ee525d9d7a49f0d9b4bcbc,text/tab-separated-values,345975,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning M",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/M.tsv,"{""CanFName"":"""",""CanLName"":""M"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=M,2744,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:ec29b6cb9e:b5fdf3635107,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:57+00:00,b5fdf3635107d7c036ccba2260d08816cd51a87ffbe1305ba650ebf7ef79aade,text/tab-separated-values,218861,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning N",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/N.tsv,"{""CanFName"":"""",""CanLName"":""N"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=N,1765,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:41d23a01ce:b01a0e399b39,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:57+00:00,b01a0e399b393e5d5b347b4b7a95ad3534cec339379915cf0574c3aa0c466d6c,text/tab-separated-values,79346,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning O",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/O.tsv,"{""CanFName"":"""",""CanLName"":""O"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=O,643,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:31807b209a:ef5e1aaabd17,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:59+00:00,ef5e1aaabd1761de1d5056a1e27d092fffeea8c2ae5d9fe32e15e2ee255c759f,text/tab-separated-values,660969,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning P",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/P.tsv,"{""CanFName"":"""",""CanLName"":""P"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=P,5391,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:246023f3f5:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:44:59+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning Q",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/Q.tsv,"{""CanFName"":"""",""CanLName"":""Q"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=Q,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:1d109d843f:a4003cf97ba6,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:45:01+00:00,a4003cf97ba61a196a919f352c4b067507a350ef89b682629e1b0896bc937312,text/tab-separated-values,460770,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning R",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/R.tsv,"{""CanFName"":"""",""CanLName"":""R"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=R,3787,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2016:d744287a61:e77bc32b6b84,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:45:03+00:00,e77bc32b6b84d4e3792285487ca4918a6ae0ee7b5831ebb6fcb5f804a3316d01,text/tab-separated-values,819176,official public records; reuse terms not stated on download page,FL,2016,not_applicable,"reported contributions for Florida STS candidates assigned to the 2016 general-election record, candidate surname beginning S",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2016/STS/S.tsv,"{""CanFName"":"""",""CanLName"":""S"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20161108-GEN"",""namesearch"":""2"",""office"":""STS"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2016;office=STS;surname_prefix=S,6778,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
