state,cycle,chamber,district,party,candidate,provider_candidate,provider_identity,candidate_filer_id,campaign_id,match_score,match_margin,candidates_considered,match_status,event_target,committee_names,committee_name,source_path,registration_cycle,source_reported_total,match_method,adjudication_id,record_count,total_contributions
FL,2016,house,119,R,"nunez, jeanette m",Jeanette M. Nunez,house|119|JEANETTE M NUNEZ|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,house,120,D,"horton, dan",Dan Horton,house|120|DAN HORTON|D,,,100.0,60.0,3,accepted_automatic,,,,,,,,,,
FL,2016,house,120,R,"raschein, holly m",Holly Raschein,house|120|HOLLY RASCHEIN|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,1,R,"broxson, doug",Doug Broxson,senate|1|DOUG BROXSON|R,,,100.0,63.63636363636363,4,accepted_automatic,,,,,,,,,,
FL,2016,senate,2,R,"gainer, george b",George B. Gainer,senate|2|GEORGE B GAINER|R,,,100.0,68.0,2,accepted_automatic,,,,,,,,,,
FL,2016,senate,3,D,"montford, bill",Bill Montford,senate|3|BILL MONTFORD|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,3,R,"miller, nancy",Nancy Miller,senate|3|NANCY MILLER|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,4,R,"bean, aaron",Aaron Bean,senate|4|AARON BEAN|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,5,R,"bradley, rob",Rob Bradley,senate|5|ROB BRADLEY|R,,,100.0,84.0,2,accepted_automatic,,,,,,,,,,
FL,2016,senate,6,D,"gibson, audrey",Audrey Gibson,senate|6|AUDREY GIBSON|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,7,D,"ceballos, curtis",Curtis Ceballos,senate|7|CURTIS CEBALLOS|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,7,R,"hutson, travis",Travis Hutson,senate|7|TRAVIS HUTSON|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,8,D,"smith, randy 2",Rod Smith,senate|8|ROD SMITH|D,,,90.0,90.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,8,R,"perry, warren k (keith)",Keith Perry,senate|8|KEITH PERRY|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,9,R,"simmons, david",David Simmons,senate|9|DAVID SIMMONS|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,10,R,"simpson, wilton",Wilton Simpson,senate|10|WILTON SIMPSON|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,11,D,"bracy, randolph",Randolph Bracy,senate|11|RANDOLPH BRACY|D,,,100.0,60.0,4,accepted_automatic,,,,,,,,,,
FL,2016,senate,12,R,"baxley, dennis k",Dennis Baxley,senate|12|DENNIS BAXLEY|R,,,100.0,68.75,3,accepted_automatic,,,,,,,,,,
FL,2016,senate,13,D,"stewart, linda",Linda Stewart,senate|13|LINDA STEWART|D,,,100.0,61.53846153846154,3,accepted_automatic,,,,,,,,,,
FL,2016,senate,13,R,"asher, dean",Dean Asher,senate|13|DEAN ASHER|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,14,R,"hukill, dorothy l",Dorothy L. Hukill,senate|14|DOROTHY L HUKILL|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,15,D,"torres, victor m, jr",Victor M. Torres Jr,senate|15|VICTOR M TORRES|D,,,100.0,80.95238095238095,2,accepted_automatic,,,,,,,,,,
FL,2016,senate,15,R,"vivaldi, peter",Peter Vivaldi,senate|15|PETER VIVALDI|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,16,R,"latvala, jack",Jack Latvala,senate|16|JACK LATVALA|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,17,D,"tidd, amy c",Amy C. Tidd,senate|17|AMY C TIDD|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,17,R,"mayfield, debbie",Debbie Mayfield,senate|17|DEBBIE MAYFIELD|R,,,100.0,61.53846153846154,3,accepted_automatic,,,,,,,,,,
FL,2016,senate,18,D,"buesing, bob",Bob Buesing,senate|18|BOB BUESING|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,18,R,"young, dana",Dana Young,senate|18|DANA YOUNG|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,19,D,"rouson, darryl e",Darryl Ervin Rouson,senate|19|DARRYL ERVIN ROUSON|D,,,100.0,60.0,4,accepted_automatic,,,,,,,,,,
FL,2016,senate,19,R,"houman, john (mrmanners)",John Mr Manners Houman,senate|19|JOHN MANNERS HOUMAN|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,20,R,"lee, tom",Tom Lee,senate|20|TOM LEE|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,21,R,"galvano, william (bill)",Bill Galvano,senate|21|BILL GALVANO|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,22,D,"wright, debra s",Debra S. Wright,senate|22|DEBRA S WRIGHT|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,22,R,"stargel, kelli",Kelli Stargel,senate|22|KELLI STARGEL|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,23,D,"alcock, frank r",Frank R. Alcock III,senate|23|FRANK R ALCOCK|D,,,100.0,42.85714285714285,2,accepted_automatic,,,,,,,,,,
FL,2016,senate,23,R,"steube, greg",Greg Steube,senate|23|GREG STEUBE|R,,,100.0,61.90476190476191,6,accepted_automatic,,,,,,,,,,
FL,2016,senate,24,R,"brandes, jeff",Jeff Brandes,senate|24|JEFF BRANDES|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,25,D,"moore, bruno",Bruno Moore,senate|25|BRUNO MOORE|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,25,R,"negron, joe",Joe Negron,senate|25|JOE NEGRON|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,26,R,"grimsley, denise",Denise Grimsley,senate|26|DENISE GRIMSLEY|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,27,R,"benacquisto, lizbeth",Lizbeth Benacquisto,senate|27|LIZBETH BENACQUISTO|R,,,100.0,68.75,2,accepted_automatic,,,,,,,,,,
FL,2016,senate,28,R,"passidomo, kathleen c",Kathleen Passidomo,senate|28|KATHLEEN PASSIDOMO|R,,,100.0,64.28571428571429,2,accepted_automatic,,,,,,,,,,
FL,2016,senate,29,D,"greensteinrader, kevin j",Kevin Rader,senate|29|KEVIN RADER|D,,,95.0,75.0,2,accepted_automatic,,,,,,,,,,
FL,2016,senate,30,D,"powell, bobby, jr",Bobby Powell,senate|30|BOBBY POWELL|D,,,100.0,72.72727272727273,3,accepted_automatic,,,,,,,,,,
FL,2016,senate,30,R,"berman, ron",Ron Berman,senate|30|RON BERMAN|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,31,D,"clemens, jeff",Jeff Clemens,senate|31|JEFF CLEMENS|D,,,100.0,64.28571428571429,3,accepted_automatic,,,,,,,,,,
FL,2016,senate,32,D,"book, lauren",Lauren Book,senate|32|LAUREN BOOK|D,,,100.0,61.53846153846154,2,accepted_automatic,,,,,,,,,,
FL,2016,senate,33,D,"thurston, perry e, jr",Perry E. Thurston Jr.,senate|33|PERRY E THURSTON|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,34,D,"farmer, gary m, jr",Gary Farmer,senate|34|GARY FARMER|D,,,100.0,60.0,3,accepted_automatic,,,,,,,,,,
FL,2016,senate,34,R,"iotova, antoanet",Antoanet Iotova,senate|34|ANTOANET IOTOVA|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,35,D,"braynon, oscar, ii",Oscar Braynon II,senate|35|OSCAR BRAYNON|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,36,D,"peralta, anabella g",Anabella Grohoski Peralta,senate|36|ANABELLA GROHOSKI PERALTA|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,36,R,"garcia, rene",Rene Garcia,senate|36|RENE GARCIA|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,37,D,"rodriguez, jose j",Jose Javier Rodriguez,senate|37|JOSE JAVIER RODRIGUEZ|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,37,R,"diazdelaportilla, miguel",Miguel Diaz de la Portilla,senate|37|MIGUEL DIAZ DE LA PORTILLA|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,38,D,"campbell, daphne",Daphne Campbell,senate|38|DAPHNE CAMPBELL|D,,,100.0,58.62068965517241,8,accepted_automatic,,,,,,,,,,
FL,2016,senate,39,D,"mucarselpowell, debbie",Debbie Mucarsel-Powell,senate|39|DEBBIE MUCARSEL POWELL|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,39,R,"flores, anitere",Anitere Flores,senate|39|ANITERE FLORES|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2016,senate,40,D,"bullard, dwight m",Dwight M. Bullard,senate|40|DWIGHT M BULLARD|D,,,100.0,71.42857142857143,4,accepted_automatic,,,,,,,,,,
FL,2016,senate,40,R,"artiles, frank",Frank Artiles,senate|40|FRANK ARTILES|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,1,D,"garrett, vikki",Vikki Garrett,house|1|VIKKI GARRETT|D,,,100.0,72.97297297297297,2,accepted_automatic,,,,,,,,,,
FL,2018,house,1,R,"hill, mike",Mike Hill,house|1|MIKE HILL|R,,,100.0,71.42857142857143,4,accepted_automatic,,,,,,,,,,
FL,2018,house,2,R,"andrade, alex",Alex Andrade,house|2|ALEX ANDRADE|R,,,100.0,71.42857142857143,2,accepted_automatic,,,,,,,,,,
FL,2018,house,3,R,"williamson, jayer",Jayer Williamson,house|3|JAYER WILLIAMSON|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,4,D,"koelzer, rebecca",Rebecca Koelzer,house|4|REBECCA KOELZER|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,4,R,"ponder, mel",Mel Ponder,house|4|MEL PONDER|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,5,R,"drake, brad",Brad Drake,house|5|BRAD DRAKE|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,6,R,"trumbull, jay",Jay Trumbull,house|6|JAY TRUMBULL|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,7,R,"beshears, halsey w",Halsey W. Beshears,house|7|HALSEY W BESHEARS|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,8,D,"alexander, ramon",Ramon Alexander,house|8|RAMON ALEXANDER|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,9,D,"ausley, loranne",Loranne Ausley,house|9|LORANNE AUSLEY|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,10,D,"williams, ronald w, ii",Ronald W. Williams II,house|10|RONALD W WILLIAMS|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,10,R,"brannan, chuck",Chuck Brannan,house|10|CHUCK BRANNAN|R,,,100.0,60.0,2,accepted_automatic,,,,,,,,,,
FL,2018,house,11,D,"rohrbaugh, nathcelly l",Nathcelly Leroy Rohrbaugh,house|11|NATHCELLY LEROY ROHRBAUGH|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,11,R,"byrd, cord",Cord Byrd,house|11|CORD BYRD|R,,,100.0,80.0,2,accepted_automatic,,,,,,,,,,
FL,2018,house,12,D,"norrisyost, timothy j",Timothy Jon Norris Yost,house|12|TIMOTHY JON NORRIS YOST|D,,,94.73684210526316,94.73684210526316,1,accepted_automatic,,,,,,,,,,
FL,2018,house,12,R,"yarborough, clay",Clay Yarborough,house|12|CLAY YARBOROUGH|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,13,D,"davis, tracie",Tracie Davis,house|13|TRACIE DAVIS|D,,,100.0,62.96296296296296,2,accepted_automatic,,,,,,,,,,
FL,2018,house,14,D,"daniels, kimberly",Kimberly Daniels,house|14|KIMBERLY DANIELS|D,,,100.0,66.66666666666667,2,accepted_automatic,,,,,,,,,,
FL,2018,house,15,D,"polson, tracye a",Tracye Ann Polson,house|15|TRACYE ANN POLSON|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,15,R,"duggan, wyman",Wyman Duggan,house|15|WYMAN DUGGAN|R,,,100.0,66.66666666666667,3,accepted_automatic,,,,,,,,,,
FL,2018,house,16,D,"organes, ken",Ken Organes,house|16|KEN ORGANES|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,16,R,"fischer, jason",Jason Fischer,house|16|JASON FISCHER|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,17,R,"stevenson, cyndi",Cyndi Stevenson,house|17|CYNDI STEVENSON|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,18,R,"cummings, travis",Travis Cummings,house|18|TRAVIS CUMMINGS|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,19,D,"still, paul",Paul Still,house|19|PAUL STILL|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,19,R,"payne, bobby",Bobby Payne,house|19|BOBBY PAYNE|R,,,100.0,65.51724137931035,2,accepted_automatic,,,,,,,,,,
FL,2018,house,20,D,"watson, clovis, jr",Clovis Watson Jr,house|20|CLOVIS WATSON|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,21,D,"leehaeseler, jason",Jason Lee Haeseler,house|21|JASON LEE HAESELER|D,,,100.0,57.14285714285714,3,accepted_automatic,,,,,,,,,,
FL,2018,house,21,R,"clemons, chuck",Chuck Clemons,house|21|CHUCK CLEMONS|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,22,D,"parker, bernard",Bernard Parker,house|22|BERNARD PARKER|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,22,R,"stone, charlie",Charlie Stone,house|22|CHARLIE STONE|R,,,100.0,55.55555555555556,2,accepted_automatic,,,,,,,,,,
FL,2018,house,23,D,"griffin, carl",Carl Griffin,house|23|CARL GRIFFIN|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,23,R,"mcclain, stan",Stan McClain,house|23|STAN MC CLAIN|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,24,D,"morley, adam",Adam Morley,house|24|ADAM MORLEY|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,24,R,"renner, paul",Paul Renner,house|24|PAUL RENNER|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,25,D,"tripp, kathleen (katie)","Kathleen  ""Katie"" Tripp",house|25|KATHLEEN KATIE TRIPP|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,25,R,"leek, tom",Tom Leek,house|25|TOM LEEK|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,26,D,"henry, patrick",Patrick Henry,house|26|PATRICK HENRY|D,,,100.0,67.74193548387096,2,accepted_automatic,,,,,,,,,,
FL,2018,house,26,R,"fetterhoff, elizabeth",Elizabeth Fetterhoff,house|26|ELIZABETH FETTERHOFF|R,,,100.0,74.19354838709677,2,accepted_automatic,,,,,,,,,,
FL,2018,house,27,D,"lawrence, carol",Carol Lawrence,house|27|CAROL LAWRENCE|D,,,100.0,62.5,3,accepted_automatic,,,,,,,,,,
FL,2018,house,27,R,"santiago, david",David Santiago,house|27|DAVID SANTIAGO|R,,,100.0,66.66666666666667,2,accepted_automatic,,,,,,,,,,
FL,2018,house,28,D,"mangold, lee",Lee Mangold,house|28|LEE MANGOLD|D,,,100.0,72.41379310344828,2,accepted_automatic,,,,,,,,,,
FL,2018,house,28,R,"smith, david",David Smith,house|28|DAVID SMITH|R,,,100.0,61.29032258064516,2,accepted_automatic,,,,,,,,,,
FL,2018,house,29,D,"kagan, tracey",Tracey Kagan,house|29|TRACEY KAGAN|D,,,100.0,50.0,3,accepted_automatic,,,,,,,,,,
FL,2018,house,29,R,"plakon, scott",Scott Plakon,house|29|SCOTT PLAKON|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,30,D,"goffmarcil, joy",Joy Goff-Marcil,house|30|JOY GOFF MARCIL|D,,,100.0,71.42857142857143,3,accepted_automatic,,,,,,,,,,
FL,2018,house,30,R,"cortes, bob",Bob Cortes,house|30|BOB CORTES|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,31,D,"kaplan, debra a",Debra A. Kaplan,house|31|DEBRA A KAPLAN|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,31,R,"sullivan, jennifer",Jennifer Sullivan,house|31|JENNIFER SULLIVAN|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,32,D,"brown, cynthia",Cynthia Brown,house|32|CYNTHIA BROWN|D,,,100.0,67.74193548387096,2,accepted_automatic,,,,,,,,,,
FL,2018,house,32,R,"sabatini, anthony",Anthony Sabatini,house|32|ANTHONY SABATINI|R,,,100.0,58.620689655172406,3,accepted_automatic,,,,,,,,,,
FL,2018,house,33,D,"miller, oren l",Oren L. Miller,house|33|OREN L MILLER|D,,,100.0,68.75,2,accepted_automatic,,,,,,,,,,
FL,2018,house,33,R,"hage, brett",Brett Hage,house|33|BRETT HAGE|R,,,100.0,65.21739130434783,2,accepted_automatic,,,,,,,,,,
FL,2018,house,34,D,"reinhardt, paul j",Paul John Reinhardt,house|34|PAUL JOHN REINHARDT|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,34,R,"massullo, ralph, jr",Ralph Massullo Jr,house|34|RALPH MASSULLO|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,35,D,"kasperek, colleen",Colleen Kasperek,house|35|COLLEEN KASPEREK|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,35,R,"ingoglia, blaise",Blaise Ingoglia,house|35|BLAISE INGOGLIA|R,,,100.0,60.0,2,accepted_automatic,,,,,,,,,,
FL,2018,house,36,D,"jack, linda",Linda Jack,house|36|LINDA JACK|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,36,R,"mariano, amber",Amber Mariano,house|36|AMBER MARIANO|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,37,D,"garcia, tammy",Tammy Garcia,house|37|TAMMY GARCIA|D,,,100.0,64.70588235294117,2,accepted_automatic,,,,,,,,,,
FL,2018,house,37,R,"zika, ardian",Ardian Zika,house|37|ARDIAN ZIKA|R,,,100.0,61.53846153846154,5,accepted_automatic,,,,,,,,,,
FL,2018,house,38,R,"burgess, danny",Danny Burgess,house|38|DANNY BURGESS|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,39,D,"shirah, ricky",Ricky Shirah,house|39|RICKY SHIRAH|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,39,R,"tomkow, josie",Josie Tomkow,house|39|JOSIE TOMKOW|R,,,100.0,73.91304347826086,2,accepted_automatic,,,,,,,,,,
FL,2018,house,40,D,"terrell, shandale",Shandale Terrell,house|40|SHANDALE TERRELL|D,,,100.0,58.82352941176471,2,accepted_automatic,,,,,,,,,,
FL,2018,house,40,R,"burton, colleen",Colleen Burton,house|40|COLLEEN BURTON|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,41,R,"killebrew, sam",Sam Killebrew,house|41|SAM KILLEBREW|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,42,D,"cady, barbara",Barbara Cady,house|42|BARBARA CADY|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,42,R,"larosa, mike",Mike La Rosa,house|42|MIKE LA ROSA|R,,,100.0,72.41379310344828,2,accepted_automatic,,,,,,,,,,
FL,2018,house,43,D,"cortes, john",John Cortes,house|43|JOHN CORTES|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,44,D,"thompson, geraldine f (geri)",Geraldine F. Thompson,house|44|GERALDINE F THOMPSON|D,,,100.0,60.869565217391305,5,accepted_automatic,,,,,,,,,,
FL,2018,house,44,R,"olszewski, robert (bobbyo)","Robert ""Bobby O"" Olszewski",house|44|ROBERT BOBBY O OLSZEWSKI|R,,,100.0,72.97297297297297,2,accepted_automatic,,,,,,,,,,
FL,2018,house,45,D,"brown, kamia l",Kamia L. Brown,house|45|KAMIA L BROWN|D,,,100.0,62.96296296296296,2,accepted_automatic,,,,,,,,,,
FL,2018,house,46,D,"antone, bruce h",Bruce Hadley Antone,house|46|BRUCE HADLEY ANTONE|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,47,D,"eskamani, anna v",Anna V. Eskamani,house|47|ANNA V ESKAMANI|D,,,100.0,76.0,2,accepted_automatic,,,,,,,,,,
FL,2018,house,47,R,"reeves, stockton",Stockton Reeves,house|47|STOCKTON REEVES|R,,,100.0,75.0,3,accepted_automatic,,,,,,,,,,
FL,2018,house,48,D,"mercado, amy",Amy Mercado,house|48|AMY MERCADO|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,48,R,"chandler, george",George Chandler,house|48|GEORGE CHANDLER|R,,,100.0,65.51724137931035,2,accepted_automatic,,,,,,,,,,
FL,2018,house,49,D,"smith, carlos g",Carlos Guillermo Smith,house|49|CARLOS GUILLERMO SMITH|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,49,R,"griffin, ben",Ben Griffin,house|49|BEN GRIFFIN|R,,,100.0,76.92307692307693,2,accepted_automatic,,,,,,,,,,
FL,2018,house,50,D,"dirschka, pam",Pam Dirschka,house|50|PAM DIRSCHKA|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,50,R,"plasencia, rene p (coachp)","Rene ""Coach P"" Plasencia",house|50|RENE COACH P PLASENCIA|R,,,100.0,62.16216216216216,2,accepted_automatic,,,,,,,,,,
FL,2018,house,51,D,"blake, mike",Mike Blake,house|51|MIKE BLAKE|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,51,R,"sirois, tyler",Tyler Sirois,house|51|TYLER SIROIS|R,,,100.0,56.52173913043478,5,accepted_automatic,,,,,,,,,,
FL,2018,house,52,D,"durjanbegui, seeta",Seeta Durjan Begui,house|52|SEETA DURJAN BEGUI|D,,,100.0,60.0,2,accepted_automatic,,,,,,,,,,
FL,2018,house,52,R,"altman, thad",Thad Altman,house|52|THAD ALTMAN|R,,,100.0,64.70588235294119,2,accepted_automatic,,,,,,,,,,
FL,2018,house,53,D,"moore, phil",Phil Moore,house|53|PHIL MOORE|D,,,100.0,73.33333333333333,2,accepted_automatic,,,,,,,,,,
FL,2018,house,53,R,"fine, randy",Randy Fine,house|53|RANDY FINE|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,54,D,"haagenson, nicole",Nicole Haagenson,house|54|NICOLE HAAGENSON|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,54,R,"grall, erin",Erin Grall,house|54|ERIN GRALL|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,55,D,"asciutto, audrey",Audrey Asciutto,house|55|AUDREY ASCIUTTO|D,,,100.0,74.19354838709677,2,accepted_automatic,,,,,,,,,,
FL,2018,house,55,R,"pigman, cary",Cary Pigman,house|55|CARY PIGMAN|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,56,R,"bell, melony",Melony Bell,house|56|MELONY BELL|R,,,100.0,60.0,2,accepted_automatic,,,,,,,,,,
FL,2018,house,57,D,"katt, debbie",Debbie Katt,house|57|DEBBIE KATT|D,,,100.0,80.0,2,accepted_automatic,,,,,,,,,,
FL,2018,house,57,R,"beltran, mike",Mike Beltran,house|57|MIKE BELTRAN|R,,,100.0,52.38095238095239,3,accepted_automatic,,,,,,,,,,
FL,2018,house,58,D,"hornback, phil",Phil Hornback,house|58|PHIL HORNBACK|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,58,R,"mcclure, lawrence",Lawrence McClure,house|58|LAWRENCE MC CLURE|R,,,100.0,62.16216216216216,2,accepted_automatic,,,,,,,,,,
FL,2018,house,59,D,"hattersley, adam",Adam Hattersley,house|59|ADAM HATTERSLEY|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,59,R,"wicker, joe",Joe Wicker,house|59|JOE WICKER|R,,,100.0,72.72727272727273,2,accepted_automatic,,,,,,,,,,
FL,2018,house,60,D,"bellanti, debra",Debra Bellanti,house|60|DEBRA BELLANTI|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,60,R,"toledo, jackie",Jackie Toledo,house|60|JACKIE TOLEDO|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,61,D,"hart, dianne (msdee)","Dianne ""Ms Dee"" Hart",house|61|DIANNE DEE HART|D,,,100.0,60.0,4,accepted_automatic,,,,,,,,,,
FL,2018,house,62,D,"valdes, susan l",Susan L. Valdes,house|62|SUSAN L VALDES|D,,,100.0,56.52173913043478,7,accepted_automatic,,,,,,,,,,
FL,2018,house,63,D,"driskell, fentrice",Fentrice Driskell,house|63|FENTRICE DRISKELL|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,63,R,"harrison, shawn",Shawn Harrison,house|63|SHAWN HARRISON|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,64,D,"harrington, jessica",Jessica Harrington,house|64|JESSICA HARRINGTON|D,,,100.0,52.63157894736842,3,accepted_automatic,,,,,,,,,,
FL,2018,house,64,R,"grant, james",James Grant,house|64|JAMES GRANT|R,,,100.0,72.72727272727273,2,accepted_automatic,,,,,,,,,,
FL,2018,house,65,D,"laufer, sally a",Sally A. Laufer,house|65|SALLY A LAUFER|D,,,100.0,67.74193548387096,2,accepted_automatic,,,,,,,,,,
FL,2018,house,65,R,"sprowls, chris",Chris Sprowls,house|65|CHRIS SPROWLS|R,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,66,D,"heeren, alex",Alex Heeren,house|66|ALEX HEEREN|D,,,100.0,100.0,1,accepted_automatic,,,,,,,,,,
FL,2018,house,66,R,"diceglie, nick",Nick DiCeglie,house|66|NICK DI CEGLIE|R,,,100.0,75.0,2,accepted_automatic,,,,,,,,,,
FL,2018,house,67,D,"douglas, dawn c",Dawn C. Douglas,house|67|DAWN C DOUGLAS|D,,,100.0,63.63636363636363,2,accepted_automatic,,,,,,,,,,
