historical_war_run_id,cycle,chamber,district,published_raw_gap,reproduced_raw_gap,abs_difference_raw_gap,published_fitted_structural_expected_gap,reproduced_backcast_expected_gap,abs_difference_fitted_structural_expected_gap,published_fitted_structural_nonlag_expected_gap,reproduced_backcast_nonlag_expected_gap,abs_difference_fitted_structural_nonlag_expected_gap,published_fitted_lag_component,reproduced_backcast_lag_component,abs_difference_fitted_lag_component,published_war,reproduced_backcast_war,abs_difference_war,published_modern_backcast_structural_expected_gap,abs_difference_modern_backcast_structural_expected_gap,published_modern_backcast_war,abs_difference_modern_backcast_war
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,1,40.27466053766787,40.27466053766787,0.0,4.147388274801626,4.147388274801626,0.0,-0.1804360169531678,-0.1804360169531678,0.0,4.327824291754794,4.327824291754794,0.0,36.12727226286624,36.12727226286624,0.0,4.147388274801626,0.0,36.12727226286624,0.0
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,3,20.70193604119564,20.70193604119564,0.0,-2.147694142407992,-2.1476941424079916,4.440892098500626e-16,-4.83545475311574,-4.83545475311574,0.0,2.6877606107077483,2.6877606107077483,0.0,22.849630183603637,22.849630183603633,3.552713678800501e-15,-2.147694142407992,4.440892098500626e-16,22.849630183603637,3.552713678800501e-15
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,4,-16.37785463820417,-16.37785463820417,0.0,-3.049305448662753,-3.0493054486627535,4.440892098500626e-16,-1.3989207296850763,-1.3989207296850763,0.0,-1.6503847189776772,-1.6503847189776772,0.0,-13.328549189541416,-13.328549189541416,0.0,-3.049305448662753,4.440892098500626e-16,-13.328549189541416,0.0
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,6,7.757056296230493,7.757056296230493,0.0,-6.122495565243247,-6.122495565243247,0.0,-1.8347410567480813,-1.8347410567480813,0.0,-4.287754508495166,-4.287754508495166,0.0,13.87955186147374,13.87955186147374,0.0,-6.122495565243247,0.0,13.87955186147374,0.0
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,7,-2.9254723025280347,-2.9254723025280347,0.0,-4.341254368987329,-4.341254368987329,0.0,-7.202901924519944,-7.202901924519944,0.0,2.861647555532615,2.861647555532615,0.0,1.4157820664592942,1.4157820664592942,0.0,-4.341254368987329,0.0,1.4157820664592942,0.0
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,8,58.15275011822506,58.15275011822506,0.0,-6.0832951320179545,-6.0832951320179545,0.0,-2.5771496953053568,-2.5771496953053568,0.0,-3.5061454367125977,-3.5061454367125977,0.0,64.23604525024301,64.23604525024301,0.0,-6.0832951320179545,0.0,64.23604525024301,0.0
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,12,17.253303499057317,17.253303499057317,0.0,-6.007697055037773,-6.007697055037773,0.0,-4.414151853849822,-4.414151853849822,0.0,-1.5935452011879505,-1.5935452011879505,0.0,23.26100055409509,23.26100055409509,0.0,-6.007697055037773,0.0,23.26100055409509,0.0
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,15,17.686329495109042,17.686329495109042,0.0,15.278653107064816,15.278653107064816,0.0,8.100609898062855,8.100609898062855,0.0,7.178043209001961,7.178043209001961,0.0,2.4076763880442265,2.4076763880442265,0.0,15.278653107064816,0.0,2.4076763880442265,0.0
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,17,17.808928505477446,17.808928505477446,0.0,-9.950755143795108,-9.950755143795108,0.0,-7.097624322795772,-7.097624322795772,0.0,-2.853130820999336,-2.8531308209993362,4.440892098500626e-16,27.759683649272556,27.759683649272553,3.552713678800501e-15,-9.950755143795108,0.0,27.759683649272556,3.552713678800501e-15
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,19,20.754133142413814,20.754133142413814,0.0,-11.871272604614504,-11.871272604614504,0.0,-7.035157351952979,-7.035157351952979,0.0,-4.836115252661525,-4.836115252661525,0.0,32.62540574702832,32.62540574702832,0.0,-11.871272604614504,0.0,32.62540574702832,0.0
