historical_war_run_id,cycle,chamber,district,lag_context_available,raw_gap,fitted_backcast_expected_gap,war,war_party,bootstrap_draws,expected_gap_bootstrap_mean,expected_gap_se,expected_gap_p05,expected_gap_p95,war_p05,war_p95,war_interval_width,war_interval_excludes_zero,war_party_draw_agreement_share,war_party_stable_all_draws
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,1,True,40.27466053766787,4.147388274801626,36.12727226286624,D,200,3.6554724917746535,6.712226602850703,-7.815506479530621,14.527602317024439,25.74705822064343,48.09016701719849,22.343108796555057,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,3,True,20.70193604119564,-2.1476941424079916,22.849630183603633,D,200,-2.296407349942741,3.1127482576213414,-7.3941938213353975,2.762701968526095,17.939234072669546,28.096129862531036,10.15689578986149,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,4,True,-16.37785463820417,-3.0493054486627535,-13.328549189541416,R,200,-3.007245193439212,2.4604390004646333,-7.055903876390861,0.6459223171982496,-17.02377695540242,-9.321950761813309,7.70182619358911,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,6,True,7.757056296230493,-6.122495565243247,13.87955186147374,D,200,-5.847644580974933,4.3850216140935405,-12.971160559108668,1.5939929949569172,6.163063301273576,20.728216855339163,14.565153554065587,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,7,True,-2.9254723025280347,-4.341254368987329,1.4157820664592942,D,200,-3.3672113462926667,3.800923562849064,-9.744312775613045,3.2401418610960966,-6.165614163624131,6.81884047308501,12.984454636709142,False,0.565,False
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,8,True,58.15275011822506,-6.0832951320179545,64.23604525024301,D,200,-5.840860481603486,4.00766729568091,-12.382332737349966,0.7895882789035699,57.363161839321485,70.53508285557503,13.171921016253542,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,12,True,17.253303499057317,-6.007697055037773,23.26100055409509,D,200,-4.7972852897347416,3.041044465995485,-9.289990166029401,0.01476651348974487,17.23853698556757,26.54329366508672,9.304756679519148,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,15,True,17.686329495109042,15.278653107064816,2.4076763880442265,D,200,14.306248719675791,12.305499348529573,-6.643132795751939,33.66064494119312,-15.974315446084077,24.32946229086098,40.30377773694506,False,0.595,False
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,17,True,17.808928505477446,-9.950755143795108,27.759683649272553,D,200,-8.515852226467837,4.6785903191580145,-15.975801264941168,-1.1163610373612147,18.925289542838662,33.784729770418615,14.859440227579952,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,19,True,20.754133142413814,-11.871272604614504,32.62540574702832,D,200,-11.162571556930214,9.682666852948493,-27.180162977769466,4.665780773672965,16.08835236874085,47.93429612018328,31.845943751442427,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,26,True,21.156631856424163,-6.6348607256682826,27.791492582092445,D,200,-5.425297645535612,3.024635138828254,-9.905642587920678,-0.697685219010799,21.854317075434963,31.06227444434484,9.207957368909877,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,27,True,26.741201986702663,-6.461631906588098,33.20283389329076,D,200,-5.175597664368281,3.4665990778844007,-10.707714987810926,0.2808026544279045,26.460399332274758,37.44891697451359,10.988517642238829,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,28,True,20.51169079076965,-8.31145423954987,28.823145030319516,D,200,-7.028568050971594,3.364959973695497,-12.266215032910639,-1.7747155566743322,22.286406347443982,32.777905823680285,10.491499476236303,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,29,True,34.47109144945283,-6.598589443946742,41.06968089339957,D,200,-5.456206062766195,2.955788889954622,-10.058935169719934,-0.6075825785016292,35.078674027954456,44.53002661917276,9.451352591218303,True,1.0,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,30,True,15.83509011048188,-9.921106724053379,25.75619683453526,D,200,-8.42654938365425,5.36829788038091,-16.721087761564164,0.18058896479425487,15.654501145687625,32.55617787204604,16.901676726358417,True,1.0,True
