historical_war_run_id,cycle,chamber,district,lag_context_available,raw_gap,direct_overperformance,backcast_expected_gap,backcast_war,same_era_expected_gap,same_era_war,diff_same_era_minus_backcast,war_party_backcast,war_party_same_era,sign_change_same_era
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,1,True,40.27466053766787,40.27466053766787,4.147388274801626,36.12727226286624,30.429715622466908,9.844944915200962,-26.28232734766528,D,D,False
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,3,True,20.70193604119564,20.70193604119564,-2.1476941424079916,22.849630183603633,17.496383006598872,3.205553034596768,-19.644077149006865,D,D,False
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,4,True,-16.37785463820417,-16.37785463820417,-3.0493054486627535,-13.328549189541416,20.944004929218142,-37.32185956742231,-23.993310377880892,R,R,False
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,6,True,7.757056296230493,7.757056296230493,-6.122495565243247,13.87955186147374,16.858758274531294,-9.1017019783008,-22.98125383977454,D,R,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,7,True,-2.9254723025280347,-2.9254723025280347,-4.341254368987329,1.4157820664592942,20.234542536895773,-23.16001483942381,-24.575796905883102,D,R,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,8,True,58.15275011822506,58.15275011822506,-6.0832951320179545,64.23604525024301,16.22671802317851,41.92603209504655,-22.310013155196458,D,D,False
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,12,True,17.253303499057317,17.253303499057317,-6.007697055037773,23.26100055409509,21.48172590538762,-4.228422406330303,-27.489422960425394,D,R,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,15,True,17.686329495109042,17.686329495109042,15.278653107064816,2.4076763880442265,43.684977515496,-25.99864802038696,-28.406324408431185,D,R,True
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,17,True,17.808928505477446,17.808928505477446,-9.950755143795108,27.759683649272553,13.564131061830725,4.244797443646721,-23.51488620562583,D,D,False
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,lower,19,True,20.754133142413814,20.754133142413814,-11.871272604614504,32.62540574702832,-8.072610604123298,28.82674374653711,-3.7986620004912055,D,D,False
