historical_war_run_id,structural_specification,structural_alpha,feature,coefficient
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,__intercept__,0.370938690415318
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,incumbency_balance,6.108975859390719
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_dem_margin,-0.12934562665209073
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_margin_squared,0.1143351424569619
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,years_since_2016,0.12534223223143165
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,odd_year,-3.2645241487921663
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,presidential_cycle,-7.220919580816726
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_AL,-0.41541793450386383
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_AR,5.188529717508521
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_FL,1.1620489527185698
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_GA,-1.597611329596069
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_KY,3.961515843089697
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_LA,-3.26179634583422
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_MO,-0.5329813487877068
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_MS,-7.9220930419159306
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_NC,-1.853746967375116
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_OK,-1.7869739767463242
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_SC,-0.1416102087331756
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_TN,-1.1849911045472818
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_TX,1.8830423355576793
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,state_code_VA,-1.1914578186109996
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,chamber_lower,-0.1040485450678784
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,chamber_upper,0.10404854506787706
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_federal_composite,-0.38675227704907283
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_generic_ballot,-1.1914578186110072
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_governor,-0.5874535439892031
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_other,0.0
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_president,3.3005232530295268
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_state_composite,-3.074022980910025
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_statewide_other,-4.28095068299736
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_us_house,5.765870576288158
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,baseline_office_family_us_senate,-4.945776620358623
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,prior_pres_margin,0.07441682152241054
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,lag_current_ticket_change,-0.11092597254743665
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,decaying_lag,100.0,lag_change_x_years,0.006996164753523996
