historical_war_run_id,war_outcome_id,state_code,cycle,chamber,district,canonical_party,candidate_result_id,source_candidate_name,candidate_name,votes,incumbent,winner,candidate_cycle_war,candidate_raw_gap,candidate_structural_expected_gap,score_identification,display_name_source
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-E5EEA5BF5CCE7852679B,AL,2018,lower,20,D,AL-2018-house-20-D-LINDA-MEIGS,Linda Meigs,Linda Meigs,8527,0,0,4.577666171975874,1.3153311919943391,-3.2623349799815355,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-E5EEA5BF5CCE7852679B,AL,2018,lower,20,R,AL-2018-house-20-R-HOWARD-SANDERFORD,Howard Sanderford,Howard Sanderford,14589,1,1,-4.577666171975874,-1.3153311919943391,3.2623349799815355,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-34EE5783CB4445CF2EF9,AL,2018,lower,21,D,AL-2018-house-21-D-TERRY-JONES,Terry Jones,Terry Jones,8391,0,0,-4.440942897763755,-9.821840857063249,-5.380897959299494,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-34EE5783CB4445CF2EF9,AL,2018,lower,21,R,AL-2018-house-21-R-REX-REYNOLDS,Rex Reynolds,Rex Reynolds,13311,1,1,4.440942897763755,9.821840857063249,5.380897959299494,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-0B11BB069581CB67A433,AL,2018,lower,27,D,AL-2018-house-27-D-BILL-JONES,Bill Jones,Bill Jones,2456,0,0,-13.634140956709354,-0.8329961802433274,12.801144776466026,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-0B11BB069581CB67A433,AL,2018,lower,27,R,AL-2018-house-27-R-WES-KITCHENS,Wes Kitchens,Wes Kitchens,13245,0,1,13.634140956709354,0.8329961802433274,-12.801144776466026,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-4534A50A3F0C32B00D0C,AL,2018,lower,28,D,AL-2018-house-28-D-KYLE-PIERCE,Kyle Pierce,Kyle Pierce,5731,0,0,4.777440390457333,5.758075127789168,0.9806347373318354,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-4534A50A3F0C32B00D0C,AL,2018,lower,28,R,AL-2018-house-28-R-GIL-F-ISBELL,Gil F. Isbell,Gil Isbell,7091,0,1,-4.777440390457333,-5.758075127789168,-0.9806347373318354,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-63B16F2F0D91F0512B10,AL,2018,lower,29,D,AL-2018-house-29-D-JARED-MILLICAN,Jared Millican,Jared Vaughn,3032,0,0,0.8475215792024926,8.189223853845661,7.341702274643168,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-63B16F2F0D91F0512B10,AL,2018,lower,29,R,AL-2018-house-29-R-BECKY-NORDGREN,Becky Nordgren,Becky Nordgren,11528,1,1,-0.8475215792024926,-8.189223853845661,-7.341702274643168,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-2FA078E1F83959C3BEEF,AL,2018,lower,3,D,AL-2018-house-3-D-CHAD-YOUNG,Chad Young,Chad Young,8540,0,0,12.741636416062782,13.871703158844564,1.130066742781783,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-2FA078E1F83959C3BEEF,AL,2018,lower,3,R,AL-2018-house-3-R-ANDREW-SORRELL,Andrew Sorrell,Andrew Sorrell,9448,0,1,-12.741636416062782,-13.871703158844564,-1.130066742781783,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-CD34A37642F7D3251CD7,AL,2018,lower,30,D,AL-2018-house-30-D-JARED-VAUGHN,Jared Vaughn,Jared Vaughn,2931,0,0,-10.24060367317512,2.3712209180790467,12.611824591254168,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-CD34A37642F7D3251CD7,AL,2018,lower,30,R,AL-2018-house-30-R-B-CRAIG-LIPSCOMB,B. Craig Lipscomb,B. Craig Lipscomb,13779,0,1,10.24060367317512,-2.3712209180790467,-12.611824591254168,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-EB1E9CDC394519857DB2,AL,2018,lower,32,D,AL-2018-house-32-D-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,Barbara Boyd,7761,1,1,3.175996942570068,8.76780183195456,5.591804889384493,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-EB1E9CDC394519857DB2,AL,2018,lower,32,R,AL-2018-house-32-R-JAMES-ALLEN-LLOYD,James Allen Lloyd,James Allen Lloyd,4513,0,0,-3.175996942570068,-8.76780183195456,-5.591804889384493,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-F64FC5C1463801ACAFA3,AL,2018,lower,33,D,AL-2018-house-33-D-SCOTT-BREWER,Scott Brewer,Scott Brewer,4928,0,0,0.3397858653078986,-1.0904257275877924,-1.430211592895691,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-F64FC5C1463801ACAFA3,AL,2018,lower,33,R,AL-2018-house-33-R-RON-JOHNSON,Ron Johnson,Ronald Johnson,10155,1,1,-0.3397858653078986,1.0904257275877924,1.430211592895691,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-A2D88A443A08A5EA5804,AL,2018,lower,36,D,AL-2018-house-36-D-NICKI-ARNOLD-SWINDLE,Nicki Arnold-Swindle,Nicki Arnold-Swindle,4256,0,0,-3.205379000622804,-3.775042148130439,-0.5696631475076347,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-A2D88A443A08A5EA5804,AL,2018,lower,36,R,AL-2018-house-36-R-RANDY-WOOD,Randy Wood,Randy Wood,11399,1,1,3.205379000622804,3.775042148130439,0.5696631475076347,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-711FC1A2417B12059371,AL,2018,lower,37,D,AL-2018-house-37-D-CHARLOTTE-A-CLARK-FRIESON,Charlotte A. Clark-Frieson,Charlotte A. Clark-Frieson,4505,0,0,-3.68267093863473,-4.086500493421347,-0.4038295547866174,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-711FC1A2417B12059371,AL,2018,lower,37,R,AL-2018-house-37-R-BOB-FINCHER,Bob Fincher,Bob Fincher,11153,1,1,3.68267093863473,4.086500493421347,0.4038295547866174,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-83E6477F86FF9ACD255B,AL,2018,lower,38,D,AL-2018-house-38-D-BRIAN-MCGEE,Brian McGee,Brian McGee,4944,0,0,-5.714213605293465,-1.3926164530273368,4.321597152266128,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-83E6477F86FF9ACD255B,AL,2018,lower,38,R,AL-2018-house-38-R-DEBBIE-HAMBY-WOOD,Debbie Hamby Wood,Debbie Hamby Wood,11151,0,1,5.714213605293465,1.3926164530273368,-4.321597152266128,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-95F32D69686B6CFA1219,AL,2018,lower,4,D,AL-2018-house-4-D-JO-ANN-CUMMINGS,Jo Ann Cummings,Jo Ann Cummings,4325,0,0,-8.38929507311185,-4.249050499408568,4.140244573703281,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-95F32D69686B6CFA1219,AL,2018,lower,4,R,AL-2018-house-4-R-PARKER-DUNCAN-MOORE,Parker Duncan Moore,Parker Moore,11074,0,1,8.38929507311185,4.249050499408568,-4.140244573703281,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-A6E469FF7C193CB30C08,AL,2018,lower,40,D,AL-2018-house-40-D-PAMELA-JEAN-HOWARD,Pamela Jean Howard,Pamela Jean Howard,3819,0,0,-2.381563032537886,-1.156329445946362,1.225233586591524,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-A6E469FF7C193CB30C08,AL,2018,lower,40,R,AL-2018-house-40-R-KOVEN-K-L-BROWN,"Koven ""K.L."" Brown",K. L. Brown,11188,1,1,2.381563032537886,1.156329445946362,-1.225233586591524,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-745E97831C752256E0D7,AL,2018,lower,41,D,AL-2018-house-41-D-EMILY-ANNE-MARCUM,Emily Anne Marcum,Emily Anne Marcum,4610,0,0,-2.115838325738044,-0.0561110478458175,2.059727277892226,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-745E97831C752256E0D7,AL,2018,lower,41,R,AL-2018-house-41-R-CORLEY-ELLIS,Corley Ellis,Corley Ellis,14088,1,1,2.115838325738044,0.0561110478458175,-2.059727277892226,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-45C77278A9EFF958B377,AL,2018,lower,43,D,AL-2018-house-43-D-CARIN-MAYO,Carin Mayo,Carin Mayo,5847,0,0,0.7140358902877892,1.535556861049315,0.8215209707615259,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-45C77278A9EFF958B377,AL,2018,lower,43,R,AL-2018-house-43-R-ARNOLD-G-MOONEY-II,Arnold G. Mooney II,Arnold Mooney,15035,1,1,-0.7140358902877892,-1.535556861049315,-0.8215209707615259,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-B8B4955F7DCEEC533930,AL,2018,lower,45,D,AL-2018-house-45-D-JENN-GRAY,Jenn Gray,Jenn Gray,7148,0,0,3.933322332250525,4.292418915850199,0.3590965835996746,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-B8B4955F7DCEEC533930,AL,2018,lower,45,R,AL-2018-house-45-R-DICKIE-DRAKE,Dickie Drake,Dickie Drake,13669,1,1,-3.933322332250525,-4.292418915850199,-0.3590965835996746,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-F5BE3F8F42DB66846F81,AL,2018,lower,46,D,AL-2018-house-46-D-FELICIA-STEWART,Felicia Stewart,Felicia Stewart,8445,0,0,4.116452067748892,5.163561654715917,1.0471095869670246,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-F5BE3F8F42DB66846F81,AL,2018,lower,46,R,AL-2018-house-46-R-DAVID-FAULKNER,David Faulkner,David Faulkner,13341,1,1,-4.116452067748892,-5.163561654715917,-1.0471095869670246,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-B869A8F443CC63FFCB70,AL,2018,lower,47,D,AL-2018-house-47-D-JIM-TOOMEY,Jim Toomey,Jim Toomey,7721,0,0,3.764678614887168,7.320309182645959,3.555630567758791,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-B869A8F443CC63FFCB70,AL,2018,lower,47,R,AL-2018-house-47-R-DAVID-WHEELER,David Wheeler,David Wheeler,9170,0,1,-3.764678614887168,-7.320309182645959,-3.555630567758791,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-87099FC87DAE60980D27,AL,2018,lower,48,D,AL-2018-house-48-D-ALLI-SUMMERFORD,Alli Summerford,Alli Summerford,7832,0,0,6.684656415455288,10.086054719559904,3.401398304104616,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-87099FC87DAE60980D27,AL,2018,lower,48,R,AL-2018-house-48-R-JIM-CARNS,Jim Carns,Jim Carns,14789,1,1,-6.684656415455288,-10.086054719559904,-3.401398304104616,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-442DED690B460960AF9A,AL,2018,lower,5,D,AL-2018-house-5-D-BRIAN-D-WILLIAMS,Brian D Williams,Brian D Williams,4725,0,0,-2.60319759433446,-3.4944827980876028,-0.8912852037531432,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-442DED690B460960AF9A,AL,2018,lower,5,R,AL-2018-house-5-R-DANNY-F-CRAWFORD,Danny F. Crawford,Danny Crawford,12395,1,1,2.60319759433446,3.4944827980876028,0.8912852037531432,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-F4AD795E4D6FC318967C,AL,2018,lower,51,D,AL-2018-house-51-D-VERONICA-R-JOHNSON,Veronica R. Johnson,Veronica R. Johnson,3174,0,0,-15.725217818106092,-3.0795132660959794,12.645704552010113,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-F4AD795E4D6FC318967C,AL,2018,lower,51,R,AL-2018-house-51-R-ALLEN-TREADAWAY,Allen Treadaway,Allen Treadaway,15390,1,1,15.725217818106092,3.0795132660959794,-12.645704552010113,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-46BCD48A7B5449467D90,AL,2018,lower,61,D,AL-2018-house-61-D-THOMAS-TOMMY-HYCHE,"Thomas ""Tommy"" Hyche","Thomas ""Tommy"" Hyche",6491,0,0,10.7079862465806,20.44554172506697,9.737555478486373,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-46BCD48A7B5449467D90,AL,2018,lower,61,R,AL-2018-house-61-R-RODNEY-SULLIVAN,Rodney Sullivan,Rodney Sullivan,12407,0,1,-10.7079862465806,-20.44554172506697,-9.737555478486373,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-7EF86918AE651AED6EB1,AL,2018,lower,62,D,AL-2018-house-62-D-WILL-BENTON,Will Benton,Will Benton,5265,0,0,-0.3997423719200821,-8.52331858609103,-8.123576214170948,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-7EF86918AE651AED6EB1,AL,2018,lower,62,R,AL-2018-house-62-R-RICH-WINGO,Rich Wingo,Rich Wingo,11282,1,1,0.3997423719200821,8.52331858609103,8.123576214170948,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-4A3E708C6AA21EEABE58,AL,2018,lower,64,D,AL-2018-house-64-D-AMBER-SELMAN-LYNN,Amber Selman-Lynn,Amber Selman-Lynn,4022,0,0,-0.6839299510964425,2.9523899931403506,3.636319944236793,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-4A3E708C6AA21EEABE58,AL,2018,lower,64,R,AL-2018-house-64-R-HARRY-SHIVER,Harry Shiver,Harry Shiver,13030,1,1,0.6839299510964425,-2.9523899931403506,-3.636319944236793,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-23A79CB5A361F02C8F88,AL,2018,lower,65,D,AL-2018-house-65-D-ELAINE-BEECH,Elaine Beech,Elaine Beech,9010,1,0,22.28501057667116,33.908142933710835,11.623132357039674,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-23A79CB5A361F02C8F88,AL,2018,lower,65,R,AL-2018-house-65-R-BRETT-EASTERBROOK,Brett Easterbrook,Brett Easterbrook,10095,0,1,-22.28501057667116,-33.908142933710835,-11.623132357039674,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-2FE769CF51BA73B5BB67,AL,2018,lower,66,D,AL-2018-house-66-D-SUSAN-E-SMITH,Susan E. Smith,Susan E. Smith,4008,0,0,0.0049651429614194,1.627416219658251,1.6224510766968314,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-2FE769CF51BA73B5BB67,AL,2018,lower,66,R,AL-2018-house-66-R-ALAN-BAKER,Alan Baker,Alan Baker,10431,1,1,-0.0049651429614194,-1.627416219658251,-1.6224510766968314,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-3283E57DCE691AE7F22C,AL,2018,lower,7,D,AL-2018-house-7-D-KENNETH-A-BRACKINS,Kenneth A. Brackins,Kenneth A. Brackins,3592,0,0,1.948204685238604,13.406375673864773,11.458170988626168,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-3283E57DCE691AE7F22C,AL,2018,lower,7,R,AL-2018-house-7-R-PRONCEY-ROBERTSON,Proncey Robertson,Proncey Robinson,10892,0,1,-1.948204685238604,-13.406375673864773,-11.458170988626168,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-CDFDC4BB0B2FA0329897,AL,2018,lower,73,D,AL-2018-house-73-D-JACK-JACOBS,Jack Jacobs,Jack Jacobs,5772,0,0,-0.1256117428689229,-1.9647567644443316,-1.8391450215754084,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-CDFDC4BB0B2FA0329897,AL,2018,lower,73,R,AL-2018-house-73-R-MATT-FRIDY,Matt Fridy,Matt Fridy,12913,1,1,0.1256117428689229,1.9647567644443316,1.8391450215754084,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-3B4C5F8A590A0BDA2FA6,AL,2018,lower,74,D,AL-2018-house-74-D-RAYFORD-MACK,Rayford Mack,Rayford Mack,6160,0,0,-14.09829807720744,-15.56478948058318,-1.4664914033757412,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-3B4C5F8A590A0BDA2FA6,AL,2018,lower,74,R,AL-2018-house-74-R-DIMITRI-POLIZOS,Dimitri Polizos,Dimitri Polizos,9449,1,1,14.09829807720744,15.56478948058318,1.4664914033757412,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-7B563370438E976C13D7,AL,2018,lower,79,D,AL-2018-house-79-D-MARY-WYNNE-KLING,Mary Wynne Kling,Mary Wynne Kling,7015,0,0,-9.621102445771676,-15.509465010221133,-5.888362564449455,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-7B563370438E976C13D7,AL,2018,lower,79,R,AL-2018-house-79-R-JOE-LOVVORN,Joe Lovvorn,Joe Lovvorn,9717,1,1,9.621102445771676,15.509465010221133,5.888362564449455,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-9531E1503E2C6D7A510D,AL,2018,lower,8,D,AL-2018-house-8-D-BILLY-JACKSON,Billy Jackson,Billy Jackson,5469,0,0,4.181428678224523,0.6386637711439107,-3.5427649070806124,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-9531E1503E2C6D7A510D,AL,2018,lower,8,R,AL-2018-house-8-R-TERRI-COLLINS,Terri Collins,Terri Collins,8803,1,1,-4.181428678224523,-0.6386637711439107,3.5427649070806124,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-F411016AC53A31B1CD30,AL,2018,lower,80,D,AL-2018-house-80-D-CHRISTOPHER-F-APOSTLE-DAVIS,"Christopher F. ""Apostle"" Davis","Christopher F. ""Apostle"" Davis",3407,0,0,-8.560956086016787,-10.160829095461564,-1.5998730094447788,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-F411016AC53A31B1CD30,AL,2018,lower,80,R,AL-2018-house-80-R-CHRIS-E-BLACKSHEAR,Chris E. Blackshear,Chris Blackshear,8506,1,1,8.560956086016787,10.160829095461564,1.5998730094447788,race_differential_party_orientation,archived_election_page_exact_race_vote_match
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-A7C09831957E2EAAD300,AL,2018,lower,81,D,AL-2018-house-81-D-JEREMY-J-J-JEFFCOAT,"Jeremy ""J.J."" Jeffcoat","Jeremy ""J.J."" Jeffcoat",4696,0,0,-5.5094217483292,1.4125240723637944,6.9219458206929945,race_differential_party_orientation,verified_alabama_election_identity
WAR-SOUTH-HIST-V1-B9D0D0F44CA6F0E211BA,WAROUT-A7C09831957E2EAAD300,AL,2018,lower,81,R,AL-2018-house-81-R-ED-OLIVER,Ed Oliver,Ed Oliver,12823,0,1,5.5094217483292,-1.4125240723637944,-6.9219458206929945,race_differential_party_orientation,archived_election_page_exact_race_vote_match
