graph_node,cycle,county_key,precinct_key,donor_vtd_id,donor_name,donor_vintage,path_length_to_seed,match_method,confidence,verification_status
2006|CONECUH|PAUL FIRE DEPT_,2006,CONECUH,PAUL FIRE DEPT_,VTD2010-035-7-2,Paul Fire Dept.,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|LAWRENCE|0110 COURTLAND FIRESTATION,1998,LAWRENCE,0110 COURTLAND FIRESTATION,VTD2000-079-6-1,Courtland Fire Station,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|LAWRENCE|COURTLAND FIRE STATION,1994,LAWRENCE,COURTLAND FIRE STATION,VTD2000-079-6-1,Courtland Fire Station,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|TALLADEGA|OLD SILVER RUN SCHOOL,2006,TALLADEGA,OLD SILVER RUN SCHOOL,VTD2010-121-3,Old Silver Run School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|TALLADEGA|OLD SILVER RUN SCH.,2008,TALLADEGA,OLD SILVER RUN SCH.,VTD2010-121-3,Old Silver Run School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|4507 1ST UMC OF CENTER,2010,JEFFERSON,4507 1ST UMC OF CENTER,VTD2010-073-4507,First United Methodist Church of Center Point,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|4507 1ST UMC OF CENTER,2008,JEFFERSON,4507 1ST UMC OF CENTER,VTD2010-073-4507,First United Methodist Church of Center Point,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|4507 1ST UMC OF CENTER,2006,JEFFERSON,4507 1ST UMC OF CENTER,VTD2010-073-4507,First United Methodist Church of Center Point,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|SHELBY|DUNNAVANT COMMUNITY CENTER,2006,SHELBY,DUNNAVANT COMMUNITY CENTER,VTD2010-117-1,Dunnavant Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|SHELBY|DUNNAVANT COMM. CTR.,2010,SHELBY,DUNNAVANT COMM. CTR.,VTD2010-117-1,Dunnavant Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|SHELBY|DUNNAVANT COMM CENTER,2008,SHELBY,DUNNAVANT COMM CENTER,VTD2010-117-1,Dunnavant Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5601 CANAAN BAPTIST,2008,JEFFERSON,5601 CANAAN BAPTIST,VTD2010-073-5601,Canaan Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5601 CANAAN BAPTIST,2006,JEFFERSON,5601 CANAAN BAPTIST,VTD2010-073-5601,Canaan Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MADISON|HUNTSVILLE FIRE ACADEMY,1994,MADISON,HUNTSVILLE FIRE ACADEMY,VTD2000-089-3,Huntsville Fire Academy,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MADISON|0030 HUNTSVILLE FIRE ACADEMY,1998,MADISON,0030 HUNTSVILLE FIRE ACADEMY,VTD2000-089-3,Huntsville Fire Academy,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JACKSON|MACEDONIA SCHOOL,2006,JACKSON,MACEDONIA SCHOOL,VTD2010-071-30,Macedonia School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JACKSON|MACEDONIA SCHOOL,2010,JACKSON,MACEDONIA SCHOOL,VTD2010-071-30,Macedonia School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JACKSON|MACEDONIA SCHOOL,2008,JACKSON,MACEDONIA SCHOOL,VTD2010-071-30,Macedonia School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|HOUSTON|PANSEY,2006,HOUSTON,PANSEY,VTD2010-069-1201,Pansey,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|HOUSTON|PANSEY,2010,HOUSTON,PANSEY,VTD2010-069-1201,Pansey,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|HOUSTON|PANSEY,2008,HOUSTON,PANSEY,VTD2010-069-1201,Pansey,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MACON|0280 CHEWHAW,1998,MACON,0280 CHEWHAW,VTD2000-087-4-13,Chehaw AME Zion Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MACON|CHEWHAW AME ZION CHURCH,2002,MACON,CHEWHAW AME ZION CHURCH,VTD2000-087-4-13,Chehaw AME Zion Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MACON|CHEHAW,1994,MACON,CHEHAW,VTD2000-087-4-13,Chehaw AME Zion Church,2000,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|AUTAUGA|5230 INDEPENDENCE VOTING HOUSE,1998,AUTAUGA,5230 INDEPENDENCE VOTING HOUSE,VTD2000-001-8,Independence Voting House,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|AUTAUGA|INDEPENDENCE VOTING SITE,2002,AUTAUGA,INDEPENDENCE VOTING SITE,VTD2000-001-8,Independence Voting House,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|SAINTCLAIR|COAL CITY-FIRE DEPT.,1994,STCLAIR,COAL CITY-FIRE DEPT.,VTD2000-115-10,Coal City Fire Dept,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|SAINTCLAIR|0180 COAL CITY FIRE DEPT.,1998,STCLAIR,0180 COAL CITY FIRE DEPT.,VTD2000-115-10,Coal City Fire Dept,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|WASHINGTON|WAGARVILLE FIRE HOUSE,2008,WASHINGTON,WAGARVILLE FIRE HOUSE,VTD2010-129-18,Wagarville Fire House,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|WASHINGTON|WAGARVILLE FIRE HOUSE,2010,WASHINGTON,WAGARVILLE FIRE HOUSE,VTD2010-129-18,Wagarville Fire House,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|KEENER COMM. CENTER,1994,ETOWAH,KEENER COMM. CENTER,VTD2000-055-15,Keener Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|KEENER COMMUNITY CENTER,2002,ETOWAH,KEENER COMMUNITY CENTER,VTD2000-055-15,Keener Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0450 KEENER COMMUNITY CENTER,1998,ETOWAH,0450 KEENER COMMUNITY CENTER,VTD2000-055-15,Keener Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|HOUSTON|HODGESVILLE,2010,HOUSTON,HODGESVILLE,VTD2010-069-0701,Hodgesville,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|HOUSTON|HODGESVILLE,2006,HOUSTON,HODGESVILLE,VTD2010-069-0701,Hodgesville,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|HOUSTON|HODGESVILLE,2008,HOUSTON,HODGESVILLE,VTD2010-069-0701,Hodgesville,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|BLACK CREEK VOLUNTEER FIRE,2002,ETOWAH,BLACK CREEK VOLUNTEER FIRE,VTD2000-055-11,Black Creek Vol. FIre Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0410 BLACK CREEK VOLUNTEER FIRE,1998,ETOWAH,0410 BLACK CREEK VOLUNTEER FIRE,VTD2000-055-11,Black Creek Vol. FIre Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|BARBOUR|BLUE SPRINGS CITY HALL,2010,BARBOUR,BLUE SPRINGS CITY HALL,VTD2010-005-0100,Blue Springs City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|BARBOUR|BLUE SPRINGS CITY HALL,2006,BARBOUR,BLUE SPRINGS CITY HALL,VTD2010-005-0100,Blue Springs City Hall,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|BARBOUR|BLUE SPRINGS CITY HALL,2008,BARBOUR,BLUE SPRINGS CITY HALL,VTD2010-005-0100,Blue Springs City Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|BIBB|RANDOLPH,1994,BIBB,RANDOLPH,VTD2000-007-7,Randolph Fire Dept.,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BIBB|RANDOLPH,2002,BIBB,RANDOLPH,VTD2000-007-7,Randolph Fire Dept.,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BIBB|007 RANDOLPH,1998,BIBB,007 RANDOLPH,VTD2000-007-7,Randolph Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CULLMAN|2810 FAIRVIEW FIRE DEPT.,1998,CULLMAN,2810 FAIRVIEW FIRE DEPT.,VTD2000-043-28,Fairview Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CULLMAN|2810 FAIRVIEW FIRE DEPT.,2002,CULLMAN,2810 FAIRVIEW FIRE DEPT.,VTD2000-043-28,Fairview Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CALHOUN|ALEXANDRIA-CIVITAN CLUB CNTR,2006,CALHOUN,ALEXANDRIA-CIVITAN CLUB CNTR,VTD2010-015-2,Alexandria Civitan Club,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CALHOUN|ALEXANDRIA-CIVITAN CLUB CNTR,2008,CALHOUN,ALEXANDRIA-CIVITAN CLUB CNTR,VTD2010-015-2,Alexandria Civitan Club,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CALHOUN|ALEXANDRIA CIVITAN CLUB,2010,CALHOUN,ALEXANDRIA CIVITAN CLUB,VTD2010-015-2,Alexandria Civitan Club,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|GALLANT COMMUNITY CENTER,2002,ETOWAH,GALLANT COMMUNITY CENTER,VTD2000-055-27,Gallant Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|GALLANT COMM. CENTER,1994,ETOWAH,GALLANT COMM. CENTER,VTD2000-055-27,Gallant Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0670 GALLANT COMMUNITY CENTER,1998,ETOWAH,0670 GALLANT COMMUNITY CENTER,VTD2000-055-27,Gallant Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5803 OPORTO ARMORY,2006,JEFFERSON,5803 OPORTO ARMORY,VTD2010-073-5803,Oporto Armory,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5803 OPORTO ARMORY,2008,JEFFERSON,5803 OPORTO ARMORY,VTD2010-073-5803,Oporto Armory,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|GREENE|2-8 SOUTH FORK REST.,1998,GREENE,2-8 SOUTH FORK REST.,VTD2000-063-2-8,South Fork,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|GREENE|SOUTH FORK REST.,2002,GREENE,SOUTH FORK REST.,VTD2000-063-2-8,South Fork,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|GREENE|SOUTH FORK REST.,1994,GREENE,SOUTH FORK REST.,VTD2000-063-2-8,South Fork,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CONECUH|12-1 NAZARENE BAPTIST CHURCH,1998,CONECUH,12-1 NAZARENE BAPTIST CHURCH,VTD2000-035-12-1,Nazarene Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CONECUH|NAZARENE BAPTIST CHURCH,2002,CONECUH,NAZARENE BAPTIST CHURCH,VTD2000-035-12-1,Nazarene Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|LAWRENCE|MOULTON ARMORY,1994,LAWRENCE,MOULTON ARMORY,VTD2000-079-19-1,Moulton Armory,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|LAWRENCE|0400 MOULTON ARMORY,1998,LAWRENCE,0400 MOULTON ARMORY,VTD2000-079-19-1,Moulton Armory,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BUTLER|0290 CENTRAL VOL. FIRE DEPT.,1998,BUTLER,0290 CENTRAL VOL. FIRE DEPT.,VTD2000-013-12-4-A,Central Volunteer Fire Department,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BUTLER|CENTRAL VOL_ FIRE DEPT_,2002,BUTLER,CENTRAL VOL_ FIRE DEPT_,VTD2000-013-12-4-A,Central Volunteer Fire Department,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ELMORE|PLEASANT HILL COMMUNITY CENTER,2002,ELMORE,PLEASANT HILL COMMUNITY CENTER,VTD2000-051-0311,Pleasant Hill Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ELMORE|0580 PLEASANT HILL COMM. CENTER,1998,ELMORE,0580 PLEASANT HILL COMM. CENTER,VTD2000-051-0311,Pleasant Hill Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|LIMESTONE|0570 BELMORE BAPTIST CHURCH,1998,LIMESTONE,0570 BELMORE BAPTIST CHURCH,VTD2000-083-11,Belmore Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|LIMESTONE|BELMORE BAPTIST CHURCH,2002,LIMESTONE,BELMORE BAPTIST CHURCH,VTD2000-083-11,Belmore Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|LIMESTONE|BELMORE BAPTIST CHURCH,1994,LIMSTONE,BELMORE BAPTIST CHURCH,VTD2000-083-11,Belmore Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
"2008|JEFFERSON|6004 FIRE ST 1, HLVIEW",2008,JEFFERSON,"6004 FIRE ST 1, HLVIEW",VTD2010-073-6004,Hillview Fire Station #1,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|6004 FIRE ST 1 HLVIEW,2006,JEFFERSON,6004 FIRE ST 1 HLVIEW,VTD2010-073-6004,Hillview Fire Station #1,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
"2010|JEFFERSON|6004 FIRE STATION #1, HIL",2010,JEFFERSON,"6004 FIRE STATION #1, HIL",VTD2010-073-6004,Hillview Fire Station #1,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5206 JACKSON ELEM SCH,2010,JEFFERSON,5206 JACKSON ELEM SCH,VTD2010-073-5206,Jackson Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5206 JACKSON ELEM SCH,2006,JEFFERSON,5206 JACKSON ELEM SCH,VTD2010-073-5206,Jackson Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5206 JACKSON ELEM SCH,2008,JEFFERSON,5206 JACKSON ELEM SCH,VTD2010-073-5206,Jackson Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|LAUDERDALE|CLOVERDALE COMMUNITY CENTER,2002,LAUDERDALE,CLOVERDALE COMMUNITY CENTER,VTD2000-077-13,Cloverdale Comm Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|LAUDERDALE|CLOVERDALE COMMUNITY CENTER,1994,LADRDALE,CLOVERDALE COMMUNITY CENTER,VTD2000-077-13,Cloverdale Comm Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|LAUDERDALE|0290 CLOVERDALE COMMUNITY CENTER,1998,LAUDERDALE,0290 CLOVERDALE COMMUNITY CENTER,VTD2000-077-13,Cloverdale Comm Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|4805 CAHABA HTS COMM,2006,JEFFERSON,4805 CAHABA HTS COMM,VTD2010-073-4805,New Merkle-Cahaba Heights Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|4805 CAHABA HTS COMM,2008,JEFFERSON,4805 CAHABA HTS COMM,VTD2010-073-4805,New Merkle-Cahaba Heights Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CHEROKEE|KEY,1994,CHEROKEE,KEY,VTD2000-019-5,Key,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CHEROKEE|5-1 KEY,1998,CHEROKEE,5-1 KEY,VTD2000-019-5,Key,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|HENRY|LAWRENCEVILLE HIGH SCHOOL,2002,HENRY,LAWRENCEVILLE HIGH SCHOOL,VTD2000-067-P-13,Lawrenceville HS,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|HENRY|LAWRENCEVILLE,1994,HENRY,LAWRENCEVILLE,VTD2000-067-P-13,Lawrenceville HS,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|HENRY|0330 LAWRENCEVILLE,1998,HENRY,0330 LAWRENCEVILLE,VTD2000-067-P-13,Lawrenceville HS,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0380 UNION HILL METHODIST CHURCH,1998,ETOWAH,0380 UNION HILL METHODIST CHURCH,VTD2000-055-8,Union Hill Methodist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|UNION HILL METHODIST CHURCH,1994,ETOWAH,UNION HILL METHODIST CHURCH,VTD2000-055-8,Union Hill Methodist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PIKE|0013 TROY ARMY RESERVE CTR.,1998,PIKE,0013 TROY ARMY RESERVE CTR.,VTD2000-109-13,Troy Army Reserve Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PIKE|TROY - ARMY RESERVE,1994,PIKE,TROY - ARMY RESERVE,VTD2000-109-13,Troy Army Reserve Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|LEWIS CHAPEL C_P_ CHURCH,2006,MADISON,LEWIS CHAPEL C_P_ CHURCH,VTD2010-089-40,Lewis Chapel CP Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MADISON|LEWIS CHAPEL C.P. CHURCH,2010,MADISON,LEWIS CHAPEL C.P. CHURCH,VTD2010-089-40,Lewis Chapel CP Church,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|LEWIS CHAPEL C_P_ CHURCH,2008,MADISON,LEWIS CHAPEL C_P_ CHURCH,VTD2010-089-40,Lewis Chapel CP Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|LAWRENCE|CADDO - FIRE STATION  33-1,2006,LAWRENCE,CADDO - FIRE STATION  33-1,VTD2010-079-5-33-1,Caddo Fire Station,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|LAWRENCE|CADDO FIRE STATION 33-1,2010,LAWRENCE,CADDO FIRE STATION 33-1,VTD2010-079-5-33-1,Caddo Fire Station,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|LAWRENCE|CADDO - FIRE STATION  33-1,2008,LAWRENCE,CADDO - FIRE STATION  33-1,VTD2010-079-5-33-1,Caddo Fire Station,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|SHELBY|OLD SHELBY ELEM. SCH.,2008,SHELBY,OLD SHELBY ELEM. SCH.,VTD2010-117-40,Old Shelby Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|SHELBY|OLD SHELBY ELEM. SCHOOL,2010,SHELBY,OLD SHELBY ELEM. SCHOOL,VTD2010-117-40,Old Shelby Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|SHELBY|OLD SHELBY ELEMENTARY SCHOOL,2006,SHELBY,OLD SHELBY ELEMENTARY SCHOOL,VTD2010-117-40,Old Shelby Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ESCAMBIA|0491-ATMORE PUBLIC LIBRARY #2,2006,ESCAMBIA,0491-ATMORE PUBLIC LIBRARY #2,VTD2010-053-0260,Atmore Public Library,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|ESCAMBIA|ATMORE PUBLIC LIBRARY,2010,ESCAMBIA,ATMORE PUBLIC LIBRARY,VTD2010-053-0260,Atmore Public Library,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ESCAMBIA|0490-ATMORE PUBLIC LIBRARY #1,2006,ESCAMBIA,0490-ATMORE PUBLIC LIBRARY #1,VTD2010-053-0260,Atmore Public Library,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|ESCAMBIA|ATMORE PUBLIC LIBRARY #2,2008,ESCAMBIA,ATMORE PUBLIC LIBRARY #2,VTD2010-053-0260,Atmore Public Library,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|ESCAMBIA|ATMORE PUBLIC LIBRARY #1,2008,ESCAMBIA,ATMORE PUBLIC LIBRARY #1,VTD2010-053-0260,Atmore Public Library,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|BLOSSOMWOOD SCHOOL,2008,MADISON,BLOSSOMWOOD SCHOOL,VTD2010-089-9,Blossomwood School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|BLOSSOMWOOD SCHOOL,2006,MADISON,BLOSSOMWOOD SCHOOL,VTD2010-089-9,Blossomwood School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ETOWAH|UNION .3 BAPTIST CHURCH,2006,ETOWAH,UNION .3 BAPTIST CHURCH,VTD2010-055-0701,Union #3 Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|ETOWAH|UNION #3 BAPTIST CHURCH,2008,ETOWAH,UNION #3 BAPTIST CHURCH,VTD2010-055-0701,Union #3 Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MADISON|BLOSSOMWOOD SCHOOL,2002,MADISON,BLOSSOMWOOD SCHOOL,VTD2000-089-9,Blossomwood School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MADISON|0100 BLOSSOMWOOD SCHOOL,1998,MADISON,0100 BLOSSOMWOOD SCHOOL,VTD2000-089-9,Blossomwood School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MADISON|BLOSSOMWOOD SCHOOL,1994,MADISON,BLOSSOMWOOD SCHOOL,VTD2000-089-9,Blossomwood School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MARENGO|JEFFERSON VOTING BOOTH 2,1994,MARENGO,JEFFERSON VOTING BOOTH 2,VTD2000-091-2-3,Jefferson Voting Booth,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MARENGO|JEFFERSON VOTING BOOTH 1,1994,MARENGO,JEFFERSON VOTING BOOTH 1,VTD2000-091-2-3,Jefferson Voting Booth,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MARENGO|0210 JEFFERSON VOTING BOOTH,1998,MARENGO,0210 JEFFERSON VOTING BOOTH,VTD2000-091-2-3,Jefferson Voting Booth,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|LAWRENCE|PINHOOK COMM. CENTER,1994,LAWRENCE,PINHOOK COMM. CENTER,VTD2000-079-23-2,Pinhook Comm Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|LAWRENCE|0510 PINHOOK COMM. CENTER,1998,LAWRENCE,0510 PINHOOK COMM. CENTER,VTD2000-079-23-2,Pinhook Comm Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MADISON|PHILLIPS CME CHURCH,2002,MADISON,PHILLIPS CME CHURCH,VTD2000-089-7,Phillips CME Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MADISON|0080 PHILIPS CME CHURCH,1998,MADISON,0080 PHILIPS CME CHURCH,VTD2000-089-7,Phillips CME Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MARENGO|0550 HOBOKEN VOTING BOOTH,1998,MARENGO,0550 HOBOKEN VOTING BOOTH,VTD2000-091-5-5,Hoboken Voting Booth,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MARENGO|HOBOKEN VOTING BOOTH,2002,MARENGO,HOBOKEN VOTING BOOTH,VTD2000-091-5-5,Hoboken Voting Booth,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MARENGO|HOBOKEN VOTING BOOTH,1994,MARENGO,HOBOKEN VOTING BOOTH,VTD2000-091-5-5,Hoboken Voting Booth,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
