link_id,cycle,county_key,precinct_key,donor_vintage,donor_vtd_id,donor_name,relationship,is_primary,vtd_to_precinct_weight,evidence_method,confidence,district_overlap_share,name_score,verification_status
PVL-940D4DF9E2209CA3,1994,AUTAUGA,AUTAUGA COUNTY V.S. SD2,2000,VTD2000-001-13,Autauga County Court House,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,90.0,audited_scalar_anchor
PVL-C858231A4486C20A,1994,AUTAUGA,AUTAUGAVILLE TOWN HALL SD5,2000,VTD2000-001-14,Autaugaville Town Hall,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-9C5BAF5A9C07B497,1994,AUTAUGA,BILLINGSLEY GOVERNMENTAL SD4,2000,VTD2000-001-3,Billingsley Governmental Center,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,87.6923076923077,audited_scalar_anchor
PVL-3A0197CDD75D1003,1994,AUTAUGA,BOOTH POST OFFICE SD3,2000,VTD2000-001-9,Booth Post Office,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-D1FB7431AC41551A,1994,AUTAUGA,CAMELLIA BAPTIST CHURCH SD2,2000,VTD2000-001-17,Camelia Baptist Church,overflow_member,True,,fuzzy_name,medium,,89.79591836734694,audited_scalar_anchor
PVL-88DEFFAB2EC4268E,1994,AUTAUGA,COURTHOUSE SD5,2000,VTD2000-001-13,Autauga County Court House,overflow_member,True,,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-4635B158267825A6,1994,AUTAUGA,E. MEMORIAL BAPTIST CHURCH SD 1,2000,VTD2000-001-2,East Memorial Baptist Church,overflow_member,True,,fuzzy_name,medium,,89.28571428571429,audited_scalar_anchor
PVL-BA179882C8FD4D47,1994,AUTAUGA,HAYNES COMMUNITY CTR SD3,2000,VTD2000-001-4,Haynes Community Center,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-1A3FF5FECD455407,1994,AUTAUGA,INDEPENDENCE V.H. SD5,2000,VTD2000-001-8,Independence Voting House,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,75.55555555555556,audited_scalar_anchor
PVL-8135E2FB4FC837CB,1994,AUTAUGA,JONES COMMUNITY CTR SD3,2000,VTD2000-001-1,Jones Community Center,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-922F1F1761FB9F80,1994,AUTAUGA,MARBURY COMMUNITY CTR SD4,2000,VTD2000-001-6,Marbury Community Center,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-C5CA641C73AA836F,1994,AUTAUGA,MULBERRY-STATESVILLE SD5,2000,VTD2000-001-11,Mulberry-Statesville,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-28FE5C5139ABC14E,1994,AUTAUGA,NATIONAL GUARD ARMORY SD3-1,2000,VTD2000-001-16,National Guard Armory,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-E2B5448F634697B4,1994,AUTAUGA,NATIONAL GUARD ARMORY SD3-2,2000,VTD2000-001-16,National Guard Armory,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-880BD356BFA2ED6B,1994,AUTAUGA,NEWTON PARK SD1-1,2000,VTD2000-001-10,Newton Park Voting Center,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,74.64285714285714,audited_scalar_anchor
PVL-F8E10ED4A884A972,1994,AUTAUGA,NEWTON PARK SD1-2,2000,VTD2000-001-10,Newton Park Voting Center,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,95.0,audited_scalar_anchor
PVL-87652365DD6781C9,1994,AUTAUGA,OLD KINGSTON FIRE ST SD5,2000,VTD2000-001-18,Old Kingston Vote Site,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,73.46938775510203,audited_scalar_anchor
PVL-48AE4ABC3BE59D75,1994,AUTAUGA,PINE LEVEL COMMUNITY CTR SD4,2000,VTD2000-001-7,Pine Level Fire Station,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,95.0,audited_scalar_anchor
PVL-1BD60702BE45C2BE,1994,AUTAUGA,PRATTMONT BAPTIST CHURCH SD2,2000,VTD2000-001-15,Prattmont Baptist Church,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-BE2BC57A4635FEB0,1994,AUTAUGA,VOCATIONAL CENTER SD4,2000,VTD2000-001-22,Autauga County Vocational Center,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,85.5,audited_scalar_anchor
PVL-6A6BFB3A36A95EA8,1994,AUTAUGA,WHITE CITY FIRE STATION SD3,2000,VTD2000-001-5,White City Fire Station,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-A445617DDE77CC2B,1994,BALDWIN,BAPTIST CHURCH-LILLIAN,2000,VTD2000-003-20,Gateswood Hamilton Church,overflow_member,True,,iterative_adjacent_cycle_consensus,low,,,audited_scalar_anchor
PVL-6730ADCC7FBAD576,1994,BALDWIN,BARNWELL COMMUNITY HALL,2000,VTD2000-003-35,Barnwell Church,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-B824166DC76D41E7,1994,BALDWIN,BAY MINETTE CITY HALL 1,2000,VTD2000-003-15,Bay Minette City Hall-Civic Center,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-8B7D2941C28835B0,1994,BALDWIN,BAY MINETTE CITY HALL 2,2000,VTD2000-003-15,Bay Minette City Hall-Civic Center,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-6E3296DBA1B3AB79,1994,BALDWIN,BAY MINETTE CITY HALL 3,2000,VTD2000-003-15,Bay Minette City Hall-Civic Center,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-6200A15F024880A9,1994,BALDWIN,BAY MINETTE MIDDLE SCHOOL,2000,VTD2000-003-5,Bay Minette Intermediate School,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,79.53488372093024,audited_scalar_anchor
PVL-DE92C19F0BBF3CEC,1994,BALDWIN,BELFOREST COMMUNITY CENTER,2000,VTD2000-003-23,Belforest Community Center,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-8FB91ACE79301D37,1994,BALDWIN,BON SECOUR SCHOOL,2000,VTD2000-003-37,Ben Secour Swift School,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,90.0,audited_scalar_anchor
PVL-7391030F86E83238,1994,BALDWIN,CROSSROADS SCHOOL,2000,VTD2000-003-4,Crossroads Alternative School,overflow_member,True,,iterative_adjacent_cycle_consensus,low,,,audited_scalar_anchor
PVL-B37FFFDF4560AFA6,1994,BALDWIN,DAPHNE INTERMEDIATE SCHOOL,2000,VTD2000-003-7,Daphne Intermediate School,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-D98890BB29142DE7,1994,BALDWIN,DAPHNE RECREATION CENTER 1,2000,VTD2000-003-49,Daphne Nicholson Center,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,72.34042553191489,audited_scalar_anchor
PVL-7D32A874E1E4DF5A,1994,BALDWIN,DAPHNE RECREATION CENTER 2,2000,VTD2000-003-49,Daphne Nicholson Center,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,72.34042553191489,audited_scalar_anchor
PVL-93C475CF046835AA,1994,BALDWIN,ELBERTA-FIRE HOUSE,2000,VTD2000-003-40,Fort Morgan Vol Fire Dept #2,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-721B238C032D5783,1994,BALDWIN,ELLISVILLE COMMUNITY CENTER,2000,VTD2000-003-8,Loxley Ellisville Comm Center,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-D5AE4B6EAAE103A2,1994,BALDWIN,ELSANOR COMMUNITY CENTER,2000,VTD2000-003-26,Elsanor Community Center,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-BEF1B408BBF31BDA,1994,BALDWIN,FAIRHOPE CITY HALL 1,2000,VTD2000-003-43,Fairhope J Larry Newton School,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-E03675EFAB54CC66,1994,BALDWIN,FAIRHOPE CITY HALL 2,2000,VTD2000-003-43,Fairhope J Larry Newton School,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-476ED5D78B57FC2F,1994,BALDWIN,FAIRHOPE CITY HALL 3,2000,VTD2000-003-43,Fairhope J Larry Newton School,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-B500A63FA90D8801,1994,BALDWIN,FAIRHOPE CITY HALL 4,2000,VTD2000-003-43,Fairhope J Larry Newton School,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-0A6812C2B8729CCB,1994,BALDWIN,FERGUSON STORE-LITTLE RIVER,2000,VTD2000-003-1,Little River Ferguson Store,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-C66446A78C737C88,1994,BALDWIN,FIRE STATION #3 DAPHNE,2000,VTD2000-003-47,Daphne St. Paul Episcopal Church,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-1B87D708F8407D6F,1994,BALDWIN,FOLEY CIVIC CENTER 1,2000,VTD2000-003-38,Foley Civic Center,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-ACC2B848802D5A2F,1994,BALDWIN,FOLEY CIVIC CENTER 2,2000,VTD2000-003-38,Foley Civic Center,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-F8D5027692BBC8B4,1994,BALDWIN,GATESWOOD SCHOOL,2000,VTD2000-003-20,Gateswood Hamilton Church,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,90.0,audited_scalar_anchor
PVL-080812858AA6E214,1994,BALDWIN,GULF SHORES ACTIVITY CENTER 1,2000,VTD2000-003-39,Gulf Shores Adult Activity Center,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-2B0F63CBC04E4C7A,1994,BALDWIN,GULF SHORES ACTIVITY CENTER 2,2000,VTD2000-003-39,Gulf Shores Adult Activity Center,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-077D297B86561BCA,1994,BALDWIN,LILLIAN- COMMUNITY HALL,2000,VTD2000-003-28,Lillian Community Hall,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-76F1D5FD6510195E,1994,BALDWIN,LITTLE RIVER RESTAURANT,2000,VTD2000-003-10,Little River Restaurant,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-6BD7F3878C66BCDA,1994,BALDWIN,LOXLEY COMMUNITY HALL,2000,VTD2000-003-8,Loxley Ellisville Comm Center,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-193E8F8FB203E7BC,1994,BALDWIN,MAGNOLIA SPRINGS CHURCH CENTER,2000,VTD2000-003-32,Elberta Civic Center,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-50386665F7713AB6,1994,BALDWIN,MIFLIN COMMUNITY CENTER,2000,VTD2000-003-33,Miflin Community Center,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-7C384530D541633E,1994,BALDWIN,ORANGE BEACH MUNICIPAL COMPLEX,2000,VTD2000-003-41,Orange Beach Fire House,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,65.14285714285714,audited_scalar_anchor
PVL-876D4A5BB403372E,1994,BALDWIN,PERDIDO BEACH FIRE HOUSE,2000,VTD2000-003-29,Perdido Beach Fire House,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-EEAACCB1B65D5891,1994,BALDWIN,PERDIDO SCHOOL,2000,VTD2000-003-14,Perdido Elementary School,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-03F285506B70E27B,1994,BALDWIN,PINE GROVE SCHOOL,2000,VTD2000-003-16,Pine Grove School,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-D5ABDD068FA2CDDA,1994,BALDWIN,PT. CLEAR SCHOOL,2000,VTD2000-003-7,Daphne Intermediate School,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-F6BBA553B1A0DCF6,1994,BALDWIN,RABUN FIRE HOUSE,2000,VTD2000-003-13,Rabun Fire House,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-3BC9346050F987D4,1994,BALDWIN,ROBERTSDALE CITY HALL,2000,VTD2000-003-25,Robertsdale City Hall,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-62E97032CB35AAE6,1994,BALDWIN,ROSINTON SCHOOL,2000,VTD2000-003-22,Rosinton Elementary School,overflow_member,True,,iterative_adjacent_cycle_consensus,low,,,audited_scalar_anchor
PVL-58D6C9E15F28F816,1994,BALDWIN,SEMINOLE FIRE HOUSE,2000,VTD2000-003-27,Seminole Fire House,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-BADCDA39A6DBB5C5,1994,BALDWIN,SILVERHILL CITY HALL,2000,VTD2000-003-24,Silverhill Town Hall,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-1CB0B9BF92D20856,1994,BALDWIN,SPANISH FORT FIRE HOUSE,2000,VTD2000-003-6,Bromley Crossroads Vol. Fire SS,overflow_member,True,,fuzzy_name_district_constraint,medium,,85.5,audited_scalar_anchor
PVL-2EC4CBA090A16A08,1994,BALDWIN,SPANISH FORT OLD SCHOOL,2000,VTD2000-003-45,Spanish Fort School,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-11E6EFF72AEC7E1F,1994,BALDWIN,ST. PAUL EPISCOPAL CHURCH,2000,VTD2000-003-47,Daphne St. Paul Episcopal Church,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-5EDB016EFD50C772,1994,BALDWIN,STAPELTON COMMUNITY HALL,2000,VTD2000-003-18,Stapleton Community Hall,overflow_member,True,,fuzzy_name,medium,,95.83333333333334,audited_scalar_anchor
PVL-1DC4A2FEB00497A0,1994,BALDWIN,STOCKTON FIRE HOUSE,2000,VTD2000-003-12,Stockton Fire House,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-2C9D25D0F4638D15,1994,BALDWIN,SUMMERDALE-COMMUNITY HALL,2000,VTD2000-003-31,Summerdale Community Hall,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-23E553B2846E18F1,1994,BALDWIN,TENSAW-COMMUNITY CENTER,2000,VTD2000-003-2,Tensaw Community Center,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-FAC42E715E790A56,1994,BALDWIN,VAUGHN COMMUNITY CENTER,2000,VTD2000-003-3,Vaughn Community Center,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-4BFE63C6A18E9A7E,1994,BALDWIN,WHITE HOUSE SCHOOL,2000,VTD2000-003-17,White House Forks Vol Fire Dept,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,97.14285714285714,audited_scalar_anchor
PVL-53B94FB1175E7F2D,1994,BARBOUR,BAKERHILL,2000,VTD2000-005-4,Bakerhill,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-F681636B15D05731,1994,BARBOUR,BLUE SPRINGS CITY HALL,2000,VTD2000-005-10,Blue Springs,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-C0170A082251BD59,1994,BARBOUR,CHAMPION'S,2000,VTD2000-005-1,Woodham's Store,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,85.5,audited_scalar_anchor
PVL-09599705FFCA4268,1994,BARBOUR,CLAYTON COURTHOUSE,2000,VTD2000-005-7,Clayton,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-D9F7658F56C0709E,1994,BARBOUR,CLIO CITY HALL,2000,VTD2000-005-2,Clio,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-288B153ECDDA0684,1994,BARBOUR,COGGIN'S STORE,2000,VTD2000-005-3,Coggin's Store,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-3597CF6C6B77C6AE,1994,BARBOUR,COWIKEE FIRE DEPT.,2000,VTD2000-005-6,Springhill,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,95.0,audited_scalar_anchor
PVL-C8E6DCC125CEF140,1994,BARBOUR,ELAMVILLE,2000,VTD2000-005-3,Coggin's Store,overflow_member,True,,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-29B46686914C738B,1994,BARBOUR,LOUISVILLE CITY HALL,2000,VTD2000-005-9,Louisville,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-070167261E35E223,1994,BARBOUR,MT. ANDREW,2000,VTD2000-005-8,Mt. Andrew,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-C3A627C6933A0BC3,1994,BARBOUR,NEW ARMORY,2000,VTD2000-005-10,Blue Springs,overflow_member,True,,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-65E405F4FF9865D7,1994,BARBOUR,REBECCA COMER SCHOOL,2000,VTD2000-005-6,Springhill,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,100.0,audited_scalar_anchor
PVL-1BF4361ECD2B98BE,1994,BARBOUR,SANFORD AVE. GYM,2000,VTD2000-005-5,Eufaula,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,95.0,audited_scalar_anchor
PVL-09EC2651A78B29C2,1994,BARBOUR,WOODHAM'S STORE,2000,VTD2000-005-1,Woodham's Store,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-665392DB32C66D35,1994,BIBB,BRENT-NORTH,2000,VTD2000-007-9,Brent National Guard Armory,one_to_one,True,1.0,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-8D3EC68820A9A51E,1994,BIBB,BRENT-SOUTH,2000,VTD2000-007-13,Brent-James Lot,one_to_one,True,1.0,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-D52101D968F3A1E9,1994,BIBB,CEDAR GROVE,2000,VTD2000-007-2,Cedar Grove Fire Dept.,one_to_one,True,1.0,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-A9A365BA0E2EE9D0,1994,BIBB,CENTERVILLE,2000,VTD2000-007-5,Centerville City Hall,one_to_one,True,1.0,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-9F44CCB74E1306F3,1994,BIBB,CENTERVILLE-CENTRAL,2000,VTD2000-007-14,Rock Building,one_to_one,True,1.0,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-D21963A845BF3403,1994,BIBB,EOLINE,2000,VTD2000-007-12,Eoline Fire Dept.,one_to_one,True,1.0,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-8B6134AD9F902FCE,1994,BIBB,FURNACE,2000,VTD2000-007-6,Furnace-Brierfield Park-Mulberry Church,one_to_one,True,1.0,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-C4B698369310868B,1994,BIBB,GREENPOND,2000,VTD2000-007-1,Green Pond Fire Dept.,one_to_one,True,1.0,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-060A70E777D5BD3C,1994,BIBB,HARRISBURG,2000,VTD2000-007-4,Harrisburg School,one_to_one,True,1.0,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-B0F96BE24E9B3172,1994,BIBB,PONDVILLE,2000,VTD2000-007-3,Pondville School,one_to_one,True,1.0,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-7FB5AE9D26C9B325,1994,BIBB,RANDOLPH,2000,VTD2000-007-7,Randolph Fire Dept.,one_to_one,True,1.0,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-C12DB23181C3A68A,1994,BIBB,TABERNACLE,2000,VTD2000-007-8,Tabernacle Community Center,one_to_one,True,1.0,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-6978A16E06422C55,1994,BIBB,WEST BLOCTON-EAST,2000,VTD2000-007-10,West Blocton Community Bldg.,one_to_one,True,1.0,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-97E68C9074056B4B,1994,BIBB,WEST BLOCTON-WEST,2000,VTD2000-007-11,West Blocton-District 1 Shop,one_to_one,True,1.0,adjacent_cycle_alias_graph,medium,,,audited_scalar_anchor
PVL-D8A2579ED8DF7B00,1994,BLOUNT,A-C BLOUNTSVILLE,2000,VTD2000-009-7,Blountsville,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-F412C34A320BB05C,1994,BLOUNT,A-D ONEONTA,2000,VTD2000-009-22,Oneonta,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-3168B2A0F47F4C61,1994,BLOUNT,A-G DALLAS-SELFVILLE,2000,VTD2000-009-18,Dallas,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-E906F242CB570123,1994,BLOUNT,A-G HAYDEN,2000,VTD2000-009-4,Hayden,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-C3B26FCD1AEDEBFF,1994,BLOUNT,A-G SNEAD,2000,VTD2000-009-11,Snead,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-7484749BD4046633,1994,BLOUNT,A-G ST. MOUNTAIN,2000,VTD2000-009-14,St. Mountain,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-EB78D1B9E2E70690,1994,BLOUNT,A-I REMLAP,2000,VTD2000-009-19,Remlap,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-6F40FAA99B10CADE,1994,BLOUNT,A-J NECTAR,2000,VTD2000-009-6,Nectar,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-199E1E36158E7126,1994,BLOUNT,A-J SUSAN MOORE,2000,VTD2000-009-12,Susan Moore,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-F54EFBAE3A315A7F,1994,BLOUNT,A-K CLEVELAND,2000,VTD2000-009-16,Cleveland,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-EAEF0A3E4509512F,1994,BLOUNT,A-L LOCUST FORK,2000,VTD2000-009-17,Locust Fork,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-387499705164E2B5,1994,BLOUNT,A-L MT. HIGH,2000,VTD2000-009-1,Mt. High,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-4E0C023AF6B9F8B4,1994,BLOUNT,A-L SMOKE RISE,2000,VTD2000-009-2,Smokerise,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,80.0,audited_scalar_anchor
PVL-918D18AAE9F1762D,1994,BLOUNT,A-L SUMMIT,2000,VTD2000-009-8,Summit,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-7C90C506AA4B68D6,1994,BLOUNT,ALLGOOD,2000,VTD2000-009-21,Allgood,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-B7D55AFB37639D88,1994,BLOUNT,BLOUNT SPRINGS,2000,VTD2000-009-3,Blount Springs,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-EB915C46C95DC89C,1994,BLOUNT,BROOKSVILLE,2000,VTD2000-009-10,Brooksville,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-994122EE41AC69FD,1994,BLOUNT,D-I BLOUNTSVILLE,2000,VTD2000-009-7,Blountsville,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-87D82197826F93BB,1994,BLOUNT,E-H ONEONTA,2000,VTD2000-009-22,Oneonta,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-57B7642DAD244328,1994,BLOUNT,H-M DALLAS-SELFVILLE,2000,VTD2000-009-18,Dallas,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-24F8B5064B3D08AA,1994,BLOUNT,H-M SNEAD,2000,VTD2000-009-11,Snead,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-E84B76616818846E,1994,BLOUNT,H-O ST. MOUNTAIN,2000,VTD2000-009-14,St. Mountain,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-1066F95324CD228A,1994,BLOUNT,H-Q HAYDEN,2000,VTD2000-009-4,Hayden,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-0271819E68F6E7BF,1994,BLOUNT,HOLLY SPRINGS,2000,VTD2000-009-15,Holly Springs,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-EAB1C28C1C3864AE,1994,BLOUNT,I-N ONEONTA,2000,VTD2000-009-22,Oneonta,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-438C34D55A2E4673,1994,BLOUNT,J-P BLONTSVILLE,2000,VTD2000-009-7,Blountsville,overflow_member,True,,district_constrained_nonexclusive_approximation,low,,81.4814814814815,audited_scalar_anchor
PVL-D035DF39A95EF744,1994,BLOUNT,J-Z REMLAP,2000,VTD2000-009-19,Remlap,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-E124A87D7143A417,1994,BLOUNT,K-Z NECTAR,2000,VTD2000-009-6,Nectar,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-E7FDAE3655433309,1994,BLOUNT,K-Z SUSAN MOORE,2000,VTD2000-009-12,Susan Moore,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-6E0E67548BA6061D,1994,BLOUNT,L-Z CLEVELAND,2000,VTD2000-009-16,Cleveland,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-283B0AD391735878,1994,BLOUNT,M-Z LOCUST FORK,2000,VTD2000-009-17,Locust Fork,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-D5C938E581C29C95,1994,BLOUNT,M-Z MT. HIGH,2000,VTD2000-009-1,Mt. High,overflow_member,True,,fuzzy_name,medium,,95.0,audited_scalar_anchor
PVL-0DAA3DFE63EEE0AD,1994,BLOUNT,M-Z SMOKE RISE,2000,VTD2000-009-2,Smokerise,overflow_member,True,,named_place_geocode_to_containing_vtd,low,,95.0,audited_scalar_anchor
PVL-E5A26C278C6FCF1A,1994,BLOUNT,M-Z SUMMIT,2000,VTD2000-009-8,Summit,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-DD85FCD694C97BDC,1994,BLOUNT,MURPHREE VALLEY,2000,VTD2000-009-13,Murphree Valley,overflow_member,True,,exact_name,high,,100.0,audited_scalar_anchor
PVL-232CEC8B996989B0,1994,BLOUNT,N-Z DALLAS-SELFVILLE,2000,VTD2000-009-18,Dallas,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-66F6DC12D8F418F2,1994,BLOUNT,N-Z SNEAD,2000,VTD2000-009-11,Snead,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
PVL-C8E4C0D5FC2D782D,1994,BLOUNT,O-S ONEONTA,2000,VTD2000-009-22,Oneonta,overflow_member,True,,fuzzy_name,medium,,90.0,audited_scalar_anchor
