county_fips,old_id,new_id,old_name,new_name,old_code,new_code,intersection_area,old_area,new_area,pct_old_in_new,pct_new_from_old,intersection_over_union,symmetric_difference_area,old_degree,new_degree,inferred_relationship,verification_status
001,OLD-001165,NEW-000039,Jones Comm Ctr,Jones Comm Ctr,000001,000001,202193226.08468994,202193226.0846899,202193226.0846899,1.0000000000000002,1.0000000000000002,1.0000000000000007,-1.1920928955078125e-07,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001166,NEW-000040,Independence VFD,Independence VFD,000008,000008,142362861.11641744,142362861.11641687,142362861.11641687,1.000000000000004,1.000000000000004,1.000000000000008,-1.1324882507324219e-06,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001167,NEW-000041,Booth VFD,Booth VFD,000009,000009,78132267.02607976,78132267.02607974,78132267.02607974,1.0000000000000002,1.0000000000000002,1.0000000000000004,-2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001168,NEW-000042,Billingsley Govt Bldg,Billingsley Comm Ctr,000003,000003,99169438.6806855,99169438.68068561,99169438.68068561,0.999999999999999,0.999999999999999,0.9999999999999979,2.086162567138672e-07,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001169,NEW-000043,White City VF Station,White City VF Station,000005,000005,108512865.83425021,108512865.83425023,108512865.83425023,0.9999999999999999,0.9999999999999999,0.9999999999999998,2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001170,NEW-000044,Old Kingston VFD,Old Kingston VFD,000018,000018,87334617.71888833,87334617.7188883,87334617.7188883,1.0000000000000004,1.0000000000000004,1.0000000000000007,-5.960464477539063e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001171,NEW-000047,Marbury Middle School,Marbury Middle School,000006,000006,97448161.33771071,97448161.33771071,97448161.33771071,1.0,1.0,1.0,0.0,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001172,NEW-000049,Trinity Methodist,Trinity Methodist,000010,000010,6450996.1259705005,6450996.125970497,6450996.125970497,1.0000000000000007,1.0000000000000007,1.000000000000001,-7.450580596923828e-09,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001173,NEW-000050,Heritage Baptist,Heritage Baptist,000002,000002,7323013.460369652,7323013.460369646,7323013.460369646,1.0000000000000009,1.0000000000000009,1.0000000000000018,-1.30385160446167e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001174,NEW-000051,Camellia Baptist,Camellia Baptist,000017,000017,5063197.655898884,5063197.655898878,5063197.655898878,1.000000000000001,1.000000000000001,1.0000000000000022,-1.1175870895385742e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001175,NEW-000540,Central AL Electric Co-Op,Central AL Electric Co-Op,000011,000011,183655080.08585793,183655080.0858581,183655080.0858581,0.999999999999999,0.999999999999999,0.999999999999998,3.5762786865234375e-07,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001176,NEW-000541,Autaugaville VFD,Autaugaville VFD,000014,000014,170449451.6255955,170449451.62559608,170449451.62559608,0.9999999999999967,0.9999999999999967,0.9999999999999933,1.1324882507324219e-06,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-001177,NEW-000048,East Memorial Christian Academy,East Memorial Christian Academy,000004,000004,9862384.442112425,9862384.44211242,19006732.02109497,1.0000000000000007,0.5188890142275104,0.5188890142275105,9144347.578982538,1,3,probable_boundary_adjustment,inferred_from_snapshot_diff
001,OLD-001178,NEW-000539,Upper Kingston Comm Ctr,Upper Kingston Comm Ctr,000022,000022,20761952.160865907,29800745.401776135,20761952.160865914,0.6966923773533694,0.9999999999999997,0.6966923773533691,9038793.24091024,2,1,probable_boundary_adjustment,inferred_from_snapshot_diff
001,OLD-001178,NEW-000048,Upper Kingston Comm Ctr,East Memorial Christian Academy,000022,000004,9038793.24091019,29800745.401776135,19006732.02109497,0.3033076226466293,0.4755574620023221,0.22728419174125422,30729890.94105073,2,3,probable_many_to_many_realignment,inferred_from_snapshot_diff
001,OLD-001179,NEW-000045,Pine Level Cultural Ctr,Boone's Chapel,000007,000007,120882570.57700343,149126609.58446145,120882570.57700379,0.810603626769498,0.999999999999997,0.810603626769496,28244039.007458374,3,1,probable_boundary_adjustment,inferred_from_snapshot_diff
001,OLD-001179,NEW-000046,Pine Level Cultural Ctr,County Line Baptist,000007,000023,28138484.50002196,149126609.58446145,28138484.500021905,0.18868855517086675,1.000000000000002,0.18868855517086683,120988125.08443943,3,1,probable_split,inferred_from_snapshot_diff
001,OLD-001179,NEW-000048,Pine Level Cultural Ctr,East Memorial Christian Academy,000007,000004,105554.50743612209,149126609.58446145,19006732.02109497,0.0007078180596356866,0.005553532680892774,0.0006281967361415243,167922232.59068418,3,3,probable_many_to_many_realignment,inferred_from_snapshot_diff
001,OLD-001180,NEW-000538,Doster Comm Ctr,Doster Comm Ctr,000016,000016,165162235.01485905,165162235.01485974,168006633.93141663,0.9999999999999959,0.9830697226056043,0.9830697226056002,2844398.9165582657,1,2,probable_consolidation,inferred_from_snapshot_diff
001,OLD-001181,NEW-000052,Prattmont Baptist,Prattmont Baptist,000015,000015,20417523.79974208,23261922.71629899,20417523.79974209,0.8777229659281811,0.9999999999999994,0.8777229659281806,2844398.9165569246,2,1,probable_boundary_adjustment,inferred_from_snapshot_diff
001,OLD-001181,NEW-000538,Prattmont Baptist,Doster Comm Ctr,000015,000016,2844398.9165569404,23261922.71629899,168006633.93141663,0.12227703407182022,0.016930277394391912,0.015095723132355961,185579758.81460172,2,2,probable_many_to_many_realignment,inferred_from_snapshot_diff
003,OLD-001182,NEW-001404,Lottie VFD,Lottie VFD,000011,000011,143814768.77827108,153770708.43077573,143814768.77827126,0.9352546414456652,0.9999999999999988,0.9352546414456643,9955939.652504802,2,1,probable_boundary_adjustment,inferred_from_snapshot_diff
003,OLD-001182,NEW-001386,Lottie VFD,Stockton Civic Bldg,000011,000012,9955939.375081874,153770708.43077573,134112230.90365691,0.06474535675020203,0.07423587921845837,0.03582213810294796,267971060.5842689,2,2,probable_many_to_many_realignment,inferred_from_snapshot_diff
003,OLD-001183,NEW-001386,Stockton Civic Bldg,Stockton Civic Bldg,000012,000012,124156291.52855623,124277310.8196034,134112230.90365691,0.9990262157247445,0.9257641207814014,0.9249294891427323,10076958.666147858,1,2,probable_boundary_adjustment,inferred_from_snapshot_diff
003,OLD-001184,NEW-001406,Magnolia Springs Wesleyan,Magnolia Springs Wesleyan,000036,000036,130476285.18390904,134296709.22942248,130476285.18420361,0.971552362917643,0.9999999999977424,0.9715523629155122,3820424.0458079726,2,1,probable_split,inferred_from_snapshot_diff
003,OLD-001184,NEW-001379,Magnolia Springs Wesleyan,Foley UMC,000036,000047,3820424.046765768,134296709.22942248,35704788.5890165,0.028447637091682125,0.10700032678364622,0.02298952558228678,162360649.72490743,2,3,probable_many_to_many_realignment,inferred_from_snapshot_diff
003,OLD-001185,NEW-001371,Marlow/Fish River VFD,Marlow/Fish River VFD,000030,000030,63945322.28612481,63945322.28612482,63945322.28612482,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.4901161193847656e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001186,NEW-001385,Douglasville Boykin Ctr,Douglasville Boykin Ctr,000005,000005,9459964.748006955,9459964.748006964,9459964.748006964,0.999999999999999,0.999999999999999,0.999999999999998,1.862645149230957e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001187,NEW-001392,Bay Minette Civic Ctr,Bay Minette Civic Ctr,000015,000015,246766397.81073684,246766397.8107366,246887417.10178357,1.0000000000000009,0.999509819931419,0.99950981993142,121019.2910465002,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001188,NEW-001391,Robertsdale City Hall,PZK Hall,000025,000025,51744397.78662308,51744397.78662307,51818560.48124636,1.0000000000000002,0.9985688005622982,0.9985688005622985,74162.69462326169,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001189,NEW-001389,Pine Grove VFD Station #1,Pine Grove VFD Station #1,000016,000016,124653363.76473771,124653363.76473762,124653363.76473762,1.0000000000000007,1.0000000000000007,1.0000000000000013,-1.7881393432617188e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001190,NEW-001387,Rabun VFD,Rabun VFD,000013,000013,130555683.53562678,130555683.53562652,130555683.53562652,1.000000000000002,1.000000000000002,1.0000000000000042,-5.364418029785156e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001191,NEW-001403,Little River VFD,Little River VFD,000001,000001,257806003.60940686,257806003.60940593,257806003.60940593,1.0000000000000036,1.0000000000000036,1.000000000000007,-1.8477439880371094e-06,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001192,NEW-001402,Tensaw VFD,Tensaw VFD,000002,000002,233747035.93674245,233747035.93674302,233747035.93674302,0.9999999999999976,0.9999999999999976,0.9999999999999951,1.1324882507324219e-06,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001193,NEW-001401,Vaughn Comm Ctr,Old Vaughn School,000003,000003,107680158.82966776,107680158.82966785,107680158.82966785,0.9999999999999992,0.9999999999999992,0.9999999999999983,1.7881393432617188e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001194,NEW-001400,Crossroads Durant Chapel Baptist,Crossroads Durant Chapel Baptist,000004,000004,132583312.52285522,132583312.5228552,132583312.5228552,1.0000000000000002,1.0000000000000002,1.0000000000000002,-2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001195,NEW-001396,Josephine VFD,Josephine VFD,000034,000034,60153098.41153423,60153098.41153422,60153098.41153422,1.0000000000000002,1.0000000000000002,1.0000000000000002,-1.4901161193847656e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001196,NEW-001377,Spanish Fort Church of Christ,Spanish Fort Church of Christ,000046,000046,15695347.394845253,15695347.394845251,15695347.394845251,1.0000000000000002,1.0000000000000002,1.0000000000000002,-3.725290298461914e-09,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001197,NEW-001374,Ellisville Comm Ctr,Ellisville Comm Ctr,000008,000008,25030289.42909134,25030289.429091327,25030289.429091327,1.0000000000000007,1.0000000000000007,1.000000000000001,-2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001198,NEW-001381,Elsanor Comm Ctr,Bethel Baptist,000026,000026,118278998.24678539,118278998.2467854,118278998.2467854,0.9999999999999999,0.9999999999999999,0.9999999999999998,2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001199,NEW-001380,Silverhill Comm Ctr,Silverhill Comm Ctr,000024,000024,33717860.012387566,33792022.71049481,33717860.01238753,0.9978053193576895,1.000000000000001,0.9978053193576908,74162.69810719788,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001200,NEW-001378,Rosinton UMC,Rosinton UMC,000022,000022,142880288.87793624,142880288.87793672,142880288.87793672,0.9999999999999967,0.9999999999999967,0.9999999999999933,9.5367431640625e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001201,NEW-001407,Orange Beach Comm Ctr,Orange Beach Comm Ctr,000041,000041,145847088.54016462,145847088.54016456,145847088.54016456,1.0000000000000004,1.0000000000000004,1.0000000000000009,-1.1920928955078125e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001202,NEW-001777,Bon Secour Morgan's Chapel UMC,Bon Secour Morgan's Chapel UMC,000037,000037,232421365.05108345,232421365.05108345,232421365.05108345,1.0,1.0,1.0,0.0,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001203,NEW-001405,Fort Morgan VFD #1,Fort Morgan VFD #1,000040,000040,297518738.33052105,297518738.3305208,297518738.3305208,1.0000000000000009,1.0000000000000009,1.0000000000000016,-4.76837158203125e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001204,NEW-001412,Seminole Fire House,Seminole Fire House,000027,000027,65720858.65191536,65720858.65191539,65720858.65191539,0.9999999999999996,0.9999999999999996,0.9999999999999991,5.960464477539063e-08,1,1,unchanged,inferred_from_snapshot_diff
