county_fips,old_id,new_id,old_name,new_name,old_code,new_code,intersection_area,old_area,new_area,pct_old_in_new,pct_new_from_old,intersection_over_union,symmetric_difference_area,old_degree,new_degree,inferred_relationship,verification_status
001,OLD-000039,NEW-000030,Jones Comm Ctr,Jones Comm Ctr,000001,000001,202193226.08468994,202193226.0846899,202193226.0846899,1.0000000000000002,1.0000000000000002,1.0000000000000007,-1.1920928955078125e-07,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000040,NEW-000031,Independence VFD,Independence VFD,000008,000008,142362861.11641744,142362861.11641687,142362861.11641687,1.000000000000004,1.000000000000004,1.000000000000008,-1.1324882507324219e-06,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000041,NEW-000032,Booth VFD,Booth VFD,000009,000009,78132267.02607976,78132267.02607974,78132267.02607974,1.0000000000000002,1.0000000000000002,1.0000000000000004,-2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000042,NEW-000033,Billingsley Comm Ctr,Billingsley Comm Ctr,000003,000003,99169438.6806855,99169438.68068561,99169438.68068561,0.999999999999999,0.999999999999999,0.9999999999999979,2.086162567138672e-07,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000043,NEW-000034,White City VF Station,White City VF Station,000005,000005,108512865.83425021,108512865.83425023,108512865.83425023,0.9999999999999999,0.9999999999999999,0.9999999999999998,2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000044,NEW-000035,Old Kingston VFD,Old Kingston VFD,000018,000018,87334617.71888833,87334617.7188883,87334617.7188883,1.0000000000000004,1.0000000000000004,1.0000000000000007,-5.960464477539063e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000045,NEW-000036,Boone's Chapel,Boone's Chapel,000007,000007,120882570.57700343,120882570.57700379,120882570.57700379,0.999999999999997,0.999999999999997,0.9999999999999941,7.152557373046875e-07,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000046,NEW-000037,County Line Baptist,County Line Baptist,000023,000023,28138484.500021953,28138484.500021905,28138484.500021905,1.0000000000000018,1.0000000000000018,1.0000000000000036,-9.685754776000977e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000047,NEW-000038,Marbury Middle School,Marbury Middle School,000006,000006,97448161.33771071,97448161.33771071,97448161.33771071,1.0,1.0,1.0,0.0,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000048,NEW-000039,East Memorial Christian Academy,East Memorial Christian Academy,000004,000004,19006732.021094985,19006732.02109497,19006732.02109497,1.0000000000000009,1.0000000000000009,1.0000000000000016,-2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000049,NEW-000040,Trinity Methodist,Trinity Methodist,000010,000010,6450996.1259705005,6450996.125970497,6450996.125970497,1.0000000000000007,1.0000000000000007,1.000000000000001,-7.450580596923828e-09,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000050,NEW-000041,Heritage Baptist,Heritage Baptist,000002,000002,7323013.460369652,7323013.460369646,7323013.460369646,1.0000000000000009,1.0000000000000009,1.0000000000000018,-1.30385160446167e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000051,NEW-000042,Camellia Baptist,Camellia Baptist,000017,000017,5063197.655898884,5063197.655898878,5063197.655898878,1.000000000000001,1.000000000000001,1.0000000000000022,-1.1175870895385742e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000052,NEW-000043,Prattmont Baptist,Prattmont Baptist,000015,000015,20417523.79974205,20417523.79974209,20417523.79974209,0.999999999999998,0.999999999999998,0.999999999999996,8.195638656616211e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000538,NEW-000373,Doster Comm Ctr,Doster Comm Ctr,000016,000016,168006633.93141606,168006633.93141663,168006633.93141663,0.9999999999999967,0.9999999999999967,0.9999999999999932,1.1324882507324219e-06,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000539,NEW-000374,Upper Kingston Comm Ctr,Upper Kingston Comm Ctr,000022,000022,20761952.16086589,20761952.160865914,20761952.160865914,0.9999999999999989,0.9999999999999989,0.9999999999999979,4.470348358154297e-08,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000540,NEW-000375,Central AL Electric Co-Op,Central AL Electric Co-Op,000011,000011,183655080.08585793,183655080.0858581,183655080.0858581,0.999999999999999,0.999999999999999,0.999999999999998,3.5762786865234375e-07,1,1,unchanged,inferred_from_snapshot_diff
001,OLD-000541,NEW-000376,Autaugaville VFD,Autaugaville VFD,000014,000014,170449451.6255955,170449451.62559608,170449451.62559608,0.9999999999999967,0.9999999999999967,0.9999999999999933,1.1324882507324219e-06,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001371,NEW-001204,Marlow/Fish River VFD,Marlow/Fish River VFD,000030,000030,63945322.28612481,63945322.28612482,63945322.28612482,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.4901161193847656e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001372,NEW-001252,Summerdale Comm Ctr,Summerdale Comm Ctr,000031,000031,121415811.10319865,121415811.10319857,121415811.10320006,1.0000000000000007,0.9999999999999883,0.999999999999989,1.341104507446289e-06,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001373,NEW-001205,Spanish Fort New Life Assembly,Spanish Fort New Life Assembly,000007,000007,59908628.941210754,59908628.9412107,59908628.9412107,1.0000000000000009,1.0000000000000009,1.0000000000000018,-1.043081283569336e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001374,NEW-001206,Ellisville Comm Ctr,Ellisville Comm Ctr,000008,000008,25030289.42909134,25030289.429091327,25030289.429091327,1.0000000000000007,1.0000000000000007,1.000000000000001,-2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001375,NEW-001207,Loxley Civic Ctr,Loxley Civic Ctr,000009,000009,56250391.155814625,56250391.15581466,56250391.15581466,0.9999999999999993,0.9999999999999993,0.9999999999999987,7.450580596923828e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001376,NEW-001208,Stapleton VFD,Stapleton VFD,000018,000018,121067889.85015962,121067889.85015956,121067889.85015956,1.0000000000000004,1.0000000000000004,1.0000000000000009,-1.1920928955078125e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001377,NEW-001210,Spanish Fort Church of Christ,Spanish Fort Church of Christ,000046,000046,15695347.394845253,15695347.394845251,15695347.394845251,1.0000000000000002,1.0000000000000002,1.0000000000000002,-3.725290298461914e-09,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001378,NEW-001211,Rosinton UMC,Rosinton UMC,000022,000022,142880288.87793624,142880288.87793672,142880288.87793672,0.9999999999999967,0.9999999999999967,0.9999999999999933,9.5367431640625e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001379,NEW-001253,Foley UMC,Foley UMC,000047,000047,35704788.58901652,35704788.5890165,35704788.58902031,1.0000000000000007,0.9999999999998938,0.9999999999998944,3.769993782043457e-06,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001380,NEW-001213,Silverhill Comm Ctr,Silverhill Comm Ctr,000024,000024,33717860.012387566,33717860.01238753,33717860.01238753,1.000000000000001,1.000000000000001,1.0000000000000022,-7.450580596923828e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001381,NEW-001215,Bethel Baptist,Bethel Baptist,000026,000026,118278998.24678539,118278998.2467854,118278998.2467854,0.9999999999999999,0.9999999999999999,0.9999999999999998,2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001382,NEW-001216,Daphne High,Daphne High,000020,000020,33643359.58412423,33643359.5841242,33643359.5841242,1.0000000000000009,1.0000000000000009,1.0000000000000018,-5.960464477539063e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001383,NEW-001217,Elberta Civic Ctr,Elberta Civic Ctr,000032,000032,81727448.55441089,81727448.5544109,81727448.5544109,0.9999999999999998,0.9999999999999998,0.9999999999999997,2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001384,NEW-001218,Graham Creek Interpretive Ctr,Graham Creek Interpretive Ctr,000033,000033,48538906.5529172,48538906.55291728,48538906.55291728,0.9999999999999983,0.9999999999999983,0.9999999999999967,1.6391277313232422e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001385,NEW-001219,Douglasville Boykin Ctr,Douglasville Boykin Ctr,000005,000005,9459964.748006955,9459964.748006964,9459964.748006964,0.999999999999999,0.999999999999999,0.999999999999998,1.862645149230957e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001386,NEW-001220,Stockton Civic Bldg,Stockton Civic Bldg,000012,000012,134112230.9036567,134112230.90365691,134112230.90365691,0.9999999999999984,0.9999999999999984,0.9999999999999969,4.172325134277344e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001387,NEW-001221,Rabun VFD,Rabun VFD,000013,000013,130555683.53562678,130555683.53562652,130555683.53562652,1.000000000000002,1.000000000000002,1.0000000000000042,-5.364418029785156e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001388,NEW-001251,Foley Civic Ctr,Foley Civic Ctr,000038,000038,44090478.68456162,44090478.684375234,44090478.68437705,1.0000000000042273,1.000000000004186,1.0000000000084133,-0.00037094950675964355,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001389,NEW-001222,Pine Grove VFD Station #1,Pine Grove VFD Station #1,000016,000016,124653363.76473771,124653363.76473762,124653363.76473762,1.0000000000000007,1.0000000000000007,1.0000000000000013,-1.7881393432617188e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001390,NEW-001223,White House Fork VFD,White House Fork VFD,000017,000017,51321505.1207604,51321505.12076045,51321505.12076045,0.9999999999999991,0.9999999999999991,0.9999999999999982,8.940696716308594e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001391,NEW-001224,PZK Hall,PZK Hall,000025,000025,51818560.48124636,51818560.48124636,51818560.48124636,1.0,1.0,1.0,0.0,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001392,NEW-001225,Bay Minette Civic Ctr,Bay Minette Civic Ctr,000015,000015,246887417.1017838,246887417.10178357,246887417.10178357,1.0000000000000009,1.0000000000000009,1.000000000000002,-4.76837158203125e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001393,NEW-001226,Gulf Shores Cultural Ctr,Gulf Shores Cultural Ctr,000048,000048,52847297.680219434,52847297.680219494,52847297.680219494,0.9999999999999989,0.9999999999999989,0.9999999999999978,1.1920928955078125e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001394,NEW-001227,Lillian Community Club,Lillian Community Club,000028,000028,197419103.48565957,197419103.48565936,197419103.48565936,1.000000000000001,1.000000000000001,1.0000000000000022,-4.172325134277344e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001395,NEW-001228,Peridido Beach VFD,Peridido Beach VFD,000029,000029,26194936.790589213,26194936.79058921,26194936.79058921,1.0000000000000002,1.0000000000000002,1.0000000000000002,-7.450580596923828e-09,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001396,NEW-001229,Josephine VFD,Josephine VFD,000034,000034,60153098.41153423,60153098.41153422,60153098.41153422,1.0000000000000002,1.0000000000000002,1.0000000000000002,-1.4901161193847656e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001397,NEW-001230,Daphne Civic Ctr,Daphne Civic Ctr,000035,000035,119319000.14609171,119319000.14609149,119319000.14609149,1.0000000000000018,1.0000000000000018,1.0000000000000038,-4.470348358154297e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001398,NEW-001231,Spanish Fort Comm Ctr,Spanish Fort Comm Ctr,000045,000045,85601746.07847677,85601746.07847644,85601746.07847644,1.0000000000000038,1.0000000000000038,1.0000000000000075,-6.556510925292969e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001399,NEW-001232,Bromley-Crossroads VFD,Bromley-Crossroads VFD,000006,000006,136909049.1169661,136909049.11696595,136909049.11696595,1.000000000000001,1.000000000000001,1.0000000000000022,-2.980232238769531e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001400,NEW-001233,Crossroads Durant Chapel Baptist,Crossroads Durant Chapel Baptist,000004,000004,132583312.52285522,132583312.5228552,132583312.5228552,1.0000000000000002,1.0000000000000002,1.0000000000000002,-2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001401,NEW-001234,Old Vaughn School,Old Vaughn School,000003,000003,107680158.82966776,107680158.82966785,107680158.82966785,0.9999999999999992,0.9999999999999992,0.9999999999999983,1.7881393432617188e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001402,NEW-001235,Tensaw VFD,Tensaw VFD,000002,000002,233747035.93674245,233747035.93674302,233747035.93674302,0.9999999999999976,0.9999999999999976,0.9999999999999951,1.1324882507324219e-06,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001403,NEW-001236,Little River VFD,Little River VFD,000001,000001,257806003.60940686,257806003.60940593,257806003.60940593,1.0000000000000036,1.0000000000000036,1.000000000000007,-1.8477439880371094e-06,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001404,NEW-001237,Lottie VFD,Lottie VFD,000011,000011,143814768.77827108,143814768.77827126,143814768.77827126,0.9999999999999988,0.9999999999999988,0.9999999999999976,3.5762786865234375e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001405,NEW-001238,Fort Morgan VFD #1,Fort Morgan VFD #1,000040,000040,297518738.33052105,297518738.3305208,297518738.3305208,1.0000000000000009,1.0000000000000009,1.0000000000000016,-4.76837158203125e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001406,NEW-001243,Magnolia Springs Wesleyan,Magnolia Springs Wesleyan,000036,000036,130476285.1842036,130476285.18420361,130476285.18420361,0.9999999999999999,0.9999999999999999,0.9999999999999998,2.9802322387695312e-08,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001407,NEW-001245,Orange Beach Comm Ctr,Orange Beach Comm Ctr,000041,000041,145847088.54016462,145847088.54016456,145847088.54016456,1.0000000000000004,1.0000000000000004,1.0000000000000009,-1.1920928955078125e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001408,NEW-001246,Gulf Shores Meyer Civic Ctr,Gulf Shores Meyer Civic Ctr,000039,000039,115882915.85358961,115882915.85358953,115882915.85358953,1.0000000000000007,1.0000000000000007,1.0000000000000013,-1.4901161193847656e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001409,NEW-001247,Peridido VFD Station #1,Peridido VFD Station #1,000014,000014,116552792.10448569,116552792.10448585,116552792.10448585,0.9999999999999986,0.9999999999999986,0.9999999999999972,3.2782554626464844e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001410,NEW-001248,Gateswood VFD,Gateswood VFD,000019,000019,287764709.7703611,287764709.77036136,287764709.77036136,0.9999999999999992,0.9999999999999992,0.9999999999999983,4.76837158203125e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001411,NEW-001249,Clear Springs UMC,Clear Springs UMC,000021,000021,144697257.23406342,144697257.23406377,144697257.23406377,0.9999999999999976,0.9999999999999976,0.999999999999995,7.152557373046875e-07,1,1,unchanged,inferred_from_snapshot_diff
003,OLD-001412,NEW-001250,Seminole Fire House,Seminole Fire House,000027,000027,65720858.65191536,65720858.65191539,65720858.65191539,0.9999999999999996,0.9999999999999996,0.9999999999999991,5.960464477539063e-08,1,1,unchanged,inferred_from_snapshot_diff
