cluster_id,cluster_label,candidate_cycles,people,primitive_conservative_abortion_access,primitive_conservative_anti_discrimination,primitive_conservative_civil_social_liberty,primitive_conservative_criminal_punishment,primitive_conservative_education_market_choice,primitive_conservative_education_public_funding,primitive_conservative_environmental_protection,primitive_conservative_government_ethics_transparency,primitive_conservative_gun_access,primitive_conservative_gun_purchase_regulation,primitive_conservative_healthcare_access,primitive_conservative_labor_capital_alignment,primitive_conservative_market_governance,primitive_conservative_marriage_equality,primitive_conservative_tax_burden,primitive_conservative_voting_access,primitive_conservative_welfare_conditionality,primitive_conservative_welfare_generosity,party,dimensions_used,primitive_conservative_public_employee_compensation,primitive_conservative_public_spending
1,Traditionalist-populist Democrats,33,33,0.9047619047619048,,1.0,0.9560439560439561,-1.0,-0.5238095238095238,-1.0,-1.0,0.14058909238458842,-1.0,-1.0,1.0,0.5871722972133144,,-0.47367639240704257,-1.0,,1.0,D,18,,
2,Bridge-coalition Democrats,59,58,0.41047619047619044,0.5595238095238095,-0.26353741496598637,0.6733795129098863,0.3076923076923077,-0.725,0.1109593837535014,0.07142857142857142,0.10619699627975161,-0.3333333333333333,-0.669675700858856,-0.9853479853479854,-0.4320132863514341,1.0,-0.13261024573341287,0.6190476190476191,1.0,-0.4495495495495495,D,18,,
3,Progressive-modern Democrats,39,39,-0.9543209876543209,-0.75,-0.5897142857142857,-0.18978696741854637,-0.6666666666666666,-0.8706896551724138,-0.907051282051282,-0.6428571428571429,-0.9076433526519143,-0.9285714285714286,-0.9561688311688311,-1.0,-0.7024362386091839,-0.3333333333333333,-0.24595959595959596,-0.38461538461538464,-0.13043478260869565,-0.8236111111111111,D,18,,
1,Social and institutional conservatives,88,87,0.9218954248366013,,0.8775895631979782,,,-0.7070707070707071,0.5658424908424908,0.8285714285714286,0.4508936078061539,0.5263157894736842,-0.15478211047264756,-0.6666666666666666,0.17564527516148604,,0.4741532713625737,0.8601398601398602,,0.0057870370370370385,R,15,-0.83,-0.6835016835016835
2,Moderate pre-realignment Republicans,34,34,-0.07894736842105263,,-0.7302380952380952,,,-0.6011904761904762,0.08583333333333334,-1.0,-0.37973913043478263,-1.0,-0.5814516129032258,-1.0,-0.5870876910699919,,0.26270517676767674,0.92,,-0.5148550724637682,R,15,-1.0,-1.0
3,Business conservatives,58,54,1.0,,0.9861111111111112,,,-0.8578431372549019,-0.7083333333333334,-1.0,0.7423207371349384,-1.0,-0.8666666666666667,1.0,0.9733333333333334,,0.2464114832535885,-0.8,,0.6666666666666667,R,15,-0.9565217391304348,-0.875
