year,chamber,district,canonical_party,canonical_votes,canonical_name,canonical_source,person_id,canonical_candidate_id,incumbent,winner,votesmart_candidate_id,match_method,pct_dimensions_scored,pct_policies_scored,pct_response_items_scored,abortion_position,criminal_justice_position,economic_ideology,education_position,environment_position,government_reform_position,guns_position,healthcare_position,labor_position,social_ideology,immigration_position,pct_available,pct_composite_ideology,cycle,raw_overperformance,legislative_dem_margin,core_index_margin,war_eligible,candidate_margin_overperformance,ideology_v3_issue_count,ideology_v3_scored_issue_count,ideology_v3_evidence_records,ideology_v3_source_type_count,ideology_v3_max_conflict_ratio,ideology_v3_environment_resources,ideology_v3_institutional_reform,ideology_v3_labor_capital,ideology_v3_market_government_direction,ideology_v3_material_support,ideology_v3_order_justice,ideology_v3_social_liberty_equality,ideology_v3_available,ideology_v3_scored_family_count,ideology_v3_model_eligible,cycle_race,contest_status,core_index_margin_race,prior_presidential_year,prior_pres_dem_margin,nonwhite_share,white_college_share,ideal_point,chamber_percentile,distance_from_caucus_median,party_loyalty_rate,cross_party_voting_rate,votes_used,issue__abortion_access,issue__anti_discrimination,issue__business_subsidy,issue__childcare_support,issue__civil_social_liberty,issue__criminal_punishment,issue__education_access,issue__education_accountability,issue__education_market_choice,issue__education_public_funding,issue__environmental_protection,issue__government_ethics_transparency,issue__gun_access,issue__gun_purchase_regulation,issue__healthcare_access,issue__labor_capital_alignment,issue__labor_rights,issue__market_governance,issue__marriage_equality,issue__public_employee_compensation,issue__public_spending,issue__racial_civil_rights,issue__religion_state,issue__renewable_energy_support,issue__tax_burden,issue__voting_access,issue__welfare_conditionality,issue__welfare_generosity,cluster_id,cluster_distance,ideology_map_x,ideology_map_y,expected_cmo_total_oof,candidate_cmo_total_oof,candidate_cmo_resource_adjusted_oof,candidate_cmo_fundraising_adjusted_oof,high_raw_overperformance,unopposed_democrat,republican_top_ticket_district,republican_presidential_district,cluster_label,selection_group
2010,house,27,D,7225.0,JEFF McLAUGHLIN,alabama_sos,ALPERSON-JEFF-MCLAUGHLIN,AL-2010-house-27-D-JEFF-MCLAUGHLIN,1,0,53380.0,same_race_party,,,,,,,,,,,,,,,False,,2010,37.18853330253357,-6.551122033240639,-43.7396553357742,True,37.18853330253357,6.0,4.0,7.0,2.0,0.65,,,,,,,,True,0,False,2010,contested_two_party,-43.7396553357742,,,0.0751387568272781,0.1741724337776565,-1.1140921648494404,2.912621359223301,-0.2542585958239343,0.8913043478260869,0.0,46.0,,,,,,1.0,,,,,,-1.0,-1.0,,,,,0.12,,,,,,,,,,,2,6.357021671540422,0.43807183420878637,-3.589358138320147,-8.766950855634057,45.95548415816762,25.71089919872036,25.020203370185232,True,False,True,False,Crossover/traditionalist bloc,high_raw_overperformance
1998,senate,9,D,24770.0,Mitchem,alabama_sos,ALPERSON-MITCHEM,AL-1998-senate-9-D-MITCHEM,0,1,5611.0,same_race_party,,,,,,,,,,,,,,,False,,1998,36.53195005852334,29.64853052785847,-6.883419530664875,True,36.53195005852334,4.0,4.0,4.0,1.0,0.0,,,,,,,,True,0,False,1998,contested_two_party,-6.883419530664875,1996.0,-21.461612889569853,0.0223056419541183,0.0959008456505409,,,,,,,,,,,,,,,,,,,0.6,,,,,-0.78,,,1.0,,,,,,,,2,3.942242657209093,1.7466925398569786,0.06033054692882674,-10.57819335890498,47.11014341742832,22.036102564945992,21.268199915143263,True,False,True,True,Crossover/traditionalist bloc,high_raw_overperformance
2002,senate,10,D,24702.0,"Means, Larry",alabama_sos,ALPERSON-MEANS-LARRY,AL-2002-senate-10-D-MEANS-LARRY,0,1,15978.0,same_race_party,,,,,,,,,,,,,,,False,,2002,36.27333354879622,35.82975915539426,-0.4435743934019607,True,36.27333354879622,8.0,8.0,10.0,1.0,0.0,,,,,,,,True,0,False,2002,contested_two_party,-0.4435743934019607,2000.0,-9.665488494903766,0.1621519422511059,0.1358222792714784,,,,,,,,,,,,1.0,,,-1.0,,,,-1.0,,1.0,-1.0,,-1.0,,1.0,,,1.0,,-1.0,,,,2,3.497059839167886,1.0035966620344372,0.796092549793913,-5.221914101501805,41.495247650298026,13.78658788416454,13.794710784530745,True,False,True,True,Crossover/traditionalist bloc,high_raw_overperformance
2002,house,1,D,8540.0,"Starkey, Nelson",alabama_sos,ALPERSON-STARKEY-NELSON,AL-2002-house-1-D-STARKEY-NELSON,0,1,5712.0,same_race_party,,,,,,,,,,,,,,,False,,2002,36.07874998046197,28.30528846153846,-7.773461518923504,True,36.07874998046197,4.0,3.0,5.0,1.0,1.0,,,,,,,,True,0,False,2002,contested_two_party,-7.773461518923504,2000.0,-9.316927045498955,0.2031330016688273,0.2501626747369909,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,-0.78,,,,,,,1.0,,,,2,4.188600243613811,3.6269214430440813,0.5722566703117171,2.456534473424549,33.62221550703742,18.24378558291769,19.26901398126636,True,False,True,True,Crossover/traditionalist bloc,high_raw_overperformance
2006,house,9,D,7135.0,RONALD GRANTLAND,alabama_sos,ALPERSON-RONALD-GRANTLAND,AL-2006-house-9-D-RONALD-GRANTLAND,0,1,15874.0,same_race_party,9.0,41.0,44.0,-0.3333333333333333,0.5,0.1,0.0714285714285714,-0.5,,1.0,0.0,-1.0,0.5,,True,0.0375661375661375,2006,35.7003824475784,11.016026139723044,-24.68435630785536,True,35.7003824475784,21.0,17.0,81.0,3.0,1.0,,,,,0.5714285714285714,,-0.3846153846153846,True,2,True,2006,contested_two_party,-24.684356307855357,2004.0,-47.028730480764345,0.0636229462387392,0.1414747240181785,,,,,,,-0.2,-1.0,1.0,,0.0,0.4583333333333333,,1.0,1.0,0.25,0.0,1.0,0.0,,0.5454545454545454,1.0,,0.3333333333333333,-1.0,1.0,,,1.0,1.0,0.7142857142857143,,1.0,0.6666666666666666,1,5.261719616585103,-0.16200525274432084,-2.4880183758192627,-18.344374172908985,54.04475662048739,12.586268014405483,12.37112797040944,True,False,True,True,Mainstream/progressive bloc,high_raw_overperformance
1998,house,31,D,9290.0,Venable,alabama_sos,ALPERSON-VENABLE,AL-1998-house-31-D-VENABLE,0,1,5719.0,same_race_party,8.0,61.0,65.0,0.2,0.75,0.1944444444444444,0.0,0.625,1.0,,-0.75,,0.4285714285714285,,True,0.3060019841269841,1998,35.54411298526067,27.49605434708021,-8.048058638180452,True,35.54411298526067,23.0,18.0,75.0,3.0,1.0,,,,,0.7,,-0.4285714285714285,True,2,True,1998,contested_two_party,-8.048058638180452,1996.0,-23.85353452066255,0.2509188899427907,0.1195078508114672,,,,,,,-0.2,-1.0,,,0.0,0.8076923076923077,,1.0,1.0,0.6666666666666666,-0.5714285714285714,,0.8,,0.8333333333333334,,,0.2,-1.0,1.0,1.0,,1.0,,0.15,-1.0,1.0,0.5,1,4.217094694707957,-0.06703934601174627,-1.9296983843472977,-11.805475882482098,47.34958886774277,22.83027128800167,24.587888853030503,True,False,True,True,Mainstream/progressive bloc,high_raw_overperformance
2014,house,85,D,5777.0,Dexter Grimsley,official_consolidated_candidate_results,ALPERSON-DEXTER-GRIMSLEY,AL-2014-house-85-D-DEXTER-GRIMSLEY,1,1,121489.0,same_race_party,,,,,,,,,,,,,,,False,,2014,35.18702166964265,25.833151818775868,-9.353869850866785,True,35.18702166964265,15.0,14.0,43.0,2.0,1.0,,,,,,,,True,0,False,2014,contested_two_party,-9.353869850866785,,,0.5545602965185545,0.1631564916022394,-1.6937813364014886,9.25925925925926,-0.3770357625289955,0.8290322580645161,0.0804597701149425,310.0,1.0,,1.0,,,0.4285714285714285,1.0,,-1.0,1.0,,1.0,0.0,1.0,1.0,,,0.6935714285714287,,1.0,,,,,,1.0,,,1,5.111589786916555,-3.1741227685357942,1.362426470163513,-19.778042496950683,54.965064166593336,28.42036758642405,24.27187963017636,True,False,True,False,Mainstream/progressive bloc,high_raw_overperformance
2010,house,35,D,6719.0,STEVE HURST,alabama_sos,ALPERSON-STEVE-HURST,AL-2010-house-35-D-STEVE-HURST,1,1,15975.0,same_race_party,,,,,,,,,,,,,,,False,,2010,35.10907243764378,3.281838444393206,-31.827233993250573,True,35.10907243764378,7.0,5.0,30.0,2.0,0.75,,,,,,,,True,0,False,2010,contested_two_party,-31.827233993250573,,,0.2222147076062942,0.1549470037530416,-0.0892205799971627,58.252427184466015,-1.0294118612616374,0.7857142857142857,0.7142857142857143,28.0,-1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,,0.12,,1.0,,,,,-0.1428571428571428,,,,2,7.382987884895307,5.3661913565539185,3.4227138199436293,2.9345466710697323,32.17452576657405,23.721073557357663,22.432002212507925,True,False,True,False,Crossover/traditionalist bloc,high_raw_overperformance
2002,senate,2,D,23922.0,"Butler, Tom",alabama_sos,ALPERSON-BUTLER-TOM,AL-2002-senate-2-D-BUTLER-TOM,0,1,5594.0,same_race_party,,,,,,,,,,,,,,,False,,2002,35.04651037713444,15.53730982854383,-19.50920054859061,True,35.04651037713444,9.0,8.0,13.0,1.0,1.0,,,,,,,,True,0,False,2002,contested_two_party,-19.50920054859061,2000.0,-23.94864365161326,0.2251609545592826,0.2907653623818496,,,,,,,,,,,,1.0,,,1.0,,,,-0.0799999999999999,,1.0,-1.0,,-0.8,,1.0,,,1.0,,-1.0,,,,2,3.0963362288492036,1.6796936429939204,-0.6327907835563593,-0.4394431030226506,35.48595348015709,19.4212937473634,18.954067848515106,True,False,True,True,Crossover/traditionalist bloc,high_raw_overperformance
1998,house,25,D,8552.0,Hawk,alabama_sos,ALPERSON-HAWK,AL-1998-house-25-D-HAWK,0,1,5656.0,same_race_party,,,,,,,,,,,,,,,False,,1998,34.89271368697013,35.06001263423879,0.1672989472686525,True,34.89271368697013,7.0,6.0,8.0,1.0,0.0,,,,,,,,True,0,False,1998,contested_two_party,0.1672989472686525,1996.0,-17.189822074426697,0.0249765464658198,0.1218355178198863,,,,,,,,,,,,1.0,,,,1.0,,,0.0,,1.0,,,-0.78,,1.0,,,,,1.0,,,,2,3.435112495980857,0.48329433949209083,2.099135344028938,-13.357121021695349,48.24983470866549,23.366841719955048,23.148138065004662,True,False,False,True,Crossover/traditionalist bloc,high_raw_overperformance
2002,house,26,D,1102.0,"McDaniel, Frank",alabama_sos,ALPERSON-MCDANIEL-FRANK,AL-2002-house-26-D-MCDANIEL-FRANK,0,1,,,,,,,,,,,,,,,,,False,,2002,33.96226431938186,29.647058823529413,-4.315205495852442,True,33.96226431938186,15.0,10.0,30.0,2.0,1.0,0.0,,,,0.5,,-0.5555555555555556,True,3,True,2002,contested_two_party,-4.315205495852442,2000.0,-23.11277100662978,0.1055973499175113,0.1202882586175238,,,,,,,0.0,-1.0,,1.0,0.0,0.1,,1.0,,0.5,-0.5,,-1.0,,0.5,,,0.3333333333333333,-1.0,,,,,,,-1.0,,0.0,1,5.701074686598964,-0.8396379328237222,-3.115814294158548,-14.79756551077734,48.75982983015919,12.096529888234436,12.902040609605024,True,False,True,True,Mainstream/progressive bloc,high_raw_overperformance
2014,house,7,D,5553.0,John (Jody) Letson,official_consolidated_candidate_results,ALPERSON-JOHN-JODY-LETSON,AL-2014-house-7-D-JOHN-JODY-LETSON,0,0,15202.0,same_race_party,,,,,,,,,,,,,,,False,,2014,33.9402271600584,-4.464516129032258,-38.40474328909066,True,33.9402271600584,4.0,3.0,4.0,1.0,0.0,,,,,,,,True,0,False,2014,contested_two_party,-38.40474328909066,,,0.1505414521569323,0.1148548026805659,,,,,,,,,,,,,,,,1.0,,,0.8400000000000001,,,,,0.0,,1.0,,,,,,,,,2,3.917215285618736,1.683312170258718,0.7736782968371394,4.39624731178619,29.54397984827221,21.807186564463983,19.698685835327176,True,False,True,False,Crossover/traditionalist bloc,high_raw_overperformance
2002,house,9,D,7808.0,"Grantland, Ronald",alabama_sos,ALPERSON-GRANTLAND-RONALD,AL-2002-house-9-D-GRANTLAND-RONALD,0,1,15874.0,same_race_party,,,,,,,,,,,,,,,False,,2002,33.91291117467176,12.710212919523638,-21.202698255148125,True,33.91291117467176,12.0,9.0,40.0,1.0,1.0,,,,,,,-0.75,True,1,False,2002,contested_two_party,-21.202698255148125,2000.0,-27.64927066220561,0.0636229462387392,0.1414747240181785,,,,,,,-1.0,,1.0,,-1.0,1.0,,,,0.0,,,-0.14,,1.0,,,,,1.0,,1.0,1.0,,-0.1111111111111111,1.0,,,2,3.099940116587903,2.3317054382300157,0.8285184330839995,-2.4465724070574844,36.35948358172925,12.375522554377095,12.04248702246624,True,False,True,True,Crossover/traditionalist bloc,high_raw_overperformance
2010,senate,6,D,18691.0,"ROGER BEDFORD, JR.",alabama_sos,ALPERSON-ROGER-BEDFORD-JR,AL-2010-senate-6-D-ROGER-BEDFORD-JR,1,1,5592.0,same_race_party,,,,,,,,,,,,,,,False,,2010,33.69033973459736,6.820974424917845,-26.86936530967952,True,33.69033973459736,9.0,8.0,26.0,1.0,0.5714285714285714,,,,,1.0,,,True,1,False,2010,contested_two_party,-26.86936530967952,,,0.1241715066621114,0.107420768199472,-0.8829581468182819,22.58064516129032,-0.0217841313297808,1.0,0.0,35.0,,,,1.0,,0.6666666666666666,,,-1.0,,,1.0,1.0,,1.0,,,0.34,,,,,,,-0.2727272727272727,,,1.0,1,4.2991038883048285,-1.8672454348372527,2.0631378894171193,-16.793545670389808,50.48388540498717,18.49921286535561,16.82411093562481,True,False,True,False,Mainstream/progressive bloc,high_raw_overperformance
2006,senate,4,D,23389.0,ZEB LITTLE,alabama_sos,ALPERSON-ZEB-LITTLE,AL-2006-senate-4-D-ZEB-LITTLE,0,1,15938.0,same_race_party,,,,,,,,,,,,,,,False,,2006,33.583178365744075,19.82990496195917,-13.753273403784906,True,33.583178365744075,3.0,2.0,4.0,1.0,0.0,,,,,,,,True,0,False,2006,contested_two_party,-13.753273403784906,2004.0,-43.25408188223802,0.0959271667713427,0.1046910504725116,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,-0.12,,,,,,,,,,,2,4.216232604807147,3.4568130348984205,-1.0522000566399237,-25.50080847845312,59.083986844197184,9.50634595382948,9.214941215986483,True,False,True,True,Crossover/traditionalist bloc,high_raw_overperformance
2010,senate,22,D,24785.0,MARC KEAHEY,alabama_sos,ALPERSON-MARC-KEAHEY,AL-2010-senate-22-D-MARC-KEAHEY,0,1,60438.0,same_race_party,,,,,,,,,,,,,,,False,,2010,32.50130012323631,10.835345675699848,-21.665954447536464,True,32.50130012323631,3.0,2.0,3.0,1.0,0.0,,,,,,,,True,0,False,2010,contested_two_party,-21.665954447536464,,,0.3448844405061084,0.1731391327904642,,,,,,,,,,,,,,,,,,,0.8400000000000001,,,,,0.0,,,,,,,,,,,2,3.2865378884847236,1.6110552476832527,-0.39132536519524147,-0.3851246475166654,32.88642477075298,21.87083247592868,20.944960975133537,True,False,True,False,Crossover/traditionalist bloc,high_raw_overperformance
2014,house,5,D,5520.0,Henry A. White,official_consolidated_candidate_results,ALPERSON-HENRY-A-WHITE,AL-2014-house-5-D-HENRY-A-WHITE,0,0,60398.0,same_race_party,,,,,,,,,,,,,,,False,,2014,32.215919355918466,-12.74106860575403,-44.956987961672496,True,32.215919355918466,4.0,3.0,4.0,1.0,0.0,,,,,,,,True,0,False,2014,contested_two_party,-44.956987961672496,,,0.2309144211075861,0.2322466228963851,,,,,,,,,,,,,,,,1.0,,,0.8400000000000001,,,,,0.12,,,,,,,,,,,2,4.192850381419745,2.0235831493128824,0.8523799538199099,1.215467809885638,31.000451546032828,25.56391431607493,25.39097970689012,True,False,True,False,Crossover/traditionalist bloc,high_raw_overperformance
1998,house,66,D,6433.0,White,alabama_sos,ALPERSON-WHITE,AL-1998-house-66-D-WHITE,0,1,5721.0,same_race_party,,,,,,,,,,,,,,,False,,1998,32.0154449800388,34.31464662282075,2.299201642781955,True,32.0154449800388,9.0,9.0,12.0,2.0,0.0,,,,,,,,True,0,False,1998,contested_two_party,2.299201642781955,1996.0,-6.694481229898708,0.2968014344520162,0.084461279255693,,,,,,,,,,,-1.0,1.0,,,,1.0,,,0.8600000000000001,,1.0,,,-1.0,,1.0,,,1.0,,1.0,,,,2,2.810015057375461,2.4172155046568364,1.6671003112320228,-4.993682872680663,37.00912785271946,19.91688979439817,20.42455976580328,True,False,False,True,Crossover/traditionalist bloc,high_raw_overperformance
2002,senate,7,D,25365.0,"Enfinger, Jeff",alabama_sos,ALPERSON-ENFINGER-JEFF,AL-2002-senate-7-D-ENFINGER-JEFF,0,1,15943.0,same_race_party,,,,,,,,,,,,,,,False,,2002,31.73672064514649,32.842777835969414,1.1060571908229244,True,31.73672064514649,9.0,9.0,10.0,1.0,0.0,,,,,,,,True,0,False,2002,contested_two_party,1.1060571908229244,2000.0,3.1116132619730905,0.3818718725710309,0.317452815597653,,,,,,,,,,,,1.0,,,1.0,,1.0,,-1.0,,1.0,-1.0,,,,1.0,,,1.0,,-1.0,,,,2,4.548546078241698,0.6854322015605702,-1.3119740899070769,6.005556071150166,25.731164573996324,17.473466394264413,17.299676746851617,True,False,False,False,Crossover/traditionalist bloc,high_raw_overperformance
1998,house,12,D,8753.0,Morrison,alabama_sos,ALPERSON-MORRISON,AL-1998-house-12-D-MORRISON,0,1,5687.0,same_race_party,9.0,56.0,56.0,0.3333333333333333,0.6875,0.2777777777777778,-0.25,0.5714285714285714,1.0,0.0,-1.0,,0.3333333333333333,,True,0.2170414462081128,1998,31.60457608814788,26.653161626392706,-4.951414461755172,True,31.60457608814788,22.0,17.0,70.0,3.0,1.0,,,,,0.8333333333333334,,-0.2727272727272727,True,2,True,1998,contested_two_party,-4.951414461755172,1996.0,-19.40327161100228,0.0173608084819821,0.0791158540824709,,,,,,,0.0,-1.0,,1.0,-0.2,0.75,,1.0,,1.0,-0.5714285714285714,,0.0,,1.0,1.0,,0.3333333333333333,-1.0,1.0,1.0,,1.0,,0.0,-1.0,1.0,0.5,1,3.1713348161494044,-0.507661106370548,-1.3669813230076258,-10.451857149247108,42.05643323739498,17.459460385923286,17.473828722227744,True,False,True,True,Mainstream/progressive bloc,high_raw_overperformance
2006,house,28,D,7335.0,CRAIG FORD,alabama_sos,ALPERSON-CRAIG-FORD,AL-2006-house-28-D-CRAIG-FORD,0,1,53381.0,same_race_party,9.0,63.0,66.0,0.2,0.6,0.175,-0.4375,0.1666666666666666,,-0.3333333333333333,-1.0,-1.0,-0.1111111111111111,,True,-0.1933641975308642,2006,31.56959876619999,33.01296581739052,1.4433670511905232,True,31.56959876619999,22.0,18.0,98.0,3.0,0.75,,,,,1.0,,-0.2,True,2,True,2006,contested_two_party,1.4433670511905232,2004.0,-32.868593571934454,0.1814382594281912,0.1016833640008182,,,,,,,-0.4285714285714285,-0.5,1.0,,0.25,0.5652173913043478,,1.0,,0.75,-0.5,1.0,0.0,1.0,1.0,1.0,,0.3333333333333333,-1.0,1.0,,,1.0,1.0,0.1388888888888889,,1.0,1.0,1,4.069539798161521,-0.30143904100719315,-0.13671912083158186,-30.31196062312498,61.88155938932498,8.248379661058994,9.527111178923615,True,False,False,True,Mainstream/progressive bloc,high_raw_overperformance
1998,house,22,D,7715.0,Hall,alabama_sos,ALPERSON-HALL,AL-1998-house-22-D-HALL,0,1,5651.0,same_race_party,9.0,49.0,53.0,0.0,0.7777777777777778,0.1333333333333333,-0.1875,0.125,1.0,1.0,-1.0,,0.3333333333333333,,True,0.2424382716049382,1998,31.170576768011166,39.42351134001988,8.252934572008712,True,31.170576768011166,22.0,17.0,64.0,2.0,1.0,,,,,0.8571428571428571,,-0.3333333333333333,True,2,True,1998,contested_two_party,8.252934572008712,1996.0,-7.514075531535576,0.0805464016365415,0.0945906243959877,,,,,,,0.3333333333333333,-1.0,,1.0,-0.2,0.8333333333333334,,1.0,,0.8333333333333334,0.1666666666666666,,1.0,,1.0,1.0,,1.0,-1.0,1.0,1.0,,1.0,,0.0,,1.0,0.5,1,3.274928637455058,-1.552166606906366,-1.5617799259410643,-11.767010103544289,42.93758687155545,18.711556953844152,17.14552836591505,True,False,False,True,Mainstream/progressive bloc,high_raw_overperformance
1998,senate,1,D,27746.0,Denton,alabama_sos,ALPERSON-DENTON,AL-1998-senate-1-D-DENTON,0,1,5597.0,same_race_party,9.0,59.0,62.0,0.0,0.6363636363636364,-0.2222222222222222,-0.1875,0.4,1.0,-1.0,-0.8333333333333334,,-0.25,,True,-0.0507435465768799,1998,31.0040286952911,42.11955129846847,11.115522603177372,True,31.0040286952911,17.0,15.0,58.0,2.0,1.0,,,,,0.7857142857142857,,0.4545454545454545,True,2,True,1998,contested_two_party,11.115522603177372,1996.0,3.661653482045328,0.1359557164957576,0.1602280173914491,,,,,,,0.0,0.5,,,1.0,0.6666666666666666,,1.0,,0.75,-0.4,,-1.0,,0.8333333333333334,,,1.0,-1.0,,,,1.0,,0.4444444444444444,-1.0,1.0,0.75,1,4.115928034246783,-2.4747136793658417,-1.7151539585367201,-3.453869121132044,34.45789781642314,21.17073442188104,20.73063550069249,True,False,False,False,Mainstream/progressive bloc,high_raw_overperformance
2010,house,80,D,5576.0,LESLEY VANCE,alabama_sos,ALPERSON-LESLEY-VANCE,AL-2010-house-80-D-LESLEY-VANCE,1,1,5718.0,same_race_party,,,,,,,,,,,,,,,False,,2010,30.569338847386803,9.311899627524015,-21.25743921986279,True,30.569338847386803,7.0,6.0,32.0,1.0,0.8,,,,,,,,True,0,False,2010,contested_two_party,-21.25743921986279,,,0.2934256858723832,0.1411707435803821,-0.2622601450389189,56.310679611650485,-1.2024514263033934,0.7777777777777778,0.5882352941176471,45.0,,,,,,0.8571428571428571,,,,,,1.0,0.66,,1.0,,,-0.42,,1.0,,,,,-0.1111111111111111,,,,2,6.693891368708199,3.818134040112322,3.836388474016122,10.403998363934877,20.165340483451928,17.085515770063232,9.67752810536772,True,False,True,False,Crossover/traditionalist bloc,high_raw_overperformance
2002,house,5,D,7556.0,"Carter, Tommy",alabama_sos,ALPERSON-CARTER-TOMMY,AL-2002-house-5-D-CARTER-TOMMY,0,1,5632.0,same_race_party,,,,,,,,,,,,,,,False,,2002,30.45114801394694,12.465580114608915,-17.985567899338026,True,30.45114801394694,11.0,10.0,27.0,1.0,1.0,,,,,,,-1.0,True,1,False,2002,contested_two_party,-17.985567899338026,2000.0,-26.46996895882399,0.150016955971871,0.1718767906047401,,,,,,,-1.0,,1.0,,-1.0,1.0,,,,-1.0,,,-0.0799999999999999,,1.0,,,-1.0,,1.0,,,1.0,,0.5,,,,2,4.580569061246891,2.716991826148895,0.24218927539574184,-4.484401059485965,34.93554907343291,10.369910512982834,10.144851660026625,True,False,True,True,Crossover/traditionalist bloc,high_raw_overperformance
2006,house,7,D,8470.0,"JOHN ""JODY"" LETSON",alabama_sos,ALPERSON-JOHN-JODY-LETSON,AL-2006-house-7-D-JOHN-JODY-LETSON,0,1,15202.0,same_race_party,9.0,57.0,58.0,1.0,0.55,0.075,-0.2,0.0,,-1.0,-0.3333333333333333,-1.0,0.0,,True,-0.1009259259259259,2006,30.28778088904165,35.85692517443259,5.56914428539094,True,30.28778088904165,20.0,15.0,53.0,2.0,0.825,,,,,0.5,,0.1428571428571428,True,2,True,2006,contested_two_party,5.56914428539094,2004.0,-19.17854273630765,0.1888984662803782,0.0735426107388132,,,,,,,-1.0,,,,0.6,0.55,,1.0,1.0,1.0,0.0,,-1.0,1.0,0.3333333333333333,1.0,,0.3333333333333333,-1.0,,1.0,,1.0,1.0,-0.05,,1.0,0.6666666666666666,1,4.397467921043886,-0.678731153378145,-2.492989698837037,-20.747687021698592,51.03546791074024,5.775248379599038,4.7217272785998325,True,False,False,True,Mainstream/progressive bloc,high_raw_overperformance
2010,house,16,D,6379.0,"WILLIAM E. THIGPEN, SR.",alabama_sos,ALPERSON-WILLIAM-E-THIGPEN-SR,AL-2010-house-16-D-WILLIAM-E-THIGPEN-SR,1,0,15966.0,same_race_party,,,,,,,,,,,,,,,False,,2010,30.020910459902723,-7.751265365148228,-37.77217582505095,True,30.020910459902723,9.0,8.0,30.0,2.0,0.275,,,,,,,,True,0,False,2010,contested_two_party,-37.77217582505095,,,0.1303360127814669,0.1257291795953829,-0.7900936424175246,34.95145631067961,0.0697399266079815,0.9183673469387756,0.1904761904761904,49.0,,,,,,0.5686274509803921,,,,,,1.0,1.0,,1.0,,1.0,-0.34,,1.0,,,,,-0.6666666666666666,,,,1,4.861809695512862,0.040171019692420776,1.7404465597088306,-3.454429568234481,33.475340028137204,16.189838987352772,15.550356385479432,True,False,True,False,Mainstream/progressive bloc,high_raw_overperformance
1998,house,65,D,9100.0,Dolbare,alabama_sos,ALPERSON-DOLBARE,AL-1998-house-65-D-DOLBARE,0,1,8192.0,same_race_party,,,,,,,,,,,,,,,False,,1998,29.70098553082501,38.910090062585866,9.209104531760854,True,29.70098553082501,9.0,7.0,14.0,2.0,0.85,,,,,,,,True,0,False,1998,contested_two_party,9.209104531760854,1996.0,1.8170687266284653,0.3431968053907578,0.1011332288191829,,,,,,,,,,,-1.0,1.0,,,,1.0,,,0.0,,1.0,,,-1.0,,1.0,,,1.0,,1.0,,,,2,2.9255283979590114,1.2513515453691284,1.6350285057303502,-3.392035805132389,33.0930213359574,17.345863158903242,17.031798663866446,True,False,False,False,Crossover/traditionalist bloc,high_raw_overperformance
2002,senate,21,D,19911.0,"Poole, Phil",alabama_sos,ALPERSON-POOLE-PHIL,AL-2002-senate-21-D-POOLE-PHIL,0,1,5613.0,same_race_party,,,,,,,,,,,,,,,False,,2002,29.555633734450183,20.344514959202176,-9.211118775248009,True,29.555633734450183,8.0,8.0,9.0,1.0,0.0,,,,,,,,True,0,False,2002,contested_two_party,-9.211118775248009,2000.0,-9.033712034557176,0.2841717627141882,0.2079086386378229,,,,,,,,,,,,1.0,,,-1.0,,,,-1.0,,1.0,,,-0.56,,1.0,,,1.0,,-1.0,,,,2,3.724038245098233,0.18385860786275918,1.161037275384707,4.177406740690833,25.378226993759352,10.865606715590935,10.89881419061011,True,False,True,True,Crossover/traditionalist bloc,high_raw_overperformance
2014,house,65,D,8469.0,Elaine Beech,official_consolidated_candidate_results,ALPERSON-ELAINE-BEECH,AL-2014-house-65-D-ELAINE-BEECH,1,1,119435.0,same_race_party,,,,,,,,,,,,,,,False,,2014,127.5265165932843,100.0,-27.52651659328429,False,127.5265165932843,13.0,11.0,44.0,2.0,1.0,,,,,,,,True,0,False,2014,unopposed_democrat,-27.52651659328429,,,0.3041825945051751,0.1412751076040172,-0.1217495747210598,35.18518518518518,1.1949959991514332,0.6529850746268657,0.640625,268.0,-1.0,,1.0,,,0.6666666666666666,0.0,,-1.0,1.0,,1.0,1.0,1.0,,,,-0.4600000000000001,,0.3333333333333333,,,,,,,,,2,7.480308960232824,6.440804267558929,2.220434731098461,,,,,False,True,True,False,Crossover/traditionalist bloc,unopposed_gop_lean
2006,house,22,D,8068.0,ALBERT HALL,alabama_sos,ALPERSON-ALBERT-HALL,AL-2006-house-22-D-ALBERT-HALL,0,1,5651.0,same_race_party,,,,,,,,,,,,,,,False,,2006,120.70083965164892,100.0,-20.700839651648938,False,120.70083965164892,11.0,10.0,38.0,2.0,0.65,,,,,,,-1.0,True,1,False,2006,unopposed_democrat,-20.700839651648938,2004.0,-40.27409418229421,0.1032182575093464,0.1650537522353154,,,,,,,-1.0,,1.0,,-1.0,0.4,,,,,,1.0,-1.0,,1.0,,,-0.2,,1.0,,,1.0,,0.4285714285714285,,,,2,2.5440244897034203,0.7629057264952982,0.9816671555841413,,,,,False,True,True,True,Crossover/traditionalist bloc,unopposed_gop_lean
