canonical_candidate_id,candidate_cmo,published_cmo_v4,difference
AL-1998-house-1-D-STARKEY,-13.130245794814146,-13.130245794814146,0.0
AL-1998-house-3-D-BLACK,-2.431022354287439,-2.431022354287439,0.0
AL-1998-house-11-D-WHITE,-17.37153379265032,-17.37153379265032,0.0
AL-1998-house-12-D-MORRISON,16.390599524651115,16.390599524651115,0.0
AL-1998-house-13-D-HOGAN,-14.625880058241066,-14.625880058241066,0.0
AL-1998-house-18-D-MORROW,-23.41455861840162,-23.41455861840162,0.0
AL-1998-house-21-D-JONES,8.87449455556359,8.87449455556359,0.0
AL-1998-house-22-D-HALL,8.005407485556152,8.005407485556152,0.0
AL-1998-house-23-D-ROBINSON,-15.549118757691309,-15.549118757691309,0.0
AL-1998-house-27-D-MURPHREE,15.478228511357257,15.478228511357257,0.0
AL-1998-house-30-D-GALLIHER,-3.8300587927381216,-3.8300587927381216,0.0
AL-1998-house-31-D-VENABLE,26.973651331052523,26.973651331052523,0.0
AL-1998-house-32-D-BOYD,0.468371039021541,0.468371039021541,0.0
AL-1998-house-49-D-BLAIR,41.93628540192934,41.93628540192934,0.0
AL-1998-house-62-D-TINGLE,7.221139114306442,7.221139114306442,0.0
AL-1998-house-63-D-STANLEY,-28.091753421457923,-28.091753421457923,0.0
AL-1998-house-80-D-VANCE,3.5094619426876505,3.5094619426876505,0.0
AL-1998-house-86-D-CAROTHERS,34.94024800034893,34.94024800034893,0.0
AL-1998-house-87-D-MATHIS,26.49750300438257,26.49750300438257,0.0
AL-1998-house-89-D-BOOTHE,18.444446929471543,18.444446929471543,0.0
AL-1998-house-95-D-PFEIFER,-0.0997134596899229,-0.0997134596899229,0.0
AL-1998-house-105-D-STRAUB,14.529645936706792,14.529645936706792,0.0
AL-1998-senate-1-D-DENTON,0.4939764855719701,0.4939764855719701,0.0
AL-1998-senate-13-D-DIAL,8.837779079867346,8.837779079867346,0.0
AL-1998-senate-14-D-ROBINSON,-5.156334274542102,-5.156334274542102,0.0
AL-1998-senate-16-D-JOHNS,-9.753983124254631,-9.753983124254631,0.0
AL-1998-senate-22-D-LINDSEY,-6.451009573167745,-6.451009573167745,0.0
AL-1998-senate-25-D-CHAPPELL,-12.342370482155982,-12.342370482155982,0.0
AL-1998-senate-31-D-HOLLEY,30.587728748032177,30.587728748032177,0.0
AL-2002-house-5-D-CARTER-TOMMY,-14.844802349014008,-14.844802349014008,0.0
AL-2002-house-11-D-MAZE-DENNIS-E,-0.5498552739313034,-0.5498552739313034,0.0
AL-2002-house-22-D-HALL-ALBERT,-2.1841586666741826,-2.1841586666741826,0.0
AL-2002-house-26-D-MCDANIEL-FRANK,14.30959694658064,14.30959694658064,0.0
AL-2002-house-33-D-CURTIS-CLARA,-27.741676607154616,-27.741676607154616,0.0
AL-2002-house-59-D-MOORE-MARY,-4.582670254854161,-4.582670254854161,0.0
AL-2002-house-74-D-OTT-RUTH-MITCHELL,-19.567965695485498,-19.567965695485498,0.0
AL-2002-house-76-D-MCCLAMMY-THAD,-15.77439022514286,-15.77439022514286,0.0
AL-2002-house-87-D-HUTTO-MICKEY-A,-8.643293207687677,-8.643293207687677,0.0
AL-2002-house-91-D-SPICER-TERRY,28.328927708761142,28.328927708761142,0.0
AL-2002-house-104-D-WEBSTER-DANIEL-J,-20.1525441259484,-20.1525441259484,0.0
AL-2002-senate-2-D-BUTLER-TOM,-8.088182794694001,-8.088182794694001,0.0
AL-2002-senate-3-D-ROBERTS-TOMMY-ED,11.861766084067192,11.861766084067192,0.0
AL-2002-senate-7-D-ENFINGER-JEFF,-11.673562057303464,-11.673562057303464,0.0
AL-2002-senate-9-D-MITCHEM-HINTON,-18.95434238745853,-18.95434238745853,0.0
AL-2002-senate-10-D-MEANS-LARRY,11.447766690037838,11.447766690037838,0.0
AL-2002-senate-17-D-MOORE-CAROLINE-B,-23.71477908944277,-23.71477908944277,0.0
AL-2002-senate-21-D-POOLE-PHIL,1.0366112219812609,1.0366112219812609,0.0
AL-2002-senate-35-D-TANNER-GARY,18.477870685776296,18.477870685776296,0.0
AL-2006-house-4-D-SUE-MITCHELL,10.011186888925115,10.011186888925115,0.0
AL-2006-house-7-D-JOHN-JODY-LETSON,-4.090907079972588,-4.090907079972588,0.0
AL-2006-house-9-D-RONALD-GRANTLAND,20.97686745376493,20.97686745376493,0.0
AL-2006-house-13-D-TOMMY-SHERER,49.7551192901559,49.7551192901559,0.0
AL-2006-house-21-D-RANDY-HINSHAW,5.098840867526988,5.098840867526988,0.0
AL-2006-house-28-D-CRAIG-FORD,23.62545479732552,23.62545479732552,0.0
