cycle,county_key,precinct_key,donor_vtd_id,donor_name,donor_vintage,name_match_method,name_match_score,name_match_margin
1994,CHILTON,SOUTH CHILTON FIRE STATION,VTD2000-021-30,So. Chilton Fire Station,2000,fuzzy_name,93.87755102040816,18.877551020408163
1994,CHILTON,THORSBY TOWN HALL,VTD2000-021-200,Thorsby Town Hall,2000,exact_name,100.0,100.0
1994,CHILTON,UNION GROVE- FIRE STATION,VTD2000-021-140,Union Grove Fire Station,2000,exact_name,100.0,100.0
1994,CHILTON,VERBENA- FIRE STATION,VTD2000-021-90,Verbena Fire Station,2000,exact_name,100.0,100.0
1994,CHILTON,VETERANS CLUB-CLANTON,VTD2000-021-240,Clanton Veteran's Club,2000,fuzzy_name,88.3720930232558,25.038759689922465
1994,CLARKE,ALLEN/SUGGSVILLE,VTD2000-025-16,Community House,2000,one_to_one_inventory_global_assignment,32.25806451612904,
1994,CLARKE,ANDERSON/SCYRENE,VTD2000-025-12,Garrick's Store-Nat'l Guard Armory,2000,one_to_one_inventory_global_assignment,45.0,
1994,CLARKE,BASHI,VTD2000-025-20,Bashi Methodist Church,2000,fuzzy_name,90.0,36.0
1994,CLARKE,CAMPBELL/MORVIN,VTD2000-025-19,Morvin Voting House,2000,one_to_one_inventory_global_assignment,54.285714285714285,
1994,CLARKE,CARLTON,VTD2000-025-1,Goodhope AME Church-Fire Station,2000,one_to_one_inventory_global_assignment,60.00000000000001,
1994,CLARKE,CHANCE,VTD2000-025-2,Sherman Grocery,2000,one_to_one_inventory_global_assignment,47.61904761904761,
1994,CLARKE,CHILTON,VTD2000-025-21,Fire Station-National Guard Armory,2000,one_to_one_inventory_global_assignment,51.3,
1994,CLARKE,COFFEEVILLE/W.BEND/CENTERPOINT,VTD2000-025-15,Hopewell Church,2000,one_to_one_inventory_global_assignment,40.0,
1994,CLARKE,GAINESTOWN/CHOCTAW BLUFF,VTD2000-025-9,Fire Station,2000,one_to_one_inventory_global_assignment,51.3,
1994,CLARKE,GOSPORT,VTD2000-025-6,Gosport Fire Station,2000,fuzzy_name,90.0,36.0
1994,CLARKE,GROVEHILL/ANTIOCH/ALLEN/HELLWESTERN,VTD2000-025-4,Overstreet Grocery,2000,one_to_one_inventory_global_assignment,38.0,
1994,CLARKE,JACKSON/CITY HALL/RESCUE SQUAD,VTD2000-025-3,City Hall,2000,fuzzy_name_district_constraint,90.0,100.00000000000038
1994,CLARKE,LIBERTY/FULTON/GREENWOOD,VTD2000-025-18,Old Fulton School,2000,one_to_one_inventory_global_assignment,53.65853658536586,
1994,CLARKE,MCVAY/PARKERTOWN/JACKSON,VTD2000-025-14,National Guard Armory,2000,one_to_one_inventory_global_assignment,38.0,
1994,CLARKE,SALIPTA,VTD2000-025-8,Alabama Sandblasting,2000,one_to_one_inventory_global_assignment,54.0,
1994,CLARKE,TALLAHATTA SPRINGS,VTD2000-025-5,Voting House,2000,one_to_one_inventory_global_assignment,45.0,
1994,CLARKE,THOMASVILLE,VTD2000-025-10,Courthouse-City Hall,2000,one_to_one_inventory_global_assignment,50.0,
1994,CLARKE,THOMASVILLE/SPRINGFIELS,VTD2000-025-11,Voting House,2000,one_to_one_inventory_global_assignment,40.0,
1994,CLARKE,WALKER SPRINGS,VTD2000-025-7,Skipper Fire Station-National Guard Armory,2000,one_to_one_inventory_global_assignment,42.75,
1994,CLARKE,WHATLEY/GROVE HILL,VTD2000-025-13,High School Gym,2000,one_to_one_inventory_global_assignment,40.3030303030303,
1994,CLARKE,WINN-ZIMCO,VTD2000-025-22,Old Fulton School,2000,one_to_one_inventory_global_assignment,40.0,
1994,CULLMAN,ANTIOCH CTR.,VTD2000-043-10,Bremen Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,ARKADELPHIA CTR.,VTD2000-043-7,Arkadelphia Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BAILEYTON T.H.,VTD2000-043-20-1,Baileyton Town Hall,2000,one_to_one_inventory_global_assignment,81.25,
1994,CULLMAN,BALDWIN CTR.,VTD2000-043-8,Antioch Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BATTLEGROUND F.D.,VTD2000-043-16,Battleground Fire Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BERLIN CTR.,VTD2000-043-20-2,Brooklyn Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BETHEL CTR.,VTD2000-043-11-2,Valley Grove Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BETHSADIA F.D.,VTD2000-043-13,Bethsadia Fire Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BOLTE-WHITE CHRC.,VTD2000-043-27,White City Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BREMEN CTR.,VTD2000-043-14-2,Bethel Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BROOKLYN CTR.,VTD2000-043-30-1,Kelley Community Center Box 1,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,BRUSHY POND CTR.,VTD2000-043-26,Brushy Pond Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,CENTER HILL CTR.,VTD2000-043-31,Center Hill Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,CIVIC CTR.,VTD2000-043-24,Walter Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,COLD SPRINGS F.D.,VTD2000-043-9,Cold Springs Fire Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,COLONY T.H.,VTD2000-043-6-2,Colony Town Hall,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,COURTHOUSE,VTD2000-043-35-2,East Point Water Tower,2000,one_to_one_inventory_global_assignment,42.35294117647059,
1994,CULLMAN,COURTHOUSE BSMT.,VTD2000-043-36,Bolte-White Grove Church,2000,one_to_one_inventory_global_assignment,45.6,
1994,CULLMAN,CRANE HILL F.D.,VTD2000-043-12,Crane Hill Fire Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,CULLMAN C.H.,VTD2000-043-1,Cullman,2000,fuzzy_name_district_constraint,90.0,99.99999999999989
1994,CULLMAN,CULLMAN HTH. DEPT.,VTD2000-043-15-1,Jones Chapel Fire Dept.,2000,one_to_one_inventory_global_assignment,59.375,
1994,CULLMAN,CULLMAN MIDDLE,VTD2000-043-34,Cullman County Health Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,DODGE CITY F.D.,VTD2000-043-2-2,Dodge City Fire Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,E. ELEMENTARY,VTD2000-043-17-3,West Point Fire Dept. Box 3,2000,one_to_one_inventory_global_assignment,52.5,
1994,CULLMAN,E. POINT CTR.,VTD2000-043-19,Goldridge Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,FAIRVIEW F. D.,VTD2000-043-28,Fairview Fire Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,FAIRVIEW F.D.,VTD2000-043-22-1,Holly Pond Town Hall Box 1,2000,one_to_one_inventory_global_assignment,28.5,
1994,CULLMAN,FRIENDSHIP CHRC.,VTD2000-043-17-2,Friendship Methodist Church,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,GARDEN C.T.H.,VTD2000-043-4,Garden City Town Hall,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,GOLD RIDGE CTR.,VTD2000-043-35-1,East Point Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,GOOD HOPE T.H.,VTD2000-043-2-1,Good Hope Town Hall,2000,one_to_one_inventory_global_assignment,81.25,
1994,CULLMAN,GRANDVIEW CTR.,VTD2000-043-29-1,Grandview Community Center Box 1,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,HANCEVILLE C.H.,VTD2000-043-3-3,Hanceville City Hall Box 3,2000,one_to_one_inventory_global_assignment,82.35294117647058,
1994,CULLMAN,HOLLY POND T. H.,VTD2000-043-22-2,Holly Pond Town Hall Box 2,2000,one_to_one_inventory_global_assignment,82.35294117647058,
1994,CULLMAN,JONES CHPL. F.D.,VTD2000-043-15-2,Jones Chapel Fire Dept. Box 2,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,JOPPA,VTD2000-043-21-1,Joppa School,2000,fuzzy_name,90.0,38.57142857142858
1994,CULLMAN,KELLEY CTR.,VTD2000-043-23,Berlin Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,LOGAN F.D.,VTD2000-043-14-1,Logan Fire Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,MOODY TOWN CHRC.,VTD2000-043-6-1,MoodyTown Union Hill Church,2000,one_to_one_inventory_global_assignment,72.0,
1994,CULLMAN,NEW CANAAN BLDG.,VTD2000-043-21-2,New Canaan FMX Building,2000,fuzzy_name,95.0,50.81395348837209
1994,CULLMAN,PROVIDENCE F.D.,VTD2000-043-18-2,Providence Fire Dept.,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,SIMCOE CTR.,VTD2000-043-32,Simcoe Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,STEPPVILLE F.S.,VTD2000-043-3-2,Steppville Fire Station,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,STOUTS MTN. CHRC.,VTD2000-043-5,Stouts Mountain Church,2000,one_to_one_inventory_global_assignment,81.08108108108108,
1994,CULLMAN,TRIMBLE F.S.,VTD2000-043-11-1,Trimble Fire Station,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,VALLEY GR. CTR.,VTD2000-043-33,Baldwin Community Center,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,VMT./PROV. F.D.,VTD2000-043-18-1,Vinemont Providence Fire Dept.,2000,one_to_one_inventory_global_assignment,60.00000000000001,
1994,CULLMAN,W. ELEMENTARY,VTD2000-043-3-1,Hanceville City Hall Box 1,2000,one_to_one_inventory_global_assignment,37.5,
1994,CULLMAN,WALTER CTR.,VTD2000-043-30-2,Kelley Community Center Box 2,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,WELTI,VTD2000-043-25,Welti School,2000,fuzzy_name,90.0,30.0
1994,CULLMAN,WEST POINT CTR.,VTD2000-043-17-1,West Point Fire Dept. Box 1,2000,one_to_one_inventory_global_assignment,85.5,
1994,CULLMAN,WHITE CITY CTR.,VTD2000-043-29-2,Grandview Community Center Box 2,2000,one_to_one_inventory_global_assignment,85.5,
1994,JACKSON,ASPEL,VTD2000-071-36,Aspel Water Board Bldg.,2000,fuzzy_name,90.0,18.0
1994,JACKSON,BISHOP,VTD2000-071-19,Bishop-Hall's Store,2000,fuzzy_name,90.0,40.909090909090914
1994,JACKSON,BRIDGEPORT,VTD2000-071-1,Bridgeport Community Center,2000,fuzzy_name,90.0,36.0
1994,JACKSON,BRYANT,VTD2000-071-4,Bryant School,2000,fuzzy_name,90.0,38.7
1994,JACKSON,COLLINS,VTD2000-071-18,Estill Fork,2000,one_to_one_inventory_global_assignment,27.692307692307693,
1994,JACKSON,CROW,VTD2000-071-35,Crow Fire Hall,2000,fuzzy_name,90.0,30.0
1994,JACKSON,DEAN,VTD2000-071-39,Dean's Chapel Community Center,2000,fuzzy_name,90.0,22.5
1994,JACKSON,DUTTON,VTD2000-071-28,Dutton City Hall,2000,fuzzy_name,90.0,33.0
1994,JACKSON,FACKLER,VTD2000-071-6,Flackler Fire Hall,2000,one_to_one_inventory_global_assignment,77.14285714285715,
1994,JACKSON,FLAT ROCK,VTD2000-071-5,Flat Rock Ruritan Bldg.,2000,fuzzy_name_district_constraint,90.0,99.99997951986488
1994,JACKSON,GARTH,VTD2000-071-26,Garth-Johnson's Store,2000,fuzzy_name,90.0,25.875
1994,JACKSON,GROSS SPRING,VTD2000-071-20,Christain Home,2000,one_to_one_inventory_global_assignment,30.76923076923077,
1994,JACKSON,HANDERICK,VTD2000-071-33,Hambrick Community Center,2000,one_to_one_inventory_global_assignment,63.52941176470588,
1994,JACKSON,HIGDON,VTD2000-071-29,Higdon Rescue Squad Bldg.,2000,fuzzy_name,90.0,33.0
1994,JACKSON,HOLLYSPRING,VTD2000-071-31,Holly Spring Baptist Church,2000,one_to_one_inventory_global_assignment,81.81818181818181,
1994,JACKSON,HOLLYTREE,VTD2000-071-27,Hollytree-Morris's Store,2000,fuzzy_name,90.0,25.714285714285708
1994,JACKSON,HOLLYWOOD,VTD2000-071-10,Hollywood City Hall,2000,fuzzy_name,90.0,23.499999999999982
1994,JACKSON,HYTOP,VTD2000-071-25,Hytop Fire Hall,2000,fuzzy_name,90.0,36.0
1994,JACKSON,LANGSTON,VTD2000-071-12,Langston City Hall,2000,fuzzy_name,90.0,33.0
1994,JACKSON,LARKYSVILLE,VTD2000-071-14,Larkinsville Old School,2000,one_to_one_inventory_global_assignment,73.63636363636364,
1994,JACKSON,LIMROCK,VTD2000-071-32,Limrock Fire Dept.,2000,fuzzy_name,90.0,37.38461538461539
1994,JACKSON,LONG ISLAND,VTD2000-071-2,Long Island Community Center,2000,fuzzy_name,90.0,42.63157894736841
1994,JACKSON,MACEDONIA,VTD2000-071-30,Macedonia School,2000,fuzzy_name,90.0,40.0
1994,JACKSON,MINK CREEK,VTD2000-071-15,Mink Creek-Lakeview Store,2000,fuzzy_name,90.0,36.0
1994,JACKSON,PAINT ROCK,VTD2000-071-23,Paint Rock Senior Citizen Center,2000,fuzzy_name_district_constraint,90.0,100.00000000000009
1994,JACKSON,PISGUH,VTD2000-071-11,Pisgah Fire Hall,2000,one_to_one_inventory_global_assignment,75.00000000000001,
1994,JACKSON,PRINCETON,VTD2000-071-34,Princeton Fire Hall,2000,fuzzy_name,90.0,33.0
1994,JACKSON,ROSALEE,VTD2000-071-38,Rosalie School,2000,one_to_one_inventory_global_assignment,77.14285714285715,
1994,JACKSON,SCOTTSBORO,VTD2000-071-21,Scottsboro Armory-City Hall,2000,fuzzy_name,90.0,42.0
1994,JACKSON,SECTION,VTD2000-071-24,Section City Hall,2000,fuzzy_name,90.0,27.818181818181813
1994,JACKSON,SKYLINE,VTD2000-071-22,Skyline City Hall,2000,fuzzy_name,90.0,38.57142857142858
1994,JACKSON,STEVENSON,VTD2000-071-3,Stevenson City Park,2000,fuzzy_name,90.0,33.75
1994,JACKSON,TRENTON,VTD2000-071-17,Trenton Fire Hall,2000,fuzzy_name,90.0,27.818181818181813
1994,JACKSON,TUPELO,VTD2000-071-13,Tupelo-Pikeville Store,2000,fuzzy_name,90.0,30.0
1994,JACKSON,WININGER,VTD2000-071-37,Letcher Fire Hall,2000,one_to_one_inventory_global_assignment,34.2,
1994,JACKSON,WOODVILLE,VTD2000-071-16,Woodville City Hall,2000,fuzzy_name,90.0,37.38461538461539
1994,MONTGMRY,ALA STATE UNIV,VTD2000-101-4-C,Alabama State University,2000,one_to_one_inventory_global_assignment,85.5,
1994,MONTGMRY,ALCAZAR SHRINE TEMP,VTD2000-101-3-G,Alcazar Shrine Temple,2000,fuzzy_name,95.0,49.4
1994,MONTGMRY,ALDERSGATE CHURCH,VTD2000-101-1-E,Aldersgate United Methodist Church,2000,one_to_one_inventory_global_assignment,85.5,
1994,MONTGMRY,AUM,VTD2000-101-5-Q,Auburn University at Montgomery,2000,one_to_one_inventory_global_assignment,48.0,
1994,MONTGMRY,BELLINGRATH COM CTR,VTD2000-101-4-L,Bellingrath Community Center,2000,fuzzy_name_district_constraint,88.0,99.99999895358668
1994,MONTGMRY,BEULAH BAPTIST CHURCH,VTD2000-101-2-B,Beulah Baptist Church,2000,exact_name,100.0,100.0
1994,MONTGMRY,BRANTLEY BANK,VTD2000-101-5-N,Ramer Library,2000,one_to_one_inventory_global_assignment,46.15384615384615,
1994,MONTGMRY,CAPITAL CTY BOYS CL,VTD2000-101-4-A,Franklin Boys-Girls Club,2000,one_to_one_inventory_global_assignment,47.82608695652174,
1994,MONTGMRY,CAPITOL HEIGHTS COMM,VTD2000-101-3-A,Capitol Heights Community Center,2000,fuzzy_name,95.0,32.95918367346939
1994,MONTGMRY,CARVER HIGH SCHOOL,VTD2000-101-2-C,Carver High School,2000,exact_name,100.0,100.0
1994,MONTGMRY,CATOMA SCHOOL,VTD2000-101-2-K,Catoma School,2000,exact_name,100.0,100.0
1994,MONTGMRY,CHESSER COMM CENTER,VTD2000-101-5-J,Chesser Community Center,2000,exact_name,100.0,100.0
1994,MONTGMRY,CHISHOLM ELEM SCHOOL,VTD2000-101-4-K,Chisholm Community Center,2000,one_to_one_inventory_global_assignment,59.607843137254896,
1994,MONTGMRY,CLOVERDALE COMM CTR.,VTD2000-101-1-A,Cloverdale Community Center,2000,exact_name,100.0,100.0
1994,MONTGMRY,EASTDALE BAPTIST CH,VTD2000-101-5-G,Eastdale Baptist Church,2000,exact_name,100.0,100.0
1994,MONTGMRY,FITZPATRICK ELEM,VTD2000-101-5-E,Fitzpatrick Elementary School,2000,fuzzy_name,95.0,9.5
1994,MONTGMRY,FLETA MASONIC LODGE,VTD2000-101-2-F,Fire Station No. 14,2000,one_to_one_inventory_global_assignment,43.24324324324324,
1994,MONTGMRY,FLOWERS ELEM SCHOOL,VTD2000-101-3-E,Flowers Elementary School,2000,exact_name,100.0,100.0
1994,MONTGMRY,FT. SHEPHERD ARMORY,VTD2000-101-5-K,Pintala Volunteer Fire Dept,2000,one_to_one_inventory_global_assignment,40.0,
1994,MONTGMRY,GA WASHINGTON SCHOOL,VTD2000-101-5-R,1st Christian Church,2000,one_to_one_inventory_global_assignment,38.095238095238095,
1994,MONTGMRY,GOODE ST SCHOOL,VTD2000-101-4-E,Goode Street School,2000,one_to_one_inventory_global_assignment,81.08108108108108,
1994,MONTGMRY,GOODWYN COMM CENTER,VTD2000-101-3-F,Goodwyn Community Center,2000,exact_name,100.0,100.0
1994,MONTGMRY,HAMNER HALL FIRE ST,VTD2000-101-4-D,Hamner Hall Fire Station,2000,fuzzy_name_district_constraint,91.30434782608695,100.0
1994,MONTGMRY,HAYNEVILLE RD. COMM,VTD2000-101-2-G,Hayneville Road Community Center,2000,fuzzy_name,88.3720930232558,26.33127669672519
1994,MONTGMRY,HIGHLAND AVE SCHOOL,VTD2000-101-1-B,Highland Avenue Elementary School,2000,fuzzy_name_district_constraint,85.5,63.36879865291312
1994,MONTGMRY,HIGHLAND GARDENS,VTD2000-101-3-B,Highland Gardens Community Center,2000,fuzzy_name_district_constraint,90.0,100.00000000000004
1994,MONTGMRY,HOPE HULL CHURCH,VTD2000-101-5-A,Hope Hull Church Of Christ,2000,fuzzy_name_district_constraint,90.0,99.99999962607733
1994,MONTGMRY,HOUSTON HILLS COMM,VTD2000-101-4-B,Houston Hills Community Center,2000,fuzzy_name,95.0,29.693877551020407
1994,MONTGMRY,HUNTER STATION COMM,VTD2000-101-2-J,Hunter Station Community Center,2000,fuzzy_name,95.0,22.2340425531915
1994,MONTGMRY,JOHN PATTERSON SCHOOL,VTD2000-101-1-F,John Patterson Technical School,2000,fuzzy_name,95.0,9.5
1994,MONTGMRY,KING HILL COMM CTR,VTD2000-101-4-G,King Hill Community Center,2000,exact_name,100.0,100.0
1994,MONTGMRY,LAGOON PARK FIRE ST,VTD2000-101-3-D,Lagoon Park Fire Station,2000,fuzzy_name_district_constraint,91.30434782608695,99.999999935761
1994,MONTGMRY,LAPINE COMM CENTER,VTD2000-101-5-M,Lapine Community Center,2000,exact_name,100.0,100.0
1994,MONTGMRY,LIBRARY COLISEUM BR,VTD2000-101-3-C,Coliseum Blvd Library,2000,one_to_one_inventory_global_assignment,86.85714285714286,
1994,MONTGMRY,MCINTYRE COMM CTR,VTD2000-101-4-M,McIntyre Community Center,2000,exact_name,100.0,100.0
1994,MONTGMRY,MONTGOMERY BOYS CLUB,VTD2000-101-2-D,Montgomery Boys Club,2000,exact_name,100.0,100.0
1994,MONTGMRY,MONTGOMERY MUS FINE ART,VTD2000-101-1-G,Montgomery Museum Of Fine Arts,2000,fuzzy_name_district_constraint,86.79245283018868,99.999999180229
1994,MONTGMRY,NEWELL BROS CONS CO,VTD2000-101-5-B,Snowdoun Womens Club,2000,one_to_one_inventory_global_assignment,46.51162790697675,
1994,MONTGMRY,NEWTOWN COMM CENTER,VTD2000-101-4-F,Newtown Community Center,2000,exact_name,100.0,100.0
1994,MONTGMRY,NO MONTGY COMM CNTR,VTD2000-101-4-H,North Montgomery Community Center,2000,fuzzy_name_district_constraint,88.13559322033898,99.99999977024336
1994,MONTGMRY,NORMANDALE LIBRARY,VTD2000-101-2-A,Bryant Missionary Baptist Church,2000,one_to_one_inventory_global_assignment,41.142857142857146,
1994,MONTGMRY,PETER CRUMP ELEM,VTD2000-101-5-D,Peter Crump School,2000,one_to_one_inventory_global_assignment,72.06896551724137,
1994,MONTGMRY,PETERSON ELEM SCHOOL,VTD2000-101-2-E,Peterson Elementary School,2000,exact_name,100.0,100.0
1994,MONTGMRY,PIKE ROAD LIBRARY,VTD2000-101-5-I,Pike Road Library,2000,exact_name,100.0,100.0
1994,MONTGMRY,SETH JOHNSON ELEM,VTD2000-101-5-C,Seth Johnson Elementary School,2000,fuzzy_name,95.0,25.204081632653057
1994,MONTGMRY,SIKES & KOHNS MALL,VTD2000-101-5-P,Sikes & Kohn Country Mall,2000,one_to_one_inventory_global_assignment,80.85106382978724,
1994,MONTGMRY,SNOWDOUN WOMENS CLB,VTD2000-101-5-H,Georgia Washington School,2000,one_to_one_inventory_global_assignment,36.36363636363637,
1994,MONTGMRY,SO MONTGOMERY FIRE DEPT.,VTD2000-101-5-O,South Montgomery Volunteer Fire Dept,2000,fuzzy_name_district_constraint,89.81818181818181,99.99999992089978
1994,MONTGMRY,SOUTHEAST YMCA,VTD2000-101-1-D,Southeast YMCA,2000,exact_name,100.0,100.0
1994,MONTGMRY,SOUTHLAWN ELEM SCHOOL,VTD2000-101-2-I,Southlawn Elementary School,2000,exact_name,100.0,100.0
1994,MONTGMRY,TECHNACENTER,VTD2000-101-5-F,Technacenter,2000,exact_name,100.0,100.0
1994,MONTGMRY,UNION ACADEMY BAPT,VTD2000-101-4-I,Union Academy Baptist Church,2000,fuzzy_name,95.0,9.5
1994,MONTGMRY,UNION CHAPEL AME ZI,VTD2000-101-4-J,Union Chapel AME Church,2000,one_to_one_inventory_global_assignment,86.85714285714286,
1994,MONTGMRY,VAUGHN RD ELEM SCHOOL,VTD2000-101-1-C,Vaughn Park Church Of Christ,2000,one_to_one_inventory_global_assignment,47.27272727272728,
1994,MONTGMRY,WARES FERRY RD ELEM,VTD2000-101-3-H,Wares Ferry Road Elementary School,2000,fuzzy_name,88.93617021276596,28.13617021276596
1994,MONTGMRY,WM. HARRISON ELEM,VTD2000-101-2-H,Harrison Elementary School,2000,fuzzy_name_district_constraint,88.04878048780488,99.9999999119652
1994,MORGAN,10001,VTD2000-103-8-1,Lacey's Spring Comm Center,2000,one_to_one_inventory_global_assignment,0.0,
1994,MORGAN,1001,VTD2000-103-16-1,Trinity Municipal Building,2000,one_to_one_inventory_global_assignment,0.0,
1994,MORGAN,11001,VTD2000-103-27-1,Gum Pond Fire Station,2000,one_to_one_inventory_global_assignment,0.0,
1994,MORGAN,12001,VTD2000-103-5-1,Priceville Fire Station,2000,one_to_one_inventory_global_assignment,0.0,
1994,MORGAN,13001,VTD2000-103-7-1,Outreach Ministries Of Ala,2000,one_to_one_inventory_global_assignment,0.0,
1994,MORGAN,14001,VTD2000-103-19-1,Danville Volunteer Fire Station,2000,one_to_one_inventory_global_assignment,0.0,
1994,MORGAN,15001,VTD2000-103-2-1,Flint Elementary School,2000,one_to_one_inventory_global_assignment,0.0,
1994,MORGAN,15002,VTD2000-103-15-2,John J Thompson Post 52,2000,one_to_one_inventory_global_assignment,60.0,
1994,MORGAN,16001,VTD2000-103-14-1,Sparkman Elem School,2000,one_to_one_inventory_global_assignment,0.0,
1994,MORGAN,17001,VTD2000-103-13-1,Somerville Town Hall,2000,one_to_one_inventory_global_assignment,0.0,
