result_id,source_file_id,year,office,county,candidate_name,normalized_name,party,votes,source_sheet
HSR-2F2778C225D4595FE6E7,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Colbert,Bob McKee,ROBERT MCKEE,R,3212.0,Gen.90
HSR-A58FA4247B70E2F2D8ED,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Conecuh,"Jim Folsom,Jr.",JAMES FOLSOM,D,4073.0,Gen.90
HSR-1E65F78125BFC8E554D0,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Conecuh,Bob McKee,ROBERT MCKEE,R,831.0,Gen.90
HSR-F01BFDB118B43A51CE84,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Coosa,"Jim Folsom,Jr.",JAMES FOLSOM,D,2916.0,Gen.90
HSR-0F7005D14BC3F88A66AD,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Coosa,Bob McKee,ROBERT MCKEE,R,900.0,Gen.90
HSR-88E35A2EA97C0E4A3F93,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Covington,"Jim Folsom,Jr.",JAMES FOLSOM,D,7797.0,Gen.90
HSR-2709AD8128D26C1BB440,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Covington,Bob McKee,ROBERT MCKEE,R,2452.0,Gen.90
HSR-FE43ADA706E07DC2F5F8,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Crenshaw,"Jim Folsom,Jr.",JAMES FOLSOM,D,3641.0,Gen.90
HSR-7A0D26868F275338E89C,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Crenshaw,Bob McKee,ROBERT MCKEE,R,622.0,Gen.90
HSR-FBDF94E5CD565A45422D,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Cullman,"Jim Folsom,Jr.",JAMES FOLSOM,D,15095.0,Gen.90
HSR-89639381AD3BFEA3FA9C,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Cullman,Bob McKee,ROBERT MCKEE,R,6902.0,Gen.90
HSR-E73E9AB6EE4B89DAF9FD,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Dale,"Jim Folsom,Jr.",JAMES FOLSOM,D,6316.0,Gen.90
HSR-5920AC4EAAC9005B04B4,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Dale,Bob McKee,ROBERT MCKEE,R,3452.0,Gen.90
HSR-D2B0DBBBB8AE38D65469,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Dallas,"Jim Folsom,Jr.",JAMES FOLSOM,D,11846.0,Gen.90
HSR-516A22D75066E83CBAB4,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Dallas,Bob McKee,ROBERT MCKEE,R,2840.0,Gen.90
HSR-EA923586E52B720A0B33,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Dekalb,"Jim Folsom,Jr.",JAMES FOLSOM,D,10199.0,Gen.90
HSR-9CE061A5450EF8E407DC,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Dekalb,Bob McKee,ROBERT MCKEE,R,5909.0,Gen.90
HSR-195C1806C57CD4500FF6,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Elmore,"Jim Folsom,Jr.",JAMES FOLSOM,D,9468.0,Gen.90
HSR-28CC199D78644E2D031B,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Elmore,Bob McKee,ROBERT MCKEE,R,5405.0,Gen.90
HSR-D3EDDEC9F62540F66323,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Escambia,"Jim Folsom,Jr.",JAMES FOLSOM,D,5303.0,Gen.90
HSR-4E84CBF6ECC684494348,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Escambia,Bob McKee,ROBERT MCKEE,R,2112.0,Gen.90
HSR-F9387FDCD8FC191ACC05,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Etowah,"Jim Folsom,Jr.",JAMES FOLSOM,D,22645.0,Gen.90
HSR-A55BF55A6752C9A5F3C8,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Etowah,Bob McKee,ROBERT MCKEE,R,8272.0,Gen.90
HSR-ED2C4FC7D542C62D1021,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Fayette,"Jim Folsom,Jr.",JAMES FOLSOM,D,5764.0,Gen.90
HSR-98A9DFEFF96990539CE0,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Fayette,Bob McKee,ROBERT MCKEE,R,1307.0,Gen.90
HSR-8DC0B3A903CE73216AA6,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Franklin,"Jim Folsom,Jr.",JAMES FOLSOM,D,6272.0,Gen.90
HSR-984F7C330B866C488FE4,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Franklin,Bob McKee,ROBERT MCKEE,R,2062.0,Gen.90
HSR-0587528C024F0C0984C8,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Geneva,"Jim Folsom,Jr.",JAMES FOLSOM,D,5291.0,Gen.90
HSR-C858F7A87997ACC0B670,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Geneva,Bob McKee,ROBERT MCKEE,R,1826.0,Gen.90
HSR-47EA5D82D6AD01D420C0,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Greene,"Jim Folsom,Jr.",JAMES FOLSOM,D,3324.0,Gen.90
HSR-2DD0D91B555FE0873BA1,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Greene,Bob McKee,ROBERT MCKEE,R,529.0,Gen.90
HSR-C75D5814D533DFB739F0,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Hale,"Jim Folsom,Jr.",JAMES FOLSOM,D,4054.0,Gen.90
HSR-E08FF091B3ECCD3854AA,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Hale,Bob McKee,ROBERT MCKEE,R,1035.0,Gen.90
HSR-4988EB3942A7559DCAE7,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Henry,"Jim Folsom,Jr.",JAMES FOLSOM,D,3538.0,Gen.90
HSR-CF77F6DF1A9BB8F0E7E6,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Henry,Bob McKee,ROBERT MCKEE,R,910.0,Gen.90
HSR-B0E38BDC968D9A2B398B,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Houston,"Jim Folsom,Jr.",JAMES FOLSOM,D,13986.0,Gen.90
HSR-FC3D0881258FA88E2824,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Houston,Bob McKee,ROBERT MCKEE,R,7586.0,Gen.90
HSR-91D3DBFD61450271668A,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Jackson,"Jim Folsom,Jr.",JAMES FOLSOM,D,7070.0,Gen.90
HSR-F713B1D94EEA20AC84D4,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Jackson,Bob McKee,ROBERT MCKEE,R,2292.0,Gen.90
HSR-B380B1C05E5C830C9DC6,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Jefferson,"Jim Folsom,Jr.",JAMES FOLSOM,D,124827.0,Gen.90
HSR-32AE139341719B43DEAD,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Jefferson,Bob McKee,ROBERT MCKEE,R,82916.0,Gen.90
HSR-C8B42BDF0581C09332C4,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lamar,"Jim Folsom,Jr.",JAMES FOLSOM,D,3536.0,Gen.90
HSR-B3698C0BA0E428EEB0EC,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lamar,Bob McKee,ROBERT MCKEE,R,1240.0,Gen.90
HSR-C989B94678B8E990189C,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lauderdale,"Jim Folsom,Jr.",JAMES FOLSOM,D,14265.0,Gen.90
HSR-D6551DBDE1EEA977F380,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lauderdale,Bob McKee,ROBERT MCKEE,R,5570.0,Gen.90
HSR-2A8B5D304E72C70B37BB,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lawrence,"Jim Folsom,Jr.",JAMES FOLSOM,D,6092.0,Gen.90
HSR-7A3D9A2A39F425B6F795,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lawrence,Bob McKee,ROBERT MCKEE,R,1119.0,Gen.90
HSR-B366BE27906243A18F53,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lee,"Jim Folsom,Jr.",JAMES FOLSOM,D,11216.0,Gen.90
HSR-E5C1AEA6DC4659F7B027,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lee,Bob McKee,ROBERT MCKEE,R,7046.0,Gen.90
HSR-1DB20FB10E69EC27E9A7,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Limestone,"Jim Folsom,Jr.",JAMES FOLSOM,D,9922.0,Gen.90
HSR-50D6395DB25251CBBEB7,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Limestone,Bob McKee,ROBERT MCKEE,R,3702.0,Gen.90
HSR-DFA4E41F8E2A4B0172BC,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lowndes,"Jim Folsom,Jr.",JAMES FOLSOM,D,3288.0,Gen.90
HSR-CB30ADD076C1A44C76B0,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Lowndes,Bob McKee,ROBERT MCKEE,R,597.0,Gen.90
HSR-7543457BF7FB69D2DCAA,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Macon,"Jim Folsom,Jr.",JAMES FOLSOM,D,5922.0,Gen.90
HSR-A7337D182359CECCA954,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Macon,Bob McKee,ROBERT MCKEE,R,454.0,Gen.90
HSR-AE42ECCDCA8E04C80CA7,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Madison,"Jim Folsom,Jr.",JAMES FOLSOM,D,41763.0,Gen.90
HSR-6C2A08E78E70C09537A4,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Madison,Bob McKee,ROBERT MCKEE,R,29052.0,Gen.90
HSR-07390EDB17C63C91042C,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Marengo,"Jim Folsom,Jr.",JAMES FOLSOM,D,5896.0,Gen.90
HSR-7854693473AE07837975,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Marengo,Bob McKee,ROBERT MCKEE,R,1677.0,Gen.90
HSR-E16E611A0E802CE965D5,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Marion,"Jim Folsom,Jr.",JAMES FOLSOM,D,7858.0,Gen.90
HSR-72D804E96F45F8EE64FB,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Marion,Bob McKee,ROBERT MCKEE,R,2264.0,Gen.90
HSR-6CA0DCBD68AD14D18E66,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Marshall,"Jim Folsom,Jr.",JAMES FOLSOM,D,10876.0,Gen.90
HSR-84B98E5D9093A8BE3DDE,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Marshall,Bob McKee,ROBERT MCKEE,R,5312.0,Gen.90
HSR-76029D69C11C48993B21,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Mobile,"Jim Folsom,Jr.",JAMES FOLSOM,D,57583.0,Gen.90
HSR-16DFD9F2F7BE0EBBC92B,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Mobile,Bob McKee,ROBERT MCKEE,R,31423.0,Gen.90
HSR-9EDA4B3E432CAA37F5EB,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Monroe,"Jim Folsom,Jr.",JAMES FOLSOM,D,4621.0,Gen.90
HSR-BC530CB7ABB8833B260C,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Monroe,Bob McKee,ROBERT MCKEE,R,1790.0,Gen.90
HSR-68FA26DAF74A0CDB23ED,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Montgomery,"Jim Folsom,Jr.",JAMES FOLSOM,D,47155.0,Gen.90
HSR-C6CF0D97E731FFA0F7D9,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Montgomery,Bob McKee,ROBERT MCKEE,R,19857.0,Gen.90
HSR-794511B02FFB3A30C3D9,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Morgan,"Jim Folsom,Jr.",JAMES FOLSOM,D,19053.0,Gen.90
HSR-A3E48FF43EDA818455AF,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Morgan,Bob McKee,ROBERT MCKEE,R,9728.0,Gen.90
HSR-6CE6CA259A732AB03232,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Perry,"Jim Folsom,Jr.",JAMES FOLSOM,D,3837.0,Gen.90
HSR-F61C3D267096ABD21C94,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Perry,Bob McKee,ROBERT MCKEE,R,889.0,Gen.90
HSR-33E3779316AC0193B8AC,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Pickens,"Jim Folsom,Jr.",JAMES FOLSOM,D,4475.0,Gen.90
HSR-403E60CE73E9C825C0BA,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Pickens,Bob McKee,ROBERT MCKEE,R,1491.0,Gen.90
HSR-D86B72691823E45B4CDA,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Pike,"Jim Folsom,Jr.",JAMES FOLSOM,D,6929.0,Gen.90
HSR-2155CBDF89E7DE2AEBB5,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Pike,Bob McKee,ROBERT MCKEE,R,1801.0,Gen.90
HSR-5B01D10AD50633DB2249,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Randolph,"Jim Folsom,Jr.",JAMES FOLSOM,D,3836.0,Gen.90
HSR-0D472F4713EAEAD4682F,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Randolph,Bob McKee,ROBERT MCKEE,R,1358.0,Gen.90
HSR-83C799C77D9E29837F3C,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Russell,"Jim Folsom,Jr.",JAMES FOLSOM,D,5965.0,Gen.90
HSR-D517E896A6A312068AEA,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Russell,Bob McKee,ROBERT MCKEE,R,1846.0,Gen.90
HSR-ECEE5B72411B50057BAA,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Shelby,"Jim Folsom,Jr.",JAMES FOLSOM,D,13248.0,Gen.90
HSR-B298E7F28299543E3196,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Shelby,Bob McKee,ROBERT MCKEE,R,16160.0,Gen.90
HSR-4770FE2B163B7D900556,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,St. Clair,"Jim Folsom,Jr.",JAMES FOLSOM,D,8529.0,Gen.90
HSR-8612E1442795A05AC071,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,St. Clair,Bob McKee,ROBERT MCKEE,R,5425.0,Gen.90
HSR-B4AB63D8D1836F30432B,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Sumter,"Jim Folsom,Jr.",JAMES FOLSOM,D,4539.0,Gen.90
HSR-C8C08A3256AF8C1B2560,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Sumter,Bob McKee,ROBERT MCKEE,R,760.0,Gen.90
HSR-05AD5D6E5188F8B6AA78,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Talladega,"Jim Folsom,Jr.",JAMES FOLSOM,D,12001.0,Gen.90
HSR-68FAE97AF6A0C92D06C8,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Talladega,Bob McKee,ROBERT MCKEE,R,5364.0,Gen.90
HSR-E1DA1DAF7F79FAED9C10,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Tallapoosa,"Jim Folsom,Jr.",JAMES FOLSOM,D,9410.0,Gen.90
HSR-6EB34B2C2C8884DB3ED9,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Tallapoosa,Bob McKee,ROBERT MCKEE,R,2787.0,Gen.90
HSR-EDDE7CFD41A032010F24,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Tuscaloosa,"Jim Folsom,Jr.",JAMES FOLSOM,D,26623.0,Gen.90
HSR-56334D385FDC03309679,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Tuscaloosa,Bob McKee,ROBERT MCKEE,R,11529.0,Gen.90
HSR-024D1D88C8891280261E,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Walker,"Jim Folsom,Jr.",JAMES FOLSOM,D,15081.0,Gen.90
HSR-3CE770672BFA65B61BE0,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Walker,Bob McKee,ROBERT MCKEE,R,4874.0,Gen.90
HSR-900C852869ABABCBD5B9,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Washington,"Jim Folsom,Jr.",JAMES FOLSOM,D,4853.0,Gen.90
HSR-C75E8D918FFDC0BDB7FA,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Washington,Bob McKee,ROBERT MCKEE,R,1040.0,Gen.90
HSR-E50277E2F2EAE15234C8,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Wilcox,"Jim Folsom,Jr.",JAMES FOLSOM,D,4012.0,Gen.90
HSR-B618D8A3D492AE2300BF,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Wilcox,Bob McKee,ROBERT MCKEE,R,739.0,Gen.90
HSR-25B9D8019832C00A28EF,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Winston,"Jim Folsom,Jr.",JAMES FOLSOM,D,5044.0,Gen.90
HSR-919CBC48CCD237498353,SRC-68B092136E8694F993DF,1990,Lieutenant Governor,Winston,Bob McKee,ROBERT MCKEE,R,3862.0,Gen.90
HSR-66A7F651522F60F63A60,SRC-86292499B332D3B8F544,1990,Attorney General,Autauga,Jimmy Evans,JIMMY EVANS,D,7702.0,Gen.90
HSR-FBDC60B0A31A15658905,SRC-86292499B332D3B8F544,1990,Attorney General,Autauga,Spencer Bachus,SPENCER BACHUS,R,3173.0,Gen.90
HSR-456C47DF78184340516F,SRC-86292499B332D3B8F544,1990,Attorney General,Baldwin,Jimmy Evans,JIMMY EVANS,D,13446.0,Gen.90
HSR-63278F69022A823A786E,SRC-86292499B332D3B8F544,1990,Attorney General,Baldwin,Spencer Bachus,SPENCER BACHUS,R,13004.0,Gen.90
HSR-B6F8983DAF1FE8735914,SRC-86292499B332D3B8F544,1990,Attorney General,Barbour,Jimmy Evans,JIMMY EVANS,D,5750.0,Gen.90
HSR-F4806C46E7BD46955BCE,SRC-86292499B332D3B8F544,1990,Attorney General,Barbour,Spencer Bachus,SPENCER BACHUS,R,1326.0,Gen.90
HSR-C65928FB94E6289E7A60,SRC-86292499B332D3B8F544,1990,Attorney General,Bibb,Jimmy Evans,JIMMY EVANS,D,4073.0,Gen.90
HSR-FDCE9A9DAAAEFCD86973,SRC-86292499B332D3B8F544,1990,Attorney General,Bibb,Spencer Bachus,SPENCER BACHUS,R,1567.0,Gen.90
HSR-8AFB4CCF7F83F6D750D3,SRC-86292499B332D3B8F544,1990,Attorney General,Blount,Jimmy Evans,JIMMY EVANS,D,6074.0,Gen.90
HSR-C187F2CE63B3C7A1D418,SRC-86292499B332D3B8F544,1990,Attorney General,Blount,Spencer Bachus,SPENCER BACHUS,R,5475.0,Gen.90
HSR-F1CBF127397B2455BCBD,SRC-86292499B332D3B8F544,1990,Attorney General,Bullock,Jimmy Evans,JIMMY EVANS,D,3571.0,Gen.90
HSR-69B12D9A3E6195456DEA,SRC-86292499B332D3B8F544,1990,Attorney General,Bullock,Spencer Bachus,SPENCER BACHUS,R,470.0,Gen.90
HSR-3A33B86F8F988764B735,SRC-86292499B332D3B8F544,1990,Attorney General,Butler,Jimmy Evans,JIMMY EVANS,D,5660.0,Gen.90
HSR-1C1079AB1613A9F8A4BD,SRC-86292499B332D3B8F544,1990,Attorney General,Butler,Spencer Bachus,SPENCER BACHUS,R,1354.0,Gen.90
HSR-42780278C45EFEE860A9,SRC-86292499B332D3B8F544,1990,Attorney General,Calhoun,Jimmy Evans,JIMMY EVANS,D,16957.0,Gen.90
HSR-C10552954C3933F6198F,SRC-86292499B332D3B8F544,1990,Attorney General,Calhoun,Spencer Bachus,SPENCER BACHUS,R,8682.0,Gen.90
HSR-608A677C3D84702D5DF7,SRC-86292499B332D3B8F544,1990,Attorney General,Chambers,Jimmy Evans,JIMMY EVANS,D,6001.0,Gen.90
HSR-380208B5A3C7E5ABEE6F,SRC-86292499B332D3B8F544,1990,Attorney General,Chambers,Spencer Bachus,SPENCER BACHUS,R,2092.0,Gen.90
HSR-465377FB58F17CA988E9,SRC-86292499B332D3B8F544,1990,Attorney General,Cherokee,Jimmy Evans,JIMMY EVANS,D,3681.0,Gen.90
HSR-10FB9973B19FFD201CDE,SRC-86292499B332D3B8F544,1990,Attorney General,Cherokee,Spencer Bachus,SPENCER BACHUS,R,1154.0,Gen.90
HSR-F30131B4D1B5E1DD7288,SRC-86292499B332D3B8F544,1990,Attorney General,Chilton,Jimmy Evans,JIMMY EVANS,D,7711.0,Gen.90
HSR-6BCAF2E218C3C0E40D0F,SRC-86292499B332D3B8F544,1990,Attorney General,Chilton,Spencer Bachus,SPENCER BACHUS,R,4263.0,Gen.90
HSR-AE1E95BC0DACAF866A73,SRC-86292499B332D3B8F544,1990,Attorney General,Choctaw,Jimmy Evans,JIMMY EVANS,D,4481.0,Gen.90
HSR-5BF966005E6C82D9F724,SRC-86292499B332D3B8F544,1990,Attorney General,Choctaw,Spencer Bachus,SPENCER BACHUS,R,904.0,Gen.90
HSR-E9E2825D7886BA67F40E,SRC-86292499B332D3B8F544,1990,Attorney General,Clarke,Jimmy Evans,JIMMY EVANS,D,6180.0,Gen.90
HSR-6E827C88D1F35453D384,SRC-86292499B332D3B8F544,1990,Attorney General,Clarke,Spencer Bachus,SPENCER BACHUS,R,2108.0,Gen.90
HSR-F976684B98AE3F81C45C,SRC-86292499B332D3B8F544,1990,Attorney General,Clay,Jimmy Evans,JIMMY EVANS,D,2639.0,Gen.90
HSR-D13299417FA1BC2F1558,SRC-86292499B332D3B8F544,1990,Attorney General,Clay,Spencer Bachus,SPENCER BACHUS,R,1078.0,Gen.90
HSR-B4D779A65CA145BA34DF,SRC-86292499B332D3B8F544,1990,Attorney General,Cleburne,Jimmy Evans,JIMMY EVANS,D,2099.0,Gen.90
HSR-ECCF0541C98683852F02,SRC-86292499B332D3B8F544,1990,Attorney General,Cleburne,Spencer Bachus,SPENCER BACHUS,R,974.0,Gen.90
HSR-5FDF0174DB44E624C49E,SRC-86292499B332D3B8F544,1990,Attorney General,Coffee,Jimmy Evans,JIMMY EVANS,D,7382.0,Gen.90
HSR-15D5A33030776639E213,SRC-86292499B332D3B8F544,1990,Attorney General,Coffee,Spencer Bachus,SPENCER BACHUS,R,3027.0,Gen.90
HSR-0B5D5BF2E5985592D1E8,SRC-86292499B332D3B8F544,1990,Attorney General,Colbert,Jimmy Evans,JIMMY EVANS,D,10212.0,Gen.90
HSR-061728D5CF788D398F11,SRC-86292499B332D3B8F544,1990,Attorney General,Colbert,Spencer Bachus,SPENCER BACHUS,R,3734.0,Gen.90
HSR-044635BA6996447C16DB,SRC-86292499B332D3B8F544,1990,Attorney General,Conecuh,Jimmy Evans,JIMMY EVANS,D,4077.0,Gen.90
HSR-E97361E9FFCCD39BB1DB,SRC-86292499B332D3B8F544,1990,Attorney General,Conecuh,Spencer Bachus,SPENCER BACHUS,R,825.0,Gen.90
HSR-F809067147947AE9B9BF,SRC-86292499B332D3B8F544,1990,Attorney General,Coosa,Jimmy Evans,JIMMY EVANS,D,2774.0,Gen.90
HSR-A3FB315DE9EE0A379147,SRC-86292499B332D3B8F544,1990,Attorney General,Coosa,Spencer Bachus,SPENCER BACHUS,R,1026.0,Gen.90
HSR-7786E7D76C1DD4A6789E,SRC-86292499B332D3B8F544,1990,Attorney General,Covington,Jimmy Evans,JIMMY EVANS,D,7805.0,Gen.90
HSR-D2C7263AB8E277F001F1,SRC-86292499B332D3B8F544,1990,Attorney General,Covington,Spencer Bachus,SPENCER BACHUS,R,2432.0,Gen.90
HSR-82A9E7191746E6EBCD40,SRC-86292499B332D3B8F544,1990,Attorney General,Crenshaw,Jimmy Evans,JIMMY EVANS,D,3465.0,Gen.90
HSR-C81C09427EBF30B3CD63,SRC-86292499B332D3B8F544,1990,Attorney General,Crenshaw,Spencer Bachus,SPENCER BACHUS,R,791.0,Gen.90
HSR-6C9F3ABA669D66311059,SRC-86292499B332D3B8F544,1990,Attorney General,Cullman,Jimmy Evans,JIMMY EVANS,D,11598.0,Gen.90
HSR-16D7967D881FDD4122BA,SRC-86292499B332D3B8F544,1990,Attorney General,Cullman,Spencer Bachus,SPENCER BACHUS,R,9140.0,Gen.90
HSR-7103DC4AEA97C33BF38C,SRC-86292499B332D3B8F544,1990,Attorney General,Dale,Jimmy Evans,JIMMY EVANS,D,6763.0,Gen.90
HSR-5FD1E8A01669D297F4B3,SRC-86292499B332D3B8F544,1990,Attorney General,Dale,Spencer Bachus,SPENCER BACHUS,R,2966.0,Gen.90
HSR-8C821D5E355016944F1B,SRC-86292499B332D3B8F544,1990,Attorney General,Dallas,Jimmy Evans,JIMMY EVANS,D,11984.0,Gen.90
HSR-13F0BD49DC509AA820C3,SRC-86292499B332D3B8F544,1990,Attorney General,Dallas,Spencer Bachus,SPENCER BACHUS,R,2659.0,Gen.90
HSR-443608A148678832F265,SRC-86292499B332D3B8F544,1990,Attorney General,Dekalb,Jimmy Evans,JIMMY EVANS,D,9939.0,Gen.90
HSR-C64FBDFBCB3B95B47494,SRC-86292499B332D3B8F544,1990,Attorney General,Dekalb,Spencer Bachus,SPENCER BACHUS,R,5930.0,Gen.90
HSR-4E7FCC2B940CC85E80EC,SRC-86292499B332D3B8F544,1990,Attorney General,Elmore,Jimmy Evans,JIMMY EVANS,D,10292.0,Gen.90
HSR-18E94D6DD82416D119FD,SRC-86292499B332D3B8F544,1990,Attorney General,Elmore,Spencer Bachus,SPENCER BACHUS,R,4814.0,Gen.90
HSR-19576EAEEEBC54996849,SRC-86292499B332D3B8F544,1990,Attorney General,Escambia,Jimmy Evans,JIMMY EVANS,D,5119.0,Gen.90
HSR-58EACECDDF394904D93A,SRC-86292499B332D3B8F544,1990,Attorney General,Escambia,Spencer Bachus,SPENCER BACHUS,R,2198.0,Gen.90
HSR-392356AE5C88E65ADAF5,SRC-86292499B332D3B8F544,1990,Attorney General,Etowah,Jimmy Evans,JIMMY EVANS,D,20834.0,Gen.90
HSR-87E7469987E78AA71455,SRC-86292499B332D3B8F544,1990,Attorney General,Etowah,Spencer Bachus,SPENCER BACHUS,R,9302.0,Gen.90
HSR-DE9653E78D23CFCBA194,SRC-86292499B332D3B8F544,1990,Attorney General,Fayette,Jimmy Evans,JIMMY EVANS,D,4830.0,Gen.90
HSR-23371AF57BE56287696E,SRC-86292499B332D3B8F544,1990,Attorney General,Fayette,Spencer Bachus,SPENCER BACHUS,R,2056.0,Gen.90
HSR-1D709F5A7032396CC3AE,SRC-86292499B332D3B8F544,1990,Attorney General,Franklin,Jimmy Evans,JIMMY EVANS,D,5403.0,Gen.90
HSR-FA9E230F9938592A8875,SRC-86292499B332D3B8F544,1990,Attorney General,Franklin,Spencer Bachus,SPENCER BACHUS,R,2713.0,Gen.90
HSR-AE9780B0FF73265356CF,SRC-86292499B332D3B8F544,1990,Attorney General,Geneva,Jimmy Evans,JIMMY EVANS,D,5273.0,Gen.90
HSR-884935F9CC7EC7682FB7,SRC-86292499B332D3B8F544,1990,Attorney General,Geneva,Spencer Bachus,SPENCER BACHUS,R,1565.0,Gen.90
HSR-142A153183074DD909C5,SRC-86292499B332D3B8F544,1990,Attorney General,Greene,Jimmy Evans,JIMMY EVANS,D,3337.0,Gen.90
