result_id,source_file_id,year,office,county,candidate_name,normalized_name,party,votes,source_sheet
HSR-C63B4166991F11D0B79F,SRC-86292499B332D3B8F544,1990,Attorney General,Greene,Spencer Bachus,SPENCER BACHUS,R,467.0,Gen.90
HSR-3BE06C634AE214FC8AAD,SRC-86292499B332D3B8F544,1990,Attorney General,Hale,Jimmy Evans,JIMMY EVANS,D,3858.0,Gen.90
HSR-51A6143566B8664F8F2F,SRC-86292499B332D3B8F544,1990,Attorney General,Hale,Spencer Bachus,SPENCER BACHUS,R,1164.0,Gen.90
HSR-5264E294827157F74255,SRC-86292499B332D3B8F544,1990,Attorney General,Henry,Jimmy Evans,JIMMY EVANS,D,3550.0,Gen.90
HSR-0CD8B1BEC09DA6B234DF,SRC-86292499B332D3B8F544,1990,Attorney General,Henry,Spencer Bachus,SPENCER BACHUS,R,770.0,Gen.90
HSR-E4489963B64BF7DAD6A0,SRC-86292499B332D3B8F544,1990,Attorney General,Houston,Jimmy Evans,JIMMY EVANS,D,14756.0,Gen.90
HSR-EF4066668826D07783D6,SRC-86292499B332D3B8F544,1990,Attorney General,Houston,Spencer Bachus,SPENCER BACHUS,R,6384.0,Gen.90
HSR-68021260B3621B291FCF,SRC-86292499B332D3B8F544,1990,Attorney General,Jackson,Jimmy Evans,JIMMY EVANS,D,6508.0,Gen.90
HSR-F31A9A7E9803220C89BE,SRC-86292499B332D3B8F544,1990,Attorney General,Jackson,Spencer Bachus,SPENCER BACHUS,R,2548.0,Gen.90
HSR-1E9538EA9E38A12C273A,SRC-86292499B332D3B8F544,1990,Attorney General,Jefferson,Jimmy Evans,JIMMY EVANS,D,110364.0,Gen.90
HSR-205CF604D6D4BB941819,SRC-86292499B332D3B8F544,1990,Attorney General,Jefferson,Spencer Bachus,SPENCER BACHUS,R,96103.0,Gen.90
HSR-C0F19A5A3BAEA4E574FA,SRC-86292499B332D3B8F544,1990,Attorney General,Lamar,Jimmy Evans,JIMMY EVANS,D,3220.0,Gen.90
HSR-EEA3A883B3644F1D8924,SRC-86292499B332D3B8F544,1990,Attorney General,Lamar,Spencer Bachus,SPENCER BACHUS,R,1290.0,Gen.90
HSR-FADB3BA4B72CE91241E0,SRC-86292499B332D3B8F544,1990,Attorney General,Lauderdale,Jimmy Evans,JIMMY EVANS,D,13498.0,Gen.90
HSR-FDD065A4E14DFE75F608,SRC-86292499B332D3B8F544,1990,Attorney General,Lauderdale,Spencer Bachus,SPENCER BACHUS,R,6064.0,Gen.90
HSR-A9D619B985A4AE531E61,SRC-86292499B332D3B8F544,1990,Attorney General,Lawrence,Jimmy Evans,JIMMY EVANS,D,5519.0,Gen.90
HSR-4A2329E7F611F5F3D109,SRC-86292499B332D3B8F544,1990,Attorney General,Lawrence,Spencer Bachus,SPENCER BACHUS,R,1542.0,Gen.90
HSR-DC8CAC703A8F728FC416,SRC-86292499B332D3B8F544,1990,Attorney General,Lee,Jimmy Evans,JIMMY EVANS,D,11338.0,Gen.90
HSR-CD6619475CE7F045321B,SRC-86292499B332D3B8F544,1990,Attorney General,Lee,Spencer Bachus,SPENCER BACHUS,R,6630.0,Gen.90
HSR-C6E5E74345C38B2454A1,SRC-86292499B332D3B8F544,1990,Attorney General,Limestone,Jimmy Evans,JIMMY EVANS,D,8900.0,Gen.90
HSR-D5E52189B04A44BF4898,SRC-86292499B332D3B8F544,1990,Attorney General,Limestone,Spencer Bachus,SPENCER BACHUS,R,4433.0,Gen.90
HSR-03D88BE0E16F2D663548,SRC-86292499B332D3B8F544,1990,Attorney General,Lowndes,Jimmy Evans,JIMMY EVANS,D,3496.0,Gen.90
HSR-52E7B1CA97E462CED4E7,SRC-86292499B332D3B8F544,1990,Attorney General,Lowndes,Spencer Bachus,SPENCER BACHUS,R,527.0,Gen.90
HSR-DF4B6895CC308A03A572,SRC-86292499B332D3B8F544,1990,Attorney General,Macon,Jimmy Evans,JIMMY EVANS,D,6010.0,Gen.90
HSR-4A4B07E0A05968B03D32,SRC-86292499B332D3B8F544,1990,Attorney General,Macon,Spencer Bachus,SPENCER BACHUS,R,587.0,Gen.90
HSR-E009A40CA56D5B5ADD7E,SRC-86292499B332D3B8F544,1990,Attorney General,Madison,Jimmy Evans,JIMMY EVANS,D,38081.0,Gen.90
HSR-29533DA9AF1C7106E241,SRC-86292499B332D3B8F544,1990,Attorney General,Madison,Spencer Bachus,SPENCER BACHUS,R,31411.0,Gen.90
HSR-3A622E1ED1D92370AC86,SRC-86292499B332D3B8F544,1990,Attorney General,Marengo,Jimmy Evans,JIMMY EVANS,D,5658.0,Gen.90
HSR-E928BC85EC1572F58A19,SRC-86292499B332D3B8F544,1990,Attorney General,Marengo,Spencer Bachus,SPENCER BACHUS,R,1713.0,Gen.90
HSR-C71D8219DD89CA2D745F,SRC-86292499B332D3B8F544,1990,Attorney General,Marion,Jimmy Evans,JIMMY EVANS,D,6905.0,Gen.90
HSR-2683E7719014CB1392C4,SRC-86292499B332D3B8F544,1990,Attorney General,Marion,Spencer Bachus,SPENCER BACHUS,R,2986.0,Gen.90
HSR-84C4974AD1292A7D0AC5,SRC-86292499B332D3B8F544,1990,Attorney General,Marshall,Jimmy Evans,JIMMY EVANS,D,9713.0,Gen.90
HSR-9902F3FCE131892124B4,SRC-86292499B332D3B8F544,1990,Attorney General,Marshall,Spencer Bachus,SPENCER BACHUS,R,6457.0,Gen.90
HSR-A16CEC6D652E183DDB82,SRC-86292499B332D3B8F544,1990,Attorney General,Mobile,Jimmy Evans,JIMMY EVANS,D,57007.0,Gen.90
HSR-A36C8C77FE477B4CB2CD,SRC-86292499B332D3B8F544,1990,Attorney General,Mobile,Spencer Bachus,SPENCER BACHUS,R,30749.0,Gen.90
HSR-ABE9DC3E5D268658476B,SRC-86292499B332D3B8F544,1990,Attorney General,Monroe,Jimmy Evans,JIMMY EVANS,D,4779.0,Gen.90
HSR-D8561F5DB75A8954241E,SRC-86292499B332D3B8F544,1990,Attorney General,Monroe,Spencer Bachus,SPENCER BACHUS,R,1732.0,Gen.90
HSR-2975F3CF6CB46FC31E5E,SRC-86292499B332D3B8F544,1990,Attorney General,Montgomery,Jimmy Evans,JIMMY EVANS,D,51669.0,Gen.90
HSR-16E818617D1D307F3F3E,SRC-86292499B332D3B8F544,1990,Attorney General,Montgomery,Spencer Bachus,SPENCER BACHUS,R,16118.0,Gen.90
HSR-EEA84533F263BDF9F9D2,SRC-86292499B332D3B8F544,1990,Attorney General,Morgan,Jimmy Evans,JIMMY EVANS,D,16344.0,Gen.90
HSR-CB855F520AE5B155375A,SRC-86292499B332D3B8F544,1990,Attorney General,Morgan,Spencer Bachus,SPENCER BACHUS,R,11668.0,Gen.90
HSR-72996E31923E9CC59CF4,SRC-86292499B332D3B8F544,1990,Attorney General,Perry,Jimmy Evans,JIMMY EVANS,D,3789.0,Gen.90
HSR-C7104305BBB6FDF6806C,SRC-86292499B332D3B8F544,1990,Attorney General,Perry,Spencer Bachus,SPENCER BACHUS,R,912.0,Gen.90
HSR-ACB4E6F81FFB2D87CF5F,SRC-86292499B332D3B8F544,1990,Attorney General,Pickens,Jimmy Evans,JIMMY EVANS,D,4103.0,Gen.90
HSR-1B219157AFFF697C729A,SRC-86292499B332D3B8F544,1990,Attorney General,Pickens,Spencer Bachus,SPENCER BACHUS,R,1642.0,Gen.90
HSR-563342E13D952FC79466,SRC-86292499B332D3B8F544,1990,Attorney General,Pike,Jimmy Evans,JIMMY EVANS,D,6643.0,Gen.90
HSR-6E9A2AABFEA242147514,SRC-86292499B332D3B8F544,1990,Attorney General,Pike,Spencer Bachus,SPENCER BACHUS,R,2031.0,Gen.90
HSR-318CB541DFBEFCC68805,SRC-86292499B332D3B8F544,1990,Attorney General,Randolph,Jimmy Evans,JIMMY EVANS,D,3575.0,Gen.90
HSR-A4D1E5A2DA09FC8A9D72,SRC-86292499B332D3B8F544,1990,Attorney General,Randolph,Spencer Bachus,SPENCER BACHUS,R,1363.0,Gen.90
HSR-58389C00D3FD58805048,SRC-86292499B332D3B8F544,1990,Attorney General,Russell,Jimmy Evans,JIMMY EVANS,D,5848.0,Gen.90
HSR-94C36723BFF2B1D22EAD,SRC-86292499B332D3B8F544,1990,Attorney General,Russell,Spencer Bachus,SPENCER BACHUS,R,1575.0,Gen.90
HSR-3A314A56ECA2DF71CC0E,SRC-86292499B332D3B8F544,1990,Attorney General,Shelby,Jimmy Evans,JIMMY EVANS,D,11031.0,Gen.90
HSR-2C8DB323892F09D7901F,SRC-86292499B332D3B8F544,1990,Attorney General,Shelby,Spencer Bachus,SPENCER BACHUS,R,18186.0,Gen.90
HSR-2655B1470A8289112285,SRC-86292499B332D3B8F544,1990,Attorney General,St. Clair,Jimmy Evans,JIMMY EVANS,D,7518.0,Gen.90
HSR-BB00D50FE2C6C9ACCA06,SRC-86292499B332D3B8F544,1990,Attorney General,St. Clair,Spencer Bachus,SPENCER BACHUS,R,6232.0,Gen.90
HSR-1886A4659B3BA9896F11,SRC-86292499B332D3B8F544,1990,Attorney General,Sumter,Jimmy Evans,JIMMY EVANS,D,4317.0,Gen.90
HSR-3C9A2356CE099D950606,SRC-86292499B332D3B8F544,1990,Attorney General,Sumter,Spencer Bachus,SPENCER BACHUS,R,938.0,Gen.90
HSR-C9DDF8A5D5CE28CED6D7,SRC-86292499B332D3B8F544,1990,Attorney General,Talladega,Jimmy Evans,JIMMY EVANS,D,11000.0,Gen.90
HSR-9FC05C9B9365B8B6CF3F,SRC-86292499B332D3B8F544,1990,Attorney General,Talladega,Spencer Bachus,SPENCER BACHUS,R,6195.0,Gen.90
HSR-50D7D339B9C66AFCD5BE,SRC-86292499B332D3B8F544,1990,Attorney General,Tallapoosa,Jimmy Evans,JIMMY EVANS,D,9322.0,Gen.90
HSR-1CDAFB37FA6472D64627,SRC-86292499B332D3B8F544,1990,Attorney General,Tallapoosa,Spencer Bachus,SPENCER BACHUS,R,3124.0,Gen.90
HSR-5D33BA05B0EB0BACDAFC,SRC-86292499B332D3B8F544,1990,Attorney General,Tuscaloosa,Jimmy Evans,JIMMY EVANS,D,24185.0,Gen.90
HSR-460E9462440FBC0E116D,SRC-86292499B332D3B8F544,1990,Attorney General,Tuscaloosa,Spencer Bachus,SPENCER BACHUS,R,13443.0,Gen.90
HSR-1A9F9E5C5FD8010610A6,SRC-86292499B332D3B8F544,1990,Attorney General,Walker,Jimmy Evans,JIMMY EVANS,D,13988.0,Gen.90
HSR-A7F3FB011803F6E49B5E,SRC-86292499B332D3B8F544,1990,Attorney General,Walker,Spencer Bachus,SPENCER BACHUS,R,5763.0,Gen.90
HSR-FE66F10F35A3E77D7806,SRC-86292499B332D3B8F544,1990,Attorney General,Washington,Jimmy Evans,JIMMY EVANS,D,4712.0,Gen.90
HSR-BE944CFEFE33237BB552,SRC-86292499B332D3B8F544,1990,Attorney General,Washington,Spencer Bachus,SPENCER BACHUS,R,990.0,Gen.90
HSR-800A4039A05E2B3DCB20,SRC-86292499B332D3B8F544,1990,Attorney General,Wilcox,Jimmy Evans,JIMMY EVANS,D,4054.0,Gen.90
HSR-9D18DC70BB5A1F29A041,SRC-86292499B332D3B8F544,1990,Attorney General,Wilcox,Spencer Bachus,SPENCER BACHUS,R,742.0,Gen.90
HSR-43BB1C147FCE1B179F56,SRC-86292499B332D3B8F544,1990,Attorney General,Winston,Jimmy Evans,JIMMY EVANS,D,4612.0,Gen.90
HSR-93280BD46C00E24C4381,SRC-86292499B332D3B8F544,1990,Attorney General,Winston,Spencer Bachus,SPENCER BACHUS,R,4107.0,Gen.90
HSR-CABFFDB652766DAE0CC3,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Autauga,Bill Joe Camp,WILLIAM JOE CAMP,D,5070.0,Gen.90
HSR-C0AFADE3A7107392C74F,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Autauga,Perry Hand,PERRY HAND,R,5448.0,Gen.90
HSR-C5F28819EDBC6D49847B,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Baldwin,Bill Joe Camp,WILLIAM JOE CAMP,D,10092.0,Gen.90
HSR-0C8362AA2CA9C5BE861B,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Baldwin,Perry Hand,PERRY HAND,R,18240.0,Gen.90
HSR-3B017839B16CDE25A3DA,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Barbour,Bill Joe Camp,WILLIAM JOE CAMP,D,4830.0,Gen.90
HSR-8D3F55E41E98149A7129,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Barbour,Perry Hand,PERRY HAND,R,2000.0,Gen.90
HSR-590D18E3CE8640DE7B25,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Bibb,Bill Joe Camp,WILLIAM JOE CAMP,D,3654.0,Gen.90
HSR-7A20FCEF9ED75374FD29,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Bibb,Perry Hand,PERRY HAND,R,1854.0,Gen.90
HSR-70AA6AA18965C0F85854,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Blount,Bill Joe Camp,WILLIAM JOE CAMP,D,5718.0,Gen.90
HSR-09A3F690B9108E8A6DC9,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Blount,Perry Hand,PERRY HAND,R,5622.0,Gen.90
HSR-101F11254300CF7EE812,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Bullock,Bill Joe Camp,WILLIAM JOE CAMP,D,3011.0,Gen.90
HSR-C06B176A850CD6039352,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Bullock,Perry Hand,PERRY HAND,R,870.0,Gen.90
HSR-A3807FDF268C843C8394,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Butler,Bill Joe Camp,WILLIAM JOE CAMP,D,4274.0,Gen.90
HSR-87C02E457C4E7385F7CF,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Butler,Perry Hand,PERRY HAND,R,2478.0,Gen.90
HSR-59A3964B18C65AF9E665,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Calhoun,Bill Joe Camp,WILLIAM JOE CAMP,D,13785.0,Gen.90
HSR-76C97EE8BAF927B80DCB,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Calhoun,Perry Hand,PERRY HAND,R,11040.0,Gen.90
HSR-39EF7CFBDC2093CB19AA,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Chambers,Bill Joe Camp,WILLIAM JOE CAMP,D,5437.0,Gen.90
HSR-7141737DFE6CCAEB522D,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Chambers,Perry Hand,PERRY HAND,R,2550.0,Gen.90
HSR-04101D1ECDE19F4F6E19,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Cherokee,Bill Joe Camp,WILLIAM JOE CAMP,D,3392.0,Gen.90
HSR-C0539CF42782FF76B69E,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Cherokee,Perry Hand,PERRY HAND,R,1371.0,Gen.90
HSR-3CBC080459CDC39B533A,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Chilton,Bill Joe Camp,WILLIAM JOE CAMP,D,6533.0,Gen.90
HSR-7ED43ED868A158770EC5,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Chilton,Perry Hand,PERRY HAND,R,5090.0,Gen.90
HSR-B8A5AA9EF5CC579B8AB2,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Choctaw,Bill Joe Camp,WILLIAM JOE CAMP,D,3915.0,Gen.90
HSR-0A1DE9CC33CE6F843523,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Choctaw,Perry Hand,PERRY HAND,R,1153.0,Gen.90
HSR-94434A84D831CD5F4E66,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Clarke,Bill Joe Camp,WILLIAM JOE CAMP,D,4973.0,Gen.90
HSR-D7D578B9E38B039572A0,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Clarke,Perry Hand,PERRY HAND,R,3220.0,Gen.90
HSR-4798263D6D07FF957899,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Clay,Bill Joe Camp,WILLIAM JOE CAMP,D,2281.0,Gen.90
HSR-A0DAB105AEB689F859E4,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Clay,Perry Hand,PERRY HAND,R,1200.0,Gen.90
HSR-A53E63A5B9E24D37AB83,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Cleburne,Bill Joe Camp,WILLIAM JOE CAMP,D,1486.0,Gen.90
HSR-51CF62C7BF17C01D3AF8,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Cleburne,Perry Hand,PERRY HAND,R,1943.0,Gen.90
HSR-8E636148AEF6C32B0E22,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Coffee,Bill Joe Camp,WILLIAM JOE CAMP,D,5642.0,Gen.90
HSR-20C207AC82633FC85CA7,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Coffee,Perry Hand,PERRY HAND,R,4365.0,Gen.90
HSR-C37C3A1D420F71D102EE,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Colbert,Bill Joe Camp,WILLIAM JOE CAMP,D,9921.0,Gen.90
HSR-4DA350C0F496ACDEBBDC,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Colbert,Perry Hand,PERRY HAND,R,3750.0,Gen.90
HSR-2A216664DE6B4866D8CE,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Conecuh,Bill Joe Camp,WILLIAM JOE CAMP,D,3211.0,Gen.90
HSR-8AEEB8B9F44ABD2BFEBE,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Conecuh,Perry Hand,PERRY HAND,R,1468.0,Gen.90
HSR-90E58D45023C386D8522,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Coosa,Bill Joe Camp,WILLIAM JOE CAMP,D,2424.0,Gen.90
HSR-23B46EB8B72EE937BD77,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Coosa,Perry Hand,PERRY HAND,R,1285.0,Gen.90
HSR-4769BB1B632738361244,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Covington,Bill Joe Camp,WILLIAM JOE CAMP,D,5716.0,Gen.90
HSR-94DC5A71671EEC67FEB4,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Covington,Perry Hand,PERRY HAND,R,3947.0,Gen.90
HSR-D6E15E27E311321DF4B0,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Crenshaw,Bill Joe Camp,WILLIAM JOE CAMP,D,2506.0,Gen.90
HSR-2A451230C2E99CA33ACF,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Crenshaw,Perry Hand,PERRY HAND,R,1397.0,Gen.90
HSR-001962778F896E14E462,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Cullman,Bill Joe Camp,WILLIAM JOE CAMP,D,12011.0,Gen.90
HSR-02D30562796E9DF38F7D,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Cullman,Perry Hand,PERRY HAND,R,8685.0,Gen.90
HSR-8BB85B350ECF29768760,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Dale,Bill Joe Camp,WILLIAM JOE CAMP,D,4992.0,Gen.90
HSR-74CE74928619029E2BBB,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Dale,Perry Hand,PERRY HAND,R,4415.0,Gen.90
HSR-6B403A1B970B2822D82D,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Dallas,Bill Joe Camp,WILLIAM JOE CAMP,D,9914.0,Gen.90
HSR-5D24E52D0F5099ED9473,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Dallas,Perry Hand,PERRY HAND,R,4587.0,Gen.90
HSR-334C2F7756F6E0AA1F82,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Dekalb,Bill Joe Camp,WILLIAM JOE CAMP,D,9102.0,Gen.90
HSR-6D0D3E1F4B281CB57312,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Dekalb,Perry Hand,PERRY HAND,R,6595.0,Gen.90
HSR-91CDA486C98F319B1815,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Elmore,Bill Joe Camp,WILLIAM JOE CAMP,D,6720.0,Gen.90
HSR-29D0FEB042463545ED5A,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Elmore,Perry Hand,PERRY HAND,R,7774.0,Gen.90
HSR-74F86AA78171D12D09DC,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Escambia,Bill Joe Camp,WILLIAM JOE CAMP,D,3906.0,Gen.90
HSR-1B3A933177693564D329,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Escambia,Perry Hand,PERRY HAND,R,3022.0,Gen.90
HSR-08CCA319F975FF67F413,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Etowah,Bill Joe Camp,WILLIAM JOE CAMP,D,18788.0,Gen.90
HSR-EBDBD7249E0A1B2FC823,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Etowah,Perry Hand,PERRY HAND,R,10679.0,Gen.90
HSR-FA641695A79A8D9D420F,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Fayette,Bill Joe Camp,WILLIAM JOE CAMP,D,4568.0,Gen.90
HSR-728461596D19380BA2F9,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Fayette,Perry Hand,PERRY HAND,R,2064.0,Gen.90
HSR-073C741622A465012085,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Franklin,Bill Joe Camp,WILLIAM JOE CAMP,D,5486.0,Gen.90
HSR-E484AA04287AEC8278B0,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Franklin,Perry Hand,PERRY HAND,R,2419.0,Gen.90
HSR-C1542A7B4C2376BCF2FE,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Geneva,Bill Joe Camp,WILLIAM JOE CAMP,D,4069.0,Gen.90
HSR-2719A4C7BECAC4D4C7DF,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Geneva,Perry Hand,PERRY HAND,R,2409.0,Gen.90
HSR-F47CA9896E360C60C041,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Greene,Bill Joe Camp,WILLIAM JOE CAMP,D,3097.0,Gen.90
HSR-C6BA7EFF032D142075D8,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Greene,Perry Hand,PERRY HAND,R,647.0,Gen.90
HSR-7D42B0AD6760D8E2A772,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Hale,Bill Joe Camp,WILLIAM JOE CAMP,D,3513.0,Gen.90
HSR-F28F29B6F1D06560244E,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Hale,Perry Hand,PERRY HAND,R,1375.0,Gen.90
HSR-F9D8DED9B27F20C11ABC,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Henry,Bill Joe Camp,WILLIAM JOE CAMP,D,2924.0,Gen.90
HSR-278C9248CFDABC600458,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Henry,Perry Hand,PERRY HAND,R,1373.0,Gen.90
HSR-E4349817A4FDAF4541B1,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Houston,Bill Joe Camp,WILLIAM JOE CAMP,D,10697.0,Gen.90
HSR-558227F7F6CE04F3637B,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Houston,Perry Hand,PERRY HAND,R,10002.0,Gen.90
HSR-D1B96386273EA1E12D3A,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Jackson,Bill Joe Camp,WILLIAM JOE CAMP,D,6103.0,Gen.90
HSR-36A8785C96FF38EB0091,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Jackson,Perry Hand,PERRY HAND,R,2831.0,Gen.90
HSR-E80F2374444B429B5A80,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Jefferson,Bill Joe Camp,WILLIAM JOE CAMP,D,100316.0,Gen.90
HSR-9758AE4A444EE7BA0994,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Jefferson,Perry Hand,PERRY HAND,R,102544.0,Gen.90
HSR-BEDEB6C45799975365FE,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lamar,Bill Joe Camp,WILLIAM JOE CAMP,D,2928.0,Gen.90
HSR-1D30C3F3436F56C21805,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lamar,Perry Hand,PERRY HAND,R,1340.0,Gen.90
HSR-8553315AC84E8DC90911,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lauderdale,Bill Joe Camp,WILLIAM JOE CAMP,D,13553.0,Gen.90
HSR-FFE5EC8F302349D3AFE8,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lauderdale,Perry Hand,PERRY HAND,R,5792.0,Gen.90
HSR-56276E58E08A0908867F,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lawrence,Bill Joe Camp,WILLIAM JOE CAMP,D,5151.0,Gen.90
HSR-46BA2E2451D699F69A2B,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lawrence,Perry Hand,PERRY HAND,R,1443.0,Gen.90
HSR-64AF07F1388E215167BE,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lee,Bill Joe Camp,WILLIAM JOE CAMP,D,8967.0,Gen.90
HSR-F38C679F9BAD1B38433C,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lee,Perry Hand,PERRY HAND,R,8686.0,Gen.90
HSR-6CF41E5EB6EE0AC6BFA6,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Limestone,Bill Joe Camp,WILLIAM JOE CAMP,D,7895.0,Gen.90
HSR-1A280DA3A61D37DF43D9,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Limestone,Perry Hand,PERRY HAND,R,4918.0,Gen.90
HSR-39D119F966556272420F,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lowndes,Bill Joe Camp,WILLIAM JOE CAMP,D,2745.0,Gen.90
HSR-EF41ABD37398BE620FB7,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Lowndes,Perry Hand,PERRY HAND,R,959.0,Gen.90
HSR-D08FBE1269FB84F5E636,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Macon,Bill Joe Camp,WILLIAM JOE CAMP,D,5346.0,Gen.90
HSR-18273FC2CF37512AF124,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Macon,Perry Hand,PERRY HAND,R,853.0,Gen.90
HSR-AD5D09BADC8B9A2C3BD5,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Madison,Bill Joe Camp,WILLIAM JOE CAMP,D,32604.0,Gen.90
HSR-3E5CE994F8D846791461,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Madison,Perry Hand,PERRY HAND,R,34828.0,Gen.90
HSR-117EA441EB5D1C1EBE0F,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Marengo,Bill Joe Camp,WILLIAM JOE CAMP,D,5116.0,Gen.90
HSR-240319DDBF228AB41715,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Marengo,Perry Hand,PERRY HAND,R,2234.0,Gen.90
HSR-096056BB44FD0FF4D4AF,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Marion,Bill Joe Camp,WILLIAM JOE CAMP,D,6371.0,Gen.90
HSR-5C789F51839E9F3E27DB,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Marion,Perry Hand,PERRY HAND,R,2960.0,Gen.90
HSR-C4EFC2ECAFF82943449A,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Marshall,Bill Joe Camp,WILLIAM JOE CAMP,D,8519.0,Gen.90
HSR-C5BC5A4F3FF49D2AC297,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Marshall,Perry Hand,PERRY HAND,R,6834.0,Gen.90
HSR-4B08FAC679677829B0D1,SRC-F05B2AB7497B172B620A,1990,Secretary of State,Mobile,Bill Joe Camp,WILLIAM JOE CAMP,D,42546.0,Gen.90
