year,chamber,district,canonical_party,canonical_votes,canonical_name,canonical_source,person_id,canonical_candidate_id,incumbent,winner,cycle,legislative_dem_margin,core_index_margin,raw_overperformance,baseline_allocation_method,candidate_margin_overperformance,score_status
1994,house,1,D,7385.0,Starkey,alabama_sos,ALPERSON-STARKEY,AL-1994-house-1-D-STARKEY,0,1,1994,19.779417727678208,-10.834593825712002,30.61401155339021,legislative_activity_provisional,30.61401155339021,provisional_raw_baseline_not_fitted_cmo
1994,house,1,R,4946.0,Phillips,alabama_sos,ALPERSON-PHILLIPS,AL-1994-house-1-R-PHILLIPS,0,0,1994,19.779417727678208,-10.834593825712002,30.61401155339021,legislative_activity_provisional,-30.61401155339021,provisional_raw_baseline_not_fitted_cmo
1994,house,3,D,7723.0,Black,alabama_sos,ALPERSON-BLACK,AL-1994-house-3-D-BLACK,0,1,1994,33.8011088011088,11.9938709758761,21.807237825232704,legislative_activity_provisional,21.807237825232704,provisional_raw_baseline_not_fitted_cmo
1994,house,3,R,3821.0,Smallwood,alabama_sos,ALPERSON-SMALLWOOD,AL-1994-house-3-R-SMALLWOOD,0,0,1994,33.8011088011088,11.9938709758761,21.807237825232704,legislative_activity_provisional,-21.807237825232704,provisional_raw_baseline_not_fitted_cmo
1994,house,4,D,5012.0,Smith,alabama_sos,ALPERSON-SMITH,AL-1994-house-4-D-SMITH,0,0,1994,-29.646266142616508,-28.359739287255685,-1.2865268553608225,legislative_activity_provisional,-1.2865268553608225,provisional_raw_baseline_not_fitted_cmo
1994,house,4,R,9236.0,Papucci,alabama_sos,ALPERSON-PAPUCCI,AL-1994-house-4-R-PAPUCCI,0,1,1994,-29.646266142616508,-28.359739287255685,-1.2865268553608225,legislative_activity_provisional,1.2865268553608225,provisional_raw_baseline_not_fitted_cmo
1994,house,6,D,6409.0,Schmitz,alabama_sos,ALPERSON-SCHMITZ,AL-1994-house-6-D-SCHMITZ,0,0,1994,-2.73920631307383,-24.489410405375654,21.750204092301825,legislative_activity_provisional,21.750204092301825,provisional_raw_baseline_not_fitted_cmo
1994,house,6,R,6770.0,Jorgensen,alabama_sos,ALPERSON-JORGENSEN,AL-1994-house-6-R-JORGENSEN,0,1,1994,-2.73920631307383,-24.489410405375654,21.750204092301825,legislative_activity_provisional,-21.750204092301825,provisional_raw_baseline_not_fitted_cmo
1994,house,7,D,6188.0,Letson,alabama_sos,ALPERSON-LETSON,AL-1994-house-7-D-LETSON,0,1,1994,4.624228590751543,7.499153168575934,-2.874924577824391,legislative_activity_provisional,-2.874924577824391,provisional_raw_baseline_not_fitted_cmo
1994,house,7,R,5641.0,Randolph,alabama_sos,ALPERSON-RANDOLPH,AL-1994-house-7-R-RANDOLPH,0,0,1994,4.624228590751543,7.499153168575934,-2.874924577824391,legislative_activity_provisional,2.874924577824391,provisional_raw_baseline_not_fitted_cmo
1994,house,8,D,8391.0,Dukes,alabama_sos,ALPERSON-DUKES,AL-1994-house-8-D-DUKES,0,1,1994,52.66078413535887,-23.45072452452538,76.11150865988425,legislative_activity_provisional,76.11150865988425,provisional_raw_baseline_not_fitted_cmo
1994,house,8,R,2602.0,New,alabama_sos,ALPERSON-NEW,AL-1994-house-8-R-NEW,0,0,1994,52.66078413535887,-23.45072452452538,76.11150865988425,legislative_activity_provisional,-76.11150865988425,provisional_raw_baseline_not_fitted_cmo
1994,house,12,D,7159.0,Morrison,alabama_sos,ALPERSON-MORRISON,AL-1994-house-12-D-MORRISON,0,1,1994,4.335786635575311,-12.6491004727303,16.98488710830561,legislative_activity_provisional,16.98488710830561,provisional_raw_baseline_not_fitted_cmo
1994,house,12,R,6564.0,Bowling,alabama_sos,ALPERSON-BOWLING,AL-1994-house-12-R-BOWLING,0,0,1994,4.335786635575311,-12.6491004727303,16.98488710830561,legislative_activity_provisional,-16.98488710830561,provisional_raw_baseline_not_fitted_cmo
1994,house,15,D,4363.0,Sharp,alabama_sos,ALPERSON-SHARP,AL-1994-house-15-D-SHARP,0,0,1994,-40.48966787151333,-42.720655154904634,2.2309872833913005,legislative_activity_provisional,2.2309872833913005,provisional_raw_baseline_not_fitted_cmo
1994,house,15,R,10300.0,Curry,alabama_sos,ALPERSON-CURRY,AL-1994-house-15-R-CURRY,0,1,1994,-40.48966787151333,-42.720655154904634,2.2309872833913005,legislative_activity_provisional,-2.2309872833913005,provisional_raw_baseline_not_fitted_cmo
1994,house,17,D,8535.0,Millican,alabama_sos,ALPERSON-MILLICAN,AL-1994-house-17-D-MILLICAN,0,1,1994,24.43504884093891,6.516887913170951,17.91816092776796,legislative_activity_provisional,17.91816092776796,provisional_raw_baseline_not_fitted_cmo
1994,house,17,R,5183.0,Harper,alabama_sos,ALPERSON-HARPER,AL-1994-house-17-R-HARPER,0,0,1994,24.43504884093891,6.516887913170951,17.91816092776796,legislative_activity_provisional,-17.91816092776796,provisional_raw_baseline_not_fitted_cmo
1994,house,19,D,7314.0,Hall,alabama_sos,ALPERSON-HALL,AL-1994-house-19-D-HALL,0,1,1994,75.31160115052732,49.716406902573915,25.59519424795341,legislative_activity_provisional,25.59519424795341,provisional_raw_baseline_not_fitted_cmo
1994,house,19,R,1030.0,Anderson,alabama_sos,ALPERSON-ANDERSON,AL-1994-house-19-R-ANDERSON,0,0,1994,75.31160115052732,49.716406902573915,25.59519424795341,legislative_activity_provisional,-25.59519424795341,provisional_raw_baseline_not_fitted_cmo
1994,house,26,D,5881.0,Mcdaniel,alabama_sos,ALPERSON-MCDANIEL,AL-1994-house-26-D-MCDANIEL,0,1,1994,17.011539992041385,-4.310487465794354,21.322027457835738,legislative_activity_provisional,21.322027457835738,provisional_raw_baseline_not_fitted_cmo
1994,house,26,R,4171.0,Holcomb,alabama_sos,ALPERSON-HOLCOMB,AL-1994-house-26-R-HOLCOMB,0,0,1994,17.011539992041385,-4.310487465794354,21.322027457835738,legislative_activity_provisional,-21.322027457835738,provisional_raw_baseline_not_fitted_cmo
1994,house,27,D,6807.0,Murphree,alabama_sos,ALPERSON-MURPHREE,AL-1994-house-27-D-MURPHREE,0,1,1994,8.452162829602486,-18.491100220043762,26.943263049646248,legislative_activity_provisional,26.943263049646248,provisional_raw_baseline_not_fitted_cmo
1994,house,27,R,5746.0,Martin,alabama_sos,ALPERSON-MARTIN,AL-1994-house-27-R-MARTIN,0,0,1994,8.452162829602486,-18.491100220043762,26.943263049646248,legislative_activity_provisional,-26.943263049646248,provisional_raw_baseline_not_fitted_cmo
1994,house,28,D,7532.0,Ford,alabama_sos,ALPERSON-FORD,AL-1994-house-28-D-FORD,0,1,1994,33.98559103442142,13.440890360439212,20.544700673982206,legislative_activity_provisional,20.544700673982206,provisional_raw_baseline_not_fitted_cmo
1994,house,28,R,3711.0,O'Barr,alabama_sos,ALPERSON-O-BARR,AL-1994-house-28-R-O-BARR,0,0,1994,33.98559103442142,13.440890360439212,20.544700673982206,legislative_activity_provisional,-20.544700673982206,provisional_raw_baseline_not_fitted_cmo
1994,house,29,D,7064.0,Page,alabama_sos,ALPERSON-PAGE,AL-1994-house-29-D-PAGE,0,1,1994,48.27875734676742,13.762558238003876,34.516199108763544,legislative_activity_provisional,34.516199108763544,provisional_raw_baseline_not_fitted_cmo
1994,house,29,R,2464.0,Estes,alabama_sos,ALPERSON-ESTES,AL-1994-house-29-R-ESTES,0,0,1994,48.27875734676742,13.762558238003876,34.516199108763544,legislative_activity_provisional,-34.516199108763544,provisional_raw_baseline_not_fitted_cmo
1994,house,30,D,7026.0,Galliher,alabama_sos,ALPERSON-GALLIHER,AL-1994-house-30-D-GALLIHER,0,1,1994,8.610295254289689,-7.248774903531041,15.85907015782073,legislative_activity_provisional,15.85907015782073,provisional_raw_baseline_not_fitted_cmo
1994,house,30,R,5912.0,Hodges,alabama_sos,ALPERSON-HODGES,AL-1994-house-30-R-HODGES,0,0,1994,8.610295254289689,-7.248774903531041,15.85907015782073,legislative_activity_provisional,-15.85907015782073,provisional_raw_baseline_not_fitted_cmo
1994,house,32,D,4541.0,Boyd,alabama_sos,ALPERSON-BOYD,AL-1994-house-32-D-BOYD,0,1,1994,33.91329991153052,49.257008393117275,-15.343708481586752,legislative_activity_provisional,-15.343708481586752,provisional_raw_baseline_not_fitted_cmo
1994,house,32,R,2241.0,Montgomery,alabama_sos,ALPERSON-MONTGOMERY,AL-1994-house-32-R-MONTGOMERY,0,0,1994,33.91329991153052,49.257008393117275,-15.343708481586752,legislative_activity_provisional,15.343708481586752,provisional_raw_baseline_not_fitted_cmo
1994,house,33,D,5981.0,Johnson,alabama_sos,ALPERSON-JOHNSON,AL-1994-house-33-D-JOHNSON,0,1,1994,24.578212872318268,-9.461517835592058,34.03973070791032,legislative_activity_provisional,34.03973070791032,provisional_raw_baseline_not_fitted_cmo
1994,house,33,R,3621.0,Hattaway,alabama_sos,ALPERSON-HATTAWAY,AL-1994-house-33-R-HATTAWAY,0,0,1994,24.578212872318268,-9.461517835592058,34.03973070791032,legislative_activity_provisional,-34.03973070791032,provisional_raw_baseline_not_fitted_cmo
1994,house,35,D,4734.0,Shaddix,alabama_sos,ALPERSON-SHADDIX,AL-1994-house-35-D-SHADDIX,0,0,1994,-3.633587786259542,-7.430768070392073,3.7971802841325313,legislative_activity_provisional,3.7971802841325313,provisional_raw_baseline_not_fitted_cmo
1994,house,35,R,5091.0,Sims,alabama_sos,ALPERSON-SIMS,AL-1994-house-35-R-SIMS,0,1,1994,-3.633587786259542,-7.430768070392073,3.7971802841325313,legislative_activity_provisional,-3.7971802841325313,provisional_raw_baseline_not_fitted_cmo
1994,house,36,D,4172.0,Campbell,alabama_sos,ALPERSON-CAMPBELL,AL-1994-house-36-D-CAMPBELL,0,0,1994,-12.564183170910615,-10.532809469925606,-2.031373700985009,legislative_activity_provisional,-2.031373700985009,provisional_raw_baseline_not_fitted_cmo
1994,house,36,R,5371.0,Rogers,alabama_sos,ALPERSON-ROGERS,AL-1994-house-36-R-ROGERS,0,1,1994,-12.564183170910615,-10.532809469925606,-2.031373700985009,legislative_activity_provisional,2.031373700985009,provisional_raw_baseline_not_fitted_cmo
1994,house,40,D,5174.0,Martin,alabama_sos,ALPERSON-MARTIN,AL-1994-house-40-D-MARTIN,0,0,1994,-25.43056856669309,-31.47547522557591,6.0449066588828195,legislative_activity_provisional,6.0449066588828195,provisional_raw_baseline_not_fitted_cmo
1994,house,40,R,8703.0,Knight,alabama_sos,ALPERSON-KNIGHT,AL-1994-house-40-R-KNIGHT,0,1,1994,-25.43056856669309,-31.47547522557591,6.0449066588828195,legislative_activity_provisional,-6.0449066588828195,provisional_raw_baseline_not_fitted_cmo
