year,chamber,district,canonical_party,canonical_votes,canonical_name,canonical_source,person_id,canonical_candidate_id,incumbent,winner,cycle,legislative_dem_margin,core_index_margin,raw_overperformance,baseline_allocation_method,candidate_margin_overperformance,score_status
1994,house,42,D,8909.0,Smith,alabama_sos,ALPERSON-SMITH,AL-1994-house-42-D-SMITH,0,1,1994,36.36920251033216,-13.500368336444247,49.869570846776405,legislative_activity_provisional,49.869570846776405,provisional_raw_baseline_not_fitted_cmo
1994,house,42,R,4157.0,Bialas,alabama_sos,ALPERSON-BIALAS,AL-1994-house-42-R-BIALAS,0,0,1994,36.36920251033216,-13.500368336444247,49.869570846776405,legislative_activity_provisional,-49.869570846776405,provisional_raw_baseline_not_fitted_cmo
1994,house,43,D,3731.0,Romei,alabama_sos,ALPERSON-ROMEI,AL-1994-house-43-D-ROMEI,0,0,1994,-46.25081034358568,-40.44313044442177,-5.807679899163908,legislative_activity_provisional,-5.807679899163908,provisional_raw_baseline_not_fitted_cmo
1994,house,43,R,10152.0,Sanderson,alabama_sos,ALPERSON-SANDERSON,AL-1994-house-43-R-SANDERSON,0,1,1994,-46.25081034358568,-40.44313044442177,-5.807679899163908,legislative_activity_provisional,5.807679899163908,provisional_raw_baseline_not_fitted_cmo
1994,house,46,D,2681.0,Jones,alabama_sos,ALPERSON-JONES,AL-1994-house-46-D-JONES,0,0,1994,-68.82014304820608,-58.322132280277074,-10.498010767929003,legislative_activity_provisional,-10.498010767929003,provisional_raw_baseline_not_fitted_cmo
1994,house,46,R,14516.0,Carns,alabama_sos,ALPERSON-CARNS,AL-1994-house-46-R-CARNS,0,1,1994,-68.82014304820608,-58.322132280277074,-10.498010767929003,legislative_activity_provisional,10.498010767929003,provisional_raw_baseline_not_fitted_cmo
1994,house,48,D,2750.0,Gulas,alabama_sos,ALPERSON-GULAS,AL-1994-house-48-D-GULAS,0,0,1994,-66.78543390301347,-58.67220329456577,-8.1132306084477,legislative_activity_provisional,-8.1132306084477,provisional_raw_baseline_not_fitted_cmo
1994,house,48,R,13809.0,Hawkins,alabama_sos,ALPERSON-HAWKINS,AL-1994-house-48-R-HAWKINS,0,1,1994,-66.78543390301347,-58.67220329456577,-8.1132306084477,legislative_activity_provisional,8.1132306084477,provisional_raw_baseline_not_fitted_cmo
1994,house,49,D,5872.0,Holladay,alabama_sos,ALPERSON-HOLLADAY,AL-1994-house-49-D-HOLLADAY,0,0,1994,-5.942655774467403,-28.003213100741284,22.06055732627388,legislative_activity_provisional,22.06055732627388,provisional_raw_baseline_not_fitted_cmo
1994,house,49,R,6614.0,Thomas,alabama_sos,ALPERSON-THOMAS,AL-1994-house-49-R-THOMAS,0,1,1994,-5.942655774467403,-28.003213100741284,22.06055732627388,legislative_activity_provisional,-22.06055732627388,provisional_raw_baseline_not_fitted_cmo
1994,house,50,D,2498.0,Smith,alabama_sos,ALPERSON-SMITH,AL-1994-house-50-D-SMITH,0,0,1994,-59.40191776369251,-50.51974361021321,-8.882174153479298,legislative_activity_provisional,-8.882174153479298,provisional_raw_baseline_not_fitted_cmo
1994,house,50,R,9808.0,Townsend,alabama_sos,ALPERSON-TOWNSEND,AL-1994-house-50-R-TOWNSEND,0,1,1994,-59.40191776369251,-50.51974361021321,-8.882174153479298,legislative_activity_provisional,8.882174153479298,provisional_raw_baseline_not_fitted_cmo
1994,house,53,D,5925.0,Newton,alabama_sos,ALPERSON-NEWTON,AL-1994-house-53-D-NEWTON,0,1,1994,32.343086888541436,55.14292193019486,-22.799835041653424,legislative_activity_provisional,-22.799835041653424,provisional_raw_baseline_not_fitted_cmo
1994,house,53,R,3029.0,Blake,alabama_sos,ALPERSON-BLAKE,AL-1994-house-53-R-BLAKE,0,0,1994,32.343086888541436,55.14292193019486,-22.799835041653424,legislative_activity_provisional,22.799835041653424,provisional_raw_baseline_not_fitted_cmo
1994,house,54,D,6237.0,Perdue,alabama_sos,ALPERSON-PERDUE,AL-1994-house-54-D-PERDUE,0,1,1994,33.19807794981313,35.41218973532892,-2.21411178551579,legislative_activity_provisional,-2.21411178551579,provisional_raw_baseline_not_fitted_cmo
1994,house,54,R,3128.0,Pearson,alabama_sos,ALPERSON-PEARSON,AL-1994-house-54-R-PEARSON,0,0,1994,33.19807794981313,35.41218973532892,-2.21411178551579,legislative_activity_provisional,2.21411178551579,provisional_raw_baseline_not_fitted_cmo
1994,house,55,D,6722.0,Minnifield,alabama_sos,ALPERSON-MINNIFIELD,AL-1994-house-55-D-MINNIFIELD,0,1,1994,49.31141714793425,45.11008427935693,4.2013328685773175,legislative_activity_provisional,4.2013328685773175,provisional_raw_baseline_not_fitted_cmo
1994,house,55,R,2282.0,Evans,alabama_sos,ALPERSON-EVANS,AL-1994-house-55-R-EVANS,0,0,1994,49.31141714793425,45.11008427935693,4.2013328685773175,legislative_activity_provisional,-4.2013328685773175,provisional_raw_baseline_not_fitted_cmo
1994,house,58,D,6055.0,Johnson,alabama_sos,ALPERSON-JOHNSON,AL-1994-house-58-D-JOHNSON,0,1,1994,76.32498543972044,51.4523535248093,24.87263191491114,legislative_activity_provisional,24.87263191491114,provisional_raw_baseline_not_fitted_cmo
1994,house,58,R,813.0,Leland,alabama_sos,ALPERSON-LELAND,AL-1994-house-58-R-LELAND,0,0,1994,76.32498543972044,51.4523535248093,24.87263191491114,legislative_activity_provisional,-24.87263191491114,provisional_raw_baseline_not_fitted_cmo
1994,house,60,D,6222.0,Hillard,alabama_sos,ALPERSON-HILLARD,AL-1994-house-60-D-HILLARD,0,1,1994,31.15514333895447,43.49299820736955,-12.337854868415082,legislative_activity_provisional,-12.337854868415082,provisional_raw_baseline_not_fitted_cmo
1994,house,60,R,3266.0,Wright,alabama_sos,ALPERSON-WRIGHT,AL-1994-house-60-R-WRIGHT,0,0,1994,31.15514333895447,43.49299820736955,-12.337854868415082,legislative_activity_provisional,12.337854868415082,provisional_raw_baseline_not_fitted_cmo
1994,house,62,D,6730.0,Allen,alabama_sos,ALPERSON-ALLEN,AL-1994-house-62-D-ALLEN,0,1,1994,15.121450564488539,-6.154108476629407,21.275559041117944,legislative_activity_provisional,21.275559041117944,provisional_raw_baseline_not_fitted_cmo
1994,house,62,R,4962.0,Copeland,alabama_sos,ALPERSON-COPELAND,AL-1994-house-62-R-COPELAND,0,0,1994,15.121450564488539,-6.154108476629407,21.275559041117944,legislative_activity_provisional,-21.275559041117944,provisional_raw_baseline_not_fitted_cmo
1994,house,64,D,7714.0,Warren,alabama_sos,ALPERSON-WARREN,AL-1994-house-64-D-WARREN,0,1,1994,28.83507306889353,-8.59245080341777,37.4275238723113,legislative_activity_provisional,37.4275238723113,provisional_raw_baseline_not_fitted_cmo
1994,house,64,R,4261.0,Bowen,alabama_sos,ALPERSON-BOWEN,AL-1994-house-64-R-BOWEN,0,0,1994,28.83507306889353,-8.59245080341777,37.4275238723113,legislative_activity_provisional,-37.4275238723113,provisional_raw_baseline_not_fitted_cmo
1994,house,65,D,8497.0,Dolbare,alabama_sos,ALPERSON-DOLBARE,AL-1994-house-65-D-DOLBARE,0,1,1994,31.227799227799228,8.987242588999218,22.240556638800008,legislative_activity_provisional,22.240556638800008,provisional_raw_baseline_not_fitted_cmo
1994,house,65,R,4453.0,Wilkins,alabama_sos,ALPERSON-WILKINS,AL-1994-house-65-R-WILKINS,0,0,1994,31.227799227799228,8.987242588999218,22.240556638800008,legislative_activity_provisional,-22.240556638800008,provisional_raw_baseline_not_fitted_cmo
1994,house,66,D,5093.0,White,alabama_sos,ALPERSON-WHITE,AL-1994-house-66-D-WHITE,0,1,1994,18.428089757005,-1.3293907524687425,19.757480509473744,legislative_activity_provisional,19.757480509473744,provisional_raw_baseline_not_fitted_cmo
1994,house,66,R,3508.0,Thomson,alabama_sos,ALPERSON-THOMSON,AL-1994-house-66-R-THOMSON,0,0,1994,18.428089757005,-1.3293907524687425,19.757480509473744,legislative_activity_provisional,-19.757480509473744,provisional_raw_baseline_not_fitted_cmo
1994,house,67,D,7507.0,Maull,alabama_sos,ALPERSON-MAULL,AL-1994-house-67-D-MAULL,0,1,1994,32.96138859369465,23.671313222420167,9.290075371274483,legislative_activity_provisional,9.290075371274483,provisional_raw_baseline_not_fitted_cmo
1994,house,67,R,3785.0,Walker,alabama_sos,ALPERSON-WALKER,AL-1994-house-67-R-WALKER,0,0,1994,32.96138859369465,23.671313222420167,9.290075371274483,legislative_activity_provisional,-9.290075371274483,provisional_raw_baseline_not_fitted_cmo
1994,house,69,D,4706.0,Thomas,alabama_sos,ALPERSON-THOMAS,AL-1994-house-69-D-THOMAS,0,1,1994,62.1919696708599,20.37879502620574,41.813174644654154,legislative_activity_provisional,41.813174644654154,provisional_raw_baseline_not_fitted_cmo
1994,house,69,R,1097.0,Brooks,alabama_sos,ALPERSON-BROOKS,AL-1994-house-69-R-BROOKS,0,0,1994,62.1919696708599,20.37879502620574,41.813174644654154,legislative_activity_provisional,-41.813174644654154,provisional_raw_baseline_not_fitted_cmo
1994,house,72,D,7631.0,Hayden,alabama_sos,ALPERSON-HAYDEN,AL-1994-house-72-D-HAYDEN,0,1,1994,50.4089878781906,32.22105173359933,18.18793614459127,legislative_activity_provisional,18.18793614459127,provisional_raw_baseline_not_fitted_cmo
1994,house,72,R,2516.0,Williams,alabama_sos,ALPERSON-WILLIAMS,AL-1994-house-72-R-WILLIAMS,0,0,1994,50.4089878781906,32.22105173359933,18.18793614459127,legislative_activity_provisional,-18.18793614459127,provisional_raw_baseline_not_fitted_cmo
1994,house,73,D,4101.0,Vaughan,alabama_sos,ALPERSON-VAUGHAN,AL-1994-house-73-D-VAUGHAN,0,0,1994,-46.580695584212584,-46.11843235588606,-0.46226322832652755,legislative_activity_provisional,-0.46226322832652755,provisional_raw_baseline_not_fitted_cmo
1994,house,73,R,11253.0,Hooper,alabama_sos,ALPERSON-HOOPER,AL-1994-house-73-R-HOOPER,0,1,1994,-46.580695584212584,-46.11843235588606,-0.46226322832652755,legislative_activity_provisional,0.46226322832652755,provisional_raw_baseline_not_fitted_cmo
1994,house,75,D,4646.0,Holley,alabama_sos,ALPERSON-HOLLEY,AL-1994-house-75-D-HOLLEY,0,0,1994,-33.29025773565942,-43.96933487445888,10.679077138799464,legislative_activity_provisional,10.679077138799464,provisional_raw_baseline_not_fitted_cmo
1994,house,75,R,9283.0,Wren,alabama_sos,ALPERSON-WREN,AL-1994-house-75-R-WREN,0,1,1994,-33.29025773565942,-43.96933487445888,10.679077138799464,legislative_activity_provisional,-10.679077138799464,provisional_raw_baseline_not_fitted_cmo
1994,house,76,D,5965.0,McClammy,alabama_sos,ALPERSON-MCCLAMMY,AL-1994-house-76-D-MCCLAMMY,0,1,1994,39.076707857309394,29.793138529762246,9.283569327547148,legislative_activity_provisional,9.283569327547148,provisional_raw_baseline_not_fitted_cmo
1994,house,76,R,2613.0,Merren,alabama_sos,ALPERSON-MERREN,AL-1994-house-76-R-MERREN,0,0,1994,39.076707857309394,29.793138529762246,9.283569327547148,legislative_activity_provisional,-9.283569327547148,provisional_raw_baseline_not_fitted_cmo
1994,house,79,D,6019.0,Turnham,alabama_sos,ALPERSON-TURNHAM,AL-1994-house-79-D-TURNHAM,0,1,1994,13.320154382001318,-34.46901746173967,47.78917184374099,legislative_activity_provisional,47.78917184374099,provisional_raw_baseline_not_fitted_cmo
1994,house,79,R,4604.0,Pierce,alabama_sos,ALPERSON-PIERCE,AL-1994-house-79-R-PIERCE,0,0,1994,13.320154382001318,-34.46901746173967,47.78917184374099,legislative_activity_provisional,-47.78917184374099,provisional_raw_baseline_not_fitted_cmo
1994,house,80,D,5101.0,Vance,alabama_sos,ALPERSON-VANCE,AL-1994-house-80-D-VANCE,0,1,1994,24.67310277404375,-3.6777744145291837,28.35087718857293,legislative_activity_provisional,28.35087718857293,provisional_raw_baseline_not_fitted_cmo
1994,house,80,R,3082.0,Mccraine,alabama_sos,ALPERSON-MCCRAINE,AL-1994-house-80-R-MCCRAINE,0,0,1994,24.67310277404375,-3.6777744145291837,28.35087718857293,legislative_activity_provisional,-28.35087718857293,provisional_raw_baseline_not_fitted_cmo
1994,house,85,D,3526.0,Baker,alabama_sos,ALPERSON-BAKER,AL-1994-house-85-D-BAKER,0,1,1994,31.346619482212702,7.750508409472525,23.59611107274018,legislative_activity_provisional,23.59611107274018,provisional_raw_baseline_not_fitted_cmo
1994,house,85,R,1843.0,Raley,alabama_sos,ALPERSON-RALEY,AL-1994-house-85-R-RALEY,0,0,1994,31.346619482212702,7.750508409472525,23.59611107274018,legislative_activity_provisional,-23.59611107274018,provisional_raw_baseline_not_fitted_cmo
1994,house,86,D,5368.0,Carothers,alabama_sos,ALPERSON-CAROTHERS,AL-1994-house-86-D-CAROTHERS,0,1,1994,14.639615589962627,-30.3516565290807,44.99127211904333,legislative_activity_provisional,44.99127211904333,provisional_raw_baseline_not_fitted_cmo
1994,house,86,R,3997.0,Shuemake,alabama_sos,ALPERSON-SHUEMAKE,AL-1994-house-86-R-SHUEMAKE,0,0,1994,14.639615589962627,-30.3516565290807,44.99127211904333,legislative_activity_provisional,-44.99127211904333,provisional_raw_baseline_not_fitted_cmo
1994,house,87,D,4277.0,Mathis,alabama_sos,ALPERSON-MATHIS,AL-1994-house-87-D-MATHIS,0,0,1994,-30.177128397681823,-29.13045869572815,-1.0466697019536717,legislative_activity_provisional,-1.0466697019536717,provisional_raw_baseline_not_fitted_cmo
1994,house,87,R,7974.0,Seibenhener,alabama_sos,ALPERSON-SEIBENHENER,AL-1994-house-87-R-SEIBENHENER,0,1,1994,-30.177128397681823,-29.13045869572815,-1.0466697019536717,legislative_activity_provisional,1.0466697019536717,provisional_raw_baseline_not_fitted_cmo
1994,house,88,D,6575.0,Gipson,alabama_sos,ALPERSON-GIPSON,AL-1994-house-88-D-GIPSON,0,1,1994,3.8294512435846824,-42.023113198668504,45.85256444225319,legislative_activity_provisional,45.85256444225319,provisional_raw_baseline_not_fitted_cmo
1994,house,88,R,6090.0,Templenton,alabama_sos,ALPERSON-TEMPLENTON,AL-1994-house-88-R-TEMPLENTON,0,0,1994,3.8294512435846824,-42.023113198668504,45.85256444225319,legislative_activity_provisional,-45.85256444225319,provisional_raw_baseline_not_fitted_cmo
1994,house,93,D,3397.0,Williams,alabama_sos,ALPERSON-WILLIAMS,AL-1994-house-93-D-WILLIAMS,0,0,1994,-29.088821626135058,-31.89699250140647,2.8081708752714114,legislative_activity_provisional,2.8081708752714114,provisional_raw_baseline_not_fitted_cmo
1994,house,93,R,6184.0,Clouse,alabama_sos,ALPERSON-CLOUSE,AL-1994-house-93-R-CLOUSE,0,1,1994,-29.088821626135058,-31.89699250140647,2.8081708752714114,legislative_activity_provisional,-2.8081708752714114,provisional_raw_baseline_not_fitted_cmo
1994,house,95,D,3908.0,Mcnair,alabama_sos,ALPERSON-MCNAIR,AL-1994-house-95-D-MCNAIR,0,0,1994,-38.500275395389096,-40.22171106539562,1.721435670006521,legislative_activity_provisional,1.721435670006521,provisional_raw_baseline_not_fitted_cmo
1994,house,95,R,8801.0,Mcmillan,alabama_sos,ALPERSON-MCMILLAN,AL-1994-house-95-R-MCMILLAN,0,1,1994,-38.500275395389096,-40.22171106539562,1.721435670006521,legislative_activity_provisional,-1.721435670006521,provisional_raw_baseline_not_fitted_cmo
1994,house,96,D,5676.0,Box,alabama_sos,ALPERSON-BOX,AL-1994-house-96-D-BOX,0,1,1994,17.82044628956928,-12.398150920209122,30.2185972097784,legislative_activity_provisional,30.2185972097784,provisional_raw_baseline_not_fitted_cmo
1994,house,96,R,3959.0,Long,alabama_sos,ALPERSON-LONG,AL-1994-house-96-R-LONG,0,0,1994,17.82044628956928,-12.398150920209122,30.2185972097784,legislative_activity_provisional,-30.2185972097784,provisional_raw_baseline_not_fitted_cmo
1994,house,97,D,4609.0,Kennedy,alabama_sos,ALPERSON-KENNEDY,AL-1994-house-97-D-KENNEDY,0,1,1994,33.03506999567037,31.274179014449402,1.7608909812209674,legislative_activity_provisional,1.7608909812209674,provisional_raw_baseline_not_fitted_cmo
1994,house,97,R,2320.0,Baumhauer,alabama_sos,ALPERSON-BAUMHAUER,AL-1994-house-97-R-BAUMHAUER,0,0,1994,33.03506999567037,31.274179014449402,1.7608909812209674,legislative_activity_provisional,-1.7608909812209674,provisional_raw_baseline_not_fitted_cmo
1994,house,103,D,4915.0,Mitchell,alabama_sos,ALPERSON-MITCHELL,AL-1994-house-103-D-MITCHELL,0,1,1994,60.04558775643113,38.91871233956114,21.126875416869993,legislative_activity_provisional,21.126875416869993,provisional_raw_baseline_not_fitted_cmo
1994,house,103,R,1227.0,Gardner,alabama_sos,ALPERSON-GARDNER,AL-1994-house-103-R-GARDNER,0,0,1994,60.04558775643113,38.91871233956114,21.126875416869993,legislative_activity_provisional,-21.126875416869993,provisional_raw_baseline_not_fitted_cmo
1994,house,104,D,4301.0,Rockhold,alabama_sos,ALPERSON-ROCKHOLD,AL-1994-house-104-D-ROCKHOLD,0,0,1994,-18.6879667265337,-31.921311745976283,13.233345019442584,legislative_activity_provisional,13.233345019442584,provisional_raw_baseline_not_fitted_cmo
