source_node_id,geo_node_id,name_score,code_exact,vote_score,shared_offices,composite_score,candidate_rank,score_margin,match_method,accepted,node_id,year,county_key,precinct_key,vtd,geography_name,geography_source
17091,1170,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17091,2010,JACKSON,SKYLINE CITY HALL,000022,Skyline City Hall,census_vtd10
17092,1175,93.33333333333333,0,0.0,0,93.33333333333333,1,36.72955974842767,review,0,17092,2010,JACKSON,PAINT ROCK SR CITIZEN CTR,000023,Paint Rock Senior Citizen Center,census_vtd10
17093,1167,95.0,0,0.0,0,95.0,1,9.5,review,0,17093,2010,JACKSON,SECTION NEW CITY HALL,000024,Section City Hall,census_vtd10
17094,1158,85.5,0,0.0,0,85.5,1,9.5,review,0,17094,2010,JACKSON,HYTOP TOWN HALL,000021,Scottsboro Armory-City Hall,census_vtd10
17095,1178,78.23529411764704,0,0.0,0,78.23529411764704,1,33.62659846547313,review,0,17095,2010,JACKSON,GARTH BAPTIST CHURCH,000031,Holly Spring Baptist Church,census_vtd10
17096,1187,65.76923076923076,0,0.0,0,65.76923076923076,1,15.475113122171933,review,0,17096,2010,JACKSON,HOLLYTREE GROCERY,000027,Hollytree-Morris's Store,census_vtd10
17097,1163,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17097,2010,JACKSON,DUTTON CITY HALL,000028,Dutton City Hall,census_vtd10
17098,1165,85.5,0,0.0,0,85.5,1,0.0,review,0,17098,2010,JACKSON,HIGDON NORTH SAND MT. SCH,000038,Rosalie School,census_vtd10
17099,1168,100.0,0,0.0,0,100.0,1,37.93103448275862,exact_name,1,17099,2010,JACKSON,MACEDONIA SCHOOL,000030,Macedonia School,census_vtd10
17100,1178,98.18181818181819,0,0.0,0,98.18181818181819,1,48.18181818181819,review,0,17100,2010,JACKSON,HOLLY SPRINGS BAPTIST CH,000031,Holly Spring Baptist Church,census_vtd10
17101,1188,74.14634146341463,0,0.0,0,74.14634146341463,1,3.178599527930757,review,0,17101,2010,JACKSON,PLEASANT GROVES COMM. CTR,000033,Hambrick Community Center,census_vtd10
17102,1158,85.5,0,0.0,0,85.5,1,6.879310344827587,review,0,17102,2010,JACKSON,LIMROCK FIRE HALL,000021,Scottsboro Armory-City Hall,census_vtd10
17103,1188,95.0,0,0.0,0,95.0,1,9.5,review,0,17103,2010,JACKSON,HAMBRICK COMMUNITY,000033,Hambrick Community Center,census_vtd10
17104,1179,100.0,0,0.0,0,100.0,1,16.666666666666657,exact_name,1,17104,2010,JACKSON,PRINCETON FIRE HALL,000034,Princeton Fire Hall,census_vtd10
17105,1161,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17105,2010,JACKSON,CROW FIRE HALL,000035,Crow Fire Hall,census_vtd10
17106,1171,53.2,0,0.0,0,53.2,1,5.0518518518518505,review,0,17106,2010,JACKSON,ASPEL JACKSON WATERWORKS,000036,Aspel Water Board Bldg.,census_vtd10
17107,1173,55.416666666666664,0,0.0,0,55.416666666666664,1,13.194444444444443,review,0,17107,2010,JACKSON,LETCHER CHURCH OF GOD,000037,Letcher Fire Hall,census_vtd10
17108,1165,85.5,0,0.0,0,85.5,1,7.068627450980387,review,0,17108,2010,JACKSON,ROSALIE COMMUNITY CTR.,000038,Rosalie School,census_vtd10
17109,1153,84.61538461538461,0,0.0,0,84.61538461538461,1,27.615384615384613,review,0,17109,2010,JACKSON,DEANS CHAPEL COMMUNITY,000039,Dean's Chapel Community Center,census_vtd10
17112,1803,95.0,0,0.0,0,95.0,1,9.5,review,0,17112,2010,JEFFERSON,1501 MT. OLIVE ELEM,001501,Mount Olive Elementary School,census_vtd10
17113,1801,91.30434782608697,0,0.0,0,91.30434782608697,1,5.804347826086968,review,0,17113,2010,JEFFERSON,1502 BAGLEY JR HIGH SCH.,001502,Bagley Junior High School,census_vtd10
17114,1766,85.5,0,0.0,0,85.5,1,0.0,review,0,17114,2010,JEFFERSON,1503 MASONIC LODGE W.J.,001503,Masonic Lodge West Jefferson,census_vtd10
17115,1866,93.61702127659575,0,0.0,0,93.61702127659575,1,8.11702127659575,review,0,17115,2010,JEFFERSON,1504 ALLIANCE COMM.CNT,001504,Alliance Community Center,census_vtd10
17116,1864,95.0,0,0.0,0,95.0,1,9.5,review,0,17116,2010,JEFFERSON,1505 SYLVAN SPRINGS COMM,001505,Sylvan Springs Community Center,census_vtd10
17117,1761,85.5,0,0.0,0,85.5,1,0.0,review,0,17117,2010,JEFFERSON,1506 PLEASANT GROVE BAPT,001511,Pleasant Hill United Methodist Church,census_vtd10
17118,1865,87.6923076923077,0,0.0,0,87.6923076923077,1,36.26373626373627,review,0,17118,2010,JEFFERSON,1507 CONCORD HIGHLANDS BA,001507,Concord Highland Baptist Church,census_vtd10
17119,1855,95.0,0,0.0,0,95.0,1,9.5,review,0,17119,2010,JEFFERSON,1508 VALLEY CREEK BAPT.,001509,Valley Creek Baptist Church,census_vtd10
17120,1828,85.5,0,0.0,0,85.5,1,0.0,review,0,17120,2010,JEFFERSON,1510 OAK GROVE F.B.C.,005208,Shady Grove Baptist Church-Sand Ridge,census_vtd10
17121,1761,85.5,0,0.0,0,85.5,1,0.0,review,0,17121,2010,JEFFERSON,1511 PLEAS HILL U.M.C.,001511,Pleasant Hill United Methodist Church,census_vtd10
17122,1802,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17122,2010,JEFFERSON,3401 CORNER SCHOOL,003401,Corner School,census_vtd10
17123,1985,85.5,0,0.0,0,85.5,1,0.0,review,0,17123,2010,JEFFERSON,4301 ST PETER CAT CHR,004301,Saint Peter the Apostle Catholic Church,census_vtd10
17124,1848,85.71428571428572,0,0.0,0,85.71428571428572,1,0.2142857142857224,review,0,17124,2010,JEFFERSON,4401 TRUSS CITY HALL,004401,Trussville City Hall,census_vtd10
17125,1828,85.5,0,0.0,0,85.5,1,0.0,review,0,17125,2010,JEFFERSON,4402 TRUSS 1ST BAPT,005208,Shady Grove Baptist Church-Sand Ridge,census_vtd10
17126,1929,94.33962264150944,0,0.0,0,94.33962264150944,1,4.143544210136881,review,0,17126,2010,JEFFERSON,4403 MT VIEW BAPT CH,004403,Mountain View Baptist Church,census_vtd10
17127,1789,93.33333333333333,0,0.0,0,93.33333333333333,1,7.833333333333329,review,0,17127,2010,JEFFERSON,4404 CLVIEW BAPTIST CH,004404,Clearview Baptist Church,census_vtd10
17128,1768,85.5,0,0.0,0,85.5,1,0.0,review,0,17128,2010,JEFFERSON,4405 CENTER POINT CTHS,005901,Jefferson County Rehabilitation Center,census_vtd10
17129,1764,85.5,0,0.0,0,85.5,1,0.0,review,0,17129,2010,JEFFERSON,4406 HILLDLE BAPTIST,004601,Hunter Street Baptist Church,census_vtd10
17130,1835,60.8,0,0.0,0,60.8,1,0.0,review,0,17130,2010,JEFFERSON,4501 5416 MCELWAIN BAP,004501,Mcelwain Baptist Church,census_vtd10
17131,1802,85.5,0,0.0,0,85.5,1,0.0,review,0,17131,2010,JEFFERSON,4502 CHEROKEE BEND SCH,003401,Corner School,census_vtd10
17132,1838,85.5,0,0.0,0,85.5,1,18.83333333333333,review,0,17132,2010,JEFFERSON,4503 IRONDALE SR BLD,004503,Irondale Senior Citizens Building,census_vtd10
17133,1773,90.0,0,0.0,0,90.0,1,0.0,review,0,17133,2010,JEFFERSON,4504 FIRE STATION #31,005807,Birmingham Fire Station #29,census_vtd10
17134,1813,90.0,0,0.0,0,90.0,1,4.5,review,0,17134,2010,JEFFERSON,4505 HUFFMAN MIDDLE,004505,Huffman Middle School,census_vtd10
17135,1795,86.85714285714286,0,0.0,0,86.85714285714286,1,1.3571428571428612,review,0,17135,2010,JEFFERSON,4506 BREWSTER RD BAPT,004506,Brewster Road Baptist Church,census_vtd10
17136,1763,85.5,0,0.0,0,85.5,1,0.0,review,0,17136,2010,JEFFERSON,4507 1ST UMC OF CENTER,004602,Prince of Peace Catholic Church,census_vtd10
17137,1849,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17137,2010,JEFFERSON,4508 LEEDS CIVIC CENTER,004508,Leeds Civic Center,census_vtd10
17138,1862,85.5,0,0.0,0,85.5,1,0.0,review,0,17138,2010,JEFFERSON,4509 LEEDS FIRST U.M.C.,001506,Pleasant Grove First Baptist Church,census_vtd10
17139,1761,85.5,0,0.0,0,85.5,1,0.0,review,0,17139,2010,JEFFERSON,4510 SULPHER SPRING CH.,001511,Pleasant Hill United Methodist Church,census_vtd10
17140,1764,90.0,0,0.0,0,90.0,1,4.5,review,0,17140,2010,JEFFERSON,4601 HUNTER STREET BAP,004601,Hunter Street Baptist Church,census_vtd10
17141,1763,85.5,0,0.0,0,85.5,1,31.84146341463414,review,0,17141,2010,JEFFERSON,4602 PRNCE O PEACE CHR,004602,Prince of Peace Catholic Church,census_vtd10
17142,1989,90.0,0,0.0,0,90.0,1,4.5,review,0,17142,2010,JEFFERSON,4603 SHADES CREST BAP,004603,Shades Crest Baptist Church,census_vtd10
17143,1771,85.5,0,0.0,0,85.5,1,0.0,review,0,17143,2010,JEFFERSON,4604 BLUFF PARK METH.,005513,Central Park Elementary School,census_vtd10
17144,1839,95.0,0,0.0,0,95.0,1,9.5,review,0,17144,2010,JEFFERSON,4605 EDGEWOOD ELEMENTARY,004605,Edgewood Elementary School,census_vtd10
17145,1990,85.5,0,0.0,0,85.5,1,0.0,review,0,17145,2010,JEFFERSON,4606 HOMEWOOD PUB LIB,005212,Homewood Satellite Courthouse,census_vtd10
17146,1802,85.5,0,0.0,0,85.5,1,0.0,review,0,17146,2010,JEFFERSON,4607 MT BROOK GRAM SCH,003401,Corner School,census_vtd10
17147,1843,88.46153846153845,0,0.0,0,88.46153846153845,1,2.961538461538453,review,0,17147,2010,JEFFERSON,4608 ST. LUKES EPIS CH.,004608,Saint. Luke's Episcopal Church,census_vtd10
17148,1836,88.37209302325581,0,0.0,0,88.37209302325581,1,2.8720930232558146,review,0,17148,2010,JEFFERSON,4609 MT BRK CITY HALL,004609,Mountain Brook City Hall,census_vtd10
17149,1816,86.7391304347826,0,0.0,0,86.7391304347826,1,1.239130434782595,review,0,17149,2010,JEFFERSON,4701 HOOVER PRK & REC,004701,Hoover Park and Recreation Center,census_vtd10
17150,1817,85.5,0,0.0,0,85.5,1,30.95454545454546,review,0,17150,2010,JEFFERSON,4702 OAKMONT PRES CHR,004702,Oakmont Presbyterian Church,census_vtd10
17151,1985,85.5,0,0.0,0,85.5,1,0.0,review,0,17151,2010,JEFFERSON,4703 ST PETER CAT CHR,004301,Saint Peter the Apostle Catholic Church,census_vtd10
17152,1830,85.5,0,0.0,0,85.5,1,0.0,review,0,17152,2010,JEFFERSON,4704 ST MARK UMC,004704,Saint Mark United Methodist Church,census_vtd10
17153,1858,85.5,0,0.0,0,85.5,1,0.0,review,0,17153,2010,JEFFERSON,4705 VEST. HILLS C. C.,004708,Vestavia Hills United Methodist Church,census_vtd10
17154,1961,85.5,0,0.0,0,85.5,1,0.0,review,0,17154,2010,JEFFERSON,4706 MT.TOP COM CHR,005706,Mt. Pilgrim Baptist Church,census_vtd10
17155,1859,85.5,0,0.0,0,85.5,1,0.0,review,0,17155,2010,JEFFERSON,4707 TOWN VILL. VEST.,004707,Town Village-Vestavia Hills,census_vtd10
17156,1858,85.5,0,0.0,0,85.5,1,0.0,review,0,17156,2010,JEFFERSON,4708 VEST HILLS UMC,004708,Vestavia Hills United Methodist Church,census_vtd10
17157,1984,85.5,0,0.0,0,85.5,1,0.0,review,0,17157,2010,JEFFERSON,4801 HOOVER PUB. LIB,004801,Hoover Public Library,census_vtd10
17158,1955,85.5,0,0.0,0,85.5,1,0.0,review,0,17158,2010,JEFFERSON,4802 MTN CHAPEL UMC,005713,Bryant Chapel AME Church,census_vtd10
17159,1845,90.56603773584906,0,0.0,0,90.56603773584906,1,5.066037735849065,review,0,17159,2010,JEFFERSON,4803 ST. THOMAS EPIS CH,004803,St. Thomas Episcopal Church,census_vtd10
17160,1773,90.0,0,0.0,0,90.0,1,0.0,review,0,17160,2010,JEFFERSON,4804 FIRE STATION #2,005807,Birmingham Fire Station #29,census_vtd10
17161,1753,90.0,0,0.0,0,90.0,1,4.5,review,0,17161,2010,JEFFERSON,4805 NEW MERKLE,004805,New Merkle-Cahaba Heights Center,census_vtd10
17162,1844,82.92682926829268,0,0.0,0,82.92682926829268,1,23.96131202691336,review,0,17162,2010,JEFFERSON,4806 BROOKWOOD BAP CHR,004806,Brookwood Baptist Church,census_vtd10
17163,1846,90.0,0,0.0,0,90.0,1,4.5,review,0,17163,2010,JEFFERSON,4807 LIBERTY PARK BAP,004807,Liberty Park Baptist Church,census_vtd10
17164,1824,85.5,0,0.0,0,85.5,1,31.5,review,0,17164,2010,JEFFERSON,4808 KOREAN UMC,004808,Birmingham Korean United Methodist Church,census_vtd10
17165,1807,95.0,0,0.0,0,95.0,1,9.5,review,0,17165,2010,JEFFERSON,5101 GARDENDALE CIVIC,005101,Gardendale Civic Center,census_vtd10
17166,1806,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17166,2010,JEFFERSON,5102 MORRIS TOWN HALL,005102,Morris Town Hall,census_vtd10
17167,1810,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17167,2010,JEFFERSON,5103 KIMBERLY TOWN HALL,005103,Kimberly Town Hall,census_vtd10
17168,1809,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17168,2010,JEFFERSON,5104 WARRIOR CITY HALL,005104,Warrior City Hall,census_vtd10
17169,1812,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17169,2010,JEFFERSON,5105 TRAFFORD TOWN HALL,005105,Trafford Town Hall,census_vtd10
17170,1802,85.5,0,0.0,0,85.5,1,0.0,review,0,17170,2010,JEFFERSON,5106 KERMITJOHNSON SCHOOL,003401,Corner School,census_vtd10
17171,1965,85.5,0,0.0,0,85.5,1,0.0,review,0,17171,2010,JEFFERSON,5107 PALMERDALE U.M.C.,005510,C.J. Donald Elementary School,census_vtd10
17172,1788,85.5,0,0.0,0,85.5,1,22.5,review,0,17172,2010,JEFFERSON,5108 PINSON UMC,005108,Pinson United Methodist Church,census_vtd10
17173,1794,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17173,2010,JEFFERSON,5109 CLAY COMM CENTER,005109,Clay Community Center,census_vtd10
17174,1944,94.73684210526316,0,0.0,0,94.73684210526316,1,12.593984962406026,review,0,17174,2010,JEFFERSON,5201 CENTRAL PARK REC CNT,005201,Central Park Recreation Center,census_vtd10
17175,1775,100.0,0,0.0,0,100.0,1,9.090909090909093,exact_name,1,17175,2010,JEFFERSON,5202 LEE ELEM SCHOOL,005202,Lee Elementary School,census_vtd10
17176,1778,90.0,0,0.0,0,90.0,1,4.5,review,0,17176,2010,JEFFERSON,5203 WIGGINS LIBRARY,005203,Wiggins Library and Recreation Center,census_vtd10
17177,1772,95.0,0,0.0,0,95.0,1,9.5,review,0,17177,2010,JEFFERSON,5204 HARRISON PARK REC,005204,Harrison Park Recreation Center,census_vtd10
17178,1943,95.0,0,0.0,0,95.0,1,9.5,review,0,17178,2010,JEFFERSON,5205 HEMPHILL SCHOOL REC,005205,Hemphill School Recreation Building,census_vtd10
17179,1781,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17179,2010,JEFFERSON,5206 JACKSON ELEM SCH,005206,Jackson Elementary School,census_vtd10
17180,1777,95.0,0,0.0,0,95.0,1,9.5,review,0,17180,2010,JEFFERSON,5207 HENRY CRUMPTON REC,005207,Henry Crumpton Recreation Center,census_vtd10
17181,1828,90.0,0,0.0,0,90.0,1,4.5,review,0,17181,2010,JEFFERSON,5208 SHADY GROVE BAPTIST,005208,Shady Grove Baptist Church-Sand Ridge,census_vtd10
17182,1761,85.5,0,0.0,0,85.5,1,0.0,review,0,17182,2010,JEFFERSON,5209 MACEDONIA CHURCH,001511,Pleasant Hill United Methodist Church,census_vtd10
17183,1823,90.0,0,0.0,0,90.0,1,40.909090909090914,review,0,17183,2010,JEFFERSON,5210 ROSS BRIDGE WELCOME,005210,Ross Bridge Welcome Center Town Hall,census_vtd10
17184,1829,85.5,0,0.0,0,85.5,1,0.0,review,0,17184,2010,JEFFERSON,5211 E. S. & S.,005211,Election Systems and Software,census_vtd10
17185,1990,85.5,0,0.0,0,85.5,1,0.0,review,0,17185,2010,JEFFERSON,5212 HOMEWOOD COURTHOUSE,005212,Homewood Satellite Courthouse,census_vtd10
17186,1834,90.0,0,0.0,0,90.0,1,4.5,review,0,17186,2010,JEFFERSON,5213 HOMEWOOD EXCEPT,005213,Homewood Exceptional Foundation,census_vtd10
17187,1802,85.5,0,0.0,0,85.5,1,0.0,review,0,17187,2010,JEFFERSON,5214 SHADES CAHABA SCH,003401,Corner School,census_vtd10
17188,1840,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17188,2010,JEFFERSON,5215 AFTON LEE COMM CNTR,005215,Afton Lee Community Center,census_vtd10
17189,1827,80.85106382978724,0,0.0,0,80.85106382978724,1,34.39945092656143,review,0,17189,2010,JEFFERSON,5216 BHM BOTANIC GARDENS,005216,Birmingham Botanical Gardens,census_vtd10
17190,1986,100.0,0,0.0,0,100.0,1,52.5,exact_name,1,17190,2010,JEFFERSON,5301 LEGION FIELD LOBBY,005301,Legion Field Lobby,census_vtd10
17191,1988,100.0,0,0.0,0,100.0,1,11.627906976744185,exact_name,1,17191,2010,JEFFERSON,5303 HILL ELEM SCHOOL,005303,Hill Elementary School,census_vtd10
17192,1941,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17192,2010,JEFFERSON,5304 MEMORIAL REC CENTER,005304,Memorial Recreation Center,census_vtd10
17193,1767,85.5,0,0.0,0,85.5,1,0.0,review,0,17193,2010,JEFFERSON,5305 CENTER STR SCHOOL,005806,Martha Gaskins Middle School,census_vtd10
17194,1934,100.0,0,0.0,0,100.0,1,11.111111111111114,exact_name,1,17194,2010,JEFFERSON,5306 GLEN IRIS ELEM SCH,005306,Glen Iris Elementary School,census_vtd10
17195,1833,85.5,0,0.0,0,85.5,1,27.264705882352942,review,0,17195,2010,JEFFERSON,5307 GREEN SPR BAP CHR,005307,Green Springs Baptist Church,census_vtd10
17196,1850,70.43478260869566,0,0.0,0,70.43478260869566,1,21.34387351778657,review,0,17196,2010,JEFFERSON,5308 RAMSAY ALT HS,005308,Ramsey Alternative High School,census_vtd10
17197,1770,85.5,0,0.0,0,85.5,1,0.0,review,0,17197,2010,JEFFERSON,5309 SOUTHSIDE LIBRARY,005514,Five Points West Public Library,census_vtd10
17198,1761,85.5,0,0.0,0,85.5,1,0.0,review,0,17198,2010,JEFFERSON,5310 BAPTIST CH COVENANT,001511,Pleasant Hill United Methodist Church,census_vtd10
17199,1980,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17199,2010,JEFFERSON,5401 WILKERSON MIDDLE SCH,005401,Wilkerson Middle School,census_vtd10
17200,1971,100.0,0,0.0,0,100.0,1,9.090909090909093,exact_name,1,17200,2010,JEFFERSON,5403 LEWIS ELEM SCHOOL,005403,Lewis Elementary School,census_vtd10
17201,1972,100.0,0,0.0,0,100.0,1,12.72727272727272,exact_name,1,17201,2010,JEFFERSON,5404 MT ZION COMM CHURCH.,005404,Mt. Zion Community Church,census_vtd10
17202,1990,85.5,0,0.0,0,85.5,1,0.0,review,0,17202,2010,JEFFERSON,5406 COURTHOUSE LOBBY,005212,Homewood Satellite Courthouse,census_vtd10
17203,1992,90.0,0,0.0,0,90.0,1,36.0,review,0,17203,2010,JEFFERSON,5407 SOUTHTOWN HOUSING,005407,Southtown Housing Community Center,census_vtd10
17204,1978,85.5,0,0.0,0,85.5,1,26.871428571428574,review,0,17204,2010,JEFFERSON,5408 MORTON SIMPSON CNT,005408,Morton Simpson Community Center,census_vtd10
17205,1991,95.0,0,0.0,0,95.0,1,9.5,review,0,17205,2010,JEFFERSON,5409 AVONDALE LIBRARY,005409,Avondale Public Library,census_vtd10
17206,1832,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17206,2010,JEFFERSON,5410 AVONDALE ELEM SCH,005410,Avondale Elementary School,census_vtd10
17207,1979,94.54545454545455,0,0.0,0,94.54545454545455,1,28.909090909090907,review,0,17207,2010,JEFFERSON,5411 WILLOW WOOD REC CEN,005411,Willow Wood Recreation Center,census_vtd10
17208,1991,89.41176470588236,0,0.0,0,89.41176470588236,1,3.911764705882362,review,0,17208,2010,JEFFERSON,5412 N AVONDALE LIBRARY,005409,Avondale Public Library,census_vtd10
17209,1773,90.0,0,0.0,0,90.0,1,0.0,review,0,17209,2010,JEFFERSON,5413 FIRE STATION #12,005807,Birmingham Fire Station #29,census_vtd10
17210,1826,85.5,0,0.0,0,85.5,1,22.085365853658537,review,0,17210,2010,JEFFERSON,5414 CRESTWOOD COM CEN,005414,Crestwood Community Educational Center,census_vtd10
17211,1852,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17211,2010,JEFFERSON,5415 IRONDALE CITY HALL,005415,Irondale City Hall,census_vtd10
17212,1792,95.45454545454545,0,0.0,0,95.45454545454545,1,9.954545454545453,review,0,17212,2010,JEFFERSON,5501 MAYTOWN BABTIST CHUR,005501,Maytown Baptist Church,census_vtd10
17213,1859,85.5,0,0.0,0,85.5,1,0.0,review,0,17213,2010,JEFFERSON,5502 SYLVAN SPG TOWN,004707,Town Village-Vestavia Hills,census_vtd10
17214,1786,85.5,0,0.0,0,85.5,1,34.07142857142858,review,0,17214,2010,JEFFERSON,5503 BOOKER HTS DEV CORP,005503,Booker Heights Development Corporation,census_vtd10
17215,1791,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17215,2010,JEFFERSON,5504 MULGA TOWN HALL,005504,Mulga Town Hall,census_vtd10
17216,1797,95.0,0,0.0,0,95.0,1,9.5,review,0,17216,2010,JEFFERSON,5505 ADAMSVILLE BAPTIST,005505,Adamsville Baptist Church,census_vtd10
17217,1790,90.0,0,0.0,0,90.0,1,4.5,review,0,17217,2010,JEFFERSON,5506 ADAMSVILLE SEN,005506,Adamsville Senior Citizens Building,census_vtd10
17218,1773,85.5,0,0.0,0,85.5,1,0.0,review,0,17218,2010,JEFFERSON,"5507 FIRE STA, MINOR",005807,Birmingham Fire Station #29,census_vtd10
17219,1773,90.0,0,0.0,0,90.0,1,0.0,review,0,17219,2010,JEFFERSON,5508 FIRE STATION #17,005807,Birmingham Fire Station #29,census_vtd10
17220,1966,94.54545454545455,0,0.0,0,94.54545454545455,1,9.045454545454547,review,0,17220,2010,JEFFERSON,5509 ENSLEY PARK REC CEN,005509,Ensley Park Recreation Center,census_vtd10
17221,1767,85.5,0,0.0,0,85.5,1,0.0,review,0,17221,2010,JEFFERSON,5510 C. J. DONALD SCHOOL,005806,Martha Gaskins Middle School,census_vtd10
17222,1773,90.0,0,0.0,0,90.0,1,0.0,review,0,17222,2010,JEFFERSON,5511 FIRE STATION #1,005807,Birmingham Fire Station #29,census_vtd10
17223,1962,85.5,0,0.0,0,85.5,1,32.88461538461539,review,0,17223,2010,JEFFERSON,5512 CHARLES BROWN,005512,Charles A. Brown Elementary School,census_vtd10
17224,1803,85.5,0,0.0,0,85.5,1,0.0,review,0,17224,2010,JEFFERSON,5513 CENTRAL PARK SCHOOL,001501,Mount Olive Elementary School,census_vtd10
17225,1798,85.5,0,0.0,0,85.5,1,0.0,review,0,17225,2010,JEFFERSON,5514 FIVE POINTS WEST LIB,006001,Maurice L West Community Center,census_vtd10
17226,1824,63.0,0,0.0,0,63.0,1,9.0,review,0,17226,2010,JEFFERSON,5601 MORGAN UMC,004808,Birmingham Korean United Methodist Church,census_vtd10
17227,1761,85.5,0,0.0,0,85.5,1,0.0,review,0,17227,2010,JEFFERSON,5602 PARKWOOD CHURCH,001511,Pleasant Hill United Methodist Church,census_vtd10
17228,1760,85.5,0,0.0,0,85.5,1,0.0,review,0,17228,2010,JEFFERSON,5603 MUSCODA COM CEN,005603,Muscoda Community Center,census_vtd10
17229,1751,95.0,0,0.0,0,95.0,1,9.5,review,0,17229,2010,JEFFERSON,5604 JONESBORO ELEM,005604,Jonesboro Elementary School,census_vtd10
17230,1750,85.5,0,0.0,0,85.5,1,0.0,review,0,17230,2010,JEFFERSON,5605 FIRE DEP ADMIN BLD,004804,Mountain Brook Fire Station #2,census_vtd10
17231,1959,90.0,0,0.0,0,90.0,1,28.928571428571423,review,0,17231,2010,JEFFERSON,5606 THOMPSON MANOR,005606,Thompson Manor Community Center,census_vtd10
17232,1756,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17232,2010,JEFFERSON,5607 BESSEMER CITY HALL,005607,Bessemer City Hall,census_vtd10
17233,1932,90.0,0,0.0,0,90.0,1,4.5,review,0,17233,2010,JEFFERSON,5608 SOUTHSIDE HOMES,005608,Southside Homes Community Center,census_vtd10
17234,1854,90.0,0,0.0,0,90.0,1,42.35294117647059,review,0,17234,2010,JEFFERSON,5609 DUNBAR-ABRAMS COM,005609,Dunbar-Abrams Community Center,census_vtd10
17235,1773,90.0,0,0.0,0,90.0,1,0.0,review,0,17235,2010,JEFFERSON,5610 FIRE STATION #5,005807,Birmingham Fire Station #29,census_vtd10
17236,1759,90.0,0,0.0,0,90.0,1,4.5,review,0,17236,2010,JEFFERSON,5611 LAWSON STATE,005611,Lawson State Community College,census_vtd10
17237,1757,95.23809523809523,0,0.0,0,95.23809523809523,1,9.738095238095227,review,0,17237,2010,JEFFERSON,5612 JOHNS COMM CENT,005612,Johns Community Center,census_vtd10
17238,1761,85.5,0,0.0,0,85.5,1,0.0,review,0,17238,2010,JEFFERSON,5613 NEW BEGINNING CHURCH,001511,Pleasant Hill United Methodist Church,census_vtd10
17239,1956,85.5,0,0.0,0,85.5,1,0.0,review,0,17239,2010,JEFFERSON,5615 NEW BETH BAP CHR,005615,New Bethel Baptist Church,census_vtd10
17240,1761,85.5,0,0.0,0,85.5,1,0.0,review,0,17240,2010,JEFFERSON,5701 PLEASANT RIDGE BAPT,001511,Pleasant Hill United Methodist Church,census_vtd10
17241,1861,95.0,0,0.0,0,95.0,1,9.5,review,0,17241,2010,JEFFERSON,5703 BROOKLANE COMM,005703,Brooklane Community Center,census_vtd10
17242,1764,85.5,0,0.0,0,85.5,1,0.0,review,0,17242,2010,JEFFERSON,5704 NEW BETHEM BAPT,004601,Hunter Street Baptist Church,census_vtd10
17243,1964,100.0,0,0.0,0,100.0,1,14.5,exact_name,1,17243,2010,JEFFERSON,5705 FAIRFIELD CITY HALL,005705,Fairfield City Hall,census_vtd10
17244,1961,95.0,0,0.0,0,95.0,1,9.5,review,0,17244,2010,JEFFERSON,5706 MOUNT PILGRIM BAPT,005706,Mt. Pilgrim Baptist Church,census_vtd10
17245,1853,95.0,0,0.0,0,95.0,1,9.5,review,0,17245,2010,JEFFERSON,5707 GLEN OAKS ELEMENTARY,005707,Glen Oaks Elementary School,census_vtd10
17246,1830,85.5,0,0.0,0,85.5,1,0.0,review,0,17246,2010,JEFFERSON,5708 SAINT MARYS CATH,004704,Saint Mark United Methodist Church,census_vtd10
17247,1954,93.61702127659575,0,0.0,0,93.61702127659575,1,8.11702127659575,review,0,17247,2010,JEFFERSON,5709 MIDFIELD COMM CEN,005709,Midfield Community Center,census_vtd10
17248,1952,90.0,0,0.0,0,90.0,1,4.5,review,0,17248,2010,JEFFERSON,5711 BRIGHTON SENIOR CIT,005711,Brighton Senior Citizens Building,census_vtd10
17249,1764,85.5,0,0.0,0,85.5,1,0.0,review,0,17249,2010,JEFFERSON,5712 1ST BAPT. RSVT.,004601,Hunter Street Baptist Church,census_vtd10
17250,1955,95.0,0,0.0,0,95.0,1,9.5,review,0,17250,2010,JEFFERSON,5713 BRYANT CHAPEL CHURCH,005713,Bryant Chapel AME Church,census_vtd10
