office,district,D,R,two_party_votes,office_margin,cycle,chamber,scenario
Lieutenant Governor,105.0,3402.3078323865884,6459.956949654831,9862.26478204142,-31.003518814826734,2014,house,conflict_county_fallback
Secretary of State,1.0,3763.4910165411316,5913.613683100616,9677.104699641748,-22.218656646745625,2014,house,conflict_county_fallback
Secretary of State,2.0,3373.4026771063186,9010.062892591888,12383.465569698206,-45.517631423615605,2014,house,conflict_county_fallback
Secretary of State,3.0,5332.627553794691,6942.300395535682,12274.927949330373,-13.113501345063309,2014,house,conflict_county_fallback
Secretary of State,4.0,2806.499186451133,8866.449329925365,11672.948516376498,-51.91447674914746,2014,house,conflict_county_fallback
Secretary of State,5.0,2962.3186485110064,8612.942824539383,11575.261473050388,-48.816384745901445,2014,house,conflict_county_fallback
Secretary of State,6.0,3841.510291961832,8650.661611158708,12492.17190312054,-38.49731941325233,2014,house,conflict_county_fallback
Secretary of State,7.0,3262.8420432371654,6799.145993003564,10061.98803624073,-35.14518141971079,2014,house,conflict_county_fallback
Secretary of State,8.0,2414.607933718303,6047.275931040254,8461.883864758558,-42.92977846754698,2014,house,conflict_county_fallback
Secretary of State,9.0,2493.352231893375,10419.782794271758,12913.135026165133,-61.38269712442035,2014,house,conflict_county_fallback
Secretary of State,10.0,3234.348433949759,7393.296386927416,10627.644820877176,-39.13329832784522,2014,house,conflict_county_fallback
Secretary of State,11.0,1704.0836997092715,9511.81226139158,11215.895961100852,-69.61306157583127,2014,house,conflict_county_fallback
Secretary of State,12.0,1651.738796143551,8363.111496741882,10014.850292885432,-67.01420894295447,2014,house,conflict_county_fallback
Secretary of State,13.0,2741.891762869012,8593.334729554772,11335.226492423784,-51.62175604163477,2014,house,conflict_county_fallback
Secretary of State,14.0,3090.485223415764,9369.133322806574,12459.618546222338,-50.391976897996194,2014,house,conflict_county_fallback
Secretary of State,15.0,8770.859797462157,14028.469510283241,22799.3293077454,-23.060370074285327,2014,house,conflict_county_fallback
Secretary of State,16.0,4811.7834392413215,9628.388264918378,14440.1717041597,-33.35559247047986,2014,house,conflict_county_fallback
Secretary of State,17.0,2342.261638056226,8258.453552928153,10600.715190984378,-55.8093657671653,2014,house,conflict_county_fallback
Secretary of State,18.0,4217.278555529342,7746.891333860481,11964.169889389823,-29.501526733261308,2014,house,conflict_county_fallback
Secretary of State,19.0,6106.896774226631,4971.077488106984,11077.974262333615,10.252951119245363,2014,house,conflict_county_fallback
Secretary of State,20.0,2709.310964327864,7542.108757153048,10251.419721480912,-47.14271704921513,2014,house,conflict_county_fallback
Secretary of State,21.0,3814.5828800457275,9342.306801286264,13156.889681331992,-42.01391100119732,2014,house,conflict_county_fallback
Secretary of State,22.0,3527.3941293829585,10572.994214182187,14100.388343565144,-49.967418720169924,2014,house,conflict_county_fallback
Secretary of State,23.0,2654.768803890435,6378.113016816381,9032.881820706816,-41.219892907163015,2014,house,conflict_county_fallback
Secretary of State,24.0,2461.227186432097,7301.57600303759,9762.803189469687,-49.579498046487,2014,house,conflict_county_fallback
Secretary of State,25.0,3725.717774756578,8650.071098955603,12375.788873712181,-39.79021761318993,2014,house,conflict_county_fallback
Secretary of State,26.0,1869.4051169516426,7876.260746147016,9745.665863098659,-61.636174619324365,2014,house,conflict_county_fallback
Secretary of State,27.0,1642.2527847325587,7470.993135792755,9113.245920525314,-63.95899333663773,2014,house,conflict_county_fallback
Secretary of State,28.0,4940.719205852693,6871.243836536932,11811.963042389625,-16.34380859266287,2014,house,conflict_county_fallback
Secretary of State,29.0,3466.901400914045,9362.431641692536,12829.33304260658,-45.953520897768165,2014,house,conflict_county_fallback
Secretary of State,30.0,2160.3971170387563,8229.76106495312,10390.158181991876,-58.414548090651095,2014,house,conflict_county_fallback
Secretary of State,31.0,2258.4821628157506,9479.61827876603,11738.10044158178,-61.51877939610803,2014,house,conflict_county_fallback
Secretary of State,32.0,7255.789406473146,13199.898173698097,20455.687580171245,-29.058464761589743,2014,house,conflict_county_fallback
Secretary of State,33.0,4890.743417278675,7932.783301425456,12823.526718704132,-23.722334353697907,2014,house,conflict_county_fallback
Secretary of State,34.0,1272.51371360342,8854.133758198823,10126.647471802244,-74.86801595203647,2014,house,conflict_county_fallback
Secretary of State,35.0,4791.936627435866,10713.790280101783,15505.72690753765,-38.19139655933952,2014,house,conflict_county_fallback
Secretary of State,36.0,5319.401583262776,13495.248277038245,18814.64986030102,-43.45468427252816,2014,house,conflict_county_fallback
Secretary of State,37.0,4322.769912471061,8174.26901821491,12497.03893068597,-30.819293491089716,2014,house,conflict_county_fallback
Secretary of State,38.0,2732.984217209626,4394.751697482779,7127.735914692405,-23.314100019443067,2014,house,conflict_county_fallback
Secretary of State,39.0,3598.759073672623,10959.79709860641,14558.556172279033,-50.56159373104559,2014,house,conflict_county_fallback
Secretary of State,40.0,8865.010975514977,22185.216052528405,31050.22702804338,-42.8988975345756,2014,house,conflict_county_fallback
Secretary of State,41.0,2418.2977191223044,9738.018830807147,12156.316549929452,-60.213314465945864,2014,house,conflict_county_fallback
Secretary of State,42.0,1883.003803249944,8653.940131012749,10536.943934262692,-64.25901447331361,2014,house,conflict_county_fallback
Secretary of State,43.0,2101.3049397438103,11814.59345693404,13915.89839667785,-69.7999384610992,2014,house,conflict_county_fallback
Secretary of State,44.0,8692.879791362788,13581.317527938496,22274.197319301282,-21.94663927278639,2014,house,conflict_county_fallback
Secretary of State,45.0,6119.002444697358,13502.783815004033,19621.786259701392,-37.63052594998068,2014,house,conflict_county_fallback
Secretary of State,46.0,9232.453564032036,15143.888551291035,24376.34211532307,-24.25070570183312,2014,house,conflict_county_fallback
Secretary of State,47.0,9101.901575369107,11646.812486570081,20748.714061939187,-12.265391019433254,2014,house,conflict_county_fallback
Secretary of State,48.0,8028.630178580611,16630.322679677836,24658.952858258446,-34.88263492184934,2014,house,conflict_county_fallback
Secretary of State,49.0,2183.018055345493,6786.157503615796,8969.175558961288,-51.32176773673709,2014,house,conflict_county_fallback
Secretary of State,50.0,1478.3083726244959,9338.602927278202,10816.911299902698,-72.66671914675321,2014,house,conflict_county_fallback
Secretary of State,51.0,8530.751477346455,14786.60266394869,23317.354141295145,-26.82916401532493,2014,house,conflict_county_fallback
Secretary of State,52.0,11322.391393599239,8550.109576174067,19872.500969773304,13.950341839921906,2014,house,conflict_county_fallback
Secretary of State,53.0,3511.4818623352944,3666.04952744522,7177.5313897805145,-2.1534934048494945,2014,house,conflict_county_fallback
Secretary of State,54.0,10045.419496227183,8833.055402294727,18878.474898521912,6.4219387447837635,2014,house,conflict_county_fallback
Secretary of State,55.0,13969.630117488095,8175.4873890252275,22145.11750651332,26.164425303946544,2014,house,conflict_county_fallback
Secretary of State,56.0,11489.452880461626,9604.892089548332,21094.34497000996,8.933962128677582,2014,house,conflict_county_fallback
Secretary of State,57.0,12850.419739632376,9742.063463308286,22592.48320294066,13.758364888015068,2014,house,conflict_county_fallback
Secretary of State,58.0,13238.225853807135,9755.204954224802,22993.43080803194,15.147895625761349,2014,house,conflict_county_fallback
Secretary of State,59.0,12707.498806167543,8902.92034818746,21610.419154355004,17.605296920922388,2014,house,conflict_county_fallback
Secretary of State,60.0,15003.285123612475,9576.102041223032,24579.387164835505,22.080221308991145,2014,house,conflict_county_fallback
Secretary of State,61.0,3916.5386970287987,7418.197447112608,11334.736144141407,-30.893165094925603,2014,house,conflict_county_fallback
Secretary of State,62.0,3419.435977550446,5898.405671140599,9317.841648691045,-26.604548424992768,2014,house,conflict_county_fallback
Secretary of State,63.0,3202.308867463418,6557.194696363733,9759.503563827151,-34.375578706020875,2014,house,conflict_county_fallback
Secretary of State,64.0,1718.6280151956087,7543.355215398141,9261.983230593749,-62.88855264780189,2014,house,conflict_county_fallback
Secretary of State,65.0,4668.999030504139,7957.675276008648,12626.674306512788,-26.045466649981005,2014,house,conflict_county_fallback
Secretary of State,66.0,2818.202592284657,7276.57905836055,10094.781650645207,-44.16515998432652,2014,house,conflict_county_fallback
Secretary of State,67.0,8467.382044516702,4098.249693095157,12565.63173761186,34.77049497116579,2014,house,conflict_county_fallback
Secretary of State,68.0,7066.262460196968,6678.192227903314,13744.454688100283,2.8234676536831884,2014,house,conflict_county_fallback
Secretary of State,69.0,9092.894961625516,5191.296398877582,14284.191360503097,27.31410175262814,2014,house,conflict_county_fallback
Secretary of State,70.0,3867.0076623379014,5149.859625354267,9016.867287692168,-14.22724680408052,2014,house,conflict_county_fallback
Secretary of State,71.0,8430.004363792847,5351.3173481952,13781.321711988046,22.339562778797696,2014,house,conflict_county_fallback
Secretary of State,72.0,8960.09358751088,4770.976426861924,13731.070014372805,30.50830821097014,2014,house,conflict_county_fallback
Secretary of State,73.0,1511.6212585906337,5900.551236604489,7412.172495195122,-59.212464103593675,2014,house,conflict_county_fallback
Secretary of State,74.0,4787.8603034014,6029.456946094272,10817.317249495673,-11.477861044990224,2014,house,conflict_county_fallback
Secretary of State,75.0,3017.509935929543,4667.46969132309,7684.979627252633,-21.469930115916323,2014,house,conflict_county_fallback
Secretary of State,76.0,7843.230093939207,4560.2896182249815,12403.519712164189,26.46781358757894,2014,house,conflict_county_fallback
Secretary of State,77.0,6424.685334487532,5106.81326256908,11531.498597056612,11.42845451375102,2014,house,conflict_county_fallback
Secretary of State,78.0,7354.88527335318,4253.886455407796,11608.771728760978,26.712548841516057,2014,house,conflict_county_fallback
Secretary of State,79.0,3206.829996234325,5506.200673729376,8713.0306699637,-26.3900216192471,2014,house,conflict_county_fallback
Secretary of State,80.0,3083.836683999599,5149.180731235657,8233.017415235256,-25.086112940975013,2014,house,conflict_county_fallback
Secretary of State,81.0,3776.143142902964,9487.522092830273,13263.665235733237,-43.06033700654972,2014,house,conflict_county_fallback
Secretary of State,82.0,7223.38523467488,4532.455765451787,11755.841000126667,22.890148558440856,2014,house,conflict_county_fallback
Secretary of State,83.0,3970.119959488164,3665.608310199836,7635.728269688,3.9879843615855983,2014,house,conflict_county_fallback
Secretary of State,84.0,6235.7566623227,4225.535478875102,10461.292141197802,19.21580198999615,2014,house,conflict_county_fallback
Secretary of State,85.0,3687.950088326712,7332.708157663278,11020.658245989991,-33.07205420930967,2014,house,conflict_county_fallback
Secretary of State,86.0,2776.7062147281563,8642.735629493318,11419.441844221474,-51.36879275525643,2014,house,conflict_county_fallback
Secretary of State,87.0,1907.4196084342743,9431.074190895388,11338.493799329663,-66.35497373474698,2014,house,conflict_county_fallback
Secretary of State,88.0,3223.476227056367,10501.544571947948,13725.020799004316,-53.027740004733324,2014,house,conflict_county_fallback
Secretary of State,89.0,3739.7012034408353,6824.036591711679,10563.737795152514,-29.197386834858612,2014,house,conflict_county_fallback
Secretary of State,90.0,4976.550086686807,7973.01999605328,12949.570082740087,-23.139531970720295,2014,house,conflict_county_fallback
Secretary of State,91.0,1989.1546449210077,7424.703567659171,9413.858212580179,-57.739863932456366,2014,house,conflict_county_fallback
Secretary of State,92.0,1844.740132727199,7878.295996045312,9723.03612877251,-62.05423679814941,2014,house,conflict_county_fallback
Secretary of State,93.0,2442.2228850700217,7107.4454302363365,9549.668315306359,-48.852194559352625,2014,house,conflict_county_fallback
Secretary of State,94.0,1934.1171518533424,9283.968115778842,11218.085267632185,-65.51787393818626,2014,house,conflict_county_fallback
Secretary of State,95.0,2110.7581596932328,11042.155887067462,13152.914046760694,-67.90432671894376,2014,house,conflict_county_fallback
Secretary of State,96.0,2402.1864314814006,8617.320551216144,11019.506982697545,-56.4011995227512,2014,house,conflict_county_fallback
Secretary of State,97.0,5268.009020066839,3531.2287920969775,8799.237812163818,19.73784849375233,2014,house,conflict_county_fallback
Secretary of State,98.0,4034.761869124747,3296.6464227977062,7331.408291922453,10.067853500128706,2014,house,conflict_county_fallback
Secretary of State,99.0,4703.0813696131645,3621.4437436986977,8324.525113311862,12.993385342604173,2014,house,conflict_county_fallback
Secretary of State,100.0,2882.788330736858,6400.145271524399,9282.933602261257,-37.89057523723683,2014,house,conflict_county_fallback
Secretary of State,101.0,3631.2853279899236,7139.626360531497,10770.91168852142,-32.572368375096964,2014,house,conflict_county_fallback
Secretary of State,102.0,2642.9971901969184,6475.0833695000065,9118.080559696926,-42.02733408872692,2014,house,conflict_county_fallback
Secretary of State,103.0,4116.9153745450885,3117.015990681819,7233.9313652269075,13.82235099256994,2014,house,conflict_county_fallback
Secretary of State,104.0,2967.123887306429,6782.313601534179,9749.437488840607,-39.13240859890316,2014,house,conflict_county_fallback
Secretary of State,105.0,3341.727303982029,6369.722993838787,9711.450297820817,-31.179644615348753,2014,house,conflict_county_fallback
State Auditor,1.0,4089.7319906093835,5589.257211935262,9678.989202544646,-15.492580784485707,2014,house,conflict_county_fallback
State Auditor,2.0,3800.62062428386,8573.084326110476,12373.704950394336,-38.56939955299745,2014,house,conflict_county_fallback
State Auditor,3.0,5614.811516173622,6634.7813993513855,12249.592915525009,-8.326561463810474,2014,house,conflict_county_fallback
State Auditor,4.0,3060.747028412894,8578.365630757817,11639.11265917071,-47.40583551270526,2014,house,conflict_county_fallback
State Auditor,5.0,3119.0130654186387,8450.827579432384,11569.840644851021,-46.083733369193695,2014,house,conflict_county_fallback
State Auditor,6.0,4029.170122706936,8418.454570513622,12447.624693220558,-35.262024329808526,2014,house,conflict_county_fallback
State Auditor,7.0,3518.7492025933516,6544.903541984737,10063.652744578088,-30.070138708052717,2014,house,conflict_county_fallback
State Auditor,8.0,2636.141995146037,5819.686785505063,8455.8287806511,-37.6491160469535,2014,house,conflict_county_fallback
State Auditor,9.0,2735.113250750425,10183.352562141898,12918.465812892322,-57.655757419416695,2014,house,conflict_county_fallback
State Auditor,10.0,3462.729405348879,7123.507217475952,10586.23662282483,-34.58054021042873,2014,house,conflict_county_fallback
State Auditor,11.0,1890.2588630602827,9321.70921004293,11211.968073103213,-66.28140838904294,2014,house,conflict_county_fallback
State Auditor,12.0,1757.3529164130985,8327.049823659001,10084.402740072099,-65.14710961651787,2014,house,conflict_county_fallback
State Auditor,13.0,2820.7953833765755,8707.580380048921,11528.375763425496,-51.06343788123688,2014,house,conflict_county_fallback
State Auditor,14.0,3208.2893830922785,9257.498285438034,12465.787668530313,-48.526487560965684,2014,house,conflict_county_fallback
State Auditor,15.0,9044.653926830935,13760.1627385767,22804.816665407634,-20.677687880291828,2014,house,conflict_county_fallback
State Auditor,16.0,4975.469810012604,9419.321260952862,14394.791070965466,-30.871246612975025,2014,house,conflict_county_fallback
State Auditor,17.0,2523.5132255824487,8048.177873382977,10571.691098965426,-52.25904347830581,2014,house,conflict_county_fallback
State Auditor,18.0,4620.577673536131,7188.691935004434,11809.269608540566,-21.746596924258718,2014,house,conflict_county_fallback
State Auditor,19.0,6197.150965354108,4826.716505797507,11023.867471151614,12.431521543078182,2014,house,conflict_county_fallback
State Auditor,20.0,2919.8233711825596,7269.000315674579,10188.823686857138,-42.685761164972845,2014,house,conflict_county_fallback
State Auditor,21.0,4047.2095359270807,9060.46708514868,13107.676621075761,-38.246728952412596,2014,house,conflict_county_fallback
State Auditor,22.0,3753.710858478774,10312.215373444287,14065.926231923062,-46.62689400489519,2014,house,conflict_county_fallback
State Auditor,23.0,2731.062206315347,6320.371463493951,9051.433669809297,-39.65459382584445,2014,house,conflict_county_fallback
State Auditor,24.0,2662.2888241994683,7043.622326287812,9705.91115048728,-45.14087790581497,2014,house,conflict_county_fallback
State Auditor,25.0,3937.565135951202,8369.517557978326,12307.08269392953,-36.0113971137383,2014,house,conflict_county_fallback
State Auditor,26.0,2031.9741381757494,7693.395726719121,9725.36986489487,-58.212918040054106,2014,house,conflict_county_fallback
State Auditor,27.0,1800.1610529827421,7291.748757964538,9091.90981094728,-60.40081588105449,2014,house,conflict_county_fallback
State Auditor,28.0,5100.849831631457,6750.021109667654,11850.870941299112,-13.916034409665185,2014,house,conflict_county_fallback
State Auditor,29.0,3687.192274090085,9133.33440489359,12820.526678983675,-42.47986270120409,2014,house,conflict_county_fallback
State Auditor,30.0,2278.4916959675948,8133.850240104113,10412.341936071709,-56.23478925381493,2014,house,conflict_county_fallback
State Auditor,31.0,2467.3504556835464,9219.150851939294,11686.50130762284,-57.77435195126963,2014,house,conflict_county_fallback
State Auditor,32.0,7574.515732907794,12756.417614480151,20330.933347387945,-25.48777172710623,2014,house,conflict_county_fallback
State Auditor,33.0,4915.865880325355,7943.720529718703,12859.586410044058,-23.545505686158183,2014,house,conflict_county_fallback
State Auditor,34.0,1381.4903019938936,8732.379663395724,10113.869965389618,-72.68127221881532,2014,house,conflict_county_fallback
State Auditor,35.0,4979.743801627382,10465.02893827147,15444.772739898854,-35.51547976147179,2014,house,conflict_county_fallback
State Auditor,36.0,5653.83962654951,13051.356903639324,18705.196530188834,-39.54792597421126,2014,house,conflict_county_fallback
State Auditor,37.0,4457.965977627233,7851.451471745866,12309.417449373099,-27.56820546606337,2014,house,conflict_county_fallback
State Auditor,38.0,2767.0644320748625,4364.075535282368,7131.1399673572305,-22.394892128296718,2014,house,conflict_county_fallback
State Auditor,39.0,3870.6063570766382,10525.207703059592,14395.81406013623,-46.22594677997654,2014,house,conflict_county_fallback
State Auditor,40.0,9516.355406615397,21296.02934612933,30812.38475274473,-38.230322105998674,2014,house,conflict_county_fallback
State Auditor,41.0,2595.451303434892,9542.615531339492,12138.066834774385,-57.23451948708709,2014,house,conflict_county_fallback
State Auditor,42.0,2033.558679666529,8500.81821444944,10534.376894115969,-61.39195132077752,2014,house,conflict_county_fallback
State Auditor,43.0,2437.3161118906955,11459.58546551042,13896.901577401115,-64.92288445283064,2014,house,conflict_county_fallback
State Auditor,44.0,8976.098649430392,13331.225545167103,22307.324194597495,-19.523304802247228,2014,house,conflict_county_fallback
State Auditor,45.0,6368.624238785677,13220.006466290473,19588.63070507615,-34.976320349585976,2014,house,conflict_county_fallback
State Auditor,46.0,9704.965336005129,14660.27971858606,24365.24505459119,-20.337634082802676,2014,house,conflict_county_fallback
State Auditor,47.0,9405.797503234298,11366.355007566975,20772.152510801272,-9.438393557495838,2014,house,conflict_county_fallback
State Auditor,48.0,8514.819848541481,16127.28268219708,24642.10253073856,-30.89209950392752,2014,house,conflict_county_fallback
State Auditor,49.0,2266.975379112627,6687.602524957129,8954.577904069756,-49.36723085334236,2014,house,conflict_county_fallback
State Auditor,50.0,1620.0094851376336,9209.249473871128,10829.258959008763,-70.08088011802576,2014,house,conflict_county_fallback
State Auditor,51.0,8774.326484530811,14553.897421038719,23328.22390556953,-24.77501484855028,2014,house,conflict_county_fallback
State Auditor,52.0,11556.064020988308,8315.239801185928,19871.303822174235,16.30906682724044,2014,house,conflict_county_fallback
State Auditor,53.0,3632.4781766056617,3524.8899722171054,7157.368148822767,1.5031810876774898,2014,house,conflict_county_fallback
State Auditor,54.0,10289.2830310427,8597.146083871687,18886.429114914386,8.959538814220592,2014,house,conflict_county_fallback
State Auditor,55.0,14159.210761477838,8009.224110619222,22168.43487209706,27.7420877312339,2014,house,conflict_county_fallback
State Auditor,56.0,11705.058196295184,9394.687097524578,21099.74529381976,10.94975823924911,2014,house,conflict_county_fallback
State Auditor,57.0,13076.02052313211,9556.592935591614,22632.613458723725,15.550248290852755,2014,house,conflict_county_fallback
State Auditor,58.0,13474.10175390427,9541.03221337644,23015.133967280708,17.089057774415945,2014,house,conflict_county_fallback
State Auditor,59.0,12893.291951444697,8718.755968615043,21612.04792005974,19.31578163379398,2014,house,conflict_county_fallback
State Auditor,60.0,15256.296924463453,9367.755086262494,24624.052010725947,23.913780866105952,2014,house,conflict_county_fallback
State Auditor,61.0,3959.412432049075,7240.269687213484,11199.68211926256,-29.294199783774186,2014,house,conflict_county_fallback
State Auditor,62.0,3490.220109266508,5708.665653167913,9198.88576243442,-24.116459332073592,2014,house,conflict_county_fallback
State Auditor,63.0,3262.451275433815,6369.655331962836,9632.10660739665,-32.258821285708656,2014,house,conflict_county_fallback
State Auditor,64.0,1846.976504532496,7430.300651527311,9277.277156059807,-60.182789120920624,2014,house,conflict_county_fallback
State Auditor,65.0,4644.259648004486,7976.930617732523,12621.190265737008,-26.405361931475706,2014,house,conflict_county_fallback
State Auditor,66.0,2755.204208001716,6820.9909674328555,9576.195175434572,-42.45722528568485,2014,house,conflict_county_fallback
State Auditor,67.0,8438.74174043635,4080.508556134997,12519.250296571347,34.81225377764788,2014,house,conflict_county_fallback
State Auditor,68.0,7040.943014553644,6701.635974644953,13742.578989198599,2.4690201175149125,2014,house,conflict_county_fallback
State Auditor,69.0,9136.073768512046,5032.599965047146,14168.673733559192,28.961594293371462,2014,house,conflict_county_fallback
State Auditor,70.0,3939.5784807820596,4982.994763860395,8922.573244642455,-11.69411843948553,2014,house,conflict_county_fallback
State Auditor,71.0,8467.23438758448,5221.936700363617,13689.171087948096,23.707043080775087,2014,house,conflict_county_fallback
State Auditor,72.0,8963.621644685234,4670.896237560706,13634.51788224594,31.484247878791958,2014,house,conflict_county_fallback
State Auditor,73.0,1633.244390246248,5771.823713726801,7405.068103973049,-55.88847077935821,2014,house,conflict_county_fallback
State Auditor,74.0,5002.4608196703175,5708.964244020388,10711.425063690705,-6.59579299812269,2014,house,conflict_county_fallback
State Auditor,75.0,3162.493311434008,4466.42196039522,7628.915271829228,-17.091927259647775,2014,house,conflict_county_fallback
State Auditor,76.0,8033.842949482172,4294.1867227675075,12328.029672249679,30.33458164959327,2014,house,conflict_county_fallback
State Auditor,77.0,6668.272682935111,4770.414435556526,11438.687118491638,16.591574082925405,2014,house,conflict_county_fallback
State Auditor,78.0,7505.770640502491,4027.6297032501375,11533.400343752628,30.157116146032173,2014,house,conflict_county_fallback
State Auditor,79.0,3280.469742573005,5443.071715860155,8723.54145843316,-24.790413200782513,2014,house,conflict_county_fallback
State Auditor,80.0,3122.1238664687467,5104.924229144962,8227.048095613709,-24.10099393649291,2014,house,conflict_county_fallback
State Auditor,81.0,3908.3598930196335,9378.55596766244,13286.915860682073,-41.1697953987194,2014,house,conflict_county_fallback
State Auditor,82.0,7250.348673180673,4505.550063822792,11755.898737003467,23.34826686383588,2014,house,conflict_county_fallback
State Auditor,83.0,3993.624001535012,3620.6166004293614,7614.240601964373,4.898812903409171,2014,house,conflict_county_fallback
State Auditor,84.0,6223.765690218521,4205.952443009047,10429.718133227569,19.346766819910634,2014,house,conflict_county_fallback
State Auditor,85.0,3780.6212305276863,7256.084801277759,11036.706031805445,-31.490043865755993,2014,house,conflict_county_fallback
State Auditor,86.0,2857.3755558207145,8555.07756306673,11412.453118887444,-49.92530482176879,2014,house,conflict_county_fallback
State Auditor,87.0,2001.3186397975023,9362.199697374203,11363.518337171705,-64.7764260959407,2014,house,conflict_county_fallback
State Auditor,88.0,3442.930608212991,10228.994412433764,13671.925020646755,-49.63502794209849,2014,house,conflict_county_fallback
State Auditor,89.0,3830.4055244774668,6717.97866753512,10548.384192012587,-27.374554154409466,2014,house,conflict_county_fallback
State Auditor,90.0,5159.4115378171,7768.159835482885,12927.571373299985,-20.17972457729976,2014,house,conflict_county_fallback
State Auditor,91.0,2091.9654931281398,7358.8638586871175,9450.829351815257,-55.72948330240822,2014,house,conflict_county_fallback
State Auditor,92.0,2010.8350975752498,7540.40789820208,9551.24299577733,-57.89375061519734,2014,house,conflict_county_fallback
State Auditor,93.0,2523.27904937663,7037.659270746188,9560.938320122817,-47.21691606218381,2014,house,conflict_county_fallback
State Auditor,94.0,2166.5742473479713,9046.78331471364,11213.357562061612,-61.357261010240364,2014,house,conflict_county_fallback
State Auditor,95.0,2317.1878842168726,10844.410942135304,13161.598826352176,-64.78865653346926,2014,house,conflict_county_fallback
State Auditor,96.0,2613.0557946691783,8406.652284356514,11019.708079025693,-52.57486358204488,2014,house,conflict_county_fallback
State Auditor,97.0,5372.973764029555,3439.0547151303185,8812.028479159873,21.946354956442605,2014,house,conflict_county_fallback
State Auditor,98.0,4088.891657633287,3242.081256882434,7330.972914515722,11.551132579880672,2014,house,conflict_county_fallback
State Auditor,99.0,4758.469131595536,3580.6850770242345,8339.15420861977,14.12354328876524,2014,house,conflict_county_fallback
State Auditor,100.0,3008.6445711858464,6263.298246551743,9271.94281773759,-35.10217587989884,2014,house,conflict_county_fallback
State Auditor,101.0,3824.5383858844016,6947.3312969190365,10771.869682803437,-28.990258915032765,2014,house,conflict_county_fallback
State Auditor,102.0,2727.234667912118,6406.115858358732,9133.35052627085,-40.27964523933259,2014,house,conflict_county_fallback
State Auditor,103.0,4181.042354837253,3058.085249538249,7239.127604375502,15.512326438620331,2014,house,conflict_county_fallback
State Auditor,104.0,3111.7657124997954,6621.837513216446,9733.60322571624,-36.06138158008145,2014,house,conflict_county_fallback
State Auditor,105.0,3443.21961113631,6287.008256684858,9730.227867821168,-29.226331430050468,2014,house,conflict_county_fallback
State Treasurer,1.0,,,6200.622823523033,,2014,house,conflict_county_fallback
State Treasurer,2.0,,,9100.44351351075,,2014,house,conflict_county_fallback
State Treasurer,3.0,,,7216.921339876741,,2014,house,conflict_county_fallback
State Treasurer,4.0,,,8993.088023179249,,2014,house,conflict_county_fallback
State Treasurer,5.0,,,8796.818865049647,,2014,house,conflict_county_fallback
State Treasurer,6.0,,,9034.750499548809,,2014,house,conflict_county_fallback
State Treasurer,7.0,,,7025.647867923137,,2014,house,conflict_county_fallback
State Treasurer,8.0,,,6143.876918570591,,2014,house,conflict_county_fallback
State Treasurer,9.0,,,10418.152997870835,,2014,house,conflict_county_fallback
State Treasurer,10.0,,,7729.306795575376,,2014,house,conflict_county_fallback
State Treasurer,11.0,,,9356.933071188352,,2014,house,conflict_county_fallback
State Treasurer,12.0,,,8322.710888330184,,2014,house,conflict_county_fallback
State Treasurer,13.0,,,9121.693939377294,,2014,house,conflict_county_fallback
State Treasurer,14.0,,,9556.17858930294,,2014,house,conflict_county_fallback
State Treasurer,15.0,,,14672.615609200657,,2014,house,conflict_county_fallback
State Treasurer,16.0,,,9887.264468537274,,2014,house,conflict_county_fallback
State Treasurer,17.0,,,8188.591944221453,,2014,house,conflict_county_fallback
State Treasurer,18.0,,,7770.885214366551,,2014,house,conflict_county_fallback
State Treasurer,19.0,,,5581.630770267613,,2014,house,conflict_county_fallback
State Treasurer,20.0,,,7695.79858552935,,2014,house,conflict_county_fallback
State Treasurer,21.0,,,9531.46247224764,,2014,house,conflict_county_fallback
State Treasurer,22.0,,,10694.096998540486,,2014,house,conflict_county_fallback
State Treasurer,23.0,,,6415.464794258487,,2014,house,conflict_county_fallback
State Treasurer,24.0,,,7334.547525629667,,2014,house,conflict_county_fallback
State Treasurer,25.0,,,9035.220621414863,,2014,house,conflict_county_fallback
State Treasurer,26.0,,,7828.941302404686,,2014,house,conflict_county_fallback
State Treasurer,27.0,,,7398.729620139467,,2014,house,conflict_county_fallback
State Treasurer,28.0,,,7404.02577862469,,2014,house,conflict_county_fallback
State Treasurer,29.0,,,9627.422185910684,,2014,house,conflict_county_fallback
State Treasurer,30.0,,,8279.235022064244,,2014,house,conflict_county_fallback
State Treasurer,31.0,,,9360.382197203702,,2014,house,conflict_county_fallback
State Treasurer,32.0,,,13373.764740386127,,2014,house,conflict_county_fallback
State Treasurer,33.0,,,8221.86936845646,,2014,house,conflict_county_fallback
State Treasurer,34.0,,,8782.298367180492,,2014,house,conflict_county_fallback
State Treasurer,35.0,,,10781.658673374635,,2014,house,conflict_county_fallback
State Treasurer,36.0,,,13562.899729341374,,2014,house,conflict_county_fallback
State Treasurer,37.0,,,7606.414988689015,,2014,house,conflict_county_fallback
State Treasurer,38.0,,,4565.610318513877,,2014,house,conflict_county_fallback
State Treasurer,39.0,,,10713.562131681194,,2014,house,conflict_county_fallback
State Treasurer,40.0,,,22131.550927431825,,2014,house,conflict_county_fallback
State Treasurer,41.0,,,9935.913169086643,,2014,house,conflict_county_fallback
State Treasurer,42.0,,,8523.03365301674,,2014,house,conflict_county_fallback
