scenario,cycle,chamber,baseline_definition,mean_abs_difference,max_abs_difference,correlation
conflict_county_fallback,2010,house,attorney_general_only,1.794652866892775,11.683875204845798,0.9950280788104839
conflict_county_fallback,2010,house,core_equal,0.0,0.0,1.0
conflict_county_fallback,2010,house,core_turnout_weighted,0.015071810921889446,0.2278599279592619,0.999999114448813
conflict_county_fallback,2010,house,expanded_equal,0.0,0.0,1.0
conflict_county_fallback,2010,house,expanded_turnout_weighted,0.015071810921889446,0.2278599279592619,0.999999114448813
conflict_county_fallback,2010,house,governor_only,1.794652866892775,11.683875204845798,0.9947215613937306
conflict_county_fallback,2010,senate,attorney_general_only,1.6802972413598498,8.603758245884912,0.9941510215834772
conflict_county_fallback,2010,senate,core_equal,0.0,0.0,0.9999999999999998
conflict_county_fallback,2010,senate,core_turnout_weighted,0.013927457945004265,0.14674653019977058,0.9999990068078393
conflict_county_fallback,2010,senate,expanded_equal,0.0,0.0,0.9999999999999998
conflict_county_fallback,2010,senate,expanded_turnout_weighted,0.013927457945004265,0.14674653019977058,0.9999990068078393
conflict_county_fallback,2010,senate,governor_only,1.68029724135985,8.603758245884912,0.9936428927349036
conflict_county_fallback,2014,house,attorney_general_only,5.186288966015316,15.597688580510336,0.9945986092197588
conflict_county_fallback,2014,house,core_equal,0.0,0.0,1.0
conflict_county_fallback,2014,house,core_turnout_weighted,0.3930107947432555,3.9091349757295433,0.9996583595451028
conflict_county_fallback,2014,house,expanded_equal,4.141429659248671,23.333082807064713,0.9893153716077786
conflict_county_fallback,2014,house,expanded_turnout_weighted,3.7086867525625826,15.479691946446703,0.9932782776188979
conflict_county_fallback,2014,house,governor_only,5.186288966015318,15.597688580510344,0.9951137430483281
conflict_county_fallback,2014,house,latent_office_factor,1.7540504171983995,6.0080849076555936,0.9967968236220366
conflict_county_fallback,2014,senate,attorney_general_only,5.359658625928244,15.163110728051244,0.993810412258995
conflict_county_fallback,2014,senate,core_equal,0.0,0.0,0.9999999999999999
conflict_county_fallback,2014,senate,core_turnout_weighted,0.4097006795151895,2.0123753802012203,0.9997563037042839
conflict_county_fallback,2014,senate,expanded_equal,3.723853058678883,12.075430353784311,0.9922378713981731
conflict_county_fallback,2014,senate,expanded_turnout_weighted,3.4601395313600714,10.971100648775801,0.9935812034778722
conflict_county_fallback,2014,senate,governor_only,5.359658625928244,15.163110728051237,0.9946574582737069
conflict_county_fallback,2014,senate,latent_office_factor,1.6674578341936785,4.912935239824357,0.9966854675125598
conflict_county_fallback,2018,house,attorney_general_only,1.529959027127368,5.833453134604532,0.9986976956836275
conflict_county_fallback,2018,house,core_equal,0.0,0.0,1.0
conflict_county_fallback,2018,house,core_turnout_weighted,0.00505919974992847,0.049022229845036236,0.9999999686975853
conflict_county_fallback,2018,house,expanded_equal,2.081665075528184,6.865489011552478,0.9993986603141282
conflict_county_fallback,2018,house,expanded_turnout_weighted,2.074889407647034,6.8277659331985525,0.9994061195486018
conflict_county_fallback,2018,house,governor_only,1.5299590271273684,5.833453134604533,0.998676681342557
conflict_county_fallback,2018,house,latent_office_factor,0.9038241117930372,4.838497138134468,0.999410996952017
conflict_county_fallback,2018,senate,attorney_general_only,1.4017048107238634,3.8745983916072184,0.9987387196140006
conflict_county_fallback,2018,senate,core_equal,0.0,0.0,0.9999999999999998
conflict_county_fallback,2018,senate,core_turnout_weighted,0.0042424000220531105,0.025726788937586065,0.9999999815760032
conflict_county_fallback,2018,senate,expanded_equal,2.057920903932967,5.207822884893972,0.9994660164570132
conflict_county_fallback,2018,senate,expanded_turnout_weighted,2.051688732006209,5.17680158192497,0.9994725588332454
conflict_county_fallback,2018,senate,governor_only,1.401704810723864,3.8745983916072184,0.998699673944246
conflict_county_fallback,2018,senate,latent_office_factor,0.8764291659256228,3.0592396350483853,0.9994786143889255
conflict_county_fallback,2022,house,attorney_general_only,1.6776133692250217,4.422053450358717,0.9997231277178104
conflict_county_fallback,2022,house,core_equal,0.0,0.0,1.0
conflict_county_fallback,2022,house,core_turnout_weighted,0.02967534476752054,0.11176145643614888,0.9999997973421227
conflict_county_fallback,2022,house,expanded_equal,0.5871658296023315,1.5066462551494162,0.9999683916166735
conflict_county_fallback,2022,house,expanded_turnout_weighted,0.6004430469592645,1.5114760415871622,0.9999671964952708
conflict_county_fallback,2022,house,governor_only,1.677613369225022,4.42205345035871,0.9997236797158275
conflict_county_fallback,2022,house,latent_office_factor,0.25902512405716427,0.8534804989187421,0.9999691935845673
conflict_county_fallback,2022,senate,attorney_general_only,1.6811981622531482,3.5738378009269205,0.9997504887199276
conflict_county_fallback,2022,senate,core_equal,0.0,0.0,1.0
conflict_county_fallback,2022,senate,core_turnout_weighted,0.029320059036098873,0.07908412705858225,0.9999998285880777
conflict_county_fallback,2022,senate,expanded_equal,0.5721541743530122,1.3331299136783343,0.9999708447655886
conflict_county_fallback,2022,senate,expanded_turnout_weighted,0.5856329846634344,1.331496538450125,0.9999697138895306
conflict_county_fallback,2022,senate,governor_only,1.6811981622531487,3.573837800926924,0.9997528622102045
conflict_county_fallback,2022,senate,latent_office_factor,0.41401577462421896,1.1750369464519181,0.9999714266886691
prefer_direct,2010,house,attorney_general_only,1.794652866892775,11.683875204845798,0.9950280788104839
prefer_direct,2010,house,core_equal,0.0,0.0,1.0
prefer_direct,2010,house,core_turnout_weighted,0.015071810921889446,0.2278599279592619,0.999999114448813
prefer_direct,2010,house,expanded_equal,0.0,0.0,1.0
prefer_direct,2010,house,expanded_turnout_weighted,0.015071810921889446,0.2278599279592619,0.999999114448813
prefer_direct,2010,house,governor_only,1.794652866892775,11.683875204845798,0.9947215613937306
prefer_direct,2010,senate,attorney_general_only,1.6802972413598498,8.603758245884912,0.9941510215834772
prefer_direct,2010,senate,core_equal,0.0,0.0,0.9999999999999998
prefer_direct,2010,senate,core_turnout_weighted,0.013927457945004265,0.14674653019977058,0.9999990068078393
prefer_direct,2010,senate,expanded_equal,0.0,0.0,0.9999999999999998
prefer_direct,2010,senate,expanded_turnout_weighted,0.013927457945004265,0.14674653019977058,0.9999990068078393
prefer_direct,2010,senate,governor_only,1.68029724135985,8.603758245884912,0.9936428927349036
prefer_direct,2014,house,attorney_general_only,5.18236716682981,15.597688580510336,0.9946356171662318
prefer_direct,2014,house,core_equal,0.0,0.0,1.0
prefer_direct,2014,house,core_turnout_weighted,0.39081967004433654,3.915865966452678,0.9996632266676589
prefer_direct,2014,house,expanded_equal,4.133369948639853,23.333082807064713,0.9893461465677953
prefer_direct,2014,house,expanded_turnout_weighted,3.710006885356927,15.479691946446703,0.9932737410381197
prefer_direct,2014,house,governor_only,5.18236716682981,15.597688580510344,0.9951440884639791
prefer_direct,2014,house,latent_office_factor,1.751594631235294,5.977203297769563,0.9967995760131254
prefer_direct,2014,senate,attorney_general_only,5.365902264962395,15.163110728051244,0.9937112672406961
prefer_direct,2014,senate,core_equal,0.0,0.0,0.9999999999999999
prefer_direct,2014,senate,core_turnout_weighted,0.41235221136235367,1.9513331946245387,0.9997545022195474
prefer_direct,2014,senate,expanded_equal,3.712787172062176,12.075430353784311,0.99219871847486
prefer_direct,2014,senate,expanded_turnout_weighted,3.4507336366923247,10.971100648775801,0.9935768442019942
prefer_direct,2014,senate,governor_only,5.365902264962397,15.163110728051237,0.9945771436011077
prefer_direct,2014,senate,latent_office_factor,1.6637166577063263,4.90707594887138,0.9966929004838876
prefer_direct,2018,house,attorney_general_only,1.529959027127368,5.833453134604532,0.9986976956836275
