result_id,source_file_id,year,chamber,district,county,candidate_name,normalized_name,party,votes,source_sheet
HLR-EE5D71451F17202E1B49,SRC-4CF437BDF3C43EB4AEB0,1986,house,8,Morgan,Richard Lee,RICHARD LEE,R,5204.0,Hse.86gen.
HLR-B9627E8ECA271E025D94,SRC-4CF437BDF3C43EB4AEB0,1986,house,8,Morgan,Guy Devours,GUY DEVOURS,R,2586.0,Hse.86gen.
HLR-8F493DA6EB8173AE8ADE,SRC-4CF437BDF3C43EB4AEB0,1986,house,16,Fayette,Guy Devours,GUY DEVOURS,R,2586.0,Hse.86gen.
HLR-D4A26C69AC45E2DBCC74,SRC-4CF437BDF3C43EB4AEB0,1986,house,16,Fayette,Max Newman,MAX NEWMAN,D,3822.0,Hse.86gen.
HLR-D764958CFFBBD0B27CCC,SRC-4CF437BDF3C43EB4AEB0,1986,house,16,Lamar,Guy Devours,GUY DEVOURS,R,1263.0,Hse.86gen.
HLR-5D4E1CF45FE9AD96BBF5,SRC-4CF437BDF3C43EB4AEB0,1986,house,16,Lamar,Max Newman,MAX NEWMAN,D,3103.0,Hse.86gen.
HLR-E4D93E5258C049E00896,SRC-4CF437BDF3C43EB4AEB0,1986,house,16,Marion,Guy Devours,GUY DEVOURS,R,293.0,Hse.86gen.
HLR-B14497AD28CED7CCB316,SRC-4CF437BDF3C43EB4AEB0,1986,house,16,Marion,Max Newman,MAX NEWMAN,D,743.0,Hse.86gen.
HLR-F41D3586B33288C7491A,SRC-4CF437BDF3C43EB4AEB0,1986,house,17,Marion,Steve Logan,STEVE LOGAN,R,2928.0,Hse.86gen.
HLR-90779EE899E50C066E2F,SRC-4CF437BDF3C43EB4AEB0,1986,house,17,Marion,Jack Lauderdale,JACK LAUDERDALE,D,2498.0,Hse.86gen.
HLR-5E68375B9D7BE6D69FAE,SRC-4CF437BDF3C43EB4AEB0,1986,house,17,Marion,Euclid Rains,EUCLID RAINS,D,2210.0,Hse.86gen.
HLR-1840DA04E995778C00B9,SRC-4CF437BDF3C43EB4AEB0,1986,house,17,Winston,Steve Logan,STEVE LOGAN,R,5068.0,Hse.86gen.
HLR-4FC5A3E05AF19C03FFB4,SRC-4CF437BDF3C43EB4AEB0,1986,house,17,Winston,Jack Lauderdale,JACK LAUDERDALE,D,3822.0,Hse.86gen.
HLR-D8A5B190A1018ECE5A95,SRC-4CF437BDF3C43EB4AEB0,1986,house,17,Winston,Euclid Rains,EUCLID RAINS,D,3532.0,Hse.86gen.
HLR-4144869B48ABD03774E6,SRC-4CF437BDF3C43EB4AEB0,1986,house,26,DeKalb,Euclid Rains,EUCLID RAINS,D,2210.0,Hse.86gen.
HLR-642AFA02CAA46D7DCE5A,SRC-4CF437BDF3C43EB4AEB0,1986,house,26,Marshall,Euclid Rains,EUCLID RAINS,D,3532.0,Hse.86gen.
HLR-A1075AB287D450654B29,SRC-4CF437BDF3C43EB4AEB0,1986,house,18,Franklin,Charlie Britnell,CHARLIE BRITNELL,D,5266.0,Hse.86gen.
HLR-A45EBC24606F853A2C8F,SRC-4CF437BDF3C43EB4AEB0,1986,house,18,Franklin,Tim Hays,TIM HAYS,R,5961.0,Hse.86gen.
HLR-A8DA0800A97511CEF970,SRC-4CF437BDF3C43EB4AEB0,1986,house,18,Marion,Charlie Britnell,CHARLIE BRITNELL,D,2008.0,Hse.86gen.
HLR-6B395C34CC0E5263D119,SRC-4CF437BDF3C43EB4AEB0,1986,house,27,Blount,Tim Hays,TIM HAYS,R,5961.0,Hse.86gen.
HLR-E6E0CF668FF25C52DCBC,SRC-4CF437BDF3C43EB4AEB0,1986,house,27,Blount,Bob Harvey,ROBERT HARVEY,D,6301.0,Hse.86gen.
HLR-4B21D3CC1AD61B64245C,SRC-4CF437BDF3C43EB4AEB0,1986,house,28,Etowah,Joe Ford,JOE FORD,D,6924.0,Hse.86gen.
HLR-345BC799D2B84EE2BC35,SRC-4CF437BDF3C43EB4AEB0,1986,house,29,Etowah,June Bugg,JUNE BUGG,D,6741.0,Hse.86gen.
HLR-89CD1629673BFC2DEDD2,SRC-4CF437BDF3C43EB4AEB0,1986,house,30,Etowah,Bobby Junkins,BOBBY JUNKINS,D,8217.0,Hse.86gen.
HLR-B4AF30684D3427C5B708,SRC-4CF437BDF3C43EB4AEB0,1986,house,30,St. Clair,Bobby Junkins,BOBBY JUNKINS,D,671.0,Hse.86gen.
HLR-589F5106E1AF05CC2ED1,SRC-4CF437BDF3C43EB4AEB0,1986,house,21,Madison,Keith Wilson,KEITH WILSON,R,4345.0,Hse.86gen.
HLR-A53F096B49A092D1C8E5,SRC-4CF437BDF3C43EB4AEB0,1986,house,21,Madison,Dewayne Freeman,DEWAYNE FREEMAN,D,5087.0,Hse.86gen.
HLR-4FCF139FD4C1FE5F572C,SRC-4CF437BDF3C43EB4AEB0,1986,house,22,Jackson,Albert Hall,ALBERT HALL,D,861.0,Hse.86gen.
HLR-3ABCC8A0829805966A06,SRC-4CF437BDF3C43EB4AEB0,1986,house,22,Jackson,Paul W. Smith,PAUL W SMITH,R,1053.0,Hse.86gen.
HLR-0B3443A482A8747F89D8,SRC-4CF437BDF3C43EB4AEB0,1986,house,22,Madison,Albert Hall,ALBERT HALL,D,3700.0,Hse.86gen.
HLR-0DB63ED06FDB43E9306A,SRC-4CF437BDF3C43EB4AEB0,1986,house,22,Madison,Paul W. Smith,PAUL W SMITH,R,2610.0,Hse.86gen.
HLR-E43161024511A5406A73,SRC-4CF437BDF3C43EB4AEB0,1986,house,31,Coosa,Paul W. Smith,PAUL W SMITH,R,1053.0,Hse.86gen.
HLR-F52C050F23CABF7A1E65,SRC-4CF437BDF3C43EB4AEB0,1986,house,31,Coosa,Jack Venable,JACK VENABLE,D,2694.0,Hse.86gen.
HLR-73DEF268DE9B1EB00FD0,SRC-4CF437BDF3C43EB4AEB0,1986,house,31,Elmore,Paul W. Smith,PAUL W SMITH,R,2610.0,Hse.86gen.
HLR-D91E04A3761201CB0D34,SRC-4CF437BDF3C43EB4AEB0,1986,house,31,Elmore,Jack Venable,JACK VENABLE,D,6145.0,Hse.86gen.
HLR-5973311CF00A5F6CD351,SRC-4CF437BDF3C43EB4AEB0,1986,house,23,Jackson,Ben Richardson,BEN RICHARDSON,D,3435.0,Hse.86gen.
HLR-9209F2B43113BC81DAE3,SRC-4CF437BDF3C43EB4AEB0,1986,house,23,Jackson,Al Kline,AL KLINE,R,2519.0,Hse.86gen.
HLR-1B947FF0E5DAA58E8225,SRC-4CF437BDF3C43EB4AEB0,1986,house,32,Talladega,Al Kline,AL KLINE,R,2519.0,Hse.86gen.
HLR-F7FED6C685B8E41DDAB3,SRC-4CF437BDF3C43EB4AEB0,1986,house,32,Talladega,Clarence Haynes,CLARENCE HAYNES,D,6239.0,Hse.86gen.
HLR-B6CAFD02215623510161,SRC-4CF437BDF3C43EB4AEB0,1986,house,24,DeKalb,Benny West,BENNY WEST,R,5183.0,Hse.86gen.
HLR-9BB82F113B45C252AEAD,SRC-4CF437BDF3C43EB4AEB0,1986,house,24,DeKalb,Ralph Burke,RALPH BURKE,D,7013.0,Hse.86gen.
HLR-292DEF948198ACEF1490,SRC-4CF437BDF3C43EB4AEB0,1986,house,24,DeKalb,Ron Johnson,RONALD JOHNSON,D,6182.0,Hse.86gen.
HLR-58DF5607CFFB1F40F06C,SRC-4CF437BDF3C43EB4AEB0,1986,house,33,Talladega,Ron Johnson,RONALD JOHNSON,D,6182.0,Hse.86gen.
HLR-B7C4F267ED3608ADB086,SRC-4CF437BDF3C43EB4AEB0,1986,house,25,Marshall,Gordon Moon,GORDON MOON,D,5377.0,Hse.86gen.
HLR-9CAA713866CB6B671049,SRC-4CF437BDF3C43EB4AEB0,1986,house,25,Marshall,Gerald Willis,GERALD WILLIS,D,6191.0,Hse.86gen.
HLR-ED5FC874713E05E73404,SRC-4CF437BDF3C43EB4AEB0,1986,house,34,Calhoun,Gerald Willis,GERALD WILLIS,D,6191.0,Hse.86gen.
HLR-BF06B20E3A82B352DBAD,SRC-4CF437BDF3C43EB4AEB0,1986,house,34,Calhoun,"A.C. Shelton, Jr.",AC SHELTON,R,3218.0,Hse.86gen.
HLR-AEAA806A30BFE90553DE,SRC-4CF437BDF3C43EB4AEB0,1986,house,35,Calhoun,Bobby Crow,BOBBY CROW,D,6581.0,Hse.86gen.
HLR-B593845C50F109D1CD12,SRC-4CF437BDF3C43EB4AEB0,1986,house,35,Calhoun,"Jack Biddle, III",JACK BIDDLE,R,8684.0,Hse.86gen.
HLR-6C3141E11ABC938030DA,SRC-4CF437BDF3C43EB4AEB0,1986,house,43,Jefferson,"Jack Biddle, III",JACK BIDDLE,R,8684.0,Hse.86gen.
HLR-630A0EEE5CBF20CA7D8B,SRC-4CF437BDF3C43EB4AEB0,1986,house,43,Jefferson,Greg Morris,GREG MORRIS,D,3932.0,Hse.86gen.
HLR-0415A46DF4551A63A979,SRC-4CF437BDF3C43EB4AEB0,1986,house,36,Calhoun,James Campbell,JAMES CAMPBELL,D,6360.0,Hse.86gen.
HLR-5941D55C63354F194D7E,SRC-4CF437BDF3C43EB4AEB0,1986,house,36,Calhoun,Arthur Payne,ARTHUR PAYNE,D,6439.0,Hse.86gen.
HLR-7C888B246BE48A1239FC,SRC-4CF437BDF3C43EB4AEB0,1986,house,44,Jefferson,Arthur Payne,ARTHUR PAYNE,D,6439.0,Hse.86gen.
HLR-28BB9367365783406A63,SRC-4CF437BDF3C43EB4AEB0,1986,house,44,Jefferson,Stephen Mosely,STEPHEN MOSELY,R,6332.0,Hse.86gen.
HLR-7F74935BEA704F8EC9F8,SRC-4CF437BDF3C43EB4AEB0,1986,house,37,Chambers,Richard Laird,RICHARD LAIRD,D,420.0,Hse.86gen.
HLR-6B766C946D95B53C477E,SRC-4CF437BDF3C43EB4AEB0,1986,house,37,Chambers,Billy Gray,BILLY GRAY,R,11856.0,Hse.86gen.
HLR-217BC5AD3B795442AEDD,SRC-4CF437BDF3C43EB4AEB0,1986,house,37,Clay,Richard Laird,RICHARD LAIRD,D,2910.0,Hse.86gen.
HLR-5EA95CDA61241D4D5CBA,SRC-4CF437BDF3C43EB4AEB0,1986,house,45,Jefferson,Billy Gray,BILLY GRAY,R,11856.0,Hse.86gen.
HLR-D70CF43B85D6F728E1BE,SRC-4CF437BDF3C43EB4AEB0,1986,house,45,Jefferson,Bob Gafford,ROBERT GAFFORD,D,5406.0,Hse.86gen.
HLR-867CF9CC1FFC060D0A03,SRC-4CF437BDF3C43EB4AEB0,1986,house,46,Jefferson,William Slaughter,WILLIAM SLAUGHTER,R,13078.0,Hse.86gen.
HLR-990405D5F4D8AF73E7B9,SRC-4CF437BDF3C43EB4AEB0,1986,house,46,Jefferson,Rodney A. Max,RODNEY A MAX,D,5392.0,Hse.86gen.
HLR-ADAE1F659A9BDF6E00A2,SRC-4CF437BDF3C43EB4AEB0,1986,house,38,Chambers,Bill Fuller,WILLIAM FULLER,D,5748.0,Hse.86gen.
HLR-9B1E0CDE11C9F67DAF81,SRC-4CF437BDF3C43EB4AEB0,1986,house,47,Jefferson,"Geo. Seibels, Jr.",GEO SEIBELS,R,12092.0,Hse.86gen.
HLR-765136A2B4A149C28191,SRC-4CF437BDF3C43EB4AEB0,1986,house,39,Cherokee,Richard Lindsey,RICHARD LINDSEY,D,4539.0,Hse.86gen.
HLR-5CE428E8366AEF5DAEAA,SRC-4CF437BDF3C43EB4AEB0,1986,house,39,DeKalb,Richard Lindsey,RICHARD LINDSEY,D,736.0,Hse.86gen.
HLR-0479705465A6F7370293,SRC-4CF437BDF3C43EB4AEB0,1986,house,39,Cleburne,Richard Lindsey,RICHARD LINDSEY,D,1502.0,Hse.86gen.
HLR-FFEDFD8F1CB18369675A,SRC-4CF437BDF3C43EB4AEB0,1986,house,48,Jefferson,Greg Beers,GREG BEERS,R,13655.0,Hse.86gen.
HLR-D4D681D957382DD09234,SRC-4CF437BDF3C43EB4AEB0,1986,house,49,Jefferson,Jack Pratt,JACK PRATT,D,6645.0,Hse.86gen.
HLR-1D5756689A66842C60D8,SRC-4CF437BDF3C43EB4AEB0,1986,house,49,Jefferson,Tony Petelos,TONY PETELOS,R,6918.0,Hse.86gen.
HLR-195B2E268E936DE5D705,SRC-4CF437BDF3C43EB4AEB0,1986,house,50,Jefferson,Johnny L. Curry,JOHNNY L CURRY,R,6456.0,Hse.86gen.
HLR-24885FD242D1E478DF25,SRC-4CF437BDF3C43EB4AEB0,1986,house,50,Jefferson,Hugh Boles,HUGH BOLES,D,5957.0,Hse.86gen.
HLR-29F38AFB1B782A1FB224,SRC-4CF437BDF3C43EB4AEB0,1986,house,41,Shelby,Mike Hill,MICHAEL HILL,D,7022.0,Hse.86gen.
HLR-13CED390BCEEC8BE5E17,SRC-4CF437BDF3C43EB4AEB0,1986,house,41,Shelby,Jim Entrekin,JAMES ENTREKIN,R,6281.0,Hse.86gen.
HLR-BE121ADEDAC94DB2C923,SRC-4CF437BDF3C43EB4AEB0,1986,house,41,Shelby,Jim Wright,JAMES WRIGHT,D,7475.0,Hse.86gen.
HLR-9EAB04BB7261C12D67F3,SRC-4CF437BDF3C43EB4AEB0,1986,house,51,Jefferson,Jim Wright,JAMES WRIGHT,D,7475.0,Hse.86gen.
HLR-B50497444DF09072156A,SRC-4CF437BDF3C43EB4AEB0,1986,house,42,St. Clair,A.J. Blake,AJ BLAKE,D,5826.0,Hse.86gen.
HLR-6FFEB6373EE044C686B5,SRC-4CF437BDF3C43EB4AEB0,1986,house,42,St. Clair,Fred Hughes,FRED HUGHES,R,5546.0,Hse.86gen.
HLR-BD945E33B92978ACF90B,SRC-4CF437BDF3C43EB4AEB0,1986,house,42,St. Clair,John W. Rogers,JOHN W ROGERS,D,10055.0,Hse.86gen.
HLR-B39BB28C0271874321A9,SRC-4CF437BDF3C43EB4AEB0,1986,house,52,Jefferson,John W. Rogers,JOHN W ROGERS,D,10055.0,Hse.86gen.
HLR-87B452483965A2B604FC,SRC-4CF437BDF3C43EB4AEB0,1986,house,53,Jefferson,Tobert Thomason,TOBERT THOMASON,R,2206.0,Hse.86gen.
HLR-5A6F24CD38C223ED35FA,SRC-4CF437BDF3C43EB4AEB0,1986,house,53,Jefferson,Demetrius Newton,DEMETRIUS NEWTON,D,8733.0,Hse.86gen.
HLR-AB207A9F2B07F672C97B,SRC-4CF437BDF3C43EB4AEB0,1986,house,53,Jefferson,Roy Johnson,ROY JOHNSON,D,6638.0,Hse.86gen.
HLR-06F163DFABA20117B72D,SRC-4CF437BDF3C43EB4AEB0,1986,house,63,Tuscaloosa,Roy Johnson,ROY JOHNSON,D,6638.0,Hse.86gen.
HLR-B7E93FB86E57F2834EDB,SRC-4CF437BDF3C43EB4AEB0,1986,house,54,Jefferson,Geo. Purdue,GEO PURDUE,D,8003.0,Hse.86gen.
HLR-577BE9EEAE45C06F3360,SRC-4CF437BDF3C43EB4AEB0,1986,house,54,Jefferson,Jimmy Warren,JIMMY WARREN,D,3084.0,Hse.86gen.
HLR-FBB82FF18AD75E462522,SRC-4CF437BDF3C43EB4AEB0,1986,house,64,Conecuh,Jimmy Warren,JIMMY WARREN,D,3084.0,Hse.86gen.
HLR-E37289F710A72D8F8B67,SRC-4CF437BDF3C43EB4AEB0,1986,house,64,Monroe,Jimmy Warren,JIMMY WARREN,D,4176.0,Hse.86gen.
HLR-2C11828695B4391AA62A,SRC-4CF437BDF3C43EB4AEB0,1986,house,65,Clarke,Michael Breedlove,MICHAEL BREEDLOVE,D,3437.0,Hse.86gen.
HLR-50CC6EA82159794D386A,SRC-4CF437BDF3C43EB4AEB0,1986,house,65,Washington,Michael Breedlove,MICHAEL BREEDLOVE,D,4522.0,Hse.86gen.
HLR-073AAAAB79748ECCC31F,SRC-4CF437BDF3C43EB4AEB0,1986,house,56,Jefferson,Bobbie McDowell,BOBBIE MCDOWELL,D,9153.0,Hse.86gen.
HLR-DA8865E5D49C033070C2,SRC-4CF437BDF3C43EB4AEB0,1986,house,57,Jefferson,Edward McClain,EDWARD MCCLAIN,D,10200.0,Hse.86gen.
HLR-04CA3616C69FFFE3B08F,SRC-4CF437BDF3C43EB4AEB0,1986,house,57,Jefferson,Harrell Blakeney,HARRELL BLAKENEY,D,1161.0,Hse.86gen.
HLR-771439E223C69E4A15A0,SRC-4CF437BDF3C43EB4AEB0,1986,house,66,Choctaw,Harrell Blakeney,HARRELL BLAKENEY,D,1161.0,Hse.86gen.
HLR-78F191BD3C83AED68645,SRC-4CF437BDF3C43EB4AEB0,1986,house,66,Clarke,Harrell Blakeney,HARRELL BLAKENEY,D,1272.0,Hse.86gen.
HLR-6B3C5E27A4DBEB64449B,SRC-4CF437BDF3C43EB4AEB0,1986,house,66,Marengo,Harrell Blakeney,HARRELL BLAKENEY,D,5464.0,Hse.86gen.
HLR-0DF27099388C2AFB8D74,SRC-4CF437BDF3C43EB4AEB0,1986,house,58,Jefferson,Pat Davis,PAT DAVIS,D,7115.0,Hse.86gen.
HLR-A5F13EE50275A272E212,SRC-4CF437BDF3C43EB4AEB0,1986,house,67,Choctaw,Lucius Black,LUCIUS BLACK,D,2332.0,Hse.86gen.
HLR-FBDE2A71889FE7774BF2,SRC-4CF437BDF3C43EB4AEB0,1986,house,67,Greene,Lucius Black,LUCIUS BLACK,D,3538.0,Hse.86gen.
HLR-A7B32BDD0CD64BF18F84,SRC-4CF437BDF3C43EB4AEB0,1986,house,67,Sumter,Lucius Black,LUCIUS BLACK,D,4408.0,Hse.86gen.
HLR-C9C025F0AF94364C7CBC,SRC-4CF437BDF3C43EB4AEB0,1986,house,59,William Washington (R),Lucius Black,LUCIUS BLACK,D,2332.0,Hse.86gen.
HLR-63ED2B992764F2F1BDA0,SRC-4CF437BDF3C43EB4AEB0,1986,house,59,1340,Lucius Black,LUCIUS BLACK,D,3538.0,Hse.86gen.
HLR-505A5CC704CAA8FDE1EF,SRC-4CF437BDF3C43EB4AEB0,1986,house,68,Dallas,"Jenkins Bryant, Jr.",JENKINS BRYANT,D,1694.0,Hse.86gen.
HLR-64A12ACE1FA337F6351D,SRC-4CF437BDF3C43EB4AEB0,1986,house,68,Hale,"Jenkins Bryant, Jr.",JENKINS BRYANT,D,2973.0,Hse.86gen.
HLR-2A8FBD0E3189E380A81C,SRC-4CF437BDF3C43EB4AEB0,1986,house,68,Perry,"Jenkins Bryant, Jr.",JENKINS BRYANT,D,3488.0,Hse.86gen.
HLR-C624C662E19F8362DCA2,SRC-4CF437BDF3C43EB4AEB0,1986,house,61,Tuscaloosa,"Bryant Melton, Jr.",BRYANT MELTON,D,7209.0,Hse.86gen.
HLR-13A0367821BFE07392C2,SRC-4CF437BDF3C43EB4AEB0,1986,house,62,Tuscaloosa,Phil Poole,PHIL POOLE,D,7440.0,Hse.86gen.
HLR-918EF248D3C3CD082930,SRC-4CF437BDF3C43EB4AEB0,1986,house,69,Dallas,William Bradley,WILLIAM BRADLEY,R,500.0,Hse.86gen.
HLR-0FB8992DE8736EC33EC0,SRC-4CF437BDF3C43EB4AEB0,1986,house,69,Dallas,James Thomas,JAMES THOMAS,D,2510.0,Hse.86gen.
HLR-39767E258F07FC719359,SRC-4CF437BDF3C43EB4AEB0,1986,house,69,Dallas,Jane George,JANE GEORGE,R,1117.0,Hse.86gen.
HLR-08CD9B4106D2F8B4B302,SRC-4CF437BDF3C43EB4AEB0,1986,house,69,Lowndes,William Bradley,WILLIAM BRADLEY,R,1422.0,Hse.86gen.
HLR-1D182F38FE0235ED5C02,SRC-4CF437BDF3C43EB4AEB0,1986,house,69,Lowndes,James Thomas,JAMES THOMAS,D,3363.0,Hse.86gen.
HLR-568E0F24DB650AA1C5E4,SRC-4CF437BDF3C43EB4AEB0,1986,house,77,Montgomery,Jane George,JANE GEORGE,R,1117.0,Hse.86gen.
HLR-8EED395FF8509C7274E0,SRC-4CF437BDF3C43EB4AEB0,1986,house,77,Montgomery,John Buskey,JOHN BUSKEY,D,8346.0,Hse.86gen.
HLR-EBA5FF3CC5EECB1790D9,SRC-4CF437BDF3C43EB4AEB0,1986,house,78,Montgomery,Alvin Holmes,ALVIN HOLMES,D,9209.0,Hse.86gen.
HLR-5DF88E4A30D48FFBA4CC,SRC-4CF437BDF3C43EB4AEB0,1986,house,70,Dallas,"W.F. Noopie Cosby, Jr.",WF NOOPIE COSBY,D,8446.0,Hse.86gen.
HLR-9D60CCFF9F967EE19B1A,SRC-4CF437BDF3C43EB4AEB0,1986,house,79,Lee,Pete Turnham,PETE TURNHAM,D,5250.0,Hse.86gen.
HLR-60522F198379B44C9E16,SRC-4CF437BDF3C43EB4AEB0,1986,house,71,Autauga,Ed Grouby,EDWARD GROUBY,D,6773.0,Hse.86gen.
HLR-F9C6EC8EA1E7FD780F5F,SRC-4CF437BDF3C43EB4AEB0,1986,house,71,Autauga,Frank Thiemong III,FRANK THIEMONG,R,3271.0,Hse.86gen.
HLR-0D3526E47638337249EC,SRC-4CF437BDF3C43EB4AEB0,1986,house,71,Chilton,Ed Grouby,EDWARD GROUBY,D,777.0,Hse.86gen.
HLR-1B0D55A265C08EADA563,SRC-4CF437BDF3C43EB4AEB0,1986,house,71,Chilton,Frank Thiemong III,FRANK THIEMONG,R,617.0,Hse.86gen.
HLR-FE95F54FB9E39A8B3F96,SRC-4CF437BDF3C43EB4AEB0,1986,house,80,Lee,Shelby D. Ward,SHELBY D WARD,R,3848.0,Hse.86gen.
HLR-9DA804056DF0BF23C7CB,SRC-4CF437BDF3C43EB4AEB0,1986,house,80,Lee,Dutch Higginbotham,DUTCH HIGGINBOTHAM,D,5307.0,Hse.86gen.
HLR-1979C97C5F0CD3111F37,SRC-4CF437BDF3C43EB4AEB0,1986,house,81,Tallapoosa,Lester White,LESTER WHITE,D,6107.0,Hse.86gen.
HLR-31F5EA9D85264031378E,SRC-4CF437BDF3C43EB4AEB0,1986,house,72,Howard Bialas (R),Lester White,LESTER WHITE,D,6107.0,Hse.86gen.
HLR-35893C37127293E64FD7,SRC-4CF437BDF3C43EB4AEB0,1986,house,82,Bullock,Thomas Reed,THOMAS REED,D,3225.0,Hse.86gen.
HLR-3D0094B0ED9F01934941,SRC-4CF437BDF3C43EB4AEB0,1986,house,82,Macon,Thomas Reed,THOMAS REED,D,6435.0,Hse.86gen.
HLR-39267B4A0F3650283EB7,SRC-4CF437BDF3C43EB4AEB0,1986,house,73,Montgomery,"Perry Hooper, Jr.",PERRY HOOPER,R,13012.0,Hse.86gen.
HLR-216FEF39AE03BA28E563,SRC-4CF437BDF3C43EB4AEB0,1986,house,83,Russell,Charles Adams,CHARLES ADAMS,D,3844.0,Hse.86gen.
HLR-C2F57AAC7DD02404534A,SRC-4CF437BDF3C43EB4AEB0,1986,house,74,Bob Andrews (D),Charles Adams,CHARLES ADAMS,D,3844.0,Hse.86gen.
HLR-68D5C8CFD0D483A1D886,SRC-4CF437BDF3C43EB4AEB0,1986,house,84,Barbour,James Clark,JAMES CLARK,D,4350.0,Hse.86gen.
HLR-42830E4BB237F3D8FE9B,SRC-4CF437BDF3C43EB4AEB0,1986,house,84,Russell,James Clark,JAMES CLARK,D,1296.0,Hse.86gen.
HLR-10372AC2E1410A0A412F,SRC-4CF437BDF3C43EB4AEB0,1986,house,75,Claude Walker (D),James Clark,JAMES CLARK,D,4350.0,Hse.86gen.
HLR-3EA37BC6428723781976,SRC-4CF437BDF3C43EB4AEB0,1986,house,75,6468,James Clark,JAMES CLARK,D,1296.0,Hse.86gen.
HLR-3CE951F2A290AA29BAAC,SRC-4CF437BDF3C43EB4AEB0,1986,house,76,Elmore,Mike Mikell,MICHAEL MIKELL,R,3545.0,Hse.86gen.
HLR-D0472572FB4AB2B82718,SRC-4CF437BDF3C43EB4AEB0,1986,house,76,Elmore,John Bush,JOHN BUSH,D,2306.0,Hse.86gen.
HLR-4D300F00A7ECD8F26E9B,SRC-4CF437BDF3C43EB4AEB0,1986,house,76,Montgomery,Mike Mikell,MICHAEL MIKELL,R,2135.0,Hse.86gen.
HLR-BAAF7847F82506C30CB9,SRC-4CF437BDF3C43EB4AEB0,1986,house,76,Montgomery,John Bush,JOHN BUSH,D,2131.0,Hse.86gen.
HLR-9E94DCE641393CB929DE,SRC-4CF437BDF3C43EB4AEB0,1986,house,85,Henry,John P. Beasley,JOHN P BEASLEY,D,2264.0,Hse.86gen.
HLR-E1D35E4F6307420B4D93,SRC-4CF437BDF3C43EB4AEB0,1986,house,85,Houston,John P. Beasley,JOHN P BEASLEY,D,3970.0,Hse.86gen.
HLR-DFD00BFD9F59650AE1C7,SRC-4CF437BDF3C43EB4AEB0,1986,house,86,Houston,"Joe Carothers, Jr.",JOE CAROTHERS,D,6880.0,Hse.86gen.
HLR-E56CFFA839155B948C9A,SRC-4CF437BDF3C43EB4AEB0,1986,house,86,Houston,Mimi Page,MIMI PAGE,R,6417.0,Hse.86gen.
HLR-F27CF2228A866C3656D9,SRC-4CF437BDF3C43EB4AEB0,1986,house,86,Houston,Steve McMillan,STEVE MCMILLAN,D,7233.0,Hse.86gen.
HLR-B9606B57060F8C00C0D4,SRC-4CF437BDF3C43EB4AEB0,1986,house,95,Baldwin,Steve McMillan,STEVE MCMILLAN,D,7233.0,Hse.86gen.
HLR-07DC6D702719092717CF,SRC-4CF437BDF3C43EB4AEB0,1986,house,95,Baldwin,Rex Childress,REX CHILDRESS,R,5841.0,Hse.86gen.
HLR-2018E55845875F4DE3DE,SRC-4CF437BDF3C43EB4AEB0,1986,house,87,Geneva,Russ Rothrock,RUSS ROTHROCK,R,1617.0,Hse.86gen.
HLR-9DA0FE0308BB85D9A63E,SRC-4CF437BDF3C43EB4AEB0,1986,house,87,Geneva,Nathan Mathis,NATHAN MATHIS,D,5034.0,Hse.86gen.
HLR-3C02C94115DB9E1D0223,SRC-4CF437BDF3C43EB4AEB0,1986,house,87,Geneva,Mike Box,MICHAEL BOX,D,6219.0,Hse.86gen.
HLR-3EC2DC86BDAD34376989,SRC-4CF437BDF3C43EB4AEB0,1986,house,87,Houston,Russ Rothrock,RUSS ROTHROCK,R,1611.0,Hse.86gen.
HLR-69B90F21AB1C53D38A05,SRC-4CF437BDF3C43EB4AEB0,1986,house,87,Houston,Nathan Mathis,NATHAN MATHIS,D,3427.0,Hse.86gen.
HLR-A189A47B91661DE0E81F,SRC-4CF437BDF3C43EB4AEB0,1986,house,96,Mobile,Mike Box,MICHAEL BOX,D,6219.0,Hse.86gen.
HLR-38EE01EFF7746E7C055B,SRC-4CF437BDF3C43EB4AEB0,1986,house,97,Mobile,Mary Zoghby,MARY ZOGHBY,D,6460.0,Hse.86gen.
HLR-5A36CA5A91253F16D278,SRC-4CF437BDF3C43EB4AEB0,1986,house,98,Mobile,William Clark,WILLIAM CLARK,D,5356.0,Hse.86gen.
HLR-35C4BF69806DB29D5357,SRC-4CF437BDF3C43EB4AEB0,1986,house,99,Mobile,James Buskey,JAMES BUSKEY,D,7610.0,Hse.86gen.
HLR-FA597BB5F5430EB0E3FB,SRC-4CF437BDF3C43EB4AEB0,1986,house,90,Butler,Dwight Faulk,DWIGHT FAULK,D,4552.0,Hse.86gen.
HLR-F57F373478FA7E2697B2,SRC-4CF437BDF3C43EB4AEB0,1986,house,90,Butler,Mahlon Stead,MAHLON STEAD,R,2520.0,Hse.86gen.
HLR-1195BE48D2874CE6A14E,SRC-4CF437BDF3C43EB4AEB0,1986,house,90,Butler,Victor Gaston,VICTOR GASTON,R,10492.0,Hse.86gen.
HLR-3220736B21CD56CCF731,SRC-4CF437BDF3C43EB4AEB0,1986,house,90,Crenshaw,Dwight Faulk,DWIGHT FAULK,D,3645.0,Hse.86gen.
HLR-589C2E3B2CEE1FF29FF7,SRC-4CF437BDF3C43EB4AEB0,1986,house,90,Crenshaw,Mahlon Stead,MAHLON STEAD,R,952.0,Hse.86gen.
