canonical_candidate_id,cycle,chamber,district,party,candidate,incumbent,prior_candidate_name,prior_party,match_method,match_confidence,review_status
AL-1998-house-14-D-GUIN,1998,house,14,D,Guin,1,"Guin, James Jr.",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-14-R-WALLACE,1998,house,14,R,Wallace,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-16-D-THIGPEN,1998,house,16,D,Thigpen,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-16-R-WALDON,1998,house,16,R,Waldon,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-17-D-MILLICAN,1998,house,17,D,Millican,1,"Millican, Michael",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-17-R-JOHNSON,1998,house,17,R,Johnson,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-18-D-MORROW,1998,house,18,D,Morrow,1,"Morrow, Johnny",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-18-R-BRITNELL,1998,house,18,R,Britnell,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-20-D-WILBURN,1998,house,20,D,Wilburn,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-20-R-SANDERFORD,1998,house,20,R,Sanderford,1,"Sanderford, Howard",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-21-D-JONES,1998,house,21,D,Jones,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-21-R-CLEMONS,1998,house,21,R,Clemons,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-22-D-HALL,1998,house,22,D,Hall,1,"Hall, Albert",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-22-R-HOLLINGSWORTH,1998,house,22,R,Hollingsworth,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-23-D-ROBINSON,1998,house,23,D,Robinson,1,"Robinson, John",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-23-R-SHELTON,1998,house,23,R,Shelton,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-24-D-BURKE,1998,house,24,D,Burke,1,Burke,D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-24-R-GREESON,1998,house,24,R,Greeson,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-25-D-HAWK,1998,house,25,D,Hawk,1,"Hawk, Howard",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-25-R-FINLEY,1998,house,25,R,Finley,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-26-D-MCDANIEL,1998,house,26,D,McDaniel,1,"McDaniel, W.",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-26-R-JOHNSTON,1998,house,26,R,Johnston,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-27-D-MURPHREE,1998,house,27,D,Murphree,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-27-R-THOMAS,1998,house,27,R,Thomas,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-28-D-FORD,1998,house,28,D,Ford,1,"Ford, Joe",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-28-R-STEPHENS,1998,house,28,R,Stephens,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-29-D-PAGE,1998,house,29,D,Page,1,"Page, John III",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-29-R-MALONE,1998,house,29,R,Malone,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-30-D-GALLIHER,1998,house,30,D,Galliher,1,"Galliher, Blaine",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-30-R-HOLLAND,1998,house,30,R,Holland,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-31-D-VENABLE,1998,house,31,D,Venable,1,"Venable, Jack",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-31-R-BOWEN,1998,house,31,R,Bowen,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-32-D-BOYD,1998,house,32,D,Boyd,1,"Boyd, Barbara",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-32-R-BRADFORD,1998,house,32,R,Bradford,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-35-D-HURST,1998,house,35,D,Hurst,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-35-R-SIMS,1998,house,35,R,Sims,1,Sims,R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-38-D-FULLER,1998,house,38,D,Fuller,1,"Fuller, William Jr.",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-38-R-INGRAM,1998,house,38,R,Ingram,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-42-D-MARTIN,1998,house,42,D,Martin,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-42-R-PARNELL,1998,house,42,R,Parnell,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-49-D-BLAIR,1998,house,49,D,Blair,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-49-R-THOMAS,1998,house,49,R,Thomas,1,"Thomas, Dave",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-51-D-MULLINS,1998,house,51,D,Mullins,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-51-R-HUMPHRYES,1998,house,51,R,Humphryes,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-54-D-PERDUE,1998,house,54,D,Perdue,1,"Perdue, George",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-54-R-LATIMORE,1998,house,54,R,Latimore,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-55-D-MAJOR,1998,house,55,D,Major,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-55-R-MORTON,1998,house,55,R,Morton,1,"Morton, Albert",R,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-house-60-D-HILLIARD,1998,house,60,D,Hilliard,1,"Hilliard, John",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-60-R-RUSSELL,1998,house,60,R,Russell,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-62-D-TINGLE,1998,house,62,D,Tingle,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-62-R-ALLEN,1998,house,62,R,Allen,1,"Allen, Gerald",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-63-D-STANLEY,1998,house,63,D,Stanley,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-63-R-PARKER,1998,house,63,R,Parker,0,"Parker, Tim Jr.",D,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-64-D-WARREN,1998,house,64,D,Warren,1,"Warren, James",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-64-R-ALBRITTON,1998,house,64,R,Albritton,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-65-D-DOLBARE,1998,house,65,D,Dolbare,1,"Dolbare, Jeff",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-65-R-OVERTON,1998,house,65,R,Overton,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-66-D-WHITE,1998,house,66,D,White,1,"White, Frank Paul",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-66-R-AUST,1998,house,66,R,Aust,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-67-D-MAULL,1998,house,67,D,Maull,1,"Maull, Edward",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-67-R-DOBYNES,1998,house,67,R,Dobynes,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-72-D-HAYDEN,1998,house,72,D,Hayden,1,"Hayden, Andrew",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-72-R-SUTTON,1998,house,72,R,Sutton,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-79-D-DEMPSEY,1998,house,79,D,Dempsey,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-79-R-HUBBARD,1998,house,79,R,Hubbard,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-80-D-VANCE,1998,house,80,D,Vance,1,"Vance, Lesley",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-80-R-DUNN,1998,house,80,R,Dunn,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-81-D-GRAHAM,1998,house,81,D,Graham,1,"Graham, Betty",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-81-R-KNIGHT,1998,house,81,R,Knight,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-84-D-BEASLEY,1998,house,84,D,Beasley,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-84-R-HORNE,1998,house,84,R,Horne,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-86-D-CAROTHERS,1998,house,86,D,Carothers,1,"Carothers, Joe Jr.",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-86-R-JEFFERS,1998,house,86,R,Jeffers,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-87-D-MATHIS,1998,house,87,D,Mathis,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-87-R-SEIBENHENER,1998,house,87,R,Seibenhener,1,"Seibenhener, Riley",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-89-D-BOOTHE,1998,house,89,D,Boothe,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-89-R-MEEKS,1998,house,89,R,Meeks,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-91-D-SPICER,1998,house,91,D,Spicer,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-91-R-MOORE,1998,house,91,R,Moore,1,Moore,R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-95-D-PFEIFER,1998,house,95,D,Pfeifer,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-95-R-MCMILLAN,1998,house,95,R,McMillan,1,"McMillan, Stephen",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-96-D-EASON,1998,house,96,D,Eason,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-96-R-GREENE,1998,house,96,R,Greene,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-102-D-PACE,1998,house,102,D,Pace,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-102-R-TURNER,1998,house,102,R,Turner,1,"Turner, J.E.",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-104-D-ROCKHOLD,1998,house,104,D,Rockhold,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-104-R-DEAN,1998,house,104,R,Dean,1,"Dean, Mike",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-house-105-D-STRAUB,1998,house,105,D,Straub,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-house-105-R-CRIGLER,1998,house,105,R,Crigler,1,"Crigler, Richard Jr.",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-1-D-DENTON,1998,senate,1,D,Denton,1,"Denton, Bobby",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-1-R-HARGETT,1998,senate,1,R,Hargett,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-2-D-BUTLER,1998,senate,2,D,Butler,1,"Butler, Tom",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-2-R-MCINNISH,1998,senate,2,R,McInnish,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-3-D-ROBERTS,1998,senate,3,D,Roberts,1,"Roberts, Tommy Ed",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-3-R-BUCHANAN,1998,senate,3,R,Buchanan,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-4-D-LITTLE,1998,senate,4,D,Little,1,"Little, T.D.",D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-4-R-HALE,1998,senate,4,R,Hale,1,Hale,R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-5-D-BISHOP,1998,senate,5,D,Bishop,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-5-R-LEE,1998,senate,5,R,Lee,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-6-D-BEDFORD,1998,senate,6,D,Bedford,1,"Bedford, Roger Jr.",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-6-R-HARDY,1998,senate,6,R,Hardy,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-7-D-BATTS,1998,senate,7,D,Batts,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-7-R-ENFINGER,1998,senate,7,R,Enfinger,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-8-D-BARRON,1998,senate,8,D,Barron,1,"Barron, Lowell",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-8-R-CULPEPPER,1998,senate,8,R,Culpepper,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-9-D-MITCHEM,1998,senate,9,D,Mitchem,1,"Mitchem, Hinton",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-9-R-KING,1998,senate,9,R,King,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-10-D-MEANS,1998,senate,10,D,Means,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-10-R-SMITH,1998,senate,10,R,Smith,1,Smith,R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-11-D-PREUITT,1998,senate,11,D,Preuitt,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-11-R-HILL,1998,senate,11,R,Hill,1,Hill,R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-1998-senate-12-D-THOMAS,1998,senate,12,D,Thomas,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-12-R-MARSH,1998,senate,12,R,Marsh,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-13-D-DIAL,1998,senate,13,D,Dial,1,"Dial, Gerald",D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-13-R-BRANCH,1998,senate,13,R,Branch,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-14-D-ROBINSON,1998,senate,14,D,Robinson,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-14-R-ARMISTEAD,1998,senate,14,R,Armistead,1,"Armistead, Bill",R,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-16-D-JOHNS,1998,senate,16,D,Johns,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-16-R-WAGGONER,1998,senate,16,R,Waggoner,1,"Waggoner, JT",R,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-18-D-MORROW,1998,senate,18,D,Morrow,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-18-R-BRITNELL,1998,senate,18,R,Britnell,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-20-D-ESCOTT,1998,senate,20,D,Escott,1,"Escott, Sundra",D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-20-R-BONHAM,1998,senate,20,R,Bonham,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-21-D-POOLE,1998,senate,21,D,Poole,1,"Poole, Phil",D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-21-R-BENTLEY,1998,senate,21,R,Bentley,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-22-D-LINDSEY,1998,senate,22,D,Lindsey,1,Lindsey,D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-22-R-JOYNER,1998,senate,22,R,Joyner,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-24-D-STEELE,1998,senate,24,D,Steele,1,"Steele, Charles Jr.",D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-24-R-WILLIAMS,1998,senate,24,R,Williams,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-25-D-CHAPPELL,1998,senate,25,D,Chappell,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-25-R-DIXON,1998,senate,25,R,Dixon,1,"Dixon, Larry",R,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-26-D-LANGFORD,1998,senate,26,D,Langford,1,"Langford, Charles",D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-26-R-SANDERS,1998,senate,26,R,Sanders,0,"Sanders, Henry",D,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-27-D-LITTLE,1998,senate,27,D,Little,1,"Little, T.D.",D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-27-R-TEEL,1998,senate,27,R,Teel,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-29-D-PALMER,1998,senate,29,D,Palmer,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-29-R-SMITH,1998,senate,29,R,Smith,1,Smith,R,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-30-D-MITCHELL,1998,senate,30,D,Mitchell,1,"Mitchell, Wendell",D,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-30-R-HOLLAND,1998,senate,30,R,Holland,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-31-D-HOLLEY,1998,senate,31,D,Holley,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-31-R-ADAMS,1998,senate,31,R,Adams,1,Adams,R,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-32-D-JENSEN,1998,senate,32,D,Jensen,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-32-R-LIPSCOMB,1998,senate,32,R,Lipscomb,1,"Lipscomb, Albert",R,shor_pre_election_roster_district_or_unique_surname,medium,supported
AL-1998-senate-35-D-STATEN,1998,senate,35,D,Staten,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-1998-senate-35-R-CALLAHAN,1998,senate,35,R,Callahan,0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-1-D-STARKEY-NELSON,2002,house,1,D,"Starkey, Nelson",1,"Starkey, Nelson Jr.",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-1-R-MCNATT-WILLIAM-DALE,2002,house,1,R,"McNatt, William Dale",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-2-D-PETTUS-MARY,2002,house,2,D,"Pettus, Mary",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-2-R-GREER-LYNN,2002,house,2,R,"Greer, Lynn",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-3-D-BLACK-MARCEL,2002,house,3,D,"Black, Marcel",1,"Black, Marcel",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-3-R-BARNES-STEVEN-C,2002,house,3,R,"Barnes, Steven C.",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-4-D-HANSBERRY-CATHY,2002,house,4,D,"Hansberry, Cathy",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-4-R-HAMMON-MICKY,2002,house,4,R,"Hammon, Micky",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-5-D-CARTER-TOMMY,2002,house,5,D,"Carter, Tommy",1,"Carter, Tommy",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-5-R-COFFMAN-RONNIE-G,2002,house,5,R,"Coffman, Ronnie G.",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-6-D-SCHMITZ-SUE,2002,house,6,D,"Schmitz, Sue",1,Schmitz,D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-6-R-FARGERSON-SHAWN,2002,house,6,R,"Fargerson, Shawn",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-7-D-LETSON-JOHN-JODY,2002,house,7,D,"Letson, John (Jody)",1,Letson,D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-7-R-RIDDLE-YOLANDA-YOYO,2002,house,7,R,"Riddle, Yolanda (Yoyo)",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-8-D-DUKES-BILL-J,2002,house,8,D,"Dukes, Bill J.",1,"Dukes, Bill",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-8-R-NEW-CLAY-H,2002,house,8,R,"New, Clay H.",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-9-D-GRANTLAND-RONALD,2002,house,9,D,"Grantland, Ronald",1,"Grantland, Ronald",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-9-R-COLEY-ROY,2002,house,9,R,"Coley, Roy",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-10-D-SMITH-PAM,2002,house,10,D,"Smith, Pam",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-10-R-BALL-MIKE,2002,house,10,R,"Ball, Mike",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-11-D-MAZE-DENNIS-E,2002,house,11,D,"Maze, Dennis E.",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-11-R-ODEN-JEREMY-H,2002,house,11,R,"Oden, Jeremy H.",1,"Oden, Jeremy",R,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-12-D-MORRISON-NEAL,2002,house,12,D,"Morrison, Neal",1,Morrison,D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-12-R-BESHEARS-MITCHELL,2002,house,12,R,"BeShears, Mitchell",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-13-D-SHERER-TOMMY,2002,house,13,D,"Sherer, Tommy",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-13-R-COMBS-TOMMY,2002,house,13,R,"Combs, Tommy",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-14-D-GUIN-KEN,2002,house,14,D,"Guin, Ken",1,"Guin, James Jr.",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-14-R-FRAZIER-ED,2002,house,14,R,"Frazier, Ed",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-15-R-HUMPHYRES-BOBBY,2002,house,15,R,"Humphyres, Bobby",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
AL-2002-house-16-D-THIGPEN-WILLIAMS-E,2002,house,16,D,"Thigpen, Williams E.",1,"Thigpen, William Sr.",D,shor_pre_election_roster_district_or_unique_surname,high,supported
AL-2002-house-16-R-ACKER-JOE-D,2002,house,16,R,"Acker, Joe D.",0,,,shor_pre_election_roster_district_or_unique_surname,low,unknown
