year,county_key,office,party_norm,alabama_sos,openelections,difference_sos_minus_oe,absolute_difference,comparison_status,authoritative_vote_source,certified_canvass_status
1998,HENRY,Attorney General,R,2308.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HENRY,Governor,D,6169.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HENRY,Governor,R,4842.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HENRY,Secretary of State,D,2587.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HENRY,Secretary of State,R,2477.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HENRY,State Auditor,D,2950.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HENRY,State Auditor,R,1948.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HENRY,State Treasurer,D,4111.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HENRY,State Treasurer,R,1145.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,Attorney General,D,10248.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,Attorney General,R,13562.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,Governor,D,20765.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,Governor,R,27481.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,Secretary of State,D,8833.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,Secretary of State,R,14071.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,State Auditor,D,9459.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,State Auditor,R,12813.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,State Treasurer,D,16453.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,HOUSTON,State Treasurer,R,7085.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,Attorney General,D,6821.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,Attorney General,R,4411.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,Governor,D,15459.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,Governor,R,8834.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,Secretary of State,D,6933.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,Secretary of State,R,3843.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,State Auditor,D,7210.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,State Auditor,R,3419.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,State Treasurer,D,8063.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JACKSON,State Treasurer,R,3100.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,Attorney General,D,106923.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,Attorney General,R,109716.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,Governor,D,242174.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,Governor,R,194343.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,Secretary of State,D,103870.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,Secretary of State,R,109239.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,State Auditor,D,112367.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,State Auditor,R,98222.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,State Treasurer,D,131974.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,JEFFERSON,State Treasurer,R,82650.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,Attorney General,D,2307.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,Attorney General,R,1958.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,Governor,D,4764.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,Governor,R,4043.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,Secretary of State,D,2126.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,Secretary of State,R,2034.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,State Auditor,D,2288.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,State Auditor,R,1824.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,State Treasurer,D,2920.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAMAR,State Treasurer,R,1343.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,Attorney General,D,12700.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,Attorney General,R,11593.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,Governor,D,27515.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,Governor,R,22577.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,Secretary of State,D,13620.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,Secretary of State,R,9657.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,State Auditor,D,14008.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,State Auditor,R,8902.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,State Treasurer,D,16400.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAUDERDALE,State Treasurer,R,7441.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,Attorney General,D,6091.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,Attorney General,R,3886.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,Governor,D,13211.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,Governor,R,7350.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,Secretary of State,D,6369.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,Secretary of State,R,3201.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,State Auditor,D,7172.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,State Auditor,R,2353.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,State Treasurer,D,7589.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LAWRENCE,State Treasurer,R,2202.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,Attorney General,D,13070.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,Attorney General,R,14139.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,Governor,D,29719.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,Governor,R,26253.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,Secretary of State,D,12128.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,Secretary of State,R,14296.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,State Auditor,D,12105.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,State Auditor,R,13880.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,State Treasurer,D,16024.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LEE,State Treasurer,R,10708.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,Attorney General,D,9287.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,Attorney General,R,9787.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,Governor,D,20762.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,Governor,R,18768.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,Secretary of State,D,9356.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,Secretary of State,R,8780.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,State Auditor,D,11186.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,State Auditor,R,7009.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,State Treasurer,D,11689.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LIMESTONE,State Treasurer,R,6986.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,Attorney General,D,3697.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,Attorney General,R,1172.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,Governor,D,7524.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,Governor,R,2462.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,Secretary of State,D,3389.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,Secretary of State,R,1260.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,State Auditor,D,3454.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,State Auditor,R,1128.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,State Treasurer,D,3976.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,LOWNDES,State Treasurer,R,723.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,Attorney General,D,6283.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,Attorney General,R,920.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,Governor,D,11809.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,Governor,R,1392.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,Secretary of State,D,6102.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,Secretary of State,R,954.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,State Auditor,D,6155.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,State Auditor,R,812.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,State Treasurer,D,6577.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MACON,State Treasurer,R,506.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,Attorney General,D,36658.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,Attorney General,R,42377.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,Governor,D,92723.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,Governor,R,69717.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,Secretary of State,D,38326.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,Secretary of State,R,38166.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,State Auditor,D,40656.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,State Auditor,R,33871.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,State Treasurer,D,47359.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MADISON,State Treasurer,R,30142.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,Attorney General,D,4771.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,Attorney General,R,3449.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,Governor,D,9903.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,Governor,R,6879.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,Secretary of State,D,4456.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,Secretary of State,R,3504.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,State Auditor,D,4815.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,State Auditor,R,3014.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,State Treasurer,D,6358.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARENGO,State Treasurer,R,1725.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,Attorney General,D,4870.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,Attorney General,R,4135.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,Governor,D,10629.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,Governor,R,7880.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,Secretary of State,D,4844.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,Secretary of State,R,3959.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,State Auditor,D,5490.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,State Auditor,R,3140.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,State Treasurer,D,6254.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARION,State Treasurer,R,2662.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,Attorney General,D,9657.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,Attorney General,R,11149.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,Governor,D,22301.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,Governor,R,21052.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,Secretary of State,D,9634.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,Secretary of State,R,10172.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,State Auditor,D,10805.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,State Auditor,R,8475.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,State Treasurer,D,12839.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MARSHALL,State Treasurer,R,7556.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,Attorney General,D,46589.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,Attorney General,R,52859.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,Governor,D,109350.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,Governor,R,95939.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,Secretary of State,D,46629.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,Secretary of State,R,45993.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,State Auditor,D,47072.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,State Auditor,R,43618.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,State Treasurer,D,55332.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MOBILE,State Treasurer,R,39912.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,Attorney General,D,3915.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,Attorney General,R,3311.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,Governor,D,7973.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,Governor,R,6848.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,Secretary of State,D,3863.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,Secretary of State,R,3101.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,State Auditor,D,3784.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,State Auditor,R,2977.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,State Treasurer,D,4967.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONROE,State Treasurer,R,1945.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,Attorney General,D,38052.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,Attorney General,R,30452.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,Governor,D,79798.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,Governor,R,58880.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,Secretary of State,D,34303.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,Secretary of State,R,31624.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,State Auditor,D,36663.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,State Auditor,R,27813.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,State Treasurer,D,47501.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MONTGOMERY,State Treasurer,R,19588.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,Attorney General,D,15002.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,Attorney General,R,18728.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,Governor,D,35620.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,Governor,R,33598.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,Secretary of State,D,17776.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,Secretary of State,R,15508.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,State Auditor,D,19861.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,State Auditor,R,13357.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,State Treasurer,D,21131.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,MORGAN,State Treasurer,R,12300.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,Attorney General,D,3499.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,Attorney General,R,1223.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,Governor,D,7092.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,Governor,R,2444.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,Secretary of State,D,3348.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,Secretary of State,R,1289.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,State Auditor,D,3384.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,State Auditor,R,1226.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,State Treasurer,D,4005.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PERRY,State Treasurer,R,667.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,Attorney General,D,3651.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,Attorney General,R,2932.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,Governor,D,7603.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,Governor,R,5905.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,Secretary of State,D,3455.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,Secretary of State,R,2913.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,State Auditor,D,3755.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,State Auditor,R,2560.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,State Treasurer,D,4751.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PICKENS,State Treasurer,R,1769.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,Attorney General,D,5615.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,Attorney General,R,3427.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,Governor,D,9517.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,Governor,R,8617.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,Secretary of State,D,4107.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,Secretary of State,R,4535.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,State Auditor,D,4447.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,State Auditor,R,3921.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,State Treasurer,D,6492.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,PIKE,State Treasurer,R,2267.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,Attorney General,D,2851.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,Attorney General,R,2423.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,Governor,D,5996.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,Governor,R,5256.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,Secretary of State,D,2752.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,Secretary of State,R,2338.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,State Auditor,D,2846.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,State Auditor,R,2138.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,State Treasurer,D,3482.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RANDOLPH,State Treasurer,R,1728.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RUSSELL,Attorney General,D,6322.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RUSSELL,Attorney General,R,3202.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RUSSELL,Governor,D,13651.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RUSSELL,Governor,R,5875.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RUSSELL,Secretary of State,D,6163.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
1998,RUSSELL,Secretary of State,R,3212.0,,,,secondary_missing,alabama_sos_official_precinct,separate_canvass_comparison_pending
