cycle,chamber,district,baseline_low,baseline_high,baseline_mean,baseline_scenario_sd,baseline_range
2010,house,24,-22.284443442329874,-22.284443442329874,-22.284443442329874,0.0,0.0
2010,house,25,-33.27374320471391,-33.27374320471391,-33.27374320471391,0.0,0.0
2010,house,26,-43.03741910107067,-43.03741910107067,-43.03741910107067,0.0,0.0
2010,house,27,-44.234779322849775,-44.234779322849775,-44.234779322849775,0.0,0.0
2010,house,28,-15.303561792964643,-15.30356179296464,-15.303561792964643,1.7763568394002505e-15,3.552713678800501e-15
2010,house,29,-15.180152714205384,-15.180152714205377,-15.180152714205377,3.2023728339893768e-15,7.105427357601002e-15
2010,house,30,-42.055182848663044,-42.055182848663044,-42.055182848663044,0.0,0.0
2010,house,31,-27.701786879095824,-27.701786879095824,-27.701786879095824,0.0,0.0
2010,house,32,-15.894846007761833,-15.89484600776183,-15.894846007761831,1.538370149106851e-15,3.552713678800501e-15
2010,house,33,-9.404047670284804,-9.4040476702848,-9.404047670284802,1.7763568394002505e-15,3.552713678800501e-15
2010,house,34,-55.279759031449245,-55.279759031449245,-55.279759031449245,0.0,0.0
2010,house,35,-19.117277666381412,-19.117277666381412,-19.117277666381412,0.0,0.0
2010,house,36,-35.11289226371082,-35.11289226371081,-35.11289226371082,3.552713678800501e-15,7.105427357601002e-15
2010,house,37,-20.88464749117857,-20.884647491178566,-20.884647491178566,1.7763568394002505e-15,3.552713678800501e-15
2010,house,38,-4.675363247487657,-4.675363247487651,-4.675363247487655,2.7733362266239673e-15,6.217248937900877e-15
2010,house,39,-30.648103790185274,-30.648103790185267,-30.648103790185274,3.552713678800501e-15,7.105427357601002e-15
2010,house,40,-27.85769798642847,-27.85769798642847,-27.85769798642847,0.0,0.0
2010,house,41,-55.58277401799788,-55.58277401799788,-55.58277401799787,0.0,0.0
2010,house,42,-43.60497631539461,-43.604976315394595,-43.60497631539461,7.105427357601002e-15,1.4210854715202004e-14
2010,house,43,-57.74036864641261,-57.74036864641256,-57.74036864641257,2.218668981299174e-14,4.973799150320701e-14
2010,house,44,-2.3701715725978327,-2.37017157259783,-2.3701715725978323,1.2362920382602608e-15,2.6645352591003757e-15
2010,house,45,-6.8854972868816136,-6.885497286881612,-6.885497286881612,7.691850745534255e-16,1.7763568394002505e-15
2010,house,46,-2.3701715725978327,-2.3701715725978327,-2.3701715725978327,0.0,0.0
2010,house,47,-2.370171572597828,-2.370171572597828,-2.370171572597828,0.0,0.0
2010,house,48,-21.74904411044367,-21.74904411044367,-21.74904411044367,0.0,0.0
2010,house,49,-49.08228915261793,-49.08228915261793,-49.08228915261793,0.0,0.0
2010,house,50,-51.43219329299308,-51.43219329299308,-51.43219329299308,0.0,0.0
2010,house,51,-22.502117915654228,-22.502117915654217,-22.502117915654217,4.699798436761765e-15,1.0658141036401503e-14
2010,house,52,10.32944177585403,10.329441775854033,10.329441775854031,1.7763568394002505e-15,3.552713678800501e-15
2010,house,53,25.189470524583896,25.189470524583903,25.189470524583896,3.552713678800501e-15,7.105427357601002e-15
2010,house,54,10.880094866934824,10.880094866934828,10.880094866934824,1.538370149106851e-15,3.552713678800501e-15
2010,house,55,-2.3386044728488002,-2.3386044728487985,-2.338604472848799,8.005932084973442e-16,1.7763568394002505e-15
2010,house,56,1.831277865672194,1.8312778656721953,1.8312778656721942,5.874748045952207e-16,1.3322676295501878e-15
2010,house,57,3.1634858173850073,3.1634858173850113,3.1634858173850082,1.817513422402428e-15,3.9968028886505635e-15
2010,house,58,9.075069090000271,9.075069090000285,9.075069090000273,6.4047456679787536e-15,1.4210854715202004e-14
2010,house,59,18.65170147103688,18.6517014710369,18.651701471036883,9.39959687352353e-15,2.1316282072803006e-14
2010,house,60,7.149874873222298,7.149874873222304,7.149874873222299,2.7733362266239673e-15,6.217248937900877e-15
2010,house,61,-13.439549801845839,-13.439549801845828,-13.439549801845837,4.699798436761765e-15,1.0658141036401503e-14
2010,house,62,-24.329892259600264,-24.329892259600264,-24.329892259600264,0.0,0.0
2010,house,63,-21.75141511620005,-21.75141511620005,-21.75141511620005,0.0,0.0
2010,house,64,-23.74723598921345,-23.747235989213443,-23.747235989213447,3.552713678800501e-15,7.105427357601002e-15
2010,house,65,-2.2656172267453165,-2.2656172267453165,-2.2656172267453165,0.0,0.0
2010,house,66,-33.402312607291094,-33.402312607291094,-33.402312607291094,0.0,0.0
2010,house,67,40.13619085424779,40.13619085424779,40.13619085424779,0.0,0.0
2010,house,68,7.337730628018196,7.337730628018196,7.337730628018195,0.0,0.0
2010,house,69,35.4493354677695,35.44933546776951,35.4493354677695,3.552713678800501e-15,7.105427357601002e-15
2010,house,70,-20.787725708578847,-20.787725708578847,-20.787725708578847,0.0,0.0
2010,house,71,40.612079504305974,40.612079504305996,40.61207950430598,9.39959687352353e-15,2.1316282072803006e-14
2010,house,72,24.333366475261432,24.333366475261432,24.333366475261432,0.0,0.0
2010,house,73,20.261810311356747,20.261810311356754,20.261810311356747,3.552713678800501e-15,7.105427357601002e-15
2010,house,74,20.261810311356754,20.261810311356754,20.261810311356754,0.0,0.0
2010,house,75,-9.222772574001368,-9.222772574001356,-9.222772574001358,5.546672453247935e-15,1.2434497875801753e-14
2010,house,76,20.26181031135675,20.26181031135675,20.26181031135675,0.0,0.0
2010,house,77,20.26181031135675,20.26181031135675,20.26181031135675,0.0,0.0
2010,house,78,20.261810311356754,20.261810311356754,20.261810311356754,0.0,0.0
2010,house,79,-18.700875093116636,-18.700875093116636,-18.700875093116636,0.0,0.0
