cycle,chamber,district,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,core_index_margin,core_index_offices,baseline_allocation_method,core_index_complete,contested_two_party,raw_overperformance,score_status
1994,house,30,7026.0,5912.0,12938.0,8.610295254289689,-7.248774903531041,2,legislative_activity_split_provisional,True,True,15.85907015782073,provisional_raw_baseline_not_fitted_cmo
1994,house,31,9180.0,0.0,9180.0,100.0,-26.995551808348104,2,legislative_activity_split_provisional,True,False,126.9955518083481,provisional_raw_baseline_not_fitted_cmo
1994,house,32,4541.0,2241.0,6782.0,33.91329991153052,49.257008393117275,2,legislative_activity_split_provisional,True,True,-15.343708481586752,provisional_raw_baseline_not_fitted_cmo
1994,house,33,5981.0,3621.0,9602.0,24.578212872318268,-9.461517835592058,2,legislative_activity_split_provisional,True,True,34.03973070791032,provisional_raw_baseline_not_fitted_cmo
1994,house,34,5180.0,0.0,5180.0,100.0,-1.140540974102965,2,legislative_activity_split_provisional,True,False,101.14054097410296,provisional_raw_baseline_not_fitted_cmo
1994,house,35,4734.0,5091.0,9825.0,-3.633587786259542,-7.430768070392073,2,legislative_activity_split_provisional,True,True,3.7971802841325313,provisional_raw_baseline_not_fitted_cmo
1994,house,36,4172.0,5371.0,9543.0,-12.564183170910615,-10.532809469925606,2,legislative_activity_split_provisional,True,True,-2.031373700985009,provisional_raw_baseline_not_fitted_cmo
1994,house,37,7612.0,0.0,7612.0,100.0,2.456199003327102,2,legislative_activity_split_provisional,True,False,97.5438009966729,provisional_raw_baseline_not_fitted_cmo
1994,house,38,7182.0,0.0,7182.0,100.0,-0.32088671480610076,2,legislative_activity_split_provisional,True,False,100.32088671480611,provisional_raw_baseline_not_fitted_cmo
1994,house,39,5860.0,0.0,5860.0,100.0,23.201064829779206,2,legislative_activity_split_provisional,True,False,76.7989351702208,provisional_raw_baseline_not_fitted_cmo
1994,house,40,5174.0,8703.0,13877.0,-25.43056856669309,-31.47547522557591,2,legislative_activity_split_provisional,True,True,6.0449066588828195,provisional_raw_baseline_not_fitted_cmo
1994,house,41,10277.0,0.0,10277.0,100.0,-38.361741774676474,2,legislative_activity_split_provisional,True,False,138.3617417746765,provisional_raw_baseline_not_fitted_cmo
1994,house,42,8909.0,4157.0,13066.0,36.36920251033216,-13.500368336444247,2,legislative_activity_split_provisional,True,True,49.869570846776405,provisional_raw_baseline_not_fitted_cmo
1994,house,43,3731.0,10152.0,13883.0,-46.25081034358568,-40.44313044442177,2,legislative_activity_split_provisional,True,True,-5.807679899163908,provisional_raw_baseline_not_fitted_cmo
1994,house,44,10765.0,0.0,10765.0,100.0,-54.570606053854036,2,legislative_activity_split_provisional,True,False,154.57060605385402,provisional_raw_baseline_not_fitted_cmo
1994,house,45,10599.0,0.0,10599.0,100.0,-40.68517417572735,2,legislative_activity_split_provisional,True,False,140.68517417572735,provisional_raw_baseline_not_fitted_cmo
1994,house,46,2681.0,14516.0,17197.0,-68.82014304820608,-58.322132280277074,2,legislative_activity_split_provisional,True,True,-10.498010767929003,provisional_raw_baseline_not_fitted_cmo
1994,house,47,13349.0,0.0,13349.0,100.0,-52.265357179363804,2,legislative_activity_split_provisional,True,False,152.2653571793638,provisional_raw_baseline_not_fitted_cmo
1994,house,48,2750.0,13809.0,16559.0,-66.78543390301347,-58.67220329456577,2,legislative_activity_split_provisional,True,True,-8.1132306084477,provisional_raw_baseline_not_fitted_cmo
1994,house,49,5872.0,6614.0,12486.0,-5.942655774467403,-28.003213100741284,2,legislative_activity_split_provisional,True,True,22.06055732627388,provisional_raw_baseline_not_fitted_cmo
1994,house,50,2498.0,9808.0,12306.0,-59.40191776369251,-50.51974361021321,2,legislative_activity_split_provisional,True,True,-8.882174153479298,provisional_raw_baseline_not_fitted_cmo
1994,house,51,12582.0,0.0,12582.0,100.0,-38.72106910405938,2,legislative_activity_split_provisional,True,False,138.72106910405938,provisional_raw_baseline_not_fitted_cmo
1994,house,52,7750.0,0.0,7750.0,100.0,52.23069612751806,2,legislative_activity_split_provisional,True,False,47.76930387248194,provisional_raw_baseline_not_fitted_cmo
1994,house,53,5925.0,3029.0,8954.0,32.343086888541436,55.14292193019486,2,legislative_activity_split_provisional,True,True,-22.799835041653424,provisional_raw_baseline_not_fitted_cmo
1994,house,54,6237.0,3128.0,9365.0,33.19807794981313,35.41218973532892,2,legislative_activity_split_provisional,True,True,-2.21411178551579,provisional_raw_baseline_not_fitted_cmo
1994,house,55,6722.0,2282.0,9004.0,49.31141714793425,45.11008427935693,2,legislative_activity_split_provisional,True,True,4.2013328685773175,provisional_raw_baseline_not_fitted_cmo
1994,house,56,8149.0,0.0,8149.0,100.0,54.65797186842097,2,legislative_activity_split_provisional,True,False,45.34202813157903,provisional_raw_baseline_not_fitted_cmo
1994,house,57,8247.0,0.0,8247.0,100.0,55.49858902125619,2,legislative_activity_split_provisional,True,False,44.50141097874381,provisional_raw_baseline_not_fitted_cmo
1994,house,58,6055.0,813.0,6868.0,76.32498543972044,51.4523535248093,2,legislative_activity_split_provisional,True,True,24.87263191491114,provisional_raw_baseline_not_fitted_cmo
