year,chamber,district,canonical_party,canonical_votes,canonical_name,canonical_source,person_id,canonical_candidate_id,incumbent,winner
1998,house,9,D,7095.0,Grantland,alabama_sos,ALPERSON-GRANTLAND,AL-1998-house-9-D-GRANTLAND,0,1
1998,house,9,R,6744.0,Ball,alabama_sos,ALPERSON-BALL,AL-1998-house-9-R-BALL,0,0
1998,house,10,D,5253.0,Smith,alabama_sos,ALPERSON-SMITH,AL-1998-house-10-D-SMITH,0,0
1998,house,10,R,7763.0,Haney,alabama_sos,ALPERSON-HANEY,AL-1998-house-10-R-HANEY,0,1
1998,house,11,D,5806.0,White,alabama_sos,ALPERSON-WHITE,AL-1998-house-11-D-WHITE,0,0
1998,house,11,R,6739.0,Oden,alabama_sos,ALPERSON-ODEN,AL-1998-house-11-R-ODEN,0,1
1998,house,12,D,8753.0,Morrison,alabama_sos,ALPERSON-MORRISON,AL-1998-house-12-D-MORRISON,0,1
1998,house,12,R,5069.0,Hastimgs,alabama_sos,ALPERSON-HASTIMGS,AL-1998-house-12-R-HASTIMGS,0,0
1998,house,13,D,7328.0,Hogan,alabama_sos,ALPERSON-HOGAN,AL-1998-house-13-D-HOGAN,0,1
1998,house,13,R,5743.0,Branch,alabama_sos,ALPERSON-BRANCH,AL-1998-house-13-R-BRANCH,0,0
1998,house,14,D,8128.0,Guin,alabama_sos,ALPERSON-GUIN,AL-1998-house-14-D-GUIN,0,1
1998,house,14,R,5311.0,Wallace,alabama_sos,ALPERSON-WALLACE,AL-1998-house-14-R-WALLACE,0,0
1998,house,16,D,7292.0,Thigpen,alabama_sos,ALPERSON-THIGPEN,AL-1998-house-16-D-THIGPEN,0,1
1998,house,16,R,5503.0,Waldon,alabama_sos,ALPERSON-WALDON,AL-1998-house-16-R-WALDON,0,0
1998,house,17,D,9192.0,Millican,alabama_sos,ALPERSON-MILLICAN,AL-1998-house-17-D-MILLICAN,0,1
1998,house,17,R,3673.0,Johnson,alabama_sos,ALPERSON-JOHNSON,AL-1998-house-17-R-JOHNSON,0,0
1998,house,18,D,2075.0,Morrow,alabama_sos,ALPERSON-MORROW,AL-1998-house-18-D-MORROW,0,1
1998,house,18,R,1515.0,Britnell,alabama_sos,ALPERSON-BRITNELL,AL-1998-house-18-R-BRITNELL,0,0
1998,house,20,D,5197.0,Wilburn,alabama_sos,ALPERSON-WILBURN,AL-1998-house-20-D-WILBURN,0,0
1998,house,20,R,10929.0,Sanderford,alabama_sos,ALPERSON-SANDERFORD,AL-1998-house-20-R-SANDERFORD,0,1
1998,house,21,D,6252.0,Jones,alabama_sos,ALPERSON-JONES,AL-1998-house-21-D-JONES,0,1
1998,house,21,R,3352.0,Clemons,alabama_sos,ALPERSON-CLEMONS,AL-1998-house-21-R-CLEMONS,0,0
1998,house,22,D,7715.0,Hall,alabama_sos,ALPERSON-HALL,AL-1998-house-22-D-HALL,0,1
1998,house,22,R,3352.0,Hollingsworth,alabama_sos,ALPERSON-HOLLINGSWORTH,AL-1998-house-22-R-HOLLINGSWORTH,0,0
1998,house,23,D,6519.0,Robinson,alabama_sos,ALPERSON-ROBINSON,AL-1998-house-23-D-ROBINSON,0,1
1998,house,23,R,3117.0,Shelton,alabama_sos,ALPERSON-SHELTON,AL-1998-house-23-R-SHELTON,0,0
1998,house,24,D,5999.0,Burke,alabama_sos,ALPERSON-BURKE,AL-1998-house-24-D-BURKE,0,0
1998,house,24,R,6761.0,Greeson,alabama_sos,ALPERSON-GREESON,AL-1998-house-24-R-GREESON,0,1
1998,house,25,D,8552.0,Hawk,alabama_sos,ALPERSON-HAWK,AL-1998-house-25-D-HAWK,0,1
1998,house,25,R,4112.0,Finley,alabama_sos,ALPERSON-FINLEY,AL-1998-house-25-R-FINLEY,0,0
1998,house,26,D,8522.0,McDaniel,alabama_sos,ALPERSON-MCDANIEL,AL-1998-house-26-D-MCDANIEL,0,1
1998,house,26,R,3337.0,Johnston,alabama_sos,ALPERSON-JOHNSTON,AL-1998-house-26-R-JOHNSTON,0,0
1998,house,27,D,6706.0,Murphree,alabama_sos,ALPERSON-MURPHREE,AL-1998-house-27-D-MURPHREE,0,0
1998,house,27,R,6748.0,Thomas,alabama_sos,ALPERSON-THOMAS,AL-1998-house-27-R-THOMAS,0,1
1998,house,28,D,8449.0,Ford,alabama_sos,ALPERSON-FORD,AL-1998-house-28-D-FORD,0,1
1998,house,28,R,3423.0,Stephens,alabama_sos,ALPERSON-STEPHENS,AL-1998-house-28-R-STEPHENS,0,0
1998,house,29,D,6028.0,Page,alabama_sos,ALPERSON-PAGE,AL-1998-house-29-D-PAGE,0,1
1998,house,29,R,4858.0,Malone,alabama_sos,ALPERSON-MALONE,AL-1998-house-29-R-MALONE,0,0
1998,house,30,D,5511.0,Galliher,alabama_sos,ALPERSON-GALLIHER,AL-1998-house-30-D-GALLIHER,0,1
1998,house,30,R,4445.0,Holland,alabama_sos,ALPERSON-HOLLAND,AL-1998-house-30-R-HOLLAND,0,0
1998,house,31,D,9290.0,Venable,alabama_sos,ALPERSON-VENABLE,AL-1998-house-31-D-VENABLE,0,1
1998,house,31,R,5283.0,Bowen,alabama_sos,ALPERSON-BOWEN,AL-1998-house-31-R-BOWEN,0,0
1998,house,32,D,6699.0,Boyd,alabama_sos,ALPERSON-BOYD,AL-1998-house-32-D-BOYD,0,1
1998,house,32,R,1617.0,Bradford,alabama_sos,ALPERSON-BRADFORD,AL-1998-house-32-R-BRADFORD,0,0
1998,house,35,D,3193.0,Hurst,alabama_sos,ALPERSON-HURST,AL-1998-house-35-D-HURST,0,0
1998,house,35,R,5573.0,Sims,alabama_sos,ALPERSON-SIMS,AL-1998-house-35-R-SIMS,0,1
1998,house,38,D,6774.0,Fuller,alabama_sos,ALPERSON-FULLER,AL-1998-house-38-D-FULLER,0,1
1998,house,38,R,3756.0,Ingram,alabama_sos,ALPERSON-INGRAM,AL-1998-house-38-R-INGRAM,0,0
1998,house,42,D,7626.0,Martin,alabama_sos,ALPERSON-MARTIN,AL-1998-house-42-D-MARTIN,0,1
1998,house,42,R,7036.0,Parnell,alabama_sos,ALPERSON-PARNELL,AL-1998-house-42-R-PARNELL,0,0
1998,house,49,D,7321.0,Blair,alabama_sos,ALPERSON-BLAIR,AL-1998-house-49-D-BLAIR,0,0
1998,house,49,R,7473.0,Thomas,alabama_sos,ALPERSON-THOMAS,AL-1998-house-49-R-THOMAS,0,1
1998,house,51,D,3867.0,Mullins,alabama_sos,ALPERSON-MULLINS,AL-1998-house-51-D-MULLINS,0,0
1998,house,51,R,9661.0,Humphryes,alabama_sos,ALPERSON-HUMPHRYES,AL-1998-house-51-R-HUMPHRYES,0,1
1998,house,54,D,7235.0,Perdue,alabama_sos,ALPERSON-PERDUE,AL-1998-house-54-D-PERDUE,0,1
1998,house,54,R,2252.0,Latimore,alabama_sos,ALPERSON-LATIMORE,AL-1998-house-54-R-LATIMORE,0,0
1998,house,55,D,8147.0,Major,alabama_sos,ALPERSON-MAJOR,AL-1998-house-55-D-MAJOR,0,1
1998,house,55,R,1906.0,Morton,alabama_sos,ALPERSON-MORTON,AL-1998-house-55-R-MORTON,0,0
1998,house,60,D,8726.0,Hilliard,alabama_sos,ALPERSON-HILLIARD,AL-1998-house-60-D-HILLIARD,0,1
1998,house,60,R,1612.0,Russell,alabama_sos,ALPERSON-RUSSELL,AL-1998-house-60-R-RUSSELL,0,0
1998,house,62,D,6081.0,Tingle,alabama_sos,ALPERSON-TINGLE,AL-1998-house-62-D-TINGLE,0,0
1998,house,62,R,8276.0,Allen,alabama_sos,ALPERSON-ALLEN,AL-1998-house-62-R-ALLEN,0,1
1998,house,63,D,3912.0,Stanley,alabama_sos,ALPERSON-STANLEY,AL-1998-house-63-D-STANLEY,0,0
1998,house,63,R,8672.0,Parker,alabama_sos,ALPERSON-PARKER,AL-1998-house-63-R-PARKER,0,1
1998,house,64,D,7423.0,Warren,alabama_sos,ALPERSON-WARREN,AL-1998-house-64-D-WARREN,0,1
1998,house,64,R,5086.0,Albritton,alabama_sos,ALPERSON-ALBRITTON,AL-1998-house-64-R-ALBRITTON,0,0
1998,house,65,D,9100.0,Dolbare,alabama_sos,ALPERSON-DOLBARE,AL-1998-house-65-D-DOLBARE,0,1
1998,house,65,R,4002.0,Overton,alabama_sos,ALPERSON-OVERTON,AL-1998-house-65-R-OVERTON,0,0
1998,house,66,D,6433.0,White,alabama_sos,ALPERSON-WHITE,AL-1998-house-66-D-WHITE,0,1
1998,house,66,R,3146.0,Aust,alabama_sos,ALPERSON-AUST,AL-1998-house-66-R-AUST,0,0
1998,house,67,D,8521.0,Maull,alabama_sos,ALPERSON-MAULL,AL-1998-house-67-D-MAULL,0,1
1998,house,67,R,3129.0,Dobynes,alabama_sos,ALPERSON-DOBYNES,AL-1998-house-67-R-DOBYNES,0,0
1998,house,72,D,8973.0,Hayden,alabama_sos,ALPERSON-HAYDEN,AL-1998-house-72-D-HAYDEN,0,1
1998,house,72,R,4152.0,Sutton,alabama_sos,ALPERSON-SUTTON,AL-1998-house-72-R-SUTTON,0,0
1998,house,79,D,5971.0,Dempsey,alabama_sos,ALPERSON-DEMPSEY,AL-1998-house-79-D-DEMPSEY,0,0
1998,house,79,R,8356.0,Hubbard,alabama_sos,ALPERSON-HUBBARD,AL-1998-house-79-R-HUBBARD,0,1
1998,house,80,D,6462.0,Vance,alabama_sos,ALPERSON-VANCE,AL-1998-house-80-D-VANCE,0,1
1998,house,80,R,3544.0,Dunn,alabama_sos,ALPERSON-DUNN,AL-1998-house-80-R-DUNN,0,0
1998,house,81,D,10313.0,Graham,alabama_sos,ALPERSON-GRAHAM,AL-1998-house-81-D-GRAHAM,0,1
1998,house,81,R,3723.0,Knight,alabama_sos,ALPERSON-KNIGHT,AL-1998-house-81-R-KNIGHT,0,0
1998,house,84,D,7634.0,Beasley,alabama_sos,ALPERSON-BEASLEY,AL-1998-house-84-D-BEASLEY,0,1
1998,house,84,R,5519.0,Horne,alabama_sos,ALPERSON-HORNE,AL-1998-house-84-R-HORNE,0,0
1998,house,86,D,7116.0,Carothers,alabama_sos,ALPERSON-CAROTHERS,AL-1998-house-86-D-CAROTHERS,0,1
1998,house,86,R,4227.0,Jeffers,alabama_sos,ALPERSON-JEFFERS,AL-1998-house-86-R-JEFFERS,0,0
1998,house,87,D,5434.0,Mathis,alabama_sos,ALPERSON-MATHIS,AL-1998-house-87-D-MATHIS,0,0
1998,house,87,R,7910.0,Seibenhener,alabama_sos,ALPERSON-SEIBENHENER,AL-1998-house-87-R-SEIBENHENER,0,1
1998,house,89,D,8669.0,Boothe,alabama_sos,ALPERSON-BOOTHE,AL-1998-house-89-D-BOOTHE,0,1
1998,house,89,R,7102.0,Meeks,alabama_sos,ALPERSON-MEEKS,AL-1998-house-89-R-MEEKS,0,0
1998,house,91,D,6575.0,Spicer,alabama_sos,ALPERSON-SPICER,AL-1998-house-91-D-SPICER,0,1
1998,house,91,R,6296.0,Moore,alabama_sos,ALPERSON-MOORE,AL-1998-house-91-R-MOORE,0,0
1998,house,95,D,3692.0,Pfeifer,alabama_sos,ALPERSON-PFEIFER,AL-1998-house-95-D-PFEIFER,0,0
1998,house,95,R,11126.0,McMillan,alabama_sos,ALPERSON-MCMILLAN,AL-1998-house-95-R-MCMILLAN,0,1
1998,house,96,D,3635.0,Eason,alabama_sos,ALPERSON-EASON,AL-1998-house-96-D-EASON,0,0
1998,house,96,R,7050.0,Greene,alabama_sos,ALPERSON-GREENE,AL-1998-house-96-R-GREENE,0,1
1998,house,102,D,2587.0,Pace,alabama_sos,ALPERSON-PACE,AL-1998-house-102-D-PACE,0,0
1998,house,102,R,8379.0,Turner,alabama_sos,ALPERSON-TURNER,AL-1998-house-102-R-TURNER,0,1
1998,house,104,D,4411.0,Rockhold,alabama_sos,ALPERSON-ROCKHOLD,AL-1998-house-104-D-ROCKHOLD,0,0
1998,house,104,R,7014.0,Dean,alabama_sos,ALPERSON-DEAN,AL-1998-house-104-R-DEAN,0,1
1998,house,105,D,3915.0,Straub,alabama_sos,ALPERSON-STRAUB,AL-1998-house-105-D-STRAUB,0,0
1998,house,105,R,5284.0,Crigler,alabama_sos,ALPERSON-CRIGLER,AL-1998-house-105-R-CRIGLER,0,1
1998,senate,1,D,27746.0,Denton,alabama_sos,ALPERSON-DENTON,AL-1998-senate-1-D-DENTON,0,1
1998,senate,1,R,11300.0,Hargett,alabama_sos,ALPERSON-HARGETT,AL-1998-senate-1-R-HARGETT,0,0
1998,senate,2,D,27007.0,Butler,alabama_sos,ALPERSON-BUTLER,AL-1998-senate-2-D-BUTLER,0,1
1998,senate,2,R,17970.0,McInnish,alabama_sos,ALPERSON-MCINNISH,AL-1998-senate-2-R-MCINNISH,0,0
1998,senate,3,D,28721.0,Roberts,alabama_sos,ALPERSON-ROBERTS,AL-1998-senate-3-D-ROBERTS,0,1
1998,senate,3,R,10265.0,Buchanan,alabama_sos,ALPERSON-BUCHANAN,AL-1998-senate-3-R-BUCHANAN,0,0
1998,senate,4,D,21073.0,Little,alabama_sos,ALPERSON-LITTLE,AL-1998-senate-4-D-LITTLE,0,1
1998,senate,4,R,17994.0,Hale,alabama_sos,ALPERSON-HALE,AL-1998-senate-4-R-HALE,0,0
1998,senate,5,D,19072.0,Bishop,alabama_sos,ALPERSON-BISHOP,AL-1998-senate-5-D-BISHOP,0,0
1998,senate,5,R,23000.0,Lee,alabama_sos,ALPERSON-LEE,AL-1998-senate-5-R-LEE,0,1
1998,senate,6,D,25336.0,Bedford,alabama_sos,ALPERSON-BEDFORD,AL-1998-senate-6-D-BEDFORD,0,1
1998,senate,6,R,12367.0,Hardy,alabama_sos,ALPERSON-HARDY,AL-1998-senate-6-R-HARDY,0,0
1998,senate,7,D,17884.0,Batts,alabama_sos,ALPERSON-BATTS,AL-1998-senate-7-D-BATTS,0,0
1998,senate,7,R,18419.0,Enfinger,alabama_sos,ALPERSON-ENFINGER,AL-1998-senate-7-R-ENFINGER,0,1
1998,senate,8,D,20594.0,Barron,alabama_sos,ALPERSON-BARRON,AL-1998-senate-8-D-BARRON,0,1
1998,senate,8,R,12488.0,Culpepper,alabama_sos,ALPERSON-CULPEPPER,AL-1998-senate-8-R-CULPEPPER,0,0
1998,senate,9,D,24770.0,Mitchem,alabama_sos,ALPERSON-MITCHEM,AL-1998-senate-9-D-MITCHEM,0,1
1998,senate,9,R,13441.0,King,alabama_sos,ALPERSON-KING,AL-1998-senate-9-R-KING,0,0
1998,senate,10,D,22446.0,Means,alabama_sos,ALPERSON-MEANS,AL-1998-senate-10-D-MEANS,0,1
1998,senate,10,R,14783.0,Smith,alabama_sos,ALPERSON-SMITH,AL-1998-senate-10-R-SMITH,0,0
1998,senate,11,D,18433.0,Preuitt,alabama_sos,ALPERSON-PREUITT,AL-1998-senate-11-D-PREUITT,0,1
1998,senate,11,R,16692.0,Hill,alabama_sos,ALPERSON-HILL,AL-1998-senate-11-R-HILL,0,0
1998,senate,12,D,15497.0,Thomas,alabama_sos,ALPERSON-THOMAS,AL-1998-senate-12-D-THOMAS,0,0
1998,senate,12,R,16102.0,Marsh,alabama_sos,ALPERSON-MARSH,AL-1998-senate-12-R-MARSH,0,1
1998,senate,13,D,22513.0,Dial,alabama_sos,ALPERSON-DIAL,AL-1998-senate-13-D-DIAL,0,1
1998,senate,13,R,10206.0,Branch,alabama_sos,ALPERSON-BRANCH,AL-1998-senate-13-R-BRANCH,0,0
1998,senate,14,D,11302.0,Robinson,alabama_sos,ALPERSON-ROBINSON,AL-1998-senate-14-D-ROBINSON,0,0
1998,senate,14,R,33491.0,Armistead,alabama_sos,ALPERSON-ARMISTEAD,AL-1998-senate-14-R-ARMISTEAD,0,1
1998,senate,16,D,11193.0,Johns,alabama_sos,ALPERSON-JOHNS,AL-1998-senate-16-D-JOHNS,0,0
1998,senate,16,R,42057.0,Waggoner,alabama_sos,ALPERSON-WAGGONER,AL-1998-senate-16-R-WAGGONER,0,1
1998,senate,18,D,6210.0,Morrow,alabama_sos,ALPERSON-MORROW,AL-1998-senate-18-D-MORROW,0,1
1998,senate,18,R,2670.0,Britnell,alabama_sos,ALPERSON-BRITNELL,AL-1998-senate-18-R-BRITNELL,0,0
1998,senate,20,D,23173.0,Escott,alabama_sos,ALPERSON-ESCOTT,AL-1998-senate-20-D-ESCOTT,0,1
1998,senate,20,R,5710.0,Bonham,alabama_sos,ALPERSON-BONHAM,AL-1998-senate-20-R-BONHAM,0,0
1998,senate,21,D,20049.0,Poole,alabama_sos,ALPERSON-POOLE,AL-1998-senate-21-D-POOLE,0,1
1998,senate,21,R,19991.0,Bentley,alabama_sos,ALPERSON-BENTLEY,AL-1998-senate-21-R-BENTLEY,0,0
1998,senate,22,D,19750.0,Lindsey,alabama_sos,ALPERSON-LINDSEY,AL-1998-senate-22-D-LINDSEY,0,1
1998,senate,22,R,15273.0,Joyner,alabama_sos,ALPERSON-JOYNER,AL-1998-senate-22-R-JOYNER,0,0
1998,senate,24,D,24295.0,Steele,alabama_sos,ALPERSON-STEELE,AL-1998-senate-24-D-STEELE,0,1
1998,senate,24,R,8396.0,Williams,alabama_sos,ALPERSON-WILLIAMS,AL-1998-senate-24-R-WILLIAMS,0,0
1998,senate,25,D,12836.0,Chappell,alabama_sos,ALPERSON-CHAPPELL,AL-1998-senate-25-D-CHAPPELL,0,0
1998,senate,25,R,34341.0,Dixon,alabama_sos,ALPERSON-DIXON,AL-1998-senate-25-R-DIXON,0,1
1998,senate,26,D,22446.0,Langford,alabama_sos,ALPERSON-LANGFORD,AL-1998-senate-26-D-LANGFORD,0,1
1998,senate,26,R,5528.0,Sanders,alabama_sos,ALPERSON-SANDERS,AL-1998-senate-26-R-SANDERS,0,0
1998,senate,27,D,24332.0,Little,alabama_sos,ALPERSON-LITTLE,AL-1998-senate-27-D-LITTLE,0,1
1998,senate,27,R,13807.0,Teel,alabama_sos,ALPERSON-TEEL,AL-1998-senate-27-R-TEEL,0,0
1998,senate,29,D,13154.0,Palmer,alabama_sos,ALPERSON-PALMER,AL-1998-senate-29-D-PALMER,0,0
1998,senate,29,R,20240.0,Smith,alabama_sos,ALPERSON-SMITH,AL-1998-senate-29-R-SMITH,0,1
1998,senate,30,D,31647.0,Mitchell,alabama_sos,ALPERSON-MITCHELL,AL-1998-senate-30-D-MITCHELL,0,1
1998,senate,30,R,13985.0,Holland,alabama_sos,ALPERSON-HOLLAND,AL-1998-senate-30-R-HOLLAND,0,0
1998,senate,31,D,18970.0,Holley,alabama_sos,ALPERSON-HOLLEY,AL-1998-senate-31-D-HOLLEY,0,0
1998,senate,31,R,19441.0,Adams,alabama_sos,ALPERSON-ADAMS,AL-1998-senate-31-R-ADAMS,0,1
1998,senate,32,D,13643.0,Jensen,alabama_sos,ALPERSON-JENSEN,AL-1998-senate-32-D-JENSEN,0,0
1998,senate,32,R,29577.0,Lipscomb,alabama_sos,ALPERSON-LIPSCOMB,AL-1998-senate-32-R-LIPSCOMB,0,1
1998,senate,35,D,11622.0,Staten,alabama_sos,ALPERSON-STATEN,AL-1998-senate-35-D-STATEN,0,0
1998,senate,35,R,16359.0,Callahan,alabama_sos,ALPERSON-CALLAHAN,AL-1998-senate-35-R-CALLAHAN,0,1
2002,house,1,D,8540.0,"Starkey, Nelson",alabama_sos,ALPERSON-STARKEY-NELSON,AL-2002-house-1-D-STARKEY-NELSON,0,1
2002,house,1,R,4772.0,"McNatt, William Dale",alabama_sos,ALPERSON-MCNATT-WILLIAM-DALE,AL-2002-house-1-R-MCNATT-WILLIAM-DALE,0,0
2002,house,2,D,5356.0,"Pettus, Mary",alabama_sos,ALPERSON-PETTUS-MARY,AL-2002-house-2-D-PETTUS-MARY,0,0
2002,house,2,R,5800.0,"Greer, Lynn",alabama_sos,ALPERSON-GREER-LYNN,AL-2002-house-2-R-GREER-LYNN,0,1
2002,house,3,D,8856.0,"Black, Marcel",alabama_sos,ALPERSON-BLACK-MARCEL,AL-2002-house-3-D-BLACK-MARCEL,0,1
2002,house,3,R,4299.0,"Barnes, Steven C.",alabama_sos,ALPERSON-BARNES-STEVEN-C,AL-2002-house-3-R-BARNES-STEVEN-C,0,0
2002,house,4,D,7140.0,"Hansberry, Cathy",alabama_sos,ALPERSON-HANSBERRY-CATHY,AL-2002-house-4-D-HANSBERRY-CATHY,0,0
2002,house,4,R,7790.0,"Hammon, Micky",alabama_sos,ALPERSON-HAMMON-MICKY,AL-2002-house-4-R-HAMMON-MICKY,0,1
2002,house,5,D,7556.0,"Carter, Tommy",alabama_sos,ALPERSON-CARTER-TOMMY,AL-2002-house-5-D-CARTER-TOMMY,0,1
2002,house,5,R,5881.0,"Coffman, Ronnie G.",alabama_sos,ALPERSON-COFFMAN-RONNIE-G,AL-2002-house-5-R-COFFMAN-RONNIE-G,0,0
2002,house,6,D,6659.0,"Schmitz, Sue",alabama_sos,ALPERSON-SCHMITZ-SUE,AL-2002-house-6-D-SCHMITZ-SUE,0,1
2002,house,6,R,4883.0,"Fargerson, Shawn",alabama_sos,ALPERSON-FARGERSON-SHAWN,AL-2002-house-6-R-FARGERSON-SHAWN,0,0
2002,house,7,D,7905.0,"Letson, John (Jody)",alabama_sos,ALPERSON-LETSON-JOHN-JODY,AL-2002-house-7-D-LETSON-JOHN-JODY,0,1
2002,house,7,R,1933.0,"Riddle, Yolanda (Yoyo)",alabama_sos,ALPERSON-RIDDLE-YOLANDA-YOYO,AL-2002-house-7-R-RIDDLE-YOLANDA-YOYO,0,0
2002,house,8,D,8386.0,"Dukes, Bill J.",alabama_sos,ALPERSON-DUKES-BILL-J,AL-2002-house-8-D-DUKES-BILL-J,0,1
2002,house,8,R,2949.0,"New, Clay H.",alabama_sos,ALPERSON-NEW-CLAY-H,AL-2002-house-8-R-NEW-CLAY-H,0,0
2002,house,9,D,7808.0,"Grantland, Ronald",alabama_sos,ALPERSON-GRANTLAND-RONALD,AL-2002-house-9-D-GRANTLAND-RONALD,0,1
2002,house,9,R,6047.0,"Coley, Roy",alabama_sos,ALPERSON-COLEY-ROY,AL-2002-house-9-R-COLEY-ROY,0,0
2002,house,10,D,4198.0,"Smith, Pam",alabama_sos,ALPERSON-SMITH-PAM,AL-2002-house-10-D-SMITH-PAM,0,0
2002,house,10,R,8344.0,"Ball, Mike",alabama_sos,ALPERSON-BALL-MIKE,AL-2002-house-10-R-BALL-MIKE,0,1
2002,house,11,D,5797.0,"Maze, Dennis E.",alabama_sos,ALPERSON-MAZE-DENNIS-E,AL-2002-house-11-D-MAZE-DENNIS-E,0,0
2002,house,11,R,7737.0,"Oden, Jeremy H.",alabama_sos,ALPERSON-ODEN-JEREMY-H,AL-2002-house-11-R-ODEN-JEREMY-H,0,1
2002,house,12,D,9445.0,"Morrison, Neal",alabama_sos,ALPERSON-MORRISON-NEAL,AL-2002-house-12-D-MORRISON-NEAL,0,1
2002,house,12,R,5023.0,"BeShears, Mitchell",alabama_sos,ALPERSON-BESHEARS-MITCHELL,AL-2002-house-12-R-BESHEARS-MITCHELL,0,0
2002,house,13,D,7445.0,"Sherer, Tommy",alabama_sos,ALPERSON-SHERER-TOMMY,AL-2002-house-13-D-SHERER-TOMMY,0,1
2002,house,13,R,4560.0,"Combs, Tommy",alabama_sos,ALPERSON-COMBS-TOMMY,AL-2002-house-13-R-COMBS-TOMMY,0,0
2002,house,14,D,7658.0,"Guin, Ken",alabama_sos,ALPERSON-GUIN-KEN,AL-2002-house-14-D-GUIN-KEN,0,1
2002,house,14,R,4223.0,"Frazier, Ed",alabama_sos,ALPERSON-FRAZIER-ED,AL-2002-house-14-R-FRAZIER-ED,0,0
2002,house,15,R,12265.0,"Humphyres, Bobby",alabama_sos,ALPERSON-HUMPHYRES-BOBBY,AL-2002-house-15-R-HUMPHYRES-BOBBY,0,1
2002,house,16,D,8243.0,"Thigpen, Williams E.",alabama_sos,ALPERSON-THIGPEN-WILLIAMS-E,AL-2002-house-16-D-THIGPEN-WILLIAMS-E,0,1
2002,house,16,R,6693.0,"Acker, Joe D.",alabama_sos,ALPERSON-ACKER-JOE-D,AL-2002-house-16-R-ACKER-JOE-D,0,0
2002,house,17,D,7283.0,"Millican, Mike",alabama_sos,ALPERSON-MILLICAN-MIKE,AL-2002-house-17-D-MILLICAN-MIKE,0,1
2002,house,17,R,6884.0,"Westbrooks, Mike",alabama_sos,ALPERSON-WESTBROOKS-MIKE,AL-2002-house-17-R-WESTBROOKS-MIKE,0,0
2002,house,18,D,9204.0,"Morrow, Johnny Mack",alabama_sos,ALPERSON-MORROW-JOHNNY-MACK,AL-2002-house-18-D-MORROW-JOHNNY-MACK,0,1
2002,house,19,D,9978.0,"Hall, Laura",alabama_sos,ALPERSON-HALL-LAURA,AL-2002-house-19-D-HALL-LAURA,0,1
2002,house,20,D,6779.0,"Miller, Jeff",alabama_sos,ALPERSON-MILLER-JEFF,AL-2002-house-20-D-MILLER-JEFF,0,0
2002,house,20,R,11903.0,"Sanderford, Howard",alabama_sos,ALPERSON-SANDERFORD-HOWARD,AL-2002-house-20-R-SANDERFORD-HOWARD,0,1
2002,house,21,D,5672.0,"Hinshaw, Randy",alabama_sos,ALPERSON-HINSHAW-RANDY,AL-2002-house-21-D-HINSHAW-RANDY,0,1
2002,house,21,R,5156.0,"Dugan, Jerry",alabama_sos,ALPERSON-DUGAN-JERRY,AL-2002-house-21-R-DUGAN-JERRY,0,0
2002,house,22,D,7563.0,"Hall, Albert",alabama_sos,ALPERSON-HALL-ALBERT,AL-2002-house-22-D-HALL-ALBERT,0,1
2002,house,22,R,4095.0,"Stamm, David L.",alabama_sos,ALPERSON-STAMM-DAVID-L,AL-2002-house-22-R-STAMM-DAVID-L,0,0
2002,house,23,D,7186.0,"Robinson, John",alabama_sos,ALPERSON-ROBINSON-JOHN,AL-2002-house-23-D-ROBINSON-JOHN,0,1
2002,house,24,D,4165.0,"Hendrix, J. Luther",alabama_sos,ALPERSON-HENDRIX-J-LUTHER,AL-2002-house-24-D-HENDRIX-J-LUTHER,0,0
2002,house,24,R,8585.0,"Greeson, Todd",alabama_sos,ALPERSON-GREESON-TODD,AL-2002-house-24-R-GREESON-TODD,0,1
2002,house,25,D,5148.0,"Miles, Pam",alabama_sos,ALPERSON-MILES-PAM,AL-2002-house-25-D-MILES-PAM,0,0
2002,house,25,R,8993.0,"Garner, Ray",alabama_sos,ALPERSON-GARNER-RAY,AL-2002-house-25-R-GARNER-RAY,0,1
2002,house,26,D,1102.0,"McDaniel, Frank",alabama_sos,ALPERSON-MCDANIEL-FRANK,AL-2002-house-26-D-MCDANIEL-FRANK,0,1
2002,house,26,R,598.0,"Patterson, Jeffrey",alabama_sos,ALPERSON-PATTERSON-JEFFREY,AL-2002-house-26-R-PATTERSON-JEFFREY,0,0
2002,house,28,D,7925.0,"Ford, Craig",alabama_sos,ALPERSON-FORD-CRAIG,AL-2002-house-28-D-FORD-CRAIG,0,1
2002,house,28,R,4394.0,"Abel, David C.",alabama_sos,ALPERSON-ABEL-DAVID-C,AL-2002-house-28-R-ABEL-DAVID-C,0,0
2002,house,29,D,7429.0,"Page, Jack",alabama_sos,ALPERSON-PAGE-JACK,AL-2002-house-29-D-PAGE-JACK,0,1
2002,house,29,R,3942.0,"Nordgren, Becky",alabama_sos,ALPERSON-NORDGREN-BECKY,AL-2002-house-29-R-NORDGREN-BECKY,0,0
2002,house,30,R,10202.0,"Galliher, Blaine",alabama_sos,ALPERSON-GALLIHER-BLAINE,AL-2002-house-30-R-GALLIHER-BLAINE,0,1
2002,house,31,D,8723.0,"Venable, Jack B.",alabama_sos,ALPERSON-VENABLE-JACK-B,AL-2002-house-31-D-VENABLE-JACK-B,0,1
