district_result_id,build_run_id,result_source_file_id,assignment_source_file_id,contract_version,state_code,election_cycle,plan_cycle,chamber,district,geography_unit_id,dem_votes,rep_votes,other_votes,total_votes,two_party_dem_margin,allocated_result_geographies,allocation_method,allocation_status
PRESDIST-C594A892255A9B2BE1E57DDF,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,1,GEOUNIT-C03850E8A4021DA167F85824,5338.737725622222,10935.745150774408,797.2662694297054,17071.749145826336,-0.343913073469738,20,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-05CE539373EBDEEF15361385,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,10,GEOUNIT-94368B8E4C335326EB3AEC2B,8932.205035622757,13226.683878315132,2093.123485151991,24252.01239908988,-0.19380388878573954,16,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-2D791A98DCD980E7372AD2D0,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,100,GEOUNIT-CEA8C0FBB586E45B6C64BB6E,5421.254619508755,15552.849154821595,828.6035614328887,21802.707335763236,-0.483052560639689,11,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-F2AF461B079446FEFF271315,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,101,GEOUNIT-3132265EE3B302652EB30B3C,6368.274010532594,11974.415288557093,879.7204795007236,19222.409778590412,-0.305633551689867,12,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-2616617F96F20B9821E08F1B,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,102,GEOUNIT-8422EEBCA29C5BC9F5546C97,3690.7050344339254,15180.289068145681,409.83178572510025,19280.825888304702,-0.608848901719553,18,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-F310585F1483D1F1BDD7BE94,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,103,GEOUNIT-E796A7E04DD6631E4005E7ED,10761.296882541448,4609.877803639437,469.98076122904865,15841.155447409932,0.40019186591069766,10,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-7256A81E111AF87214802800,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,104,GEOUNIT-C740CECB737BCCA39C8EB1D7,5050.909661997244,13413.810253708387,714.7506737532025,19179.470589458833,-0.4529123988822526,13,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-960252F41ABCB96695F53335,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,105,GEOUNIT-A32CA8944D760F6114B9C00E,3503.450536755905,13574.429067680714,493.35211821296616,17571.231722649587,-0.5897089547527022,11,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-CC71D500A144DBBE085CD84C,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,11,GEOUNIT-E78E38BA7B7507D199F5AF65,1858.8008935468868,17583.45325236671,493.01598513853156,19935.270131052133,-0.808787512024415,36,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-C72CE09A03EA343BE8DDAB8B,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,12,GEOUNIT-4ECDCE7BCFC6D6D8DD920D21,2352.3545434695066,18443.507909499713,666.8244959844031,21462.686948953622,-0.7737670607516796,34,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-65B0E6B5E9D73D663B4327F7,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,13,GEOUNIT-2ACB9EA3A7E6DAD71C5552B2,2966.758141683738,16956.170085776575,524.8407414621267,20447.768968922443,-0.702176496565944,23,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-C4DF9C8903CD5E85D8223BED,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,14,GEOUNIT-BFFE887D18E690019C55F39A,2304.8173783157035,17239.011257831076,392.8720093500599,19936.700645496836,-0.7641386013738487,39,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-AF8A17FA433028D5D2B35664,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,15,GEOUNIT-11377410D1AB169D77AE3E2F,6431.580738617185,17116.894620585957,922.3761746644411,24470.851533867586,-0.4537582038317726,12,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-1D040AF9E87AE5BFA4B6FC2D,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,16,GEOUNIT-4D2D0DC0A42B1C7C1A7B1144,2990.702192624055,17861.79810059064,436.21748957833734,21288.71778279303,-0.713156489574805,54,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-2FA1E0BA1CC9336598392D6E,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,17,GEOUNIT-5BE51B7CCCDBD74BA7DDD80D,2112.0631187204826,16373.127488214863,402.10878261750474,18887.29938955285,-0.7714859247458263,42,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-324C41FC8BD9396648F6312F,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,18,GEOUNIT-D47BD5671182DF6E48CFB08C,3605.6447247845,13959.217046344982,592.6699007293133,18157.531671858796,-0.5894479817984193,40,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-F2FF2FB88F4CD6283FFE4C25,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,19,GEOUNIT-909640CE277194A84599A0AD,12743.64152273619,5840.162352003208,864.5113515047218,19448.31522624412,0.37147826232264247,20,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-45432D2E49CEE15BAC6B8A00,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,2,GEOUNIT-09E8A0C422A770826CA28682,4264.804174239687,17419.124908908765,842.8277842265071,22526.75686737496,-0.6066391696923545,23,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-ECA3F5F2ABC78E078D5603AB,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,20,GEOUNIT-7C27C78FAD3267317C829FE5,6779.952004729265,16699.291189759166,2006.391462043111,25485.634656531547,-0.4224726965372712,11,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-6C72A291581656C79BD06ED5,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,21,GEOUNIT-81544D073EF1120587DBD76A,7879.577686453902,14567.294102756663,1551.3950269835284,23998.266816194093,-0.29793534168611036,18,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-A750D18C9FE48997BB9D9D73,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,22,GEOUNIT-C3431A14338372A970A94242,4362.9979011064615,17810.438446595166,1076.9286040357595,23250.36495173739,-0.6064662389094504,37,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-964E40E835ABF31662EA48E5,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,23,GEOUNIT-B6F689D3EB716EE614FA4385,3288.9801312757454,13897.295974374721,558.6367144740218,17744.912820124486,-0.6172550573425964,24,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-F3ADADE31CA10A866B65FB14,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,24,GEOUNIT-FF7C96EC6A5C857EF380563F,2496.750158024023,14632.03378013774,548.3056757412767,17677.089613903045,-0.708473156408794,35,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-B5B3A8C394E9B23F516D17F3,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,25,GEOUNIT-18C5718CAA10915CA74212F6,8656.551784672527,14829.11710937849,2028.4137472182701,25514.082641269284,-0.26282263249779064,11,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-45586CA4A1C9184D7CA10CA1,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,26,GEOUNIT-38984005FF0F2C54F1D1523B,2041.9119431406,11998.787907241203,447.7589494098661,14488.45879979167,-0.7091438511043914,17,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-85C3E8D0763EEB1B34BBC0AE,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,27,GEOUNIT-F427A3FC4462191A5208147E,2857.4221866013963,17002.196027595957,686.637579818968,20546.25579401632,-0.7122379538435772,28,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-B49120C7173FDDA8BB86A9EF,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,28,GEOUNIT-16C6130DD10415D0D17FDC7F,6638.120046801916,9534.63340629787,502.7868864464453,16675.54033954623,-0.1790983438840952,21,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-35A7261153B6B084A6BCC98F,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,29,GEOUNIT-ED8D886EEB30965DE65D15AC,2624.641503986212,16120.338913462007,599.5050396653857,19344.485457113602,-0.7199632706425085,25,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-397C0F66EAAFBEDBFB2AB371,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,3,GEOUNIT-0A23CF462578364510B05270,7845.275414744837,12844.490773185036,733.3226357547995,21423.088823684677,-0.24162744581215584,33,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-3F1198BEA50A162BE485F6B3,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,30,GEOUNIT-32C5FA2C1847893361AD0101,2885.783975306614,17800.520659001984,593.1824282746768,21279.487062583277,-0.7209956996842741,31,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-B6CD7FFC2988A73A64ECCB12,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,31,GEOUNIT-01C364DBFD67F8E206E703C5,4388.734713322033,17335.14320678116,657.5653191971908,22381.443239300384,-0.5959529206099327,23,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-91A1C50D8D0C95EF226BF835,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,32,GEOUNIT-334A8565EC05E358701219B9,9302.110912188247,6492.715391879886,375.2201484095157,16170.046452477649,0.17786808580381605,26,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-F443EF1420738C5EFB49A4FB,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,33,GEOUNIT-5FD9AAFA861174A9C81A1DDD,6067.140000126351,12926.560404113208,377.06748557088713,19370.767889810446,-0.36114186588179387,27,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-BD038C525883741ACBB6CE9F,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,34,GEOUNIT-00C2F6A2E414B50D07BE7699,1773.857931852797,17254.739991950253,449.62017511556206,19478.218098918616,-0.8135587352304228,26,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-4DA13B984E0988FFDD2873D5,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,35,GEOUNIT-793C1214D1C7E75C938478EB,4436.502024169167,14519.040403598803,486.59371171920645,19442.13613948718,-0.5319045032791954,25,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-D414014FAD2E0B5D8DD35C6F,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,36,GEOUNIT-CFC5A88AE1112EC686920798,4616.5610465204445,14250.98518690384,669.5627183287311,19537.108951753013,-0.5106347174767112,20,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-86C8F5D63A7AC582260FDE43,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,37,GEOUNIT-F5B7FEF39CDC7912BAB23771,6095.118140309231,14003.789616318047,379.9158486835554,20478.823605310834,-0.39348762488852473,48,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-989CA0487B2C5031FFB0B8AC,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,38,GEOUNIT-219E7BADA9F84B491431EC36,5243.283229570164,13413.702368497236,575.3017838669346,19232.28738193433,-0.4379281473944758,16,vest_precinct_2020_vap_weighted_to_census_plan,passed
PRESDIST-5EB1C5207BA941F497CD8494,RUN-ECFBAD9189AB4074A042DEEEECB33D3E,VEST-2016-AL-PRECINCT,CENSUS-CB-2018-AL-SLDL-500K,1,AL,2016,2018,lower,39,GEOUNIT-C922CD8E1B8137AFE6AE0AA0,2658.633754531717,15465.827075712607,431.0528358383562,18555.51366608268,-0.7066247896218519,44,vest_precinct_2020_vap_weighted_to_census_plan,passed
