model,fold_type,fold,rows,mae,rmse,bias,winner_accuracy,whole_precinct_rmse
baseline_only,forward_year,2004,302,16.287261169846776,21.279519198515995,12.19748953929298,0.7582781456953642,21.903377938588484
baseline_only,forward_year,2006,244,15.098522409645017,19.114256968369823,6.782198925747444,0.7663934426229508,20.698674446361537
baseline_only,forward_year,2008,218,13.672527796457375,18.552375766895697,6.618123713771738,0.7844036697247706,19.225274967049522
baseline_only,forward_year,2010,624,17.553761488048405,23.37960613447089,12.892399119287921,0.8108974358974359,23.43369702263545
baseline_only,forward_year,2012,331,10.024326743315724,15.796965299078945,6.5849625452216625,0.8972809667673716,19.15874641125306
baseline_only,forward_year,2016,118,7.879729744557419,10.726737852598951,-0.4785883439567094,0.864406779661017,
full_temporal,forward_year,2004,302,22.16895326438507,25.928371672752142,20.319577791518107,0.7218543046357616,27.533429142717125
full_temporal,forward_year,2006,244,10.617636364625048,13.632108135072091,2.545831349070815,0.8770491803278688,12.781950401575275
full_temporal,forward_year,2008,218,10.898499815031792,13.604146285784136,-7.472615787911782,0.8532110091743119,14.281167036834391
full_temporal,forward_year,2010,624,14.55110993447625,17.699212127746886,-8.306488556696488,0.8173076923076923,18.61498105743278
full_temporal,forward_year,2012,331,10.430399952170212,13.250575009221054,-1.8001567109043426,0.9244712990936556,12.801481942769755
full_temporal,forward_year,2016,118,7.396664171646481,9.330443434605185,0.5371311769580542,0.940677966101695,
pooled_lag,forward_year,2004,302,14.201776489877982,18.923629450349733,7.3528610292385235,0.7682119205298014,18.747643720773915
pooled_lag,forward_year,2006,244,14.028041628811561,17.902634782573834,-1.0713239350252144,0.7418032786885246,16.65056771569787
pooled_lag,forward_year,2008,218,13.789137929241656,17.358872160133533,-0.9692046051005629,0.7935779816513762,17.26027139566833
pooled_lag,forward_year,2010,624,15.738900801343142,20.259194362395185,5.481142970342223,0.8173076923076923,20.695702348414613
pooled_lag,forward_year,2012,331,10.933409938282024,14.610956808288808,-2.7014214619990087,0.879154078549849,16.710361741851127
pooled_lag,forward_year,2016,118,12.138845616761486,14.22171514843369,-9.350044043093076,0.8305084745762712,
portable_temporal,forward_year,2004,302,22.26772427471216,25.851630403052784,20.643313129711036,0.7119205298013245,27.106860468447017
portable_temporal,forward_year,2006,244,10.382270996661374,13.365086371109024,1.6866565605876225,0.8811475409836066,12.753838790719147
portable_temporal,forward_year,2008,218,11.42994914029268,14.22561113320226,-8.228908200684117,0.8302752293577982,14.392155902515025
portable_temporal,forward_year,2010,624,13.700747281662151,16.82848020117901,-6.550511450478168,0.8221153846153846,17.404933353223203
portable_temporal,forward_year,2012,331,11.133599668361054,14.179584623778164,-1.605126844475606,0.9244712990936556,14.2746717389413
portable_temporal,forward_year,2016,118,9.264229221855693,11.334001535110064,-3.0305769022535465,0.9322033898305084,
state_chamber_incumbency,forward_year,2004,302,12.763123512941362,16.081275888328687,7.589669524418599,0.8509933774834437,16.405479564280785
state_chamber_incumbency,forward_year,2006,244,11.280123952728273,14.434848327986204,3.0500986368717125,0.8770491803278688,15.28076214544347
state_chamber_incumbency,forward_year,2008,218,11.092128187674517,13.871712556932035,0.15050591549871173,0.8715596330275229,14.577289713778983
state_chamber_incumbency,forward_year,2010,624,15.469805893094895,18.881505541920355,1.1951559380140604,0.8253205128205128,20.61322811891347
