state,year,chamber,district,party,candidate,candidate_actual_margin,candidate_expected_margin,candidate_quality_residual,model,fold_type,fold,baseline_allocation_quality,incumbency_balance
AL,2010,house,1,D,"burdine, greg",1.475644699140401,-11.523042122168086,12.998686821308487,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,1,R,"hanson, quinton",-1.475644699140401,11.523042122168086,-12.998686821308487,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,2,D,"curtis, mike",-9.472016134841173,-9.33405649186032,-0.13795964298085295,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,2,R,"greer, lynn 1",9.472016134841173,9.33405649186032,0.13795964298085295,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,4,D,"goodwin, vaughn",-39.71374374892223,-45.403901432265386,5.690157683343159,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,4,R,"hammon, micky",39.71374374892223,45.403901432265386,-5.690157683343159,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,5,D,"white, henry a 3",-23.96368498838764,-16.05649212190697,-7.9071928664806705,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,5,R,"williams, dan 2",23.96368498838764,16.05649212190697,7.9071928664806705,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,7,D,"letson, john (jody)",-1.320768187334904,-2.8416867725068577,1.5209185851719538,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,7,R,"johnson, ken",1.320768187334904,2.8416867725068577,-1.5209185851719538,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,8,D,breland,-12.17472911867588,-11.085099267167786,-1.0896298515080947,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,8,R,"collins, terri",12.17472911867588,11.085099267167786,1.0896298515080947,full_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
