person_id,candidate,max_cmo,min_cmo,median_cmo,stability_low,stability_high,cycles_observed,earliest_cycle,latest_cycle,chambers,districts,incumbent_cycles,wins,partial_issue_count,partial_evidence_records,full_name,identity_researchable,research_tail,extreme_cmo,tail_result_stable,priority_score,high_tail_rank,low_tail_rank,research_status,target_evidence
ALPERSON-LARRY-GREENWOOD,Larry Greenwood,-20.684394948111347,-20.684394948111347,-20.684394948111347,-29.910185210015715,-11.45860468620698,1,2014,2014,senate,31,0,0,,,True,True,high_overperformance,-20.684394948111347,False,28.150130850911072,323,61,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-WALTON-HICKMAN,Walton Hickman,-20.414750713505992,-20.414750713505992,-20.414750713505992,-29.64054097541036,-11.188960451601623,1,2014,2014,house,90,0,0,,,True,True,high_overperformance,-20.414750713505992,False,27.880486616305717,322,62,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-WILL-BENTON,Will Benton,-18.24937118945669,-18.24937118945669,-18.24937118945669,-27.475161451361057,-9.02358092755232,1,2018,2018,house,62,0,0,1.0,3.0,True,True,high_overperformance,-18.24937118945669,False,27.715107092256414,315,69,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-DUTTON-JOHN-RANDALL,"Dutton, John Randall",-20.1811847361536,-20.1811847361536,-20.1811847361536,-29.40697499805797,-10.955394474249232,1,2002,2002,senate,5,0,0,,,True,True,high_overperformance,-20.1811847361536,False,27.646920638953326,321,63,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-OLIVER-ROBINSON,OLIVER ROBINSON,-16.09706717227303,-16.09706717227303,-16.09706717227303,-25.3228574341774,-6.87127691036866,1,2006,2006,house,58,0,1,2.0,2.0,True,True,high_overperformance,-16.09706717227303,False,27.562803075072754,302,84,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-DENNIS-W-STEPHENS,Dennis W. Stephens,-18.03788552716813,-18.03788552716813,-18.03788552716813,-27.263675789072497,-8.81209526526376,1,2014,2014,house,22,0,0,1.0,1.0,True,True,high_overperformance,-18.03788552716813,False,27.503621429967854,311,73,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-LETSON,Letson,-23.548759537446205,-23.548759537446205,-23.548759537446205,-32.774549799350574,-14.322969275541835,1,1994,1994,house,7,0,1,,,False,False,high_overperformance,-23.548759537446205,False,27.01449544024593,336,46,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-BEASLEY,Beasley,-21.1965624928179,-21.1965624928179,-21.1965624928179,-30.42235275472227,-11.970772230913532,1,1998,1998,house,84,0,1,1.0,1.0,False,False,high_overperformance,-21.1965624928179,False,26.662298395617626,327,57,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-DRAMA-BRELAND,DRAMA BRELAND,15.111628989730775,15.111628989730775,15.111628989730775,5.885838727826407,24.337419251635144,1,2010,2010,house,8,0,0,1.0,1.0,True,True,high_overperformance,15.111628989730775,True,26.5773648925305,88,316,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-GRANTLAND-RONALD,"Grantland, Ronald",15.073619459641025,15.073619459641025,15.073619459641025,5.847829197736655,24.29940972154539,1,2002,2002,house,9,0,1,1.0,2.0,True,True,high_overperformance,15.073619459641025,True,26.53935536244075,89,314,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-LOWELL-BARRON,LOWELL BARRON,11.01495848280793,11.01495848280793,11.01495848280793,1.7891682209035622,20.2407487447123,1,2010,2010,senate,8,1,0,3.0,4.0,True,True,high_overperformance,11.01495848280793,True,26.480694385607656,117,288,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-DENTON-BOBBY,"Denton, Bobby",12.981633709439542,12.981633709439542,12.981633709439542,3.755843447535174,22.20742397134391,1,2002,2002,senate,1,0,1,2.0,3.0,True,True,high_overperformance,12.981633709439542,True,26.447369612239267,103,302,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-ESCOTT,Escott,-18.96267447214802,-18.96267447214802,-18.96267447214802,-28.18846473405239,-9.736884210243652,1,1998,1998,senate,20,0,1,2.0,2.0,False,False,high_overperformance,-18.96267447214802,False,26.428410374947745,319,65,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-GSL085DGRI,GSL085DGRI,20.92822576020423,20.92822576020423,20.92822576020423,11.702435498299865,30.1540160221086,1,2022,2022,house,85,0,0,,,False,False,high_overperformance,20.92822576020423,True,26.393961663003957,63,334,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-SCOTT-BREWER,Scott Brewer,-18.79010303830076,-18.79010303830076,-18.79010303830076,-28.01589330020513,-9.564312776396392,1,2018,2018,house,33,0,0,,,True,True,high_overperformance,-18.79010303830076,False,26.255838941100485,318,66,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-VANCE,Vance,10.652059785864516,9.225319417223975,9.938689601544246,1.4262695239601475,18.451109679128344,2,1994,1998,house,80,0,2,2.0,3.0,False,True,high_overperformance,10.652059785864516,True,26.145121229205067,120,278,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MORROW,Morrow,-22.62060530090558,-22.62060530090558,-22.62060530090558,-31.84639556280995,-13.394815039001212,1,1998,1998,senate,18,0,1,,,False,False,high_overperformance,-22.62060530090558,False,26.086341203705306,334,49,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MITCHEM-HINTON,"Mitchem, Hinton",12.54478030275147,12.54478030275147,12.54478030275147,3.318990040847101,21.77057056465584,1,2002,2002,senate,9,0,0,2.0,2.0,True,True,high_overperformance,12.54478030275147,True,26.010516205551195,106,299,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-TOMMY-SHERER,TOMMY SHERER,-8.356868322497032,-8.356868322497032,-8.356868322497032,-17.5826585844014,0.8689219394073362,1,2010,2010,house,13,1,0,6.0,8.0,True,True,high_overperformance,-8.356868322497032,False,25.822604225296757,263,127,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-GSL082DWAR,GSL082DWAR,20.34913083841733,20.34913083841733,20.34913083841733,11.123340576512966,29.574921100321703,1,2022,2022,house,82,0,1,,,False,False,high_overperformance,20.34913083841733,True,25.814866741217056,67,330,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-BATTS,Batts,-22.199963416761943,-22.199963416761943,-22.199963416761943,-31.425753678666315,-12.974173154857578,1,1998,1998,senate,7,0,0,,,False,False,high_overperformance,-22.199963416761943,False,25.665699319561668,333,50,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-AMY-WASYLUKA,Amy Wasyluka,8.146361506833665,8.146361506833665,8.146361506833665,-1.079428755070703,17.372151768738036,1,2018,2018,senate,2,0,0,13.0,18.0,True,True,high_overperformance,8.146361506833665,False,25.612097409633392,134,269,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MCKINZIE-MACK,"McKinzie, Mack",-18.09324226591475,-18.09324226591475,-18.09324226591475,-27.31903252781912,-8.867452004010381,1,2002,2002,house,41,0,0,,,True,True,high_overperformance,-18.09324226591475,False,25.558978168714475,312,72,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MIKE-CURTIS,MIKE CURTIS,10.011620700565954,5.1587846552688,7.585202677917377,0.785830438661586,14.384574917173168,2,2010,2014,house|senate,1|2,1,0,2.0,3.0,True,True,high_overperformance,10.011620700565954,True,25.504682143906503,126,241,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-ELAINE-BEECH,Elaine Beech,7.973352531794386,7.973352531794386,7.973352531794386,-1.2524377301099818,17.199142793698755,1,2018,2018,house,65,1,0,12.0,77.0,True,True,high_overperformance,7.973352531794386,False,25.43908843459411,135,268,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MINNIFIELD,Minnifield,-21.80093785531396,-21.80093785531396,-21.80093785531396,-31.02672811721833,-12.57514759340959,1,1994,1994,house,55,0,1,,,False,False,high_overperformance,-21.80093785531396,False,25.266673758113686,331,53,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-BUTCH-TAYLOR,BUTCH TAYLOR,-9.790268876574354,-9.790268876574354,-9.790268876574354,-19.016059138478724,-0.5644786146699854,1,2010,2010,house,22,0,0,4.0,5.0,True,True,high_overperformance,-9.790268876574354,False,25.25600477937408,269,122,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-KRISTY-M-KIRKLAND,Kristy M. Kirkland,-7.754153924264733,-7.754153924264733,-7.754153924264733,-16.9799441861691,1.4716363376396355,1,2018,2018,house,86,0,0,15.0,30.0,True,True,high_overperformance,-7.754153924264733,False,25.21988982706446,256,134,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-LOUISE-ALEXANDER,Louise Alexander,13.618092168548582,13.618092168548582,13.618092168548582,4.392301906644214,22.84388243045295,1,2014,2014,house,56,0,1,1.0,1.0,True,True,high_overperformance,13.618092168548582,True,25.083828071348307,99,306,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-CARTER-TOMMY,"Carter, Tommy",11.611929370109973,11.611929370109973,11.611929370109973,2.3861391082056045,20.83771963201434,1,2002,2002,house,5,0,1,2.0,3.0,True,True,high_overperformance,11.611929370109973,True,25.077665272909698,110,295,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-GSL062DCEP,GSL062DCEP,-21.600522356571364,-21.600522356571364,-21.600522356571364,-30.826312618475733,-12.374732094666996,1,2022,2022,house,62,0,0,,,False,False,high_overperformance,-21.600522356571364,False,25.06625825937109,330,54,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-DYLAN-V-OLIVER,Dylan V. Oliver,-17.594751483381707,-17.594751483381707,-17.594751483381707,-26.820541745286075,-8.368961221477338,1,2014,2014,house,81,0,0,,,True,True,high_overperformance,-17.594751483381707,False,25.060487386181432,309,76,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-COPELAND,Copeland,-21.492591850735717,-21.492591850735717,-21.492591850735717,-30.71838211264008,-12.266801588831346,1,2014,2014,house,40,0,0,,,False,False,high_overperformance,-21.492591850735717,False,24.958327753535443,329,55,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-BOBBY-DAY,BOBBY DAY,-17.312993688651556,-17.312993688651556,-17.312993688651556,-26.538783950555924,-8.087203426747188,1,2006,2006,senate,3,0,0,,,True,True,high_overperformance,-17.312993688651556,False,24.77872959145128,308,77,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-ROSS-QUINTON-T,"Ross, Quinton T.",-17.260949236552577,-17.260949236552577,-17.260949236552577,-26.486739498456945,-8.035158974648208,1,2002,2002,senate,26,0,1,,,True,True,high_overperformance,-17.260949236552577,False,24.726685139352302,307,78,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-POOLE-PHIL,"Poole, Phil",11.2511144208378,11.2511144208378,11.2511144208378,2.025324158933433,20.47690468274217,1,2002,2002,senate,21,0,1,2.0,2.0,True,True,high_overperformance,11.2511144208378,True,24.716850323637527,115,290,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-JENSEN,Jensen,-21.237196829778423,-21.237196829778423,-21.237196829778423,-30.462987091682795,-12.011406567874058,1,1998,1998,senate,32,0,0,,,False,False,high_overperformance,-21.237196829778423,False,24.702932732578148,328,56,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-PREIUTT-JIM,"Preiutt, Jim",13.226366804249352,13.226366804249352,13.226366804249352,4.000576542344984,22.45215706615372,1,2002,2002,senate,11,0,1,1.0,1.0,True,True,high_overperformance,13.226366804249352,True,24.692102707049077,102,303,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-KOONTZ,Koontz,-21.02318731116325,-21.02318731116325,-21.02318731116325,-30.248977573067624,-11.797397049258889,1,1994,1994,senate,32,0,0,,,False,False,high_overperformance,-21.02318731116325,False,24.488923213962977,325,59,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-HAMILTON,Hamilton,15.013327213537774,15.013327213537774,15.013327213537774,5.787536951633406,24.239117475442143,1,1998,1998,house,2,0,1,2.0,2.0,False,False,high_overperformance,15.013327213537774,True,24.4790631163375,91,313,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MAULL,Maull,-3.666360813819427,-10.96780252710658,-7.317081670463003,-12.892151075723795,-1.7420122652022112,2,1994,1998,house,67,0,2,1.0,1.0,False,True,low_overperformance,-10.96780252710658,True,24.46086397044713,220,114,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-CHRISTOPHER-F-APOSTLE-DAVIS,"Christopher F. ""Apostle"" Davis",-16.793160253349825,-16.793160253349825,-16.793160253349825,-26.018950515254197,-7.567369991445457,1,2018,2018,house,80,0,0,,,True,True,high_overperformance,-16.793160253349825,False,24.25889615614955,305,81,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-GSL033DCRU,GSL033DCRU,-20.737046525265328,-20.737046525265328,-20.737046525265328,-29.962836787169696,-11.51125626336096,1,2022,2022,house,33,0,0,,,False,False,high_overperformance,-20.737046525265328,False,24.202782428065053,324,60,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-J-B-KING,J.B. King,6.655205778838328,6.655205778838328,6.655205778838328,-2.5705844830660407,15.880996040742696,1,2018,2018,house,10,0,0,16.0,26.0,True,True,high_overperformance,6.655205778838328,False,24.120941681638055,148,254,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-RANDALL-WHITE,RANDALL WHITE,10.612094053311283,10.612094053311283,10.612094053311283,1.3863037914069167,19.837884315215653,1,2010,2010,house,26,0,0,2.0,2.0,True,True,high_overperformance,10.612094053311283,True,24.07782995611101,121,283,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MARY-WYNNE-KLING,Mary Wynne Kling,14.606781851524076,14.606781851524076,14.606781851524076,5.380991589619708,23.832572113428444,1,2018,2018,house,79,0,0,,,True,True,high_overperformance,14.606781851524076,True,24.0725177543238,92,312,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MCDANIEL-FRANK,"McDaniel, Frank",14.369975305675467,14.369975305675467,14.369975305675467,5.144185043771099,23.59576556757984,1,2002,2002,house,26,0,1,,,True,True,high_overperformance,14.369975305675467,True,23.835711208475193,93,310,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-LARRY-B-CAGLE,LARRY B. CAGLE,-16.29967066903725,-16.29967066903725,-16.29967066903725,-25.52546093094162,-7.073880407132883,1,2006,2006,senate,5,0,0,,,True,True,high_overperformance,-16.29967066903725,False,23.765406571836976,303,83,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MIKE-MILLICAN,MIKE MILLICAN,14.213164061217135,14.213164061217135,14.213164061217135,4.987373799312767,23.438954323121504,1,2006,2006,house,17,0,1,,,True,True,high_overperformance,14.213164061217135,True,23.67889996401686,94,309,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-GSL063DADA,GSL063DADA,18.023983062413315,18.023983062413315,18.023983062413315,8.798192800508946,27.249773324317683,1,2022,2022,house,63,0,0,,,False,False,high_overperformance,18.023983062413315,True,23.48971896521304,75,325,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-HOLLADAY,Holladay,17.826324037520344,17.826324037520344,17.826324037520344,8.600533775615975,27.052114299424712,1,1994,1994,house,49,0,0,,,False,False,high_overperformance,17.826324037520344,True,23.29205994032007,77,324,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-DARRELL-TURNER,Darrell Turner,-7.358208432601573,-9.795050458732174,-8.576629445666873,-16.58399869450594,-0.5692601968278055,2,2014,2018,senate,13,0,0,1.0,2.0,True,True,low_overperformance,-9.795050458732174,True,23.28811190207272,251,121,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-CARTER,Carter,13.771350436103855,13.771350436103855,13.771350436103855,4.545560174199489,22.997140698008224,1,1998,1998,house,5,0,1,2.0,3.0,False,False,high_overperformance,13.771350436103855,True,23.23708633890358,98,307,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-KATHY-WHITE-GOODWIN,KATHY WHITE GOODWIN,-13.549714099812858,-13.549714099812858,-13.549714099812858,-22.775504361717225,-4.32392383790849,1,2010,2010,house,9,0,0,1.0,1.0,True,True,high_overperformance,-13.549714099812858,False,23.015450002612585,295,92,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-PETTUS-MARY,"Pettus, Mary",-15.538057281545395,-15.538057281545395,-15.538057281545395,-24.763847543449764,-6.312267019641027,1,2002,2002,house,2,0,0,,,True,True,high_overperformance,-15.538057281545395,False,23.00379318434512,298,89,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-ALLI-SUMMERFORD,Alli Summerford,11.537117961387851,11.537117961387851,11.537117961387851,2.311327699483483,20.76290822329222,1,2018,2018,house,48,0,0,1.0,2.0,True,True,high_overperformance,11.537117961387851,True,23.00285386418758,111,293,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-HORACE-CLEMMONS,Horace Clemmons,-13.402653108474947,-13.402653108474947,-13.402653108474947,-22.62844337037932,-4.176862846570579,1,2014,2014,senate,8,0,0,1.0,1.0,True,True,high_overperformance,-13.402653108474947,False,22.868389011274672,294,93,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-JOHN-G-JACK-PAGE-III,"JOHN G. ""JACK"" PAGE, III",-0.3023774647397417,-5.371864778914933,-2.8371211218273373,-9.52816772664411,3.8539254829894354,2,2006,2010,house,29,1,1,4.0,5.0,True,True,low_overperformance,-5.371864778914933,False,22.864926222255484,202,156,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-SCHMITZ,Schmitz,11.259368706339185,-1.84288946618783,4.708239620075678,2.0335784444348146,7.382900795716538,2,1994,1998,house,6,0,1,,,False,True,high_overperformance,11.259368706339185,True,22.752430149679732,114,180,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MANCUSO,Mancuso,17.015943487698763,17.015943487698763,17.015943487698763,7.790153225794395,26.24173374960313,1,1998,1998,house,4,0,1,,,False,False,high_overperformance,17.015943487698763,True,22.48167939049849,80,322,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-DANIELLE-MASHBURN-MYRICK,Danielle Mashburn-Myrick,12.97024282145523,12.97024282145523,12.97024282145523,3.7444525595508615,22.1960330833596,1,2018,2018,house,94,0,0,,,True,True,high_overperformance,12.97024282145523,True,22.435978724254955,104,301,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-BEDFORD,Bedford,12.900216777530286,12.900216777530286,12.900216777530286,3.6744265156259175,22.12600703943465,1,1998,1998,senate,6,0,1,2.0,2.0,False,False,high_overperformance,12.900216777530286,True,22.36595268033001,105,300,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-STARKEY,Starkey,16.79993684347602,16.79993684347602,16.79993684347602,7.57414658157165,26.025727105380387,1,1994,1994,house,1,0,1,,,False,False,high_overperformance,16.79993684347602,True,22.265672746275744,83,319,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-FORD,Ford,8.634807496919265,0.8329673746846886,4.733887435801977,-0.5909827649851032,10.058757636589055,2,1994,1998,house,28,0,2,2.0,2.0,False,True,high_overperformance,8.634807496919265,False,22.127868940259816,130,209,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-HUEY-P-LONG,HUEY P. LONG,-10.564417957326675,-10.564417957326675,-10.564417957326675,-19.790208219231044,-1.338627695422307,1,2010,2010,house,38,0,0,2.0,2.0,True,True,high_overperformance,-10.564417957326675,False,22.030153860126404,272,117,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-LINDA-COLEMAN,LINDA COLEMAN,-12.364786216635204,-12.364786216635204,-12.364786216635204,-21.59057647853957,-3.138995954730836,1,2006,2006,senate,20,0,1,1.0,1.0,True,True,high_overperformance,-12.364786216635204,False,21.83052211943493,284,103,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-ROCKHOLD,Rockhold,-3.17074069985998,-10.274575379786096,-6.722658039823038,-12.396530961764348,-1.048785117881728,2,1994,1998,house,104,0,0,,,False,True,low_overperformance,-10.274575379786096,True,21.767636823126644,217,119,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-CAMPBELL,Campbell,-18.247571429270398,-18.247571429270398,-18.247571429270398,-27.47336169117476,-9.021781167366026,1,1994,1994,house,36,0,0,,,False,False,high_overperformance,-18.247571429270398,False,21.713307332070123,314,70,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MATHIS,Mathis,-18.145528198671087,-18.145528198671087,-18.145528198671087,-27.371318460575456,-8.919737936766719,1,1994,1994,house,87,0,0,,,False,False,high_overperformance,-18.145528198671087,False,21.611264101470812,313,71,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-JEREMY-MR-EYG-GRAY,"Jeremy ""Mr. Eyg"" Gray",11.821863833983612,11.821863833983612,11.821863833983612,2.596073572079245,21.04765409588798,1,2018,2018,house,83,0,1,,,True,True,high_overperformance,11.821863833983612,True,21.28759973678334,109,296,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-OWENS,Owens,-17.711345288466642,-17.711345288466642,-17.711345288466642,-26.93713555037101,-8.485555026562274,1,1994,1994,senate,14,0,0,,,False,False,high_overperformance,-17.711345288466642,False,21.177081191266367,310,74,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-TOM-HOLMES,Tom Holmes,-11.65618359548035,-11.65618359548035,-11.65618359548035,-20.88197385738472,-2.430393333575981,1,2018,2018,senate,35,0,0,1.0,1.0,True,True,high_overperformance,-11.65618359548035,False,21.12191949828008,279,108,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-CARL-CARTER,Carl Carter,-11.389447081021164,-11.389447081021164,-11.389447081021164,-20.61523734292553,-2.1636568191167957,1,2018,2018,senate,11,0,0,1.0,2.0,True,True,high_overperformance,-11.389447081021164,False,20.85518298382089,276,112,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-HAYLEE-MOSS,Haylee Moss,-13.294158043880966,-13.294158043880966,-13.294158043880966,-22.51994830578533,-4.0683677819765975,1,2014,2014,senate,27,0,0,,,True,True,high_overperformance,-13.294158043880966,False,20.75989394668069,293,94,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-GSL010DLAN,GSL010DLAN,15.277949607381126,15.277949607381126,15.277949607381126,6.052159345476758,24.503739869285496,1,2022,2022,house,10,0,0,,,False,False,high_overperformance,15.277949607381126,True,20.743685510180853,87,317,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MCCLAIN-E-B,"McClain, E.B.",-13.244101040407234,-13.244101040407234,-13.244101040407234,-22.4698913023116,-4.018310778502865,1,2002,2002,senate,19,0,1,,,True,True,high_overperformance,-13.244101040407234,False,20.70983694320696,292,95,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-SHIRLEY-SCOTT-HARRIS,Shirley Scott-Harris,11.13827184574497,11.13827184574497,11.13827184574497,1.9124815838406024,20.36406210764934,1,2014,2014,house,79,0,0,,,True,True,high_overperformance,11.13827184574497,True,20.604007748544696,116,289,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-SMITH-PAM,"Smith, Pam",-13.086905454444098,-13.086905454444098,-13.086905454444098,-22.312695716348465,-3.86111519253973,1,2002,2002,house,10,0,0,,,True,True,high_overperformance,-13.086905454444098,False,20.552641357243825,291,96,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-MAJOR,Major,-17.076552762584512,-17.076552762584512,-17.076552762584512,-26.30234302448888,-7.850762500680144,1,1998,1998,house,55,0,1,,,False,False,high_overperformance,-17.076552762584512,False,20.542288665384238,306,79,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-PAT-LINDSEY,PAT LINDSEY,-13.00399325287682,-13.00399325287682,-13.00399325287682,-22.22978351478119,-3.778202990972451,1,2006,2006,senate,22,0,0,,,True,True,high_overperformance,-13.00399325287682,False,20.469729155676546,290,98,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-VAUGHN-GOODWIN,VAUGHN GOODWIN,-8.773870368593311,-8.773870368593311,-8.773870368593311,-17.99966063049768,0.4519198933110573,1,2010,2010,house,4,0,0,2.0,2.0,True,True,high_overperformance,-8.773870368593311,False,20.239606271393036,264,126,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
ALPERSON-SUSAN-SMITH,Susan Smith,-12.473368258511796,-12.473368258511796,-12.473368258511796,-21.69915852041616,-3.2475779966074274,1,2014,2014,senate,22,0,0,,,True,True,high_overperformance,-12.473368258511796,False,19.939104161311523,285,102,not_started,same-cycle questionnaire; campaign site; voter guide; explicit abortion/LGBT/cultural statement
