progressive_cutoff,moderate_n,progressive_n,n,estimate,std_error,p_value,ci_low,ci_high
0.35,26,33,59,-8.956258384013845,8.119727293987143,0.2700165126302664,-24.870923880228645,6.958407112200955
0.4,26,29,55,-6.803442278332184,9.59321185956831,0.47820448527045634,-25.606137523086073,11.999252966421704
0.5,26,25,51,-2.1705357063855293,10.519923392287824,0.836536122433444,-22.789585555269664,18.448514142498606
0.6,26,21,47,-14.693741855440022,10.02286802232918,0.14264237958740925,-34.33856317920522,4.951079468325171
0.75,26,17,43,-12.880139190427045,11.586688685993236,0.26629621220098354,-35.590049014973786,9.829770634119697
