state,cycle,chamber,district,party,candidate,provider_candidate,committee_id,total_fundraising,cash_contributions,other_receipts,in_kind_contributions,loans_received,expenditures,ending_cash,report_count,period_start,period_end,finance_observation_status,aggregation_status,source_name,source_measure,source_path,source_reported_total,data_run_id,generated_at_utc,build_code_sha256,build_config_id
MO,2020,house,38,R,"richey, doug",Doug Richey,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl66$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,39,R,"mcgaugh, peggy",Peggy McGaugh,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl150$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,40,R,"perkins, chad",Chad Perkins,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl23$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,41,R,"pietzman, randy",Randy Pietzman,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl220$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,42,R,"porter, jeff",Jeff Porter,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl216$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,43,R,"haden, kent",Kent Haden,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl174$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,44,D,"sample, jacque",Jacque Sample,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl182$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,44,R,"toalsonreisch, cheri",CHERI REISCH,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl32$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,45,D,"kendrick, kip",Kip Kendrick,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl141$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,46,D,"stevens, martha",MARTHA STEVENS,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl144$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,47,D,"plank, adrian",Adrian Plank,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl130$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,47,R,"basye, c ben (chuck)",,,,,,,,,,,,,unknown_summary_adapter_not_available,not_acquired,none,unknown,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,48,D,"betteridge, william (bill)",William Betteridge,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl12$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,48,R,"taylor, tim",Tim Taylor,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl61$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,49,R,"fitzwater, travis",Travis Fitzwater,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl127$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,50,D,"chesney, kari l",Kari Chesney,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl140$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,50,R,"walsh, sara",Sara Walsh,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl159$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,51,R,"gregory, kurtis",Kurtis Gregory,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl68$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,52,R,"pollitt, bradley",Bradley Pollitt,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl223$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,53,D,"simmons, connie",Connie Simmons,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl235$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,53,R,"thompson, terry",Terry Thompson,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl165$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,54,D,"williams, james l 3",James Williams,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl183$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,54,R,"houx, dan",Dan Houx,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl81$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,55,R,"haffner, mike",Mike Haffner,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl175$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,56,D,"barnes, neal",Neal Barnes,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl92$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,56,R,"davis, michael",Michael Davis,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl147$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,57,R,"reedy, rodger l",Rodger Reedy,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl155$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,58,R,"haley, willard",Willard Haley,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl169$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,59,R,"veit, rudy l",Rudy Veit,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl228$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,60,D,"dunne, joshua",Joshua Dunne,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl186$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,60,R,"griffith, dave",Dave Griffith,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl107$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,61,R,"griesheimer, aaron d",Aaron Griesheimer,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl45$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,62,D,"ragan, nancy j",,,,,,,,,,,,,unknown_summary_adapter_not_available,not_acquired,none,unknown,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,62,R,"sassmann, bruce",Bruce  Sassmann,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl17$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,63,R,"west, richard w",Richard West,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl171$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,64,D,"bailey, aaliyah",Aaliyah  Bailey,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl02$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,64,R,"lovasco, tony",Tony Lovasco,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl48$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,65,D,"otto, bill",Bill Otto,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl74$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,65,R,"hannegan, tom",Tom Hannegan,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl176$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,66,D,"terry, marlene",Marlene Terry,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl90$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,67,D,"smith, neil",Neil Smith,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl70$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,68,D,"mosley, jay",,,,,,,,,,,,,unknown_summary_adapter_not_available,not_acquired,none,unknown,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,69,D,"bangert, gretchen",Gretchen Bangert,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl44$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,69,R,"cazadd, scott e",Scott Cazadd,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl160$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,70,D,"brown, paula",Paula Brown,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl94$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
MO,2020,house,70,R,"adzima, jerry",Jerry Adzima,ctl00$ctl00$ContentPlaceHolder$ContentPlaceHolder1$grvElection$ctl139$lbtnComm,,,,,,,,,2019-01-01,2020-12-31,unknown_official_report_download_blocked_by_recaptcha,candidate_committee_identified_report_summary_not_acquired,Missouri Ethics Commission candidates-by-election search,unknown,data/raw/finance/southern_summaries/MO/modeled_candidate_mec_ids.jsonl,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
