candidate_result_id,finance_candidate_cycle_id,build_run_id,state_code,cycle,chamber,district,party_family,candidate_name,total_fundraising,cash_contributions,other_receipts,in_kind_contributions,loans_received,expenditures,ending_cash,finance_observation_status,finance_observed,source_name,source_measure,match_method,match_score,incumbency_support
LCAND-6AACC7F414B609DAC9B3,FIN-09467919CC25F1B4ADE1,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,12,democratic,"kilpatrick, tiffany",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-0EE4E85DEC9735A9BE12,FIN-7EF6E273CE85251272BC,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,12,republican,"deweese, clay",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-8E00F2D70DB7D55E4236,FIN-D8BC0A70ED2C6B443BDB,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,120,republican,"bennett, richard",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-AF69975E5213842EA3AC,FIN-3DBBD5607AAD572857D9,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,121,republican,"crawford, carolyn",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-C913F3AFED1ECB7F3CCB,FIN-B9FFC6BB31EB16C78C0E,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,122,democratic,"mcdonald, wendy",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-A389C7D125DD1611219C,FIN-DC4286EDFE456D1F133E,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,122,republican,"anderson, brent",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-FD7DAA129B86E9DC8BB3,FIN-9925D437B37B71CB4F57,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,13,democratic,"denham, pamela j",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-21F027FA6A3B040D1187,FIN-176FE70ACDAF5DC27514,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,13,republican,"massengill, steve e",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-C89E7E5DF9EA1AA85023,FIN-C84F8EE75AE4F77F1EB2,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,14,republican,"creekmore, sam j, iv",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-A5447E9D839FBFB80951,FIN-03DAB035C9DA55C7BE9C,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,15,democratic,"montgomery, pat",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-E44D3F333372BC9B1E6E,FIN-6AECBA7D09F8AF959C0F,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,15,republican,"huddleston, e mac",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-82D019E38E31C386A1FB,FIN-4DBA1A71CEC3FD93B28A,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,16,democratic,"thompson, rickey w",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-B72964D60C629177C568,FIN-6E850643A0FADF023EE0,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,17,democratic,"grace, cathy",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-E98B1198953B3090DF2C,FIN-A8D481D96E8978FE7A9F,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,17,republican,"aguirre, shane",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-C2041C6FD9333A44E08A,FIN-25F421DE5F918A1D6D6C,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,18,republican,"turner, jerry r",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-59BEDB66D892390B90A3,FIN-D99086ECF1A655124D0C,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,19,republican,"boyd, randy p",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-0325F67FA5ABBF9BDEF3,FIN-92214240682444E514EA,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,2,republican,"bain, nick",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-3A00D36C8AE3B045CAEC,FIN-E64F1C102CFBF54983B9,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,20,republican,"brown, chris",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-D4D3155528106799FC9A,FIN-8B9332AAB74749A39BAD,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,21,republican,"bell, donnie",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-029EFBF5294A4557A85D,FIN-B514C253C30955128869,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,22,democratic,"lancaster, jon",0.0,0.0,,,,,,observed_zero,1,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-A1399AD9BB7DD8B762FA,FIN-4184AAE14613B60371AE,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,22,republican,"futral, thomas (tommy)",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-4B17F159AA86B6E5294F,FIN-46BA5D0A6A5D0274AEA8,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,23,republican,"beckett, charles j",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-5182E72BCCF493A8FDFE,FIN-2EEF9996D3D0895736AD,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,24,republican,"hale, jeff",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-A30AB04D69FE45DD9E85,FIN-41D51D6C5C7E6010FF68,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,25,republican,"eubanks, dan",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-B5B9794E0835EFF28A84,FIN-4E37AACEEEEE7FA92050,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,26,democratic,"paden, orlando w",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-DAC1ADB2B09C47018518,FIN-B3B2CFCB3CEA201C39E3,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,27,democratic,"walker, kenneth",3550.0,3550.0,,,,,,observed_positive,1,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-E5312A1D1C4D987997F5,FIN-9F86E7B098ED745383A3,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,28,democratic,"williams, matt",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-F265E4C735A957A6BD56,FIN-ADCB5F8C5ACDA55ADD76,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,28,republican,"darnell, jerry",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-C2F6FF4DA4743E41D9BA,FIN-F81609F29B4DF0FC753F,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,29,democratic,"hudson, abe m, jr",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-F12B534CDE2E8B48D1AE,FIN-0F6A38FE15C1B2EDD973,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,3,democratic,"triplettpatterson, janis",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-DBBF431C5CC91E25BA94,FIN-63FAB2D5FB5F2E6ADFDB,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,3,republican,"arnold, william t",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-3016DF0FF718D3BE8CAD,FIN-DB65007DAD89E7D75A30,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,30,democratic,"rosebud, tracey",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-DA8F0E7B7698BFAF6C96,FIN-0C6CE0E95B283E4DD626,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,31,democratic,"anthony, otis l",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-91F713F81AE1E9B8241C,FIN-A5403194784BF1D6AC7F,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,32,democratic,"osborne, solomon c",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-E665AB030EABAA40A1D0,FIN-0976DCCABFEA83D156D3,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,33,democratic,"reynolds, thomas u (tommy)",1000.0,1000.0,,,,,,observed_positive,1,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-421A3946280B4C4F5674,FIN-29CD424D62775B1850AD,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,34,democratic,"horan, kevin",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-E451F1A093A1C748FCF9,FIN-7EFA9EC5FBF9AE54B96E,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,35,republican,"hood, joey",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-03DAE073690EDCFE0FB9,FIN-54DAE081B12C48820361,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,36,democratic,"gibbs, karl m",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-5C923FDA576407ADE4DE,FIN-042F84745BE687EFE9A2,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,37,republican,"chism, gary a",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-754BE704ABDDFB16298D,FIN-E97C2B3803ACB280DCEE,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,38,democratic,"taylor, cheikh",11750.0,11750.0,,,,,,observed_positive,1,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-CE6370CB45262A384B57,FIN-33F3D32F48A02B1C66D4,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,39,republican,"underwoodmclean, dana",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-7CEF6B6BE28EC80A2FE2,FIN-CAAEAACFE06C70105F55,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,4,republican,"steverson, joseph f (jody)",13450.0,13450.0,,,,,,observed_positive,1,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-DBA9D6F11727E389B485,FIN-8DD77CEB768CAB2ABBDD,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,40,democratic,"jacksonmccray, hester",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-5A7F86E4889E73C8E7D5,FIN-3D4C358075E3F656216F,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,40,republican,"henley, ashley",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-A89BB39E6D1017FEA1F6,FIN-C41BA74D6587344F013D,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,41,democratic,"karriem, kabir",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-73BFDE6A16DD4E743348,FIN-EC8B4123D3D3F0B92FEB,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,42,democratic,"mickens, carl l",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-ADD6D7E72D2C99DC46D5,FIN-B171836F32233B6DD3A1,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,43,republican,"roberson, loyd b (rob), ii",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-10514356C1278D53E46A,FIN-C3031D906BAA8AB20613,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,44,republican,"bounds, c scott",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-C3BC8402A9CB86AAC42F,FIN-52CC45B0995D7AC89A27,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,45,democratic,"evans, michael t",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-74FCD8CBBBDD92A2DBB5,FIN-68DDB90812E0331D04FC,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,46,republican,"oliver, karl",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-ADB73C5D4C7B6A2B66BF,FIN-E779389CBCD6842A0800,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,47,democratic,"clark, bryant w",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-6BB438D9F055E67BB60B,FIN-982CDD6205D7CBE52218,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,48,republican,"white, jason m",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-9F0C0C49724B5FF7E2F6,FIN-790EDEBB0BFE601E5A09,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,49,democratic,"bailey, willie l",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-F43C64636959619BAA05,FIN-E1CBACF07EE8DB40F178,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,5,democratic,"faulkner, john",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-1724F4D71D1F976EA756,FIN-AA632448B19111AD1969,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,50,democratic,"hines, john w, sr",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-8279B6C25A5610227C6E,FIN-4220BCE0CCAE5C45D2B3,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,51,democratic,"straughter, rufus e (pete)",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-306A0241ABB6DCA24369,FIN-FECE7DC4FB9A9EB0C435,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,52,republican,"kinkade, william",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-0579F55F98D2AA104460,FIN-EB945C68651524960B7C,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,53,democratic,"wilkinsongoss, rita",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-8626DF6C866EF137A589,FIN-034431EA0A217C356518,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,53,republican,"mangold, vince",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-B8158A0715445F261E20,FIN-8A2B814399E6A2DE9EDD,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,54,republican,"ford, kevin",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-FE9F2C2CAF8F0756F360,FIN-B7ABD6548E6E711ECEEA,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,55,democratic,"denton, oscar",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-7076B1FA637C7CF1AAC0,FIN-AF116A9F78B0711D0DBD,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,56,democratic,"slater, vicki",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-2C0A6AB61BFDE7D481F2,FIN-9C9DD8BAC58FB8171A5F,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,56,republican,"gunn, philip",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-FA5502E0F361BBF7419C,FIN-D358EE84805F62A2B81F,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,57,democratic,"blackmon, edward, jr",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-2FD1C1D70466931ADDCC,FIN-DFF9512CE64248E6D97E,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,58,republican,"bomgar, joel",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-EBA42A97C1447056213C,FIN-CB4B5CD7BD169175E751,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,59,republican,"powell, brent",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-EB62A050DDD642895C66,FIN-95A4423BCCD35CC49367,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,6,republican,"criswell, dana",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-6A0A776D724F2665C15E,FIN-8C9443FCF9618AA1AE32,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,60,republican,"shanks, fred d",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-BC14570A175F23D8BA78,FIN-58187EA107AADC69BACC,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,61,republican,"newman, gene",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-09DAE602B16995CF5E8A,FIN-FE8FECBC5CFA95DB6BB6,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,62,republican,"weathersby, tom",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-3B6B32E7BF1C73FF4862,FIN-FD9317AD610C276641C7,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,63,democratic,"mckenziefoster, stephanie",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-4CA2E52690810A769FCD,FIN-FAE798CFD065F6F72D61,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,64,democratic,"yates, shanda m",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-D407DA78AC767421BC52,FIN-5B07DD2854006CA886E9,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,64,republican,"denny, william c (bill), jr",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-ECF8E72881BBD7EE741F,FIN-36B03026D66005C9D3D3,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,65,democratic,"bell, christopher m",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-04C8E243EFF0E1C83ACC,FIN-CB07684BAD8F33918E04,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,66,democratic,"dortch, jarvis",5627.9,5627.9,,,,,,observed_positive,1,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-D07F3492CF7C18C260AF,FIN-89B0140A1A0DBAEC6A92,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,67,democratic,"banks, earle s",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,1
LCAND-0BF49D66409E88CA2D25,FIN-9CB8FF964C4092851971,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,68,democratic,"summers, zakiya",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-AFD0D582FC91AB124BC8,FIN-87D99CC132A4B9ED9485,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,68,republican,"pond, jon",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-BA9A3D4A350875828E83,FIN-C8773838F39092268D22,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,69,democratic,"clarke, alyce g",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-34FD22FAFC6BA903CE8A,FIN-4721E0ED03A0C5C65D50,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,7,democratic,"gillespieisom, theresa",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-5E49A6533E7810B88F9C,FIN-3B8CFF008D1EDD7E9215,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,7,republican,"hopkins, steve",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-7B7A12FC631C0F0EB150,FIN-F5315B71597A64370495,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,70,democratic,"brown, w r (bo)",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-035B2319DE028F384AC5,FIN-133F3070F48EF5DDA4E5,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,71,democratic,"crudup, ronnie, jr",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-C5714FD65070ABD2B011,FIN-5D4F37F518E8D6E55E37,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,72,democratic,"gibbs, debra",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-A6E67EECBECA42E65055,FIN-D14E66A4FEEF5B81E6CE,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,73,democratic,"walshmassey, gayle",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-B0D08396B4FF11DDD701,FIN-F4BB5E0B4299C4D2F63E,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,73,republican,"ford, jill",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-E730A1DE9FB04296EBA9,FIN-600CD1903A42A32F4533,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,74,democratic,"mccarty, jason",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
LCAND-BC056C3048F1D179BBA6,FIN-0C1BE75C26A67A342110,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,74,republican,"yancey, lee",,,,,,,,unknown_scanned_or_unrecognized_pdf,0,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,0
LCAND-AD1F927A85574FBADE8D,FIN-24585B00E0F6611F682E,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,75,democratic,"miles, tom",49905.97,49905.97,,,,,,observed_positive,1,Mississippi Secretary of State selected disclosure PDFs,current_contributions_aggregate_ytd,exact_scope_and_normalized_name,100.0,1
LCAND-26F13489A46DF1C98CF4,FIN-135059D66D74412970B1,RUN-133197C8B7B94F21A2939B438EDAF692,MS,2019,lower,75,republican,"cox, vance",,,,,,,,unknown_summary_adapter_not_available,0,none,unknown,exact_scope_and_normalized_name,100.0,0
