county,precinct,office,district,party,candidate,votes
Franklin,PLEASANT SITE VFD PRCT 4,State House,18,,Over Votes,0
Franklin,PLEASANT SITE VFD PRCT 4,State House,18,,Under Votes,5
Franklin,PLEASANT SITE VFD PRCT 4,State Senate,6,DEM,Johnny Mack Morrow,80
Franklin,PLEASANT SITE VFD PRCT 4,State Senate,6,NON,Write-ins,0
Franklin,PLEASANT SITE VFD PRCT 4,State Senate,6,REP,Larry Stutts,54
Franklin,PLEASANT SITE VFD PRCT 4,State Senate,6,,Over Votes,0
Franklin,PLEASANT SITE VFD PRCT 4,State Senate,6,,Under Votes,3
Franklin,PLEASANT SITE VFD PRCT 4,State Treasurer,,NON,Write-ins,0
Franklin,PLEASANT SITE VFD PRCT 4,State Treasurer,,REP,John McMillan,82
Franklin,PLEASANT SITE VFD PRCT 4,State Treasurer,,,Over Votes,0
Franklin,PLEASANT SITE VFD PRCT 4,State Treasurer,,,Under Votes,55
Franklin,PLEASANT SITE VFD PRCT 4,Straight Party,,DEM,Alabama Democratic Party,14
Franklin,PLEASANT SITE VFD PRCT 4,Straight Party,,REP,Alabama Republican Party,11
Franklin,PLEASANT SITE VFD PRCT 4,Straight Party,,,Over Votes,0
Franklin,PLEASANT SITE VFD PRCT 4,Straight Party,,,Under Votes,112
Franklin,PLEASANT SITE VFD PRCT 4,U.S. House,4,DEM,Lee Auman,22
Franklin,PLEASANT SITE VFD PRCT 4,U.S. House,4,NON,Write-ins,0
Franklin,PLEASANT SITE VFD PRCT 4,U.S. House,4,REP,Robert Aderholt,107
Franklin,PLEASANT SITE VFD PRCT 4,U.S. House,4,,Over Votes,0
Franklin,PLEASANT SITE VFD PRCT 4,U.S. House,4,,Under Votes,8
Franklin,PROVISIONAL,Attorney General,,DEM,Joseph Siegelman,2
Franklin,PROVISIONAL,Attorney General,,NON,Write-ins,0
Franklin,PROVISIONAL,Attorney General,,REP,Steve Marshall,6
Franklin,PROVISIONAL,Attorney General,,,Over Votes,0
Franklin,PROVISIONAL,Attorney General,,,Under Votes,0
Franklin,PROVISIONAL,Ballots Cast,,,Ballots Cast - Total,13
Franklin,PROVISIONAL,Commissioner of Agriculture and Industries,,NON,Write-ins,0
Franklin,PROVISIONAL,Commissioner of Agriculture and Industries,,REP,Rick Pate,4
Franklin,PROVISIONAL,Commissioner of Agriculture and Industries,,,Over Votes,0
Franklin,PROVISIONAL,Commissioner of Agriculture and Industries,,,Under Votes,0
Franklin,PROVISIONAL,Governor,,DEM,Walt Maddox,2
Franklin,PROVISIONAL,Governor,,NON,Write-ins,0
Franklin,PROVISIONAL,Governor,,REP,Kay Ivey,14
Franklin,PROVISIONAL,Governor,,,Over Votes,0
Franklin,PROVISIONAL,Governor,,,Under Votes,0
Franklin,PROVISIONAL,Lieutenant Governor,,DEM,Will Boyd,3
Franklin,PROVISIONAL,Lieutenant Governor,,NON,Write-ins,0
Franklin,PROVISIONAL,Lieutenant Governor,,REP,Will Ainsworth,7
Franklin,PROVISIONAL,Lieutenant Governor,,,Over Votes,0
Franklin,PROVISIONAL,Lieutenant Governor,,,Under Votes,0
Franklin,PROVISIONAL,Secretary of State,,DEM,Heather Milam,1
Franklin,PROVISIONAL,Secretary of State,,NON,Write-ins,0
Franklin,PROVISIONAL,Secretary of State,,REP,John H. Merrill,4
Franklin,PROVISIONAL,Secretary of State,,,Over Votes,0
Franklin,PROVISIONAL,Secretary of State,,,Under Votes,0
Franklin,PROVISIONAL,State Auditor,,DEM,Miranda Karrine Joseph,1
Franklin,PROVISIONAL,State Auditor,,NON,Write-ins,0
Franklin,PROVISIONAL,State Auditor,,REP,Jim Zeigler,4
Franklin,PROVISIONAL,State Auditor,,,Over Votes,0
Franklin,PROVISIONAL,State Auditor,,,Under Votes,0
Franklin,PROVISIONAL,State House,18,DEM,Eddie Britton,3
Franklin,PROVISIONAL,State House,18,NON,Write-ins,0
Franklin,PROVISIONAL,State House,18,REP,Jamie Kiel,5
Franklin,PROVISIONAL,State House,18,,Over Votes,0
Franklin,PROVISIONAL,State House,18,,Under Votes,0
Franklin,PROVISIONAL,State House,7,DEM,Kenneth A. Brackins,1
Franklin,PROVISIONAL,State House,7,NON,Write-ins,0
Franklin,PROVISIONAL,State House,7,REP,Proncey Robertson,3
Franklin,PROVISIONAL,State House,7,,Over Votes,0
Franklin,PROVISIONAL,State House,7,,Under Votes,0
Franklin,PROVISIONAL,State Senate,6,DEM,Johnny Mack Morrow,4
Franklin,PROVISIONAL,State Senate,6,NON,Write-ins,0
Franklin,PROVISIONAL,State Senate,6,REP,Larry Stutts,4
Franklin,PROVISIONAL,State Senate,6,,Over Votes,0
Franklin,PROVISIONAL,State Senate,6,,Under Votes,0
Franklin,PROVISIONAL,State Treasurer,,NON,Write-ins,0
Franklin,PROVISIONAL,State Treasurer,,REP,John McMillan,4
Franklin,PROVISIONAL,State Treasurer,,,Over Votes,0
Franklin,PROVISIONAL,State Treasurer,,,Under Votes,0
Franklin,PROVISIONAL,Straight Party,,DEM,Alabama Democratic Party,2
Franklin,PROVISIONAL,Straight Party,,REP,Alabama Republican Party,6
Franklin,PROVISIONAL,Straight Party,,,Over Votes,0
Franklin,PROVISIONAL,Straight Party,,,Under Votes,0
Franklin,PROVISIONAL,U.S. House,4,DEM,Lee Auman,0
Franklin,PROVISIONAL,U.S. House,4,NON,Write-ins,0
Franklin,PROVISIONAL,U.S. House,4,REP,Robert Aderholt,13
Franklin,PROVISIONAL,U.S. House,4,,Over Votes,0
Franklin,PROVISIONAL,U.S. House,4,,Under Votes,0
Franklin,QUINN'S GARAGE PRCT 12,Attorney General,,DEM,Joseph Siegelman,45
Franklin,QUINN'S GARAGE PRCT 12,Attorney General,,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,Attorney General,,REP,Steve Marshall,95
Franklin,QUINN'S GARAGE PRCT 12,Attorney General,,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,Attorney General,,,Under Votes,10
Franklin,QUINN'S GARAGE PRCT 12,Ballots Cast,,,Ballots Cast - Total,150
Franklin,QUINN'S GARAGE PRCT 12,Commissioner of Agriculture and Industries,,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,Commissioner of Agriculture and Industries,,REP,Rick Pate,98
Franklin,QUINN'S GARAGE PRCT 12,Commissioner of Agriculture and Industries,,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,Commissioner of Agriculture and Industries,,,Under Votes,52
Franklin,QUINN'S GARAGE PRCT 12,Governor,,DEM,Walt Maddox,30
Franklin,QUINN'S GARAGE PRCT 12,Governor,,NON,Write-ins,1
Franklin,QUINN'S GARAGE PRCT 12,Governor,,REP,Kay Ivey,114
Franklin,QUINN'S GARAGE PRCT 12,Governor,,,Over Votes,1
Franklin,QUINN'S GARAGE PRCT 12,Governor,,,Under Votes,4
Franklin,QUINN'S GARAGE PRCT 12,Lieutenant Governor,,DEM,Will Boyd,25
Franklin,QUINN'S GARAGE PRCT 12,Lieutenant Governor,,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,Lieutenant Governor,,REP,Will Ainsworth,118
Franklin,QUINN'S GARAGE PRCT 12,Lieutenant Governor,,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,Lieutenant Governor,,,Under Votes,7
Franklin,QUINN'S GARAGE PRCT 12,Secretary of State,,DEM,Heather Milam,24
Franklin,QUINN'S GARAGE PRCT 12,Secretary of State,,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,Secretary of State,,REP,John H. Merrill,111
Franklin,QUINN'S GARAGE PRCT 12,Secretary of State,,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,Secretary of State,,,Under Votes,15
Franklin,QUINN'S GARAGE PRCT 12,State Auditor,,DEM,Miranda Karrine Joseph,25
Franklin,QUINN'S GARAGE PRCT 12,State Auditor,,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,State Auditor,,REP,Jim Zeigler,105
Franklin,QUINN'S GARAGE PRCT 12,State Auditor,,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,State Auditor,,,Under Votes,20
Franklin,QUINN'S GARAGE PRCT 12,State House,7,DEM,Kenneth A. Brackins,33
Franklin,QUINN'S GARAGE PRCT 12,State House,7,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,State House,7,REP,Proncey Robertson,103
Franklin,QUINN'S GARAGE PRCT 12,State House,7,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,State House,7,,Under Votes,14
Franklin,QUINN'S GARAGE PRCT 12,State Senate,6,DEM,Johnny Mack Morrow,70
Franklin,QUINN'S GARAGE PRCT 12,State Senate,6,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,State Senate,6,REP,Larry Stutts,72
Franklin,QUINN'S GARAGE PRCT 12,State Senate,6,,Over Votes,1
Franklin,QUINN'S GARAGE PRCT 12,State Senate,6,,Under Votes,7
Franklin,QUINN'S GARAGE PRCT 12,State Treasurer,,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,State Treasurer,,REP,John McMillan,100
Franklin,QUINN'S GARAGE PRCT 12,State Treasurer,,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,State Treasurer,,,Under Votes,50
Franklin,QUINN'S GARAGE PRCT 12,Straight Party,,DEM,Alabama Democratic Party,13
Franklin,QUINN'S GARAGE PRCT 12,Straight Party,,REP,Alabama Republican Party,52
Franklin,QUINN'S GARAGE PRCT 12,Straight Party,,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,Straight Party,,,Under Votes,85
Franklin,QUINN'S GARAGE PRCT 12,U.S. House,4,DEM,Lee Auman,24
Franklin,QUINN'S GARAGE PRCT 12,U.S. House,4,NON,Write-ins,0
Franklin,QUINN'S GARAGE PRCT 12,U.S. House,4,REP,Robert Aderholt,121
Franklin,QUINN'S GARAGE PRCT 12,U.S. House,4,,Over Votes,0
Franklin,QUINN'S GARAGE PRCT 12,U.S. House,4,,Under Votes,5
Franklin,RED BAY PRCT 5,Attorney General,,DEM,Joseph Siegelman,233
Franklin,RED BAY PRCT 5,Attorney General,,NON,Write-ins,1
Franklin,RED BAY PRCT 5,Attorney General,,REP,Steve Marshall,790
Franklin,RED BAY PRCT 5,Attorney General,,,Over Votes,1
Franklin,RED BAY PRCT 5,Attorney General,,,Under Votes,58
Franklin,RED BAY PRCT 5,Ballots Cast,,,Ballots Cast - Total,1083
Franklin,RED BAY PRCT 5,Commissioner of Agriculture and Industries,,NON,Write-ins,3
Franklin,RED BAY PRCT 5,Commissioner of Agriculture and Industries,,REP,Rick Pate,793
Franklin,RED BAY PRCT 5,Commissioner of Agriculture and Industries,,,Over Votes,1
Franklin,RED BAY PRCT 5,Commissioner of Agriculture and Industries,,,Under Votes,286
Franklin,RED BAY PRCT 5,Governor,,DEM,Walt Maddox,186
Franklin,RED BAY PRCT 5,Governor,,NON,Write-ins,0
Franklin,RED BAY PRCT 5,Governor,,REP,Kay Ivey,874
Franklin,RED BAY PRCT 5,Governor,,,Over Votes,0
Franklin,RED BAY PRCT 5,Governor,,,Under Votes,23
Franklin,RED BAY PRCT 5,Lieutenant Governor,,DEM,Will Boyd,168
Franklin,RED BAY PRCT 5,Lieutenant Governor,,NON,Write-ins,1
Franklin,RED BAY PRCT 5,Lieutenant Governor,,REP,Will Ainsworth,857
Franklin,RED BAY PRCT 5,Lieutenant Governor,,,Over Votes,0
Franklin,RED BAY PRCT 5,Lieutenant Governor,,,Under Votes,57
Franklin,RED BAY PRCT 5,Secretary of State,,DEM,Heather Milam,182
Franklin,RED BAY PRCT 5,Secretary of State,,NON,Write-ins,0
Franklin,RED BAY PRCT 5,Secretary of State,,REP,John H. Merrill,823
Franklin,RED BAY PRCT 5,Secretary of State,,,Over Votes,2
Franklin,RED BAY PRCT 5,Secretary of State,,,Under Votes,76
Franklin,RED BAY PRCT 5,State Auditor,,DEM,Miranda Karrine Joseph,176
Franklin,RED BAY PRCT 5,State Auditor,,NON,Write-ins,0
Franklin,RED BAY PRCT 5,State Auditor,,REP,Jim Zeigler,811
Franklin,RED BAY PRCT 5,State Auditor,,,Over Votes,0
Franklin,RED BAY PRCT 5,State Auditor,,,Under Votes,96
Franklin,RED BAY PRCT 5,State House,18,DEM,Eddie Britton,249
Franklin,RED BAY PRCT 5,State House,18,NON,Write-ins,0
Franklin,RED BAY PRCT 5,State House,18,REP,Jamie Kiel,806
Franklin,RED BAY PRCT 5,State House,18,,Over Votes,0
Franklin,RED BAY PRCT 5,State House,18,,Under Votes,28
Franklin,RED BAY PRCT 5,State Senate,6,DEM,Johnny Mack Morrow,440
Franklin,RED BAY PRCT 5,State Senate,6,NON,Write-ins,2
Franklin,RED BAY PRCT 5,State Senate,6,REP,Larry Stutts,610
Franklin,RED BAY PRCT 5,State Senate,6,,Over Votes,1
Franklin,RED BAY PRCT 5,State Senate,6,,Under Votes,30
Franklin,RED BAY PRCT 5,State Treasurer,,NON,Write-ins,3
Franklin,RED BAY PRCT 5,State Treasurer,,REP,John McMillan,792
Franklin,RED BAY PRCT 5,State Treasurer,,,Over Votes,1
Franklin,RED BAY PRCT 5,State Treasurer,,,Under Votes,287
Franklin,RED BAY PRCT 5,Straight Party,,DEM,Alabama Democratic Party,75
Franklin,RED BAY PRCT 5,Straight Party,,REP,Alabama Republican Party,274
Franklin,RED BAY PRCT 5,Straight Party,,,Over Votes,0
Franklin,RED BAY PRCT 5,Straight Party,,,Under Votes,734
Franklin,RED BAY PRCT 5,U.S. House,4,DEM,Lee Auman,142
Franklin,RED BAY PRCT 5,U.S. House,4,NON,Write-ins,2
Franklin,RED BAY PRCT 5,U.S. House,4,REP,Robert Aderholt,903
Franklin,RED BAY PRCT 5,U.S. House,4,,Over Votes,0
Franklin,RED BAY PRCT 5,U.S. House,4,,Under Votes,36
Franklin,ROCKWOOD PRCT 10,Attorney General,,DEM,Joseph Siegelman,101
Franklin,ROCKWOOD PRCT 10,Attorney General,,NON,Write-ins,0
Franklin,ROCKWOOD PRCT 10,Attorney General,,REP,Steve Marshall,238
Franklin,ROCKWOOD PRCT 10,Attorney General,,,Over Votes,1
Franklin,ROCKWOOD PRCT 10,Attorney General,,,Under Votes,11
Franklin,ROCKWOOD PRCT 10,Ballots Cast,,,Ballots Cast - Total,351
Franklin,ROCKWOOD PRCT 10,Commissioner of Agriculture and Industries,,NON,Write-ins,1
Franklin,ROCKWOOD PRCT 10,Commissioner of Agriculture and Industries,,REP,Rick Pate,251
Franklin,ROCKWOOD PRCT 10,Commissioner of Agriculture and Industries,,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,Commissioner of Agriculture and Industries,,,Under Votes,99
Franklin,ROCKWOOD PRCT 10,Governor,,DEM,Walt Maddox,77
Franklin,ROCKWOOD PRCT 10,Governor,,NON,Write-ins,0
Franklin,ROCKWOOD PRCT 10,Governor,,REP,Kay Ivey,270
Franklin,ROCKWOOD PRCT 10,Governor,,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,Governor,,,Under Votes,4
Franklin,ROCKWOOD PRCT 10,Lieutenant Governor,,DEM,Will Boyd,76
Franklin,ROCKWOOD PRCT 10,Lieutenant Governor,,NON,Write-ins,0
Franklin,ROCKWOOD PRCT 10,Lieutenant Governor,,REP,Will Ainsworth,261
Franklin,ROCKWOOD PRCT 10,Lieutenant Governor,,,Over Votes,1
Franklin,ROCKWOOD PRCT 10,Lieutenant Governor,,,Under Votes,13
Franklin,ROCKWOOD PRCT 10,Secretary of State,,DEM,Heather Milam,76
Franklin,ROCKWOOD PRCT 10,Secretary of State,,NON,Write-ins,0
Franklin,ROCKWOOD PRCT 10,Secretary of State,,REP,John H. Merrill,260
Franklin,ROCKWOOD PRCT 10,Secretary of State,,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,Secretary of State,,,Under Votes,15
Franklin,ROCKWOOD PRCT 10,State Auditor,,DEM,Miranda Karrine Joseph,76
Franklin,ROCKWOOD PRCT 10,State Auditor,,NON,Write-ins,0
Franklin,ROCKWOOD PRCT 10,State Auditor,,REP,Jim Zeigler,248
Franklin,ROCKWOOD PRCT 10,State Auditor,,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,State Auditor,,,Under Votes,27
Franklin,ROCKWOOD PRCT 10,State House,18,DEM,Eddie Britton,88
Franklin,ROCKWOOD PRCT 10,State House,18,NON,Write-ins,0
Franklin,ROCKWOOD PRCT 10,State House,18,REP,Jamie Kiel,259
Franklin,ROCKWOOD PRCT 10,State House,18,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,State House,18,,Under Votes,4
Franklin,ROCKWOOD PRCT 10,State Senate,6,DEM,Johnny Mack Morrow,194
Franklin,ROCKWOOD PRCT 10,State Senate,6,NON,Write-ins,2
Franklin,ROCKWOOD PRCT 10,State Senate,6,REP,Larry Stutts,146
Franklin,ROCKWOOD PRCT 10,State Senate,6,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,State Senate,6,,Under Votes,9
Franklin,ROCKWOOD PRCT 10,State Treasurer,,NON,Write-ins,1
Franklin,ROCKWOOD PRCT 10,State Treasurer,,REP,John McMillan,255
Franklin,ROCKWOOD PRCT 10,State Treasurer,,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,State Treasurer,,,Under Votes,95
Franklin,ROCKWOOD PRCT 10,Straight Party,,DEM,Alabama Democratic Party,32
Franklin,ROCKWOOD PRCT 10,Straight Party,,REP,Alabama Republican Party,103
Franklin,ROCKWOOD PRCT 10,Straight Party,,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,Straight Party,,,Under Votes,216
Franklin,ROCKWOOD PRCT 10,U.S. House,4,DEM,Lee Auman,70
Franklin,ROCKWOOD PRCT 10,U.S. House,4,NON,Write-ins,0
Franklin,ROCKWOOD PRCT 10,U.S. House,4,REP,Robert Aderholt,273
Franklin,ROCKWOOD PRCT 10,U.S. House,4,,Over Votes,0
Franklin,ROCKWOOD PRCT 10,U.S. House,4,,Under Votes,8
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Attorney General,,DEM,Joseph Siegelman,221
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Attorney General,,NON,Write-ins,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Attorney General,,REP,Steve Marshall,254
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Attorney General,,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Attorney General,,,Under Votes,17
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Ballots Cast,,,Ballots Cast - Total,492
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Commissioner of Agriculture and Industries,,NON,Write-ins,8
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Commissioner of Agriculture and Industries,,REP,Rick Pate,304
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Commissioner of Agriculture and Industries,,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Commissioner of Agriculture and Industries,,,Under Votes,180
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Governor,,DEM,Walt Maddox,192
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Governor,,NON,Write-ins,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Governor,,REP,Kay Ivey,293
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Governor,,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Governor,,,Under Votes,7
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Lieutenant Governor,,DEM,Will Boyd,185
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Lieutenant Governor,,NON,Write-ins,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Lieutenant Governor,,REP,Will Ainsworth,288
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Lieutenant Governor,,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Lieutenant Governor,,,Under Votes,19
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Secretary of State,,DEM,Heather Milam,163
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Secretary of State,,NON,Write-ins,2
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Secretary of State,,REP,John H. Merrill,300
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Secretary of State,,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Secretary of State,,,Under Votes,27
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Auditor,,DEM,Miranda Karrine Joseph,177
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Auditor,,NON,Write-ins,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Auditor,,REP,Jim Zeigler,284
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Auditor,,,Over Votes,1
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Auditor,,,Under Votes,30
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State House,18,DEM,Eddie Britton,200
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State House,18,NON,Write-ins,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State House,18,REP,Jamie Kiel,291
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State House,18,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State House,18,,Under Votes,1
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Senate,6,DEM,Johnny Mack Morrow,311
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Senate,6,NON,Write-ins,7
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Senate,6,REP,Larry Stutts,160
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Senate,6,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Senate,6,,Under Votes,14
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Treasurer,,NON,Write-ins,7
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Treasurer,,REP,John McMillan,302
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Treasurer,,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,State Treasurer,,,Under Votes,183
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Straight Party,,DEM,Alabama Democratic Party,101
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Straight Party,,REP,Alabama Republican Party,125
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Straight Party,,,Over Votes,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,Straight Party,,,Under Votes,266
Franklin,RUSSELLVILLE ELEC_ PCT2-5,U.S. House,4,DEM,Lee Auman,164
Franklin,RUSSELLVILLE ELEC_ PCT2-5,U.S. House,4,NON,Write-ins,0
Franklin,RUSSELLVILLE ELEC_ PCT2-5,U.S. House,4,REP,Robert Aderholt,315
Franklin,RUSSELLVILLE ELEC_ PCT2-5,U.S. House,4,,Over Votes,1
Franklin,RUSSELLVILLE ELEC_ PCT2-5,U.S. House,4,,Under Votes,12
Franklin,RUSSELLVILLE HIGH PRCT2-1,Attorney General,,DEM,Joseph Siegelman,276
Franklin,RUSSELLVILLE HIGH PRCT2-1,Attorney General,,NON,Write-ins,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,Attorney General,,REP,Steve Marshall,462
Franklin,RUSSELLVILLE HIGH PRCT2-1,Attorney General,,,Over Votes,1
Franklin,RUSSELLVILLE HIGH PRCT2-1,Attorney General,,,Under Votes,31
Franklin,RUSSELLVILLE HIGH PRCT2-1,Ballots Cast,,,Ballots Cast - Total,770
Franklin,RUSSELLVILLE HIGH PRCT2-1,Commissioner of Agriculture and Industries,,NON,Write-ins,8
Franklin,RUSSELLVILLE HIGH PRCT2-1,Commissioner of Agriculture and Industries,,REP,Rick Pate,502
Franklin,RUSSELLVILLE HIGH PRCT2-1,Commissioner of Agriculture and Industries,,,Over Votes,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,Commissioner of Agriculture and Industries,,,Under Votes,260
Franklin,RUSSELLVILLE HIGH PRCT2-1,Governor,,DEM,Walt Maddox,236
Franklin,RUSSELLVILLE HIGH PRCT2-1,Governor,,NON,Write-ins,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,Governor,,REP,Kay Ivey,523
Franklin,RUSSELLVILLE HIGH PRCT2-1,Governor,,,Over Votes,1
Franklin,RUSSELLVILLE HIGH PRCT2-1,Governor,,,Under Votes,10
Franklin,RUSSELLVILLE HIGH PRCT2-1,Lieutenant Governor,,DEM,Will Boyd,195
Franklin,RUSSELLVILLE HIGH PRCT2-1,Lieutenant Governor,,NON,Write-ins,2
Franklin,RUSSELLVILLE HIGH PRCT2-1,Lieutenant Governor,,REP,Will Ainsworth,538
Franklin,RUSSELLVILLE HIGH PRCT2-1,Lieutenant Governor,,,Over Votes,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,Lieutenant Governor,,,Under Votes,35
Franklin,RUSSELLVILLE HIGH PRCT2-1,Secretary of State,,DEM,Heather Milam,178
Franklin,RUSSELLVILLE HIGH PRCT2-1,Secretary of State,,NON,Write-ins,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,Secretary of State,,REP,John H. Merrill,555
Franklin,RUSSELLVILLE HIGH PRCT2-1,Secretary of State,,,Over Votes,2
Franklin,RUSSELLVILLE HIGH PRCT2-1,Secretary of State,,,Under Votes,35
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Auditor,,DEM,Miranda Karrine Joseph,201
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Auditor,,NON,Write-ins,2
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Auditor,,REP,Jim Zeigler,507
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Auditor,,,Over Votes,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Auditor,,,Under Votes,60
Franklin,RUSSELLVILLE HIGH PRCT2-1,State House,18,DEM,Eddie Britton,195
Franklin,RUSSELLVILLE HIGH PRCT2-1,State House,18,NON,Write-ins,1
Franklin,RUSSELLVILLE HIGH PRCT2-1,State House,18,REP,Jamie Kiel,562
Franklin,RUSSELLVILLE HIGH PRCT2-1,State House,18,,Over Votes,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,State House,18,,Under Votes,12
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Senate,6,DEM,Johnny Mack Morrow,471
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Senate,6,NON,Write-ins,6
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Senate,6,REP,Larry Stutts,275
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Senate,6,,Over Votes,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Senate,6,,Under Votes,18
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Treasurer,,NON,Write-ins,9
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Treasurer,,REP,John McMillan,509
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Treasurer,,,Over Votes,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,State Treasurer,,,Under Votes,252
Franklin,RUSSELLVILLE HIGH PRCT2-1,Straight Party,,DEM,Alabama Democratic Party,97
Franklin,RUSSELLVILLE HIGH PRCT2-1,Straight Party,,REP,Alabama Republican Party,190
Franklin,RUSSELLVILLE HIGH PRCT2-1,Straight Party,,,Over Votes,0
Franklin,RUSSELLVILLE HIGH PRCT2-1,Straight Party,,,Under Votes,483
Franklin,RUSSELLVILLE HIGH PRCT2-1,U.S. House,4,DEM,Lee Auman,164
Franklin,RUSSELLVILLE HIGH PRCT2-1,U.S. House,4,NON,Write-ins,5
Franklin,RUSSELLVILLE HIGH PRCT2-1,U.S. House,4,REP,Robert Aderholt,587
