county,precinct,office,district,party,candidate,votes
Franklin,UNION COMMUNITY PRCT 1,Lieutenant Governor,,,Under Votes,24
Franklin,UNION COMMUNITY PRCT 1,State House,7,DEM,John (Jody) Letson,131
Franklin,UNION COMMUNITY PRCT 1,State House,7,NON,Write-ins,0
Franklin,UNION COMMUNITY PRCT 1,State House,7,REP,Ken Johnson,150
Franklin,UNION COMMUNITY PRCT 1,State House,7,,Over Votes,0
Franklin,UNION COMMUNITY PRCT 1,State House,7,,Under Votes,13
Franklin,UNION COMMUNITY PRCT 1,State Senate,6,DEM,"Roger Bedford, Jr.",171
Franklin,UNION COMMUNITY PRCT 1,State Senate,6,NON,Write-ins,0
Franklin,UNION COMMUNITY PRCT 1,State Senate,6,REP,Larry Stutts,121
Franklin,UNION COMMUNITY PRCT 1,State Senate,6,,Over Votes,0
Franklin,UNION COMMUNITY PRCT 1,State Senate,6,,Under Votes,2
Franklin,UNION COMMUNITY PRCT 1,State Treasurer,,NON,Write-ins,5
Franklin,UNION COMMUNITY PRCT 1,State Treasurer,,REP,Young Boozer,182
Franklin,UNION COMMUNITY PRCT 1,State Treasurer,,,Over Votes,0
Franklin,UNION COMMUNITY PRCT 1,State Treasurer,,,Under Votes,107
Franklin,UNION COMMUNITY PRCT 1,U.S. House,4,NON,Write-ins,6
Franklin,UNION COMMUNITY PRCT 1,U.S. House,4,REP,Robert Aderholt,230
Franklin,UNION COMMUNITY PRCT 1,U.S. House,4,,Over Votes,0
Franklin,UNION COMMUNITY PRCT 1,U.S. House,4,,Under Votes,58
Franklin,UNION COMMUNITY PRCT 1,U.S. Senate,,NON,Write-ins,5
Franklin,UNION COMMUNITY PRCT 1,U.S. Senate,,REP,Jeff Sessions,214
Franklin,UNION COMMUNITY PRCT 1,U.S. Senate,,,Over Votes,0
Franklin,UNION COMMUNITY PRCT 1,U.S. Senate,,,Under Votes,75
Franklin,VFD PRCT 4,Attorney General,,DEM,Joe Hubbard,34
Franklin,VFD PRCT 4,Attorney General,,NON,Write-ins,0
Franklin,VFD PRCT 4,Attorney General,,REP,Luther Strange,70
Franklin,VFD PRCT 4,Attorney General,,,Over Votes,0
Franklin,VFD PRCT 4,Attorney General,,,Under Votes,7
Franklin,VFD PRCT 4,Governor,,DEM,Parker Griffith,28
Franklin,VFD PRCT 4,Governor,,NON,Write-ins,0
Franklin,VFD PRCT 4,Governor,,REP,Robert Bentley,82
Franklin,VFD PRCT 4,Governor,,,Over Votes,0
Franklin,VFD PRCT 4,Governor,,,Under Votes,1
Franklin,VFD PRCT 4,Lieutenant Governor,,DEM,"James C. Fields, Jr.",30
Franklin,VFD PRCT 4,Lieutenant Governor,,NON,Write-ins,0
Franklin,VFD PRCT 4,Lieutenant Governor,,REP,Kay Ivey,74
Franklin,VFD PRCT 4,Lieutenant Governor,,,Over Votes,0
Franklin,VFD PRCT 4,Lieutenant Governor,,,Under Votes,7
Franklin,VFD PRCT 4,State House,18,DEM,Johnny MacK Morrow,67
Franklin,VFD PRCT 4,State House,18,NON,Write-ins,0
Franklin,VFD PRCT 4,State House,18,REP,Gerry Wallace,44
Franklin,VFD PRCT 4,State House,18,,Over Votes,0
Franklin,VFD PRCT 4,State House,18,,Under Votes,0
Franklin,VFD PRCT 4,State Senate,6,DEM,"Roger Bedford, Jr.",57
Franklin,VFD PRCT 4,State Senate,6,NON,Write-ins,0
Franklin,VFD PRCT 4,State Senate,6,REP,Larry Stutts,54
Franklin,VFD PRCT 4,State Senate,6,,Over Votes,0
Franklin,VFD PRCT 4,State Senate,6,,Under Votes,0
Franklin,VFD PRCT 4,State Treasurer,,NON,Write-ins,0
Franklin,VFD PRCT 4,State Treasurer,,REP,Young Boozer,58
Franklin,VFD PRCT 4,State Treasurer,,,Over Votes,0
Franklin,VFD PRCT 4,State Treasurer,,,Under Votes,53
Franklin,VFD PRCT 4,U.S. House,4,NON,Write-ins,0
Franklin,VFD PRCT 4,U.S. House,4,REP,Robert Aderholt,67
Franklin,VFD PRCT 4,U.S. House,4,,Over Votes,0
Franklin,VFD PRCT 4,U.S. House,4,,Under Votes,44
Franklin,VFD PRCT 4,U.S. Senate,,NON,Write-ins,0
Franklin,VFD PRCT 4,U.S. Senate,,REP,Jeff Sessions,65
Franklin,VFD PRCT 4,U.S. Senate,,,Over Votes,0
Franklin,VFD PRCT 4,U.S. Senate,,,Under Votes,46
Franklin,VINA FIRE DEPT_ PRCT 6,Attorney General,,DEM,Joe Hubbard,114
Franklin,VINA FIRE DEPT_ PRCT 6,Attorney General,,NON,Write-ins,0
Franklin,VINA FIRE DEPT_ PRCT 6,Attorney General,,REP,Luther Strange,177
Franklin,VINA FIRE DEPT_ PRCT 6,Attorney General,,,Over Votes,1
Franklin,VINA FIRE DEPT_ PRCT 6,Attorney General,,,Under Votes,36
Franklin,VINA FIRE DEPT_ PRCT 6,Governor,,DEM,Parker Griffith,106
Franklin,VINA FIRE DEPT_ PRCT 6,Governor,,NON,Write-ins,0
Franklin,VINA FIRE DEPT_ PRCT 6,Governor,,REP,Robert Bentley,210
Franklin,VINA FIRE DEPT_ PRCT 6,Governor,,,Over Votes,0
Franklin,VINA FIRE DEPT_ PRCT 6,Governor,,,Under Votes,12
Franklin,VINA FIRE DEPT_ PRCT 6,Lieutenant Governor,,DEM,"James C. Fields, Jr.",98
Franklin,VINA FIRE DEPT_ PRCT 6,Lieutenant Governor,,NON,Write-ins,0
Franklin,VINA FIRE DEPT_ PRCT 6,Lieutenant Governor,,REP,Kay Ivey,195
Franklin,VINA FIRE DEPT_ PRCT 6,Lieutenant Governor,,,Over Votes,0
Franklin,VINA FIRE DEPT_ PRCT 6,Lieutenant Governor,,,Under Votes,35
Franklin,VINA FIRE DEPT_ PRCT 6,State House,18,DEM,Johnny MacK Morrow,194
Franklin,VINA FIRE DEPT_ PRCT 6,State House,18,NON,Write-ins,0
Franklin,VINA FIRE DEPT_ PRCT 6,State House,18,REP,Gerry Wallace,124
Franklin,VINA FIRE DEPT_ PRCT 6,State House,18,,Over Votes,0
Franklin,VINA FIRE DEPT_ PRCT 6,State House,18,,Under Votes,10
Franklin,VINA FIRE DEPT_ PRCT 6,State Senate,6,DEM,"Roger Bedford, Jr.",158
Franklin,VINA FIRE DEPT_ PRCT 6,State Senate,6,NON,Write-ins,0
Franklin,VINA FIRE DEPT_ PRCT 6,State Senate,6,REP,Larry Stutts,164
Franklin,VINA FIRE DEPT_ PRCT 6,State Senate,6,,Over Votes,1
Franklin,VINA FIRE DEPT_ PRCT 6,State Senate,6,,Under Votes,5
Franklin,VINA FIRE DEPT_ PRCT 6,State Treasurer,,NON,Write-ins,2
Franklin,VINA FIRE DEPT_ PRCT 6,State Treasurer,,REP,Young Boozer,184
Franklin,VINA FIRE DEPT_ PRCT 6,State Treasurer,,,Over Votes,0
Franklin,VINA FIRE DEPT_ PRCT 6,State Treasurer,,,Under Votes,142
Franklin,VINA FIRE DEPT_ PRCT 6,U.S. House,4,NON,Write-ins,1
Franklin,VINA FIRE DEPT_ PRCT 6,U.S. House,4,REP,Robert Aderholt,223
Franklin,VINA FIRE DEPT_ PRCT 6,U.S. House,4,,Over Votes,0
Franklin,VINA FIRE DEPT_ PRCT 6,U.S. House,4,,Under Votes,104
Franklin,VINA FIRE DEPT_ PRCT 6,U.S. Senate,,NON,Write-ins,3
Franklin,VINA FIRE DEPT_ PRCT 6,U.S. Senate,,REP,Jeff Sessions,222
Franklin,VINA FIRE DEPT_ PRCT 6,U.S. Senate,,,Over Votes,0
Franklin,VINA FIRE DEPT_ PRCT 6,U.S. Senate,,,Under Votes,103
Franklin,WACO CHURCH CHRIST PCT16,Attorney General,,DEM,Joe Hubbard,58
Franklin,WACO CHURCH CHRIST PCT16,Attorney General,,NON,Write-ins,1
Franklin,WACO CHURCH CHRIST PCT16,Attorney General,,REP,Luther Strange,81
Franklin,WACO CHURCH CHRIST PCT16,Attorney General,,,Over Votes,1
Franklin,WACO CHURCH CHRIST PCT16,Attorney General,,,Under Votes,4
Franklin,WACO CHURCH CHRIST PCT16,Governor,,DEM,Parker Griffith,48
Franklin,WACO CHURCH CHRIST PCT16,Governor,,NON,Write-ins,0
Franklin,WACO CHURCH CHRIST PCT16,Governor,,REP,Robert Bentley,94
Franklin,WACO CHURCH CHRIST PCT16,Governor,,,Over Votes,0
Franklin,WACO CHURCH CHRIST PCT16,Governor,,,Under Votes,3
Franklin,WACO CHURCH CHRIST PCT16,Lieutenant Governor,,DEM,"James C. Fields, Jr.",51
Franklin,WACO CHURCH CHRIST PCT16,Lieutenant Governor,,NON,Write-ins,2
Franklin,WACO CHURCH CHRIST PCT16,Lieutenant Governor,,REP,Kay Ivey,89
Franklin,WACO CHURCH CHRIST PCT16,Lieutenant Governor,,,Over Votes,1
Franklin,WACO CHURCH CHRIST PCT16,Lieutenant Governor,,,Under Votes,2
Franklin,WACO CHURCH CHRIST PCT16,State House,18,DEM,Johnny MacK Morrow,63
Franklin,WACO CHURCH CHRIST PCT16,State House,18,NON,Write-ins,0
Franklin,WACO CHURCH CHRIST PCT16,State House,18,REP,Gerry Wallace,52
Franklin,WACO CHURCH CHRIST PCT16,State House,18,,Over Votes,0
Franklin,WACO CHURCH CHRIST PCT16,State House,18,,Under Votes,3
Franklin,WACO CHURCH CHRIST PCT16,State House,7,DEM,John (Jody) Letson,15
Franklin,WACO CHURCH CHRIST PCT16,State House,7,NON,Write-ins,0
Franklin,WACO CHURCH CHRIST PCT16,State House,7,REP,Ken Johnson,11
Franklin,WACO CHURCH CHRIST PCT16,State House,7,,Over Votes,1
Franklin,WACO CHURCH CHRIST PCT16,State House,7,,Under Votes,0
Franklin,WACO CHURCH CHRIST PCT16,State Senate,6,DEM,"Roger Bedford, Jr.",87
Franklin,WACO CHURCH CHRIST PCT16,State Senate,6,NON,Write-ins,0
Franklin,WACO CHURCH CHRIST PCT16,State Senate,6,REP,Larry Stutts,55
Franklin,WACO CHURCH CHRIST PCT16,State Senate,6,,Over Votes,0
Franklin,WACO CHURCH CHRIST PCT16,State Senate,6,,Under Votes,3
Franklin,WACO CHURCH CHRIST PCT16,State Treasurer,,NON,Write-ins,5
Franklin,WACO CHURCH CHRIST PCT16,State Treasurer,,REP,Young Boozer,84
Franklin,WACO CHURCH CHRIST PCT16,State Treasurer,,,Over Votes,0
Franklin,WACO CHURCH CHRIST PCT16,State Treasurer,,,Under Votes,56
Franklin,WACO CHURCH CHRIST PCT16,U.S. House,4,NON,Write-ins,3
Franklin,WACO CHURCH CHRIST PCT16,U.S. House,4,REP,Robert Aderholt,98
Franklin,WACO CHURCH CHRIST PCT16,U.S. House,4,,Over Votes,0
Franklin,WACO CHURCH CHRIST PCT16,U.S. House,4,,Under Votes,44
Franklin,WACO CHURCH CHRIST PCT16,U.S. Senate,,NON,Write-ins,3
Franklin,WACO CHURCH CHRIST PCT16,U.S. Senate,,REP,Jeff Sessions,99
Franklin,WACO CHURCH CHRIST PCT16,U.S. Senate,,,Over Votes,0
Franklin,WACO CHURCH CHRIST PCT16,U.S. Senate,,,Under Votes,43
Geneva,ABSENTEE,Governor,,,Write-ins,0
Geneva,ABSENTEE,Governor,,D,Griffith,17
Geneva,ABSENTEE,Governor,,R,Bentley,86
Geneva,ABSENTEE,Lieutenant Governor,,,Write-ins,0
Geneva,ABSENTEE,Lieutenant Governor,,D,Fields,21
Geneva,ABSENTEE,Lieutenant Governor,,R,Ivey,82
Geneva,ABSENTEE,State House,87,,Write-ins,1
Geneva,ABSENTEE,State House,87,R,Chesteen,83
Geneva,ABSENTEE,State Senate,29,,Write-ins,0
Geneva,ABSENTEE,State Senate,29,Ind.,Smith,55
Geneva,ABSENTEE,State Senate,29,R,McClendon,46
Geneva,ABSENTEE,State Treasurer,,,Write-ins,1
Geneva,ABSENTEE,State Treasurer,,R,Boozer,75
Geneva,ABSENTEE,U.S. House,2,,Write-ins,1
Geneva,ABSENTEE,U.S. House,2,D,Wright,18
Geneva,ABSENTEE,U.S. House,2,R,Roby,83
Geneva,BELLWOOD VOTING HOUSE,Governor,,,Write-ins,0
Geneva,BELLWOOD VOTING HOUSE,Governor,,D,Griffith,64
Geneva,BELLWOOD VOTING HOUSE,Governor,,R,Bentley,101
Geneva,BELLWOOD VOTING HOUSE,Lieutenant Governor,,,Write-ins,0
Geneva,BELLWOOD VOTING HOUSE,Lieutenant Governor,,D,Fields,59
Geneva,BELLWOOD VOTING HOUSE,Lieutenant Governor,,R,Ivey,103
Geneva,BELLWOOD VOTING HOUSE,State House,87,,Write-ins,0
Geneva,BELLWOOD VOTING HOUSE,State House,87,R,Chesteen,103
Geneva,BELLWOOD VOTING HOUSE,State Senate,29,,Write-ins,0
Geneva,BELLWOOD VOTING HOUSE,State Senate,29,Ind.,Smith,108
Geneva,BELLWOOD VOTING HOUSE,State Senate,29,R,McClendon,54
Geneva,BELLWOOD VOTING HOUSE,State Treasurer,,,Write-ins,0
Geneva,BELLWOOD VOTING HOUSE,State Treasurer,,R,Boozer,99
Geneva,BELLWOOD VOTING HOUSE,U.S. House,2,,Write-ins,0
Geneva,BELLWOOD VOTING HOUSE,U.S. House,2,D,Wright,58
Geneva,BELLWOOD VOTING HOUSE,U.S. House,2,R,Roby,106
Geneva,BLACK COM CTR,Governor,,,Write-ins,1
Geneva,BLACK COM CTR,Governor,,D,Griffith,12
Geneva,BLACK COM CTR,Governor,,R,Bentley,143
Geneva,BLACK COM CTR,Lieutenant Governor,,,Write-ins,0
Geneva,BLACK COM CTR,Lieutenant Governor,,D,Fields,13
Geneva,BLACK COM CTR,Lieutenant Governor,,R,Ivey,139
Geneva,BLACK COM CTR,State House,87,,Write-ins,0
Geneva,BLACK COM CTR,State House,87,R,Chesteen,133
Geneva,BLACK COM CTR,State Senate,29,,Write-ins,0
Geneva,BLACK COM CTR,State Senate,29,Ind.,Smith,91
Geneva,BLACK COM CTR,State Senate,29,R,McClendon,67
Geneva,BLACK COM CTR,State Treasurer,,,Write-ins,1
Geneva,BLACK COM CTR,State Treasurer,,R,Boozer,120
Geneva,BLACK COM CTR,U.S. House,2,,Write-ins,0
Geneva,BLACK COM CTR,U.S. House,2,D,Wright,12
Geneva,BLACK COM CTR,U.S. House,2,R,Roby,146
Geneva,CHANCELLOR VOTING HOUSE,Governor,,,Write-ins,0
Geneva,CHANCELLOR VOTING HOUSE,Governor,,D,Griffith,23
Geneva,CHANCELLOR VOTING HOUSE,Governor,,R,Bentley,220
Geneva,CHANCELLOR VOTING HOUSE,Lieutenant Governor,,,Write-ins,0
Geneva,CHANCELLOR VOTING HOUSE,Lieutenant Governor,,D,Fields,36
Geneva,CHANCELLOR VOTING HOUSE,Lieutenant Governor,,R,Ivey,204
Geneva,CHANCELLOR VOTING HOUSE,State House,87,,Write-ins,1
Geneva,CHANCELLOR VOTING HOUSE,State House,87,R,Chesteen,217
Geneva,CHANCELLOR VOTING HOUSE,State Senate,29,,Write-ins,0
Geneva,CHANCELLOR VOTING HOUSE,State Senate,29,Ind.,Smith,109
Geneva,CHANCELLOR VOTING HOUSE,State Senate,29,R,McClendon,133
Geneva,CHANCELLOR VOTING HOUSE,State Treasurer,,,Write-ins,3
Geneva,CHANCELLOR VOTING HOUSE,State Treasurer,,R,Boozer,214
Geneva,CHANCELLOR VOTING HOUSE,U.S. House,2,,Write-ins,0
Geneva,CHANCELLOR VOTING HOUSE,U.S. House,2,D,Wright,24
Geneva,CHANCELLOR VOTING HOUSE,U.S. House,2,R,Roby,219
Geneva,COFFEE SPRINGS,Governor,,,Write-ins,0
Geneva,COFFEE SPRINGS,Governor,,D,Griffith,23
Geneva,COFFEE SPRINGS,Governor,,R,Bentley,197
Geneva,COFFEE SPRINGS,Lieutenant Governor,,,Write-ins,0
Geneva,COFFEE SPRINGS,Lieutenant Governor,,D,Fields,26
Geneva,COFFEE SPRINGS,Lieutenant Governor,,R,Ivey,191
Geneva,COFFEE SPRINGS,State House,87,,Write-ins,5
Geneva,COFFEE SPRINGS,State House,87,R,Chesteen,191
Geneva,COFFEE SPRINGS,State Senate,29,,Write-ins,1
Geneva,COFFEE SPRINGS,State Senate,29,Ind.,Smith,97
Geneva,COFFEE SPRINGS,State Senate,29,R,McClendon,120
Geneva,COFFEE SPRINGS,State Treasurer,,,Write-ins,5
Geneva,COFFEE SPRINGS,State Treasurer,,R,Boozer,180
Geneva,COFFEE SPRINGS,U.S. House,2,,Write-ins,0
Geneva,COFFEE SPRINGS,U.S. House,2,D,Wright,22
Geneva,COFFEE SPRINGS,U.S. House,2,R,Roby,197
Geneva,DEVCO VOTING HOUSE,Governor,,,Write-ins,1
Geneva,DEVCO VOTING HOUSE,Governor,,D,Griffith,42
Geneva,DEVCO VOTING HOUSE,Governor,,R,Bentley,236
Geneva,DEVCO VOTING HOUSE,Lieutenant Governor,,,Write-ins,0
Geneva,DEVCO VOTING HOUSE,Lieutenant Governor,,D,Fields,49
Geneva,DEVCO VOTING HOUSE,Lieutenant Governor,,R,Ivey,222
Geneva,DEVCO VOTING HOUSE,State House,87,,Write-ins,3
Geneva,DEVCO VOTING HOUSE,State House,87,R,Chesteen,243
Geneva,DEVCO VOTING HOUSE,State Senate,29,,Write-ins,0
Geneva,DEVCO VOTING HOUSE,State Senate,29,Ind.,Smith,197
Geneva,DEVCO VOTING HOUSE,State Senate,29,R,McClendon,90
Geneva,DEVCO VOTING HOUSE,State Treasurer,,,Write-ins,5
Geneva,DEVCO VOTING HOUSE,State Treasurer,,R,Boozer,223
Geneva,DEVCO VOTING HOUSE,U.S. House,2,,Write-ins,0
Geneva,DEVCO VOTING HOUSE,U.S. House,2,D,Wright,41
Geneva,DEVCO VOTING HOUSE,U.S. House,2,R,Roby,239
Geneva,FADETTE,Governor,,,Write-ins,0
Geneva,FADETTE,Governor,,D,Griffith,47
Geneva,FADETTE,Governor,,R,Bentley,399
Geneva,FADETTE,Lieutenant Governor,,,Write-ins,3
Geneva,FADETTE,Lieutenant Governor,,D,Fields,35
Geneva,FADETTE,Lieutenant Governor,,R,Ivey,400
Geneva,FADETTE,State House,87,,Write-ins,7
Geneva,FADETTE,State House,87,R,Chesteen,378
Geneva,FADETTE,State Senate,29,,Write-ins,1
Geneva,FADETTE,State Senate,29,Ind.,Smith,313
Geneva,FADETTE,State Senate,29,R,McClendon,136
Geneva,FADETTE,State Treasurer,,,Write-ins,2
Geneva,FADETTE,State Treasurer,,R,Boozer,367
Geneva,FADETTE,U.S. House,2,,Write-ins,0
Geneva,FADETTE,U.S. House,2,D,Wright,38
Geneva,FADETTE,U.S. House,2,R,Roby,408
Geneva,FARM CENTER,Governor,,,Write-ins,0
Geneva,FARM CENTER,Governor,,D,Griffith,25
Geneva,FARM CENTER,Governor,,R,Bentley,227
Geneva,FARM CENTER,Lieutenant Governor,,,Write-ins,0
Geneva,FARM CENTER,Lieutenant Governor,,D,Fields,23
Geneva,FARM CENTER,Lieutenant Governor,,R,Ivey,224
Geneva,FARM CENTER,State House,87,,Write-ins,1
Geneva,FARM CENTER,State House,87,R,Chesteen,229
Geneva,FARM CENTER,State Senate,29,,Write-ins,0
Geneva,FARM CENTER,State Senate,29,Ind.,Smith,159
Geneva,FARM CENTER,State Senate,29,R,McClendon,91
Geneva,FARM CENTER,State Treasurer,,,Write-ins,0
Geneva,FARM CENTER,State Treasurer,,R,Boozer,220
Geneva,FARM CENTER,U.S. House,2,,Write-ins,1
Geneva,FARM CENTER,U.S. House,2,D,Wright,24
Geneva,FARM CENTER,U.S. House,2,R,Roby,225
Geneva,FLAT CREEK,Governor,,,Write-ins,0
Geneva,FLAT CREEK,Governor,,D,Griffith,15
Geneva,FLAT CREEK,Governor,,R,Bentley,135
Geneva,FLAT CREEK,Lieutenant Governor,,,Write-ins,0
Geneva,FLAT CREEK,Lieutenant Governor,,D,Fields,20
Geneva,FLAT CREEK,Lieutenant Governor,,R,Ivey,126
Geneva,FLAT CREEK,State House,87,,Write-ins,0
Geneva,FLAT CREEK,State House,87,R,Chesteen,129
Geneva,FLAT CREEK,State Senate,29,,Write-ins,0
Geneva,FLAT CREEK,State Senate,29,Ind.,Smith,97
Geneva,FLAT CREEK,State Senate,29,R,McClendon,51
Geneva,FLAT CREEK,State Treasurer,,,Write-ins,1
Geneva,FLAT CREEK,State Treasurer,,R,Boozer,129
Geneva,FLAT CREEK,U.S. House,2,,Write-ins,0
Geneva,FLAT CREEK,U.S. House,2,D,Wright,15
Geneva,FLAT CREEK,U.S. House,2,R,Roby,134
Geneva,GENEVA CITY HALL,Governor,,,Write-ins,0
Geneva,GENEVA CITY HALL,Governor,,D,Griffith,28
Geneva,GENEVA CITY HALL,Governor,,R,Bentley,43
Geneva,GENEVA CITY HALL,Lieutenant Governor,,,Write-ins,0
Geneva,GENEVA CITY HALL,Lieutenant Governor,,D,Fields,29
Geneva,GENEVA CITY HALL,Lieutenant Governor,,R,Ivey,40
Geneva,GENEVA CITY HALL,State House,87,,Write-ins,0
Geneva,GENEVA CITY HALL,State House,87,R,Chesteen,49
Geneva,GENEVA CITY HALL,State Senate,29,,Write-ins,0
Geneva,GENEVA CITY HALL,State Senate,29,Ind.,Smith,46
Geneva,GENEVA CITY HALL,State Senate,29,R,McClendon,21
Geneva,GENEVA CITY HALL,State Treasurer,,,Write-ins,0
Geneva,GENEVA CITY HALL,State Treasurer,,R,Boozer,42
Geneva,GENEVA CITY HALL,U.S. House,2,,Write-ins,0
Geneva,GENEVA CITY HALL,U.S. House,2,D,Wright,27
Geneva,GENEVA CITY HALL,U.S. House,2,R,Roby,43
Geneva,GENEVA COMMUNITY CENTER,Governor,,,Write-ins,1
Geneva,GENEVA COMMUNITY CENTER,Governor,,D,Griffith,90
Geneva,GENEVA COMMUNITY CENTER,Governor,,R,Bentley,288
Geneva,GENEVA COMMUNITY CENTER,Lieutenant Governor,,,Write-ins,0
Geneva,GENEVA COMMUNITY CENTER,Lieutenant Governor,,D,Fields,97
Geneva,GENEVA COMMUNITY CENTER,Lieutenant Governor,,R,Ivey,266
Geneva,GENEVA COMMUNITY CENTER,State House,87,,Write-ins,7
Geneva,GENEVA COMMUNITY CENTER,State House,87,R,Chesteen,302
Geneva,GENEVA COMMUNITY CENTER,State Senate,29,,Write-ins,0
Geneva,GENEVA COMMUNITY CENTER,State Senate,29,Ind.,Smith,246
Geneva,GENEVA COMMUNITY CENTER,State Senate,29,R,McClendon,131
Geneva,GENEVA COMMUNITY CENTER,State Treasurer,,,Write-ins,5
Geneva,GENEVA COMMUNITY CENTER,State Treasurer,,R,Boozer,274
Geneva,GENEVA COMMUNITY CENTER,U.S. House,2,,Write-ins,0
Geneva,GENEVA COMMUNITY CENTER,U.S. House,2,D,Wright,89
Geneva,GENEVA COMMUNITY CENTER,U.S. House,2,R,Roby,283
Geneva,GENEVA COUNTY COURTHOUSE,Governor,,,Write-ins,0
Geneva,GENEVA COUNTY COURTHOUSE,Governor,,D,Griffith,38
Geneva,GENEVA COUNTY COURTHOUSE,Governor,,R,Bentley,247
Geneva,GENEVA COUNTY COURTHOUSE,Lieutenant Governor,,,Write-ins,0
Geneva,GENEVA COUNTY COURTHOUSE,Lieutenant Governor,,D,Fields,46
Geneva,GENEVA COUNTY COURTHOUSE,Lieutenant Governor,,R,Ivey,237
Geneva,GENEVA COUNTY COURTHOUSE,State House,87,,Write-ins,8
Geneva,GENEVA COUNTY COURTHOUSE,State House,87,R,Chesteen,249
Geneva,GENEVA COUNTY COURTHOUSE,State Senate,29,,Write-ins,0
Geneva,GENEVA COUNTY COURTHOUSE,State Senate,29,Ind.,Smith,179
Geneva,GENEVA COUNTY COURTHOUSE,State Senate,29,R,McClendon,107
Geneva,GENEVA COUNTY COURTHOUSE,State Treasurer,,,Write-ins,2
Geneva,GENEVA COUNTY COURTHOUSE,State Treasurer,,R,Boozer,235
Geneva,GENEVA COUNTY COURTHOUSE,U.S. House,2,,Write-ins,0
Geneva,GENEVA COUNTY COURTHOUSE,U.S. House,2,D,Wright,46
Geneva,GENEVA COUNTY COURTHOUSE,U.S. House,2,R,Roby,238
Geneva,GENEVA NATIONAL GUARD,Governor,,,Write-ins,0
Geneva,GENEVA NATIONAL GUARD,Governor,,D,Griffith,26
Geneva,GENEVA NATIONAL GUARD,Governor,,R,Bentley,155
Geneva,GENEVA NATIONAL GUARD,Lieutenant Governor,,,Write-ins,0
Geneva,GENEVA NATIONAL GUARD,Lieutenant Governor,,D,Fields,30
Geneva,GENEVA NATIONAL GUARD,Lieutenant Governor,,R,Ivey,149
Geneva,GENEVA NATIONAL GUARD,State House,87,,Write-ins,0
Geneva,GENEVA NATIONAL GUARD,State House,87,R,Chesteen,159
Geneva,GENEVA NATIONAL GUARD,State Senate,29,,Write-ins,0
Geneva,GENEVA NATIONAL GUARD,State Senate,29,Ind.,Smith,111
Geneva,GENEVA NATIONAL GUARD,State Senate,29,R,McClendon,70
Geneva,GENEVA NATIONAL GUARD,State Treasurer,,,Write-ins,0
Geneva,GENEVA NATIONAL GUARD,State Treasurer,,R,Boozer,144
Geneva,GENEVA NATIONAL GUARD,U.S. House,2,,Write-ins,0
Geneva,GENEVA NATIONAL GUARD,U.S. House,2,D,Wright,24
Geneva,GENEVA NATIONAL GUARD,U.S. House,2,R,Roby,157
Geneva,GILMORE,Governor,,,Write-ins,0
Geneva,GILMORE,Governor,,D,Griffith,6
Geneva,GILMORE,Governor,,R,Bentley,128
Geneva,GILMORE,Lieutenant Governor,,,Write-ins,0
Geneva,GILMORE,Lieutenant Governor,,D,Fields,7
Geneva,GILMORE,Lieutenant Governor,,R,Ivey,124
Geneva,GILMORE,State House,87,,Write-ins,0
Geneva,GILMORE,State House,87,R,Chesteen,120
Geneva,GILMORE,State Senate,29,,Write-ins,0
Geneva,GILMORE,State Senate,29,Ind.,Smith,61
Geneva,GILMORE,State Senate,29,R,McClendon,70
Geneva,GILMORE,State Treasurer,,,Write-ins,0
Geneva,GILMORE,State Treasurer,,R,Boozer,116
Geneva,GILMORE,U.S. House,2,,Write-ins,0
Geneva,GILMORE,U.S. House,2,D,Wright,9
Geneva,GILMORE,U.S. House,2,R,Roby,123
Geneva,HACODA,Governor,,,Write-ins,0
Geneva,HACODA,Governor,,D,Griffith,4
Geneva,HACODA,Governor,,R,Bentley,69
Geneva,HACODA,Lieutenant Governor,,,Write-ins,0
Geneva,HACODA,Lieutenant Governor,,D,Fields,5
Geneva,HACODA,Lieutenant Governor,,R,Ivey,70
Geneva,HACODA,State House,87,,Write-ins,0
Geneva,HACODA,State House,87,R,Chesteen,67
Geneva,HACODA,State Senate,29,,Write-ins,0
Geneva,HACODA,State Senate,29,Ind.,Smith,25
Geneva,HACODA,State Senate,29,R,McClendon,50
Geneva,HACODA,State Treasurer,,,Write-ins,0
Geneva,HACODA,State Treasurer,,R,Boozer,68
Geneva,HACODA,U.S. House,2,,Write-ins,0
Geneva,HACODA,U.S. House,2,D,Wright,3
Geneva,HACODA,U.S. House,2,R,Roby,71
Geneva,HUGHES COMMUNITY CENTER,Governor,,,Write-ins,0
Geneva,HUGHES COMMUNITY CENTER,Governor,,D,Griffith,232
Geneva,HUGHES COMMUNITY CENTER,Governor,,R,Bentley,1061
Geneva,HUGHES COMMUNITY CENTER,Lieutenant Governor,,,Write-ins,1
Geneva,HUGHES COMMUNITY CENTER,Lieutenant Governor,,D,Fields,225
Geneva,HUGHES COMMUNITY CENTER,Lieutenant Governor,,R,Ivey,1038
Geneva,HUGHES COMMUNITY CENTER,State House,87,,Write-ins,10
Geneva,HUGHES COMMUNITY CENTER,State House,87,R,Chesteen,1046
Geneva,HUGHES COMMUNITY CENTER,State Senate,29,,Write-ins,6
Geneva,HUGHES COMMUNITY CENTER,State Senate,29,Ind.,Smith,711
Geneva,HUGHES COMMUNITY CENTER,State Senate,29,R,McClendon,569
