state,year,county,precinct,office,district,candidate,party,votes,source_file,source_sheet,source_row,duplicate_source_rows
AR,1996,MISSISSIPPI,"3C, 3D",USH,1.0,MARION BERRY,DEM,477,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,"3C, 3D",USH,1.0,WARREN DUPWE,REP,67,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,"3C, 3D",USP,,BILL CLINTON & AL GORE,DEM,537,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,"3C, 3D",USP,,BOB DOLE & JACK KEMP,REP,29,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,"3C, 3D",USP,,ISABELL MASTERS - PH. D. & SHIRLEY JEAN MASTERS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,7,1
AR,1996,MISSISSIPPI,"3C, 3D",USP,,MARY CAL HOLLIS & ERIC CHESTER,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,12,1
AR,1996,MISSISSIPPI,"3C, 3D",USP,,MONICA MOOREHEAD & GLORIA LARIVA,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,16,1
AR,1996,MISSISSIPPI,"3C, 3D",USP,,ROSS PEROT & PAT CHOATE,OTH,30,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,"3C, 3D",USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,370,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,"3C, 3D",USS,,CONGRESSMAN TIM HUTCHINSON,REP,61,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,3F,SLDU,28.0,JANET MOORE,REP,13,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,3F,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,117,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,3F,USH,1.0,KEITH CARLE,OTH,3,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,3F,USH,1.0,MARION BERRY,DEM,124,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,3F,USH,1.0,WARREN DUPWE,REP,10,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,3F,USP,,BILL CLINTON & AL GORE,DEM,132,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,3F,USP,,BOB DOLE & JACK KEMP,REP,2,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,3F,USP,,ROSS PEROT & PAT CHOATE,OTH,4,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,3F,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,86,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,3F,USS,,CONGRESSMAN TIM HUTCHINSON,REP,15,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,40,SLDU,28.0,JANET MOORE,REP,15,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,40,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,15,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,40,USH,1.0,MARION BERRY,DEM,9,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,40,USH,1.0,WARREN DUPWE,REP,21,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,40,USP,,BILL CLINTON & AL GORE,DEM,13,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,40,USP,,BOB DOLE & JACK KEMP,REP,14,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,40,USP,,ROSS PEROT & PAT CHOATE,OTH,2,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,40,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,14,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,40,USS,,CONGRESSMAN TIM HUTCHINSON,REP,14,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,"41, 42",SLDU,28.0,JANET MOORE,REP,124,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,"41, 42",SLDU,28.0,SENATOR MIKE BEARDEN,DEM,165,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,"41, 42",USH,1.0,KEITH CARLE,OTH,10,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,"41, 42",USH,1.0,MARION BERRY,DEM,158,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,"41, 42",USH,1.0,WARREN DUPWE,REP,121,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,"41, 42",USP,,BILL CLINTON & AL GORE,DEM,168,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,"41, 42",USP,,BOB DOLE & JACK KEMP,REP,70,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,"41, 42",USP,,DR. JOHN HAGELIN & DR. MIKE TOMPKINS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,8,1
AR,1996,MISSISSIPPI,"41, 42",USP,,HARRY BROWNE & JO JORGENSEN,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,6,1
AR,1996,MISSISSIPPI,"41, 42",USP,,ISABELL MASTERS - PH. D. & SHIRLEY JEAN MASTERS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,7,1
AR,1996,MISSISSIPPI,"41, 42",USP,,ROSS PEROT & PAT CHOATE,OTH,40,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,"41, 42",USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,159,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,"41, 42",USS,,CONGRESSMAN TIM HUTCHINSON,REP,98,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,44,SLDU,28.0,JANET MOORE,REP,82,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,44,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,133,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,44,USH,1.0,KEITH CARLE,OTH,3,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,44,USH,1.0,MARION BERRY,DEM,142,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,44,USH,1.0,WARREN DUPWE,REP,62,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,44,USP,,BILL CLINTON & AL GORE,DEM,143,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,44,USP,,BOB DOLE & JACK KEMP,REP,43,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,44,USP,,ROSS PEROT & PAT CHOATE,OTH,14,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,44,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,128,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,44,USS,,CONGRESSMAN TIM HUTCHINSON,REP,64,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,45,SLDU,28.0,JANET MOORE,REP,14,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,45,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,22,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,45,USH,1.0,MARION BERRY,DEM,23,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,45,USH,1.0,WARREN DUPWE,REP,13,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,45,USP,,BILL CLINTON & AL GORE,DEM,23,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,45,USP,,BOB DOLE & JACK KEMP,REP,11,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,45,USP,,ISABELL MASTERS - PH. D. & SHIRLEY JEAN MASTERS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,7,1
AR,1996,MISSISSIPPI,45,USP,,ROSS PEROT & PAT CHOATE,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,45,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,20,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,45,USS,,CONGRESSMAN TIM HUTCHINSON,REP,13,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,"46, 46A",SLDU,28.0,JANET MOORE,REP,40,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,"46, 46A",SLDU,28.0,SENATOR MIKE BEARDEN,DEM,87,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,"46, 46A",USH,1.0,KEITH CARLE,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,"46, 46A",USH,1.0,MARION BERRY,DEM,79,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,"46, 46A",USH,1.0,WARREN DUPWE,REP,47,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,"46, 46A",USP,,BILL CLINTON & AL GORE,DEM,87,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,"46, 46A",USP,,BOB DOLE & JACK KEMP,REP,37,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,"46, 46A",USP,,ROSS PEROT & PAT CHOATE,OTH,5,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,"46, 46A",USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,68,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,"46, 46A",USS,,CONGRESSMAN TIM HUTCHINSON,REP,45,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,47,SLDU,28.0,JANET MOORE,REP,39,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,47,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,63,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,47,USH,1.0,KEITH CARLE,OTH,6,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,47,USH,1.0,MARION BERRY,DEM,64,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,47,USH,1.0,WARREN DUPWE,REP,37,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,47,USP,,BILL CLINTON & AL GORE,DEM,73,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,47,USP,,BOB DOLE & JACK KEMP,REP,24,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,47,USP,,ROSS PEROT & PAT CHOATE,OTH,8,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,47,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,51,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,47,USS,,CONGRESSMAN TIM HUTCHINSON,REP,34,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,48,SLDU,28.0,JANET MOORE,REP,44,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,48,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,50,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,48,USH,1.0,KEITH CARLE,OTH,2,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,48,USH,1.0,MARION BERRY,DEM,32,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,48,USH,1.0,WARREN DUPWE,REP,57,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,48,USP,,BILL CLINTON & AL GORE,DEM,39,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,48,USP,,BOB DOLE & JACK KEMP,REP,32,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,48,USP,,HOWARD PHILLIPS & HERBERT W. TITUS,OTH,3,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,14,1
AR,1996,MISSISSIPPI,48,USP,,ROSS PEROT & PAT CHOATE,OTH,8,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,48,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,30,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,48,USS,,CONGRESSMAN TIM HUTCHINSON,REP,45,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,50,SLDU,28.0,JANET MOORE,REP,87,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,50,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,90,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,50,USH,1.0,KEITH CARLE,OTH,6,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,50,USH,1.0,MARION BERRY,DEM,108,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,50,USH,1.0,WARREN DUPWE,REP,64,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,50,USP,,BILL CLINTON & AL GORE,DEM,110,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,50,USP,,BOB DOLE & JACK KEMP,REP,45,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,50,USP,,HARRY BROWNE & JO JORGENSEN,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,6,1
AR,1996,MISSISSIPPI,50,USP,,HOWARD PHILLIPS & HERBERT W. TITUS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,14,1
AR,1996,MISSISSIPPI,50,USP,,RALPH NADER & WINONA LADUKE,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,5,1
AR,1996,MISSISSIPPI,50,USP,,ROSS PEROT & PAT CHOATE,OTH,15,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,50,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,93,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,50,USS,,CONGRESSMAN TIM HUTCHINSON,REP,64,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,50A,SLDU,28.0,JANET MOORE,REP,46,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,50A,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,80,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,50A,USH,1.0,KEITH CARLE,OTH,8,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,50A,USH,1.0,MARION BERRY,DEM,87,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,50A,USH,1.0,WARREN DUPWE,REP,33,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,50A,USP,,BILL CLINTON & AL GORE,DEM,84,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,50A,USP,,BOB DOLE & JACK KEMP,REP,22,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,50A,USP,,ISABELL MASTERS - PH. D. & SHIRLEY JEAN MASTERS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,7,1
AR,1996,MISSISSIPPI,50A,USP,,ROSS PEROT & PAT CHOATE,OTH,15,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,50A,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,74,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,50A,USS,,CONGRESSMAN TIM HUTCHINSON,REP,40,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,54,SLDU,28.0,JANET MOORE,REP,49,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,54,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,61,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,54,USH,1.0,KEITH CARLE,OTH,2,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,54,USH,1.0,MARION BERRY,DEM,49,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,54,USH,1.0,WARREN DUPWE,REP,57,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,54,USP,,BILL CLINTON & AL GORE,DEM,50,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,54,USP,,BOB DOLE & JACK KEMP,REP,42,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,54,USP,,EARL F. DODGE & RACHEL B. KELLY,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,9,1
AR,1996,MISSISSIPPI,54,USP,,ROSS PEROT & PAT CHOATE,OTH,14,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,54,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,36,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,54,USS,,CONGRESSMAN TIM HUTCHINSON,REP,54,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,54A,SLDU,28.0,JANET MOORE,REP,29,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,54A,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,47,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,54A,USH,1.0,KEITH CARLE,OTH,2,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,54A,USH,1.0,MARION BERRY,DEM,56,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,54A,USH,1.0,WARREN DUPWE,REP,16,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,54A,USP,,BILL CLINTON & AL GORE,DEM,58,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,54A,USP,,BOB DOLE & JACK KEMP,REP,9,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,54A,USP,,ISABELL MASTERS - PH. D. & SHIRLEY JEAN MASTERS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,7,1
AR,1996,MISSISSIPPI,54A,USP,,ROSS PEROT & PAT CHOATE,OTH,4,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,54A,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,43,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,54A,USS,,CONGRESSMAN TIM HUTCHINSON,REP,19,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,6,SLDU,28.0,JANET MOORE,REP,96,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,6,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,90,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,6,USH,1.0,KEITH CARLE,OTH,8,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,6,USH,1.0,MARION BERRY,DEM,88,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,6,USH,1.0,WARREN DUPWE,REP,94,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,6,USP,,BILL CLINTON & AL GORE,DEM,99,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,6,USP,,BOB DOLE & JACK KEMP,REP,74,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,6,USP,,DR. JOHN HAGELIN & DR. MIKE TOMPKINS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,8,1
AR,1996,MISSISSIPPI,6,USP,,HOWARD PHILLIPS & HERBERT W. TITUS,OTH,2,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,14,1
AR,1996,MISSISSIPPI,6,USP,,ROSS PEROT & PAT CHOATE,OTH,12,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,10,1
AR,1996,MISSISSIPPI,6,USS,,ATTORNEY GENERAL WINSTON BRYANT,DEM,75,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,19,1
AR,1996,MISSISSIPPI,6,USS,,CONGRESSMAN TIM HUTCHINSON,REP,89,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,20,1
AR,1996,MISSISSIPPI,7,SLDU,28.0,JANET MOORE,REP,174,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,33,1
AR,1996,MISSISSIPPI,7,SLDU,28.0,SENATOR MIKE BEARDEN,DEM,165,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,32,1
AR,1996,MISSISSIPPI,7,USH,1.0,KEITH CARLE,OTH,7,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,24,1
AR,1996,MISSISSIPPI,7,USH,1.0,MARION BERRY,DEM,148,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,23,1
AR,1996,MISSISSIPPI,7,USH,1.0,WARREN DUPWE,REP,184,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,25,1
AR,1996,MISSISSIPPI,7,USP,,BILL CLINTON & AL GORE,DEM,163,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,4,1
AR,1996,MISSISSIPPI,7,USP,,BOB DOLE & JACK KEMP,REP,128,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,11,1
AR,1996,MISSISSIPPI,7,USP,,ISABELL MASTERS - PH. D. & SHIRLEY JEAN MASTERS,OTH,1,data/raw/southern_sos_elections/AR/1996/precinct.xls,MISSISSIPPI,7,1
