state,year,chamber,district,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,baseline_office,baseline_dem_votes,baseline_rep_votes,baseline_dem_margin,matched_legislative_turnout,source_legislative_turnout,legislative_turnout_join_coverage,allocated_context_votes,statewide_context_votes,minimum_party_context_footprint_share,staging_reconciliation_gate,reconciliation_status,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,coverage_gate,model_eligible_permissive,model_eligible,baseline_allocation_quality,panel_source
AR,1994,house,92,3758.0,2309.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"wagner, wayne","benson, nelson",GOV,6407.0,3625.0,27.731259968102073,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,material_mismatch,3758.0,2309.0,23.88330311521345,-3.847956852888622,1.0,True,True,True,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,93,2338.0,2882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"goodman, jack","bush, ann h",GOV,3062.0,2105.0,18.521385717050514,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,2338.0,2882.0,-10.421455938697317,-28.94284165574783,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,94,2330.0,2211.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"harris, joe, jr","brownlee, christene",GOV,3524.790804226829,1132.440493667823,51.3685096903066,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,2330.0,2211.0,2.6205681567936576,-48.74794153351294,-1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,95,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"mcgee, ben",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,96,3766.0,2231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ferguson, scott","baker, joe e",GOV,4785.209195773171,3362.559506332177,17.460604755181468,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,3766.0,2231.0,25.59613139903285,8.135526643851382,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,97,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"mcginnis, bob",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,98,5151.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"cunningham, ernest",,GOV,4487.456462087519,2432.3401627957214,29.699085257819615,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,material_mismatch,5151.0,0.0,100.0,70.30091474218038,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,99,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wilson, jimmie l",,GOV,5874.140077307418,2303.2067922638093,43.66860476875978,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,100,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"angel, sam e (sammy), ii",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,senate,2,12673.0,6978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mahony, joseph k (joe), ii","hall, pat",GOV,13811.0,8148.0,25.78897035384125,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,False,material_mismatch,12673.0,6978.0,28.980713449697216,3.1917430958559656,0.0,True,True,True,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,7,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"smith, kevin a",,GOV,4418.0,2139.0,34.7567485130395,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,11,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"jeffries, peggy",,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,senate,14,8980.0,12867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"roberson, del","webb, doyle",GOV,12843.0,9685.0,14.018110795454545,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,True,within_one_percent,8980.0,12867.0,-17.79191651027601,-31.810027305730557,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,16,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"snyder, victor f",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,senate,17,8964.0,2469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"walker, william l (bill), jr","jackson, antimoore h",GOV,11610.34884228921,3653.09873307121,52.132718181331995,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,True,exact,8964.0,2469.0,56.809236420886904,4.676518239554909,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,18,10683.0,8730.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"hoofman, clifton (cliff)","freeland, jim",GOV,13997.65115771079,9594.90126692879,18.661609017699412,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,True,exact,10683.0,8730.0,10.060268891979602,-8.60134012571981,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,19,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"gwatney, bill a",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,senate,21,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"beebe, mike",,GOV,7977.272925764192,5617.849344978166,17.354927258459956,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,23,10427.0,9393.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"everett, mike","brawley, stan",GOV,12882.0,9280.0,16.253045753993323,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,True,within_one_percent,10427.0,9393.0,5.216952573158426,-11.036093180834897,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,24,15422.0,5375.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"bell, steve","biggers, lonnie d",GOV,14282.727074235809,7730.150655021834,29.76701410785946,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,True,within_one_percent,15422.0,5375.0,48.30985238255518,18.54283827469572,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,26,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"fitch, jon",,GOV,2775.0,2088.0,14.127082048118446,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,30,13082.0,7040.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"todd, mike","williams, kay",GOV,15531.0,8969.0,26.783673469387754,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,True,within_one_percent,13082.0,7040.0,30.02683629857867,3.243162829190915,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,31,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wilson, nick",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,senate,32,12271.0,13172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sheid, richard","hunter, gary d",GOV,14248.0,12124.0,8.05399666312756,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,True,exact,12271.0,13172.0,-3.5412490665408956,-11.595245729668456,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,33,8758.0,12434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"holman, reid","boozman, fay w, iii",GOV,10449.0,5740.0,29.08765210945704,189662.0,189662.0,1.0,219594.0,698485.0,0.31406511083365135,False,material_mismatch,8758.0,12434.0,-17.346168365420912,-46.43382047487795,0.0,True,True,True,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,senate,34,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"brown, john e",,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,senate,35,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"malone, david r",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,1,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"hendren, jim",,,,,,,,,,,False,missing_one_source,,,,,-1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,2,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"hausam, david c",,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,3,0.0,4283.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"bisbee, david a",USP,5161.0,6516.0,-11.604007878735977,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,0.0,4283.0,-100.0,-88.39599212126402,-1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,4,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"bryant, randy",,,,,,,,,,,False,missing_one_source,,,,,-1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,5,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"fuqua, charlie",,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,6,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"mcjunkin, louis m",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,7,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"stewart, charles w",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,8,5895.0,5666.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"madison, sue","pritchard, bill",USP,6090.0,5182.0,8.055358410220014,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5895.0,5666.0,1.980797508866015,-6.074560901353999,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,9,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"hunton, jerry",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,10,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"hall, john",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,11,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"thicksten, edward f",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,12,10489.0,11690.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"mcgehee, w k (mac), jr","pollan, carolyn",USP,2167.437455023471,2109.114478932159,1.3637850537539478,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,False,material_mismatch,10489.0,11690.0,-5.415032237702331,-6.778817291456279,0.0,True,True,True,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,15,6070.0,4177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"wilkinson, ed","king, jerry d",USP,4224.178195639879,4510.425427694253,-3.277163388269574,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,6070.0,4177.0,18.4736996194008,21.750863007670375,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,16,5592.0,4128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"ammons, evelyn","campbell, bruce",USP,4373.258079711984,3614.7068275780316,9.496176572354232,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5592.0,4128.0,15.061728395061728,5.565551822707496,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,17,5719.0,4288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"maddox, ode","whisenhunt, audry t",USP,4577.15866084425,3910.0262008733625,7.860468115641768,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5719.0,4288.0,14.299990006995104,6.439521891353336,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,18,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"faris, steve",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,19,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"teague, larry r",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,20,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"horn, barbara",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,21,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"young, dennis r",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,22,4560.0,3805.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"beatty, david l","bennett, russ",USP,6059.538684250267,3549.384083477722,26.123163453899483,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,4560.0,3805.0,9.025702331141662,-17.09746112275782,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,23,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"laverty, randy",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,24,6095.0,4749.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"whorton, charles, jr","mcdougall, doug",USP,5641.936693984637,5127.712868039134,4.7747498466317095,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,6095.0,4749.0,12.412393950571746,7.637644103940036,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,25,6660.0,3539.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"curran, armil o","heffley, luke",USP,4889.04340034965,4144.306913919414,8.24429985023222,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,6660.0,3539.0,30.601039317580156,22.356739467347936,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,26,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"willems, frank j",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,27,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"george, r lloyd",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,28,5709.0,2382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rodgers, sandra r","cornelius, tim",USP,5584.815169133192,2171.3367811839325,44.00994732716258,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5709.0,2382.0,41.119762699295514,-2.8901846278670646,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,29,4204.0,6129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"shelton, sam l","milum, jim",USP,5062.0,5473.0,-3.901281442809682,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,4204.0,6129.0,-18.629633213974646,-14.728351771164965,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,30,5063.0,4801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cook, m olin","lovell, richard k",USP,4594.792176573426,4578.0748626373625,0.18224742454679896,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5063.0,4801.0,2.6561232765612326,2.4738758520144337,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,31,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"johnson, bob",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,32,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"mullenix, ted",,,,,,,,,,,False,missing_one_source,,,,,-1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,33,12941.0,7786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"smith, terry","wilkins, tom",USP,7327.972152323008,4737.955314753355,21.465542906974125,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,12941.0,7786.0,24.870941284315144,3.405398377341019,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,35,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wallis, buddy",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,36,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"malone, percy",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,37,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"smith, judy s",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,38,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"dawson, john h",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,39,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"purdom, billy j",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,40,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"hudson, joe",,,,,,,,,,,False,missing_one_source,,,,,-1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,41,5414.0,5259.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"rorie, roger l","taylor, chaney, jr",USP,6484.395393762945,4553.59397815858,17.49232899712645,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5414.0,5259.0,1.4522627190105875,-16.040066278115862,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,42,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"lynn, becky",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,43,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"simon, stephen",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,44,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wren, greg",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,45,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"courtway, tom",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,46,4904.0,4555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"broadway, shane","burks, lois a",USP,5470.9446366782,4970.328719723183,4.794586827363326,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,4904.0,4555.0,3.6896077809493604,-1.1049790464139657,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,47,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"kidd, douglas",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,48,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"lancaster, jim",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,49,4677.0,2339.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"newman, bobby g","hall, ronnie",USP,6360.646146616542,4800.279135338345,13.980624113674661,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,4677.0,2339.0,33.32383124287343,19.34320712919877,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,50,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"sheppard, courtney",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,51,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"stalnaker, e ray",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,52,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wyrick, phill",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,53,5025.0,6570.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"travis, tom","thomas, ted",USP,8531.274951138688,7143.346640481084,8.854620843922902,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5025.0,6570.0,-13.32470892626132,-22.17932977018422,-1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,54,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"jones, myra",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,55,4695.0,5438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"osterloh, henry (o)","magnus, jim",USP,8149.134696053536,5814.640118407946,16.71821988441039,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,4695.0,5438.0,-7.332478042040856,-24.05069792645125,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,56,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"booker, michael d",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,57,7656.0,2825.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"ferrell, lisa","dunlap, joseph",,,,,,,,,,,False,missing_one_source,7656.0,2825.0,46.092930063925195,,1.0,True,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,58,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"brown, irma h",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,59,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"bennett, m dee",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,60,5493.0,4302.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"vess, stuart","prince, tom",USP,7364.514387126643,5309.648676328231,16.213028824944534,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5493.0,4302.0,12.15926493108729,-4.053763893857244,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,61,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"dietz, james g",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,62,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"molinaro, joe",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,63,5167.0,3937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"hudson, dianne","rogers, ryan r",USP,6704.336434552205,5939.189790871924,6.05168708506091,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,5167.0,3937.0,13.51054481546573,7.45885773040482,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,64,3950.0,2984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bond, pat","stewart, otis",USP,4333.794894450727,3160.8460541876307,15.650500781844661,359766.0,359766.0,1.0,328814.0,792667.0,0.39806712450155074,True,exact,3950.0,2984.0,13.931352754542832,-1.719148027301829,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1996,house,65,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"walker, wilma",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,66,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"goodwin, larry",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1996,house,67,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"miller, john e",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
