cycle,chamber,district,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,war_eligible,contest_status,dem_incumbent,rep_incumbent,core_index_margin,core_index_offices,baseline_fallback_share,baseline_allocation_method,core_index_complete,statewide_index_margin,raw_overperformance,historical_extension,model_tier,model_eligible,nonwhite_share,white_college_share,demographic_reference_year,demographic_age_years,demographics_method,log_spending_ratio_d_to_r,finance_complete,log_fundraising_ratio_d_to_r,ftm_finance_complete,pres_2008_dem_votes,pres_2008_rep_votes,pres_2008_two_party_votes,pres_2008_dem_margin,pres_2008_fallback_share,pres_2008_source_complete,pres_2012_dem_votes,pres_2012_rep_votes,pres_2012_two_party_votes,pres_2012_dem_margin,pres_2012_fallback_share,pres_2012_source_complete,pres_2016_dem_votes,pres_2016_rep_votes,pres_2016_two_party_votes,pres_2016_dem_margin,pres_2016_fallback_share,pres_2016_source_complete,pres_swing_2012_2016,pres_2020_dem_votes,pres_2020_rep_votes,pres_2020_two_party_votes,pres_2020_dem_margin,pres_2020_fallback_share,pres_2020_source_complete,pres_swing_2016_2020,college_share,demographics_method_historical,pres_1992_dem_margin,pres_1992_fallback_share,pres_1992_source_complete,college_share_extended,incumbency_complete,log_resource_ratio_d_to_r,prior_presidential_year,prior_pres_dem_margin,prior_pres_fallback_share,prior_pres_source_complete,readiness_status,dem_incumbent_i,rep_incumbent_i,incumbency_conflict,prior_pres_swing,pres_trend_available,prior_pres_available,demographics_available,incumbency_evidence_complete,dem_candidate_history_available,dem_prior_recent,dem_prior_contested,dem_prior_unopposed,dem_prior_winner,dem_first_term_incumbent,dem_established_incumbent,dem_unclassified_incumbent,dem_prior_cycle_gap,dem_prior_candidate_overperformance,dem_prior_incumbent_appearances,rep_candidate_history_available,rep_prior_recent,rep_prior_contested,rep_prior_unopposed,rep_prior_winner,rep_first_term_incumbent,rep_established_incumbent,rep_unclassified_incumbent,rep_prior_cycle_gap,rep_prior_candidate_overperformance,rep_prior_incumbent_appearances,era,dem_fundraising,rep_fundraising,raw_fundraising_gap_100k,sqrt_fundraising_gap,log1p_fundraising_gap_10k,log1p_fundraising_gap_25k,log1p_fundraising_gap_50k,log1p_fundraising_gap_100k,log1p_fundraising_gap_200k,viable_gap_10k,both_viable_10k,viable_gap_25k,both_viable_25k,viable_gap_50k,both_viable_50k,viable_gap_100k,both_viable_100k,dem_incumbent_inferred,rep_incumbent_inferred,incumbency_balance,fundraising_gap_log50,finance_viability_gap_25k,eligible_pollsters,final_poll_margin,poll_implied_national_swing,polling_federal_margin,abs_polling_federal_margin,polling_cmo_target,post2016_training_eligible,fundraising_gap_structural_expectation,fundraising_gap_residualized,fundraising_gap_partial_orthogonal25,fundraising_gap_partial_orthogonal50,fundraising_gap_partial_orthogonal75,fundraising_gap_within_cycle_expectation,fundraising_gap_within_cycle_residualized
2018,house,2,4798.0,13056.0,17854.0,-46.25294051753109,True,contested_two_party,False,True,-45.27475742225577,2,0.0,reported_district_with_activity_split_fallback,True,-45.27475742225577,-0.9781830952753195,False,core_1998_2022,True,0.0998812736103615,0.2819397559075565,,,,3.3045814831113405,1,,0,,,,,,,5259.105111703746,13219.278678908457,18478.3837906122,-43.07829979832335,0.4325694743852713,True,4259.264532406259,16049.886889073305,20309.15142147956,-58.055711496625776,0.2979163761767015,True,-14.977411698302426,,,,,,,,,,,,,,,,,-58.055711496625776,,,,0,1,0,-14.977411698302426,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,13748.97,176800.0,-1.6305103,-1.3560407013790103,-2.0624993646755816,-1.6501729331185857,-1.26911554480833,-0.8893012208985057,-0.5669122536103988,0,1,-1,0,-1,0,-1,0,False,False,-1,-1.26911554480833,-1,10,7.675196559236454,5.445196559236454,-52.610514937389325,52.610514937389325,6.3575744198582385,True,-1.2225863606252678,-0.04652918418306218,-0.963468954652013,-0.6578223644956961,-0.3521757743393792,-0.8978935501765235,-0.3712219946318065
2018,house,3,8540.0,9448.0,17988.0,-5.047809650878364,True,contested_two_party,False,False,-9.998507443712432,2,0.0,reported_district_with_activity_split_fallback,True,-9.998507443712432,4.9506977928340685,False,core_1998_2022,True,0.274533114300536,0.222565687789799,,,,,0,,0,,,,,,,8513.82294755749,11800.279068056,20314.10201561349,-16.178200335769354,0.1555844673090871,True,7541.831069471384,13867.932484828363,21409.763554299745,-29.54774068061345,0.053197856161753,True,-13.369540344844104,,,,,,,,,,,,,,,,,-29.54774068061345,,,,0,0,0,-13.369540344844104,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,90321.42,370787.48,-2.8046606,-1.3791530225902129,-1.3338621927360736,-1.233154214274064,-1.0981922598301557,-0.9056924549144004,-0.6760282971871433,0,1,0,1,0,1,-1,0,False,False,0,-1.0981922598301557,0,10,7.675196559236454,5.445196559236454,-24.102544121376997,24.102544121376997,19.054734470498634,True,-0.43878712377634976,-0.6594051360538059,-0.9884954788860683,-0.8787986979419808,-0.7691019169978933,-0.683845260613975,-0.4143469992161807
2018,house,4,4325.0,11074.0,15399.0,-43.82752126761478,True,contested_two_party,False,False,-38.05163897336047,2,0.0,reported_district_with_activity_split_fallback,True,-38.05163897336047,-5.775882294254309,False,core_1998_2022,True,0.248543202656697,0.3210728881482363,,,,,0,3.080900285923869,1,,,,,,,7693.045268055421,21394.22311365208,29087.2683817075,-47.103693842262274,0.4610093043566738,True,5749.263525395714,18678.74989407953,24428.013419475246,-52.92893100499027,0.1590467769064427,True,-5.825237162727994,,,,,,,,,,,,,,,,,-52.92893100499027,,,,0,0,0,-5.825237162727994,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,15697.18,170422.22,-1.5472504,-1.2858905791724775,-1.94891851252114,-1.569003646020272,-1.2104888866990686,-0.8490082548257124,-0.54076801057745,0,1,-1,0,-1,0,-1,0,False,False,0,-1.2104888866990686,-1,10,7.675196559236454,5.445196559236454,-47.48373444575381,47.48373444575381,3.6562131781390335,True,-0.700029445594947,-0.5104594411041217,-1.035481525300332,-0.8604741639015951,-0.6854668025028584,-0.6374207607240671,-0.5730681259750016
2018,house,5,4725.0,12395.0,17120.0,-44.80140186915888,True,contested_two_party,False,True,-39.3504252096881,2,0.0,reported_district_with_activity_split_fallback,True,-39.3504252096881,-5.450976659470783,False,core_1998_2022,True,0.2347428073234524,0.245607114681202,,,,-1.1794359772754466,1,,0,,,,,,,4816.879860052407,12331.917105476758,17148.796965529164,-43.822533210524,0.493185447080292,True,4723.823691677789,15216.384929058566,19940.20862073636,-52.620117657491726,0.1479174776177501,True,-8.797584446967726,,,,,,,,,,,,,,,,,-52.620117657491726,,,,0,1,0,-8.797584446967726,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,9050.23,115701.0,-1.0665077,-1.0957439695531006,-1.8868268960234005,-1.4188002840705252,-1.0317965217773046,-0.6820845876833093,-0.4122210051058442,-1,0,-1,0,-1,0,-1,0,False,True,-1,-1.0317965217773046,-1,10,7.675196559236454,5.445196559236454,-47.17492109825527,47.17492109825527,2.373519229096388,True,-1.1618534751178191,0.13005695334051448,-0.7413331529978499,-0.4508697842183951,-0.1604064154389403,-0.9086861882794421,-0.12311033349786249
2018,house,7,3592.0,10892.0,14484.0,-50.4004418668876,True,contested_two_party,False,False,-50.4629311430334,2,0.0,reported_district_with_activity_split_fallback,True,-50.4629311430334,0.0624892761458042,False,core_1998_2022,True,0.159045331335258,0.1207559855077877,,,,-1.2578438353309842,1,-1.544521163843832,1,,,,,,,5829.115530201061,12808.21224873774,18637.3277789388,-37.44687436588114,0.5219831811340298,True,3289.9920969312884,14546.358834584977,17836.350931516266,-63.109134715240685,0.1025508552685842,True,-25.662260349359546,,,,,,,,,,,,,,,,,-63.109134715240685,,,,0,0,0,-25.662260349359546,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,22654.66,88301.71,-0.6564705000000001,-0.6558002148328249,-1.1020538513105602,-0.8660738388436126,-0.6437200719081293,-0.4286727525997554,-0.2583855746893106,0,1,-1,0,-1,0,0,0,False,False,0,-0.6437200719081293,-1,10,7.675196559236454,5.445196559236454,-57.663938156004235,57.663938156004235,7.263496289116638,True,-0.8137747261797155,0.17005465427158617,-0.44027639036320043,-0.23683270881827156,-0.0333890272733427,-0.6172074670692516,-0.02651260483887774
2018,house,8,5469.0,8803.0,14272.0,-23.36042600896861,True,contested_two_party,False,True,-22.57863549823453,2,0.0,reported_district_with_activity_split_fallback,True,-22.57863549823453,-0.7817905107340835,False,core_1998_2022,True,0.3629030480682343,0.2380542206909058,,,,,0,-2.640438589331024,1,,,,,,,3480.9167790137444,6251.840276235408,9732.757055249152,-28.470077712740466,0.4449723530616424,True,4634.023779810617,9452.433230176122,14086.45700998674,-34.20597135922428,0.1660237997537956,True,-5.735893646483817,,,,,,,,,,,,,,,,,-34.20597135922428,,,,0,1,0,-5.735893646483817,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,13436.0,170856.82,-1.5742082000000002,-1.3301677115298545,-2.043432366814594,-1.6283893616588192,-1.2474830946176323,-0.8703515405445734,-0.5524790362762145,0,1,-1,0,-1,0,-1,0,False,True,-1,-1.2474830946176325,-1,10,7.675196559236454,5.445196559236454,-28.760774799987825,28.760774799987825,5.400348791019216,True,-0.9561088459296587,-0.2913742486879738,-1.008455883135218,-0.7694286716528032,-0.5304014601703885,-0.945248378695616,-0.30223471592201656
2018,house,10,8565.0,11240.0,19805.0,-13.506690229739965,True,contested_two_party,False,True,-8.086977649329155,2,0.0,reported_district_with_activity_split_fallback,True,-8.086977649329155,-5.41971258041081,False,core_1998_2022,True,0.3369410264105642,0.5100713469194686,,,,-2.82738961392822,1,,0,,,,,,,7087.87043763107,10655.304188875089,17743.17462650616,-20.105949619154984,0.2425220191368105,True,9285.917005100142,13327.441175816622,22613.358180916766,-17.872286541355415,0.0775360701579341,True,2.2336630777995694,,,,,,,,,,,,,,,,,-17.872286541355415,,,,0,1,0,2.2336630777995694,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,10021.64,163879.56,-1.5385791999999998,-1.362714667725495,-2.161549187022709,-1.6851434071093183,-1.270707888985883,-0.8748157132118219,-0.5496123607358121,0,1,-1,0,-1,0,-1,0,False,False,-1,-1.270707888985883,-1,10,7.675196559236454,5.445196559236454,-12.42708998211896,12.42708998211896,-1.0796002476210038,True,-0.7736095939037907,-0.49709829508209225,-1.0773054905099353,-0.8839030920339876,-0.6905006935580399,-0.9776797108266568,-0.2930281781592261
2018,house,15,6951.0,14212.0,21163.0,-34.30988045173179,True,contested_two_party,False,True,-27.026197019961685,2,0.0,reported_district_with_activity_split_fallback,True,-27.026197019961685,-7.283683431770108,False,core_1998_2022,True,0.2337713882518962,0.3525128327563567,,,,-1.1443818719541008,1,-1.8617332216568256,1,,,,,,,8500.106569136788,11266.137678334537,19766.244247471324,-13.993711069069708,0.8291484301366787,True,8118.562555097211,9989.941602282985,18108.5041573802,-10.334255280953649,0.7783207286493421,True,3.659455788116059,,,,,,,,,,,,,,,,,-10.334255280953649,,,,0,1,0,3.659455788116059,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,14119.55,86182.84,-0.7206328999999999,-0.7814763644051109,-1.383228248413439,-1.0445537113287249,-0.7532490849627819,-0.4894826185073582,-0.2900964033557994,0,1,-1,0,-1,0,0,0,False,False,-1,-0.7532490849627819,-1,10,7.675196559236454,5.445196559236454,-4.889058721717195,4.889058721717195,-29.420821730014598,True,-0.6893857900217696,-0.06386329494101228,-0.5809026374573395,-0.4085561899518971,-0.23620974244645465,-0.9926468415228984,0.23939775656011653
2018,house,18,3886.0,9845.0,13731.0,-43.39815017114558,True,contested_two_party,False,False,-39.551984260893306,2,0.0,reported_district_with_activity_split_fallback,True,-39.551984260893306,-3.8461659102522745,False,core_1998_2022,True,0.2013367703081872,0.140127133890377,,,,-1.1087511229605171,1,,0,,,,,,,4993.679603099329,10957.62770067172,15951.30730377105,-37.38845966664096,0.5141305757325527,True,3631.837570265458,13817.098598335757,17448.936168601213,-58.37181665205664,0.1362045592477864,True,-20.98335698541569,,,,,,,,,,,,,,,,,-58.37181665205664,,,,0,0,0,-20.98335698541569,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,48045.0,195017.68,-1.4697268,-0.9946762210971531,-1.2618776475320563,-1.1026322171752638,-0.91590381425491,-0.6895190051442439,-0.4653203420755839,0,1,0,1,-1,0,-1,0,False,True,0,-0.91590381425491,0,10,7.675196559236454,5.445196559236454,-52.92662009282019,52.92662009282019,9.528469921674606,True,-0.7608438038079365,-0.15506001044697348,-0.7256928633029258,-0.5354819123509418,-0.34527096139895763,-0.6266136443789436,-0.28929016987596634
2018,house,20,8527.0,14589.0,23116.0,-26.224260252638864,True,contested_two_party,False,True,-29.07711397639645,2,0.0,reported_district_with_activity_split_fallback,True,-29.07711397639645,2.852853723757587,False,core_1998_2022,True,0.1430056857149177,0.6060648309515511,,,,4.626958878965206,1,-0.6978644722209723,1,,,,,,,7697.429709374539,17012.17046758545,24709.60017695999,-37.696849368272126,0.2425220191368104,True,6434.540568978624,13812.99944825922,20247.540017237843,-36.441260879094,0.0775360701579341,True,1.2555884891781233,,,,,,,,,,,,,,,,,-36.441260879094,,,,0,1,0,1.2555884891781233,1,1,1,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,trump_era,57521.98,115100.0,-0.5757802,-0.4446488515529416,-0.616660242970573,-0.5292917712445377,-0.4288560591422288,-0.3115380321894117,-0.2017849730790283,0,1,0,1,0,1,-1,0,False,False,-1,-0.4288560591422288,0,10,7.675196559236454,5.445196559236454,-30.99606431985755,30.99606431985755,4.771804067218685,True,-0.9810841451341106,0.5522280859918818,-0.18358502285870115,0.06168601342482649,0.30695704970835413,-0.9408101017460924,0.5119540426038636
