state,year,chamber,district,nonwhite_share,college_share,white_college_share,acs_vintage,demographics_source
AR,2018,lower,41.0,0.29776987718164194,0.30485216447011204,0.30334538878842676,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,16.0,0.662560011296244,0.2083224967490247,0.19960886571056063,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,38.0,0.358011232243145,0.3683778432414159,0.43152877085461355,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,90.0,0.314836763279819,0.39966911924768167,0.4520743070805389,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,93.0,0.26486764745725977,0.49753040302162455,0.44671719986623565,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,39.0,0.3556531621463894,0.33968128885386567,0.3761456211812627,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,2.0,0.2014409597704897,0.1854566245646863,0.20358346859782744,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,71.0,0.2610692030173828,0.25990315617525234,0.3102991012229262,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,76.0,0.31884577763286603,0.2648373597108617,0.3029684008937121,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,3.0,0.41557797840325716,0.15178760313094986,0.1884666008555446,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,73.0,0.2057650471356055,0.14209985395142533,0.15005165289256198,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,88.0,0.421389751552795,0.31936067551266584,0.39701742372365517,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,85.0,0.18442496450398171,0.4137634190804132,0.42502218278615794,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,63.0,0.12410708324988318,0.20839805582001303,0.21620124113475178,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,68.0,0.06084639095812994,0.18974918211559433,0.1927060957563607,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,24.0,0.18332685077142485,0.20687022900763358,0.22050502933780386,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,46.0,0.18770084226905248,0.3266181134735111,0.3456324248777079,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,15.0,0.1483356090211404,0.2708950396622749,0.27401808558426594,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,16.0,0.14708531720499296,0.1978158844765343,0.20850649745575445,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,17.0,0.05723676347555873,0.17497121917208502,0.17750412464068852,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,18.0,0.0571856798186825,0.1469448977237139,0.1473141710767528,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,19.0,0.08204486979104042,0.15380309404261094,0.15715347387119577,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,20.0,0.05622972758409506,0.15201329885482084,0.15415676129212696,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,21.0,0.2595372784009172,0.27974011241169494,0.30071181961553217,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,22.0,0.2834418506166958,0.11819394397881786,0.12818909128814532,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,23.0,0.28981792235934567,0.1183488155620144,0.12565846673144787,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,24.0,0.6119940209267564,0.1532452361831058,0.2124551194750526,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,25.0,0.6250780634825817,0.1427417074057614,0.14655380894800485,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,26.0,0.36066810758271417,0.15608430160218986,0.18760435828498656,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,27.0,0.39069411689718914,0.1936356491381989,0.21656068797445308,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,28.0,0.23079208862264067,0.2072570273746096,0.2321494635590085,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,29.0,0.10020168683535025,0.2148069840403765,0.2195162635529608,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,30.0,0.6715618651082295,0.16700983316335366,0.20642111483159345,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,31.0,0.7741097922848665,0.23656555116643066,0.35008870490833827,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,32.0,0.28369645275487654,0.5557913089246357,0.6190549315549315,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,33.0,0.17399402743331482,0.31154468620751663,0.3088307155322862,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,34.0,0.36248144784351943,0.3104482086643682,0.3346651445966514,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,35.0,0.2406068402608349,0.3311765802722357,0.34536251581759386,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,1.0,0.22973022238425078,0.45556865225390986,0.4388614314479224,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,2.0,0.16549284131865227,0.26241598665598276,0.2690239560928577,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,3.0,0.34061502819425626,0.2064792869780018,0.24826967738968475,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,4.0,0.2197147364830292,0.45385621410565025,0.479602402153655,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,5.0,0.10874416472660164,0.16238287630018053,0.1647835328336503,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,6.0,0.16564432081820057,0.13505417234699002,0.14535110599930168,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,7.0,0.4371925500154057,0.2581103764859032,0.33732624262847516,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,8.0,0.23712275101567037,0.23665909862881457,0.255883196224168,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,9.0,0.31357559215396,0.1344410330503883,0.15170556552962297,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,10.0,0.24305435078936277,0.14515371554495862,0.15995649908240253,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,11.0,0.33937871229769123,0.1492049741007454,0.173868809929547,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,12.0,0.3467055859092383,0.20075289575289576,0.23504357882266663,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,13.0,0.1611937155625227,0.16490348458260215,0.17301118707271598,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,upper,14.0,0.15957208402627887,0.23417317812151173,0.25065066512434936,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,63.0,0.7814483319772172,0.3200559624722245,0.30676483141271876,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,68.0,0.2689434914747849,0.21025751884778554,0.2061725360766827,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,110.0,0.4176111895821132,0.21144583231284186,0.20648306759783897,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,24.0,0.22012314161285473,0.4753841906689979,0.48345821325648414,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,12.0,0.17718982503664393,0.15977575332866154,0.1647108677227981,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,136.0,0.7129008471070664,0.20989634041578376,0.27741070573589965,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,146.0,0.3790689705810367,0.31834559004984947,0.32373249914164726,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,158.0,0.42251301224250426,0.14947625117774205,0.18214191506198893,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,161.0,0.3095647897713302,0.28589122846526294,0.28000504286434696,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,38.0,0.6697277349795079,0.33909190480931994,0.3018748416518875,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,93.0,0.8233075713246859,0.3409018143009605,0.3282952548330404,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,90.0,0.7589229255954472,0.30900847411885357,0.19291587602783047,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,172.0,0.4857431144661609,0.12751234638796372,0.17417417417417416,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,157.0,0.38893687333358373,0.13694753488888273,0.17392616870795238,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,147.0,0.480754235485929,0.2446351931330472,0.25018007202881154,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,46.0,0.2163381661099355,0.5506239935587761,0.5554927454305634,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,17.0,0.2581339514860501,0.2334856778445023,0.2343954604975993,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,130.0,0.4222879389084375,0.2023677804824076,0.22791614406020427,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,179.0,0.41712354622422754,0.29009500038203906,0.36983235836834044,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,75.0,0.889859339221459,0.18319420963651734,0.19100914008580488,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,165.0,0.6452314758854103,0.2386921412360796,0.35544335752603345,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,31.0,0.18290902919212493,0.20866022933011466,0.22530595062693567,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,56.0,0.7104300916588782,0.4555370204029257,0.7665630232001913,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,160.0,0.29322762745757314,0.24593354650354513,0.26280817523600036,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,94.0,0.8296837840218445,0.32145476274547086,0.38648962227665334,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,102.0,0.5504402904372007,0.39636913767019666,0.4442159939400498,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,173.0,0.46398702694823535,0.183864406779661,0.24717210432831635,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,87.0,0.8281808490625195,0.3351612603401803,0.5482451432864656,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,43.0,0.3607903471165814,0.6503509999276289,0.6601662289065592,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,69.0,0.20914084736851646,0.19009203814593037,0.2083885502252849,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,40.0,0.4414778167890201,0.6304682920475022,0.658878842676311,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,112.0,0.2829753366837766,0.21749446799434802,0.23399309713319716,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,103.0,0.29446586995508583,0.35485978368699944,0.3714952503040463,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,95.0,0.49749139540060616,0.5305008967137336,0.6412213740458015,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,174.0,0.3467127137792311,0.1329399415586258,0.1577204248959974,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,123.0,0.2783070491773867,0.38411603610913886,0.3958474691274257,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,80.0,0.4062691969251714,0.6922162261044544,0.7804175928287723,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,74.0,0.9198619305912159,0.1521203365343758,0.10506863780359028,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,30.0,0.38214226220223224,0.22750838670326318,0.28044347509996365,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,100.0,0.8541048300053966,0.2399549168779938,0.32503793626707134,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,175.0,0.3346194690265487,0.2808515150711805,0.3201668771768668,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,52.0,0.30270764664262173,0.7034930358054401,0.7965070124371527,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,164.0,0.42465075437055955,0.33200826424667207,0.3436858316221766,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,11.0,0.14796474731403852,0.1852591170825336,0.19422541743970315,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,156.0,0.34829200428643947,0.13526707968138865,0.16983295119554537,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,32.0,0.19173734610123117,0.14378713510720745,0.14979757085020243,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,70.0,0.33003994805109405,0.29224541245485175,0.32159575932810136,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,162.0,0.6989927708336945,0.22192984835743157,0.27160207318016555,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,61.0,0.856322814597639,0.3061740890688259,0.14570943075615972,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,140.0,0.42365619562573664,0.15472154963680387,0.15600400121776192,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,2.0,0.09061250069120597,0.1695442815717364,0.1678010396025387,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,39.0,0.7789699222490951,0.31031033598358554,0.31496519721577726,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,114.0,0.3103626608054819,0.2561559166583591,0.243272076536582,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,71.0,0.204262204778627,0.3527090526753031,0.35227236434479897,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,76.0,0.8360580201632969,0.2572056601181481,0.15113813092040151,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,106.0,0.5907983149392473,0.3316041710554034,0.34474699711940865,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,3.0,0.09436257227471445,0.2030977088256447,0.20513104978505062,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,73.0,0.413452232821789,0.2168229685126002,0.2001073404343159,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,88.0,0.8073732718894009,0.3372753423647137,0.5073190294766393,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,107.0,0.6479460310020422,0.3732679599232573,0.4335111511022559,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,85.0,0.785203401278077,0.3363179510726767,0.6237781767404748,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,34.0,0.3746203346203346,0.45742805218759325,0.4911935016889175,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,16.0,0.24294055006793225,0.12262226388046535,0.12699346179126164,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,53.0,0.7287023554603854,0.4350333162480779,0.7568190854870775,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,105.0,0.555254812774272,0.3420457793135701,0.3451048571118114,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,129.0,0.32919500386202216,0.1548697698320396,0.1638802643101664,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,42.0,0.6754767827529022,0.34289358007271936,0.42006549568323903,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,154.0,0.6517140631086872,0.16160055955468772,0.18305803909683285,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,14.0,0.14097571727710223,0.16346051934287228,0.1648647839238118,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,151.0,0.6320277215387011,0.15396621885277886,0.23487616727568006,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,59.0,0.6456809970786012,0.389094614409623,0.651417175318789,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,137.0,0.620690266427951,0.18133679428942245,0.21539397627015516,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,92.0,0.8464868983910913,0.22003793757544404,0.19923764843864536,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,81.0,0.5822729267222466,0.4551287559794907,0.6454687229249697,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,37.0,0.4502835602947669,0.4015441102504778,0.45831932773109246,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,9.0,0.08730658586821449,0.27044782369722825,0.27608049778575033,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,33.0,0.28344611197217706,0.15274385279270478,0.1741108805649594,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,99.0,0.876688059296755,0.1771006903118305,0.33986686390532544,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,58.0,0.6418507393331895,0.4822509216536437,0.7656187367577163,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,134.0,0.3307896425536343,0.38251409304040884,0.390154027562827,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,163.0,0.5891052076340271,0.3655406623790347,0.5769869198592391,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,104.0,0.5029402281555634,0.37508233267467195,0.40882052235337857,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,28.0,0.16144515064589304,0.18154449538750483,0.19870738816373082,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,124.0,0.6562425399856768,0.2268672853410217,0.3334336895980732,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,57.0,0.628865153965636,0.49267290572928557,0.7931837884698743,2018,ACS 2018 5-year direct SLD tabulation
GA,2018,lower,113.0,0.7254981128763276,0.19545757811631267,0.17004805125467165,2018,ACS 2018 5-year direct SLD tabulation
