state,year,chamber,district,nonwhite_share,college_share,white_college_share,acs_vintage,demographics_source
AR,2018,lower,17.0,0.8212158808933002,0.14750321837522867,0.11757575757575757,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,75.0,0.08636711854245083,0.17988975292843784,0.18324524312896406,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,31.0,0.17762955934473812,0.4226745369428048,0.4168557383248251,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,56.0,0.0403138722914117,0.13037903267169307,0.13279347941145336,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,94.0,0.41001936410768947,0.2180951917934756,0.25405285365312014,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,87.0,0.3261684143259651,0.25551645425147423,0.28319653877966533,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,43.0,0.1277543061423464,0.2271490077695848,0.235991617030664,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,40.0,0.16277733439744613,0.200373253220447,0.2027486021842504,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,69.0,0.18631948192120884,0.16596002422774075,0.1854692348223172,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,19.0,0.24610294117647058,0.16630458396697806,0.18821435904455547,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,47.0,0.21151326870531872,0.11023541453428864,0.1202192599975084,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,62.0,0.06819177251440312,0.11746580139128811,0.12023821242248253,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,35.0,0.2251801238034029,0.5597507846535813,0.6137745556594949,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,1.0,0.4245455778621813,0.1742611446080854,0.21850760161340366,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,55.0,0.5863063906109877,0.10621217734963567,0.14900314795383002,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,92.0,0.129532887300278,0.3082824025289779,0.31818814038666604,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,81.0,0.06542567752532169,0.15714990138067061,0.15755560174599875,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,83.0,0.04753438078304728,0.14605725765946762,0.1436763632572203,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,66.0,0.07051969404532132,0.16981225296442687,0.17341798719697765,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,51.0,0.4639698896440839,0.21124790151091213,0.24298015724447772,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,10.0,0.14819131988965306,0.17024614552339734,0.16637212825044181,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,8.0,0.3933223261786828,0.137467018469657,0.17388462167020755,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,22.0,0.09266265792851835,0.271217871312748,0.2791655102229623,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,5.0,0.5666487400122926,0.14742302543507363,0.19602272727272727,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,27.0,0.19355345911949684,0.20182972367438387,0.1928335170893054,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,97.0,0.1871382054992764,0.24148687288796464,0.2440342188203512,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,86.0,0.26109109334534397,0.47862595419847326,0.5268043823701597,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,26.0,0.2052148390839903,0.17516171950268386,0.18899669115585216,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,48.0,0.6493721692381338,0.08671299657711856,0.108203125,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,7.0,0.46385297226965927,0.16822648572765558,0.22667068031306442,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,36.0,0.7297067873943338,0.14339847344773454,0.17376830892143807,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,77.0,0.2754722231885066,0.2297029702970297,0.2536906503524405,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,4.0,0.36288358499756457,0.10678992668154287,0.12932148013068917,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,58.0,0.25844813739420525,0.37180676989205297,0.4049698609915119,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,28.0,0.1535100686574028,0.18745086477987422,0.1983447809931314,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,57.0,0.07334886356481773,0.17055456687989995,0.17461678096006455,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,11.0,0.556020617757625,0.13417548651416866,0.18111686816350028,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,32.0,0.2937969549896948,0.627156317951196,0.6797450707030472,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,61.0,0.048531825006110085,0.1371487119437939,0.13823902562801318,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,18.0,0.26249080914533807,0.23448809326482126,0.24763623240707325,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,29.0,0.800068201193521,0.12814358191042496,0.13427856547122602,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,44.0,0.08052197967406338,0.1851508120649652,0.18363708399366085,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,60.0,0.055400272342865375,0.12732356443846113,0.12734751312442497,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,95.0,0.14652788566102226,0.26843523126797864,0.27146051058077264,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,80.0,0.12059902806704359,0.22464271536323938,0.22119815668202766,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,74.0,0.09129684167766827,0.12413185953242688,0.12686292063826426,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,64.0,0.053404966910979845,0.14702602230483272,0.1481535756154748,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,6.0,0.28745112213715374,0.22959429507564807,0.2547856912665163,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,20.0,0.11976638072640988,0.13363961204696273,0.13927686415859428,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,50.0,0.6069576409130484,0.13171880661915691,0.18770447110141766,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,72.0,0.3177620131173873,0.2703707815275311,0.31164842088682365,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,21.0,0.10277507127133634,0.1398656040006251,0.14179650149052253,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,65.0,0.15092007205170765,0.14526582278481012,0.15102493721894528,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,25.0,0.2733054338155336,0.18043950736537068,0.20106081164425804,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,15.0,0.10540283070223189,0.18210400239544866,0.17537087078806596,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,67.0,0.08126998056791823,0.2919551681195517,0.28923141669735386,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,89.0,0.6578599338743614,0.10198808205452724,0.1973018549747049,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,84.0,0.1518531845987765,0.4791526714138564,0.4940536182221326,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,91.0,0.18935535794390057,0.3954625380623579,0.3913088732760864,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,70.0,0.2527332677734714,0.43451240354238957,0.4419699078677007,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,12.0,0.57475881361403,0.11430188873449643,0.14869565217391303,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,45.0,0.09250034592500345,0.17780844321782685,0.18201202843083653,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,13.0,0.23616739114418328,0.14815011131135375,0.17440318302387267,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,23.0,0.12555869207245351,0.31353929264792774,0.319620995356255,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,82.0,0.0897724871451715,0.11590641478523524,0.1217966231353478,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,54.0,0.17055830487209866,0.14098480497101978,0.13778982234266787,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,98.0,0.12846433054038464,0.17528398960827263,0.18067298416841626,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,100.0,0.05047297297297293,0.18318880996993334,0.18216630196936542,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,30.0,0.7388332388332388,0.3084844304296413,0.40890937019969276,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,52.0,0.11771962859554574,0.13453976976645032,0.13174820750738087,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,96.0,0.32056751034853226,0.20095516298047944,0.23644652538196156,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,78.0,0.6115202152517171,0.09058521200794299,0.11475207122542352,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,34.0,0.6714113483451951,0.3099121706398996,0.48132271892222905,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,53.0,0.1529860148670782,0.2207665232694564,0.23124284858061353,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,42.0,0.4733301461548969,0.19803423880758222,0.20768123763266774,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,14.0,0.2884128396413661,0.15304599084998796,0.15978730475240943,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,59.0,0.3160219263899765,0.20657907833184036,0.22872408909488864,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,37.0,0.7197500867754252,0.1745693191140279,0.2645051194539249,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,9.0,0.34287487929369564,0.16634335596508246,0.18866465630557488,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,33.0,0.36279133817605946,0.5003507459196558,0.6045760615638313,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,49.0,0.38169008889380696,0.15150198272584062,0.16580870142809698,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,79.0,0.2278843306905287,0.17511379327980361,0.18520156704157714,2018,ACS 2018 5-year direct SLD tabulation
AR,2018,lower,99.0,0.059761642325709574,0.15787752814237002,0.16218466813617438,2018,ACS 2018 5-year direct SLD tabulation
