specification,cycles,mae,rmse,absolute_bias,winner_accuracy,brier,log_loss
direct_environment_baseline,3,4.739470511301511,6.264251475969478,0.9603135234515606,0.9605729629995716,0.031461873223894356,0.10930895043760659
demographic_context,3,5.215686649226973,6.815224026634837,1.998444269769261,0.9548515699647457,0.03387842490207355,0.11865336614447053
demographic_reactivity,3,6.573369860253742,8.449959140922482,3.9240621127407027,0.9395077592171592,0.04570631675178721,0.16521269712772088
