chamber,district,baseline_2024_pres_dem_margin,poll_adjusted_dem_margin,uniform_poll_adjusted_dem_margin,poll_average_as_of,dem_incumbent_i,rep_incumbent_i,dem_fundraising,rep_fundraising,dem_finance_status,rep_finance_status,finance_complete,fundraising_gap_log50,finance_viability_gap_25k,cycle,incumbency_balance,current_national_poll_margin,current_national_pollsters,national_poll_swing_from_2024,polling_federal_margin,abs_polling_federal_margin,fundraising_gap_structural_expectation,fundraising_gap_residualized,fundraising_gap_partial_orthogonal25,fundraising_gap_partial_orthogonal50,fundraising_gap_partial_orthogonal75,fundraising_gap_within_cycle_expectation,fundraising_gap_within_cycle_residualized
house,2,-66.8062986339613,-63.49062890537633,-57.7715265283442,2026-08-17,False,True,0.0,27750.23,committee_found_no_cycle_activity,single_active_pcc_record,True,-0.44147850382617887,-1.0,2026,-1,7.554772105617104,6,9.034772105617108,-57.7715265283442,57.7715265283442,-1.280251288383375,0.8387727845571962,-0.12141568173033512,0.19864714036550862,0.5187099624613525,-1.0717756285867721,0.6302971247605933
house,4,-33.23497989720752,-29.219723622884857,-24.20020779159042,2026-08-17,False,True,0.0,44032.88,committee_found_no_cycle_activity,single_active_pcc_record,True,-0.6316215029146077,-1.0,2026,-1,7.554772105617104,6,9.034772105617105,-24.20020779159042,24.20020779159042,-0.905152795465415,0.2735312925508073,-0.40533330404825396,-0.1790451051819002,0.04724309368445356,-1.009155247713711,0.3775337447991032
house,5,-45.13688776602323,-41.902324370500615,-36.10211566040613,2026-08-17,False,True,0.0,68991.47,committee_found_no_cycle_activity,single_active_pcc_record,True,-0.8670288044419322,-1.0,2026,-1,7.554772105617104,6,9.034772105617101,-36.10211566040613,36.10211566040613,-1.038134991948319,0.17110618750638673,-0.6074950564548525,-0.34796130846777273,-0.088427560480693,-1.031355805568037,0.16432700112610477
house,8,-28.83538832285073,-26.11246426375141,-19.800616217233625,2026-08-17,False,False,,0.0,,committee_found_no_cycle_activity,False,,,2026,0,7.554772105617104,6,9.034772105617105,-19.800616217233625,19.800616217233625,,,,,,,
house,10,0.0537782267359446,4.086021331415267,9.08855033235305,2026-08-17,True,False,161111.46,17321.0,single_active_pcc_record,single_active_pcc_record,True,1.1429140168096272,1.0,2026,1,7.554772105617104,6,9.034772105617105,9.08855033235305,9.08855033235305,0.4610885967876812,0.681825420021946,1.027641867612707,0.9123697184157866,0.7970975692188663,0.07627735557107818,1.0666366612385492
house,15,-16.178128970179642,-12.70290140191546,-7.143356864562538,2026-08-17,False,True,2680.0,98796.4,single_active_pcc_record,single_active_pcc_record,True,-1.0383430516828553,-1.0,2026,-1,7.554772105617104,6,9.034772105617105,-7.143356864562538,7.143356864562538,-0.7145734760522054,-0.3237695756306499,-0.859699682669804,-0.6810563136567527,-0.5024129446437012,-0.9773392052781734,-0.06100384640468193
house,16,-76.33516482135902,-73.64992533328218,-67.3003927157419,2026-08-17,False,True,0.0,63250.0,committee_found_no_cycle_activity,single_active_pcc_record,True,-0.8175747589349973,-1.0,2026,-1,7.554772105617104,6,9.034772105617108,-67.3003927157419,67.3003927157419,-1.3867190555311901,0.5691442965961928,-0.4708949950521998,-0.12421523116940225,0.2224645327133954,-1.0895497659277047,0.2719750069927074
house,19,32.36369743223377,34.79746144883655,41.39846953785087,2026-08-17,True,False,45250.0,0.0,single_active_pcc_record,committee_found_no_cycle_activity,True,0.6444820085786643,1.0,2026,1,7.554772105617104,6,9.034772105617101,41.39846953785087,41.39846953785087,1.0487292121594312,-0.4042472035807668,0.38229970553880654,0.12011740249894876,-0.14206490054090903,0.5610530095872165,0.08342899899144784
house,20,-24.824815161566345,-19.793763940644155,-15.79004305594924,2026-08-17,False,True,0.0,104300.0,committee_found_no_cycle_activity,single_active_pcc_record,True,-1.126875753940969,-1.0,2026,-1,7.554772105617104,6,9.034772105617105,-15.79004305594924,15.79004305594924,-0.8111844845310849,-0.3156912694098841,-0.9240796328081978,-0.7212835116754266,-0.5184873905426554,-0.9934678175272266,-0.1334079364137425
house,21,-19.48259994200945,-15.561935208509794,-10.447827836392346,2026-08-17,False,True,0.0,206250.0,committee_found_no_cycle_activity,single_active_pcc_record,True,-1.634130525024472,-1.0,2026,-1,7.554772105617104,6,9.034772105617105,-10.447827836392346,10.447827836392346,-0.7514949354427031,-0.8826355895817689,-1.4462567911637962,-1.2583830573031205,-1.0705093234424448,-0.9835030152989401,-0.6506275097255318
house,25,-5.342134030464131,-1.0596962261872145,3.692638075152973,2026-08-17,False,True,0.0,78201.0,committee_found_no_cycle_activity,single_active_pcc_record,True,-0.9415763393400137,-1.0,2026,-1,7.554772105617104,6,9.034772105617105,3.692638075152973,3.692638075152973,-0.5675991339283106,-0.3739772054117031,-0.7996765558579361,-0.6577767723758584,-0.5158769888937808,-0.908610673878818,-0.032965665461195726
