state,year,chamber,district,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,baseline_dem_votes,baseline_rep_votes,baseline_dem_margin,baseline_office,legislative_turnout,matched_legislative_turnout,legislative_turnout_join_coverage,staging_reconciliation_gate,reconciliation_status,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,coverage_gate,model_eligible_permissive,model_eligible,baseline_allocation_quality,panel_source
TN,1998,house,68,7638.0,2647.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"head, tommy","leckrone, john m",1964.4442881072027,6535.794673366834,-53.77908087029718,GOV,9947,8616,0.8661908112998894,False,material_mismatch,7638.0,2647.0,48.52698104035002,102.3060619106472,1.0,True,False,True,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,69,6818.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"jackson, doug",,3503.2187028657618,5730.37556561086,-24.120150810054373,GOV,6878,6795,0.987932538528642,True,within_one_percent,6818.0,0.0,100.0,124.12015081005437,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,70,7657.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"white, john",,3334.790273556231,6869.854103343465,-34.64171507818122,GOV,7678,7334,0.955196665798385,True,within_one_percent,7657.0,0.0,100.0,134.64171507818122,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,71,6907.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"rinks, randy (bear)",,2482.0834845735026,5132.480943738657,-34.80694771339193,GOV,6987,5943,0.8505796479175611,False,material_mismatch,6907.0,0.0,100.0,134.80694771339193,1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,72,0.0,9629.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"mcdaniel, steve k",3063.0,10688.0,-55.45051268998618,GOV,9629,9480,0.9845259113095857,True,exact,0.0,9629.0,-100.0,-44.54948731001382,-1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,73,6844.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"kisber, matthew (matt)",,1971.0,3980.0,-33.759032095446145,GOV,6844,6465,0.9446230274693161,True,exact,6844.0,0.0,100.0,133.75903209544614,1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,74,7209.0,5080.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"tidwell, john c","musick, charlie",3021.1262418702663,4931.664952917878,-24.02349897353877,GOV,8267,8267,1.0,False,material_mismatch,7209.0,5080.0,17.32443648791602,41.347935461454796,1.0,True,True,True,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,75,8893.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"ridgeway, l don",,3983.7812971342382,7179.62443438914,-28.62785080211173,GOV,8818,8818,1.0,True,within_one_percent,8893.0,0.0,100.0,128.62785080211174,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,76,6977.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"maddox, mark l",,2437.0,5406.0,-37.85541246971822,GOV,6633,6134,0.9247700889491934,False,material_mismatch,6977.0,0.0,100.0,137.8554124697182,1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,77,6739.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"pinion, phillip",,2611.0,5551.0,-36.02058319039451,GOV,6584,6105,0.9272478736330498,False,material_mismatch,6739.0,0.0,100.0,136.02058319039452,1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,78,4057.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"cole, ronnie m",,1962.0,3974.0,-33.894878706199464,GOV,4057,3992,0.9839783090953906,True,exact,4057.0,0.0,100.0,133.89487870619945,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,79,7537.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"phelan, paul e",,2897.0,6751.0,-39.94610281923715,GOV,9419,9361,0.9938422337827795,True,within_one_percent,7537.0,0.0,100.0,139.94610281923715,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,80,0.0,5917.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"walley, page",456.0,1227.0,-45.811051693404636,GOV,5752,1144,0.19888734353268428,False,material_mismatch,0.0,5917.0,-100.0,-54.188948306595364,-1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,81,6366.0,2981.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"naifeh, jimmy (jimmy)","johnson, joe",2116.0,6463.0,-50.67024128686327,GOV,9345,8845,0.9464954521134297,True,within_one_percent,6366.0,2981.0,36.21482828715096,86.88506957401424,1.0,True,False,True,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,82,4218.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"fitzhugh, craig",,2311.0,3514.0,-20.65236051502146,GOV,4218,4218,1.0,True,exact,4218.0,0.0,100.0,120.65236051502146,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,83,0.0,8869.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"kent, joe",1315.0,6272.0,-65.3354422037696,GOV,8869,6481,0.7307475476378397,True,exact,0.0,8869.0,-100.0,-34.6645577962304,-1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,84,6781.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"towns, joe, jr",,4207.0,2038.0,34.731785428342675,GOV,6781,6781,1.0,True,exact,6781.0,0.0,100.0,65.26821457165732,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,85,7655.0,1464.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"turner, larry","jeanette, tom",5212.0,2529.0,34.65960470223485,GOV,9119,9119,1.0,True,exact,7655.0,1464.0,67.89121614212084,33.23161143988599,1.0,True,True,True,True,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,86,6295.0,980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"cooper, barbara","edwards, george t, iii",3529.0,2366.0,19.72858354537744,GOV,7275,7275,1.0,True,exact,6295.0,980.0,73.05841924398625,53.32983569860881,1.0,True,True,True,True,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,87,5878.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"bowers, kathryn i",,3517.0,2012.0,27.22011213601013,GOV,5878,5878,1.0,True,exact,5878.0,0.0,100.0,72.77988786398987,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,88,3787.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"miller, larry j",,2901.0,1496.0,31.953604730498068,GOV,3787,3787,1.0,True,exact,3787.0,0.0,100.0,68.04639526950193,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,89,4972.0,2262.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"chumney, carol","jamieson, jim",2486.0,3542.0,-17.51824817518248,GOV,7234,7234,1.0,True,exact,4972.0,2262.0,37.46198507050042,54.980233245682896,1.0,True,True,True,True,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,90,4785.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"deberry, john j, jr",,2850.0,2071.0,15.83011583011583,GOV,5504,5504,1.0,True,within_one_percent,4785.0,0.0,100.0,84.16988416988417,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,91,7226.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"deberry, lois m 3",,3672.0,1772.0,34.900808229243204,GOV,6917,5201,0.7519155703339598,False,material_mismatch,7226.0,0.0,100.0,65.09919177075679,1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,92,6846.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"brooks, henri e",,3992.0,2963.0,14.795111430625449,GOV,7448,7448,1.0,False,material_mismatch,6846.0,0.0,100.0,85.20488856937455,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,93,5837.0,2906.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"kernell, michael (mike)","underwood, bill",3181.0,4259.0,-14.489247311827956,GOV,8939,8939,1.0,False,material_mismatch,5837.0,2906.0,33.523962026764266,48.01320933859222,1.0,True,True,True,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,94,0.0,13131.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"scroggs, larry",1924.0,9470.0,-66.22783921362121,GOV,9609,9609,1.0,False,material_mismatch,0.0,13131.0,-100.0,-33.77216078637879,-1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,95,0.0,9715.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"todd, curry",1141.0,7673.0,-74.1093714545042,GOV,9716,9390,0.9664470975710169,True,within_one_percent,0.0,9715.0,-100.0,-25.8906285454958,0.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,96,0.0,11581.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"hassell, joyce",912.0,7054.0,-77.10268641727342,GOV,8232,7576,0.9203109815354713,False,material_mismatch,0.0,11581.0,-100.0,-22.897313582726582,-1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,97,0.0,9581.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"hargett, tre",1134.0,5619.0,-66.41492669924477,GOV,8428,8109,0.9621499762695775,False,material_mismatch,0.0,9581.0,-100.0,-33.58507330075523,-1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,98,6817.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"jones, ulysses, jr",,4160.0,1771.0,40.27988534817063,GOV,7693,7341,0.9542441180293774,True,exact,6817.0,0.0,100.0,59.72011465182937,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,house,99,3904.0,7745.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"mcquain, sandra","pleasant, w c (bubba)",2649.0,6810.0,-43.98985093561687,GOV,11574,11574,1.0,True,within_one_percent,3904.0,7745.0,-32.972787363722205,11.017063571894667,-1.0,True,True,True,True,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,1,0.0,17789.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"haun, tommy g",5504.0,20038.0,-56.9023569023569,GOV,17789,17016,0.9565461802237337,True,exact,0.0,17789.0,-100.0,-43.0976430976431,-1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,3,5083.0,21555.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"gabriel, richard d","crowe, dewey e (rusty)",5221.0,19866.0,-58.37684856698689,GOV,25275,24734,0.978595450049456,False,material_mismatch,5083.0,21555.0,-61.83647420977551,-3.459625642788623,-1.0,True,True,True,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,5,0.0,21031.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"mcnally, james r (randy)",9382.0,28712.0,-50.742899144222186,GOV,21015,20382,0.9698786581013562,True,within_one_percent,0.0,21031.0,-100.0,-49.257100855777814,-1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,7,8751.0,16013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"baker, richard","burchett, tim",6131.0,14754.0,-41.28800574575054,GOV,24765,24765,1.0,True,within_one_percent,8751.0,16013.0,-29.32482636084639,11.963179384904148,0.0,True,True,True,True,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,9,11388.0,19962.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"hubbard, donna j","miller, jeff",6402.0,22647.0,-55.9227512134669,GOV,31092,29642,0.9533642094429435,True,within_one_percent,11388.0,19962.0,-27.349282296650717,28.573468916816186,-1.0,True,True,True,True,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,11,0.0,28205.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"fowler, david",4711.0,23287.0,-66.34759625687549,GOV,28957,23192,0.8009116966536589,False,material_mismatch,0.0,28205.0,-100.0,-33.65240374312451,-1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,13,0.0,19263.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"elsea, foster e (gene)",8346.0,17589.0,-35.6390977443609,GOV,19292,17383,0.9010470661414057,True,within_one_percent,0.0,19263.0,-100.0,-64.3609022556391,-1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,15,0.0,1531.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,"looper, byron a",10342.0,24505.0,-40.643383935489425,GOV,32486,32327,0.9951055839438527,False,material_mismatch,0.0,1531.0,-100.0,-59.356616064510575,0.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,17,19322.0,14032.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"rochelle, robert t (bob)","warren, phillip",9704.0,20580.0,-35.91335358605204,GOV,32797,31616,0.9639906088971553,False,material_mismatch,19322.0,14032.0,15.860166696648077,51.77352028270012,1.0,True,True,True,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,19,16815.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"harper, thelma m",,10479.0,4132.0,43.4398740674834,GOV,15959,13955,0.8744282223196942,False,material_mismatch,16815.0,0.0,100.0,56.5601259325166,1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,21,29710.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"henry, douglas, jr",,10438.0,23646.0,-38.75132026757423,GOV,29710,27655,0.9308313699091215,True,exact,29710.0,0.0,100.0,138.75132026757421,1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,23,12989.0,26138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"baxter, dean","blackburn, marsha",8134.0,26314.0,-52.77519739897817,GOV,39274,35959,0.9155930131893874,True,within_one_percent,12989.0,26138.0,-33.60594985559844,19.169247543379733,0.0,True,False,True,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,25,18185.0,14591.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"springer, kenneth n (pete)","lay, david b",10731.0,19746.0,-29.57968303966926,GOV,32651,32146,0.9845333986707911,True,within_one_percent,18185.0,14591.0,10.96534049304369,40.545023532712946,1.0,True,True,True,True,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,27,13907.0,18231.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"mcknight, joe (nipp)","carter, robert e",8494.0,22956.0,-45.98410174880763,GOV,34129,33493,0.9813648217058806,True,within_one_percent,13907.0,18231.0,-13.454477565498786,32.52962418330885,-1.0,True,True,True,True,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,29,18824.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"ford, john",,11796.0,4345.0,46.161947834706645,GOV,18826,18171,0.9652076914904919,True,within_one_percent,18824.0,0.0,100.0,53.838052165293355,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,31,0.0,28444.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"person, curtis, jr",3643.0,21045.0,-70.48768632534025,GOV,28430,26987,0.9492437565951459,True,within_one_percent,0.0,28444.0,-100.0,-29.51231367465975,-1.0,False,False,False,False,partial_unresolved,Tennessee SOS OCR context + Klarner outcome
TN,1998,senate,33,23653.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"dixon, roscoe",,13259.0,6537.0,33.956354819155386,GOV,22460,21339,0.9500890471950133,False,material_mismatch,23653.0,0.0,100.0,66.0436451808446,1.0,False,True,False,False,tn_ocr_turnout_join_95pct,Tennessee SOS OCR context + Klarner outcome
