state,year,chamber,district,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,baseline_office,baseline_dem_votes,baseline_rep_votes,baseline_dem_margin,minimum_party_vote_coverage,allocated_votes,source_votes,source_legislative_turnout,matched_legislative_turnout,legislative_turnout_join_coverage,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,cycle_gate,coverage_gate,model_eligible_permissive,model_eligible,baseline_allocation_quality,panel_source
AR,2008,house,3,6516.0,1746.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"powers, david (bubba)","bradford, evelyn j",USP,2730.0,4375.0,-23.15270935960591,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,6516.0,1746.0,57.734204793028326,80.88691415263423,1.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,13,7342.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"hall, clark m",,USP,2249.0,1980.0,6.360841806573658,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,7342.0,0.0,100.0,93.63915819342634,1.0,False,False,False,False,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,14,8357.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"rogers, tiffany",,USP,2232.0,4267.0,-31.312509616864133,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,8357.0,0.0,100.0,131.31250961686413,0.0,False,False,False,False,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,15,5736.0,3935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mccrary, walls","hatcher, doug",USP,3491.135922330097,5747.543689320389,-24.423487574402266,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,5736.0,3935.0,18.622686381966705,43.046173956368975,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,28,7088.0,5512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"nix, barbara","mccoy, david",USP,2097.667991882982,5045.526814476388,-41.26807265523568,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,7088.0,5512.0,12.507936507936508,53.77600916317218,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,29,5518.0,9505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"smith, scott","clemmer, ann v",USP,2440.332008117018,5292.473185523612,-36.88365484432689,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,5518.0,9505.0,-26.53930639685815,10.34434844746874,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,33,8561.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"allen, fred",,USP,3561.8,1436.2,42.529011604641866,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,8561.0,0.0,100.0,57.470988395358134,1.0,False,False,False,False,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,34,7529.0,1602.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"lewellen, wilhelmina e","broadway, herbert l",USP,4095.9203781512606,591.0859243697479,74.77767742484923,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,7529.0,1602.0,64.91074362063301,-9.866933804216217,1.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,38,7057.0,6979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"edwards, john c","eichler, kelly",USP,4274.80462184874,5251.939075630252,-10.256751780150081,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,7057.0,6979.0,0.5557138785978911,10.812465658747971,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,USP,3777.926577669903,1206.2688106796118,51.596247069316426,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,0.0,0.0,,,0.0,False,False,False,False,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,42,4800.0,6131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"yagos, val","english, jane",USP,2975.87641890226,7596.7249014722165,-43.70588034625983,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,4800.0,6131.0,-12.176379105296862,31.529501240962972,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,43,7181.0,6552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"nickels, jim","meckfessel, steven",USP,2369.8073735178573,4919.26466077606,-34.97643150271275,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,7181.0,6552.0,4.580208257481978,39.55663976019473,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,45,5658.0,4475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tyler, linda s","fechtelkotter, bill",USP,3948.728707579883,3567.9729377517237,5.065463387982615,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,5658.0,4475.0,11.674726142307312,6.609262754324697,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,49,4668.0,5668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"williams, kieth","dismang, jonathan",USP,2260.996556473829,6471.8246097337005,-48.21841616949703,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,4668.0,5668.0,-9.674922600619196,38.543493568877835,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,50,5845.0,5315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"betts, monty","reeves, kyle",USP,1562.0034435261707,4540.1753902662995,-48.80505845301836,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,5845.0,5315.0,4.749103942652329,53.55416239567069,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,54,5828.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"davis, otis l",,USP,4839.0,2422.0,33.287425974383694,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,5828.0,0.0,100.0,66.7125740256163,1.0,False,False,False,False,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,62,4937.0,5610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"walters, bill","rice, terry",USP,2120.878047857549,6371.621782470464,-50.05291515500372,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,4937.0,5610.0,-6.380961410827724,43.671953744175994,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,64,4068.0,4946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bock, mike","malone, stephanie",USP,1866.4837374334713,3784.967277744924,-33.94674279506063,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,4068.0,4946.0,-9.740403816285777,24.206338978774852,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,67,6379.0,5246.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"breedlove, steven l","vangorder, jon",USP,2138.63821470898,6201.410939784611,-48.71401414806559,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,6379.0,5246.0,9.746236559139785,58.460250707205375,1.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,68,4634.0,5681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"akin, thomas","lea, andrea",USP,356.83992467043316,1031.2227358329053,-48.58446454556509,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,4634.0,5681.0,-10.15026660203587,38.43419794352922,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,70,3450.0,5931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bewley, j patrick","dale, robert e",USP,3062.160075329567,6146.7772641670945,-33.49590810665811,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,3450.0,5931.0,-26.447073872721457,7.048834233936656,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,73,5265.0,3263.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"rogers, j r 2","moseley, chad",USP,3147.0,5482.0,-27.059914242670065,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,5265.0,3263.0,23.475609756097562,50.53552399876763,1.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,81,3032.0,8596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rowe, danny k","hopper, karen s",USP,2515.0,5404.0,-36.48187902512944,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,3032.0,8596.0,-47.8500171998624,-11.368138174732962,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,85,5278.0,6870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"witty, bill","burris, john",USP,1344.625974025974,3639.0883116883115,-46.039203014493964,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,5278.0,6870.0,-13.105037866315444,32.93416514817852,0.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,87,4510.0,6441.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"hunton, earl j","martin, mark",USP,3145.0,4586.0,-18.63924459966369,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,4510.0,6441.0,-17.633092868231213,1.0061517314324782,-1.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,89,8252.0,6923.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"house, jim","long, gene",USP,4427.0,7831.0,-27.769619840104422,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,8252.0,6923.0,8.757825370675453,36.527445210779874,1.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,90,0.0,9665.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"ragland, roy",USP,4072.0,7706.0,-30.85413482764476,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,0.0,9665.0,-100.0,-69.14586517235524,-1.0,False,False,False,False,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,house,91,4747.0,6627.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"stoppel, david a","king, bryan b",USP,2428.374025974026,4498.9116883116885,-29.88959525760169,0.2940724060536815,206925.0,672069.0,199627.0,187804.0,0.9407745445255401,4747.0,6627.0,-16.52892561983471,13.360669637766982,-1.0,True,False,False,True,False,partial_unresolved,OpenElections context + Klarner outcome
AR,2008,senate,30,16561.0,20253.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"white, joe","baker, gilbert",USP,12567.0,17111.0,-15.311004784688995,0.04260473778826857,29678.0,672069.0,29231.0,29231.0,1.0,16561.0,20253.0,-10.028793393817569,5.282211390871426,-1.0,True,False,True,True,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,1,5149.0,11180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mcmahan, thomas a (tom)","deffenbaugh, john v",USP,4330.09079810974,12952.491089882813,-49.89069542765292,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,5149.0,11180.0,-36.934288688835814,12.956406738817108,0.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,2,0.0,15612.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"neal, jay",USP,4101.90920189026,14115.508910117187,-54.96717288179698,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,15612.0,-100.0,-45.03282711820302,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,3,0.0,16494.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"weldon, thomas d (tom), jr",USP,4534.0,14768.0,-53.02041239249819,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,16494.0,-100.0,-46.97958760750181,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,4,0.0,9807.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"broadrick, bruce l, sr",USP,3915.8130193905818,8137.764542936288,-35.02654296381932,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,9807.0,-100.0,-64.97345703618069,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,5,3242.0,11302.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"johnson, howard","meadows, john d",USP,3274.389885807504,12115.93352365416,-57.448718929525874,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,3242.0,11302.0,-55.41804180418042,2.0306771253454556,-1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,6,0.0,12341.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"dickson, thomas s (tom)",USP,3461.5889098698685,11574.505553526735,-53.95627610219327,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,12341.0,-100.0,-46.04372389780673,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,7,0.0,18545.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"ralston, david e",USP,4235.0,17976.0,-61.8657421998109,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,18545.0,-100.0,-38.1342578001891,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,8,7103.0,18742.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"hill, jana","allison, stephen t",USP,5367.0,21413.0,-59.917849141150114,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,7103.0,18742.0,-45.03385567808087,14.883993463069245,-1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,9,0.0,18278.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"tanner, kevin k",USP,3251.8443814250268,17664.13718539525,-68.90564881178193,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,18278.0,-100.0,-31.09435118821807,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,10,0.0,15777.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"rogers, terry a (terry)",USP,3027.90383827469,15282.338731680962,-66.92666602633629,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,15777.0,-100.0,-33.07333397366371,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,11,0.0,17090.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"jasperse, rick c (rick)",USP,3599.2081849320457,16403.796379882817,-64.01332436565028,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,17090.0,-100.0,-35.98667563434972,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,12,8279.0,8777.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"reece, barbara m","lumsden, eddie e (eddie)",USP,4540.831665693171,12805.238903420779,-47.64426159111239,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,8279.0,8777.0,-2.9197936210131332,44.724467970099255,1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,13,0.0,13232.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"dempsey, katie m",USP,6086.865304003799,10781.639884458009,-27.83159816475898,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,13232.0,-100.0,-72.16840183524101,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,14,0.0,16348.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"coomer, christian a",USP,3965.418956881319,15379.12390054246,-59.00219523296178,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,16348.0,-100.0,-40.99780476703822,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,15,4707.0,13526.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"benham, lelia","battles, paul r",USP,5140.828274734622,13654.127508515296,-45.29565981404294,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,4707.0,13526.0,-48.368343114133715,-3.072683300090773,-1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,16,5421.0,12338.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"crawford, rick","kelley, trey d (trey)",USP,4414.05579868709,13905.869803063457,-51.81142222253011,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,5421.0,12338.0,-38.94926516132665,12.862157061203462,1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,17,0.0,17348.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"maxwell, howard r",USP,4946.29737844416,15951.091418166954,-52.661096306479294,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,17348.0,-100.0,-47.338903693520706,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,18,5020.0,12181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"rhudy, patricia l (pat)","cooke, kevin c",USP,5534.14644359087,12664.670013941031,-39.18124888500135,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,5020.0,12181.0,-41.631300505784544,-2.450051620783192,-1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,19,0.0,17013.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"rakestraw, paulette r",USP,6480.118741341736,15185.843092124469,-40.181573371626115,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,17013.0,-100.0,-59.818426628373885,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,20,5524.0,18422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"burnaman, lillian","caldwell, michael r",USP,5825.969335142469,18929.023609226595,-52.930955397685274,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,5524.0,18422.0,-53.86285809738578,-0.9319026997005082,0.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,21,0.0,20198.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"jerguson, sean",USP,4769.581972638009,19277.099359147687,-60.33064266266616,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,20198.0,-100.0,-39.66935733733384,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,22,0.0,22737.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"hill, calvin",USP,4541.0714326696625,22062.71086573992,-65.86145998540114,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,22737.0,-100.0,-34.13854001459886,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,23,0.0,17472.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"ballinger, mandi l",USP,4393.153469998393,16630.87669234288,-58.208265151107796,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,17472.0,-100.0,-41.791734848892204,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,24,0.0,21466.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"hamilton, mark d",USP,4450.752538751731,20159.87947755166,-63.83065224978119,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,21466.0,-100.0,-36.16934775021881,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,25,0.0,21983.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"dudgeon, michael j",USP,5617.96722993202,19945.038254966632,-56.046113331620305,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,21983.0,-100.0,-43.953886668379695,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,26,0.0,21824.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"duncan, geoffrey l",USP,3660.0968516801304,21090.751879939766,-70.42447399386143,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,21824.0,-100.0,-29.575526006138574,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,27,0.0,17290.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"hawkins, b lee 2",USP,3120.571883074333,16486.81801382315,-68.1694310208203,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,17290.0,-100.0,-31.830568979179702,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,28,0.0,15993.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"gasaway, robert d (dan)",USP,3357.346907993967,15533.197586726998,-64.4547365065926,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,15993.0,-100.0,-35.545263493407404,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,29,0.0,10750.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"rogers, carlton w (carl), sr",USP,4310.217407739598,9106.585810494047,-35.74896586569974,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,10750.0,-100.0,-64.25103413430026,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,30,0.0,15337.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"dunahoo, emory w, jr",USP,3982.504943360698,14103.826480482145,-55.96116370940054,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,15337.0,-100.0,-44.03883629059946,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,31,0.0,18552.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"benton, thomas h (tommy)",USP,3573.0,17358.0,-65.859251827433,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,18552.0,-100.0,-34.140748172567,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,32,3908.0,15230.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"focer, mary b","powell, alan t",USP,4798.631578947368,14835.263157894737,-51.118902864005314,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,3908.0,15230.0,-59.15978681157906,-8.040883947573747,-1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,33,6161.0,15584.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"vogel, david","mccall, thomas a (tom)",USP,7186.368421052632,15435.736842105263,-36.46596249592853,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,6161.0,15584.0,-43.33409979305588,-6.8681372971273476,-1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,34,0.0,17921.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"gregory, charles a",USP,7927.7606137319235,15153.578439955845,-31.305886584034354,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,17921.0,-100.0,-68.69411341596565,0.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,35,0.0,17151.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"setzler, l edwin (ed)",USP,8750.758997444422,13833.429976972462,-22.50543947044383,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,17151.0,-100.0,-77.49456052955617,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,36,0.0,24607.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"ehrhart, earl d",USP,7399.784804734247,22557.698382357936,-50.59808757283989,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,24607.0,-100.0,-49.40191242716011,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,37,9137.0,13427.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bolton, bill r (bill)","teasley, samuel k (sam)",USP,10744.02600016933,13320.251645902155,-10.705601404800102,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,9137.0,13427.0,-19.012586420847366,-8.306985016047264,-1.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,38,18115.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wilkerson, david l",,USP,14433.360484914818,9227.064252530914,22.00423825927459,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,18115.0,0.0,100.0,77.99576174072541,1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,39,16665.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"morgan, alisha t",,USP,15184.995006347475,4858.389091649241,51.52126938349872,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,16665.0,0.0,100.0,48.47873061650128,1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,40,0.0,20051.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"golick, richard m (rich)",USP,12351.596712029932,14679.936214888365,-8.613420145846952,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,20051.0,-100.0,-91.38657985415304,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,41,10073.0,5661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"smith, michael a","daniell, phil",USP,10464.765932434437,6177.705123039293,25.759761246423345,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,10073.0,5661.0,28.041184695563746,2.2814234491404015,0.0,True,True,True,True,True,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,42,11416.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"evans, stacey g",,USP,9800.63568955359,4305.660460635906,38.9540611540604,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,11416.0,0.0,100.0,61.0459388459396,1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
GA,2012,house,43,0.0,19804.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"cooper, sharon m",USP,10142.360780785039,15697.874988349662,-21.49947182061125,1.0,3852515.0,3852515.0,3222032.0,3222032.0,1.0,0.0,19804.0,-100.0,-78.50052817938875,-1.0,False,True,True,False,False,oe_legislative_turnout_join_95pct,OpenElections context + Klarner outcome
