state,year,chamber,district,heda_dem_votes,heda_rep_votes,heda_total_votes,dem_two_party_share,heda_dem_margin,precinct_fragment_rows,office,baseline_dem_votes,baseline_rep_votes,context_fragment_rows,split_context_rows,expected_context_groups,allocated_context_groups,incomplete_context_groups,baseline_dem_margin,baseline_allocation_quality,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,model_eligible_permissive,model_eligible,heda_dem_vote_delta,heda_rep_vote_delta,result_source,baseline_source
NC,2010,house,10,8815.0,11798.0,20613.0,0.4276427497210498,-0.1447145005579003,32,USS,7556.423239557319,13045.833715191653,32.0,14.0,32.0,32.0,0.0,-26.644704450057763,includes_turnout_share_allocation,8820.0,11802.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"braxton, van","laroque, stephen",8820.0,11802.0,-14.460285132382893,12.18441931767487,1.0,True,True,True,-5.0,-4.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,11,,15409.0,15409.0,,,23,USS,6607.237082003456,13861.525356530743,23.0,10.0,23.0,23.0,0.0,-35.44077614028325,includes_turnout_share_allocation,0.0,15409.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"sager, efton m",0.0,15409.0,-100.0,-64.55922385971675,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,12,9659.0,6474.0,15585.0,0.5987107171635777,0.1974214343271555,35,USS,8724.591765410738,7165.170631770411,35.0,27.0,35.0,35.0,0.0,9.813999068462904,includes_turnout_share_allocation,9390.0,6206.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"wainwright, william l","griffin, mark w",9390.0,6206.0,20.415491151577328,10.601492083114424,1.0,True,True,True,269.0,268.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,13,7067.0,19345.0,26412.0,0.2675677722247463,-0.4648644555505073,41,USS,7638.0,18590.0,41.0,0.0,41.0,41.0,0.0,-41.75690102180875,whole_precincts,7113.0,19491.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"hassler, craig k","mcelraft, patricia e (pat)",7113.0,19491.0,-46.52683806946324,-4.769937047654487,-1.0,True,True,True,-46.0,-146.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,14,,8961.0,8961.0,,,10,USS,4791.0,8253.0,10.0,0.0,10.0,10.0,0.0,-26.5409383624655,whole_precincts,0.0,8961.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"cleveland, george g",0.0,8961.0,-100.0,-73.4590616375345,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,15,,5873.0,7663.0,,,9,USS,2272.0,6005.0,9.0,0.0,9.0,9.0,0.0,-45.100881962063546,whole_precincts,0.0,5873.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,"shepard, phillip",0.0,5873.0,-100.0,-54.899118037936454,0.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,16,9290.0,21593.0,30883.0,0.3008127448758216,-0.3983745102483567,26,USS,10596.0,20112.0,26.0,0.0,26.0,26.0,0.0,-30.98866744822196,whole_precincts,9320.0,21630.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"rivenbark, franklin (fd)","justice, carolyn h",9320.0,21630.0,-39.77382875605816,-8.785161307836198,-1.0,True,True,True,-30.0,-37.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,17,10934.0,23454.0,34388.0,0.3179597534023496,-0.3640804931953006,22,USS,11348.399209536627,22672.156512229005,22.0,3.0,22.0,22.0,0.0,-33.2850450630578,includes_turnout_share_allocation,11146.0,24065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"knox, james a","iler, frank",11146.0,24065.0,-36.69023884581523,-3.4051937827574292,0.0,True,True,True,-212.0,-611.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,18,10084.0,7592.0,17676.0,0.5704910613260918,0.1409821226521837,16,USS,10127.0,7744.0,16.0,0.0,16.0,16.0,0.0,13.334452464887248,whole_precincts,10097.0,7600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"hamilton, susan h","dawson, beth",10097.0,7600.0,14.109736113465559,0.775283648578311,0.0,True,True,True,-13.0,-8.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,19,,22374.0,22374.0,,,17,USS,10229.0,19814.0,17.0,0.0,17.0,17.0,0.0,-31.904270545551377,whole_precincts,0.0,22407.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"mccomas, danny",0.0,22407.0,-100.0,-68.09572945444862,-1.0,False,False,False,,-33.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,20,11004.0,9637.0,20641.0,0.5331137057313114,0.0662274114626229,30,USS,9158.600790463375,11004.843487770997,30.0,3.0,30.0,30.0,0.0,-9.156385545204529,includes_turnout_share_allocation,11042.0,9698.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"hill, dewey l","patterson, tristan v",11042.0,9698.0,6.4802314368370295,15.63661698204156,1.0,True,True,True,-38.0,-61.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,21,11678.0,6126.0,17804.0,0.6559200179734891,0.3118400359469782,32,USS,10713.693554159321,7538.951171735525,32.0,15.0,32.0,32.0,0.0,17.3933280908044,includes_turnout_share_allocation,11678.0,6126.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"bell, larry m","poirier, deann g",11678.0,6126.0,31.18400359469782,13.790675503893421,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,22,12675.0,11298.0,23973.0,0.5287198097860093,0.0574396195720185,24,USS,11042.18389392436,12731.550735806555,24.0,5.0,24.0,24.0,0.0,-7.106022121444515,includes_turnout_share_allocation,12675.0,11298.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"brisson, william d","szoka, john d",12675.0,11298.0,5.743961957201852,12.849984078646367,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,23,12043.0,10517.0,22560.0,0.5338209219858157,0.0676418439716312,24,USS,11251.0,11207.0,24.0,0.0,24.0,24.0,0.0,0.19592127526939176,whole_precincts,12043.0,10517.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"tolson, joe p","shepheard, garland",12043.0,10517.0,6.76418439716312,6.568263121893729,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,24,12682.0,6878.0,19560.0,0.6483640081799591,0.2967280163599182,21,USS,12698.0,6834.0,21.0,0.0,21.0,21.0,0.0,30.02252713495802,whole_precincts,12682.0,6878.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"farmerbutterfield, jean","holtzman, claiborne r",12682.0,6878.0,29.67280163599182,-0.34972549896619753,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,25,10370.0,14096.0,24466.0,0.4238535109948499,-0.1522929780103,20,USS,10202.949375547576,14038.6169171609,20.0,3.0,20.0,20.0,0.0,-15.822688580840747,includes_turnout_share_allocation,10370.0,14096.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"stewart, randy","collins, jeffrey l (jeff)",10370.0,14096.0,-15.22929780103,0.593390779810747,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,26,,18900.0,18900.0,,,20,USS,9077.389397835852,16390.65189955685,20.0,3.0,20.0,20.0,0.0,-28.715449359938397,includes_turnout_share_allocation,0.0,18941.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"daughtry, n leo",0.0,18941.0,-100.0,-71.28455064006161,-1.0,False,False,False,,-41.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,27,17701.0,,17701.0,,,42,USS,14032.0,8221.0,42.0,0.0,42.0,42.0,0.0,26.11333303374826,whole_precincts,17701.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wray, michael h",,17701.0,0.0,100.0,73.88666696625174,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,28,6039.0,19907.0,25946.0,0.2327526400986664,-0.534494719802667,30,USS,7447.425039267098,18705.16412001516,30.0,7.0,30.0,30.0,0.0,-43.046365360549345,includes_turnout_share_allocation,6043.0,19918.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"allen, brian","langdon, james h (jh), jr",6043.0,19918.0,-53.44555294480182,-10.399187584252473,-1.0,True,True,True,-4.0,-11.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,29,18130.0,,18130.0,,,20,USS,17504.603244191145,4892.543621218763,20.0,1.0,20.0,20.0,0.0,56.311010053027836,includes_turnout_share_allocation,18130.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"hall, larry d",,18130.0,0.0,100.0,43.688989946972164,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,30,13442.0,7393.0,20835.0,0.6451643868490521,0.2903287736981041,14,USS,13807.651383725733,7356.406856670797,14.0,1.0,14.0,14.0,0.0,30.482076990041705,includes_turnout_share_allocation,13442.0,7393.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"luebke, paul","chambers, jason",13442.0,7393.0,29.032877369810414,-1.4491996202312905,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,31,18801.0,6102.0,24903.0,0.7549692808095411,0.509938561619082,15,USS,19308.396755808855,5913.456378781237,15.0,1.0,15.0,15.0,0.0,53.10847028387993,includes_turnout_share_allocation,18801.0,6102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"michaux, henry m (mickey), jr","ladd, patricia",18801.0,6102.0,50.993856161908205,-2.1146141219717265,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,32,13814.0,,17616.0,,,21,USS,10219.0,9557.0,21.0,0.0,21.0,21.0,0.0,3.347491909385113,whole_precincts,13814.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"crawford, james w (jim), jr 1",,13814.0,0.0,100.0,96.65250809061489,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,33,18426.0,5262.0,23688.0,0.7778622087132725,0.5557244174265451,19,USS,18067.88130643834,5161.857235806686,19.0,3.0,19.0,19.0,0.0,55.55819772642331,includes_turnout_share_allocation,18426.0,5262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gill, rosa u","terrell, paul f, iii",18426.0,5262.0,55.57244174265451,0.01424401623120275,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,34,15234.0,12886.0,28120.0,0.5417496443812233,0.0834992887624466,24,USS,13040.0,14468.0,24.0,0.0,24.0,24.0,0.0,-5.191217100479861,whole_precincts,15234.0,12886.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"martin, grier g, iii","henion, steve",15234.0,12886.0,8.349928876244666,13.541145976724527,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,35,13144.0,9725.0,22869.0,0.5747518474791202,0.1495036949582404,22,USS,12375.996426018584,9862.862759113652,22.0,1.0,22.0,22.0,0.0,11.300641125445344,includes_turnout_share_allocation,13144.0,9725.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"weiss, jennifer","frantz, don",13144.0,9725.0,14.950369495824042,3.649728370378698,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,36,12225.0,17477.0,29702.0,0.4115884452225439,-0.1768231095549121,21,USS,12507.954745856416,16466.788608073846,21.0,2.0,21.0,21.0,0.0,-13.663050657118028,includes_turnout_share_allocation,12225.0,17477.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"anderson, robin","dollar, nelson n",12225.0,17477.0,-17.682310955491214,-4.019260298373187,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,37,14028.0,24937.0,38965.0,0.3600153984344925,-0.279969203131015,22,USS,14417.791346408094,23610.62870567863,22.0,3.0,22.0,22.0,0.0,-24.17359792144744,includes_turnout_share_allocation,14028.0,24937.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"mchenry, debra","stam, paul b, jr",14028.0,24937.0,-27.9969203131015,-3.823322391654063,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,38,14093.0,7382.0,21475.0,0.6562514551804424,0.3125029103608847,22,USS,13386.382566727656,7783.925900800325,22.0,5.0,22.0,22.0,0.0,26.463746026755555,includes_turnout_share_allocation,14093.0,7382.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"ross, deborah k","shook, madison e",14093.0,7382.0,31.250291036088473,4.786545009332919,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,39,16870.0,12809.0,29679.0,0.5684153778766131,0.1368307557532261,22,USS,16437.447153051202,12686.143820185742,22.0,6.0,22.0,22.0,0.0,12.880634590400309,includes_turnout_share_allocation,16870.0,12809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jackson, darren g","cutlip, duane",16870.0,12809.0,13.683075575322619,0.8024409849223098,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,40,16345.0,27686.0,44031.0,0.3712157343689673,-0.2575685312620653,28,USS,16245.418288755076,26950.075386267094,28.0,2.0,28.0,28.0,0.0,-24.78188391142754,includes_turnout_share_allocation,16345.0,27686.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"rhinehart, violet","avila, marilyn w",16345.0,27686.0,-25.756853126206536,-0.9749692147789979,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,41,17052.0,19736.0,36788.0,0.4635207132760683,-0.0729585734478634,23,USS,16845.128166744635,19141.717584074016,23.0,2.0,23.0,23.0,0.0,-6.3817469117229795,includes_turnout_share_allocation,17052.0,19736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"heagarty, chris","murry, thomas o",17052.0,19736.0,-7.295857344786343,-0.9141104330633638,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,42,8874.0,,8874.0,,,11,USS,7668.7029502952255,3006.2580588675105,11.0,6.0,11.0,11.0,0.0,43.67645827863686,includes_turnout_share_allocation,8874.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"lucas, marvin w",,8874.0,0.0,100.0,56.32354172136314,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,43,7967.0,,7967.0,,,11,USS,6586.014849627726,2522.356429561939,11.0,4.0,11.0,11.0,0.0,44.61454518603368,includes_turnout_share_allocation,7967.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"floyd, elmer",,7967.0,0.0,100.0,55.38545481396632,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,44,8073.0,7999.0,16072.0,0.5023021403683424,0.0046042807366849,21,USS,8182.898240780574,8074.657832824851,21.0,8.0,21.0,21.0,0.0,0.665785235281795,includes_turnout_share_allocation,8189.0,8081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"parfitt, diane","dawkins, johnny",8189.0,8081.0,0.6637984019668101,-0.001986833314984948,0.0,True,True,True,-116.0,-82.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,45,9858.0,9812.0,19670.0,0.5011692933401118,0.0023385866802236,16,USS,9599.200065372112,10585.176942939142,16.0,10.0,16.0,16.0,0.0,-4.884851670978195,includes_turnout_share_allocation,9858.0,9812.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"glazier, richard b","warner, jackie",9858.0,9812.0,0.2338586680223691,5.118710339000565,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,46,6958.0,7590.0,14548.0,0.4782788012097883,-0.0434423975804234,21,USS,6496.917810852907,7927.566888124557,21.0,7.0,21.0,21.0,0.0,-9.918198862057567,includes_turnout_share_allocation,6958.0,7590.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"yongue, douglas y","pridgen, gaston (gl)",6958.0,7590.0,-4.344239758042343,5.573959104015224,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,47,7865.0,3903.0,11768.0,0.6683378653976887,0.3366757307953772,21,USS,6024.615529526544,5596.937934699891,21.0,4.0,21.0,21.0,0.0,3.68003809596655,includes_turnout_share_allocation,7865.0,3903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"graham, charles v","graham, brawleigh j",7865.0,3903.0,33.66757307953773,29.98753498357118,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,48,9698.0,3267.0,12965.0,0.7480138835325877,0.4960277670651755,33,USS,8726.466659620548,4220.49517717555,33.0,11.0,33.0,33.0,0.0,34.80331168999616,includes_turnout_share_allocation,9698.0,3267.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"pierce, garland e","harry, john f",9698.0,3267.0,49.602776706517545,14.799465016521388,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,49,10544.0,11276.0,21820.0,0.4832263978001833,-0.0335472043996333,30,USS,10243.092494973409,11499.152238469775,30.0,5.0,30.0,30.0,0.0,-5.777047213364943,includes_turnout_share_allocation,10544.0,11276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"may, john","bradley, glen",10544.0,11276.0,-3.3547204399633364,2.4223267734016067,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,50,3853.0,3198.0,7051.0,0.5464473124379521,0.0928946248759041,11,USS,3398.0,3559.0,11.0,0.0,11.0,11.0,0.0,-2.314215897657036,whole_precincts,13848.0,10804.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"faison, bill","smith, rick",13848.0,10804.0,12.347882524744442,14.662098422401478,1.0,True,True,True,-9995.0,-7606.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,51,9370.0,10793.0,20163.0,0.4647125923721668,-0.0705748152556663,9,USS,8306.895088010058,11588.110207833277,9.0,2.0,9.0,9.0,0.0,-16.49265768483491,includes_turnout_share_allocation,9370.0,10793.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"love, jimmy l, sr 3","stone, michael c (mike)",9370.0,10793.0,-7.057481525566632,9.435176159268277,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,52,,20749.0,20749.0,,,23,USS,8725.961452928095,18123.57153446998,23.0,1.0,23.0,23.0,0.0,-35.001018773595376,includes_turnout_share_allocation,0.0,20749.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"boles, james l (jamie), jr",0.0,20749.0,-100.0,-64.99898122640462,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,53,6784.0,13533.0,20317.0,0.3339075650932716,-0.3321848698134567,11,USS,7915.104911989941,12214.889792166723,11.0,2.0,11.0,11.0,0.0,-21.360089475278972,includes_turnout_share_allocation,6784.0,13533.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"oudeh, abraham","lewis, david w",6784.0,13533.0,-33.21848698134567,-11.858397506066698,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,54,18048.0,13368.0,31416.0,0.5744843391902216,0.1489686783804431,25,USS,17129.038547071905,13881.428465530022,25.0,1.0,25.0,25.0,0.0,10.472625517771565,includes_turnout_share_allocation,18048.0,13368.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"hackney, joe","wright, cathy",18048.0,13368.0,14.896867838044308,4.424242320272743,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,55,16619.0,,16619.0,,,22,USS,12439.348616274267,10016.593143329203,22.0,1.0,22.0,22.0,0.0,10.788928377537106,includes_turnout_share_allocation,16619.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wilkins, w a (winkie)",,16619.0,0.0,100.0,89.2110716224629,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,56,17737.0,,17737.0,,,23,USS,16986.0,4508.0,23.0,0.0,23.0,23.0,0.0,58.05341025402438,whole_precincts,17737.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"insko, verla c",,17737.0,0.0,100.0,41.94658974597562,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,57,10417.0,8157.0,18574.0,0.5608377301604394,0.1216754603208786,28,USS,9874.755444888353,8540.433234057971,28.0,6.0,28.0,28.0,0.0,7.245769967895483,includes_turnout_share_allocation,10664.0,8485.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"priceharrison, mary p (pricey)","hardister, jonathan y",10664.0,8485.0,11.379184291607917,4.133414323712434,1.0,True,True,True,-247.0,-328.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,58,15052.0,8680.0,23732.0,0.6342491151188269,0.2684982302376538,31,USS,15060.460370853234,8547.763917134575,31.0,4.0,31.0,31.0,0.0,27.58655786336463,includes_turnout_share_allocation,15334.0,8948.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"adams, alma","thomas, darin h",15334.0,8948.0,26.299316366032453,-1.2872414973321753,1.0,True,True,True,-282.0,-268.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,59,11668.0,10347.0,22015.0,0.5300022711787418,0.0600045423574835,27,USS,11154.0,10560.0,27.0,0.0,27.0,27.0,0.0,2.735562310030395,whole_precincts,11928.0,10729.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"jeffus, margaret m","yon, theresa",11928.0,10729.0,5.2919627488193495,2.5564004387889545,1.0,True,True,True,-260.0,-382.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,60,10480.0,4496.0,14976.0,0.6997863247863247,0.3995726495726496,28,USS,10346.110232536184,5129.113328091301,28.0,16.0,28.0,28.0,0.0,33.71193239313272,includes_turnout_share_allocation,10664.0,4646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"brandon, marcus","wilson, lonnie r",10664.0,4646.0,39.30764206401045,5.595709670877731,0.0,True,True,True,-184.0,-150.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,61,,17417.0,17417.0,,,34,USS,8613.008710968828,14812.745968021283,34.0,15.0,34.0,34.0,0.0,-26.465475038090545,includes_turnout_share_allocation,0.0,18035.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"faircloth, joseph a, jr",0.0,18035.0,-100.0,-73.53452496190945,0.0,False,False,False,,-618.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,62,,21299.0,25494.0,,,32,USS,10092.665240753398,19995.94355269487,32.0,3.0,32.0,32.0,0.0,-32.913712893558206,includes_turnout_share_allocation,0.0,21829.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"blust, john m",0.0,21829.0,-100.0,-67.0862871064418,-1.0,False,False,False,,-530.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,63,8920.0,7536.0,16456.0,0.5420515313563442,0.0841030627126883,17,USS,8452.0,7824.0,17.0,0.0,17.0,17.0,0.0,3.858441877611207,whole_precincts,8920.0,7536.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"bordsen, alice","parker, roger k",8920.0,7536.0,8.410306271268839,4.551864393657632,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,64,,19301.0,19301.0,,,19,USS,6994.0,17188.0,19.0,0.0,19.0,19.0,0.0,-42.15532214043503,whole_precincts,0.0,19301.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"ingle, dan w",0.0,19301.0,-100.0,-57.84467785956497,0.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,65,7561.0,,17189.0,,,13,USS,6360.765344600428,10979.611434542468,13.0,2.0,13.0,13.0,0.0,-26.636365223030303,includes_turnout_share_allocation,7561.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"cole, nelson",,7561.0,0.0,100.0,126.63636522303031,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,66,11298.0,7322.0,18620.0,0.6067669172932331,0.2135338345864661,29,USS,9441.289655172413,8921.937931034483,29.0,1.0,29.0,29.0,0.0,2.828215909756677,includes_turnout_share_allocation,11298.0,7322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"goodman, kenneth l","parsons, james h",11298.0,7322.0,21.353383458646615,18.52516754888994,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,67,5329.0,16228.0,21557.0,0.2472050841953889,-0.5055898316092221,27,USS,5882.755073696146,15545.8287414966,27.0,2.0,27.0,27.0,0.0,-45.09431771664439,includes_turnout_share_allocation,5587.0,17135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"furr, kevin","burr, justin p",5587.0,17135.0,-50.82299093389666,-5.728673217252272,-1.0,True,True,True,-258.0,-907.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,68,,28214.0,28214.0,,,33,USS,9081.542160631889,26183.935495976057,33.0,4.0,33.0,33.0,0.0,-48.49613409997176,includes_turnout_share_allocation,0.0,28214.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"horn, d craig",0.0,28214.0,-100.0,-51.50386590002824,0.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,69,10302.0,6810.0,17112.0,0.6020336605890603,0.2040673211781206,27,USS,8511.702765671967,8555.235762527347,27.0,2.0,27.0,27.0,0.0,-0.25507209030753286,includes_turnout_share_allocation,10302.0,6810.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"gibson, pryor","barker, john l",10302.0,6810.0,20.406732117812062,20.661804208119595,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
NC,2010,house,70,,13541.0,13541.0,,,20,USS,3680.465317919075,12295.838150289017,20.0,1.0,20.0,20.0,0.0,-53.92594632115013,includes_turnout_share_allocation,0.0,13564.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"hurley, patricia b",0.0,13564.0,-100.0,-46.07405367884987,-1.0,False,False,False,,-23.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
