specification,brier_forward_cycle,brier_leave_state_out,log_loss_forward_cycle,log_loss_leave_state_out,calibration_mae_forward_cycle,calibration_mae_leave_state_out
spline_margin_incumbency,0.02254862510618234,0.026623082051870424,0.0895155975191605,0.09686577833673268,0.023270755627241225,0.025235325316301717
logit_margin_incumbency,0.028894070891174472,0.027083000942236108,0.10541676300694024,0.10043639515105467,0.03883864577693089,0.02795766357091926
normal_margin,0.031461873271230296,0.033437350005473467,0.10930895043760659,0.1271813942363432,0.038116507588001135,0.04465079112374494
isotonic_margin,0.03484070917955299,0.03597117440173844,0.13388815689444203,0.13049335517250765,0.048783249310739046,0.06248091982264432
logit_margin,0.03583943824881661,0.03535324390749316,0.1257968350483399,0.1267473190645336,0.04222671102594011,0.03679132406988076
logit_margin_chamber,0.036095195197781066,0.035517722547413144,0.12649784237160905,0.12721232560565282,0.03978969344360927,0.036897444769905266
logit_demographic_reactivity,0.048308885306214744,0.04628488456174144,0.1591690605938559,0.15753477258401022,0.05732275719108439,0.04717004952505462
