state,chamber,district_2022,prior_year,prior_party,prior_candidate,normalized_name,normalized_surname,uncont,exper,candid
GA,upper,55.0,2022,D,"butler, gloria s",GLORIA S BUTLER,BUTLER,1,inc,38498
GA,upper,54.0,2022,R,"payne, chuck",CHUCK PAYNE,PAYNE,1,inc,381556
GA,upper,53.0,2022,R,"moore, colton",COLTON MOORE,MOORE,1,pastother,381235
GA,upper,52.0,2022,R,"hufstetler, chuck e (chuck)",CHUCK E CHUCK HUFSTETLER,HUFSTETLER,1,inc,310380
GA,upper,51.0,2022,R,"gooch, stephen w (steve)",STEPHEN W STEVE GOOCH,GOOCH,1,inc,296934
GA,upper,50.0,2022,R,"hatchett, bo",BO HATCHETT,HATCHETT,0,inc,394697
GA,upper,49.0,2022,R,"echols, shelly",SHELLY ECHOLS,ECHOLS,0,none,408616
GA,upper,48.0,2022,R,"still, shawn",SHAWN STILL,STILL,0,none,408613
GA,upper,47.0,2022,R,"ginn, franklin j (frank)",FRANKLIN J FRANK GINN,GINN,0,inc,296929
GA,upper,46.0,2022,R,"cowsert, bill s (bill)",BILL S BILL COWSERT,COWSERT,0,inc,261110
GA,upper,45.0,2022,R,"dixon, clint",CLINT DIXON,DIXON,0,inc,394688
GA,upper,44.0,2022,D,"davenport, gail p",GAIL P DAVENPORT,DAVENPORT,1,inc,272269
GA,upper,43.0,2022,D,"anderson, tonya p",TONYA P ANDERSON,ANDERSON,0,inc,310497
GA,upper,42.0,2022,D,"parent, elena c",ELENA C PARENT,PARENT,1,inc,297052
GA,upper,41.0,2022,D,"jackson, kim",KIM JACKSON,JACKSON,0,inc,394680
GA,upper,40.0,2022,D,"harrell, sally",SALLY HARRELL,HARRELL,0,inc,44356
GA,upper,39.0,2022,D,"halpern, sonya",SONYA HALPERN,HALPERN,1,pastinc,405436
GA,upper,38.0,2022,D,"tate, horacena e",HORACENA E TATE,TATE,1,inc,37513
GA,upper,37.0,2022,R,"setzler, l edwin (ed)",L EDWIN ED SETZLER,SETZLER,0,other,260996
GA,upper,36.0,2022,D,"orrock, nancy g (nan)",NANCY G NAN ORROCK,ORROCK,1,inc,42822
GA,upper,35.0,2022,D,"james, donzella j (donna)",DONZELLA J DONNA JAMES,JAMES,1,inc,37342
GA,upper,34.0,2022,D,"seay, valencia m",VALENCIA M SEAY,SEAY,0,inc,37290
GA,upper,33.0,2022,D,"rhett, michael a",MICHAEL A RHETT,RHETT,1,inc,323586
GA,upper,32.0,2022,R,"kirkpatrick, kay",KAY KIRKPATRICK,KIRKPATRICK,0,inc,381523
GA,upper,31.0,2022,R,"anavitarte, jason",JASON ANAVITARTE,ANAVITARTE,1,inc,394668
GA,upper,30.0,2022,R,"dugan, michael b (mike)",MICHAEL B MIKE DUGAN,DUGAN,1,inc,310356
GA,upper,29.0,2022,R,"robertson, randy",RANDY ROBERTSON,ROBERTSON,0,inc,381520
GA,upper,28.0,2022,R,"brass, matt",MATT BRASS,BRASS,1,inc,363452
GA,upper,27.0,2022,R,"dolezal, greg",GREG DOLEZAL,DOLEZAL,0,inc,381516
GA,upper,26.0,2022,D,"lucas, david e, sr",DAVID E LUCAS,LUCAS,1,inc,38985
GA,upper,25.0,2022,R,"williams, r kyle",R KYLE WILLIAMS,WILLIAMS,0,other,38453
GA,upper,24.0,2022,R,"anderson, lee",LEE ANDERSON,ANDERSON,1,inc,284640
GA,upper,23.0,2022,R,"burns, max",MAX BURNS,BURNS,1,inc,394656
GA,upper,22.0,2022,D,"jones, harold v, ii",HAROLD V JONES,JONES,0,inc,323561
GA,upper,21.0,2022,R,"beach, brandon l",BRANDON L BEACH,BEACH,1,inc,323558
GA,upper,20.0,2022,R,"walker, larry 2",LARRY 2 WALKER,WALKER,1,inc,363442
GA,upper,19.0,2022,R,"tillery, blake",BLAKE TILLERY,TILLERY,0,inc,363441
GA,upper,18.0,2022,R,"kennedy, john f 2",JOHN F 2 KENNEDY,KENNEDY,0,inc,323553
GA,upper,17.0,2022,R,"strickland, r brian",R BRIAN STRICKLAND,STRICKLAND,0,inc,310522
GA,upper,16.0,2022,R,"harbin, marty h (marty)",MARTY H MARTY HARBIN,HARBIN,0,inc,323545
GA,upper,15.0,2022,D,"harbison, eddie (ed)",EDDIE ED HARBISON,HARBISON,1,inc,36239
GA,upper,14.0,2022,D,"mclaurin, josh",JOSH MCLAURIN,MCLAURIN,0,other,381313
GA,upper,13.0,2022,R,"summers, carden",CARDEN SUMMERS,SUMMERS,1,inc,36148
GA,upper,12.0,2022,D,"powellsims, freddie p",FREDDIE P POWELLSIMS,POWELLSIMS,1,inc,261161
GA,upper,11.0,2022,R,"burke, k dean",K DEAN BURKE,BURKE,1,inc,36095
GA,upper,10.0,2022,D,"jones, emanuel d",EMANUEL D JONES,JONES,1,inc,260875
GA,upper,9.0,2022,D,"merritt, nikki",NIKKI MERRITT,MERRITT,1,inc,394634
GA,upper,8.0,2022,R,"goodman, russ",RUSS GOODMAN,GOODMAN,1,inc,394633
GA,upper,7.0,2022,D,"islam, nabilah",NABILAH ISLAM,ISLAM,0,none,408512
GA,upper,6.0,2022,D,"esteves, jason",JASON ESTEVES,ESTEVES,0,none,408509
GA,upper,5.0,2022,D,"rahman, sheikh m (chad)",SHEIKH M CHAD RAHMAN,RAHMAN,1,inc,310569
GA,upper,4.0,2022,R,"hickman, billy",BILLY HICKMAN,HICKMAN,1,inc,394627
GA,upper,3.0,2022,R,"hodges, mike",MIKE HODGES,HODGES,1,none,408502
GA,upper,2.0,2022,D,"mallow, derek j",DEREK J MALLOW,MALLOW,0,other,394599
GA,upper,1.0,2022,R,"watson, ben l (ben)",BEN L BEN WATSON,WATSON,0,inc,297158
GA,lower,180.0,2022,R,"sainz, steven",STEVEN SAINZ,SAINZ,1,inc,381481
GA,lower,179.0,2022,R,"townsend, rick",RICK TOWNSEND,TOWNSEND,1,none,408492
GA,lower,178.0,2022,R,"meeks, steven",STEVEN MEEKS,MEEKS,1,inc,381477
GA,lower,177.0,2022,D,"sharper, dexter l",DEXTER L SHARPER,SHARPER,1,inc,310604
GA,lower,176.0,2022,R,"burchett, james",JAMES BURCHETT,BURCHETT,1,inc,394618
GA,lower,175.0,2022,R,"lahood, john",JOHN LAHOOD,LAHOOD,1,inc,381474
GA,lower,174.0,2022,R,"corbett, john l",JOHN L CORBETT,CORBETT,1,inc,323893
GA,lower,173.0,2022,R,"taylor, darlene k",DARLENE K TAYLOR,TAYLOR,0,inc,297172
GA,lower,172.0,2022,R,"watson, samuel l (sam)",SAMUEL L SAM WATSON,WATSON,1,inc,310595
GA,lower,171.0,2022,R,"campbell, joe",JOE CAMPBELL,CAMPBELL,1,inc,394611
GA,lower,170.0,2022,R,"houston, lillian p (penny)",LILLIAN P PENNY HOUSTON,HOUSTON,1,inc,40852
GA,lower,169.0,2022,R,"pirkle, clay",CLAY PIRKLE,PIRKLE,0,inc,363671
GA,lower,168.0,2022,D,"williams, al",AL WILLIAMS,WILLIAMS,1,inc,40327
GA,lower,167.0,2022,R,"deloach, buddy",BUDDY DELOACH,DELOACH,1,inc,40293
GA,lower,166.0,2022,R,"petrea, jesse l",JESSE L PETREA,PETREA,1,inc,323878
GA,lower,165.0,2022,D,"jackson, edna",EDNA JACKSON,JACKSON,1,none,408462
GA,lower,164.0,2022,R,"stephens, ron r (ron) 1",RON R RON 1 STEPHENS,STEPHENS,0,inc,40130
GA,lower,163.0,2022,D,"allenwestbrook, anne",ANNE ALLENWESTBROOK,ALLENWESTBROOK,1,none,408456
GA,lower,162.0,2022,D,"gilliard, carl w",CARL W GILLIARD,GILLIARD,1,inc,363679
GA,lower,161.0,2022,R,"hitchens, bill w (bill)",BILL W BILL HITCHENS,HITCHENS,0,inc,310582
GA,lower,160.0,2022,R,"franklin, lehman",LEHMAN FRANKLIN,FRANKLIN,1,none,408450
GA,lower,159.0,2022,R,"burns, jon g",JON G BURNS,BURNS,1,inc,261170
GA,lower,158.0,2022,R,"parrish, larry j (butch)",LARRY J BUTCH PARRISH,PARRISH,0,inc,38988
GA,lower,157.0,2022,R,"werkheiser, william a (bill)",WILLIAM A BILL WERKHEISER,WERKHEISER,1,inc,323869
GA,lower,156.0,2022,R,"hagan, leesa",LEESA HAGAN,HAGAN,0,none,408440
GA,lower,155.0,2022,R,"hatchett, matt m (matt)",MATT M MATT HATCHETT,HATCHETT,1,inc,297130
GA,lower,154.0,2022,R,"greene, gerald e",GERALD E GREENE,GREENE,0,inc,39607
GA,lower,153.0,2022,D,"sampson, david",DAVID SAMPSON,SAMPSON,0,none,408432
GA,lower,152.0,2022,R,"yearta, bill",BILL YEARTA,YEARTA,1,inc,394586
GA,lower,151.0,2022,R,"cheokas, michael a (mike)",MICHAEL A MIKE CHEOKAS,CHEOKAS,0,inc,261136
GA,lower,150.0,2022,D,"bentley, patty j",PATTY J BENTLEY,BENTLEY,1,inc,310556
GA,lower,149.0,2022,R,"mathis, danny",DANNY MATHIS,MATHIS,1,inc,381432
GA,lower,148.0,2022,R,"williams, noel, jr",NOEL WILLIAMS,WILLIAMS,1,inc,381439
GA,lower,147.0,2022,R,"ballard, bethany",BETHANY BALLARD,BALLARD,0,none,408419
GA,lower,146.0,2022,R,"blackmon, shaw",SHAW BLACKMON,BLACKMON,0,inc,363661
GA,lower,145.0,2022,R,"dickey, robert l",ROBERT L DICKEY,DICKEY,1,inc,310557
GA,lower,144.0,2022,R,"washburn, dale",DALE WASHBURN,WASHBURN,0,inc,260902
GA,lower,143.0,2022,D,"beverly, james t",JAMES T BEVERLY,BEVERLY,1,inc,310560
GA,lower,142.0,2022,D,"paris, miriam l",MIRIAM L PARIS,PARIS,1,inc,323570
GA,lower,141.0,2022,D,"hugley, carolyn f",CAROLYN F HUGLEY,HUGLEY,1,inc,39598
GA,lower,140.0,2022,D,"reese, tremaine t",TREMAINE T REESE,REESE,1,none,408402
GA,lower,139.0,2022,R,"smith, richard h",RICHARD H SMITH,SMITH,1,inc,261133
GA,lower,138.0,2022,R,"smith, vance c, jr",VANCE C SMITH,SMITH,1,inc,38987
GA,lower,137.0,2022,D,"buckner, debbie g",DEBBIE G BUCKNER,BUCKNER,0,inc,39322
GA,lower,136.0,2022,R,"jenkins, david",DAVID JENKINS,JENKINS,1,inc,394559
GA,lower,135.0,2022,R,"camp, beth",BETH CAMP,CAMP,1,inc,394557
GA,lower,134.0,2022,R,"knight, david w",DAVID W KNIGHT,KNIGHT,0,inc,261127
GA,lower,133.0,2022,R,"vance, kenneth",KENNETH VANCE,VANCE,0,none,408386
GA,lower,132.0,2022,D,"prince, brian l",BRIAN L PRINCE,PRINCE,1,inc,323820
GA,lower,131.0,2022,R,"lott, jodi",JODI LOTT,LOTT,1,inc,363633
GA,lower,130.0,2022,D,"gladney, lynn",LYNN GLADNEY,GLADNEY,0,none,408379
GA,lower,129.0,2022,D,"howard, henry d (wayne) 2",HENRY D WAYNE 2 HOWARD,HOWARD,1,inc,272440
GA,lower,128.0,2022,D,"jackson, w mack",W MACK JACKSON,JACKSON,1,inc,284670
GA,lower,127.0,2022,R,"newton, mark",MARK NEWTON,NEWTON,1,inc,363634
GA,lower,126.0,2022,D,"frazier, gloria j",GLORIA J FRAZIER,FRAZIER,0,inc,272443
GA,lower,125.0,2022,R,"fleming, barry a",BARRY A FLEMING,FLEMING,1,inc,46377
GA,lower,124.0,2022,R,"rhodes, trey",TREY RHODES,RHODES,0,inc,363631
GA,lower,123.0,2022,R,"leverett, rob",ROB LEVERETT,LEVERETT,1,inc,394410
GA,lower,122.0,2022,D,"frye, spencer r",SPENCER R FRYE,FRYE,1,inc,310530
GA,lower,121.0,2022,R,"wiedower, marcus a",MARCUS A WIEDOWER,WIEDOWER,0,inc,381400
GA,lower,120.0,2022,R,"gaines, houston",HOUSTON GAINES,GAINES,0,inc,381396
GA,lower,119.0,2022,R,"rampey, danny",DANNY RAMPEY,RAMPEY,1,none,408352
GA,lower,118.0,2022,R,"crowe, clint",CLINT CROWE,CROWE,0,inc,394528
GA,lower,117.0,2022,R,"daniel, lauren",LAUREN DANIEL,DANIEL,0,none,408347
GA,lower,116.0,2022,D,"holly, elmahdi",ELMAHDI HOLLY,HOLLY,0,inc,381390
GA,lower,115.0,2022,D,"lewisward, regina",REGINA LEWISWARD,LEWISWARD,1,inc,381386
GA,lower,114.0,2022,R,"fleming, tim",TIM FLEMING,FLEMING,0,none,408339
GA,lower,113.0,2022,D,"henderson, sharon",SHARON HENDERSON,HENDERSON,1,inc,394531
GA,lower,112.0,2022,R,"williamson, bruce b (bruce), iii",BRUCE B BRUCE WILLIAMSON,WILLIAMSON,0,inc,297092
GA,lower,111.0,2022,R,"martinez, reynaldo (rey)",REYNALDO REY MARTINEZ,MARTINEZ,0,none,408330
GA,lower,110.0,2022,D,"adeyina, segun",SEGUN ADEYINA,ADEYINA,1,none,408328
GA,lower,109.0,2022,D,"mcclain, dewey l",DEWEY L MCCLAIN,MCCLAIN,1,inc,323781
GA,lower,108.0,2022,D,"clark, jasmine",JASMINE CLARK,CLARK,0,inc,381384
GA,lower,107.0,2022,D,"park, samuel",SAMUEL PARK,PARK,0,inc,363607
GA,lower,106.0,2022,D,"hutchinson, shelly",SHELLY HUTCHINSON,HUTCHINSON,0,inc,381382
GA,lower,105.0,2022,D,"mughal, farooq",FAROOQ MUGHAL,MUGHAL,0,none,408314
GA,lower,104.0,2022,R,"efstration, chuck p (chuck)",CHUCK P CHUCK EFSTRATION,EFSTRATION,0,inc,323785
GA,lower,103.0,2022,R,"hong, soo",SOO HONG,HONG,0,none,394512
GA,lower,102.0,2022,D,"okoye, gabe",GABE OKOYE,OKOYE,0,none,408305
GA,lower,101.0,2022,D,"kennard, gregg",GREGG KENNARD,KENNARD,0,inc,381375
GA,lower,100.0,2022,R,"clark, david t",DAVID T CLARK,CLARK,0,inc,339090
GA,lower,99.0,2022,R,"reeves, matt",MATT REEVES,REEVES,0,none,381548
GA,lower,98.0,2022,D,"lim, marvin",MARVIN LIM,LIM,1,inc,394507
GA,lower,97.0,2022,D,"romman, ruwa",RUWA ROMMAN,ROMMAN,0,none,408292
GA,lower,96.0,2022,D,"marin, pedro r (pete)",PEDRO R PETE MARIN,MARIN,0,inc,45351
GA,lower,95.0,2022,D,"kendrick, darshun n",DARSHUN N KENDRICK,KENDRICK,0,inc,297067
GA,lower,94.0,2022,D,"bennett, karen l",KAREN L BENNETT,BENNETT,1,inc,310500
GA,lower,93.0,2022,D,"carter, doreen",DOREEN CARTER,CARTER,1,inc,363596
GA,lower,92.0,2022,D,"taylor, rhonda s",RHONDA S TAYLOR,TAYLOR,1,inc,394495
GA,lower,91.0,2022,D,"moore, angela",ANGELA MOORE,MOORE,1,none,408276
GA,lower,90.0,2022,D,"draper, saira",SAIRA DRAPER,DRAPER,0,none,408275
GA,lower,89.0,2022,D,"evans, becky",BECKY EVANS,EVANS,0,inc,381351
GA,lower,88.0,2022,D,"mitchell, william w (billy)",WILLIAM W BILLY MITCHELL,MITCHELL,0,inc,45042
GA,lower,87.0,2022,D,"davis, viola",VIOLA DAVIS,DAVIS,1,inc,44412
GA,lower,86.0,2022,D,"barnes, imani",IMANI BARNES,BARNES,0,none,408263
GA,lower,85.0,2022,D,"drenner, karla l",KARLA L DRENNER,DRENNER,1,inc,44589
GA,lower,84.0,2022,D,"crawford, omari",OMARI CRAWFORD,CRAWFORD,1,none,408259
GA,lower,83.0,2022,D,"lupton, karen",KAREN LUPTON,LUPTON,0,none,408257
GA,lower,82.0,2022,D,"oliver, mary m",MARY M OLIVER,OLIVER,0,inc,37746
GA,lower,81.0,2022,D,"holcomb, m scott",M SCOTT HOLCOMB,HOLCOMB,0,inc,297053
GA,lower,80.0,2022,D,"tran, long",LONG TRAN,TRAN,0,none,408248
GA,lower,79.0,2022,D,"neal, yasmin m",YASMIN M NEAL,NEAL,1,inc,297041
GA,lower,78.0,2022,D,"douglas, demetrius m",DEMETRIUS M DOUGLAS,DOUGLAS,1,inc,310481
GA,lower,77.0,2022,D,"burnough, rhonda",RHONDA BURNOUGH,BURNOUGH,1,inc,363578
GA,lower,76.0,2022,D,"givensscott, sandra g",SANDRA G GIVENSSCOTT,GIVENSSCOTT,1,inc,297043
GA,lower,75.0,2022,D,"glanton, mike e (mike)",MIKE E MIKE GLANTON,GLANTON,0,inc,272384
GA,lower,74.0,2022,R,"mathiak, karen",KAREN MATHIAK,MATHIAK,0,inc,363573
GA,lower,73.0,2022,R,"bonner, josh",JOSH BONNER,BONNER,1,inc,363572
GA,lower,72.0,2022,R,"huddleston, david",DAVID HUDDLESTON,HUDDLESTON,1,none,408229
GA,lower,71.0,2022,R,"collins, j",J COLLINS,COLLINS,0,inc,363567
GA,lower,70.0,2022,R,"smith, lynn r (lynn)",LYNN R LYNN SMITH,SMITH,0,inc,39082
GA,lower,69.0,2022,D,"bazemore, debra",DEBRA BAZEMORE,BAZEMORE,1,inc,363560
GA,lower,68.0,2022,D,"naghise, tish",TISH NAGHISE,NAGHISE,0,none,408219
GA,lower,67.0,2022,D,"glaize, lydia",LYDIA GLAIZE,GLAIZE,0,none,408215
GA,lower,66.0,2022,D,"alexander, kimberly a",KIMBERLY A ALEXANDER,ALEXANDER,1,inc,297031
GA,lower,65.0,2022,D,"thomas, mandisha a",MANDISHA A THOMAS,THOMAS,0,inc,394461
GA,lower,64.0,2022,R,"new, kimberly r",KIMBERLY R NEW,NEW,0,none,408207
GA,lower,63.0,2022,D,"schofield, kim",KIM SCHOFIELD,SCHOFIELD,1,inc,381324
GA,lower,62.0,2022,D,"miller, tanya f",TANYA F MILLER,MILLER,1,none,408203
GA,lower,61.0,2022,D,"bruce, roger b",ROGER B BRUCE,BRUCE,1,inc,43137
GA,lower,60.0,2022,D,"jones, sheila",SHEILA JONES,JONES,1,inc,261010
GA,lower,59.0,2022,D,"olaleye, phil",PHIL OLALEYE,OLALEYE,1,none,408197
GA,lower,58.0,2022,D,"cannon, park",PARK CANNON,CANNON,1,inc,363554
GA,lower,57.0,2022,D,"evans, stacey g",STACEY G EVANS,EVANS,1,inc,297000
GA,lower,56.0,2022,D,"mainor, mesha",MESHA MAINOR,MAINOR,1,inc,394451
GA,lower,55.0,2022,D,"willis, inga",INGA WILLIS,WILLIS,0,none,408188
GA,lower,54.0,2022,D,"holland, betsy",BETSY HOLLAND,HOLLAND,0,inc,381318
GA,lower,53.0,2022,R,"silcox, deborah",DEBORAH SILCOX,SILCOX,0,pastinc,363547
GA,lower,52.0,2022,D,"roberts, shea",SHEA ROBERTS,ROBERTS,0,inc,381314
GA,lower,51.0,2022,D,"panitch, esther",ESTHER PANITCH,PANITCH,0,none,408176
GA,lower,50.0,2022,D,"au, michelle",MICHELLE AU,AU,0,other,394693
GA,lower,49.0,2022,R,"martin, charles e (chuck), jr 1",CHARLES E CHUCK 1 MARTIN,MARTIN,0,inc,43198
GA,lower,48.0,2022,R,"hilton, scott",SCOTT HILTON,HILTON,0,pastinc,363599
GA,lower,47.0,2022,R,"jones, jan s",JAN S JONES,JONES,1,inc,43249
GA,lower,46.0,2022,R,"carson, john k",JOHN K CARSON,CARSON,0,inc,310444
GA,lower,45.0,2022,R,"cooper, sharon m",SHARON M COOPER,COOPER,0,inc,42824
GA,lower,44.0,2022,R,"parsons, donald l (don)",DONALD L DON PARSONS,PARSONS,0,inc,42713
GA,lower,43.0,2022,D,"adesanya, solomon",SOLOMON ADESANYA,ADESANYA,0,none,408154
GA,lower,42.0,2022,D,"anulewicz, teri",TERI ANULEWICZ,ANULEWICZ,1,inc,381295
GA,lower,41.0,2022,D,"smith, michael a",MICHAEL A SMITH,SMITH,0,inc,310438
GA,lower,40.0,2022,D,"stoner, doug",DOUG STONER,STONER,0,pastboth,42773
GA,lower,39.0,2022,D,"cummings, terry",TERRY CUMMINGS,CUMMINGS,0,none,408143
GA,lower,38.0,2022,D,"wilkerson, david l",DAVID L WILKERSON,WILKERSON,1,inc,296988
GA,lower,37.0,2022,D,"williams, mary f",MARY F WILLIAMS,WILLIAMS,0,inc,381287
GA,lower,36.0,2022,R,"ehrhart, ginny",GINNY EHRHART,EHRHART,0,inc,381284
GA,lower,35.0,2022,D,"campbell, lisa",LISA CAMPBELL,CAMPBELL,0,none,408131
GA,lower,34.0,2022,R,"seabaugh, devan",DEVAN SEABAUGH,SEABAUGH,0,none,408128
GA,lower,33.0,2022,R,"powell, alan t",ALAN T POWELL,POWELL,1,inc,40565
GA,lower,32.0,2022,R,"erwin, chris",CHRIS ERWIN,ERWIN,1,inc,391437
GA,lower,31.0,2022,R,"dunahoo, emory w, jr",EMORY W DUNAHOO,DUNAHOO,1,inc,310423
GA,lower,30.0,2022,R,"mccollum, derrick",DERRICK MCCOLLUM,MCCOLLUM,0,none,408119
GA,lower,29.0,2022,R,"dubnik, matt",MATT DUBNIK,DUBNIK,0,inc,363519
GA,lower,28.0,2022,R,"cox, brent",BRENT COX,COX,0,none,408113
GA,lower,27.0,2022,R,"hawkins, b lee 2",B LEE 2 HAWKINS,HAWKINS,1,inc,272277
GA,lower,26.0,2022,R,"mcdonald, lauren, iii 2",LAUREN 2 MCDONALD,MCDONALD,0,inc,323571
GA,lower,25.0,2022,R,"jones, todd",TODD JONES,JONES,0,inc,363515
GA,lower,24.0,2022,R,"barrett, carter",CARTER BARRETT,BARRETT,0,none,408102
GA,lower,23.0,2022,R,"ballinger, mandi l",MANDI L BALLINGER,BALLINGER,1,inc,310416
GA,lower,22.0,2022,R,"ridley, jordan",JORDAN RIDLEY,RIDLEY,0,none,408097
GA,lower,21.0,2022,R,"thomas, brad",BRAD THOMAS,THOMAS,1,inc,394389
GA,lower,20.0,2022,R,"byrd, charlice",CHARLICE BYRD,BYRD,1,inc,260976
GA,lower,19.0,2022,R,"gullett, joseph",JOSEPH GULLETT,GULLETT,0,inc,381259
GA,lower,18.0,2022,R,"smith, tyler p",TYLER P SMITH,SMITH,0,inc,394383
GA,lower,17.0,2022,R,"momtahan, martin",MARTIN MOMTAHAN,MOMTAHAN,0,inc,381255
GA,lower,16.0,2022,R,"kelley, trey d (trey)",TREY D TREY KELLEY,KELLEY,1,inc,310407
GA,lower,15.0,2022,R,"gambill, matthew",MATTHEW GAMBILL,GAMBILL,1,inc,381252
GA,lower,14.0,2022,R,"scoggins, mitchell",MITCHELL SCOGGINS,SCOGGINS,1,inc,391435
GA,lower,13.0,2022,R,"dempsey, katie m",KATIE M DEMPSEY,DEMPSEY,1,inc,272303
GA,lower,12.0,2022,R,"lumsden, eddie e (eddie)",EDDIE E EDDIE LUMSDEN,LUMSDEN,1,inc,260962
GA,lower,11.0,2022,R,"jasperse, rick c (rick)",RICK C RICK JASPERSE,JASPERSE,0,inc,296955
GA,lower,10.0,2022,R,"anderson, victor e",VICTOR E ANDERSON,ANDERSON,1,inc,394370
GA,lower,9.0,2022,R,"wade, will",WILL WADE,WADE,1,inc,394368
GA,lower,8.0,2022,R,"gunter, stan",STAN GUNTER,GUNTER,0,inc,394366
GA,lower,7.0,2022,R,"ralston, david e",DAVID E RALSTON,RALSTON,1,inc,38284
GA,lower,6.0,2022,R,"ridley, jason t",JASON T RIDLEY,RIDLEY,1,inc,363493
GA,lower,5.0,2022,R,"barton, matt",MATT BARTON,BARTON,1,inc,394361
GA,lower,4.0,2022,R,"carpenter, kasey",KASEY CARPENTER,CARPENTER,1,inc,381238
GA,lower,3.0,2022,R,"horner, mitchell",MITCHELL HORNER,HORNER,1,none,408054
GA,lower,2.0,2022,R,"tarvin, thomas s (steve)",THOMAS S STEVE TARVIN,TARVIN,1,inc,323633
GA,lower,1.0,2022,R,"cameron, mike",MIKE CAMERON,CAMERON,1,inc,394357
AR,upper,35.0,2022,R,"dees, tyler",TYLER DEES,DEES,1,none,406781
AR,upper,34.0,2022,R,"dotson, jim",JIM DOTSON,DOTSON,1,other,309015
AR,upper,33.0,2022,R,"hester, bart",BART HESTER,HESTER,1,inc,308814
AR,upper,32.0,2022,R,"bryant, joshua",JOSHUA BRYANT,BRYANT,1,none,393007
AR,upper,31.0,2022,R,"penzo, clint",CLINT PENZO,PENZO,0,other,361753
AR,upper,30.0,2022,D,"leding, greg",GREG LEDING,LEDING,1,inc,295634
AR,upper,29.0,2022,R,"petty, jim",JIM PETTY,PETTY,1,none,406766
AR,upper,28.0,2022,R,"king, bryan b",BRYAN B KING,KING,0,pastboth,271076
AR,upper,27.0,2022,R,"boyd, justin",JUSTIN BOYD,BOYD,0,other,322162
AR,upper,26.0,2022,R,"stubblefield, gary",GARY STUBBLEFIELD,STUBBLEFIELD,1,inc,295598
AR,upper,25.0,2022,R,"davis, breanne",BREANNE DAVIS,DAVIS,1,inc,393024
AR,upper,24.0,2022,R,"irvin, missy t",MISSY T IRVIN,THOMASIRVIN,1,inc,295481
AR,upper,23.0,2022,R,"flippo, scott",SCOTT FLIPPO,FLIPPO,0,inc,322019
AR,upper,22.0,2022,R,"payton, john",JOHN PAYTON,PAYTON,1,other,308968
AR,upper,21.0,2022,R,"johnson, blake",BLAKE JOHNSON,JOHNSON,1,inc,308843
AR,upper,20.0,2022,R,"sullivan, dan",DAN SULLIVAN,SULLIVAN,0,inc,322121
AR,upper,19.0,2022,R,"wallace, dave",DAVE WALLACE,WALLACE,1,inc,322123
AR,upper,18.0,2022,R,"dismang, jonathan",JONATHAN DISMANG,DISMANG,0,inc,283219
AR,upper,17.0,2022,R,"johnson, mark",MARK JOHNSON,JOHNSON,0,inc,391317
AR,upper,16.0,2022,R,"hammer, kim d",KIM D HAMMER,HAMMER,1,inc,270994
AR,upper,15.0,2022,D,"love, fredrick (fred)",FREDRICK FRED LOVE,LOVE,1,other,295552
AR,upper,14.0,2022,D,"tucker, clarke",CLARKE TUCKER,TUCKER,0,inc,322090
AR,upper,13.0,2022,R,"english, jane",JANE ENGLISH,ENGLISH,0,inc,283208
AR,upper,12.0,2022,D,"chesterfield, linda p",LINDA P CHESTERFIELD,CHESTERFIELD,1,inc,259077
AR,upper,11.0,2022,R,"hill, ricky",RICKY HILL,HILL,1,inc,393034
AR,upper,10.0,2022,R,"caldwell, ronald",RONALD CALDWELL,CALDWELL,0,inc,308848
AR,upper,9.0,2022,D,"murdock, reginald",REGINALD MURDOCK,MURDOCK,0,other,295575
AR,upper,8.0,2022,D,"flowers, stephanie",STEPHANIE FLOWERS,FLOWERS,1,inc,259632
AR,upper,7.0,2022,R,"clark, alan",ALAN CLARK,CLARK,1,inc,308832
AR,upper,6.0,2022,R,"mckee, matt",MATT MCKEE,MCKEE,0,none,406703
AR,upper,5.0,2022,R,"rice, terry",TERRY RICE,RICE,1,inc,283236
AR,upper,4.0,2022,R,"hickey, jimmy, jr",JIMMY HICKEY,HICKEY,1,inc,308828
AR,upper,3.0,2022,R,"crowell, steve",STEVE CROWELL,CROWELL,1,none,406695
AR,upper,2.0,2022,R,"stone, matt",MATT STONE,STONE,0,none,406693
AR,upper,1.0,2022,R,"gilmore, ben",BEN GILMORE,GILMORE,1,inc,393030
AR,lower,100.0,2022,R,"dalby, carol",CAROL DALBY,DALBY,1,inc,361634
AR,lower,99.0,2022,R,"jean, lane",LANE JEAN,JEAN,1,inc,295506
AR,lower,98.0,2022,R,"andrews, wade",WADE ANDREWS,ANDREWS,0,none,379853
AR,lower,97.0,2022,R,"shepherd, matthew j",MATTHEW J SHEPHERD,SHEPHERD,1,inc,295510
AR,lower,96.0,2022,R,"eubanksbarker, sonia",SONIA EUBANKSBARKER,BARKER,1,inc,361643
AR,lower,95.0,2022,R,"beaty, howard",HOWARD BEATY,BEATY,1,inc,392882
AR,lower,94.0,2022,R,"wardlaw, jeffrey r",JEFFREY R WARDLAW,WARDLAW,0,inc,295513
AR,lower,93.0,2022,R,"holcomb, judge m",JUDGE M HOLCOMB,HOLCOMB,1,inc,308883
