sample,races,fundraising_gap_mae,fundraising_gap_rmse,fundraising_gap_r2,residual_correlation_incumbency,residual_correlation_partisanship,residual_correlation_competitiveness
2018_in_sample,59,0.5140722574124184,0.7079821343398967,0.3110356628020793,0.038327367048041176,0.04395974785629951,0.03603958282935123
2022_forward,30,1.0056895973293767,1.2989319101576315,0.11506643835624242,0.41203743006434856,0.6563948823222436,-0.5429345591392023
2022_within_cycle_covariate_fit,30,0.8348195763182401,0.993244504474663,0.4825716311555024,0.09922347825167323,0.17636856408323237,-0.02722456140023495
