state,year,chamber,district,party,candidate,candidate_votes,normalized_name,incumbent,match_method,match_score,runner_up_score,prior_candidate,prior_year,prior_party,prior_district,party_switch
TX,2024,lower,148,D,MORALES SHAW,28341,MORALES SHAW,False,no_prior_winner_match,0.7586206896551724,0.56,,,,,False
TN,2024,lower,46,R,CLARK BOYD,28319,CLARK BOYD,True,exact_normalized_name,1.0,0.0,"boyd, clark",2022.0,R,46.0,False
TN,2024,lower,65,R,LEE REEVES,28234,LEE REEVES,False,no_prior_winner_match,0.5,0.45454545454545453,,,,,False
TX,2024,lower,99,D,COFFEY,28233,COFFEY,False,no_prior_winner_match,0.6,0.5,,,,,False
TX,2024,lower,74,D,MORALES,28197,MORALES,True,district_surname_match,1.0,0.0,"morales, eddie",2022.0,D,74.0,False
AR,2024,upper,22,R,JOHN PAYTON,28121,JOHN PAYTON,True,exact_normalized_name,1.0,0.0,"payton, john",2022.0,R,22.0,False
AR,2024,upper,34,R,JIM DOTSON,28119,JIM DOTSON,True,exact_normalized_name,1.0,0.0,"dotson, jim",2022.0,R,34.0,False
GA,2024,upper,27,D,HAMZA NAZIR,28008,HAMZA NAZIR,False,no_prior_winner_match,0.4444444444444444,0.4,,,,,False
TX,2024,lower,136,R,SALAHUDDIN,27665,SALAHUDDIN,False,no_prior_winner_match,0.5333333333333333,0.5,,,,,False
TN,2024,lower,22,R,DAN HOWELL,27463,DAN HOWELL,True,exact_normalized_name,1.0,0.0,"howell, dan",2022.0,R,22.0,False
TX,2024,lower,17,D,VENABLE,27389,VENABLE,False,no_prior_winner_match,0.6153846153846154,0.5714285714285714,,,,,False
TN,2024,lower,14,R,JASON ZACHARY,27129,JASON ZACHARY,True,exact_normalized_name,1.0,0.0,"zachary, jason",2022.0,R,14.0,False
TN,2024,lower,57,R,SUSAN M LYNN,27040,SUSAN M LYNN,True,exact_normalized_name,1.0,0.0,"lynn, susan m",2022.0,R,57.0,False
TN,2024,lower,44,R,WILLIAM LAMBERTH,27028,WILLIAM LAMBERTH,True,district_name_match,0.9411764705882353,0.0,"lamberth, william g",2022.0,R,44.0,False
TX,2024,lower,39,D,MARTINEZ,26962,MARTINEZ,True,district_surname_match,1.0,0.0,"martinez, armando m (mando)",2022.0,D,39.0,False
TX,2024,lower,149,D,VO,26921,VO,True,district_surname_match,1.0,0.0,"vo, hubert",2022.0,D,149.0,False
TX,2024,lower,23,D,MERUGUMALA,26675,MERUGUMALA,False,no_prior_winner_match,0.5,0.47619047619047616,,,,,False
TX,2024,lower,41,R,GUERRA,26618,GUERRA,False,no_prior_winner_match,0.6,0.5454545454545454,,,,,False
GA,2024,lower,28,R,BRENT COX,26500,BRENT COX,True,exact_normalized_name,1.0,0.0,"cox, brent",2022.0,R,28.0,False
TN,2024,lower,8,R,JEROME MOON,26450,JEROME MOON,True,exact_normalized_name,1.0,0.0,"moon, jerome",2022.0,R,8.0,False
TX,2024,lower,74,R,GARZA,26367,GARZA,False,no_prior_winner_match,0.42857142857142855,0.4,,,,,False
TX,2024,lower,14,D,MEDINA,26332,MEDINA,False,no_prior_winner_match,0.6,0.5714285714285714,,,,,False
TX,2024,lower,4,D,BAR SELA,26240,BAR SELA,False,no_prior_winner_match,0.6,0.6,,,,,False
TN,2024,lower,94,R,RON M GANT,26053,RON M GANT,True,exact_normalized_name,1.0,0.0,"gant, ron m",2022.0,R,94.0,False
GA,2024,lower,10,R,VICTOR ANDERSON,25871,VICTOR ANDERSON,True,district_name_match,0.9375,0.0,"anderson, victor e",2022.0,R,10.0,False
TX,2024,lower,114,R,RAMSEY,25839,RAMSEY,False,no_prior_winner_match,0.7272727272727273,0.6666666666666666,,,,,False
TX,2024,lower,113,R,STANLEY,25732,STANLEY,False,no_prior_winner_match,0.6666666666666666,0.5,,,,,False
TN,2024,lower,29,R,GREG VITAL,25690,GREG VITAL,True,exact_normalized_name,1.0,0.0,"vital, greg",2022.0,R,29.0,False
TN,2024,lower,3,R,TIMOTHY AARON HILL,25634,TIMOTHY AARON HILL,False,no_prior_winner_match,0.5185185185185185,0.4666666666666667,,,,,False
TN,2024,lower,71,R,KIP CAPLEY,25607,KIP CAPLEY,True,exact_normalized_name,1.0,0.0,"capley, kip",2022.0,R,71.0,False
TN,2024,lower,61,R,GINO BULSO,25594,GINO BULSO,True,exact_normalized_name,1.0,0.0,"bulso, gino",2022.0,R,61.0,False
TN,2024,lower,70,R,CLAY DOGGETT,25462,CLAY DOGGETT,True,exact_normalized_name,1.0,0.0,"doggett, clay",2022.0,R,70.0,False
TN,2024,lower,31,R,RON TRAVIS,25429,RON TRAVIS,True,exact_normalized_name,1.0,0.0,"travis, ron",2022.0,R,31.0,False
GA,2024,lower,144,R,DALE WASHBURN,25400,DALE WASHBURN,True,exact_normalized_name,1.0,0.0,"washburn, dale",2022.0,R,144.0,False
TN,2024,lower,40,R,MICHAEL HALE,25287,MICHAEL HALE,True,exact_normalized_name,1.0,0.0,"hale, michael",2022.0,R,40.0,False
TN,2024,lower,23,R,MARK COCHRAN,25265,MARK COCHRAN,True,exact_normalized_name,1.0,0.0,"cochran, mark",2022.0,R,23.0,False
GA,2024,lower,57,D,STACEY EVANS,25241,STACEY EVANS,True,district_name_match,0.9230769230769231,0.0,"evans, stacey g",2022.0,D,57.0,False
GA,2024,lower,73,R,JOSH BONNER,25111,JOSH BONNER,True,exact_normalized_name,1.0,0.0,"bonner, josh",2022.0,R,73.0,False
GA,2024,lower,30,R,DERRICK MCCOLLUM,25087,DERRICK MCCOLLUM,True,exact_normalized_name,1.0,0.0,"mccollum, derrick",2022.0,R,30.0,False
TN,2024,lower,92,R,TODD WARNER,25086,TODD WARNER,True,exact_normalized_name,1.0,0.0,"warner, todd",2022.0,R,92.0,False
TN,2024,upper,28,D,JAMES DALLAS,25086,JAMES DALLAS,False,no_prior_winner_match,0.6060606060606061,0.5217391304347826,,,,,False
TX,2024,lower,37,D,GRACIA,25014,GRACIA,,ambiguous_fuzzy_surname,0.8333333333333334,0.6666666666666666,,,,,False
TX,2024,lower,27,R,MAX ALALIBO,24908,MAX ALALIBO,False,no_prior_winner_match,0.56,0.56,,,,,False
TN,2024,lower,64,R,SCOTT CEPICKY,24898,SCOTT CEPICKY,True,district_name_match,0.9285714285714286,0.0,"cepicky, scott e",2022.0,R,64.0,False
TN,2024,lower,41,R,ED BUTLER,24763,ED BUTLER,True,exact_normalized_name,1.0,0.0,"butler, ed",2022.0,R,41.0,False
TN,2024,lower,20,R,TOM STINNETT,24704,TOM STINNETT,False,no_prior_winner_match,0.5,0.48,,,,,False
TX,2024,lower,32,D,MCAULIFFE,24656,MCAULIFFE,False,no_prior_winner_match,0.5,0.5,,,,,False
TN,2024,lower,39,R,IRIS RUDDER,24655,IRIS RUDDER,True,exact_normalized_name,1.0,0.0,"rudder, iris",2022.0,R,39.0,False
TN,2024,lower,26,R,GREG MARTIN,24582,GREG MARTIN,True,exact_normalized_name,1.0,0.0,"martin, greg",2022.0,R,26.0,False
TN,2024,lower,11,R,JEREMY FAISON,24424,JEREMY FAISON,True,exact_normalized_name,1.0,0.0,"faison, jeremy",2022.0,R,11.0,False
AR,2024,upper,25,R,BREANNE DAVIS,24210,BREANNE DAVIS,True,exact_normalized_name,1.0,0.0,"davis, breanne",2022.0,R,25.0,False
TN,2024,lower,12,R,FRED A ATCHLEY,23955,FRED A ATCHLEY,False,no_prior_winner_match,0.5217391304347826,0.5,,,,,False
GA,2024,lower,116,D,EL-MAHDI HOLLY,23762,EL MAHDI HOLLY,True,district_name_match,0.9629629629629629,0.3448275862068966,"holly, elmahdi",2022.0,D,116.0,False
TN,2024,lower,66,R,"SABI ""DOC"" KUMAR",23760,SABI DOC KUMAR,True,exact_normalized_name,1.0,0.0,"kumar, sabi (doc)",2022.0,R,66.0,False
TN,2024,lower,89,R,JUSTIN LAFFERTY,23733,JUSTIN LAFFERTY,True,exact_normalized_name,1.0,0.0,"lafferty, justin",2022.0,R,89.0,False
TN,2024,lower,78,R,MARY LITTLETON,23678,MARY LITTLETON,True,exact_normalized_name,1.0,0.0,"littleton, mary",2022.0,R,78.0,False
TN,2024,upper,18,D,WALTER S CHANDLER,23524,WALTER S CHANDLER,False,no_prior_winner_match,0.47058823529411764,0.4666666666666667,,,,,False
TN,2024,lower,68,R,ARON MABERRY,23249,ARON MABERRY,False,no_prior_winner_match,0.6086956521739131,0.56,,,,,False
TX,2024,lower,148,R,SMITH,23246,SMITH,True,unique_exact_surname,1.0,0.0,"smith, reggie",2022.0,R,62.0,False
TN,2024,lower,27,R,MICHELE RENEAU,23085,MICHELE RENEAU,False,no_prior_winner_match,0.6451612903225806,0.5517241379310345,,,,,False
TN,2024,upper,14,D,E R SMITH,23055,E R SMITH,False,no_prior_winner_match,0.38461538461538464,0.38095238095238093,,,,,False
TX,2024,lower,34,D,ORTIZ,23013,ORTIZ,False,no_prior_winner_match,0.7272727272727273,0.6153846153846154,,,,,False
GA,2024,lower,123,R,ROB LEVERETT,22874,ROB LEVERETT,True,exact_normalized_name,1.0,0.0,"leverett, rob",2022.0,R,123.0,False
GA,2024,lower,124,R,TREY RHODES,22862,TREY RHODES,True,exact_normalized_name,1.0,0.0,"rhodes, trey",2022.0,R,124.0,False
TX,2024,lower,105,D,MEZA,22850,MEZA,True,district_surname_match,1.0,0.0,"meza, thresa (terry)",2022.0,D,105.0,False
GA,2024,lower,59,D,PHIL OLALEYE,22848,PHIL OLALEYE,True,exact_normalized_name,1.0,0.0,"olaleye, phil",2022.0,D,59.0,False
GA,2024,lower,6,R,JASON T RIDLEY,22597,JASON T RIDLEY,True,exact_normalized_name,1.0,0.0,"ridley, jason t",2022.0,R,6.0,False
TN,2024,lower,6,R,TIM HICKS,22531,TIM HICKS,True,exact_normalized_name,1.0,0.0,"hicks, tim",2022.0,R,6.0,False
GA,2024,lower,136,R,DAVID JENKINS,22525,DAVID JENKINS,True,exact_normalized_name,1.0,0.0,"jenkins, david",2022.0,R,136.0,False
TN,2024,lower,16,R,MICHELE CARRINGER,22376,MICHELE CARRINGER,True,exact_normalized_name,1.0,0.0,"carringer, michele",2022.0,R,16.0,False
GA,2024,lower,26,R,LAUREN WYLIE MCDONALD III,22258,LAUREN WYLIE MCDONALD,False,no_prior_winner_match,0.8421052631578947,0.5882352941176471,,,,,False
TX,2024,lower,46,R,KOSICH,22223,KOSICH,False,no_prior_winner_match,0.5454545454545454,0.5454545454545454,,,,,False
TX,2024,lower,6,D,GRACE,22158,GRACE,False,no_prior_winner_match,0.6,0.5454545454545454,,,,,False
AR,2024,upper,17,R,MARK JOHNSON,22030,MARK JOHNSON,True,exact_normalized_name,1.0,0.0,"johnson, mark",2022.0,R,17.0,False
TX,2024,lower,54,D,RICHARDSON,21993,RICHARDSON,False,no_prior_winner_match,0.5,0.47619047619047616,,,,,False
GA,2024,lower,49,R,CHUCK MARTIN,21944,CHUCK MARTIN,False,no_prior_winner_match,0.6666666666666666,0.56,,,,,False
GA,2024,upper,55,R,MARY WILLIAMS BENEFIELD,21907,MARY WILLIAMS BENEFIELD,False,no_prior_winner_match,0.5789473684210527,0.3783783783783784,,,,,False
GA,2024,lower,46,R,JOHN CARSON,21875,JOHN CARSON,True,district_name_match,0.9166666666666666,0.0,"carson, john k",2022.0,R,46.0,False
GA,2024,lower,34,R,DEVAN SEABAUGH,21849,DEVAN SEABAUGH,True,exact_normalized_name,1.0,0.0,"seabaugh, devan",2022.0,R,34.0,False
TX,2024,lower,43,D,CASAREZ,21847,CASAREZ,False,no_prior_winner_match,0.6153846153846154,0.5333333333333333,,,,,False
TN,2024,lower,45,R,JOHNNY GARRETT,21845,JOHNNY GARRETT,True,district_name_match,0.9333333333333333,0.0,"garrett, johnny c",2022.0,R,45.0,False
TX,2024,lower,101,R,BURGESS,21781,BURGESS,False,no_prior_winner_match,0.6666666666666666,0.6153846153846154,,,,,False
TX,2024,lower,119,R,GRABLE,21763,GRABLE,False,no_prior_winner_match,0.5454545454545454,0.5454545454545454,,,,,False
GA,2024,lower,60,D,SHEILA JONES,21692,SHEILA JONES,True,exact_normalized_name,1.0,0.0,"jones, sheila",2022.0,D,60.0,False
GA,2024,lower,45,R,SHARON COOPER,21650,SHARON COOPER,True,district_name_match,0.9285714285714286,0.17647058823529413,"cooper, sharon m",2022.0,R,45.0,False
GA,2024,lower,64,D,SYLVIA WAYFER BAKER,21529,SYLVIA WAYFER BAKER,False,no_prior_winner_match,0.45454545454545453,0.45161290322580644,,,,,False
GA,2024,lower,110,D,SEGUN ADEYINA,21469,SEGUN ADEYINA,True,exact_normalized_name,1.0,0.0,"adeyina, segun",2022.0,D,110.0,False
GA,2024,lower,118,R,CLINT CROWE,21450,CLINT CROWE,True,exact_normalized_name,1.0,0.0,"crowe, clint",2022.0,R,118.0,False
GA,2024,lower,55,D,INGA S WILLIS,21440,INGA S WILLIS,True,district_name_match,0.9166666666666666,0.23076923076923078,"willis, inga",2022.0,D,55.0,False
GA,2024,lower,131,R,ROB CLIFTON,21351,ROB CLIFTON,False,no_prior_winner_match,0.5217391304347826,0.5217391304347826,,,,,False
GA,2024,lower,12,R,EDDIE LUMSDEN,21310,EDDIE LUMSDEN,False,no_prior_winner_match,0.7647058823529411,0.5384615384615384,,,,,False
GA,2024,lower,72,R,DAVID HUDDLESTON,21281,DAVID HUDDLESTON,True,exact_normalized_name,1.0,0.0,"huddleston, david",2022.0,R,72.0,False
GA,2024,lower,1,R,MIKE CAMERON,21227,MIKE CAMERON,True,exact_normalized_name,1.0,0.0,"cameron, mike",2022.0,R,1.0,False
TX,2024,lower,80,D,CASTELLANO,21225,CASTELLANO,False,no_prior_winner_match,0.5333333333333333,0.5,,,,,False
TN,2024,lower,42,R,RYAN D WILLIAMS,21184,RYAN D WILLIAMS,True,exact_normalized_name,1.0,0.0,"williams, ryan d",2022.0,R,42.0,False
TN,2024,upper,2,D,PATTI YOUNG,21111,PATTI YOUNG,False,no_prior_winner_match,0.48,0.4,,,,,False
GA,2024,lower,111,R,REY MARTINEZ,21107,REY MARTINEZ,False,no_prior_winner_match,0.7272727272727273,0.56,,,,,False
TX,2024,lower,53,D,HERRERA,21058,HERRERA,,ambiguous_fuzzy_surname,0.8571428571428571,0.6153846153846154,,,,,False
GA,2024,lower,82,R,KAREN I MATHIAK,20984,KAREN I MATHIAK,,ambiguous_fuzzy_name,0.9285714285714286,0.5925925925925926,,,,,False
GA,2024,lower,24,R,CARTER BARRETT,20845,CARTER BARRETT,True,exact_normalized_name,1.0,0.0,"barrett, carter",2022.0,R,24.0,False
TN,2024,lower,24,R,KEVIN RAPER,20826,KEVIN RAPER,True,district_name_match,0.9166666666666666,0.3,"raper, kevin d",2022.0,R,24.0,False
TX,2024,lower,84,D,LOPEZ,20733,LOPEZ,True,unique_exact_surname,1.0,0.0,"lopez, ray",2022.0,D,125.0,False
GA,2024,lower,88,D,BILLY MITCHELL,20711,BILLY MITCHELL,False,no_prior_winner_match,0.7368421052631579,0.6666666666666666,,,,,False
GA,2024,lower,175,R,JOHN LAHOOD,20695,JOHN LAHOOD,True,exact_normalized_name,1.0,0.0,"lahood, john",2022.0,R,175.0,False
TN,2024,lower,48,R,BRYAN TERRY,20555,BRYAN TERRY,True,exact_normalized_name,1.0,0.0,"terry, bryan",2022.0,R,48.0,False
TX,2024,lower,7,D,COOPER,20520,COOPER,False,no_prior_winner_match,0.6153846153846154,0.6,,,,,False
GA,2024,lower,71,R,"JUSTIN ""JUTT"" HOWARD",20442,JUSTIN JUTT HOWARD,False,no_prior_winner_match,0.5,0.4827586206896552,,,,,False
GA,2024,lower,125,R,GARY RICHARDSON,20341,GARY RICHARDSON,False,no_prior_winner_match,0.6206896551724138,0.5384615384615384,,,,,False
TN,2024,lower,33,R,RICK SCARBROUGH,20299,RICK SCARBROUGH,False,no_prior_winner_match,0.5384615384615384,0.5,,,,,False
TX,2024,lower,149,R,TRUONG,20291,TRUONG,False,no_prior_winner_match,0.5333333333333333,0.5,,,,,False
TN,2024,lower,35,R,WILLIAM H SLATER,20190,WILLIAM H SLATER,True,district_name_match,0.9333333333333333,0.21428571428571427,"slater, william",2022.0,R,35.0,False
GA,2024,lower,167,R,BUDDY DELOACH,20080,BUDDY DELOACH,True,exact_normalized_name,1.0,0.0,"deloach, buddy",2022.0,R,167.0,False
TN,2024,lower,83,R,MARK WHITE,19910,MARK WHITE,True,exact_normalized_name,1.0,0.0,"white, mark",2022.0,R,83.0,False
GA,2024,lower,121,R,MARCUS A WIEDOWER,19764,MARCUS A WIEDOWER,True,exact_normalized_name,1.0,0.0,"wiedower, marcus a",2022.0,R,121.0,False
GA,2024,lower,86,D,IMANI BARNES,19737,IMANI BARNES,True,exact_normalized_name,1.0,0.0,"barnes, imani",2022.0,D,86.0,False
GA,2024,lower,19,R,JOSEPH GULLETT,19659,JOSEPH GULLETT,True,exact_normalized_name,1.0,0.0,"gullett, joseph",2022.0,R,19.0,False
GA,2024,lower,180,R,STEVEN SAINZ,19640,STEVEN SAINZ,True,exact_normalized_name,1.0,0.0,"sainz, steven",2022.0,R,180.0,False
GA,2024,lower,67,D,LYDIA GLAIZE,19626,LYDIA GLAIZE,True,exact_normalized_name,1.0,0.0,"glaize, lydia",2022.0,D,67.0,False
GA,2024,lower,100,R,DAVID CLARK,19620,DAVID CLARK,True,district_name_match,0.9166666666666666,0.0,"clark, david t",2022.0,R,100.0,False
TX,2024,lower,116,R,CRAIN,19596,CRAIN,,ambiguous_fuzzy_surname,0.8888888888888888,0.6153846153846154,,,,,False
GA,2024,lower,47,R,JAN JONES,19537,JAN JONES,True,district_name_match,0.9,0.0,"jones, jan s",2022.0,R,47.0,False
TN,2024,lower,30,R,ESTHER HELTON-HAYNES,19473,ESTHER HELTON HAYNES,False,no_prior_winner_match,0.7878787878787878,0.4375,,,,,False
GA,2024,lower,22,R,JORDAN RIDLEY,19402,JORDAN RIDLEY,True,exact_normalized_name,1.0,0.0,"ridley, jordan",2022.0,R,22.0,False
TX,2024,lower,12,D,HOWARD MULLINS,19325,HOWARD MULLINS,False,no_prior_winner_match,0.4827586206896552,0.46153846153846156,,,,,False
GA,2024,lower,120,R,HOUSTON GAINES,19248,HOUSTON GAINES,True,exact_normalized_name,1.0,0.0,"gaines, houston",2022.0,R,120.0,False
TX,2024,lower,62,D,DRAKE,19240,DRAKE,False,no_prior_winner_match,0.5454545454545454,0.5,,,,,False
GA,2024,lower,56,D,BRYCE BERRY,19223,BRYCE BERRY,False,no_prior_winner_match,0.5,0.48,,,,,False
GA,2024,lower,44,R,DON L PARSONS,19216,DON L PARSONS,False,no_prior_winner_match,0.7878787878787878,0.6923076923076923,,,,,False
GA,2024,lower,81,R,NOELLE KAHAIAN,19185,NOELLE KAHAIAN,False,no_prior_winner_match,0.56,0.5185185185185185,,,,,False
TX,2024,lower,128,D,CREWS,19181,CREWS,False,no_prior_winner_match,0.5454545454545454,0.5454545454545454,,,,,False
GA,2024,lower,139,R,CARMEN RICE,19069,CARMEN RICE,False,no_prior_winner_match,0.5833333333333334,0.56,,,,,False
TN,2024,lower,7,R,REBECCA K ALEXANDER,19016,REBECCA K ALEXANDER,True,exact_normalized_name,1.0,0.0,"alexander, rebecca k",2022.0,R,7.0,False
TX,2024,lower,124,R,SOTO,18981,SOTO,False,no_prior_winner_match,0.6,0.5,,,,,False
GA,2024,upper,53,D,BART ALEXANDER BRYANT,18970,BART ALEXANDER BRYANT,False,no_prior_winner_match,0.48484848484848486,0.4444444444444444,,,,,False
TX,2024,lower,105,R,CANNADAY,18928,CANNADAY,False,no_prior_winner_match,0.5714285714285714,0.5,,,,,False
GA,2024,lower,40,R,KIMBERLY R NEW,18869,KIMBERLY R NEW,True,exact_normalized_name,1.0,0.0,"new, kimberly r",2022.0,R,64.0,False
GA,2024,lower,101,D,SCOTT HOLCOMB,18764,SCOTT HOLCOMB,,ambiguous_fuzzy_name,0.9285714285714286,0.64,,,,,False
GA,2024,lower,25,R,TODD JONES,18747,TODD JONES,True,exact_normalized_name,1.0,0.0,"jones, todd",2022.0,R,25.0,False
TN,2024,lower,18,R,ELAINE DAVIS,18611,ELAINE DAVIS,True,exact_normalized_name,1.0,0.0,"davis, elaine",2022.0,R,18.0,False
GA,2024,lower,53,R,DEBORAH SILCOX,18277,DEBORAH SILCOX,True,exact_normalized_name,1.0,0.0,"silcox, deborah",2022.0,R,53.0,False
GA,2024,lower,103,R,SOO HONG,18232,SOO HONG,True,exact_normalized_name,1.0,0.0,"hong, soo",2022.0,R,103.0,False
GA,2024,lower,52,D,SHEA ROBERTS,18196,SHEA ROBERTS,True,exact_normalized_name,1.0,0.0,"roberts, shea",2022.0,D,52.0,False
GA,2024,lower,48,R,SCOTT HILTON,18183,SCOTT HILTON,True,exact_normalized_name,1.0,0.0,"hilton, scott",2022.0,R,48.0,False
GA,2024,lower,158,R,BUTCH PARRISH,18048,BUTCH PARRISH,False,no_prior_winner_match,0.7647058823529411,0.46153846153846156,,,,,False
GA,2024,lower,54,D,BETSY HOLLAND,17950,BETSY HOLLAND,True,exact_normalized_name,1.0,0.0,"holland, betsy",2022.0,D,54.0,False
TX,2024,lower,16,D,MIDLER,17930,MIDLER,False,no_prior_winner_match,0.5,0.5,,,,,False
TN,2024,lower,34,R,TIM RUDD,17805,TIM RUDD,True,exact_normalized_name,1.0,0.0,"rudd, tim",2022.0,R,34.0,False
GA,2024,lower,70,R,LYNN SMITH,17597,LYNN SMITH,False,no_prior_winner_match,0.7407407407407407,0.6086956521739131,,,,,False
GA,2024,lower,13,R,KATIE DEMPSEY,17407,KATIE DEMPSEY,True,district_name_match,0.9285714285714286,0.0,"dempsey, katie m",2022.0,R,13.0,False
TX,2024,lower,39,R,GARCIA,17308,GARCIA,False,no_prior_winner_match,0.5454545454545454,0.5,,,,,False
TX,2024,lower,13,D,HUNTER,17303,HUNTER,False,no_prior_winner_match,0.6666666666666666,0.6666666666666666,,,,,False
TX,2024,lower,2,D,WASHINGTON,17182,WASHINGTON,False,no_prior_winner_match,0.4444444444444444,0.42857142857142855,,,,,False
GA,2024,lower,169,R,ANGIE O'STEEN,17166,ANGIE O STEEN,False,no_prior_winner_match,0.56,0.5454545454545454,,,,,False
TX,2024,lower,30,D,BASSHAM,17115,BASSHAM,False,no_prior_winner_match,0.5555555555555556,0.46153846153846156,,,,,False
GA,2024,lower,173,R,DARLENE K TAYLOR,17033,DARLENE K TAYLOR,True,exact_normalized_name,1.0,0.0,"taylor, darlene k",2022.0,R,173.0,False
AR,2024,upper,20,R,DAN SULLIVAN,16929,DAN SULLIVAN,True,exact_normalized_name,1.0,0.0,"sullivan, dan",2022.0,R,20.0,False
GA,2024,lower,53,D,SUSIE GREENBERG,16926,SUSIE GREENBERG,False,no_prior_winner_match,0.5333333333333333,0.5333333333333333,,,,,False
TN,2024,lower,37,R,CHARLIE BAUM,16859,CHARLIE BAUM,True,exact_normalized_name,1.0,0.0,"baum, charlie",2022.0,R,37.0,False
GA,2024,lower,42,D,GABRIEL SANCHEZ,16686,GABRIEL SANCHEZ,False,no_prior_winner_match,0.5517241379310345,0.5161290322580645,,,,,False
TN,2024,lower,60,D,SHAUNDELLE BROOKS,16681,SHAUNDELLE BROOKS,False,no_prior_winner_match,0.4375,0.43243243243243246,,,,,False
TN,2024,lower,50,D,BO MITCHELL,16632,BO MITCHELL,True,exact_normalized_name,1.0,0.0,"mitchell, bo",2022.0,D,50.0,False
GA,2024,lower,51,D,ESTHER PANITCH,16558,ESTHER PANITCH,True,exact_normalized_name,1.0,0.0,"panitch, esther",2022.0,D,51.0,False
TN,2024,lower,97,R,JOHN GILLESPIE,16368,JOHN GILLESPIE,True,exact_normalized_name,1.0,0.0,"gillespie, john",2022.0,R,97.0,False
TX,2024,lower,147,R,GUTIERREZ,16332,GUTIERREZ,False,no_prior_winner_match,0.5714285714285714,0.5333333333333333,,,,,False
GA,2024,lower,35,D,LISA GAYLE CAMPBELL,16279,LISA GAYLE CAMPBELL,False,no_prior_winner_match,0.8125,0.6451612903225806,,,,,False
GA,2024,lower,147,R,BETHANY BALLARD,16277,BETHANY BALLARD,True,exact_normalized_name,1.0,0.0,"ballard, bethany",2022.0,R,147.0,False
TN,2024,lower,13,R,ROBERT STEVENS,16210,ROBERT STEVENS,True,exact_normalized_name,1.0,0.0,"stevens, robert",2022.0,R,13.0,False
GA,2024,lower,137,D,DEBBIE G BUCKNER,16108,DEBBIE G BUCKNER,True,exact_normalized_name,1.0,0.0,"buckner, debbie g",2022.0,D,137.0,False
GA,2024,lower,34,D,KARL GALLEGOS,16053,KARL GALLEGOS,False,no_prior_winner_match,0.5,0.5,,,,,False
GA,2024,lower,162,D,CARL W GILLIARD,16032,CARL W GILLIARD,True,exact_normalized_name,1.0,0.0,"gilliard, carl w",2022.0,D,162.0,False
GA,2024,lower,45,D,ERIC CASTATER,16027,ERIC CASTATER,False,no_prior_winner_match,0.5454545454545454,0.5384615384615384,,,,,False
TN,2024,lower,18,D,BRYAN GOLDBERG,16013,BRYAN GOLDBERG,False,no_prior_winner_match,0.64,0.5925925925925926,,,,,False
GA,2024,lower,142,D,MIRIAM PARIS,15936,MIRIAM PARIS,True,district_name_match,0.9230769230769231,0.0,"paris, miriam l",2022.0,D,142.0,False
TN,2024,upper,16,D,WAYNE STEELE,15916,WAYNE STEELE,False,no_prior_winner_match,0.5833333333333334,0.5185185185185185,,,,,False
AR,2024,upper,34,D,KAYLEE WEDGEWORTH,15897,KAYLEE WEDGEWORTH,False,no_prior_winner_match,0.41379310344827586,0.37037037037037035,,,,,False
GA,2024,lower,50,D,MICHELLE AU,15868,MICHELLE AU,True,exact_normalized_name,1.0,0.0,"au, michelle",2022.0,D,50.0,False
GA,2024,upper,50,D,JUNE KRISE,15810,JUNE KRISE,False,no_prior_winner_match,0.5217391304347826,0.43478260869565216,,,,,False
AR,2024,upper,17,D,MAUREEN SKINNER,15800,MAUREEN SKINNER,False,no_prior_winner_match,0.5185185185185185,0.48,,,,,False
GA,2024,lower,107,D,SAM PARK,15538,SAM PARK,False,no_prior_winner_match,0.8421052631578947,0.5714285714285714,,,,,False
GA,2024,upper,5,R,LISA BABBAGE,15511,LISA BABBAGE,False,no_prior_winner_match,0.4444444444444444,0.4,,,,,False
GA,2024,lower,126,D,LC MYLES JR,15465,LC MYLES,False,no_prior_winner_match,0.5,0.43478260869565216,,,,,False
GA,2024,lower,80,D,LONG TRAN,15457,LONG TRAN,True,exact_normalized_name,1.0,0.0,"tran, long",2022.0,D,80.0,False
TX,2024,lower,59,D,BOHM,15367,BOHM,False,no_prior_winner_match,0.4,0.4,,,,,False
TN,2024,lower,49,R,MIKE SPARKS,15361,MIKE SPARKS,True,exact_normalized_name,1.0,0.0,"sparks, mike",2022.0,R,49.0,False
TN,2024,lower,98,D,ANTONIO PARKINSON,15348,ANTONIO PARKINSON,True,exact_normalized_name,1.0,0.0,"parkinson, antonio",2022.0,D,98.0,False
GA,2024,lower,108,D,JASMINE CLARK,15315,JASMINE CLARK,True,exact_normalized_name,1.0,0.0,"clark, jasmine",2022.0,D,108.0,False
TN,2024,lower,97,D,JESSE HUSETH,15292,JESSE HUSETH,False,no_prior_winner_match,0.6956521739130435,0.56,,,,,False
GA,2024,lower,41,D,MICHAEL SMITH,15280,MICHAEL SMITH,True,district_name_match,0.9285714285714286,0.0,"smith, michael a",2022.0,D,41.0,False
TN,2024,lower,27,D,KATHY LENNON,15276,KATHY LENNON,False,no_prior_winner_match,0.5384615384615384,0.5185185185185185,,,,,False
GA,2024,lower,46,D,MICHEAL GARZA,15274,MICHEAL GARZA,False,no_prior_winner_match,0.5714285714285714,0.5714285714285714,,,,,False
