chamber,district,conditional_dem_probability,full_uncertainty_dem_probability,margin_80_low,margin_80_high,margin_95_low,margin_95_high,draws
house,2,1.4353325125668212e-05,0.0,-66.38513204811701,-49.160957081586474,-70.96519413094202,-44.540223058570334,50000
house,4,0.0008893540153821787,0.00024,-32.76449491235474,-15.596932494097087,-37.4807557603601,-11.05200637383402,50000
house,5,0.0001394506581009245,0.0,-44.72382223909901,-27.57539279640958,-49.31627003863389,-23.027979792391267,50000
house,8,0.0021421842142543904,0.00144,-28.40556411711805,-11.232324294967638,-33.03065767428184,-6.712120523345669,50000
house,10,0.9638773719682164,0.91104,0.4554838365756803,17.62040952715062,-4.259938180163333,22.14578023425946,50000
house,15,0.06709101814955253,0.14228,-15.819625587524616,1.3829440415153966,-20.340779578927833,5.817032842556508,50000
house,16,6.779339820690259e-06,0.0,-75.9789216849813,-58.7143612378457,-80.50847105942451,-54.20408122234423,50000
house,19,0.9999275290347742,1.0,32.80332112248016,49.949488902607115,28.292548949372485,54.39340225841968,50000
house,20,0.005438897909929697,0.00884,-24.471056720291557,-7.270756372383788,-29.05906860014695,-2.6886316417969764,50000
house,21,0.023778624811519395,0.0591,-19.03579654711088,-1.8335556618300062,-23.663712301758427,2.7894215388918813,50000
house,25,0.800857473725297,0.70858,-4.972983248105571,12.180377095254343,-9.416197512764246,16.65547956810918,50000
house,28,0.0031527818965942775,0.0033,-26.698972648083153,-9.414898825278616,-31.408060317232817,-4.959713129278158,50000
house,32,0.9774593192895813,0.94422,2.0420381558096254,19.211998568119604,-2.4672131288457484,23.739884673391167,50000
house,37,0.0001243440192127587,0.0,-45.57112709021264,-28.376369782331363,-50.08004098430596,-23.94970679353508,50000
house,38,0.0001737103655969181,0.0,-43.090292690270694,-25.84595728428835,-47.67020795566465,-21.339977884083066,50000
house,40,2.0273512088663642e-05,0.0,-62.48139200598492,-45.24997813252512,-66.88949425622631,-40.55629831539231,50000
house,41,0.0001111487900370895,0.0,-46.544879827877544,-29.29125289095287,-51.02652731630555,-24.77415910886918,50000
house,43,0.00017802863553241464,0.0,-42.923832687361575,-25.726374253277786,-47.428461378733004,-21.16308275692522,50000
house,45,0.00016687139019672475,0.0,-43.33217576295691,-26.23293443694757,-47.88842803490142,-21.584998433741312,50000
house,47,0.0714438052424384,0.14908,-15.569600604281005,1.6022543323939131,-20.071714410971293,6.096640138146779,50000
house,50,2.5531112935356193e-05,0.0,-59.944511437799434,-42.76711622821807,-64.56940924418319,-38.099471214618525,50000
house,63,0.048095353559090344,0.11158,-16.79322616436347,0.4177866450538755,-21.26968465330702,4.860991294798161,50000
house,68,0.9676935384173889,0.91968,0.8358645776910665,18.06366612479901,-3.8285003022232433,22.42442538859421,50000
house,69,0.9962616866223349,0.995,8.70416354737186,25.88946098922728,4.261403612134066,30.565753124577938,50000
house,70,0.9999646157329721,1.0,39.40387352333548,56.62756960364513,34.96400535539398,61.18084287276038,50000
house,74,0.9998976840090442,1.0,29.88245342380602,47.01753637220389,25.251618093786302,51.550113385273775,50000
house,75,0.0025755901421191355,0.00238,-27.563607964701337,-10.435934559936959,-32.087852994938864,-5.849527874636284,50000
house,80,0.0007126193615985211,0.00014,-34.012946566797126,-16.867543435516048,-38.496804977818776,-12.348566524377205,50000
house,82,0.9999169978162555,1.0,31.706901730190346,48.83621073188473,27.167113510652342,53.364298940720694,50000
house,85,0.003714373679429553,0.00516,-25.942237836452815,-8.77169176963853,-30.386882714121036,-4.153193888745432,50000
house,96,0.00013348303010881054,0.0,-44.95031268741916,-27.94263953123165,-49.55570998977097,-23.167409856841864,50000
house,99,0.9998845719924605,1.0,28.881392200988024,46.142684637770444,24.322783136852603,50.5778475317441,50000
house,101,0.0018840388632559615,0.00126,-29.057815203210698,-11.769613495107167,-33.548407987833045,-7.194398196410213,50000
senate,2,0.9583505693315042,0.902,0.07452764697790971,17.26419998852705,-4.376324353936016,21.931556776882505,50000
senate,3,0.00026656988872221423,0.0,-40.088383342523606,-22.921909804944097,-44.57200134423882,-18.38327233483874,50000
senate,6,4.747352589173292e-05,0.0,-53.82188219015539,-36.65963158420615,-58.305195662782495,-32.10998197990077,50000
senate,7,0.2330675267188463,0.31824,-11.754069683154615,5.460487647616588,-16.15071404347967,10.104328418087732,50000
senate,8,4.4446475292250416e-05,0.0,-54.41099669971461,-37.203067881814135,-58.990495749426636,-32.72332734729784,50000
senate,11,7.071166162345289e-05,0.0,-50.23834824258167,-33.05277135360491,-54.87398290776026,-28.463378199367497,50000
senate,13,8.741962182406401e-05,0.0,-48.42433281209017,-31.30877596857104,-52.94642652788258,-26.780134950451767,50000
senate,14,0.0001542725280128039,0.0,-43.903713779599414,-26.82944163899918,-48.45097762230379,-22.282342530549098,50000
senate,16,0.00451467106783913,0.00758,-25.14432350744504,-7.893210276624297,-29.69414065876375,-3.329598341478375,50000
senate,22,2.542625465898751e-05,0.0,-59.93868236833777,-42.81385971624786,-64.59699795044214,-38.294928844097385,50000
senate,23,0.9924187025394801,0.98442,5.889152349606151,23.09703682782239,1.278976323281459,27.703707463133824,50000
senate,25,0.0019601383646100866,0.0012,-28.76770555077315,-11.539025933603584,-33.218521453329146,-6.848533656521046,50000
senate,28,0.9879012388866436,0.97054,4.1685497498193556,21.31243942171292,-0.4637420161093821,25.930563865866155,50000
senate,29,2.8314493276257958e-05,0.0,-58.85668032369979,-41.661588751788564,-63.30204940446385,-37.16133259014786,50000
senate,32,4.520146499260269e-05,0.0,-54.2468576283041,-37.094982574146194,-58.782987524319914,-32.39805215511898,50000
