state,year,county,precinct_key,chamber,party,source_votes,allocated_votes,allocation_weight_sum,allocation_difference
TN,1998,FRANKLIN,12LIBERTY,house,R,136,136.0,1.0,0.0
TN,1998,FRANKLIN,13NORTHLAKE,house,D,96,96.0,1.0,0.0
TN,1998,FRANKLIN,13NORTHLAKE,house,R,289,289.0,1.0,0.0
TN,1998,FRANKLIN,14OLDSALEM,house,D,51,51.0,1.0,0.0
TN,1998,FRANKLIN,14OLDSALEM,house,R,95,95.0,1.0,0.0
TN,1998,FRANKLIN,15SEWANEE,house,D,228,228.0,1.0,0.0
TN,1998,FRANKLIN,15SEWANEE,house,R,287,287.0,1.0,0.0
TN,1998,FRANKLIN,16SHERWOOD,house,D,22,22.0,1.0,0.0
TN,1998,FRANKLIN,16SHERWOOD,house,R,24,24.0,1.0,0.0
TN,1998,FRANKLIN,17UTSI,house,D,106,106.0,1.0,0.0
TN,1998,FRANKLIN,17UTSI,house,R,210,210.0,1.0,0.0
TN,1998,FRANKLIN,18WINCHESTERSPRIN,house,D,106,106.0,1.0,0.0
TN,1998,FRANKLIN,18WINCHESTERSPRIN,house,R,325,325.0,1.0,0.0
TN,1998,FRANKLIN,ABSENTEE,house,D,315,315.0,1.0,0.0
TN,1998,FRANKLIN,ABSENTEE,house,R,824,824.0,1.0,0.0
TN,1998,GIBSON,011MEDINACIVIC,house,D,67,67.0,1.0,0.0
TN,1998,GIBSON,011MEDINACIVIC,house,R,317,317.0,1.0,0.0
TN,1998,GIBSON,011MEDINACIVIC,senate,D,67,67.0,1.0,0.0
TN,1998,GIBSON,011MEDINACIVIC,senate,R,317,317.0,1.0,0.0
TN,1998,GIBSON,012SITKA,house,D,49,49.0,1.0,0.0
TN,1998,GIBSON,012SITKA,house,R,239,239.0,1.0,0.0
TN,1998,GIBSON,012SITKA,senate,D,49,49.0,1.0,0.0
TN,1998,GIBSON,012SITKA,senate,R,239,239.0,1.0,0.0
TN,1998,GIBSON,013SOUTHGIBSON,house,D,27,27.0,1.0,0.0
TN,1998,GIBSON,013SOUTHGIBSON,house,R,137,137.0,1.0,0.0
TN,1998,GIBSON,013SOUTHGIBSON,senate,D,27,27.0,1.0,0.0
TN,1998,GIBSON,013SOUTHGIBSON,senate,R,137,137.0,1.0,0.0
TN,1998,GIBSON,014GIBSONMUNIBLD,house,D,87,87.0,1.0,0.0
TN,1998,GIBSON,014GIBSONMUNIBLD,house,R,237,237.0,1.0,0.0
TN,1998,GIBSON,014GIBSONMUNIBLD,senate,D,87,87.0,1.0,0.0
TN,1998,GIBSON,014GIBSONMUNIBLD,senate,R,237,237.0,1.0,0.0
TN,1998,GIBSON,015HUMBOLDTARPRT,house,D,31,31.0,1.0,0.0
TN,1998,GIBSON,015HUMBOLDTARPRT,house,R,251,251.0,1.0,0.0
TN,1998,GIBSON,015HUMBOLDTARPRT,senate,D,31,31.0,1.0,0.0
TN,1998,GIBSON,015HUMBOLDTARPRT,senate,R,251,251.0,1.0,0.0
TN,1998,GIBSON,023HUMBOLDTCHCHR,house,D,115,115.0,1.0,0.0
TN,1998,GIBSON,023HUMBOLDTCHCHR,house,R,551,551.0,1.0,0.0
TN,1998,GIBSON,023HUMBOLDTCHCHR,senate,D,115,115.0,1.0,0.0
TN,1998,GIBSON,023HUMBOLDTCHCHR,senate,R,551,551.0,1.0,0.0
TN,1998,GIBSON,034HUMBOLDTBAILEY,house,D,112,112.0,1.0,0.0
TN,1998,GIBSON,034HUMBOLDTBAILEY,house,R,461,461.0,1.0,0.0
TN,1998,GIBSON,034HUMBOLDTBAILEY,senate,D,112,112.0,1.0,0.0
TN,1998,GIBSON,034HUMBOLDTBAILEY,senate,R,461,461.0,1.0,0.0
TN,1998,GIBSON,042HUMBOLDTFIRE,house,D,113,113.0,1.0,0.0
TN,1998,GIBSON,042HUMBOLDTFIRE,house,R,119,119.0,1.0,0.0
TN,1998,GIBSON,042HUMBOLDTFIRE,senate,D,113,113.0,1.0,0.0
TN,1998,GIBSON,042HUMBOLDTFIRE,senate,R,119,119.0,1.0,0.0
TN,1998,GIBSON,051HUMBOLDTNEWAR,house,D,168,168.0,1.0,0.0
TN,1998,GIBSON,051HUMBOLDTNEWAR,house,R,114,114.0,1.0,0.0
TN,1998,GIBSON,051HUMBOLDTNEWAR,senate,D,168,168.0,1.0,0.0
TN,1998,GIBSON,051HUMBOLDTNEWAR,senate,R,114,114.0,1.0,0.0
TN,1998,GIBSON,065HUMBOLDTOLDAR,house,D,114,114.0,1.0,0.0
TN,1998,GIBSON,065HUMBOLDTOLDAR,house,R,282,282.0,1.0,0.0
TN,1998,GIBSON,065HUMBOLDTOLDAR,senate,D,114,114.0,1.0,0.0
TN,1998,GIBSON,065HUMBOLDTOLDAR,senate,R,282,282.0,1.0,0.0
TN,1998,GIBSON,071TRENTONAGRIPL,house,D,77,77.0,1.0,0.0
TN,1998,GIBSON,071TRENTONAGRIPL,house,R,183,183.0,1.0,0.0
TN,1998,GIBSON,071TRENTONAGRIPL,senate,D,77,77.0,1.0,0.0
TN,1998,GIBSON,071TRENTONAGRIPL,senate,R,183,183.0,1.0,0.0
TN,1998,GIBSON,072EDISON,house,D,25,25.0,1.0,0.0
TN,1998,GIBSON,072EDISON,house,R,30,30.0,1.0,0.0
TN,1998,GIBSON,072EDISON,senate,D,25,25.0,1.0,0.0
TN,1998,GIBSON,072EDISON,senate,R,30,30.0,1.0,0.0
TN,1998,GIBSON,073FRUITLAND,house,D,37,37.0,1.0,0.0
TN,1998,GIBSON,073FRUITLAND,house,R,83,83.0,1.0,0.0
TN,1998,GIBSON,073FRUITLAND,senate,D,37,37.0,1.0,0.0
TN,1998,GIBSON,073FRUITLAND,senate,R,83,83.0,1.0,0.0
TN,1998,GIBSON,081BRAZIL,house,D,55,55.0,1.0,0.0
TN,1998,GIBSON,081BRAZIL,house,R,86,86.0,1.0,0.0
TN,1998,GIBSON,083SPRINGHILL,house,D,64,64.0,1.0,0.0
TN,1998,GIBSON,083SPRINGHILL,house,R,91,91.0,1.0,0.0
TN,1998,GIBSON,083SPRINGHILL,senate,D,64,64.0,1.0,0.0
TN,1998,GIBSON,083SPRINGHILL,senate,R,91,91.0,1.0,0.0
TN,1998,GIBSON,084NEBO,senate,D,15,15.0,1.0,0.0
TN,1998,GIBSON,084NEBO,senate,R,36,36.0,1.0,0.0
TN,1998,GIBSON,085YORKVILLE,house,D,44,44.0,1.0,0.0
TN,1998,GIBSON,085YORKVILLE,house,R,85,85.0,1.0,0.0
TN,1998,GIBSON,085YORKVILLE,senate,D,44,44.0,1.0,0.0
TN,1998,GIBSON,085YORKVILLE,senate,R,85,85.0,1.0,0.0
TN,1998,GIBSON,086KENTON,house,D,51,51.0,1.0,0.0
TN,1998,GIBSON,086KENTON,house,R,133,133.0,1.0,0.0
TN,1998,GIBSON,086KENTON,senate,D,51,51.0,1.0,0.0
TN,1998,GIBSON,086KENTON,senate,R,133,133.0,1.0,0.0
TN,1998,GIBSON,087FAIRVIEW,house,D,22,22.0,1.0,0.0
TN,1998,GIBSON,087FAIRVIEW,house,R,32,32.0,1.0,0.0
TN,1998,GIBSON,087FAIRVIEW,senate,D,22,22.0,1.0,0.0
TN,1998,GIBSON,087FAIRVIEW,senate,R,32,32.0,1.0,0.0
TN,1998,GIBSON,091TRENTONCRTHSE,house,D,71,71.0,1.0,0.0
TN,1998,GIBSON,091TRENTONCRTHSE,house,R,124,124.0,1.0,0.0
TN,1998,GIBSON,091TRENTONCRTHSE,senate,D,71,71.0,1.0,0.0
TN,1998,GIBSON,091TRENTONCRTHSE,senate,R,124,124.0,1.0,0.0
TN,1998,GIBSON,092HICKORYGROVE,house,D,31,31.0,1.0,0.0
TN,1998,GIBSON,092HICKORYGROVE,house,R,51,51.0,1.0,0.0
TN,1998,GIBSON,092HICKORYGROVE,senate,D,31,31.0,1.0,0.0
TN,1998,GIBSON,092HICKORYGROVE,senate,R,51,51.0,1.0,0.0
TN,1998,GIBSON,101TRENTONCTYHLL,house,D,237,237.0,1.0,0.0
TN,1998,GIBSON,101TRENTONCTYHLL,house,R,418,418.0,1.0,0.0
TN,1998,GIBSON,101TRENTONCTYHLL,senate,D,237,237.0,1.0,0.0
TN,1998,GIBSON,101TRENTONCTYHLL,senate,R,418,418.0,1.0,0.0
TN,1998,GIBSON,111CONCORD,house,D,28,28.0,1.0,0.0
TN,1998,GIBSON,111CONCORD,house,R,87,87.0,1.0,0.0
TN,1998,GIBSON,111CONCORD,senate,D,28,28.0,1.0,0.0
TN,1998,GIBSON,111CONCORD,senate,R,87,87.0,1.0,0.0
TN,1998,GIBSON,112MOORESCHAPEL,house,D,48,48.0,1.0,0.0
TN,1998,GIBSON,112MOORESCHAPEL,house,R,175,175.0,1.0,0.0
TN,1998,GIBSON,112MOORESCHAPEL,senate,D,48,48.0,1.0,0.0
TN,1998,GIBSON,112MOORESCHAPEL,senate,R,175,175.0,1.0,0.0
TN,1998,GIBSON,113UNIONCENTRAL,house,D,35,35.0,1.0,0.0
TN,1998,GIBSON,113UNIONCENTRAL,house,R,100,100.0,1.0,0.0
TN,1998,GIBSON,113UNIONCENTRAL,senate,D,35,35.0,1.0,0.0
TN,1998,GIBSON,113UNIONCENTRAL,senate,R,100,100.0,1.0,0.0
TN,1998,GIBSON,114GANN,house,D,27,27.0,1.0,0.0
TN,1998,GIBSON,114GANN,house,R,176,176.0,1.0,0.0
TN,1998,GIBSON,114GANN,senate,D,27,27.0,1.0,0.0
TN,1998,GIBSON,114GANN,senate,R,176,176.0,1.0,0.0
TN,1998,GIBSON,115SKULLBONE,house,D,20,20.0,1.0,0.0
TN,1998,GIBSON,115SKULLBONE,house,R,102,102.0,1.0,0.0
TN,1998,GIBSON,115SKULLBONE,senate,D,20,20.0,1.0,0.0
TN,1998,GIBSON,115SKULLBONE,senate,R,102,102.0,1.0,0.0
TN,1998,GIBSON,121MILANEXPRESS,house,D,129,129.0,1.0,0.0
TN,1998,GIBSON,121MILANEXPRESS,house,R,617,617.0,1.0,0.0
TN,1998,GIBSON,121MILANEXPRESS,senate,D,129,129.0,1.0,0.0
TN,1998,GIBSON,121MILANEXPRESS,senate,R,617,617.0,1.0,0.0
TN,1998,GIBSON,134MILANPOLKCLRK,house,D,168,168.0,1.0,0.0
TN,1998,GIBSON,134MILANPOLKCLRK,house,R,134,134.0,1.0,0.0
TN,1998,GIBSON,134MILANPOLKCLRK,senate,D,168,168.0,1.0,0.0
TN,1998,GIBSON,134MILANPOLKCLRK,senate,R,134,134.0,1.0,0.0
TN,1998,GIBSON,143MILANASSYGOD,house,D,99,99.0,1.0,0.0
TN,1998,GIBSON,143MILANASSYGOD,house,R,343,343.0,1.0,0.0
TN,1998,GIBSON,143MILANASSYGOD,senate,D,99,99.0,1.0,0.0
TN,1998,GIBSON,143MILANASSYGOD,senate,R,343,343.0,1.0,0.0
TN,1998,GIBSON,152MILANMUNIBLDG,house,D,93,93.0,1.0,0.0
TN,1998,GIBSON,152MILANMUNIBLDG,house,R,406,406.0,1.0,0.0
TN,1998,GIBSON,152MILANMUNIBLDG,senate,D,93,93.0,1.0,0.0
TN,1998,GIBSON,152MILANMUNIBLDG,senate,R,406,406.0,1.0,0.0
TN,1998,GIBSON,171BRADFORD,house,D,93,93.0,1.0,0.0
TN,1998,GIBSON,171BRADFORD,house,R,161,161.0,1.0,0.0
TN,1998,GIBSON,171BRADFORD,senate,D,93,93.0,1.0,0.0
TN,1998,GIBSON,171BRADFORD,senate,R,161,161.0,1.0,0.0
TN,1998,GIBSON,172IDLEWILD,house,D,18,18.0,1.0,0.0
TN,1998,GIBSON,172IDLEWILD,house,R,52,52.0,1.0,0.0
TN,1998,GIBSON,172IDLEWILD,senate,D,18,18.0,1.0,0.0
TN,1998,GIBSON,172IDLEWILD,senate,R,52,52.0,1.0,0.0
TN,1998,GIBSON,181LANEVIEW,house,D,23,23.0,1.0,0.0
TN,1998,GIBSON,181LANEVIEW,house,R,71,71.0,1.0,0.0
TN,1998,GIBSON,181LANEVIEW,senate,D,23,23.0,1.0,0.0
TN,1998,GIBSON,181LANEVIEW,senate,R,71,71.0,1.0,0.0
TN,1998,GIBSON,182POPLARGROVE,house,D,12,12.0,1.0,0.0
TN,1998,GIBSON,182POPLARGROVE,house,R,59,59.0,1.0,0.0
TN,1998,GIBSON,182POPLARGROVE,senate,D,12,12.0,1.0,0.0
TN,1998,GIBSON,182POPLARGROVE,senate,R,59,59.0,1.0,0.0
TN,1998,GIBSON,183LONOKE,house,D,20,20.0,1.0,0.0
TN,1998,GIBSON,183LONOKE,house,R,49,49.0,1.0,0.0
TN,1998,GIBSON,183LONOKE,senate,D,20,20.0,1.0,0.0
TN,1998,GIBSON,183LONOKE,senate,R,49,49.0,1.0,0.0
TN,1998,GIBSON,184GOODLUCK,senate,D,25,25.0,1.0,0.0
TN,1998,GIBSON,184GOODLUCK,senate,R,74,74.0,1.0,0.0
TN,1998,GIBSON,191DYER,house,D,195,195.0,1.0,0.0
TN,1998,GIBSON,191DYER,house,R,433,433.0,1.0,0.0
TN,1998,GIBSON,191DYER,senate,D,195,195.0,1.0,0.0
TN,1998,GIBSON,191DYER,senate,R,433,433.0,1.0,0.0
TN,1998,GIBSON,192CURRIE,house,D,26,26.0,1.0,0.0
TN,1998,GIBSON,192CURRIE,house,R,67,67.0,1.0,0.0
TN,1998,GIBSON,192CURRIE,senate,D,26,26.0,1.0,0.0
TN,1998,GIBSON,192CURRIE,senate,R,67,67.0,1.0,0.0
TN,1998,GIBSON,201RUTHERFORD,house,D,111,111.0,1.0,0.0
TN,1998,GIBSON,201RUTHERFORD,house,R,319,319.0,1.0,0.0
TN,1998,GIBSON,201RUTHERFORD,senate,D,111,111.0,1.0,0.0
TN,1998,GIBSON,201RUTHERFORD,senate,R,319,319.0,1.0,0.0
TN,1998,GILES,011ARDMORE,house,D,66,66.0,1.0,0.0
TN,1998,GILES,011ARDMORE,house,R,159,159.0,1.0,0.0
TN,1998,GILES,012PROSPECTRESCUE,house,D,81,81.0,1.0,0.0
TN,1998,GILES,012PROSPECTRESCUE,house,R,137,137.0,1.0,0.0
TN,1998,GILES,021MINORHILL,house,D,72,72.0,1.0,0.0
TN,1998,GILES,021MINORHILL,house,R,104,104.0,1.0,0.0
TN,1998,GILES,022AIRPORT,house,D,49,49.0,1.0,0.0
TN,1998,GILES,022AIRPORT,house,R,104,104.0,1.0,0.0
TN,1998,GILES,031BODENHAM,house,D,106,106.0,1.0,0.0
TN,1998,GILES,031BODENHAM,house,R,153,153.0,1.0,0.0
TN,1998,GILES,032CAMPBELLSVILLE,house,D,83,83.0,1.0,0.0
TN,1998,GILES,032CAMPBELLSVILLE,house,R,80,80.0,1.0,0.0
TN,1998,GILES,041LYNNVILLE,house,D,105,105.0,1.0,0.0
TN,1998,GILES,041LYNNVILLE,house,R,212,212.0,1.0,0.0
TN,1998,GILES,042BRICKCHURCH,house,D,65,65.0,1.0,0.0
TN,1998,GILES,042BRICKCHURCH,house,R,160,160.0,1.0,0.0
TN,1998,GILES,051TNTECHCENTER,house,D,83,83.0,1.0,0.0
TN,1998,GILES,051TNTECHCENTER,house,R,125,125.0,1.0,0.0
TN,1998,GILES,052COOP,house,D,76,76.0,1.0,0.0
TN,1998,GILES,052COOP,house,R,150,150.0,1.0,0.0
TN,1998,GILES,061COURTHOUSE,house,D,58,58.0,1.0,0.0
TN,1998,GILES,061COURTHOUSE,house,R,79,79.0,1.0,0.0
TN,1998,GILES,062BMS,house,D,62,62.0,1.0,0.0
TN,1998,GILES,062BMS,house,R,40,40.0,1.0,0.0
TN,1998,GILES,071GCHS,house,D,51,51.0,1.0,0.0
TN,1998,GILES,071GCHS,house,R,63,63.0,1.0,0.0
TN,1998,GILES,072RECCENTER,house,D,78,78.0,1.0,0.0
TN,1998,GILES,072RECCENTER,house,R,110,110.0,1.0,0.0
TN,1998,GILES,ABSENTEE,house,D,452,452.0,1.0,0.0
TN,1998,GILES,ABSENTEE,house,R,637,637.0,1.0,0.0
TN,1998,GRAINGER,11GRCOURTHOUSE,house,D,39,39.0,1.0,0.0
TN,1998,GRAINGER,11GRCOURTHOUSE,house,R,114,114.0,1.0,0.0
TN,1998,GRAINGER,12CENTRALPOINT,house,D,31,31.0,1.0,0.0
TN,1998,GRAINGER,12CENTRALPOINT,house,R,134,134.0,1.0,0.0
TN,1998,GRAINGER,21BEANSTASCH,house,D,57,57.0,1.0,0.0
TN,1998,GRAINGER,21BEANSTASCH,house,R,96,96.0,1.0,0.0
TN,1998,GRAINGER,22NARROWVALLEY,house,D,52,52.0,1.0,0.0
TN,1998,GRAINGER,22NARROWVALLEY,house,R,143,143.0,1.0,0.0
TN,1998,GRAINGER,31REDHOUSE,house,D,73,73.0,1.0,0.0
TN,1998,GRAINGER,31REDHOUSE,house,R,149,149.0,1.0,0.0
TN,1998,GRAINGER,32INDIANRIDGE,house,D,21,21.0,1.0,0.0
TN,1998,GRAINGER,32INDIANRIDGE,house,R,137,137.0,1.0,0.0
TN,1998,GRAINGER,41THORNHILL,house,D,84,84.0,1.0,0.0
TN,1998,GRAINGER,41THORNHILL,house,R,117,117.0,1.0,0.0
TN,1998,GRAINGER,52BEANSTARESCUE,house,D,59,59.0,1.0,0.0
TN,1998,GRAINGER,52BEANSTARESCUE,house,R,170,170.0,1.0,0.0
TN,1998,GRAINGER,ABSENTEE,house,D,107,107.0,1.0,0.0
TN,1998,GRAINGER,ABSENTEE,house,R,340,340.0,1.0,0.0
TN,1998,GREENE,BAILEYTON,house,D,26,26.0,1.0,0.0
TN,1998,GREENE,BAILEYTON,house,R,98,98.0,1.0,0.0
TN,1998,GREENE,BAILEYTON,senate,D,26,26.0,1.0,0.0
TN,1998,GREENE,BAILEYTON,senate,R,98,98.0,1.0,0.0
TN,1998,GREENE,CANEYBRANCH,house,D,16,16.0,1.0,0.0
TN,1998,GREENE,CANEYBRANCH,house,R,133,133.0,1.0,0.0
TN,1998,GREENE,CANEYBRANCH,senate,D,16,16.0,1.0,0.0
TN,1998,GREENE,CANEYBRANCH,senate,R,133,133.0,1.0,0.0
TN,1998,GREENE,CHUCKEY,house,D,23,23.0,1.0,0.0
TN,1998,GREENE,CHUCKEY,house,R,112,112.0,1.0,0.0
TN,1998,GREENE,CHUCKEY,senate,D,23,23.0,1.0,0.0
TN,1998,GREENE,CHUCKEY,senate,R,112,112.0,1.0,0.0
TN,1998,GREENE,CHUCKEYDOAK,house,D,69,69.0,1.0,0.0
TN,1998,GREENE,CHUCKEYDOAK,house,R,222,222.0,1.0,0.0
TN,1998,GREENE,CHUCKEYDOAK,senate,D,69,69.0,1.0,0.0
TN,1998,GREENE,CHUCKEYDOAK,senate,R,222,222.0,1.0,0.0
TN,1998,GREENE,COURTHOUSE,house,D,69,69.0,1.0,0.0
TN,1998,GREENE,COURTHOUSE,house,R,311,311.0,1.0,0.0
TN,1998,GREENE,COURTHOUSE,senate,D,69,69.0,1.0,0.0
TN,1998,GREENE,COURTHOUSE,senate,R,311,311.0,1.0,0.0
TN,1998,GREENE,CROSSANCHOR,house,D,44,44.0,1.0,0.0
TN,1998,GREENE,CROSSANCHOR,house,R,72,72.0,1.0,0.0
TN,1998,GREENE,CROSSANCHOR,senate,D,44,44.0,1.0,0.0
TN,1998,GREENE,CROSSANCHOR,senate,R,72,72.0,1.0,0.0
TN,1998,GREENE,DEBUSK,house,D,85,85.0,1.0,0.0
TN,1998,GREENE,DEBUSK,house,R,346,346.0,1.0,0.0
TN,1998,GREENE,DEBUSK,senate,D,85,85.0,1.0,0.0
TN,1998,GREENE,DEBUSK,senate,R,346,346.0,1.0,0.0
TN,1998,GREENE,EASTVIEW,house,D,49,49.0,1.0,0.0
TN,1998,GREENE,EASTVIEW,house,R,244,244.0,1.0,0.0
TN,1998,GREENE,EASTVIEW,senate,D,49,49.0,1.0,0.0
TN,1998,GREENE,EASTVIEW,senate,R,244,244.0,1.0,0.0
TN,1998,GREENE,FLAGBRANCH,house,D,40,40.0,1.0,0.0
TN,1998,GREENE,FLAGBRANCH,house,R,127,127.0,1.0,0.0
TN,1998,GREENE,FLAGBRANCH,senate,D,40,40.0,1.0,0.0
TN,1998,GREENE,FLAGBRANCH,senate,R,127,127.0,1.0,0.0
TN,1998,GREENE,FORESTHILLS,house,D,39,39.0,1.0,0.0
TN,1998,GREENE,FORESTHILLS,house,R,217,217.0,1.0,0.0
TN,1998,GREENE,FORESTHILLS,senate,D,39,39.0,1.0,0.0
TN,1998,GREENE,FORESTHILLS,senate,R,217,217.0,1.0,0.0
TN,1998,GREENE,GLENWOOD,house,D,38,38.0,1.0,0.0
TN,1998,GREENE,GLENWOOD,house,R,110,110.0,1.0,0.0
TN,1998,GREENE,GLENWOOD,senate,D,38,38.0,1.0,0.0
TN,1998,GREENE,GLENWOOD,senate,R,110,110.0,1.0,0.0
TN,1998,GREENE,GREYSTONE,house,D,42,42.0,1.0,0.0
TN,1998,GREENE,GREYSTONE,house,R,196,196.0,1.0,0.0
TN,1998,GREENE,GREYSTONE,senate,D,42,42.0,1.0,0.0
TN,1998,GREENE,GREYSTONE,senate,R,196,196.0,1.0,0.0
TN,1998,GREENE,HARDINS,house,D,32,32.0,1.0,0.0
TN,1998,GREENE,HARDINS,house,R,99,99.0,1.0,0.0
TN,1998,GREENE,HARDINS,senate,D,32,32.0,1.0,0.0
TN,1998,GREENE,HARDINS,senate,R,99,99.0,1.0,0.0
TN,1998,GREENE,HIGHLANDROBY,house,D,45,45.0,1.0,0.0
TN,1998,GREENE,HIGHLANDROBY,house,R,84,84.0,1.0,0.0
TN,1998,GREENE,HIGHLANDROBY,senate,D,45,45.0,1.0,0.0
TN,1998,GREENE,HIGHLANDROBY,senate,R,84,84.0,1.0,0.0
TN,1998,GREENE,HIGHSCHOOL,house,D,56,56.0,1.0,0.0
TN,1998,GREENE,HIGHSCHOOL,house,R,156,156.0,1.0,0.0
TN,1998,GREENE,HIGHSCHOOL,senate,D,56,56.0,1.0,0.0
TN,1998,GREENE,HIGHSCHOOL,senate,R,156,156.0,1.0,0.0
TN,1998,GREENE,JOCKEY,house,D,17,17.0,1.0,0.0
TN,1998,GREENE,JOCKEY,house,R,97,97.0,1.0,0.0
TN,1998,GREENE,JOCKEY,senate,D,17,17.0,1.0,0.0
TN,1998,GREENE,JOCKEY,senate,R,97,97.0,1.0,0.0
TN,1998,GREENE,LOSTMOUNTAIN,house,D,14,14.0,1.0,0.0
TN,1998,GREENE,LOSTMOUNTAIN,house,R,45,45.0,1.0,0.0
TN,1998,GREENE,LOSTMOUNTAIN,senate,D,14,14.0,1.0,0.0
TN,1998,GREENE,LOSTMOUNTAIN,senate,R,45,45.0,1.0,0.0
TN,1998,GREENE,MCDONALD,house,D,27,27.0,1.0,0.0
TN,1998,GREENE,MCDONALD,house,R,106,106.0,1.0,0.0
TN,1998,GREENE,MCDONALD,senate,D,27,27.0,1.0,0.0
TN,1998,GREENE,MCDONALD,senate,R,106,106.0,1.0,0.0
TN,1998,GREENE,MIDDLESCHOOL,house,D,66,66.0,1.0,0.0
TN,1998,GREENE,MIDDLESCHOOL,house,R,191,191.0,1.0,0.0
TN,1998,GREENE,MIDDLESCHOOL,senate,D,66,66.0,1.0,0.0
TN,1998,GREENE,MIDDLESCHOOL,senate,R,191,191.0,1.0,0.0
TN,1998,GREENE,MOHAWK,house,D,49,49.0,1.0,0.0
TN,1998,GREENE,MOHAWK,house,R,129,129.0,1.0,0.0
TN,1998,GREENE,MOHAWK,senate,D,49,49.0,1.0,0.0
TN,1998,GREENE,MOHAWK,senate,R,129,129.0,1.0,0.0
TN,1998,GREENE,MOSHEIM,house,D,86,86.0,1.0,0.0
TN,1998,GREENE,MOSHEIM,house,R,253,253.0,1.0,0.0
TN,1998,GREENE,MOSHEIM,senate,D,86,86.0,1.0,0.0
TN,1998,GREENE,MOSHEIM,senate,R,253,253.0,1.0,0.0
TN,1998,GREENE,MTCARMEL,house,D,33,33.0,1.0,0.0
TN,1998,GREENE,MTCARMEL,house,R,95,95.0,1.0,0.0
TN,1998,GREENE,MTCARMEL,senate,D,33,33.0,1.0,0.0
TN,1998,GREENE,MTCARMEL,senate,R,95,95.0,1.0,0.0
TN,1998,GREENE,MTPLEASANT,house,D,53,53.0,1.0,0.0
TN,1998,GREENE,MTPLEASANT,house,R,224,224.0,1.0,0.0
TN,1998,GREENE,MTPLEASANT,senate,D,53,53.0,1.0,0.0
TN,1998,GREENE,MTPLEASANT,senate,R,224,224.0,1.0,0.0
TN,1998,GREENE,NEWMANSVILLE,house,D,37,37.0,1.0,0.0
TN,1998,GREENE,NEWMANSVILLE,house,R,121,121.0,1.0,0.0
TN,1998,GREENE,NEWMANSVILLE,senate,D,37,37.0,1.0,0.0
TN,1998,GREENE,NEWMANSVILLE,senate,R,121,121.0,1.0,0.0
TN,1998,GREENE,OREBANK,house,D,22,22.0,1.0,0.0
TN,1998,GREENE,OREBANK,house,R,97,97.0,1.0,0.0
TN,1998,GREENE,OREBANK,senate,D,22,22.0,1.0,0.0
TN,1998,GREENE,OREBANK,senate,R,97,97.0,1.0,0.0
TN,1998,GREENE,SOUTHGREENE,house,D,51,51.0,1.0,0.0
TN,1998,GREENE,SOUTHGREENE,house,R,151,151.0,1.0,0.0
TN,1998,GREENE,SOUTHGREENE,senate,D,51,51.0,1.0,0.0
TN,1998,GREENE,SOUTHGREENE,senate,R,151,151.0,1.0,0.0
TN,1998,GREENE,SUNNYSIDE,house,D,33,33.0,1.0,0.0
TN,1998,GREENE,SUNNYSIDE,house,R,165,165.0,1.0,0.0
TN,1998,GREENE,SUNNYSIDE,senate,D,33,33.0,1.0,0.0
TN,1998,GREENE,SUNNYSIDE,senate,R,165,165.0,1.0,0.0
TN,1998,GREENE,TUSCULUMCORP,house,D,66,66.0,1.0,0.0
TN,1998,GREENE,TUSCULUMCORP,house,R,247,247.0,1.0,0.0
TN,1998,GREENE,TUSCULUMCORP,senate,D,66,66.0,1.0,0.0
TN,1998,GREENE,TUSCULUMCORP,senate,R,247,247.0,1.0,0.0
TN,1998,GREENE,TUSCULUMVIEW,house,D,61,61.0,1.0,0.0
TN,1998,GREENE,TUSCULUMVIEW,house,R,257,257.0,1.0,0.0
TN,1998,GREENE,TUSCULUMVIEW,senate,D,61,61.0,1.0,0.0
TN,1998,GREENE,TUSCULUMVIEW,senate,R,257,257.0,1.0,0.0
TN,1998,GREENE,WARRENSBURG,house,D,8,8.0,1.0,0.0
TN,1998,GREENE,WARRENSBURG,house,R,62,62.0,1.0,0.0
TN,1998,GREENE,WARRENSBURG,senate,D,8,8.0,1.0,0.0
TN,1998,GREENE,WARRENSBURG,senate,R,62,62.0,1.0,0.0
TN,1998,GREENE,WESTPINES,house,D,47,47.0,1.0,0.0
TN,1998,GREENE,WESTPINES,house,R,183,183.0,1.0,0.0
TN,1998,GREENE,WESTPINES,senate,D,47,47.0,1.0,0.0
TN,1998,GREENE,WESTPINES,senate,R,183,183.0,1.0,0.0
TN,1998,GREENE,WOODLAWN,house,D,37,37.0,1.0,0.0
TN,1998,GREENE,WOODLAWN,house,R,99,99.0,1.0,0.0
TN,1998,GREENE,WOODLAWN,senate,D,37,37.0,1.0,0.0
TN,1998,GREENE,WOODLAWN,senate,R,99,99.0,1.0,0.0
TN,1998,GREENE,ZBSENTEE1,house,D,333,333.0,1.0,0.0
TN,1998,GREENE,ZBSENTEE1,house,R,1335,1335.0,1.0,0.0
TN,1998,GREENE,ZBSENTEE1,senate,D,333,333.0,1.0,0.0
TN,1998,GREENE,ZBSENTEE1,senate,R,1335,1335.0,1.0,0.0
TN,1998,GREENE,ZBSENTEE2,house,D,0,0.0,1.0,0.0
TN,1998,GREENE,ZBSENTEE2,house,R,0,0.0,1.0,0.0
