state,year,chamber,district,dem_votes,rep_votes,dem_margin,dem_win,incumbency_balance,result_source,prior_pres_margin,presidential_source,national_swing,environment_baseline_margin,nonwhite_share,college_share,white_college_share,acs_vintage,demographics_source,swing_x_nonwhite,swing_x_white_college,baseline_error,primary_calibration_eligible,incumbency_model_ready,open_seat,gap,dem_candidate_id,rep_candidate_id,prior_quality_differential,prior_quality_available,demographic_type
GA,2020,lower,80.0,17347.0,12173.0,17.52710027100271,1,1.0,Klarner SLER contest file,0.3245695556293055,Daily Kos 2016 presidential results by 2010-plan district,2.31,2.6345695556293056,0.3962312813321083,0.7243779555398417,0.7922248308244717,2020,ACS 2020 5-year direct SLD tabulation,0.9152942598771702,1.8300393592045296,14.892530715373404,True,True,0.0,14.892530715373404,MATTHEW WILSON,ALAN COLE,-0.4110361326069967,1,high_white_college
GA,2020,lower,93.0,26638.0,5164.0,67.52405509087478,1,1.0,Klarner SLER contest file,56.90536862857643,Daily Kos 2016 presidential results by 2010-plan district,2.31,59.21536862857644,0.8542749364547412,0.3712166172106825,0.3158582821283828,2020,ACS 2020 5-year direct SLD tabulation,1.973375103210452,0.7296326317165642,8.308686462298347,True,True,0.0,8.30868646229834,DARSHUN N KENDRICK,HUBERT OWENS,0.0,0,majority_nonwhite
GA,2020,lower,95.0,16530.0,13023.0,11.866815551720638,1,1.0,Klarner SLER contest file,-4.589977419215247,Daily Kos 2016 presidential results by 2010-plan district,2.31,-2.2799774192152467,0.5315110966057441,0.5327997713305702,0.6368052312003737,2020,ACS 2020 5-year direct SLD tabulation,1.227790633159269,1.471020084072863,14.146792970935884,True,True,0.0,14.146792970935884,BETH MOORE,ERICA MCCURDY,0.277136979904691,1,majority_nonwhite
GA,2020,lower,97.0,15520.0,16929.0,-4.342198526919166,0,-1.0,Klarner SLER contest file,-23.499854909869804,Daily Kos 2016 presidential results by 2010-plan district,2.31,-21.189854909869805,0.5114390906606215,0.5463743676222597,0.5723866247713736,2020,ACS 2020 5-year direct SLD tabulation,1.1814242994260358,1.322213103221873,16.84765638295064,True,True,0.0,16.84765638295064,MARY BLACKMONCAMPBELL,BONNIE RICH,1.3729916660867456,1,majority_nonwhite
GA,2020,lower,98.0,12888.0,18595.0,-18.127243274147958,0,-1.0,Klarner SLER contest file,-32.1183517165167,Daily Kos 2016 presidential results by 2010-plan district,2.31,-29.8083517165167,0.4408891635036925,0.3781516478451256,0.3677837668932114,2020,ACS 2020 5-year direct SLD tabulation,1.0184539676935298,0.8495805015233183,11.681108442368746,True,True,0.0,11.681108442368743,TAEHO CHO,DAVID T CLARK,0.0,0,high_white_college
GA,2020,lower,101.0,15941.0,9713.0,24.276915880564435,1,1.0,Klarner SLER contest file,4.364667675979986,Daily Kos 2016 presidential results by 2010-plan district,2.31,6.674667675979986,0.6848301435008897,0.3540448278599592,0.4419410745233968,2020,ACS 2020 5-year direct SLD tabulation,1.5819576314870551,1.020883882149047,17.60224820458445,True,True,0.0,17.60224820458445,SAMUEL PARK,CAROL FIELD,1.7418535749750337,1,majority_nonwhite
GA,2020,lower,102.0,14134.0,13313.0,2.991219441104674,1,1.0,Klarner SLER contest file,-12.35165022749343,Daily Kos 2016 presidential results by 2010-plan district,2.31,-10.04165022749343,0.580020317154221,0.420076232108111,0.4425824964131994,2020,ACS 2020 5-year direct SLD tabulation,1.3398469326262503,1.0223655667144906,13.032869668598105,True,True,0.0,13.032869668598103,GREGG KENNARD,SOO HONG,2.224793598640912,1,majority_nonwhite
GA,2020,lower,103.0,11652.0,24204.0,-35.00669344042838,0,-1.0,Klarner SLER contest file,-47.81486156171536,Daily Kos 2016 presidential results by 2010-plan district,2.31,-45.50486156171536,0.3559813737596143,0.3645208031463465,0.4072041984732824,2020,ACS 2020 5-year direct SLD tabulation,0.8223169733847091,0.9406416984732824,10.49816812128698,True,True,0.0,10.49816812128698,CLIFTON MARSHALL,TIMOTHY L BARR,0.0,0,high_white_college
GA,2020,lower,104.0,16547.0,17326.0,-2.299766775898208,0,-1.0,Klarner SLER contest file,-26.513686066391543,Daily Kos 2016 presidential results by 2010-plan district,2.31,-24.203686066391544,0.528889344082403,0.3693156840717042,0.3954302474100005,2020,ACS 2020 5-year direct SLD tabulation,1.2217343848303508,0.9134438715171012,21.90391929049333,True,True,0.0,21.903919290493334,NAKITA HEMINGWAY,CHUCK P CHUCK EFSTRATION,3.3743429427636893,1,majority_nonwhite
GA,2020,lower,105.0,19869.0,12043.0,24.523690147906745,1,1.0,Klarner SLER contest file,4.839652214059326,Daily Kos 2016 presidential results by 2010-plan district,2.31,7.149652214059326,0.5692615957796527,0.3702447475659452,0.3734012685868774,2020,ACS 2020 5-year direct SLD tabulation,1.3149942862509978,0.8625569304356868,17.37403793384742,True,True,0.0,17.37403793384742,DONNA MCLEOD,ERIC DIERKS,1.404766425321848,1,majority_nonwhite
GA,2020,lower,106.0,17611.0,12384.0,17.42623770628438,1,-1.0,Klarner SLER contest file,-5.737611572455558,Daily Kos 2016 presidential results by 2010-plan district,2.31,-3.427611572455558,0.6171204840718989,0.3212857871152969,0.3228076296813212,2020,ACS 2020 5-year direct SLD tabulation,1.4255483182060864,0.745685624563852,20.853849278739936,True,True,0.0,20.853849278739936,REBECCA MITCHELL,BRETT A HARRELL,0.0,0,majority_nonwhite
GA,2020,lower,107.0,16730.0,10514.0,22.81603288797533,1,1.0,Klarner SLER contest file,1.7677133629747075,Daily Kos 2016 presidential results by 2010-plan district,2.31,4.077713362974707,0.6910716870667332,0.3891805641342392,0.50219903093552,2020,ACS 2020 5-year direct SLD tabulation,1.5963755971241536,1.1600797614610512,18.738319525000627,True,True,0.0,18.73831952500062,SHELLY HUTCHINSON,MICHAEL MCCONNELL,2.3836912953640166,1,majority_nonwhite
GA,2020,lower,108.0,14602.0,12034.0,9.641087250337888,1,1.0,Klarner SLER contest file,-10.312662956836787,Daily Kos 2016 presidential results by 2010-plan district,2.31,-8.002662956836788,0.6141151685393258,0.3955023949341055,0.4744647769405573,2020,ACS 2020 5-year direct SLD tabulation,1.4186060393258426,1.0960136347326874,17.643750207174676,True,True,0.0,17.643750207174676,JASMINE CLARK,JOHNNY CRIST,1.348161043630966,1,majority_nonwhite
GA,2020,lower,109.0,17009.0,15825.0,3.606018151915697,1,-1.0,Klarner SLER contest file,-16.322919439203638,Daily Kos 2016 presidential results by 2010-plan district,2.31,-14.012919439203635,0.5337567283707496,0.3203055378739656,0.3067197259721942,2020,ACS 2020 5-year direct SLD tabulation,1.2329780425364316,0.7085225669957687,17.618937591119334,True,True,0.0,17.618937591119334,REGINA LEWISWARD,R DALE RUTLEDGE,3.481114236267245,1,majority_nonwhite
GA,2020,lower,110.0,12459.0,15729.0,-11.600681140911028,0,0.0,Klarner SLER contest file,-20.77462181780137,Daily Kos 2016 presidential results by 2010-plan district,2.31,-18.464621817801376,0.4308681672025723,0.1899075609002276,0.1671388101983003,2020,ACS 2020 5-year direct SLD tabulation,0.995305466237942,0.3860906515580737,6.8639406768903495,True,True,1.0,6.863940676890348,EBONY CARTER,CLINT CROWE,0.0,0,other
GA,2020,lower,115.0,6895.0,23812.0,-55.09167290845736,0,-1.0,Klarner SLER contest file,-51.37963101259934,Daily Kos 2016 presidential results by 2010-plan district,2.31,-49.06963101259934,0.275411138750691,0.1907224412472479,0.2182571775171856,2020,ACS 2020 5-year direct SLD tabulation,0.6361997305140963,0.5041740800646988,-6.022041895858017,True,True,0.0,-6.022041895858024,DEBBIE REED,BRUCE B BRUCE WILLIAMSON,0.0,0,other
GA,2020,lower,117.0,12940.0,16863.0,-13.16310438546455,0,-1.0,Klarner SLER contest file,-6.928259965827962,Daily Kos 2016 presidential results by 2010-plan district,2.31,-4.618259965827962,0.3122803038893298,0.4651868087058464,0.5000894166458028,2020,ACS 2020 5-year direct SLD tabulation,0.7213675019843518,1.1552065524518045,-8.544844419636588,True,True,0.0,-8.544844419636588,JASMINE MOKAH JOHNSON,HOUSTON GAINES,-1.613765287466612,1,high_white_college
GA,2020,lower,119.0,13852.0,16828.0,-9.70013037809648,0,-1.0,Klarner SLER contest file,-13.331212749641978,Daily Kos 2016 presidential results by 2010-plan district,2.31,-11.021212749641975,0.2688151788619278,0.5410116501990857,0.5740077821011673,2020,ACS 2020 5-year direct SLD tabulation,0.6209630631710532,1.3259579766536966,1.3210823715454971,True,True,0.0,1.3210823715454953,JONATHAN WALLACE,MARCUS A WIEDOWER,0.740840410146538,1,high_white_college
GA,2020,lower,122.0,11224.0,26081.0,-39.82576062190055,0,-1.0,Klarner SLER contest file,-44.95302883555572,Daily Kos 2016 presidential results by 2010-plan district,2.31,-42.64302883555572,0.2798960263093648,0.467772688421837,0.4869233999160218,2020,ACS 2020 5-year direct SLD tabulation,0.6465598207746327,1.1247930538060105,2.817268213655169,True,True,0.0,2.8172682136551686,DORIS O CRUTCHFIELD,JODI LOTT,0.0,0,high_white_college
GA,2020,lower,129.0,7152.0,18966.0,-45.23317252469561,0,-1.0,Klarner SLER contest file,-33.11867403790342,Daily Kos 2016 presidential results by 2010-plan district,2.31,-30.80867403790342,0.3155541420339743,0.1627128628038984,0.1761804908356632,2020,ACS 2020 5-year direct SLD tabulation,0.7289300680984807,0.406976933830382,-14.424498486792192,True,True,0.0,-14.424498486792192,SHARONDA BELL,SUSAN D HOLMES,0.0,0,other
GA,2020,lower,130.0,11398.0,16023.0,-16.866635060719886,0,-1.0,Klarner SLER contest file,-18.44292382306081,Daily Kos 2016 presidential results by 2010-plan district,2.31,-16.13292382306081,0.4337138154363616,0.2096089444400495,0.2332158551973197,2020,ACS 2020 5-year direct SLD tabulation,1.0018789136579953,0.5387286255058085,-0.733711237659076,True,True,0.0,-0.733711237659076,SHEILA HENLEY,DAVID W KNIGHT,0.0,0,other
GA,2020,lower,131.0,6816.0,20246.0,-49.62678294287193,0,0.0,Klarner SLER contest file,-42.15415357149921,Daily Kos 2016 presidential results by 2010-plan district,2.31,-39.844153571499206,0.2874746730521275,0.1530406875543951,0.1805873238397402,2020,ACS 2020 5-year direct SLD tabulation,0.6640664947504145,0.4171567180697998,-9.78262937137272,True,True,1.0,-9.782629371372721,CHRIS BENTON,BETH CAMP,-2.90640468848561,1,other
GA,2020,lower,132.0,10792.0,11458.0,-2.993258426966292,0,1.0,Klarner SLER contest file,1.289276685806462,Daily Kos 2016 presidential results by 2010-plan district,2.31,3.599276685806462,0.5184888775714364,0.1337474467668373,0.1542710270152029,2020,ACS 2020 5-year direct SLD tabulation,1.197709307190018,0.3563660724051187,-6.5925351127727545,True,True,0.0,-6.5925351127727545,ROBERT T BOB TRAMMELL,DAVID JENKINS,-0.7946701577182509,1,majority_nonwhite
GA,2020,lower,134.0,9831.0,17591.0,-28.29844650280797,0,-1.0,Klarner SLER contest file,-32.34481961359781,Daily Kos 2016 presidential results by 2010-plan district,2.31,-30.034819613597808,0.3315289055451453,0.3966361174755259,0.4118079013070935,2020,ACS 2020 5-year direct SLD tabulation,0.7658317718092856,0.951276252019386,1.7363731107898417,True,True,0.0,1.7363731107898381,CARL SPRAYBERRY,RICHARD H SMITH,0.0,0,high_white_college
GA,2020,lower,138.0,8177.0,9542.0,-7.703595011005135,0,-1.0,Klarner SLER contest file,-4.309946673071772,Daily Kos 2016 presidential results by 2010-plan district,2.31,-1.999946673071772,0.5228954444640719,0.1869140813762443,0.2361093691207826,2020,ACS 2020 5-year direct SLD tabulation,1.2078884767120062,0.5454126426690078,-5.703648337933364,True,True,0.0,-5.703648337933363,MARC ARNETT,MICHAEL A MIKE CHEOKAS,-1.390037979521552,1,majority_nonwhite
GA,2020,lower,144.0,8306.0,18560.0,-38.16720017866448,0,-1.0,Klarner SLER contest file,-27.636964583351308,Daily Kos 2016 presidential results by 2010-plan district,2.31,-25.32696458335131,0.3355609033691226,0.1896891418563923,0.2151042277758222,2020,ACS 2020 5-year direct SLD tabulation,0.7751456867826731,0.4968907661621493,-12.840235595313173,True,True,0.0,-12.840235595313171,MARY WHIPPLELUE,DANNY MATHIS,-2.351087035253684,1,other
GA,2020,lower,145.0,9659.0,12371.0,-12.310485701316386,0,-1.0,Klarner SLER contest file,-3.3186553069863485,Daily Kos 2016 presidential results by 2010-plan district,2.31,-1.0086553069863484,0.4445346116101759,0.2332205384728556,0.2854073960411232,2020,ACS 2020 5-year direct SLD tabulation,1.0268749528195062,0.6592910848549945,-11.301830394330038,True,True,0.0,-11.301830394330038,QUENTIN T HOWELL,R KYLE WILLIAMS,0.0,0,other
GA,2020,lower,147.0,10773.0,11794.0,-4.524305401692737,0,-1.0,Klarner SLER contest file,-9.008671451249032,Daily Kos 2016 presidential results by 2010-plan district,2.31,-6.698671451249032,0.4918984322940413,0.2559196817579087,0.2746746461480003,2020,ACS 2020 5-year direct SLD tabulation,1.1362853785992355,0.6344984326018807,2.174366049556295,True,True,0.0,2.174366049556295,STEPHEN BAUGHIER,HEATH N CLARK,-1.391278558003786,1,other
GA,2020,lower,148.0,6322.0,15443.0,-41.90673099012176,0,-1.0,Klarner SLER contest file,-29.321269708688263,Daily Kos 2016 presidential results by 2010-plan district,2.31,-27.011269708688264,0.4547323948927897,0.1701459154329534,0.204558659217877,2020,ACS 2020 5-year direct SLD tabulation,1.0504318322023445,0.4725305027932959,-14.895461281433494,True,True,0.0,-14.895461281433494,REGINA AWUNG,NOEL WILLIAMS,-3.966008573047424,1,other
GA,2020,lower,151.0,11185.0,12011.0,-3.560958785997586,0,-1.0,Klarner SLER contest file,8.91682827770698,Daily Kos 2016 presidential results by 2010-plan district,2.31,11.22682827770698,0.6269156803267313,0.1509535245091114,0.2240203842710557,2020,ACS 2020 5-year direct SLD tabulation,1.4481752215547492,0.5174870876661387,-14.787787063704569,True,True,0.0,-14.787787063704567,JOYCE BARLOW,GERALD E GREENE,-11.130144863290015,1,majority_nonwhite
GA,2020,lower,155.0,6214.0,16132.0,-44.38378233240849,0,-1.0,Klarner SLER contest file,-38.04295953328116,Daily Kos 2016 presidential results by 2010-plan district,2.31,-35.73295953328116,0.3677144026346045,0.1446354302998574,0.1675580110497237,2020,ACS 2020 5-year direct SLD tabulation,0.8494202700859363,0.3870590055248618,-8.650822799127326,True,True,0.0,-8.650822799127326,LETHIA J KITTRELL,CLAY PIRKLE,0.0,0,other
GA,2020,lower,158.0,6773.0,15379.0,-38.84976525821596,0,-1.0,Klarner SLER contest file,-23.762766327991883,Daily Kos 2016 presidential results by 2010-plan district,2.31,-21.452766327991885,0.413518776077886,0.1325398820998519,0.1617772586369558,2020,ACS 2020 5-year direct SLD tabulation,0.9552283727399168,0.3737054674513679,-17.396998930224076,True,True,0.0,-17.396998930224076,ANN P D GLEASON,LARRY J BUTCH PARRISH,0.0,0,other
GA,2020,lower,164.0,12484.0,13829.0,-5.111541823433284,0,-1.0,Klarner SLER contest file,-13.726088985994169,Daily Kos 2016 presidential results by 2010-plan district,2.31,-11.416088985994168,0.4564438328822222,0.3365032386404987,0.3556651880104473,2020,ACS 2020 5-year direct SLD tabulation,1.0543852539579333,0.8215865843041332,6.304547162560882,True,True,0.0,6.304547162560884,MARCUS THOMPSON,RON R RON 1 STEPHENS,0.6319195801753528,1,high_white_college
GA,2020,lower,166.0,11115.0,26058.0,-40.19853119199419,0,-1.0,Klarner SLER contest file,-37.39878556536539,Daily Kos 2016 presidential results by 2010-plan district,2.31,-35.088785565365384,0.1707912759816228,0.5320779034798797,0.5558631380799468,2020,ACS 2020 5-year direct SLD tabulation,0.3945278475175486,1.284043848964677,-5.109745626628808,True,True,0.0,-5.109745626628808,MICHAEL MACK,JESSE L PETREA,0.0,0,high_white_college
GA,2020,lower,169.0,5074.0,13759.0,-46.115860457707214,0,-1.0,Klarner SLER contest file,-42.000853213865526,Daily Kos 2016 presidential results by 2010-plan district,2.31,-39.69085321386552,0.3874268467738967,0.1165010606229764,0.1452100840336134,2020,ACS 2020 5-year direct SLD tabulation,0.8949560160477015,0.335435294117647,-6.425007243841691,True,True,0.0,-6.425007243841691,MICHAEL BUCKLE MOORE,DOMINIC F LARICCIA,0.0,0,other
GA,2020,lower,170.0,4979.0,15626.0,-51.67192429022082,0,-1.0,Klarner SLER contest file,-41.62592990313912,Daily Kos 2016 presidential results by 2010-plan district,2.31,-39.31592990313912,0.3450459006014561,0.1429375035157788,0.1632532025937055,2020,ACS 2020 5-year direct SLD tabulation,0.7970560303893637,0.3771148979914597,-12.3559943870817,True,True,0.0,-12.3559943870817,ANDRE OLIVER,LILLIAN P PENNY HOUSTON,0.0,0,other
GA,2020,lower,173.0,9766.0,14267.0,-18.728415095909792,0,-1.0,Klarner SLER contest file,-14.64536577023331,Daily Kos 2016 presidential results by 2010-plan district,2.31,-12.33536577023331,0.474570835691379,0.1895810055865922,0.2688442211055276,2020,ACS 2020 5-year direct SLD tabulation,1.0962586304470854,0.6210301507537688,-6.393049325676483,True,True,0.0,-6.393049325676483,BOOKER T GAINOR,DARLENE K TAYLOR,-3.4196368495292147,1,other
GA,2020,lower,176.0,6185.0,15241.0,-42.26640530196957,0,0.0,Klarner SLER contest file,-35.50527127295787,Daily Kos 2016 presidential results by 2010-plan district,2.31,-33.19527127295787,0.3695625916659477,0.173733914764975,0.1833155781365238,2020,ACS 2020 5-year direct SLD tabulation,0.8536895867483392,0.42345898549537,-9.071134029011702,True,True,1.0,-9.071134029011702,EVANS PRIMUS,JAMES BURCHETT,0.0,0,other
GA,2020,lower,179.0,11672.0,15441.0,-13.901080662412864,0,-1.0,Klarner SLER contest file,-16.679640033992033,Daily Kos 2016 presidential results by 2010-plan district,2.31,-14.369640033992033,0.4117326297273527,0.2969485312329717,0.3784604868416056,2020,ACS 2020 5-year direct SLD tabulation,0.9511023746701848,0.8742437246041089,0.4685593715791682,True,True,0.0,0.46855937157916827,JULIE JORDAN,DON HOGAN,-2.557952119708104,1,high_white_college
GA,2020,upper,6.0,62148.0,38891.0,23.01784459466147,1,1.0,Klarner SLER contest file,4.12406248083082,Daily Kos 2016 presidential results by 2010-plan district,2.31,6.43406248083082,0.4513116788213772,0.6514620441340935,0.7371196283391406,2020,ACS 2020 5-year direct SLD tabulation,1.0425299780773811,1.7027463414634147,16.58378211383065,True,True,0.0,16.583782113830647,JEN JORDAN,HARRISON LANCE,1.6095346663471277,1,high_white_college
GA,2020,upper,8.0,26819.0,43324.0,-23.53050197453773,0,0.0,Klarner SLER contest file,-20.025570715940137,Daily Kos 2016 presidential results by 2010-plan district,2.31,-17.71557071594014,0.4332950618534652,0.2262459792547616,0.2708958866423109,2020,ACS 2020 5-year direct SLD tabulation,1.0009115928815049,0.6257694981437382,-5.814931258597593,True,True,1.0,-5.814931258597593,TREVA GEAR,RUSS GOODMAN,0.0,0,other
GA,2020,upper,9.0,53941.0,49879.0,3.912540936235793,1,-1.0,Klarner SLER contest file,-19.15488885625821,Daily Kos 2016 presidential results by 2010-plan district,2.31,-16.844888856258216,0.5314467152181035,0.3980225680083654,0.4176285885167464,2020,ACS 2020 5-year direct SLD tabulation,1.2276419121538191,0.9647220394736842,20.75742979249401,True,True,0.0,20.75742979249401,NIKKI MERRITT,P K MARTIN,2.252261806991681,1,majority_nonwhite
GA,2020,upper,12.0,40396.0,22546.0,28.359442025992184,1,1.0,Klarner SLER contest file,27.79915529520605,Daily Kos 2016 presidential results by 2010-plan district,2.31,30.109155295206047,0.7036851170340632,0.186211153403724,0.2642487046632124,2020,ACS 2020 5-year direct SLD tabulation,1.625512620348686,0.6104145077720206,-1.7497132692138635,True,True,0.0,-1.7497132692138635,FREDDIE P POWELLSIMS,TRACY TAYLOR,0.0,0,majority_nonwhite
GA,2020,upper,13.0,21178.0,48153.0,-38.9075593890179,0,0.0,Klarner SLER contest file,-33.86083436460065,Daily Kos 2016 presidential results by 2010-plan district,2.31,-31.55083436460065,0.4141263672567169,0.1687310738154305,0.2040147017246253,2020,ACS 2020 5-year direct SLD tabulation,0.956631908363016,0.4712739609838844,-7.356725024417248,True,True,1.0,-7.356725024417248,MARY E EGLER,CARDEN SUMMERS,0.0,0,other
GA,2020,upper,14.0,28505.0,66534.0,-40.01409947495239,0,-1.0,Klarner SLER contest file,-47.35986521394243,Daily Kos 2016 presidential results by 2010-plan district,2.31,-45.049865213942425,0.2905900362672474,0.2865124318985075,0.2946976246346383,2020,ACS 2020 5-year direct SLD tabulation,0.6712629837773415,0.6807515129060144,5.035765738990037,True,True,0.0,5.035765738990037,TRAVIS JOHNSON,BRUCE A THOMPSON,-0.25255192009407956,1,other
GA,2020,upper,16.0,30643.0,65626.0,-36.33880065233876,0,-1.0,Klarner SLER contest file,-38.361261002512194,Daily Kos 2016 presidential results by 2010-plan district,2.31,-36.05126100251219,0.3284618699788934,0.3211911379854034,0.335294185363832,2020,ACS 2020 5-year direct SLD tabulation,0.7587469196512437,0.7745295681904519,-0.2875396498265701,True,True,0.0,-0.2875396498265701,CINQUEZ JESTER,MARTY H MARTY HARBIN,-1.0572541110631093,1,other
GA,2020,upper,17.0,50513.0,52454.0,-1.885069973875125,0,-1.0,Klarner SLER contest file,-18.821289260445567,Daily Kos 2016 presidential results by 2010-plan district,2.31,-16.51128926044557,0.4775357085331574,0.2612253530292184,0.2408829728871307,2020,ACS 2020 5-year direct SLD tabulation,1.1031074867115935,0.556439667369272,14.626219286570445,True,True,0.0,14.626219286570443,KELLY ROSE,R BRIAN STRICKLAND,0.9014054460748806,1,other
GA,2020,upper,20.0,31257.0,57946.0,-29.91939732968622,0,-1.0,Klarner SLER contest file,-29.56399145366733,Daily Kos 2016 presidential results by 2010-plan district,2.31,-27.25399145366733,0.4094044620175802,0.2721220017104537,0.2881467011153822,2020,ACS 2020 5-year direct SLD tabulation,0.9457243072606104,0.6656188795765329,-2.6654058760188875,True,True,0.0,-2.665405876018891,JULIUS NEWBERRYJOHNSON,LARRY 2 WALKER,0.0,0,other
GA,2020,upper,23.0,32069.0,46712.0,-18.586968939211232,0,0.0,Klarner SLER contest file,-15.617910220116617,Daily Kos 2016 presidential results by 2010-plan district,2.31,-13.307910220116616,0.4314301439356776,0.1667836832128063,0.1932047803244616,2020,ACS 2020 5-year direct SLD tabulation,0.9966036324914151,0.4463030425495062,-5.279058719094616,True,True,1.0,-5.279058719094616,CERETTA SMITH,MAX BURNS,0.0,0,other
GA,2020,upper,25.0,29315.0,61330.0,-35.31910199128468,0,-1.0,Klarner SLER contest file,-28.50334269110957,Daily Kos 2016 presidential results by 2010-plan district,2.31,-26.193342691109567,0.367171521751147,0.2267017585835626,0.2670113429085682,2020,ACS 2020 5-year direct SLD tabulation,0.8481662152451496,0.6167962021187926,-9.125759300175115,True,True,0.0,-9.125759300175115,VERONICA BRINSON,BURT B BURT 3 JONES,0.0,0,other
GA,2020,upper,27.0,37340.0,87192.0,-40.03147785308194,0,-1.0,Klarner SLER contest file,-55.0728032670952,Daily Kos 2016 presidential results by 2010-plan district,2.31,-52.7628032670952,0.3042007185608277,0.5506220773513999,0.5211137143791206,2020,ACS 2020 5-year direct SLD tabulation,0.702703659875512,1.2037726802157689,12.731325414013256,True,True,0.0,12.731325414013263,BROOKE GRIFFITHS,GREG DOLEZAL,0.8795098616867598,1,high_white_college
GA,2020,upper,30.0,28023.0,58303.0,-35.076338530686,0,-1.0,Klarner SLER contest file,-36.63842044403093,Daily Kos 2016 presidential results by 2010-plan district,2.31,-34.328420444030925,0.3418171881709336,0.2343187294349301,0.239010989010989,2020,ACS 2020 5-year direct SLD tabulation,0.7895977046748566,0.5521153846153846,-0.7479180866550763,True,True,0.0,-0.7479180866550763,MONTENIA EDWARDS,MICHAEL B MIKE DUGAN,0.0,0,other
GA,2020,upper,31.0,27146.0,66020.0,-41.72552218620527,0,0.0,Klarner SLER contest file,-48.67237699779179,Daily Kos 2016 presidential results by 2010-plan district,2.31,-46.362376997791785,0.2668858838014075,0.2036446609251476,0.1969085211522237,2020,ACS 2020 5-year direct SLD tabulation,0.6165063915812513,0.4548586838616368,4.636854811586517,True,True,1.0,4.636854811586517,TIANNA SMITH,JASON ANAVITARTE,0.0,0,other
GA,2020,upper,32.0,50005.0,63544.0,-11.923486776633876,0,-1.0,Klarner SLER contest file,-24.628809538247005,Daily Kos 2016 presidential results by 2010-plan district,2.31,-22.31880953824701,0.281426570596286,0.6476493708296518,0.6653151681032722,2020,ACS 2020 5-year direct SLD tabulation,0.6500953780774207,1.5368780383185587,10.39532276161313,True,True,0.0,10.395322761613134,CHRISTINE TRIEBSCH,KAY KIRKPATRICK,1.805256757263436,1,high_white_college
GA,2020,upper,37.0,45370.0,60238.0,-14.0784789031134,0,-1.0,Klarner SLER contest file,-27.83209633016797,Daily Kos 2016 presidential results by 2010-plan district,2.31,-25.52209633016797,0.38283878781496,0.4830496714419819,0.4967091321582608,2020,ACS 2020 5-year direct SLD tabulation,0.8843575998525576,1.1473980952855825,11.443617427054573,True,True,0.0,11.44361742705457,VANESSA PARKER,LINDSEY A TIPPINS,0.9307828487220027,1,high_white_college
GA,2020,upper,40.0,54359.0,35494.0,20.99540360366376,1,1.0,Klarner SLER contest file,1.3554981122148586,Daily Kos 2016 presidential results by 2010-plan district,2.31,3.665498112214858,0.4778814733484955,0.6078678747562793,0.7326148216408243,2020,ACS 2020 5-year direct SLD tabulation,1.1039062034350249,1.692340237990304,17.3299054914489,True,True,0.0,17.3299054914489,SALLY HARRELL,GARRY GUAN,0.4687220946033084,1,high_white_college
GA,2020,upper,41.0,58154.0,14828.0,59.3653229563454,1,0.0,Klarner SLER contest file,53.922448575450986,Daily Kos 2016 presidential results by 2010-plan district,2.31,56.23244857545099,0.8103618746292268,0.3193338497288923,0.5228079400552123,2020,ACS 2020 5-year direct SLD tabulation,1.871935930393514,1.2076863415275405,3.132874380894414,True,True,1.0,3.132874380894414,KIM JACKSON,WILLIAM PARKFREEMAN,0.0,0,majority_nonwhite
GA,2020,upper,43.0,67857.0,19703.0,54.99543170397442,1,1.0,Klarner SLER contest file,44.81244611777694,Daily Kos 2016 presidential results by 2010-plan district,2.31,47.12244611777695,0.7642886764565145,0.2444695092332644,0.2115131578947368,2020,ACS 2020 5-year direct SLD tabulation,1.7655068426145486,0.488595394736842,7.872985586197473,True,True,0.0,7.872985586197466,TONYA P ANDERSON,MELANIE WILLIAMS,0.0,0,majority_nonwhite
GA,2020,upper,44.0,77593.0,10405.0,76.3517352667106,1,1.0,Klarner SLER contest file,72.2167430710555,Daily Kos 2016 presidential results by 2010-plan district,2.31,74.5267430710555,0.8699398617718338,0.2634730538922156,0.3229246782546275,2020,ACS 2020 5-year direct SLD tabulation,2.009561080692936,0.7459560067681895,1.8249921956550992,True,True,0.0,1.8249921956550992,GAIL P DAVENPORT,BENJAMIN BROOKS,0.0,0,majority_nonwhite
GA,2020,upper,45.0,45493.0,56965.0,-11.196783072088076,0,0.0,Klarner SLER contest file,-28.701616251371878,Daily Kos 2016 presidential results by 2010-plan district,2.31,-26.391616251371875,0.469699514789094,0.418774605185755,0.4346291170217033,2020,ACS 2020 5-year direct SLD tabulation,1.0850058791628072,1.0039932603201347,15.1948331792838,True,True,1.0,15.1948331792838,MATIELYN JONES,CLINT DIXON,0.0,0,high_white_college
GA,2020,upper,46.0,37924.0,59278.0,-21.96868377193885,0,-1.0,Klarner SLER contest file,-23.07494470095816,Daily Kos 2016 presidential results by 2010-plan district,2.31,-20.76494470095816,0.3039893195291999,0.3891964164055048,0.4260534222916223,2020,ACS 2020 5-year direct SLD tabulation,0.7022153281124518,0.9841834054936476,-1.203739070980692,True,True,0.0,-1.2037390709806886,ZACHARY PERRY,BILL S BILL COWSERT,-0.9903709666437841,1,high_white_college
