result_source_file_id,assignment_source_file_id,build_run_id,state_code,election_cycle,plan_cycle,chamber,result_geography_rows,assigned_result_geographies,source_dem_votes,allocated_dem_votes,source_rep_votes,allocated_rep_votes,unmatched_two_party_votes,allocation_coverage,reconciliation_status
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,AL,2020,2022,lower,185976,185976,849626.779999974,849626.7800000001,1441167.769999997,1441167.7700000005,-2.9802322387695312e-08,1.000000000000013,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,AL,2020,2022,upper,185976,185976,849626.779999974,849626.779999999,1441167.769999997,1441167.7700000019,-2.9802322387695312e-08,1.000000000000013,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,AR,2020,2022,lower,136422,136422,423933.1399999984,423933.13999999996,760647.6900000001,760647.6899999996,-1.1641532182693481e-09,1.0000000000000009,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,AR,2020,2022,upper,136422,136422,423933.1399999984,423933.1399999997,760647.6900000001,760647.6900000004,-1.6298145055770874e-09,1.0000000000000013,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,FL,2020,2022,lower,390066,390066,5297046.259999844,5297046.260000005,5668729.950000086,5668729.950000002,-7.82310962677002e-08,1.000000000000007,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,FL,2020,2022,upper,390066,390066,5297046.259999844,5297046.260000002,5668729.950000086,5668729.949999999,-7.078051567077637e-08,1.0000000000000064,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,GA,2020,2022,lower,232717,232717,2474506.8700000835,2474506.8699999987,2461836.210000049,2461836.21,1.341104507446289e-07,0.9999999999999728,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,GA,2020,2022,upper,232717,232717,2474506.8700000835,2474506.870000001,2461836.210000049,2461836.209999999,1.3224780559539795e-07,0.9999999999999732,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,KY,2020,2022,lower,132662,132662,772473.5399999964,772473.54,1326645.6700000037,1326645.6700000009,-9.313225746154785e-10,1.0000000000000004,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,KY,2020,2022,upper,132662,132662,772473.5399999964,772473.5399999996,1326645.6700000037,1326645.6700000002,0.0,1.0,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,LA,2020,2022,lower,142874,142802,856034.5800000197,856034.5799999996,1255776.1300000192,1255776.1300000006,3.91155481338501e-08,0.9999999999999815,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,LA,2020,2022,upper,142874,142802,856034.5800000197,856034.5799999996,1255776.1300000192,1255776.1300000001,3.91155481338501e-08,0.9999999999999815,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,MO,2020,2022,lower,253632,253632,1253010.8299999959,1253010.8299999994,1718734.5900000366,1718734.5899999999,3.3527612686157227e-08,0.9999999999999887,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,MO,2020,2022,upper,253632,253632,1253010.8299999959,1253010.8299999994,1718734.5900000366,1718734.589999999,3.4458935260772705e-08,0.9999999999999885,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,MS,2020,2022,lower,112241,112241,539396.8900000005,539396.8900000001,756766.1100000073,756766.11,7.916241884231567e-09,0.9999999999999939,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,MS,2020,2022,upper,112241,112237,539396.8900000005,539396.8899999999,756766.1100000073,756766.1100000001,7.916241884231567e-09,0.9999999999999939,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,NC,2020,2022,lower,236638,236638,2684292.7000000463,2684292.699999999,2758774.0199998883,2758774.020000001,-6.51925802230835e-08,1.000000000000012,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,NC,2020,2022,upper,236638,236638,2684292.7000000463,2684292.7,2758774.0199998883,2758774.0200000005,-6.612390279769897e-08,1.0000000000000122,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,OK,2020,2022,lower,180154,180154,503890.2900000046,503890.2900000001,1020279.4399999633,1020279.4399999996,-3.189779818058014e-08,1.0000000000000209,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,OK,2020,2022,upper,180154,180154,503890.2900000046,503890.2900000003,1020279.4399999633,1020279.4400000005,-3.306195139884949e-08,1.0000000000000218,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,SC,2020,2022,lower,146844,146844,1091542.3199999933,1091542.3199999998,1385102.7100000295,1385102.7100000002,2.2351741790771484e-08,0.999999999999991,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,SC,2020,2022,upper,146844,146844,1091542.3199999933,1091542.32,1385102.7100000295,1385102.7099999995,2.3283064365386963e-08,0.9999999999999906,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,TN,2020,2022,lower,179717,179717,1143711.4599999906,1143711.4599999997,1852477.8999999755,1852477.9000000004,-3.4458935260772705e-08,1.0000000000000115,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,TN,2020,2022,upper,179717,179717,1143711.4599999906,1143711.4600000011,1852477.8999999755,1852477.9000000013,-3.632158041000366e-08,1.0000000000000122,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,TX,2020,2022,lower,668757,668757,5259273.309999851,5259273.3100000005,5890577.39000003,5890577.389999999,-1.1920928955078125e-07,1.0000000000000107,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,TX,2020,2022,upper,668757,668757,5259273.309999851,5259273.310000006,5890577.39000003,5890577.389999988,-1.1362135410308838e-07,1.0000000000000102,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,VA,2020,2022,lower,163491,163491,2413569.2599999174,2413569.2599999993,1962428.539999999,1962428.5400000003,-8.288770914077759e-08,1.0000000000000189,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2022-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,VA,2020,2022,upper,163491,163491,2413569.2599999174,2413569.2599999993,1962428.539999999,1962428.54,-8.195638656616211e-08,1.0000000000000187,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,AL,2020,2024,lower,185976,185976,849626.779999974,849626.7800000001,1441167.769999997,1441167.7700000005,-2.9802322387695312e-08,1.000000000000013,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,AL,2020,2024,upper,185976,185976,849626.779999974,849626.779999999,1441167.769999997,1441167.7700000019,-2.9802322387695312e-08,1.000000000000013,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,AR,2020,2024,lower,136422,136422,423933.1399999984,423933.13999999996,760647.6900000001,760647.6899999996,-1.1641532182693481e-09,1.0000000000000009,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,AR,2020,2024,upper,136422,136422,423933.1399999984,423933.1399999997,760647.6900000001,760647.6900000004,-1.6298145055770874e-09,1.0000000000000013,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,FL,2020,2024,lower,390066,390066,5297046.259999844,5297046.260000005,5668729.950000086,5668729.950000002,-7.82310962677002e-08,1.000000000000007,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,FL,2020,2024,upper,390066,390066,5297046.259999844,5297046.260000002,5668729.950000086,5668729.949999999,-7.078051567077637e-08,1.0000000000000064,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,GA,2020,2024,lower,232717,232717,2474506.8700000835,2474506.8699999996,2461836.210000049,2461836.2100000004,1.3224780559539795e-07,0.9999999999999732,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,GA,2020,2024,upper,232717,232717,2474506.8700000835,2474506.870000001,2461836.210000049,2461836.209999999,1.3224780559539795e-07,0.9999999999999732,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,KY,2020,2024,lower,132662,132662,772473.5399999964,772473.54,1326645.6700000037,1326645.6700000009,-9.313225746154785e-10,1.0000000000000004,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,KY,2020,2024,upper,132662,132662,772473.5399999964,772473.5399999996,1326645.6700000037,1326645.6700000002,0.0,1.0,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,LA,2020,2024,lower,142874,142874,856034.5800000197,856034.5799999996,1255776.1300000192,1255776.1299999997,4.0046870708465576e-08,0.999999999999981,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,LA,2020,2024,upper,142874,142798,856034.5800000197,856034.5799999996,1255776.1300000192,1255776.1299999997,4.0046870708465576e-08,0.999999999999981,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,MO,2020,2024,lower,253632,253632,1253010.8299999959,1253010.8299999994,1718734.5900000366,1718734.5899999999,3.3527612686157227e-08,0.9999999999999887,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,MO,2020,2024,upper,253632,253632,1253010.8299999959,1253010.8299999994,1718734.5900000366,1718734.589999999,3.4458935260772705e-08,0.9999999999999885,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,MS,2020,2024,lower,112241,112241,539396.8900000005,539396.8900000001,756766.1100000073,756766.1099999999,7.916241884231567e-09,0.9999999999999939,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,MS,2020,2024,upper,112241,112241,539396.8900000005,539396.8899999998,756766.1100000073,756766.1100000002,7.916241884231567e-09,0.9999999999999939,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,NC,2020,2024,lower,236638,236638,2684292.7000000463,2684292.6999999997,2758774.0199998883,2758774.02,-6.51925802230835e-08,1.000000000000012,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,NC,2020,2024,upper,236638,236638,2684292.7000000463,2684292.699999999,2758774.0199998883,2758774.0200000014,-6.612390279769897e-08,1.0000000000000122,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,OK,2020,2024,lower,180154,180154,503890.2900000046,503890.2900000001,1020279.4399999633,1020279.4399999996,-3.189779818058014e-08,1.0000000000000209,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,OK,2020,2024,upper,180154,180154,503890.2900000046,503890.2900000003,1020279.4399999633,1020279.4400000005,-3.306195139884949e-08,1.0000000000000218,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,SC,2020,2024,lower,146844,146844,1091542.3199999933,1091542.3199999998,1385102.7100000295,1385102.71,2.2817403078079224e-08,0.9999999999999908,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,SC,2020,2024,upper,146844,146844,1091542.3199999933,1091542.3199999998,1385102.7100000295,1385102.7099999993,2.3283064365386963e-08,0.9999999999999906,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,TN,2020,2024,lower,179717,179717,1143711.4599999906,1143711.4599999997,1852477.8999999755,1852477.9000000004,-3.4458935260772705e-08,1.0000000000000115,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,TN,2020,2024,upper,179717,179717,1143711.4599999906,1143711.4600000011,1852477.8999999755,1852477.9000000013,-3.632158041000366e-08,1.0000000000000122,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,TX,2020,2024,lower,668757,668757,5259273.309999851,5259273.3100000005,5890577.39000003,5890577.389999999,-1.1920928955078125e-07,1.0000000000000107,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,TX,2020,2024,upper,668757,668757,5259273.309999851,5259273.310000006,5890577.39000003,5890577.389999988,-1.1362135410308838e-07,1.0000000000000102,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,VA,2020,2024,lower,163491,163491,2413569.2599999174,2413569.2600000002,1962428.539999999,1962428.5400000003,-8.381903171539307e-08,1.000000000000019,exact
RDH-NATIONAL-2020-PRES-BLOCKS,RDH-NATIONAL-2024-SLD-BAF,RUN-3F9B3CEA244646B796CF86E962A919FE,VA,2020,2024,upper,163491,163491,2413569.2599999174,2413569.26,1962428.539999999,1962428.5400000007,-8.381903171539307e-08,1.000000000000019,exact
