"path","disposition","action","authority_route","code_reference_detected","manifest_reference_detected","reference_scan_scope","sha256_before","sha256_after","reason"
"project_docs/audits/CMO_DIRECT_ESTIMAND_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","eb67b9d9a4d3f50574cb31cf7e36e87adb3d18cd6aee42d0a5ef2ceeb9e9fc6d","eb67b9d9a4d3f50574cb31cf7e36e87adb3d18cd6aee42d0a5ef2ceeb9e9fc6d","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_METHODOLOGY_V2_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","15c2c72632480c275e410d0ec828fdbf5f373cabdf9337807cbd37d2c92efd4a","15c2c72632480c275e410d0ec828fdbf5f373cabdf9337807cbd37d2c92efd4a","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_MODE_SCALE_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","c94d35e7ea7a01551e1d3048f02327e0715dd92cbe62b74f07e8897622cfaf8c","c94d35e7ea7a01551e1d3048f02327e0715dd92cbe62b74f07e8897622cfaf8c","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_SOUTHERN_COMBINED_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","18c32a8fa0fae54b51dc205dfcd03e4f7d3c64cc35510fe8e534edf199e036e9","18c32a8fa0fae54b51dc205dfcd03e4f7d3c64cc35510fe8e534edf199e036e9","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_SOUTHERN_EXTENDED_V2_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","48bf6f89a469f2a24998507963dd4e12cc7fd6756709fc1b0486397c683c21cc","48bf6f89a469f2a24998507963dd4e12cc7fd6756709fc1b0486397c683c21cc","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_SOUTHERN_EXTENDED_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","93fe42e2b87f43845affce9e6466153568d2d10fa1237bda06a3e460649ced10","93fe42e2b87f43845affce9e6466153568d2d10fa1237bda06a3e460649ced10","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_SOUTHERN_HISTORICAL_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","771be59407c3cd741a1907c98f99efb4b3b9d667faf48a0966d56c05269f8cea","771be59407c3cd741a1907c98f99efb4b3b9d667faf48a0966d56c05269f8cea","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_V2_PUBLICATION_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","fda25006f123ee4fc945313f612fece3de8cac65cf6fb4e4123f7159ff4f052a","fda25006f123ee4fc945313f612fece3de8cac65cf6fb4e4123f7159ff4f052a","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_V3_SITE_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","dbe4b8bccddc40825256b8472f0e35d6182aa236c585fcdbb2ed7bcc73aa6c13","dbe4b8bccddc40825256b8472f0e35d6182aa236c585fcdbb2ed7bcc73aa6c13","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_VIEWS_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","2eacb05d60eb14ff6b7cc6a1e07507ae2f5e5a9612559a0f3cd195648d5d6de0","2eacb05d60eb14ff6b7cc6a1e07507ae2f5e5a9612559a0f3cd195648d5d6de0","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_VISUAL_FIX_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","07c36afd8e3464a7afe6fbd1f1ffef8af2002f706146d6438c794d1540ea82ff","07c36afd8e3464a7afe6fbd1f1ffef8af2002f706146d6438c794d1540ea82ff","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_WAR_ANALOGUE_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","71b2e18dfda2d70dcdf04ce7c35af665759ebdabdc4a3bcfab9fd1df24c944de","71b2e18dfda2d70dcdf04ce7c35af665759ebdabdc4a3bcfab9fd1df24c944de","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CMO_WAR_SITE_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","0c6f31178d06913a89dfc45fe7353e7b49caf3ba19de4b38a0ee1fb6c967bdfc","0c6f31178d06913a89dfc45fe7353e7b49caf3ba19de4b38a0ee1fb6c967bdfc","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/CURRENT_METHOD_RELEASE_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","681e6506564d49c2e20b5e901de61d3b559a3e1e45a8299051f1631d80182664","681e6506564d49c2e20b5e901de61d3b559a3e1e45a8299051f1631d80182664","Known older release acceptance; retained unchanged and not transferable to current artifacts."
"project_docs/audits/EXPANDED_CYCLE_CMO_COMPARISON.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","16422cc14901556b31e2622e7f29b83b5777e970fc94b5f43f20babb85a144a5","16422cc14901556b31e2622e7f29b83b5777e970fc94b5f43f20babb85a144a5","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/FCPA_COMMITTEE_FINANCE_AUDIT.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","4718482d20e1b7f0e290c6ffd4d5141cde74b869d635f03ba3199060ff822afd","4718482d20e1b7f0e290c6ffd4d5141cde74b869d635f03ba3199060ff822afd","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/FCPA_FUNDRAISING_EXPERIMENTS.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","a72c92deb8e2169049e8d9cd76696342243d3ed5222ff0276e46c54d0a1890b6","a72c92deb8e2169049e8d9cd76696342243d3ed5222ff0276e46c54d0a1890b6","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/FEDERAL_BASELINE_AND_ERA_DYNAMICS.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","1a0d284ae0194ad3a10cd806246bffcfe7b22c4bfc4b53ad03bb35510ba85501","1a0d284ae0194ad3a10cd806246bffcfe7b22c4bfc4b53ad03bb35510ba85501","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/FORECAST_EXPLORER_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","2bf02ea235958f830af4ba31aa4ef98b4ab9c9398393e87372965e8068b04654","2bf02ea235958f830af4ba31aa4ef98b4ab9c9398393e87372965e8068b04654","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/FORECAST_FINANCE_DIRECTION_REPAIR.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","81fbae5a025900997b166c953d4c64d47949f3f86a413de973e98ebebd887def","81fbae5a025900997b166c953d4c64d47949f3f86a413de973e98ebebd887def","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/FORECAST_FINANCE_DIRECTION_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","36220d07df85ca7c39795195ad033a72007eb09637a39367c8b6d134c67377e6","36220d07df85ca7c39795195ad033a72007eb09637a39367c8b6d134c67377e6","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/FORECAST_PUBLIC_CONTRACT_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","f155fdbdf5e0464f782d2390175e93f48223d25ba28eda38687dcf78ffe7df43","f155fdbdf5e0464f782d2390175e93f48223d25ba28eda38687dcf78ffe7df43","Known older release acceptance; retained unchanged and not transferable to current artifacts."
"project_docs/audits/FORECAST_SCORE_CARD_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","63c73e41acdaea9675720fc4dc87f6f4b53d739e4a1d52dd8b9378eafb526d38","63c73e41acdaea9675720fc4dc87f6f4b53d739e4a1d52dd8b9378eafb526d38","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/FRONTIER_IDEOLOGY_INTEGRATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","fd0b040c2a206f1a859cdefa1094bd695b8a52a63cf99d926037fd9bfaeb978c","fd0b040c2a206f1a859cdefa1094bd695b8a52a63cf99d926037fd9bfaeb978c","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/GEOGRAPHIC_CROSSWALK_AUDIT.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","true","false","basename_in_scripts_and_processed_public_manifest_json","5a869913383a9a7f261eda62311c3b07f68f2d353154ba0ef9e2e866a3bc3862","5a869913383a9a7f261eda62311c3b07f68f2d353154ba0ef9e2e866a3bc3862","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/HEADER_ATLAS_CLEANUP_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","52e97ff8ea2f439d494aad334bcf6305ec5a457578165cfcf9831e4f7bd55a96","52e97ff8ea2f439d494aad334bcf6305ec5a457578165cfcf9831e4f7bd55a96","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/HEDA_HISTORICAL_STAGING_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","ed89b90252dcd984164f6c9b8026a0991696603076391dde5746e5f1597949b5","ed89b90252dcd984164f6c9b8026a0991696603076391dde5746e5f1597949b5","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/HISTORICAL_1998_2006_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","843fadb802abeaea79264fcaf724ba5056103f8123766fb46a5dc3f71eaf679c","843fadb802abeaea79264fcaf724ba5056103f8123766fb46a5dc3f71eaf679c","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/HISTORICAL_FINAL_VOTE_IDEOLOGY_COVERAGE.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","b6f33ba2b30446e371df0e197d0f010db9935dc744b8a1c15153a73f7a9c8054","b6f33ba2b30446e371df0e197d0f010db9935dc744b8a1c15153a73f7a9c8054","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/HISTORICAL_FINANCE_RECOVERY.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","true","false","basename_in_scripts_and_processed_public_manifest_json","14ab1e68443b090ab5141f1ef5e47daa0ec470b1420674e908c71707afb954f5","14ab1e68443b090ab5141f1ef5e47daa0ec470b1420674e908c71707afb954f5","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/HISTORICAL_MAP_AND_2008_CONTEXT_AUDIT.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","2dba99cb3f2f81a47539c62e3d62bd52f1d8229bb7dd60a6fcd94439bd197712","2dba99cb3f2f81a47539c62e3d62bd52f1d8229bb7dd60a6fcd94439bd197712","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/HISTORICAL_PRECINCT_GEOMETRY_AUDIT.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","a52cf021c9b488f66d44eda1ba9bdc0e02f5d53ac8e42957896ad687bd2a0011","a52cf021c9b488f66d44eda1ba9bdc0e02f5d53ac8e42957896ad687bd2a0011","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_BORDER_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","e4c2db91089ae300c003eae6ea44a3cb1931091529a090da6e625f3f8064421f","e4c2db91089ae300c003eae6ea44a3cb1931091529a090da6e625f3f8064421f","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_CASE_SELECTION_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","43691fac0d9b1633c3a6b8e052817668172bb7a396ed2273dd02ffe9750cee82","43691fac0d9b1633c3a6b8e052817668172bb7a396ed2273dd02ffe9750cee82","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_CMO_V2_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","e8b984bb604567e024ae26b874abd579aff77a54d8fef67a210831925744a0c1","e8b984bb604567e024ae26b874abd579aff77a54d8fef67a210831925744a0c1","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_CQI_CORRECTION_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","08684b6082874ffc1e3f3920b78ee44b16b82d254e13099b22f2dff910c07580","08684b6082874ffc1e3f3920b78ee44b16b82d254e13099b22f2dff910c07580","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_CQI_ERA_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","b3c80217e0b45bc38c6129aa288297723dcc3eea038ffb057439752ad30e44c7","b3c80217e0b45bc38c6129aa288297723dcc3eea038ffb057439752ad30e44c7","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_DIRECTION_REPAIR.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","d711eeb9f47bfc417b34a54a0cf8eefb52e88ba5b089dfb00a4891fa21b30ea7","d711eeb9f47bfc417b34a54a0cf8eefb52e88ba5b089dfb00a4891fa21b30ea7","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_DYNAMIC_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","16430801702792fadc7fe0e7cec0b74c41a694ddf157ac4aa7630bdcd779d2cb","16430801702792fadc7fe0e7cec0b74c41a694ddf157ac4aa7630bdcd779d2cb","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_MEASUREMENT_LABELS.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","8c14e851a499e2e13335e24f5656e8f082eb6968994133136d7428aefcd28fc1","8c14e851a499e2e13335e24f5656e8f082eb6968994133136d7428aefcd28fc1","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_QUALITY_LABEL_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","ce1df2acc18b67ada3829dc60debd24f5b679d278a2c0283ea5698377db2d2c8","ce1df2acc18b67ada3829dc60debd24f5b679d278a2c0283ea5698377db2d2c8","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/IDEOLOGY_WAR_HEADLINE_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","c5b34b09b44648f7a0c64358712a26d796d32bf2d46353399258a231b05a0781","c5b34b09b44648f7a0c64358712a26d796d32bf2d46353399258a231b05a0781","Known older release acceptance; retained unchanged and not transferable to current artifacts."
"project_docs/audits/LEGISLATIVE_IDEOLOGY_COVERAGE_AUDIT.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","ae352d080df636aa7b3dd65b0a6e04de69569fa03a42e255ea01c4f1b5c4aebb","ae352d080df636aa7b3dd65b0a6e04de69569fa03a42e255ea01c4f1b5c4aebb","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/LEGISLATIVE_IDEOLOGY_POST_REPAIR_COVERAGE.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","72fccfed8de2fb98be43c14b73d57307b2c355b6ece14d517c0eb00211fa6344","72fccfed8de2fb98be43c14b73d57307b2c355b6ece14d517c0eb00211fa6344","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/MERGED_DEMOCRATIC_TRANSITION_PAGE.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","7aa16c030ba61cde4a947eaf6c071104baa60e2bf3eaf264b0b63776ba6c9117","7aa16c030ba61cde4a947eaf6c071104baa60e2bf3eaf264b0b63776ba6c9117","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/MISSISSIPPI_2012_PARTIAL_PLAN_ALLOCATION_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","4e2d49edbbddaad2f3948f7b7cfdcdacdcbddf3a5c68f63062ba8be3688821f0","4e2d49edbbddaad2f3948f7b7cfdcdacdcbddf3a5c68f63062ba8be3688821f0","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/OPENELECTIONS_HISTORICAL_ACQUISITION_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","ad11274dd0dc80fe95dcc5876cac88b3728c6c6b18f0cbd69301592c96edc9d5","ad11274dd0dc80fe95dcc5876cac88b3728c6c6b18f0cbd69301592c96edc9d5","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/OPENELECTIONS_HISTORICAL_STAGING_VALIDATION_V2.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","5563bc7a41531469f1f704123dfa4a2d3d7391bc082df65cf920f82fd1229f0d","5563bc7a41531469f1f704123dfa4a2d3d7391bc082df65cf920f82fd1229f0d","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/OPENELECTIONS_HISTORICAL_STAGING_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","0460846e6509220cfc8a0699afa7294e079a4c776a0cd6b33ba7da00f4cfba51","0460846e6509220cfc8a0699afa7294e079a4c776a0cd6b33ba7da00f4cfba51","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/POST2016_HEADLINE_PUBLIC_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","8c38fa71a3b9907cea2d1cf5eb4169af17064d91b2e6ec6774e34cc949c7b11d","8c38fa71a3b9907cea2d1cf5eb4169af17064d91b2e6ec6774e34cc949c7b11d","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/POST2016_SOUTHERN_WAR_V2_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","true","true","basename_in_scripts_and_processed_public_manifest_json","a98b351786c3711f0bf1b160f7ceaffc363d91345bbbff927e8a16309d8e8bfe","a98b351786c3711f0bf1b160f7ceaffc363d91345bbbff927e8a16309d8e8bfe","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/POST2016_SOUTHERN_WAR_V3_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","true","true","basename_in_scripts_and_processed_public_manifest_json","ac940e9d71ceae6f64e4f34d0a1ada5d1f7f824f5534db7ba9e6b33bd7912fb5","ac940e9d71ceae6f64e4f34d0a1ada5d1f7f824f5534db7ba9e6b33bd7912fb5","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/POST2016_SOUTHERN_WAR_V4_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","fbb893f7f278d2e9c76ff9f85252b1f63be6744ba1d2ea7f7012813f701817cb","fbb893f7f278d2e9c76ff9f85252b1f63be6744ba1d2ea7f7012813f701817cb","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/POST2016_SOUTHERN_WAR_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","true","true","basename_in_scripts_and_processed_public_manifest_json","781dbf53b4df25861d200445cdb6f9861aff83ce09a966a8cd2a3bfb8c7a752b","781dbf53b4df25861d200445cdb6f9861aff83ce09a966a8cd2a3bfb8c7a752b","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/PRE_1998_LEGISLATIVE_JOURNAL_HOLDINGS.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","b7b13d4aa88fb9355389514f1bdf99bccbeb70ff9857c55abb8866efe0e3ce54","b7b13d4aa88fb9355389514f1bdf99bccbeb70ff9857c55abb8866efe0e3ce54","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/PRECINCT_DOCUMENT_REQUEST_PRIORITIES.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","true","false","basename_in_scripts_and_processed_public_manifest_json","eaa7d58de053b5df17affacb00eb7d916466ecfa4a85db89541772acecbd1153","eaa7d58de053b5df17affacb00eb7d916466ecfa4a85db89541772acecbd1153","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/PREVIOUS_PRESIDENTIAL_CONTEXT_AUDIT.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","3f1f7fd46b11a47ed65ebeb86dd9b0db3778a01741071a2b2edc502ad6504f57","3f1f7fd46b11a47ed65ebeb86dd9b0db3778a01741071a2b2edc502ad6504f57","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/PRIMARY_DEMOGRAPHIC_TURNOUT_ANALYSIS.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","65ab7f39f0f764f93d54a556fc208ca63a2587862722e93b465fe783feb9e6e2","65ab7f39f0f764f93d54a556fc208ca63a2587862722e93b465fe783feb9e6e2","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/RDH_2024_DEMOGRAPHIC_FORECAST_REBUILD.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","6ef53669deb596bdec5f57c8d536b7b1a1b04e41466a997c29ddeea03593640c","6ef53669deb596bdec5f57c8d536b7b1a1b04e41466a997c29ddeea03593640c","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/REPOSITORY_CLEANUP_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","443d694814c2d879b12fa6ccf7d389f7ed5a928f7e34fc9fe910af148cfe371b","443d694814c2d879b12fa6ccf7d389f7ed5a928f7e34fc9fe910af148cfe371b","Known older release acceptance; retained unchanged and not transferable to current artifacts."
"project_docs/audits/ROBUST_FORECAST_V1_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","bbe04fe70d62ae7397190b29e8f8afebef3bf261728831e860b02365e66b5ec3","bbe04fe70d62ae7397190b29e8f8afebef3bf261728831e860b02365e66b5ec3","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/ROBUST_FORECAST_V1_WEB_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","ad9dff5fc558840a244f7b262bddc2779b95920113b1a779b94784942e3f50e1","ad9dff5fc558840a244f7b262bddc2779b95920113b1a779b94784942e3f50e1","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/SOCIAL_IDEOLOGY_NATIONAL_BASELINE.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","cc2c18ecd5362958366bed65f2cbc6e873028505c12af26aa5716cf25f44c027","cc2c18ecd5362958366bed65f2cbc6e873028505c12af26aa5716cf25f44c027","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
"project_docs/audits/SOUTHERN_2016_VEST_PLAN_ALLOCATION_VALIDATION.md","run_scoped_validation","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","basename_in_scripts_and_processed_public_manifest_json","fded20e908871b35499b795316588604da1cc108bb6ec9b9bc597b19baa90dba","fded20e908871b35499b795316588604da1cc108bb6ec9b9bc597b19baa90dba","Evidence applies to its named run/scope; preserved unchanged; not a new certification of current outputs."
