state,year,county,precinct,county_raw,county_match_confidence,dem_votes,rep_votes,ocr_min_numeric_confidence,source_page,source_line,duplicate_ocr_rows
TN,1998,BLOUNT,34.SHOOKS GAP,.. BLOUNT,1.0,89,447,0.9972764253616332,3,34.SHOOKS GAP 89 447 5 3 1 。 0,1
TN,1998,BLOUNT,35. TOWNSEND CITY,.. BLOUNT,1.0,49,160,0.9983815550804138,3,35. TOWNSEND CITY 49 160 2 3 2 0 0,1
TN,1998,BLOUNT,36.TOWNSEND CO,.. BLOUNT,1.0,46,210,0.9988237023353576,3,36.TOWNSEND CO 46 210 2 0 1 1 0 0,1
TN,1998,BLOUNT,37. UNION CITY,.. BLOUNT,1.0,98,482,0.9027917981147766,3,37. UNION CITY 98 482 3 3 2 1 0 0,1
TN,1998,BLOUNT,39.WALLAND,.. BLOUNT,1.0,37,198,0.9985049962997437,3,39.WALLAND 37 198 1 1 0 0 0 0,1
TN,1998,BLOUNT,40.WM.BLOUNT,.. BLOUNT,1.0,87,392,0.9979853630065918,3,40.WM.BLOUNT 87 392 2 0 4 0 1 0,1
TN,1998,BLOUNT,41. LOUISVILLE BTH,.. BLOUNT,1.0,8,19,0.9866809844970704,3,41. LOUISVILLE BTH 8 19 。 0 0 0 0 0,1
TN,1998,BLOUNT,42.EARLY COURT,.. BLOUNT,1.0,435,1731,0.987037032842636,3,"42.EARLY COURT 435 1, 731 6 7 9 2 0",1
TN,1998,BLOUNT,43. AHS ANNEX,.. BLOUNT,1.0,12,55,0.9991043508052826,3,43. AHS ANNEX 12 55 0 0 0 0 0 0,1
TN,1998,BLOUNT,43A. AHS ANNEX,.. BLOUNT,1.0,0,0,0.8675898909568787,3,43A. AHS ANNEX 0 0 0 0 0 0 0 0,1
TN,1998,BLOUNT,44. MARY MUNI THD8,.. BLOUNT,1.0,1,5,0.999060332775116,3,44. MARY MUNI THD8 1 5 。 0 0 0,1
TN,1998,BLOUNT,ABSENTEE,.. BLOUNT,1.0,0,0,0.6146170496940613,3,ABSENTEE 0 0 0 0 0 0,2
TN,1998,BRADLEY,101 MCDONALD N.,BRADLEY,1.0,42,237,0.9969373047351836,3,101 MCDONALD N. 42 237 0 1 3 0 1 0,1
TN,1998,BRADLEY,102 PROSPECT,BRADLEY,1.0,120,801,0.9983684420585632,3,102 PROSPECT 120 801 1 1 6 1 3 0,1
TN,1998,BRADLEY,103 HOPEWELL,BRADLEY,1.0,113,636,0.9924688736597695,3,103 HOPEWELL 113 636 7 4 4 1 2 1,1
TN,1998,BRADLEY,201-1 E.L.ROSS UH 2,BRADLEY,1.0,111,704,0.99623833100001,3,201-1 E.L.ROSS UH 2 111 704 2 7 6 1 1 0,1
TN,1998,BRADLEY,201-2 E.L.ROSS UH 3,BRADLEY,1.0,0,0,0.8872166872024536,3,201-2 E.L.ROSS UH 3 0 0 0 0 0 0 0 0,1
TN,1998,BRADLEY,202 NORTH LEE,BRADLEY,1.0,121,667,0.9989502231280007,3,202 NORTH LEE 121 667 3 4 5 1 2 0,1
TN,1998,BRADLEY,203-0 CHARLSTN HGH,BRADLEY,1.0,74,242,0.99790358543396,3,203-0 CHARLSTN HGH 74 242 3 2 1 0 0 0,1
TN,1998,BRADLEY,203-1 CHARLSTN CTY,BRADLEY,1.0,0,0,0.6957912445068359,3,203-1 CHARLSTN CTY 0 0 0 0 0 0 0 0,1
TN,1998,BRADLEY,302 MAYFIELD,BRADLEY,1.0,72,201,0.9990917642911276,3,302 MAYFIELD 72 201 1 E 1 1 0 0,1
TN,1998,BRADLEY,303 BRADLEY JR.,BRADLEY,1.0,79,380,0.9848674734433492,3,303 BRADLEY JR. 79 380 2 1 1 2 0 0,1
TN,1998,BRADLEY,304-1 SR CTR UH 3,BRADLEY,1.0,52,399,0.9991912543773652,3,304-1 SR CTR UH 3 52 399 0 1 2 1 1 0,1
TN,1998,BRADLEY,401 TAYLOR,BRADLEY,1.0,49,260,0.9982699751853944,3,401 TAYLOR 49 260 0 2 0 0 0 0,1
TN,1998,BRADLEY,402-1OAK GROVEUH3,BRADLEY,1.0,88,318,0.9940201938152312,3,402-1OAK GROVEUH3 88 318 6 1 1 1 0 0,1
TN,1998,BRADLEY,402-2 OAK GROVE UH2,BRADLEY,1.0,0,0,0.7676237225532532,3,402-2 OAK GROVE UH2 0 0 0 0 0 0 0 0,1
TN,1998,BRADLEY,403 MICHIGAN AVE,BRADLEY,1.0,139,602,0.9977007110913596,3,403 MICHIGAN AVE 139 602 4 1 4 3 0,1
TN,1998,BRADLEY,501 T.C.BOWER UH3,BRADLEY,1.0,82,275,0.9916894435882568,3,501 T.C.BOWER UH3 82 275 3 0 3 0 0 0,1
TN,1998,BRADLEY,501-3 T.C.BOWER UH2,BRADLEY,1.0,0,0,0.7286680936813354,3,501-3 T.C.BOWER UH2 0 0 0 0 0 0 0 0,1
TN,1998,BRADLEY,502 BIG SPRINGS,BRADLEY,1.0,62,118,0.998226006825765,3,502 BIG SPRINGS 62 118 3 1 0 2 0 0,1
TN,1998,BRADLEY,503-1 COMM SER UH 3,BRADLEY,1.0,46,121,0.9980644583702089,3,503-1 COMM SER UH 3 46 121 1 0 2 0 0 0,1
TN,1998,BRADLEY,601 VALLEY VIEW,BRADLEY,1.0,63,377,0.9985209504763284,3,601 VALLEY VIEW 63 377 3 2 1 1 。 0,1
TN,1998,BRADLEY,603-1 WATERVLLE UH3,BRADLEY,1.0,56,293,0.9992272257804872,3,603-1 WATERVLLE UH3 56 293 2 3 4 3 2 0,1
TN,1998,BRADLEY,603-2 WATERVLLE UH2,BRADLEY,1.0,0,0,0.7918895483016968,3,603-2 WATERVLLE UH2 0 0 0 0 0 0 。 0,1
TN,1998,BRADLEY,604-1 BLACKFOX UH3,BRADLEY,1.0,41,209,0.9884659647941588,3,604-1 BLACKFOX UH3 41 209 1 0 3 。 1 0,1
TN,1998,BRADLEY,604-2 BLACKFOX UH2,BRADLEY,1.0,0,0,0.8936940431594849,3,604-2 BLACKFOX UH2 0 0 0 0 0 0 0 0,1
TN,1998,BRADLEY,605-1 BLUE SPGS UH3,BRADLEY,1.0,74,338,0.9984632730484008,3,605-1 BLUE SPGS UH3 74 338 3 0 1 0 0 0,1
TN,1998,BRADLEY,701 ARNOLD,BRADLEY,1.0,55,279,0.998233715693156,3,701 ARNOLD 55 279 2 0 3 0 0 0,1
TN,1998,BRADLEY,702 STUART UH 3,BRADLEY,1.0,97,438,0.944597582022349,3,702 STUART UH 3 97 438 2 2 3 0 0 0,1
TN,1998,BRADLEY,702-3 STUART UH 2,BRADLEY,1.0,0,0,0.8365086317062378,3,702-3 STUART UH 2 0 0 0 0 0 0 0 0,1
TN,1998,BRADLEY,703 CLEVELAND HI,BRADLEY,1.0,89,490,0.9981639087200164,3,703 CLEVELAND HI 89 490 1 2 1 0 1 0,1
TN,1998,BRADLEY,704-1 CLVLND ST UH3,BRADLEY,1.0,61,179,0.998786062002182,3,704-1 CLVLND ST UH3 61 179 1 1 1 0 1 0,1
TN,1998,BRADLEY,704-2CLVLNDSTUH2,BRADLEY,1.0,0,0,0.5792894959449768,3,704-2CLVLNDSTUH2 。 。 0 。 。 0 0,1
TN,1998,BRADLEY,ABSENTEE,BRADLEY,1.0,1026,4292,0.9914501428604126,3,"ABSENTEE 1,026 4,292 25 29 40 7 8 0",3
TN,1998,CAMPBELL,01.ALDER SPRINGS,CAMPBELL,1.0,22,60,0.998505175113678,4,01.ALDER SPRINGS 22 60 0 0 0 1 0 0,1
TN,1998,CAMPBELL,02.CARYVILLE,CAMPBELL,1.0,176,259,0.9979956150054932,4,02.CARYVILLE 176 259 2 0 5 1 0 0,1
TN,1998,CAMPBELL,03.CLINCHMORE,CAMPBELL,1.0,24,9,0.9987362027168274,4,03.CLINCHMORE 24 9 0 0 1 0 1 0,1
TN,1998,CAMPBELL,04.COLLEGE HILL,CAMPBELL,1.0,35,57,0.9987197518348694,4,04.COLLEGE HILL 35 57 2 0 1 0 0 0,1
TN,1998,CAMPBELL,05.C0OLIDGE,CAMPBELL,1.0,39,46,0.9988544583320618,4,05.C0OLIDGE 39 46 1 0 0 0 0 0,1
TN,1998,CAMPBELL,06. DAVIS CHAPEL,CAMPBELL,1.0,57,193,0.9994419614473978,4,06. DAVIS CHAPEL 57 193 1 0 0 0 0,1
TN,1998,CAMPBELL,07.DEMORY,CAMPBELL,1.0,52,173,0.9986560940742492,4,07.DEMORY 52 173 0 0 1 。 1 0,1
TN,1998,CAMPBELL,08. EAST LAFOLLETTE,CAMPBELL,1.0,135,319,0.9980063041051228,4,08. EAST LAFOLLETTE 135 319 2 1 0 2 1 0,1
TN,1998,CAMPBELL,09. ELK VALLEY,CAMPBELL,1.0,5,36,0.9994599223136902,4,09. ELK VALLEY 5 36 0 1 0 1 0 0,1
TN,1998,CAMPBELL,10. FIREHALL,CAMPBELL,1.0,46,134,0.9980452060699464,4,10. FIREHALL 46 134 0 1 2 0 1 0,1
TN,1998,CAMPBELL,12. JACKSBORO,CAMPBELL,1.0,111,296,0.9988301396369934,4,12. JACKSBORO 111 296 1 0 0 0 0,1
TN,1998,CAMPBELL,13.JACKSBORO STA,CAMPBELL,1.0,117,297,0.9977478782335916,4,13.JACKSBORO STA 117 297 2 2 2 0 4 0,1
TN,1998,CAMPBELL,14.JELLICO,CAMPBELL,1.0,138,195,0.999184767405192,4,14.JELLICO 138 195 0 0 1 0 0 0,1
