canonical_candidate_id,year,chamber,district,party,candidate,dime_recipient_cycle_id,dime_name,match_method,match_score,match_margin,review_status,total_receipts
AL-1998-house-29-D-PAGE,1998,house,29,D,Page,DIME-3A45EFC88F762D9AF9DD,"page iii, john g jack",district_party_surname,40.0,23.333333333333336,accepted,85908.0
AL-1998-house-29-R-MALONE,1998,house,29,R,Malone,,,no_candidate,0.0,0.0,review,
AL-1998-house-30-D-GALLIHER,1998,house,30,D,Galliher,DIME-B2673A56EB85390F5E8F,"galliher, blaine",district_party_surname,69.56521739130434,69.56521739130434,accepted,62825.0
AL-1998-house-30-R-HOLLAND,1998,house,30,R,Holland,DIME-30BAE3821BC7B2FD9155,"holland, j",district_party_surname,87.5,87.5,accepted,31500.0
AL-1998-house-31-D-VENABLE,1998,house,31,D,Venable,DIME-6CA2EA903DD591997BAA,"venable, jack b",district_party_surname,66.66666666666667,66.66666666666667,accepted,6831.0
AL-1998-house-31-R-BOWEN,1998,house,31,R,Bowen,DIME-D3379B10CD0B5C920262,"bowen, david",district_party_surname,62.5,62.5,accepted,30729.0
AL-1998-house-32-D-BOYD,1998,house,32,D,Boyd,DIME-5B1DE79AC36AABB47DFC,"boyd, barbara bigsby",district_party_surname,34.78260869565217,11.253196930946284,accepted,45454.0
AL-1998-house-32-R-BRADFORD,1998,house,32,R,Bradford,,,no_candidate,0.0,0.0,review,
AL-1998-house-35-D-HURST,1998,house,35,D,Hurst,DIME-226CD8B6DD41F8051A80,"hurst, steve",district_party_surname,62.5,62.5,accepted,50871.0
AL-1998-house-35-R-SIMS,1998,house,35,R,Sims,DIME-FF8876BA02B90EF1B5D9,"sims, larry p",district_party_surname,50.0,50.0,accepted,72088.0
AL-1998-house-38-D-FULLER,1998,house,38,D,Fuller,DIME-530D78C079317353B7F1,"fuller, bill",district_party_surname,70.58823529411764,70.58823529411764,accepted,121736.0
AL-1998-house-38-R-INGRAM,1998,house,38,R,Ingram,DIME-DB08BDA6A0BA8306C3CB,"ingram, jim",district_party_surname,75.0,75.0,accepted,26142.0
AL-1998-house-42-D-MARTIN,1998,house,42,D,Martin,DIME-2D50864A839D36BA1A48,"martin, james m jimmy",district_party_surname,46.15384615384615,46.15384615384615,accepted,48939.0
AL-1998-house-42-R-PARNELL,1998,house,42,R,Parnell,DIME-32002E1288A73307213C,"parnell, jimmy",district_party_surname,70.0,70.0,accepted,79361.0
AL-1998-house-49-D-BLAIR,1998,house,49,D,Blair,DIME-000B757912E17918CBDE,"blair, sara beth",district_party_surname,50.0,50.0,accepted,46452.0
AL-1998-house-49-R-THOMAS,1998,house,49,R,Thomas,DIME-A08C24B6DA9C077416DE,"thomas, dave",district_party_surname,70.58823529411764,70.58823529411764,accepted,135252.0
AL-1998-house-51-D-MULLINS,1998,house,51,D,Mullins,DIME-D1EFE1EA4A159BB0B8FA,"mullins, r l moon",district_party_surname,60.86956521739131,60.86956521739131,accepted,29987.0
AL-1998-house-51-R-HUMPHRYES,1998,house,51,R,Humphryes,DIME-A7866D5CAAF977766FBC,"humphryes, bobby",district_party_surname,75.0,41.666666666666664,accepted,41700.0
AL-1998-house-54-D-PERDUE,1998,house,54,D,Perdue,DIME-AAB628A43F75DA126A5F,"perdue, george",district_party_surname,63.1578947368421,63.1578947368421,accepted,68473.0
AL-1998-house-54-R-LATIMORE,1998,house,54,R,Latimore,DIME-7183B9734DF6E2275B54,"latimore, mary l",district_party_surname,69.56521739130434,69.56521739130434,accepted,2036.0
AL-1998-house-55-D-MAJOR,1998,house,55,D,Major,DIME-DE8BB29746630FF79AF6,"major, eric",district_party_surname,66.66666666666667,41.66666666666667,accepted,121495.0
AL-1998-house-55-R-MORTON,1998,house,55,R,Morton,DIME-95BA68C050E879409631,"morton, michael",district_party_surname,60.0,60.0,accepted,3500.0
AL-1998-house-60-D-HILLIARD,1998,house,60,D,Hilliard,DIME-2F2C1DFD3D50E09C96E8,"hilliard, john r",district_party_surname,69.56521739130434,69.56521739130434,accepted,30400.0
AL-1998-house-60-R-RUSSELL,1998,house,60,R,Russell,,,no_candidate,0.0,0.0,review,
AL-1998-house-62-D-TINGLE,1998,house,62,D,Tingle,DIME-8F5B1068FFE42A84B136,"tingle, jerry",district_party_surname,66.66666666666667,54.16666666666667,accepted,61282.0
AL-1998-house-62-R-ALLEN,1998,house,62,R,Allen,DIME-D8561A92699F6DD21C24,"allen, gerald",district_party_surname,58.82352941176471,58.82352941176471,accepted,103758.0
AL-1998-house-63-D-STANLEY,1998,house,63,D,Stanley,DIME-81D81A2D89E2239748B4,"stanley, andrea s",district_party_surname,60.86956521739131,60.86956521739131,accepted,28012.0
AL-1998-house-63-R-PARKER,1998,house,63,R,Parker,DIME-FE5708F0CE321CA994E5,"parker, tim",district_party_surname,75.0,75.0,accepted,81724.0
AL-1998-house-64-D-WARREN,1998,house,64,D,Warren,DIME-C279C9C827F7684BBBC1,"warren, j e jimmy",district_party_surname,54.54545454545454,38.54545454545453,accepted,100825.0
AL-1998-house-64-R-ALBRITTON,1998,house,64,R,Albritton,DIME-869FFDB78A2F03ED1AF4,"albritton, greg",district_party_surname,78.26086956521739,78.26086956521739,accepted,24138.0
AL-1998-house-65-D-DOLBARE,1998,house,65,D,Dolbare,DIME-F2514F157E900243331D,"dolbare, jeff",district_party_surname,73.6842105263158,42.10526315789474,accepted,41542.0
AL-1998-house-65-R-OVERTON,1998,house,65,R,Overton,,,no_candidate,0.0,0.0,review,
AL-1998-house-66-D-WHITE,1998,house,66,D,White,DIME-B5D0068DD530CE7D2B11,"white, f p skippy",district_party_surname,47.61904761904761,47.61904761904761,accepted,76097.0
AL-1998-house-66-R-AUST,1998,house,66,R,Aust,,,no_candidate,0.0,0.0,review,
AL-1998-house-67-D-MAULL,1998,house,67,D,Maull,DIME-1F277B958147034D8308,"maull, edward a ed",district_party_surname,45.45454545454546,24.401913875598094,accepted,60764.0
AL-1998-house-67-R-DOBYNES,1998,house,67,R,Dobynes,,,no_candidate,0.0,0.0,review,
AL-1998-house-72-D-HAYDEN,1998,house,72,D,Hayden,DIME-03CA69AD9E94534E8A65,"hayden, andrew m",district_party_surname,57.14285714285714,57.14285714285714,accepted,26630.0
AL-1998-house-72-R-SUTTON,1998,house,72,R,Sutton,DIME-4503F4341B2EE3B13D65,"williams, walter c",candidate_review,8.695652173913048,8.695652173913048,review,2100.0
AL-1998-house-79-D-DEMPSEY,1998,house,79,D,Dempsey,DIME-73D8EFB3C682E7CF7D05,"dempsey, jan",district_party_surname,77.77777777777779,77.77777777777779,accepted,68037.0
AL-1998-house-79-R-HUBBARD,1998,house,79,R,Hubbard,DIME-DE9E46EA10449A6679C4,"hubbard, mike",district_party_surname,73.6842105263158,63.15789473684211,accepted,132549.0
AL-1998-house-80-D-VANCE,1998,house,80,D,Vance,DIME-9614BEE1D007775FDCB6,"vance, lesley",district_party_surname,58.82352941176471,58.82352941176471,accepted,117785.0
AL-1998-house-80-R-DUNN,1998,house,80,R,Dunn,DIME-A5C62F29BEF57EA27824,"dunn, gloria m",district_party_surname,47.05882352941176,47.05882352941176,accepted,14450.0
AL-1998-house-81-D-GRAHAM,1998,house,81,D,Graham,DIME-F3B377686EC1BADAFB6A,"graham, betty carol",district_party_surname,50.0,50.0,accepted,75242.0
AL-1998-house-81-R-KNIGHT,1998,house,81,R,Knight,DIME-A2C826240E4E3C835E30,"knight, dianne bishop",district_party_surname,46.15384615384615,46.15384615384615,accepted,10889.0
AL-1998-house-84-D-BEASLEY,1998,house,84,D,Beasley,DIME-236F764C316BEBD70B1F,"beasley, billy",district_party_surname,70.0,58.888888888888886,accepted,116031.0
AL-1998-house-84-R-HORNE,1998,house,84,R,Horne,DIME-3004E4FB3203C77E32ED,"horne, tommy",district_party_surname,62.5,62.5,accepted,56813.0
AL-1998-house-86-D-CAROTHERS,1998,house,86,D,Carothers,DIME-69D6C8B6409B495960F4,"carothers, joe",district_party_surname,81.81818181818181,81.81818181818181,accepted,150441.0
AL-1998-house-86-R-JEFFERS,1998,house,86,R,Jeffers,DIME-57ACEC82BD180E79EAF6,"jeffers, ruth",district_party_surname,73.6842105263158,73.6842105263158,accepted,124503.0
AL-1998-house-87-D-MATHIS,1998,house,87,D,Mathis,DIME-5BF0DC818DFB334E6774,"melton, wynnton",candidate_review,19.999999999999996,19.999999999999996,review,13722.0
AL-1998-house-87-R-SEIBENHENER,1998,house,87,R,Seibenhener,DIME-BEA13E1923CD0C10F5E3,"seibenhener, riley",district_party_surname,78.57142857142857,78.57142857142857,accepted,41750.0
AL-1998-house-89-D-BOOTHE,1998,house,89,D,Boothe,DIME-DF702C183636A2BC95EE,"boothe, alan c",district_party_surname,63.1578947368421,45.76659038901602,accepted,102767.0
AL-1998-house-89-R-MEEKS,1998,house,89,R,Meeks,DIME-91ED27093F967F028B95,"meeks, larry",district_party_surname,62.5,52.976190476190474,accepted,22850.0
AL-1998-house-91-D-SPICER,1998,house,91,D,Spicer,DIME-7958786EEB42A12DDC4E,"spicer, terry",district_party_surname,66.66666666666667,66.66666666666667,accepted,37148.0
AL-1998-house-91-R-MOORE,1998,house,91,R,Moore,DIME-F62E16C0245483CA93A2,"moore, garreth",district_party_surname,55.55555555555556,55.55555555555556,accepted,85218.0
AL-1998-house-95-D-PFEIFER,1998,house,95,D,Pfeifer,DIME-0D195093CE9A6237289A,"pfeifer jr, william l",district_party_surname,58.33333333333333,58.33333333333333,accepted,2457.0
AL-1998-house-95-R-MCMILLAN,1998,house,95,R,McMillan,DIME-8F89411C6BF7AE7BD650,"mcmillan, steve",district_party_surname,72.72727272727273,39.3939393939394,accepted,63824.0
AL-1998-house-96-D-EASON,1998,house,96,D,Eason,DIME-0889E9416C268ECBC3BA,"eason, tonia cherry",district_party_surname,43.47826086956522,16.811594202898547,accepted,33870.0
AL-1998-house-96-R-GREENE,1998,house,96,R,Greene,DIME-80DBCA78CAC9D85F614D,"greene, jeanette a",district_party_surname,52.17391304347826,14.673913043478258,accepted,51491.0
AL-1998-house-102-D-PACE,1998,house,102,D,Pace,DIME-11629A35F82F17FBFCE2,"pace, sandra",district_party_surname,53.333333333333336,53.333333333333336,accepted,8857.0
AL-1998-house-102-R-TURNER,1998,house,102,R,Turner,DIME-AE2B5AC529AB319A18F2,"turner, j e",district_party_surname,75.0,75.0,accepted,79871.0
AL-1998-house-104-D-ROCKHOLD,1998,house,104,D,Rockhold,DIME-1E31F5A0155214A5C047,"rockhold, lois m",district_party_surname,69.56521739130434,69.56521739130434,accepted,11350.0
AL-1998-house-104-R-DEAN,1998,house,104,R,Dean,DIME-AA531AA8997192160A3A,"dean, mike",district_party_surname,61.53846153846154,61.53846153846154,accepted,92675.0
AL-1998-house-105-D-STRAUB,1998,house,105,D,Straub,DIME-1F3D83B5FC5E8DD42489,"straub, lynda",district_party_surname,66.66666666666667,66.66666666666667,accepted,38824.0
AL-1998-house-105-R-CRIGLER,1998,house,105,R,Crigler,DIME-B3FD98F67E558807ADD2,"crigler jr, richard p phil",district_party_surname,48.275862068965516,22.18890554722638,accepted,66462.0
AL-1998-senate-1-D-DENTON,1998,senate,1,D,Denton,DIME-B35E4864AC2EF8E92A9F,"denton, bobby",district_party_surname,66.66666666666667,66.66666666666667,accepted,164009.0
AL-1998-senate-1-R-HARGETT,1998,senate,1,R,Hargett,DIME-DDFF9EB318298EE43158,"hargett, john",district_party_surname,73.6842105263158,73.6842105263158,accepted,20833.0
AL-1998-senate-2-D-BUTLER,1998,senate,2,D,Butler,DIME-C4FD25D1F7357854D6AF,"butler, tom",district_party_surname,75.0,75.0,accepted,202639.0
AL-1998-senate-2-R-MCINNISH,1998,senate,2,R,McInnish,DIME-04DC3AC933048977D841,"mcinnish, hugh",district_party_surname,76.19047619047619,46.19047619047619,accepted,139155.0
AL-1998-senate-3-D-ROBERTS,1998,senate,3,D,Roberts,DIME-BD2E9E9D9E31A8BE3786,"roberts, tommy ed",district_party_surname,60.86956521739131,60.86956521739131,accepted,171645.0
AL-1998-senate-3-R-BUCHANAN,1998,senate,3,R,Buchanan,,,no_candidate,0.0,0.0,review,
AL-1998-senate-4-D-LITTLE,1998,senate,4,D,Little,DIME-91DAB042FBB6EC8CE46E,"little, zeb",district_party_surname,75.0,75.0,accepted,192073.0
AL-1998-senate-4-R-HALE,1998,senate,4,R,Hale,DIME-886F99DEE7071D6517F4,"hale, don",district_party_surname,66.66666666666667,31.372549019607852,accepted,220756.0
AL-1998-senate-5-D-BISHOP,1998,senate,5,D,Bishop,DIME-8CE596CC8C2A90C11167,"bishop, jerry o",district_party_surname,60.0,60.0,accepted,156999.0
AL-1998-senate-5-R-LEE,1998,senate,5,R,Lee,DIME-4FBC8697E6D76DCB0760,"lee, curt",district_party_surname,54.54545454545454,23.77622377622377,accepted,277293.0
AL-1998-senate-6-D-BEDFORD,1998,senate,6,D,Bedford,DIME-9EFB5BD6ECE0C76611B5,"bedford, roger",district_party_surname,70.0,70.0,accepted,427544.0
AL-1998-senate-6-R-HARDY,1998,senate,6,R,Hardy,DIME-5C05535A861C7BCB70B5,"hardy, wayne",district_party_surname,62.5,62.5,accepted,18870.0
AL-1998-senate-7-D-BATTS,1998,senate,7,D,Batts,DIME-B46A005CAB9A9C0829BD,"batts, gloria p",district_party_surname,52.63157894736843,41.52046783625732,accepted,39727.0
AL-1998-senate-7-R-ENFINGER,1998,senate,7,R,Enfinger,DIME-713E9E66AEB4820E6A41,"enfinger, jeff",district_party_surname,76.19047619047619,42.857142857142854,accepted,402458.0
AL-1998-senate-8-D-BARRON,1998,senate,8,D,Barron,DIME-16AB5505D96AA5D37B94,"barron, lowell",district_party_surname,63.1578947368421,63.1578947368421,accepted,211791.0
AL-1998-senate-8-R-CULPEPPER,1998,senate,8,R,Culpepper,,,no_candidate,0.0,0.0,review,
AL-1998-senate-9-D-MITCHEM,1998,senate,9,D,Mitchem,DIME-C9FA7B37395CC7CFF011,"mitchem, hinton",district_party_surname,66.66666666666667,66.66666666666667,accepted,256626.0
AL-1998-senate-9-R-KING,1998,senate,9,R,King,DIME-07ACA1556D22E0B9E0E7,"king, steven",district_party_surname,53.333333333333336,53.333333333333336,accepted,39360.0
AL-1998-senate-10-D-MEANS,1998,senate,10,D,Means,DIME-8E614DF4FA36219F2D1C,"means, larry",district_party_surname,62.5,62.5,accepted,182723.0
AL-1998-senate-10-R-SMITH,1998,senate,10,R,Smith,DIME-D491F2B0BFEF7A8AE6CC,"smith, roy",district_party_surname,71.42857142857143,71.42857142857143,accepted,277834.0
AL-1998-senate-11-D-PREUITT,1998,senate,11,D,Preuitt,DIME-BB88E3E39DEBB73356C0,"preuitt, jim",district_party_surname,77.77777777777779,77.77777777777779,accepted,239105.0
AL-1998-senate-11-R-HILL,1998,senate,11,R,Hill,DIME-D636414E8C06FA0885E6,"hill, dell",district_party_surname,61.53846153846154,61.53846153846154,accepted,296844.0
AL-1998-senate-12-D-THOMAS,1998,senate,12,D,Thomas,DIME-5F4D879C2E1EDF652016,"ghee, doug",candidate_review,13.33333333333333,13.33333333333333,review,53963.0
AL-1998-senate-12-R-MARSH,1998,senate,12,R,Marsh,DIME-51750D97DED8D0D8E129,"marsh, del",district_party_surname,71.42857142857143,71.42857142857143,accepted,239718.0
AL-1998-senate-13-D-DIAL,1998,senate,13,D,Dial,DIME-40F268D00515E53A5F9D,"dial, gerald",district_party_surname,53.333333333333336,42.80701754385965,accepted,230951.0
AL-1998-senate-13-R-BRANCH,1998,senate,13,R,Branch,DIME-DEC76A5282BD6164F604,"branch, dianne",district_party_surname,63.1578947368421,63.1578947368421,accepted,3885.0
AL-1998-senate-14-D-ROBINSON,1998,senate,14,D,Robinson,DIME-159400E5E71E21F85869,"robinson, carl r",district_party_surname,69.56521739130434,69.56521739130434,accepted,6575.0
AL-1998-senate-14-R-ARMISTEAD,1998,senate,14,R,Armistead,DIME-21E56958C86C9C8317E8,"armistead, bill",district_party_surname,78.26086956521739,78.26086956521739,accepted,263536.0
AL-1998-senate-16-D-JOHNS,1998,senate,16,D,Johns,DIME-1890F334B0E5C0C43274,"johns, steven m",district_party_surname,52.63157894736843,52.63157894736843,accepted,6111.0
AL-1998-senate-16-R-WAGGONER,1998,senate,16,R,Waggoner,DIME-D1F48169E41DD10CD242,"waggoner, j t jabo",district_party_surname,64.0,64.0,accepted,155923.0
AL-1998-senate-18-D-MORROW,1998,senate,18,D,Morrow,DIME-A7635605EA0CAD11DE09,"smitherman, rodger m",candidate_review,31.999999999999996,5.333333333333325,review,165550.0
AL-1998-senate-18-R-BRITNELL,1998,senate,18,R,Britnell,,,no_candidate,0.0,0.0,review,
AL-1998-senate-20-D-ESCOTT,1998,senate,20,D,Escott,DIME-2CFDF1156DDFF7B31BAB,"escott, sundra e",district_party_surname,57.14285714285714,41.75824175824175,accepted,132648.0
AL-1998-senate-20-R-BONHAM,1998,senate,20,R,Bonham,DIME-64AAF127576064805EA6,"bonham, ken hugh",district_party_surname,57.14285714285714,57.14285714285714,accepted,1200.0
AL-1998-senate-21-D-POOLE,1998,senate,21,D,Poole,DIME-9211BDA9850D56924C15,"poole, phil",district_party_surname,66.66666666666667,66.66666666666667,accepted,277966.0
AL-1998-senate-21-R-BENTLEY,1998,senate,21,R,Bentley,DIME-9CBB9643D3776788DC4B,"bentley, robert j",district_party_surname,60.86956521739131,60.86956521739131,accepted,446760.0
AL-1998-senate-22-D-LINDSEY,1998,senate,22,D,Lindsey,DIME-B9D6EC6E8C7BF6FFB474,"lindsey, pat",district_party_surname,77.77777777777779,77.77777777777779,accepted,223725.0
AL-1998-senate-22-R-JOYNER,1998,senate,22,R,Joyner,DIME-0B2A9A31DF776DC3D63A,"joyner, danny b",district_party_surname,60.0,60.0,accepted,91681.0
AL-1998-senate-24-D-STEELE,1998,senate,24,D,Steele,DIME-840327EACFAC48964847,"steele jr, charles",district_party_surname,60.0,60.0,accepted,112430.0
AL-1998-senate-24-R-WILLIAMS,1998,senate,24,R,Williams,,,no_candidate,0.0,0.0,review,
AL-1998-senate-25-D-CHAPPELL,1998,senate,25,D,Chappell,DIME-8A8F07DBA2410DB68992,"chappell, michael",district_party_surname,66.66666666666667,66.66666666666667,accepted,14600.0
AL-1998-senate-25-R-DIXON,1998,senate,25,R,Dixon,DIME-9083E258AF7985173641,"dixon, larry",district_party_surname,62.5,62.5,accepted,255900.0
AL-1998-senate-26-D-LANGFORD,1998,senate,26,D,Langford,DIME-E787D12881A578D2A88D,"langford, charles d",district_party_surname,61.53846153846154,41.53846153846155,accepted,144277.0
AL-1998-senate-26-R-SANDERS,1998,senate,26,R,Sanders,DIME-1B4A471CEAB59F3732EC,"sanders, jimmy d",district_party_surname,63.63636363636363,63.63636363636363,accepted,3445.0
AL-1998-senate-27-D-LITTLE,1998,senate,27,D,Little,DIME-22E3EEDD13F83C90CEE7,"little, t d ted",district_party_surname,60.0,60.0,accepted,331240.0
