canonical_candidate_id,cycle,chamber,district,party,candidate,total_resources_raised,observation_status,source_name,coverage_note
AL-1998-house-1-D-STARKEY,1998,house,1,D,Starkey,57878.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-1-R-BEER,1998,house,1,R,Beer,71708.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-2-D-HAMILTON,1998,house,2,D,Hamilton,78255.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-2-R-TATUM,1998,house,2,R,Tatum,,not_observed_unknown_not_zero,,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-3-D-BLACK,1998,house,3,D,Black,40624.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-3-R-SMALLWOOD,1998,house,3,R,Smallwood,,not_observed_unknown_not_zero,,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-4-D-MANCUSO,1998,house,4,D,Mancuso,80478.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-4-R-PAPUCCI,1998,house,4,R,Papucci,69229.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-5-D-CARTER,1998,house,5,D,Carter,103956.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-5-R-ANDREWS,1998,house,5,R,Andrews,25112.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-6-D-SCHMITZ,1998,house,6,D,Schmitz,32424.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-6-R-JORGENSEN,1998,house,6,R,Jorgensen,62705.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-8-D-DUKES,1998,house,8,D,Dukes,47079.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-8-R-KEY,1998,house,8,R,Key,11660.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-9-D-GRANTLAND,1998,house,9,D,Grantland,53819.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-9-R-BALL,1998,house,9,R,Ball,59158.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-10-D-SMITH,1998,house,10,D,Smith,13685.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-10-R-HANEY,1998,house,10,R,Haney,48055.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-11-D-WHITE,1998,house,11,D,White,33600.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-11-R-ODEN,1998,house,11,R,Oden,62646.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-12-D-MORRISON,1998,house,12,D,Morrison,89281.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-12-R-HASTIMGS,1998,house,12,R,Hastimgs,,not_observed_unknown_not_zero,,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-13-D-HOGAN,1998,house,13,D,Hogan,42989.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-13-R-BRANCH,1998,house,13,R,Branch,,not_observed_unknown_not_zero,,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-14-D-GUIN,1998,house,14,D,Guin,130673.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-14-R-WALLACE,1998,house,14,R,Wallace,32108.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-16-D-THIGPEN,1998,house,16,D,Thigpen,41166.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-16-R-WALDON,1998,house,16,R,Waldon,19631.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-17-D-MILLICAN,1998,house,17,D,Millican,140686.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-17-R-JOHNSON,1998,house,17,R,Johnson,2761.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-18-D-MORROW,1998,house,18,D,Morrow,70747.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-18-R-BRITNELL,1998,house,18,R,Britnell,29455.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-20-D-WILBURN,1998,house,20,D,Wilburn,,not_observed_unknown_not_zero,,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-20-R-SANDERFORD,1998,house,20,R,Sanderford,67951.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-21-D-JONES,1998,house,21,D,Jones,72886.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-21-R-CLEMONS,1998,house,21,R,Clemons,47593.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-22-D-HALL,1998,house,22,D,Hall,27973.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-22-R-HOLLINGSWORTH,1998,house,22,R,Hollingsworth,3250.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-23-D-ROBINSON,1998,house,23,D,Robinson,50508.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-23-R-SHELTON,1998,house,23,R,Shelton,,not_observed_unknown_not_zero,,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-24-D-BURKE,1998,house,24,D,Burke,76462.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-24-R-GREESON,1998,house,24,R,Greeson,44112.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-25-D-HAWK,1998,house,25,D,Hawk,108009.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-25-R-FINLEY,1998,house,25,R,Finley,28628.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-26-D-MCDANIEL,1998,house,26,D,McDaniel,74205.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-26-R-JOHNSTON,1998,house,26,R,Johnston,5229.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
AL-1998-house-27-D-MURPHREE,1998,house,27,D,Murphree,62765.0,observed,DIME,"DIME recipient totals; missing is unknown, never assumed zero"
