specification,base_model,mean_mae,latest_mae,worst_mae,base_mean_mae,base_latest_mae,mean_delta_vs_base,latest_delta_vs_base,max_finance_adjustment,mean_finance_adjustment,max_total_change_vs_public,winner_changes_vs_public,sd2_margin,improves_both_holdouts,prospective_safe
stable_bayesian_blend_25__finance_log10__a5__b0.25__cap2,stable_bayesian_blend_25,10.165616831628142,8.54701414375615,11.784219519500136,10.232885474436689,8.64658795410502,-0.06726864280854628,-0.09957381034886836,2.0,0.6749833630209633,3.888293408800081,0,0.6692099713250048,True,True
stable_bayesian_blend_25__finance_log10__a5__b0.1__cap4,stable_bayesian_blend_25,10.166946512446305,8.597469237034986,11.736423787857623,10.232885474436689,8.64658795410502,-0.0659389619903834,-0.04911871707003357,1.6174926854500133,0.3688057465049929,3.3753895862684615,0,0.5207244893394626,True,True
stable_bayesian_blend_25__finance_log10__a5__b0.1__cap2,stable_bayesian_blend_25,10.17200291265348,8.599398488530284,11.744607336776678,10.232885474436689,8.64658795410502,-0.060882561783207834,-0.04718946557473558,1.6174926854500133,0.3688057465049929,3.3753895862684615,0,0.5207244893394626,True,True
stable_bayesian_blend_25__finance_log10__a20__b0.1__cap4,stable_bayesian_blend_25,10.178848258039178,8.608868575367362,11.748827940710992,10.232885474436689,8.64658795410502,-0.05403721639751069,-0.037719378737657294,1.5278354945870494,0.3589936329834653,3.2992184170344725,0,0.5374022111825616,True,True
stable_bayesian_blend_25__finance_log50__a5__b0.1__cap4,stable_bayesian_blend_25,10.180836786516252,8.606351592957703,11.7553219800748,10.232885474436689,8.64658795410502,-0.052048687920436265,-0.04023636114731666,1.5634002675890555,0.3969419607877631,3.315869857240779,0,0.6240705080993517,True,True
stable_bayesian_blend_25__finance_log10__a20__b0.1__cap2,stable_bayesian_blend_25,10.181505316210846,8.608868575367362,11.754142057054331,10.232885474436689,8.64658795410502,-0.051380158225843076,-0.037719378737657294,1.5278354945870494,0.3589936329834653,3.2992184170344725,0,0.5374022111825616,True,True
stable_bayesian_blend_25__finance_log50__a5__b0.1__cap2,stable_bayesian_blend_25,10.185026405422198,8.606351592957703,11.763701217886693,10.232885474436689,8.64658795410502,-0.047859069014490885,-0.04023636114731666,1.5634002675890555,0.3969419607877631,3.315869857240779,0,0.6240705080993517,True,True
stable_bayesian_blend_25__finance_log10__a20__b0.25__cap2,stable_bayesian_blend_25,10.187407304376615,8.568333326630123,11.806481282123107,10.232885474436689,8.64658795410502,-0.04547817006007371,-0.07825462747489631,2.0,0.6807258224264909,3.888293408800081,0,0.7109042759327526,True,True
stable_bayesian_blend_25__finance_log50__a20__b0.1__cap4,stable_bayesian_blend_25,10.190907706847902,8.61643986470374,11.765375548992067,10.232885474436689,8.64658795410502,-0.04197776758878646,-0.030148089401279776,1.4731177041115657,0.38389267582549136,3.2383346702877187,0,0.6293110793271806,True,True
stable_bayesian_blend_25__finance_log100__a5__b0.1__cap4,stable_bayesian_blend_25,10.193356016739441,8.619162131988409,11.767549901490474,10.232885474436689,8.64658795410502,-0.03952945769724714,-0.027425822116610377,1.5228374570140764,0.39967980686558885,3.2929179780543567,0,0.6520828269941503,True,True
stable_bayesian_blend_25__finance_log50__a20__b0.1__cap2,stable_bayesian_blend_25,10.193417025283138,8.61643986470374,11.770394185862536,10.232885474436689,8.64658795410502,-0.03946844915355108,-0.030148089401279776,1.4731177041115657,0.38389267582549136,3.2383346702877187,0,0.6293110793271806,True,True
stable_bayesian_blend_25__finance_log10__a5__b0.1__cap1,stable_bayesian_blend_25,10.194078009400846,8.60425179097734,11.783904227824351,10.232885474436689,8.64658795410502,-0.03880746503584298,-0.04233616312767907,1.0,0.30517345046894045,2.888293408800081,0,0.5207244893394626,True,True
stable_bayesian_blend_25__finance_log100__a5__b0.1__cap2,stable_bayesian_blend_25,10.197488785038821,8.619162131988409,11.775815438089236,10.232885474436689,8.64658795410502,-0.03539668939786722,-0.027425822116610377,1.5228374570140764,0.39967980686558885,3.2929179780543567,0,0.6520828269941503,True,True
stable_bayesian_blend_25__finance_log50__a5__b0.25__cap2,stable_bayesian_blend_25,10.198933321557062,8.564495934262197,11.833370708851927,10.232885474436689,8.64658795410502,-0.033952152879626496,-0.08209201984282188,2.0,0.7525796249241434,3.888293408800081,0,0.9275750182247278,True,True
stable_bayesian_blend_25__finance_log100__a20__b0.1__cap4,stable_bayesian_blend_25,10.201609001548977,8.627779838768015,11.775438164329938,10.232885474436689,8.64658795410502,-0.03127647288771129,-0.018808115337003883,1.432375660419376,0.3861674650102316,3.2129337306932246,0,0.654430564376406,True,True
stable_bayesian_blend_25__finance_log10__a20__b0.1__cap1,stable_bayesian_blend_25,10.202921545158459,8.617312286343086,11.788530803973831,10.232885474436689,8.64658795410502,-0.029963929278229884,-0.029275667761933022,1.0,0.30633288216208576,2.888293408800081,0,0.5374022111825616,True,True
stable_bayesian_blend_25__finance_log100__a20__b0.1__cap2,stable_bayesian_blend_25,10.203904480486335,8.627779838768015,11.780029122204654,10.232885474436689,8.64658795410502,-0.028980993950353806,-0.018808115337003883,1.432375660419376,0.3861674650102316,3.2129337306932246,0,0.654430564376406,True,True
stable_bayesian_blend_25__finance_log50__a5__b0.1__cap1,stable_bayesian_blend_25,10.209442001060516,8.615129458873765,11.803754543247267,10.232885474436689,8.64658795410502,-0.023443473376172363,-0.03145849523125399,1.0,0.3350744031611467,2.888293408800081,0,0.6240705080993517,True,True
stable_bayesian_blend_25__finance_log10__a100__b0.1__cap2,stable_bayesian_blend_25,10.212357417490736,8.644269209972766,11.780445625008705,10.232885474436689,8.64658795410502,-0.0205280569459525,-0.002318744132253414,1.1940280768137423,0.3231881129839064,3.0042278204230346,0,0.5818160493133427,True,True
stable_bayesian_blend_25__finance_log10__a100__b0.1__cap4,stable_bayesian_blend_25,10.212357417490736,8.644269209972766,11.780445625008705,10.232885474436689,8.64658795410502,-0.0205280569459525,-0.002318744132253414,1.1940280768137423,0.3231881129839064,3.0042278204230346,0,0.5818160493133427,True,True
stable_bayesian_blend_25__finance_log50__a20__b0.1__cap1,stable_bayesian_blend_25,10.214399084452955,8.624257339151228,11.804540829754682,10.232885474436689,8.64658795410502,-0.01848638998373353,-0.022330614953791184,1.0,0.3341985357908627,2.888293408800081,0,0.6293110793271806,True,True
stable_bayesian_blend_25__finance_log50__a20__b0.25__cap2,stable_bayesian_blend_25,10.214537011525547,8.58348540780958,11.845588615241512,10.232885474436689,8.64658795410502,-0.018348462911141894,-0.06310254629543977,2.0,0.7503899564984334,3.888293408800081,0,0.9406764462942997,True,True
stable_bayesian_blend_25__finance_log10__a5__b0.25__cap1,stable_bayesian_blend_25,10.214971505065567,8.646003648339358,11.783939361791775,10.232885474436689,8.64658795410502,-0.017913969371122107,-0.0005843057656615969,1.0,0.46600744996261767,2.888293408800081,0,0.6692099713250048,True,True
stable_bayesian_blend_25__finance_log100__a5__b0.1__cap1,stable_bayesian_blend_25,10.219404473299537,8.626188289478154,11.81262065712092,10.232885474436689,8.64658795410502,-0.013481001137151338,-0.020399664626864933,1.0,0.3380475441955169,2.888293408800081,0,0.6520828269941503,True,True
stable_bayesian_blend_25__finance_log100__a20__b0.1__cap1,stable_bayesian_blend_25,10.222859179326612,8.634086038750244,11.811632319902978,10.232885474436689,8.64658795410502,-0.010026295110076688,-0.012501915354775406,1.0,0.3375078398390866,2.888293408800081,0,0.654430564376406,True,True
stable_bayesian_blend_25__finance_log100__a5__b0.25__cap2,stable_bayesian_blend_25,10.22718493227288,8.591906938560877,11.862462925984886,10.232885474436689,8.64658795410502,-0.005700542163808109,-0.0546810155441424,2.0,0.7600124775100688,3.888293408800081,0,0.9976058154617242,True,True
stable_bayesian_cap_1__finance_log10__a5__b0.1__cap4,stable_bayesian_cap_1,10.372129681706397,8.966234416399358,11.778024947013439,10.428644359921243,9.026190005081006,-0.056514678214846015,-0.05995558868164785,1.6552109601553024,0.3735624083461245,2.6552109601553013,0,0.46301180160013866,True,True
stable_bayesian_cap_1__finance_log10__a5__b0.25__cap2,stable_bayesian_cap_1,10.374949328143703,8.915074436015285,11.83482422027212,10.428644359921243,9.026190005081006,-0.05369503177753998,-0.11111556906572062,2.0,0.6721551628485817,3.0000000000000036,0,0.6089200638575131,True,True
stable_bayesian_cap_1__finance_log10__a5__b0.1__cap2,stable_bayesian_cap_1,10.377599177545374,8.968785826400879,11.786412528689867,10.428644359921243,9.026190005081006,-0.0510451823758693,-0.057404178680126705,1.6552109601553024,0.3735624083461245,2.6552109601553013,0,0.46301180160013866,True,True
stable_bayesian_cap_1__finance_log10__a20__b0.1__cap4,stable_bayesian_cap_1,10.385030456510037,8.98104202878566,11.789018884234416,10.428644359921243,9.026190005081006,-0.04361390341120597,-0.04514797629534506,1.5630453478458521,0.36346869411194316,2.5630453478458506,0,0.4800030035022925,True,True
stable_bayesian_cap_1__finance_log10__a20__b0.1__cap2,stable_bayesian_cap_1,10.387621942095134,8.98104202878566,11.794201855404607,10.428644359921243,9.026190005081006,-0.0410224178261096,-0.04514797629534506,1.5630453478458521,0.36346869411194316,2.5630453478458506,0,0.4800030035022925,True,True
stable_bayesian_cap_1__finance_log50__a5__b0.1__cap4,stable_bayesian_cap_1,10.391904104585894,8.983435379044398,11.800372830127392,10.428644359921243,9.026190005081006,-0.0367402553353493,-0.042754626036607846,1.6010713624431585,0.40248336979097593,2.6010713624431574,0,0.5683032666830414,True,True
stable_bayesian_cap_1__finance_log50__a5__b0.1__cap2,stable_bayesian_cap_1,10.396213795321975,8.983894516785329,11.808533073858621,10.428644359921243,9.026190005081006,-0.03243056459926841,-0.042295488295676975,1.6010713624431585,0.40248336979097593,2.6010713624431574,0,0.5683032666830414,True,True
stable_bayesian_cap_1__finance_log10__a5__b0.1__cap1,stable_bayesian_cap_1,10.39650642144652,8.972661049850162,11.820351793042878,10.428644359921243,9.026190005081006,-0.03213793847472246,-0.05352895523084378,1.0,0.30431860286811446,2.0000000000000036,0,0.46301180160013866,True,True
stable_bayesian_cap_1__finance_log10__a20__b0.25__cap2,stable_bayesian_cap_1,10.398363573170261,8.936618191990492,11.860108954350032,10.428644359921243,9.026190005081006,-0.030280786750982003,-0.08957181309051343,2.0,0.6785506220818694,3.0000000000000036,0,0.6513980686128977,True,True
stable_bayesian_cap_1__finance_log50__a20__b0.1__cap4,stable_bayesian_cap_1,10.401301440779992,8.995703589118529,11.806899292441456,10.428644359921243,9.026190005081006,-0.027342919141251087,-0.0304864159624767,1.5082604655126615,0.3890779046223256,2.508260465512663,0,0.5736814029601982,True,True
stable_bayesian_cap_1__finance_log50__a20__b0.1__cap2,stable_bayesian_cap_1,10.403763769492393,8.995703589118529,11.811823949866257,10.428644359921243,9.026190005081006,-0.02488059042885027,-0.0304864159624767,1.5082604655126615,0.3890779046223256,2.508260465512663,0,0.5736814029601982,True,True
stable_bayesian_cap_1__finance_log10__a20__b0.1__cap1,stable_bayesian_cap_1,10.406331189863568,8.989137783943134,11.823524595784,10.428644359921243,9.026190005081006,-0.02231317005767508,-0.037052221137871655,1.0,0.3055494697689779,2.0000000000000036,0,0.4800030035022925,True,True
stable_bayesian_cap_1__finance_log100__a5__b0.1__cap4,stable_bayesian_cap_1,10.407123536006583,9.00090186217516,11.813345209838008,10.428644359921243,9.026190005081006,-0.021520823914659815,-0.025288142905845135,1.559825174980221,0.40539487647215466,2.5598251749802188,0,0.5970500912853276,True,True
stable_bayesian_cap_1__finance_log100__a5__b0.1__cap2,stable_bayesian_cap_1,10.411153175653556,9.00090186217516,11.821404489131952,10.428644359921243,9.026190005081006,-0.017491184267687032,-0.025288142905845135,1.559825174980221,0.40539487647215466,2.5598251749802188,0,0.5970500912853276,True,True
stable_bayesian_cap_1__finance_log100__a20__b0.1__cap4,stable_bayesian_cap_1,10.41420404385836,9.011091759855287,11.817316327861434,10.428644359921243,9.026190005081006,-0.014440316062882985,-0.015098245225718898,1.4668329199582781,0.3915063220610095,2.4668329199582786,0,0.5994664667480404,True,True
stable_bayesian_cap_1__finance_log100__a20__b0.1__cap2,stable_bayesian_cap_1,10.416454471700904,9.011091759855287,11.821817183546521,10.428644359921243,9.026190005081006,-0.012189888220339284,-0.015098245225718898,1.4668329199582781,0.3915063220610095,2.4668329199582786,0,0.5994664667480404,True,True
stable_bayesian_cap_1__finance_log50__a5__b0.1__cap1,stable_bayesian_cap_1,10.41794878843457,8.992321611579213,11.843575965289928,10.428644359921243,9.026190005081006,-0.010695571486673217,-0.03386839350179294,1.0,0.3350533865692473,2.0000000000000036,0,0.5683032666830414,True,True
stable_bayesian_cap_1__finance_log50__a5__b0.25__cap2,stable_bayesian_cap_1,10.420353762091626,8.945818526987836,11.894888997195416,10.428644359921243,9.026190005081006,-0.008290597829617496,-0.08037147809316991,2.0,0.7525270834443949,3.0000000000000036,0,0.87214872656477,True,True
stable_bayesian_cap_1__finance_log10__a5__b0.25__cap1,stable_bayesian_cap_1,10.421294456396206,9.016157499755462,11.82643141303695,10.428644359921243,9.026190005081006,-0.0073499035250375044,-0.010032505325543895,1.0,0.4637622134784694,2.0000000000000036,0,0.6089200638575131,True,True
stable_bayesian_cap_1__finance_log10__a100__b0.1__cap2,stable_bayesian_cap_1,10.422618531919566,9.025315523874552,11.81992153996458,10.428644359921243,9.026190005081006,-0.006025828001677169,-0.0008744812064538365,1.2201496564133374,0.3266636026810225,2.2201496564133407,0,0.5252884517985145,True,True
stable_bayesian_cap_1__finance_log10__a100__b0.1__cap4,stable_bayesian_cap_1,10.422618531919566,9.025315523874552,11.81992153996458,10.428644359921243,9.026190005081006,-0.006025828001677169,-0.0008744812064538365,1.2201496564133374,0.3266636026810225,2.2201496564133407,0,0.5252884517985145,True,True
stable_bayesian_cap_1__finance_log50__a20__b0.1__cap1,stable_bayesian_cap_1,10.422896650757576,9.00362071483888,11.842172586676272,10.428644359921243,9.026190005081006,-0.005747709163667736,-0.022569290242126172,1.0,0.3341745090979024,2.0000000000000036,0,0.5736814029601982,True,True
public_80_20_total_ridge__finance_log10__a5__b0.1__cap4,public_80_20_total_ridge,10.724163018998816,9.452053827588749,11.996272210408884,10.804211693332284,9.578188079949948,-0.08004867433346874,-0.12613425236119902,1.729776294306251,0.3676265330684191,1.729776294306248,0,1.4404027729452413,True,True
public_80_20_total_ridge__finance_log10__a5__b0.1__cap2,public_80_20_total_ridge,10.731097769280968,9.457024645811579,12.005170892750355,10.804211693332284,9.578188079949948,-0.07311392405131656,-0.12116343413836894,1.729776294306251,0.3676265330684191,1.729776294306248,0,1.4404027729452413,True,True
public_80_20_total_ridge__finance_log10__a5__b0.25__cap2,public_80_20_total_ridge,10.735933829793574,9.386257095391185,12.085610564195964,10.804211693332284,9.578188079949948,-0.0682778635387109,-0.19193098455876267,2.0,0.6317297497927871,2.0000000000000036,0,1.5523974922202697,True,True
public_80_20_total_ridge__finance_log10__a20__b0.1__cap4,public_80_20_total_ridge,10.738451429115296,9.464559173763908,12.012343684466684,10.804211693332284,9.578188079949948,-0.06576026421698877,-0.11362890618604027,1.6323478352142957,0.3570000163229469,1.632347835214297,0,1.4585274540657012,True,True
public_80_20_total_ridge__finance_log50__a5__b0.1__cap4,public_80_20_total_ridge,10.740988569662717,9.462522295342977,12.019454843982457,10.804211693332284,9.578188079949948,-0.06322312366956773,-0.1156657846069713,1.6741221316959884,0.39936623728661214,1.674122131695988,0,1.553544455192732,True,True
public_80_20_total_ridge__finance_log10__a20__b0.1__cap2,public_80_20_total_ridge,10.741850166712023,9.464659538970297,12.01904079445375,10.804211693332284,9.578188079949948,-0.06236152662026129,-0.11352854097965093,1.6323478352142957,0.3570000163229469,1.632347835214297,0,1.4585274540657012,True,True
public_80_20_total_ridge__finance_log50__a5__b0.1__cap2,public_80_20_total_ridge,10.747331821151406,9.465340884921472,12.029322757381339,10.804211693332284,9.578188079949948,-0.056879872180878976,-0.11284719502847551,1.6741221316959884,0.39936623728661214,1.674122131695988,0,1.553544455192732,True,True
public_80_20_total_ridge__finance_log10__a5__b0.1__cap1,public_80_20_total_ridge,10.75184715882431,9.462310887088623,12.041383430559996,10.804211693332284,9.578188079949948,-0.052364534507974625,-0.11587719286132447,1.0,0.28891562635898643,1.0000000000000036,0,1.4404027729452413,True,True
public_80_20_total_ridge__finance_log50__a20__b0.1__cap4,public_80_20_total_ridge,10.754841362627392,9.478229745171312,12.031452980083474,10.804211693332284,9.578188079949948,-0.049370330704892496,-0.09995833477863592,1.5760287152142596,0.3851264799300713,1.5760287152142567,0,1.559217557541826,True,True
public_80_20_total_ridge__finance_log50__a20__b0.1__cap2,public_80_20_total_ridge,10.758064819055107,9.478229745171312,12.037899892938905,10.804211693332284,9.578188079949948,-0.04614687427717712,-0.09995833477863592,1.5760287152142596,0.3851264799300713,1.5760287152142567,0,1.559217557541826,True,True
public_80_20_total_ridge__finance_log100__a5__b0.1__cap4,public_80_20_total_ridge,10.759062288916335,9.483100599554717,12.035023978277952,10.804211693332284,9.578188079949948,-0.045149404415949945,-0.09508748039523063,1.6307311907713382,0.40304282345734416,1.6307311907713355,0,1.5850495464761019,True,True
public_80_20_total_ridge__finance_log10__a20__b0.1__cap1,public_80_20_total_ridge,10.76256409435588,9.475663679190625,12.049464509521137,10.804211693332284,9.578188079949948,-0.0416475989764038,-0.10252440075932334,1.0,0.2901716523482885,1.0000000000000036,0,1.4585274540657012,True,True
public_80_20_total_ridge__finance_log10__a20__b0.25__cap2,public_80_20_total_ridge,10.76267992164898,9.409184091673925,12.116175751624034,10.804211693332284,9.578188079949948,-0.0415317716833048,-0.1690039882760228,2.0,0.6384547317469652,2.0000000000000036,0,1.597709195021419,True,True
public_80_20_total_ridge__finance_log100__a5__b0.1__cap2,public_80_20_total_ridge,10.76462325372114,9.484450265670185,12.044796241772094,10.804211693332284,9.578188079949948,-0.03958843961114411,-0.09373781427976269,1.6307311907713382,0.40304282345734416,1.6307311907713355,0,1.5850495464761019,True,True
public_80_20_total_ridge__finance_log50__a5__b0.1__cap1,public_80_20_total_ridge,10.76904360854994,9.472702986957472,12.065384230142408,10.804211693332284,9.578188079949948,-0.03516808478234523,-0.10548509299247577,1.0,0.3226455832958711,1.0000000000000036,0,1.553544455192732,True,True
public_80_20_total_ridge__finance_log100__a20__b0.1__cap4,public_80_20_total_ridge,10.770103769952232,9.49626272460572,12.043944815298747,10.804211693332284,9.578188079949948,-0.034107923380052085,-0.08192535534422873,1.5324850207231657,0.38823214772491815,1.5324850207231648,0,1.5874847786268727,True,True
public_80_20_total_ridge__finance_log50__a5__b0.25__cap2,public_80_20_total_ridge,10.772299635730004,9.405538263324123,12.139061008135887,10.804211693332284,9.578188079949948,-0.03191205760228044,-0.17264981662582457,2.0,0.7215075752609544,2.0000000000000036,0,1.8352516978389959,True,True
public_80_20_total_ridge__finance_log100__a20__b0.1__cap2,public_80_20_total_ridge,10.773079123774803,9.49626272460572,12.049895522943888,10.804211693332284,9.578188079949948,-0.03113256955748156,-0.08192535534422873,1.5324850207231657,0.38823214772491815,1.5324850207231648,0,1.5874847786268727,True,True
public_80_20_total_ridge__finance_log10__a5__b0.25__cap1,public_80_20_total_ridge,10.776326441548049,9.49984302841413,12.052809854681968,10.804211693332284,9.578188079949948,-0.02788525178423562,-0.07834505153581794,1.0,0.43198377427357365,1.0000000000000036,0,1.5523974922202697,True,True
public_80_20_total_ridge__finance_log50__a20__b0.1__cap1,public_80_20_total_ridge,10.777917973003909,9.486732761370508,12.069103184637308,10.804211693332284,9.578188079949948,-0.026293720328375514,-0.09145531857944,1.0,0.3215191259192033,1.0000000000000036,0,1.559217557541826,True,True
public_80_20_total_ridge__finance_log10__a100__b0.1__cap2,public_80_20_total_ridge,10.783380143747436,9.51939649736475,12.047363790130122,10.804211693332284,9.578188079949948,-0.02083154958484812,-0.05879158258519723,1.2690698466145303,0.3181566122646706,1.2690698466145278,0,1.506730654044257,True,True
public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,public_80_20_total_ridge,10.783380143747436,9.51939649736475,12.047363790130122,10.804211693332284,9.578188079949948,-0.02083154958484812,-0.05879158258519723,1.2690698466145303,0.3181566122646706,1.2690698466145278,0,1.506730654044257,True,True
public_80_20_total_ridge__finance_log100__a5__b0.1__cap1,public_80_20_total_ridge,10.784256184445791,9.490825542407578,12.077686826484005,10.804211693332284,9.578188079949948,-0.019955508886493334,-0.08736253754237033,1.0,0.3266243227867632,1.0000000000000036,0,1.5850495464761019,True,True
public_80_20_total_ridge__finance_log10__a20__b0.25__cap1,public_80_20_total_ridge,10.786357707866399,9.509752568901156,12.062962846831642,10.804211693332284,9.578188079949948,-0.017853985465885458,-0.06843551104879175,1.0,0.4351134499324907,1.0000000000000036,0,1.597709195021419,True,True
public_80_20_total_ridge__finance_log50__a20__b0.25__cap2,public_80_20_total_ridge,10.787061199597924,9.422316006718711,12.151806392477136,10.804211693332284,9.578188079949948,-0.01715049373436095,-0.15587207323123664,2.0,0.7186914318192847,2.0000000000000036,0,1.8494344537117313,True,True
public_80_20_total_ridge__finance_log100__a20__b0.1__cap1,public_80_20_total_ridge,10.791209996060978,9.5031933175407,12.079226674581257,10.804211693332284,9.578188079949948,-0.013001697271306512,-0.07499476240924707,1.0,0.3257705753156242,1.0000000000000036,0,1.5874847786268727,True,True
public_80_20_total_ridge__finance_log50__a100__b0.1__cap2,public_80_20_total_ridge,10.792680862110156,9.5274588888084,12.057902835411914,10.804211693332284,9.578188079949948,-0.011530831222128057,-0.0507291911415475,1.217021842847983,0.33598278814337784,1.2170218428479842,0,1.5726151855812232,True,True
public_80_20_total_ridge__finance_log50__a100__b0.1__cap4,public_80_20_total_ridge,10.792680862110156,9.5274588888084,12.057902835411914,10.804211693332284,9.578188079949948,-0.011530831222128057,-0.0507291911415475,1.217021842847983,0.33598278814337784,1.2170218428479842,0,1.5726151855812232,True,True
public_80_20_total_ridge__finance_log10__a5__b0.5__cap1,public_80_20_total_ridge,10.79521551492454,9.530085295159592,12.060345734689484,10.804211693332284,9.578188079949948,-0.008996178407745248,-0.04810278479035546,1.0,0.5233635132521629,1.0000000000000036,0,1.7390553576786503,True,True
public_80_20_total_ridge__finance_log10__a100__b0.1__cap1,public_80_20_total_ridge,10.795796036374037,9.5253769802131,12.066215092534975,10.804211693332284,9.578188079949948,-0.008415656958247197,-0.05281109973684828,1.0,0.2959001122791328,1.0000000000000036,0,1.506730654044257,True,True
public_80_20_total_ridge__finance_log100__a5__b0.25__cap2,public_80_20_total_ridge,10.797902454537372,9.425895940031578,12.169908969043165,10.804211693332284,9.578188079949948,-0.0063092387949126305,-0.15229213991836943,2.0,0.7314544239881846,2.0000000000000036,0,1.9140144260474208,True,True
public_80_20_total_ridge__finance_log10__a20__b0.5__cap1,public_80_20_total_ridge,10.800467056889822,9.52945521571742,12.071478898062226,10.804211693332284,9.578188079949948,-0.003744636442462479,-0.04873286423252843,1.0,0.5394962105428125,1.0000000000000036,0,1.829678763280949,True,True
public_80_20_total_ridge__finance_log100__a100__b0.1__cap2,public_80_20_total_ridge,10.801624391627918,9.538874434732435,12.0643743485234,10.804211693332284,9.578188079949948,-0.002587301704366496,-0.03931364521751313,1.1777235622218485,0.33749762956092305,1.1777235622218498,0,1.591393343074213,True,True
public_80_20_total_ridge__finance_log100__a100__b0.1__cap4,public_80_20_total_ridge,10.801624391627918,9.538874434732435,12.0643743485234,10.804211693332284,9.578188079949948,-0.002587301704366496,-0.03931364521751313,1.1777235622218485,0.33749762956092305,1.1777235622218498,0,1.591393343074213,True,True
public_80_20_total_ridge__finance_log10__a5__b0.5__cap2,public_80_20_total_ridge,10.802726985767954,9.478458733445361,12.126995238090545,10.804211693332284,9.578188079949948,-0.0014847075643302787,-0.09972934650458676,2.0,0.8639675485471473,2.0000000000000036,0,1.7390553576786503,True,True
stable_bayesian_blend_25__finance_log10__a5__b0.25__cap4,stable_bayesian_blend_25,10.135182666674762,8.548826251710894,11.721539081638632,10.232885474436689,8.64658795410502,-0.09770280776192664,-0.0977617023941253,4.0,0.9210839042704602,5.606033852471029,0,0.6692099713250048,True,False
stable_bayesian_blend_25__finance_log10__a20__b0.25__cap4,stable_bayesian_blend_25,10.162472193762522,8.574297451947253,11.750646935577793,10.232885474436689,8.64658795410502,-0.07041328067416686,-0.07229050215776667,3.8195887364676233,0.8974840824586632,5.415605929386061,0,0.7109042759327526,True,False
stable_bayesian_blend_25__finance_log50__a5__b0.25__cap4,stable_bayesian_blend_25,10.17502988072998,8.567941716026883,11.782118045433077,10.232885474436689,8.64658795410502,-0.057855593706708675,-0.07864623807813587,3.9085006689726387,0.9923549019694077,5.457234529901827,0,0.9275750182247278,True,False
stable_bayesian_blend_25__finance_log50__a20__b0.25__cap4,stable_bayesian_blend_25,10.194822038321789,8.58967163051654,11.79997244612704,10.232885474436689,8.64658795410502,-0.03806343611489993,-0.056916323588479756,3.6827942602789143,0.9597316895637283,5.2633965625191745,0,0.9406764462942997,True,False
stable_bayesian_blend_25__finance_log100__a5__b0.25__cap4,stable_bayesian_blend_25,10.207265585522691,8.595588792537859,11.818942378507524,10.232885474436689,8.64658795410502,-0.025619888913997357,-0.050999161567160556,3.807093642535191,0.999199517163972,5.3998548319357695,0,0.9976058154617242,True,False
stable_bayesian_blend_25__finance_log100__a20__b0.25__cap4,stable_bayesian_blend_25,10.221779968538405,8.614542431241562,11.829017505835248,10.232885474436689,8.64658795410502,-0.011105505898283852,-0.03204552286345752,3.58093915104844,0.965418662525579,5.199894213532939,0,1.0034751589173636,True,False
stable_bayesian_blend_25__finance_log10__a100__b0.25__cap4,stable_bayesian_blend_25,10.230009758863993,8.640791093774387,11.8192284239536,10.232885474436689,8.64658795410502,-0.002875715572695725,-0.005796860330631759,2.985070192034356,0.807970282459766,4.678129437857466,0,0.8219388712597053,True,False
stable_bayesian_cap_1__finance_log10__a5__b0.25__cap4,stable_bayesian_cap_1,10.344846447067749,8.915996786476862,11.773696107658635,10.428644359921243,9.026190005081006,-0.0837979128534947,-0.11019321860414344,4.0,0.930969267665561,5.0,0,0.6089200638575131,True,False
stable_bayesian_cap_1__finance_log10__a20__b0.25__cap4,stable_bayesian_cap_1,10.374025077345712,8.9417124704518,11.806337684239624,10.428644359921243,9.026190005081006,-0.054619282575531614,-0.08447753462920637,3.90761336961463,0.9086717352798579,4.90761336961463,0,0.6513980686128977,True,False
stable_bayesian_cap_1__finance_log50__a5__b0.25__cap4,stable_bayesian_cap_1,10.395019500536728,8.946986977385048,11.843052023688408,10.428644359921243,9.026190005081006,-0.033624859384515204,-0.07920302769595722,4.0,1.006151437113442,5.0,0,0.87214872656477,True,False
stable_bayesian_cap_1__finance_log50__a20__b0.25__cap4,stable_bayesian_cap_1,10.420133540414412,8.975234735534213,11.865032345294612,10.428644359921243,9.026190005081006,-0.008510819506831524,-0.05095526954679208,3.7706511637816535,0.972694761555814,4.77065116378165,0,0.8855940672576618,True,False
public_80_20_total_ridge__finance_log10__a5__b0.25__cap4,public_80_20_total_ridge,10.709893844848569,9.385986819683907,12.03380087001323,10.804211693332284,9.578188079949948,-0.0943178484837155,-0.19220126026604056,4.0,0.9064641579455042,4.0000000000000036,0,1.5523974922202697,True,False
public_80_20_total_ridge__finance_log10__a20__b0.25__cap4,public_80_20_total_ridge,10.739949774157047,9.41336079210087,12.066538756213227,10.804211693332284,9.578188079949948,-0.06426191917523738,-0.16482728784907863,4.0,0.890779411274692,4.0,0,1.597709195021419,True,False
public_80_20_total_ridge__finance_log50__a5__b0.25__cap4,public_80_20_total_ridge,10.751959159847608,9.403323461826938,12.10059485786828,10.804211693332284,9.578188079949948,-0.05225253348467618,-0.17486461812301002,4.0,0.9944729266369564,4.0,0,1.8352516978389959,True,False
